"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class"
"53","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Ule, EHG","4951",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in sylvis ad Serra do Macahé alt. 1000m",NA,NA,NA,"Floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Ule, EHG","4951?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in sylvis ad Serra do Macahé alt. 1000m",NA,NA,NA,"Floret Januario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Moura, JT de","71?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in sylvis supra arbores ad Serra das Araras prope Therezopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Moura, JT de","71",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in sylvis supra arbores ad Serra das Araras prope Therezopolis",NA,NA,NA,NA,NA,NA,NA,"Teresópolis","-42.9656","-22.4122","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:52:15-03","UFRGS","ICN","201033","S","Plantae","Monocotyledon",NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Martinelli, G","15296","1998","02","09","América do Sul","Brasil","MG","Parque Estadual de Ibitipoca. Distrito de Conceição de Ibitipoca, Lagoa Seca.","1550","1550",NA,"Duplicata doada pelo RB (N° 428572); Saxícola, semi-heliófila, estolonífera; pseudo-bulhos verdes com brácteas paleáceas, folhas concolores; inflorescência e pedunculo verdes, brácteas verdes; pedicelo verde","ICN00043904",NA,"Meneguzzo, TEC","Lima Duarte","-43.878611","-21.669444",NA,NA,"2014",NA,NA,"-43.878611","-21.669444",NA,NA,NA
"58","2019-11-21 10:13:19-03","IBt","SP","29489","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Loefgren, A","CGG3876","1898",NA,NA,NA,"Brasil","São Paulo","Serra da Mantiqueira, cultivada na col. da commissão.",NA,NA,NA,NA,"SP009568","SP009568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:13:19-03","IBt","SP","357575","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Petean, MP; Koehler, M","8","1999","04","07",NA,"Brasil","Paraná","Parque Estadual Pico do Marumbi",NA,NA,NA,NA,NA,NA,"Barros, F","Morretes","-48.834400177002","-25.476900100708","30514","auto","2001","08",NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:13:19-03","IBt","SP","27282","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Spannagel, C","363","1933","02",NA,NA,"Brasil","Rio de Janeiro","Cascatinha",NA,NA,NA,NA,NA,NA,NA,"Petrópolis","-43.1786003112793","-22.5049991607666","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:13:19-03","IBt","SP","246631","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Barros, F; Ribeiro, JELS","2043","1990","12","05",NA,"Brasil","São Paulo","Ilha do Cardoso, Próximo ao pico do Morro do Cardoso","800","800",NA,NA,NA,NA,"Barros, F","Cananéia","-47.9199981689453","-25.0100002288818","37574","auto","1990","12",NA,NA,NA,NA,NA,NA
"62","2019-11-21 10:13:19-03","IBt","SP","47218","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Kuehn, E; Kuhlmann, M","1738","1949","01","28",NA,"Brasil","São Paulo","Estação Biológica de Boracéia",NA,NA,NA,NA,NA,NA,"Handro, O","Salesópolis","-45.8400001525879","-23.5300006866455","18032","auto","1980","05",NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:19-03","IBt","SP","1132","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Hoehne, FC","s.n.","1917","12","19",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"Barros, F","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","1992","04","29",NA,NA,NA,NA,NA
"64","2019-11-21 10:13:19-03","IBt","SP","1203","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Hoehne, FC","s.n.","1908","10","07",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"Flor ligeiramente amarela",NA,NA,"Barros, F","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","1992","04","29",NA,NA,NA,NA,NA
"65","2019-11-21 10:13:19-03","IBt","SP","151420","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Wanderley, MGL","75","1977","12","02",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,"Flores esverdeadas com aroma",NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:13:19-03","IBt","SP","3544","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Hoehne, FC","s.n.","1900","12","08",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,NA,NA,"Barros, F","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","1992","04","29",NA,NA,NA,NA,NA
"67","2019-11-21 10:13:19-03","IBt","SP","29483","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.",NA,"Edwall, G","CGG4452","1899","12","20",NA,"Brasil","São Paulo","Estação Campo Grande, mata virgem.",NA,NA,NA,"Epifita.","SP009540","SP009540","Barros, F","Santo André","-46.5299987792969","-23.6599998474121","27258","auto","1992","04","29",NA,NA,NA,NA,NA
"68","2014-08-14 11:25:46-03","AMES","HU-HERB","AMES 00600507","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Gomesa","duseniana","Gomesa duseniana","Kraenzlin","Isotype","P. K. H. Dusén","9029","1909","11","23","South America","Brazil","Paraná","Serra do Mar, Monte Alegra","800","1000","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9029",NA,NA
"69","2014-09-23 10:59:00-03","G","G","G00354739","S","Plantae",NA,NA,"Orchidaceae","Gomesa","glaziovii","Gomesa glaziovii","Cogn.","SYNTYPUS of Gomesa glaziovii Cogn.","Glaziou, A. F. M.","14303","1883",NA,"00","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00354739",NA,"Pabst, G. F. J.",NA,"-42.9125","-22.48222222",NA,NA,"1977","01","01","-42.9125","-22.48222222",NA,NA,NA
