"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem","sex"
"49","2020-12-11 11:44:39-03","UFMG","BHCB","134473","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Batista, JAN; Hattori, EKO","2917","2009","11","04","Southern America","Brasil","Minas Gerais",NA,"Buenópolis, Serra do Cabral","-44.242444","-17.918056","1009","1009",NA,"Erva terrestre, em campo limpo inundável associado a vereda; solo hidromórfico, escuro, com água sobre a superfície, ocasionla no local; sem flores com frutos maduros.",NA,NA,"-44.242444","-17.918056",NA,NA,NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"50","2020-12-11 11:44:39-03","UFMG","BHCB","9851","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"Reis, CC; et al.","10","1987","08","11","Southern America","Brasil","Minas Gerais",NA,"Moeda, Serra da Moeda",NA,NA,NA,NA,NA,"Campo rupestre, sépalo verde, pétalo e labelo brancos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"pygmaea",NA,NA,NA,NA,NA,NA
"51","2020-12-11 11:44:39-03","UFMG","BHCB","64030","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda nuda","Lindl.",NA,"Sampaio, AJ","7358","1934","03","03","Southern America","Brasil","Minas Gerais","Belo Horizonte","Belo Horizonte, Serra do Taquaril","-43.937801361084","-19.9207992553711",NA,NA,NA,"Campo, flor alva.",NA,NA,NA,NA,"17082","auto",NA,NA,NA,"nuda",NA,NA,NA,NA,NA,NA
"52","2020-12-11 11:44:39-03","UFMG","BHCB","97447","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda nuda","Lindl.",NA,"Batista, JAN","1557","2005","01","04","Southern America","Brasil","Distrito Federal","Brasília","Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Área do futuro setor Noroeste.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Campo sujo, flores verdes. Primeira coleta da espécia para o local",NA,NA,NA,NA,"70570","auto",NA,NA,NA,"nuda",NA,NA,NA,NA,NA,NA
"53","2020-12-11 11:44:39-03","UFMG","BHCB","151454","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"Mota, RC da; Batista, JAN","3567","2007","03","27","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva terrestre. Planta coletada em campo limpo; flores esverdeadas.",NA,NA,NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-02-11 17:20:57-03","UFPR","UPCB","59365","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.","Hatschbach, G.","Kozera, C.","3384","2007","02","03",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea, ereta, flores branco-esverdeadas, campo seco..",NA,NA,NA,NA,"27346","auto","2006","01","01",NA,NA,NA,NA,NA,NA,NA
"55","2008-05-27 22:02:00-03","MO","MOBOT","1672200","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.",NA,"Howard S. Irwin|et al.","Irwin 26099","1970","2","5","South America","Brazil","Minas Gerais",NA,"Terrestrial, erect, to ca. 50 Cm. Tall. Perianth yellow-green. Wet places, Rocky hillside, mostly cerrado, ca. 2 Km. N of paracatu",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2008-05-27 22:02:00-03","MO","MOBOT","2824292","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Kraenzl.","C. Pabst","Howard S. Irwin","Irwin 25913","1970","2","3","South America","Brazil","Minas Gerais",NA,"Rocky hillside, ca. 2 km N. of Paracatu.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-02-19 04:30:00-03","MO","MOBOT","101095643","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.",NA,"C.F.P. Martius","Martius s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1",NA,NA,NA
"58","2019-01-22 11:41:00-02","MO","MOBOT","101095649","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda pygmaea","Hoehne",NA,"F.C. Hoehne","Hoehne 2146","1909","6",NA,"South America","Brazil","Mato Grosso",NA,"Ponte de Pedra, Chapada dos Parecis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pygmaea",NA,"Holotype","1",NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2838377","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","26099","1970","2","3","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"60","2020-09-12 05:00:02-03","US","US","2838378","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","nuda","Habenaria nuda",NA,NA,"H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza, R. G. P. Santos & J. F. Ramos","26099","1970","2","5","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00247392","US00247392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA
"61","2020-09-02 16:35:08-03","Cenargen","CEN","33567","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","916","1999","03","13",NA,"Brasil",NA,NA,"MG; Serra do Cipó. Em campo a esquerda da estrada ao lado do entrocamento para Morro do Pilar, na altura do km 128, em direção a Conceição do Mato Dentro.",NA,NA,NA,NA,"Exsicatas","Área anteriormente queimada. Cobertura graminosa baixa, rala. Pouco comum, observado somente um pequeno conjunto de plantas num ponto do campo. Em final de floração. Pétalos e labelo com a base ligeiramente mais clara. Antera e estaminódios amarelados. Flora do Brasil - Estado de Minas Gerais.","CEN00033567",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,"1",NA,NA,NA
"62","2020-09-02 16:35:08-03","Cenargen","CEN","33548","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","897","1999","03","12",NA,"Brasil",NA,NA,"MG; Serra do Cipó. Campo a esquerda da estrada cerca de 9 km após a ponte o Córrego Vitalino, na altura do km 118, na direção de Conceição do Mato Dentro. Área próxima a abaixo da estátua.",NA,NA,NA,NA,"Exsicatas","Área, aparentemente, anteriormente queimada. Pouco comum, mas observado um conjunto com vários indivíduos num ponto do campo. Em final de floração, somente um outro exemplar com as flores ainda boas. Pétalos e labelo com a base ligeiramente mais clara. Antera e estaminódios amarelados. Flora do Brasil - Estado de Minas Gerais.","CEN00033548",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,"1",NA,NA,NA
"63","2020-09-02 16:35:08-03","Cenargen","CEN","37168","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","1186","2001","02","03",NA,"Brasil","DF","BRASILIA","Brazlândia; Chapada da Contagem, Fazenda Dois Irmãos (Chapada Imperial), entrada da DF-220, ca. de 6 km do entrocamento com a DF-001. Na trilha de descida ao longo do Córrego Dois Irmãos, a partir do Poço Quati.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Erva em encosta seca com cascalho e grandes blocos de rocha. Plantas crescendo em cerrado ralo, a sombra de árvores ou em pleno sol, no interior ou nas bordas de bambuzal (taquaril) ou entre blocos de rochas em penhascos. Solo raso, mas sob a vegetação mais fechada com algum acumulo de material orgânica. Solo seco a parcialmente úmido, em função das chuvas, mas na seca o local deve ser completamente seco. Área não queimada . Demais informações na exsicata.","CEN00037168",NA,NA,NA,"70570","auto","2005","11",NA,NA,NA,NA,"1",NA,NA,NA
"64","2020-09-02 16:35:08-03","Cenargen","CEN","30751","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","791","1998","04","15",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira (Embrapa-Cenargen). Entre o Riacho Fundo e o Recanto das Emas. Em cerrado ao lado da estrada de terra que margeia a mata do Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente não queimada. Cobertura graminosa bem desenvolvida. Poco comum, observados somente dois exemplares. As nervuras dos sépalos destacada em verde mais intenso. Base dos pétalos e labelo levemente esbranquiçada. Terceira coleta conhecida desta espécie para o DF. Doação Flora do Brasil. Brasília - Distrito Federal.","CEN00030751",NA,NA,NA,"70570","auto","1998",NA,NA,NA,NA,NA,"2",NA,NA,NA
"65","2020-09-02 16:35:08-03","Cenargen","CEN","112701","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","L. B. Bianchetti","Marcelo Fragomeni Simon","3642","2019","03","30",NA,"Brasil","GO","CAVALCANTE","Chapada dos Veadeiros. Ao longo da GO - 118, 30 km N de Alto Paraíso.","-47.4583015441895","-13.7974996566772","1500","1500","Exsicatas","Erva terrestre, 80 cm. Flores esverdeadas. Ocasional.","CEN00112701",NA,NA,NA,"92497","auto","2019","04",NA,NA,NA,NA,"2",NA,NA,NA
"66","2020-09-02 16:35:08-03","Cenargen","CEN","46061","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","1368","2003","01","21",NA,"Brasil","MA","CAROLINA","Cerca de 16 km ao Norte de Carolina (a partir do trevo de entrada para a cidade) na entrada para Estreito, cerca de 1 km após a entrada para a cachoeira da Pedra Caída, área nas proximidades de onde a pista é cortada por um córrego e há uma ponte.","-47.4693984985352","-7.33277988433838",NA,NA,"Exsicatas","Área anteriormente queimada. Plantas crescendo preferencialmente próximo a blocos de rocha sobre a sombra de pequenas árvores. Em plena floração. Brácteas, ovário e sépalos verdes. Pétalos e labelo com a base branca e para e para o ápice dos segmentos, verde-claro. Conectivo verde-claro. Estigmas verde-claro com as margens esbranquiçadas. Anteras e aurículos brancos. Lobo mediano do rostelo verde-claro, braços esbramquiçados. Demais informações na exsicata.","CEN00046061",NA,NA,NA,"99438","auto","2003","01",NA,NA,NA,NA,"1",NA,NA,NA
"67","2020-09-02 16:35:08-03","Cenargen","CEN","37209","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","Emerson Ricardo Pansarin","787","2001","02","11",NA,"Brasil","MG","DIAMANTINA","Rodovia sentido Montes Claros-Diamantina, a cerca de 15 km da cidade.","-43.6002998352051","-18.2493991851807",NA,NA,"Exsicatas","Doação do Herbário UEC - Universidade Estadual de Campinas. Plantas do Brasil.","CEN00037209",NA,NA,NA,"101169","auto","2001","03",NA,NA,NA,NA,"1",NA,NA,NA
"68","2020-09-02 16:35:08-03","Cenargen","CEN","110925","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","L. B. Bianchetti","J. Moises Mendoza F.","4780","2015","02","25",NA,"Brasil","DF","BRASILIA","Chapada Imperial. Ca. 3,35 km da sede da RPPN, e 500 m da 3ª cachoeira.","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas","Erva sem ramificação. Pequena população na área. Cerrado na borda do córrego, misturado com campo sujo nas encostas e topos dos morros. Área conservada mas acidentada.","CEN00110925","CEN00110925",NA,NA,"70570","auto","2015","02",NA,NA,NA,NA,"2",NA,NA,NA
"69","2020-09-02 16:35:08-03","Cenargen","CEN","34424","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","983","2000","01","07",NA,"Brasil",NA,NA,"MInas Gerais. Caraça. Na Trilha para a cachoeira da Bocaina, cerca de 3-2.5 km antes da cachoeira.",NA,NA,NA,NA,"Exsicatas","Erva terrestre, em campo limpo um pouco úmido, mas possivelmente completamente seco durante a seca. Área não queimada , cobertura graminosa densa e fechada. Relativamente comum no local. Em plena floração. Flora do Brasil - Estado de Minas Gerais.","CEN00034424",NA,NA,NA,NA,NA,"2000","01",NA,"var. nuda",NA,NA,"1",NA,NA,NA
"70","2020-09-02 16:35:08-03","Cenargen","CEN","33625","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","927","1999","04","19",NA,"Brasil","DF","BRASILIA","Faz. Sucupira. No entor dos bairros Riac. Fund ll e Riac. Fund, entre o Rec. das Emas e o Núc. Band. Área do SPSB, a direita da mat do córreg do Riac Fund, no entorn entre este e a mat do Açudinho. Ao lad da estrad q sobe em direção a uma casa .","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Erva em cerrado ralo com invasão acentuada de capim gordura; Cobertura graminosa bem desenvolvida; Área anteriormente não queimada; Observado somente cerca de 9 plantas em toda a área; Sépalo dorsal verde escuro; Os laterais verde claro com as nervuras destacadas em verde escuro e com a base e bordas esbranquiçadas; Pétalos e labelo verde claro ou amarelados com a base mais clara; Antera amarela, canais brancos; Demais informações na exsicata.","CEN00033625",NA,NA,NA,"70570","auto","1999","04",NA,"var. nuda",NA,NA,"1",NA,NA,NA
"71","2020-09-02 16:35:08-03","Cenargen","CEN","37492","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","1217","2001","03","25",NA,"Brasil","GO","TERESINA DE GOIAS","Chapada dos Veadeiros. Área a direita da GO-118, na altura do km 204, ca. de 37 km ao N e após Alto Paraíso.","-47.2647018432617","-13.7763996124268",NA,NA,"Exsicatas","Erva em campo limpo úmido a margem de mata de galeria inundavél. Área queimada durante a seca. Rara, observado somente dois exemplares. Em plena floração. Sépalos verdes. Pétalos e labelo verdes a verde claro com a base ligeiramente esbranquiçada. Conectivo entre as anteras e estigmas verdes. Anteras esbranquiçadas. Aurículos amarelados. Rostelo verde claro. Ovário verde, calcar verde claro.&nf;Flora do Brasil - Estado de Goiás.","CEN00037492",NA,NA,NA,"42211","auto","2001","03",NA,"var. nuda",NA,NA,"1",NA,NA,NA
"72","2020-09-02 16:35:08-03","Cenargen","CEN","35073","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","1063","2000","03","12",NA,"Brasil","MG","SAO ROQUE DE MINAS","Parque Nacional da Serra da Canastra. Área a direita da estrada São Roque de Minas - Sacramento, em direção a Sacramento, cerca de 4 km após a portaria São Roque.","-46.3657989501953","-20.2453002929688",NA,NA,"Exsicatas","Área aparentemente anteriormente queimada. Em plena floração. Sépalo dorsal verde, laterais verde-claro ou verde-esbranquiçados com as nervras destacadas em verde mais forte. Pétalos e labelo com os segmentos verdes, verde-claro ou verde-amarelado e a base ligeiramente esbranquiçada. Conectivo entre as anteras, rostelo e estigmas verde-claro. Anteras branco-amareladas, canais brancos. Aurículos destacados em verde-escuro. Ovário e calcar verdes. Flora do Brasil- Minas Gerais.","CEN00035073",NA,NA,NA,"57119","auto","2000","03",NA,"var. nuda",NA,NA,"1",NA,NA,NA
"73","2020-09-02 16:35:08-03","Cenargen","CEN","34429","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","939","1999","08","31",NA,"Brasil","DF","BRASILIA","Parque do Guará. Área atrás do Guará II, do lado e um pouco abaixo da pista de kart.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Campo com murundus. Solo superficialmente úmido, mas não muito. alguns exemplares esparsos por todo o campo. Em extremo final de floração, somente uma ou outra planta com as flores de ápice da inflorescência em melhor estado. Flora do Brasil - Brasília - Distrito Federal.","CEN00034429","CEN00034429",NA,NA,"70570","auto","1999","08",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"74","2020-09-02 16:35:08-03","Cenargen","CEN","18202","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","315","1992","08","01",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observados cerca de 10 exemplares em floração, para uma área percorrida bastante extensa. Todos crescendo em local não queimado.","CEN00018202","CEN00018202",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"75","2020-09-02 16:35:08-03","Cenargen","CEN","25418","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","612","1996","08","17",NA,"Brasil","DF","BRASILIA","Santuário Ecológico do Riacho Fundo. Área entre a pista que sobe em direção ao balão do aeroporto e a QL 2 do lago sul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Solo escuro, hidromorfo. Área não queimada este ano. Aparentemente, queimada, no ano passado. Observado cerca de 10 plantas. Todas já em final de floração. Flores completamente verdes. Doação Flora do Brasil - Brasília - Distrito Federal.","CEN00025418","CEN00025418",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"76","2020-09-02 16:35:08-03","Cenargen","CEN","21158","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","417","1994","07","00",NA,"Brasil","DF","BRASILIA","Setor de Mansões do Lago Norte. MI 10.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00021158","CEN00021158",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"77","2020-09-02 16:35:08-03","Cenargen","CEN","15037","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","Luciano de Bem Bianchetti","1163","1991","07","14",NA,"Brasil","DF","BRASILIA","Setor Mansões do Lago Norte do Lago Norte. Entre o MI 10 e 11.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata","Folhas com folhas adpressas ao caule. Campo com buritis (Mauritia sp.).","CEN00015037","CEN00015037",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"78","2020-09-02 16:35:08-03","Cenargen","CEN","18348","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","Bruno Machado Teles Walter","2142","1994","06","15",NA,"Brasil","GO","TEREZOPOLIS DE GOIAS","GO - 118, estrada Alto Paraiso - Teresina da Goiás.","-49.0797004699707","-16.3946990966797","1540","1540","Exsicatas","Sépalas e pátalas verde-amareladas. Labelo e cálcar verdes. Flora do Brasil - Estado de Goiás. Projeto Bio Bio Cerrado; Long: 47, Lat: 14, qd: a; Coordenadas aprox. Papavero & Manzolini, 1968.","CEN00018348","CEN00018348",NA,NA,"16065","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"79","2020-09-02 16:35:08-03","Cenargen","CEN","18200","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","313","1992","07","19",NA,"Brasil","DF","BRASILIA","Campo úmido às margens do Rib. do Torto. Acima da ponte na pista Plano Piloto/ Sobradinho.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Observado uma grande população no local, com os exemplares espalhando-se sobre uma grande área. Área queimada anteriormente.","CEN00018200","CEN00018200",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"80","2020-09-02 16:35:08-03","Cenargen","CEN","26079","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","Glocimar Pereira-Silva","1745","1993","08","26",NA,"Brasil","DF","BRASILIA","RESERVA ECOLOGICA DO GUARA","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas","PETALAS E SEPALAS CREME. (U N I C A T A)","CEN00026079","CEN00026079",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"2",NA,NA,NA
"81","2020-09-02 16:35:08-03","Cenargen","CEN","94740","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","2694","2008","07","26",NA,"Brasil","MG","UNAI","Gama, BR - 060, encostas à direita da pista, em direção ao Plano Piloto, entre a entrada para S. Antº do Descoberto, na DF - 280 e o posto de fiscalização tributária do GDF.","-46.9061012268066","-16.3575000762939","854","854","Exsicatas","Campo permanentemente úmido. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 132408.","CEN00094740","CEN00094740",NA,NA,"97926","auto","2008","07",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"82","2020-09-02 16:35:08-03","Cenargen","CEN","26575","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","Rafael Silva de Oliveira","277","1997","03","02",NA,"Brasil",NA,NA,"MG; Serra do Cipó.",NA,NA,NA,NA,"Exsicatas","Flora do Brasil - Estado de Minas Gerais.","CEN00026575",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,"1",NA,NA,NA
"83","2020-09-02 16:35:08-03","Cenargen","CEN","77800","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","L. B. Bianchetti","João Marcelo de Rezende","865","2003","04","03",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do IBGE na mata do Taquara.","-47.9296989440918","-15.7797002792358","1127","1127","Exsicatas",NA,"CEN00077800",NA,NA,NA,"70570","auto","2003","04",NA,NA,NA,NA,"2",NA,NA,NA
"84","2020-09-02 16:35:08-03","Cenargen","CEN","113096","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","3602","2018","07","23",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros, cerca de 24 km N de Alto Paraíso na GO-118.","-47.5099983215332","-14.1324996948242","1527","1527","Exsicatas","Observados apenas 2 exemplares. Em plena floração. Margem das sépalas esbranquiçada; aurículos levemente amarelados. Em campo limpo úmido em encosta. Área aparentemente não queimada durante a seca. Solo humoso, escuro, úmido com Drosera, Xyris e Eriocaulaceaes. Coordenadas aproximadas, inferidas a partir do Google Earth. Doação Herbário BHCB - Universidade Federal de Minas Gerais - BHCB 195166.","CEN00113096","CEN00113096",NA,NA,"44724","auto","2019","07",NA,NA,NA,NA,"1",NA,NA,NA
"85","2020-09-02 16:35:08-03","Cenargen","CEN","110996","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda","Lindl.","L. B. Bianchetti","J. Moises Mendoza F.","4861","2015","03","06",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","São Jorge. P. N. Chapada dos Veadeiros, trilha das corredeiras, no início da descida para a cascata.","-47.5099983215332","-14.1324996948242","850","850","Unicata","Flores todo verde-claro vivo. Plantas dispersas, só uma com flor no local. Cerrado em área plana, mas sobre afloramentos de rocha branca. Presença de Vellozia spp.","CEN00110996","CEN00110996",NA,NA,"44724","auto","2017","10",NA,NA,NA,NA,"1",NA,NA,NA
"86","2020-09-02 16:35:08-03","Cenargen","CEN","53921","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. nuda","Lindl.","J. B. Baitello","José Floriano Barêa Pastore","834","2004","02","03",NA,"Brasil","GO","CAVALCANTE","Em frente a entrada da fazenda Saõ Vicente, caminho para cachoeira do Prata.","-47.4583015441895","-13.7974996566772",NA,NA,"Unicata",NA,"CEN00053921",NA,NA,NA,"92497","auto","2004","02",NA,"var. nuda",NA,NA,"1",NA,NA,NA
"87","2020-09-02 16:35:08-03","Cenargen","CEN","18201","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","João Aguiar Nogueira Batista","314","1992","08","01",NA,"Brasil","DF","BRASILIA","Campo de murundus ao lado do terminal rodoviário de Taguatinga Sul. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Pouco frequente, só observados 13 exemplares para uma área percorrida bastante extensa. Todas as plantas localizadas em área permanentemente úmida, próximo a cerca de eucaliptos, do lado oposto ao do terminal. Projeto Bio Bio Cerrado; Long; 48, long: 16, qd: a. Coordenadas aprox. Papavero & Vanzolini, 1968.","CEN00018201","CEN00018201",NA,NA,"70570","auto","2005","11",NA,"var. pygmaea",NA,NA,"1",NA,NA,NA
"88","2020-09-02 16:35:08-03","Cenargen","CEN","44533","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","nuda","Habenaria nuda var. pygmaea","Lindl.","J. A. N. Batista","Luciano de Bem Bianchetti","802","1989","05","26",NA,"Brasil","DF","BRASILIA","Entre o MI 12 e 13 do lago norte - caminho do Paranoá.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Beira de estrada.","CEN00044533","CEN00044533",NA,NA,"70570","auto","2005","12",NA,"var. pygmaea",NA,NA,"4",NA,NA,NA
