"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","sex"
"55","2019-11-21 10:12:59-03","IBt","SP","25474","S","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.",NA,"Ihering, H","236",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 10:12:59-03","IBt","SP","27578","S","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindl.","Cabrera, AL","Cabrera, AL","1512","1910","11","Southern America","Argentina","Elijade, cerca de la Plata",NA,NA,NA,NA,NA,NA,"15","La Plata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-12-04 17:25:53-03","AMES","HU-HERB","AMES 01940894","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"R. L. Peréz-Moreau","5856","1931","11","South America","Argentina","Wilde",NA,NA,"Sheet",NA,NA,NA,"11","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5856",NA,NA,NA,"undetermined"
"58","2019-12-04 17:24:46-03","AMES","HU-HERB","AMES 01940895","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"B. Rosengurtt","B-4096",NA,NA,"South America","Uruguay","Orillas del río Uruguay. Rincón de las Gallinas, arroyo de los Patos, Estancia de Goenaga",NA,NA,"Sheet",NA,NA,NA,NA,"Rio Negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-4096",NA,NA,NA,"undetermined"
"59","2019-12-04 17:23:48-03","AMES","HU-HERB","AMES 01940896","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"P. K. H. Dusén & R. Lange","8900","1909","10","South America","Brazil","Curityba",NA,NA,"Sheet",NA,NA,NA,"25","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8900",NA,NA,NA,"undetermined"
"60","2019-12-04 17:21:02-03","AMES","HU-HERB","AMES 01940897","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"H. M. Smith","87",NA,NA,"South America","Uruguay","[no additional data]",NA,NA,"Sheet",NA,NA,NA,NA,"San José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87",NA,NA,NA,"undetermined"
"61","2019-12-04 17:19:43-03","AMES","HU-HERB","AMES 01940898","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"W. J. Eyerdam & A. A. Beetle","23190","1938","12","South America","Argentina","San Vicente 39km southeast of Buenos Aires",NA,NA,"Sheet",NA,NA,NA,"4","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23190",NA,NA,NA,"undetermined"
"62","2019-12-04 17:18:14-03","AMES","HU-HERB","AMES 01940899","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"T. H. Goodspeed","23213","1938","11","South America","Argentina","Delta Parana, 10km above Cruz Colorado, Isla Justo",NA,NA,"Sheet",NA,NA,NA,"13","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23213",NA,NA,NA,"undetermined"
"63","2019-12-04 17:17:06-03","AMES","HU-HERB","AMES 01940900","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"A. L. Cabrera","5415","1919","10","South America","Argentina","Punta Lara",NA,NA,"Sheet",NA,NA,NA,"28","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5415",NA,NA,NA,"undetermined"
"64","2019-12-04 17:16:35-03","AMES","HU-HERB","AMES 01940901","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"B. Rosengurtt","B.2292","1938","11","South America","Uruguay","Juan Jackson.",NA,NA,"Sheet",NA,NA,NA,NA,"Soriano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B.2292",NA,NA,NA,"undetermined"
"65","2019-12-04 17:15:26-03","AMES","HU-HERB","AMES 01940902","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"C. M. Hicken","1363","1923","11","South America","Argentina","Marcon Paz",NA,NA,"Sheet",NA,NA,NA,"20","Buenos Aires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1363",NA,NA,NA,"undetermined"
"66","2019-12-04 17:14:07-03","AMES","HU-HERB","AMES 01940903","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"B. Rosengurtt","1445","1935","11","South America","Uruguay","rio Sta Lucia pueblo 25 de Agosto",NA,NA,"Sheet",NA,NA,NA,"21","San José",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1445",NA,NA,NA,"undetermined"
"67","2019-12-04 17:13:15-03","AMES","HU-HERB","AMES 01940904","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Chloraea","membranacea","Chloraea membranacea","Lindley",NA,"C. Osten",NA,"1911","11","South America","Uruguay","Punta Gorda",NA,NA,"Sheet",NA,NA,NA,"26","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
