"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","previousCatalogNumber","dayIdentified","typeStatus","fieldNumber","individualCount"
"52","2019-10-07 09:16:15-03","UEFS","HUEFS","193493","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.",NA,"Deginani, N.B.","1645","2000","03","03","Brasil","Misiones","Guaraní","Camino al Predio de Previsión Social, a unos 10 km de la Ruta Nacional 14.","-54.233333","-26.816667","54W14'","26S49'",NA,NA,"HUEFS0193493","HUEFS0193493",NA,"Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:16:15-03","UEFS","HUEFS","34162","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","R.M.Harley","França, F.","2517","1998","05","09","Brasil","Paraná","Quatro Barras","Borda do Campo. Distrito Borda do Campo.","-49.039722","-25.391944","49W2'23''","25S23'31''","850","850","HUEFS0034162","HUEFS0034162","Mata de Araucária antropizada.","Angiospermae","Lamiales",NA,NA,NA,NA,"Asteranae","2001","05",NA,NA,NA,NA,NA
"54","2019-10-07 09:16:15-03","UEFS","HUEFS","84381","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.",NA,"Hoehne, W.","s/n","1946","04","03","Brasil","São Paulo","São Paulo","Alto da Lapa.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"HUEFS0084381","HUEFS0084381",NA,"Angiospermae","Lamiales",NA,NA,"53584","auto","Asteranae",NA,NA,NA,NA,NA,NA,NA
"55","2019-10-07 09:16:15-03","UEFS","HUEFS","109588","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","R.M.Harley","Barbosa, A.A.A.","3237","2000","05","12","Brasil","Minas Gerais","Uberlândia","Vereda 1(Vereda situada na reserva vegetal do Clube Caça e Pesca Itororó.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"HUEFS0109588","HUEFS0109588","Meio da vereda, lado direito.","Angiospermae","Lamiales",NA,NA,"58223","auto","Asteranae","2006","08",NA,NA,NA,NA,NA
"56","2019-09-04 18:55:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Type [status unknown]",NA,NA
"57","2018-05-14 17:36:20-03","F","FMNH-SEEDPLANTS","V0144339F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria",NA,"RRC ID Flag","W. Hoehne",NA,NA,NA,NA,"Brazil","São Paulo",NA,NA,"-49","-22",NA,NA,NA,NA,"V0144339F","V0144339F_01 V0144339F_02",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"SPF 13483",NA
"58","2015-03-07 08:47:48-03","F","FMNH-SEEDPLANTS","V0144340F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0144340F","V0144340F_01",NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"59","2019-01-25 15:41:40-02","IAC","IAC","43679","S","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","R.M. Harley","F. França & E. Melo","2517","1998","05","09","Brasil","Paraná","Quatro Barras","Distrito Borda do Campo","-49.0397222","-25.3919444","-49.0397222","-25.3919444",NA,NA,NA,NA,"Coordenadas do material: 25°23#?#31S 49°2#?#23W",NA,NA,NA,NA,NA,NA,NA,"2001","02",NA,"09",NA,NA,NA
"60","2020-11-04 17:29:11-03","UEM","HUEM","31313","S","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","Buchoski, MG","Milaneze-Gutierre, MA","1004","2017","04","21","Brasil","Paraná","Faxinal","Sítio Recanto das Palmeiras","-51.3194007873535","-24.0002994537354",NA,NA,NA,NA,"HUEM000011530","HUEM000011530","Flores de coloração amarela; pasto sujo do sítio",NA,NA,NA,NA,"22912","auto",NA,"2018","08",NA,"20",NA,NA,NA
"61","2020-11-12 17:00:27-03","UEL","FUEL","48083","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","Buchoski, MG","Cervi, AC; Cordeiro, J; Martin, L","9398","2009","04","06","Brasil","Paraná","Balsa Nova","Serra São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"FUEL014613",NA,NA,"Tracheophyta","Lamiales",NA,NA,"27346","auto",NA,"2018","08",NA,"21",NA,NA,NA
"62","2020-11-12 17:00:27-03","UEL","FUEL","33178","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","Buchoski, MG","K.L.V.R. de Sá; et al.","109","2002","05","13","Brasil","Paraná","São Jerônimo da Serra","Reserva Indígena São Jerônimo","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"FUEL013548",NA,NA,"Tracheophyta","Lamiales",NA,NA,"30511","auto",NA,"2018","08",NA,"21",NA,NA,NA
"63","2019-05-06 11:58:16-03","UFU","HUFU","22999","S","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","Harley, R.M.","Barbosa, A.A.A.","3237","2000","05","12","Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, Meio da vereda 1, lado direito.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"HUFU00011354","HUFU00011354","Erva com flor.; Vereda.",NA,NA,NA,NA,"58223","auto",NA,"2006","08",NA,NA,NA,NA,NA
"64","2017-09-11 17:10:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.",NA,"St.-Hil, A","s.n.",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,"teste Benth",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:42:48-03","UFRGS","ICN","163781","S","Plantae","Lamiaceae","Hyptis","lagenaria","Hyptis lagenaria","A.St.-Hil. ex Benth.","Gomes, M","Hagelund, K","11828","1977","04","19","Brasil","RS","Torres","Colônia São Pedro","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"América do Sul",NA,"20837","auto",NA,"2018","03",NA,"15",NA,NA,NA
