"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","class","order","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","sex"
"107","2020-10-14 10:04:04-03","FURB","FURB","27498","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Barros, F de","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2650","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","FURB35116","FURB35116",NA,NA,NA,NA,NA,"Epífita IFFSC e226b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;",NA,NA,NA,NA,"2011","11","04",NA,NA,NA
"108","2020-10-14 10:04:04-03","FURB","FURB","31158","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Mancinelli, WS; Engels, ME; Smidt, EC","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2704","2010","06","19","Brasil","Santa Catarina","Florianópolis","Morro da Lagoa.","-48.4755556","-27.5766667","-48.4755556","-27.5766667","444","444","FURB35105","FURB35105_1 FURB35105_2",NA,NA,NA,NA,NA,"Epífita IFFSC e8004b (Acima de 4m), forófito 10. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA
"109","2020-10-14 10:04:04-03","FURB","FURB","31297","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Mancinelli, WS; Engels, ME; Smidt, EC","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1883","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","FURB35107","FURB35107",NA,NA,NA,NA,NA,"Epífita IFFSC e466b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de árvore caída; Fruto verde;",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA
"110","2020-10-14 10:04:04-03","FURB","FURB","31400","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Mancinelli, WS; Engels, ME; Smidt, EC","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1725","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","FURB35106","FURB35106",NA,NA,NA,NA,NA,"Epífita IFFSC e518b (Acima de 4m) - sobre forófito 16 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;",NA,NA,NA,NA,"2012","04",NA,NA,NA,NA
"111","2020-10-14 10:04:04-03","FURB","FURB","35807","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, E","Cadorin, T.J.; Oliveira, C.P.L.","3212","2011","05","01","Brasil","Santa Catarina","Jaraguá do Sul",NA,"-49.1452777","-26.3216667","-49.1452777","-26.3216667","340","340","FURB35108","FURB35108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","08",NA,NA,NA
"112","2019-11-08 08:54:21-03","FURB","FURB","40578","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, E","Caetano, J.O.; Schlemper, C.",NA,"2013","02","11","Brasil","Santa Catarina","Benedito Novo","Mata Ciliar ao lado da PCH Ceesan Liberdade.","-49.4277778","-26.7863889","-49.4277778","-26.7863889","374","374","FURB35104","FURB35104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","10","08",NA,NA,NA
"113","2020-10-14 10:04:04-03","FURB","FURB","42168","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Caetano, JO","Caetano, J.O.","32","2012","09","06","Brasil","Santa Catarina","Benedito Novo","Próximo a PCH Ceesam Liberdade.","-49.4275","-26.7863889","-49.4275000","-26.7863889","376","376","FURB35111","FURB35111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","09","11",NA,NA,NA
"114","2019-11-08 08:54:21-03","FURB","FURB","1676","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Ceolin, LM","Sevegnani, L.",NA,"2000","11","13","Brasil","Santa Catarina","Benedito Novo","Salto Donner.","-49.3643989562988","-26.7828006744385",NA,NA,"300","300","FURB35113","FURB35113",NA,NA,NA,"20912",NA,NA,"auto",NA,NA,NA,"2007","06","22",NA,NA,NA
"115","2020-10-14 10:04:04-03","FURB","FURB","31243","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Mancinelli, WS; Engels, ME; Smidt, EC","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2162","2010","04","30","Brasil","Santa Catarina","Jacinto Machado","Interior do Cânion Fortaleza (Tigre Preto).","-49.763599395752","-28.9974994659424",NA,NA,NA,NA,"FURB35109","FURB35109",NA,NA,NA,"23999",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto verde;","auto",NA,NA,NA,"2012","04",NA,NA,NA,NA
"116","2020-04-27 16:10:58-03","UFES","VIES","21484","S","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Couto, D.R.","Zorzanelli, J.P.F.; Silva, A.E.","302","2012","01","19","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,"VIES021484","VIES021484",NA,NA,NA,"32198",NA,NA,"auto",NA,NA,NA,"2012","03","06",NA,NA,NA
"117","2019-08-16 08:40:23-03","UTFPR","HCF","19663","S","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","V. Ariati","V. Ariati","838","2013","02","11","Brasil","SC","Garuva","Resgate de Flora LT 230 kv Joinville","-48.891111","-25.988056","48°53'28 W","25°59'17 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOD com dossel bastante aberto e solo encharcado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-21 19:40:17-03","UFC","EAC","49564","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; Andrade, I.M.","2544","2003","07","10","Brasil","Ceará","Fortaleza","Maranguape, Sa. de Maranguape, Sítio Boa Vista, Relevo cristalino, montanhoso","-38.543098449707","-3.71722006797791",NA,NA,"730","730","EAC0049564","EAC0049564","Monocotyledon",NA,NA,"19924",NA,"Epífita ocasional, ciófita, higrófita, botão em antese. Raíz tomentosa, esbranquiçada, cilíndrica a achatada. Fruto cápsula imaturo verde. Cálice e corola castanho-esverdeados, bráctea verde; Floresta pluvial montana","auto","Southern America",NA,NA,"2003","07","10",NA,NA,NA
"119","2021-03-21 19:40:17-03","UFC","EAC","53059","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, E.","Nóbrega, S.R.; Fortunato, M.E.M.","109","2011","04","30","Brasil","Ceará","Maranguape","Pico da Rajada","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"EAC0053059","EAC0053059","Monocotyledon",NA,NA,"40608",NA,"Herbácea; epífita.","auto","Southern America",NA,NA,"2013","04","25",NA,NA,NA
"120","2021-03-21 19:40:17-03","UFC","EAC","18628","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","70","1991","06","08","Brasil","Ceará","Maranguape","Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"EAC0018628","EAC0018628","Monocotyledon",NA,NA,"40608",NA,"Epífita, flor ornamental.","auto","Southern America",NA,NA,"1991",NA,NA,NA,NA,NA
"121","2021-03-21 19:40:17-03","UFC","EAC","29228","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","40","1987","12","20","Brasil","Ceará","Maranguape","Sítio Mirante, Serra de Maranguape.","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"EAC0029228","EAC0029228","Monocotyledon",NA,NA,"40608",NA,"Erva, epífita.; Mata higrófila","auto","Southern America",NA,NA,"1988","02","01",NA,NA,NA
"122","2021-03-21 19:40:17-03","UFC","EAC","49301","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","3497","2008","07","08","Brasil","Ceará","Guaramiranga","Estrada das torres, Pico Alto","-38.96875","-4.206583","-38.96875","-4.206583","1060","1060","EAC0049301","EAC0049301","Monocotyledon",NA,NA,NA,NA,"Epífita, flor castanha; Mata ombrófila",NA,"Southern America",NA,NA,"2008","07","08",NA,NA,NA
"123","2021-03-21 19:40:17-03","UFC","EAC","49543","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","3418","2007","10","08","Brasil","Ceará","Guaramiranga","Pico Alto","-38.970583","-4.20675","-38.970583","-4.20675","1040","1040","EAC0049543","EAC0049543","Monocotyledon",NA,NA,NA,NA,"Fruto verde, hábito herbáceo.; Mata ombrófila",NA,"Southern America",NA,NA,"2007","10","08",NA,NA,NA
"124","2021-03-21 19:40:17-03","UFC","EAC","50559","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","2427","2003","02","13","Brasil","Ceará","Maranguape","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.","-38.722417","-3.909722","-38.722417","-3.909722","790","790","EAC0050559","EAC0050559","Monocotyledon",NA,NA,NA,NA,"Herbáceo, epífito.; Mata úmida",NA,"Southern America",NA,NA,"2003","02","13",NA,NA,NA
"125","2021-03-21 19:40:17-03","UFC","EAC","50560","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","2437","2003","02","13","Brasil","Ceará","Maranguape","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.","-38.723556","-3.900528","-38.723556","-3.900528","920","920","EAC0050560","EAC0050560","Monocotyledon",NA,NA,NA,NA,"Herbáceo, epífito, próximo à Pedra da Rajada.; Mata úmida",NA,"Southern America",NA,NA,"2003","02","13",NA,NA,NA
"126","2021-03-21 19:40:17-03","UFC","EAC","50563","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","2422","2003","02","13","Brasil","Ceará","Maranguape","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.","-38.721528","-3.910639","-38.721528","-3.910639","70","70","EAC0050563","EAC0050563","Monocotyledon",NA,NA,NA,NA,"Herbáceo, epífito, sobre Inga sp.; Mata úmida",NA,"Southern America",NA,NA,"2003","02","13",NA,NA,NA
"127","2021-03-21 19:40:17-03","UFC","EAC","50564","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, E.","Lima-Verde, L.W.; et al.","2430","2003","02","13","Brasil","Ceará","Maranguape","Trilha do Pico da Rajada, Barlavento da Sa. Maranguape.","-38.723472","-3.904333","-38.723472","-3.904333","830","830","EAC0050564","EAC0050564","Monocotyledon",NA,NA,NA,NA,"Herbáceo.; Mata úmida",NA,"Southern America",NA,NA,"2013","04","25",NA,NA,NA
"128","2021-03-21 19:40:17-03","UFC","EAC","53078","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pessoa, E.","Nóbrega, S.R.","132","2012","08","08","Brasil","Ceará","Guaramiranga","Pico Alto","-38.9331016540527","-4.26332998275757",NA,NA,NA,NA,"EAC0053078","EAC0053078","Monocotyledon",NA,NA,"13198",NA,"Herbácea; epífita; flor verde.","auto","Southern America",NA,NA,"2013","04","25",NA,NA,NA
"129","2021-03-21 19:40:17-03","UFC","EAC","29227","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","31","1987","11","04","Brasil","Ceará","Maranguape","Serra de Maranguape","-38.6856002807617","-3.89083003997803",NA,NA,NA,NA,"EAC0029227","EAC0029227","Monocotyledon",NA,NA,"40608",NA,"Erva, epífita.; Mata Úmida","auto","Southern America",NA,NA,"1991","02","01",NA,NA,NA
"130","2021-03-21 19:40:17-03","UFC","EAC","23001","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","169","1995","07","15","Brasil","Ceará","Pacoti","Sítio Olho d'Água dos Tangarás","-38.9233016967773","-4.22499990463257",NA,NA,NA,NA,"EAC0023001","EAC0023001","Monocotyledon",NA,NA,"9622",NA,"Erva, flor bege.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-21 19:40:17-03","UFC","EAC","15768","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.","47","1989","06","04","Brasil","Ceará","Uruburetama",NA,"-39.50830078125","-3.625",NA,NA,"700","800","EAC0015768","EAC0015768","Monocotyledon",NA,NA,"10183",NA,"Epífita, flor amarelo-esverdeada, fruto verde, ornamental.; Mata higrófila","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-21 19:40:17-03","UFC","EAC","50695","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Lima-Verde, L.W.","Lima-Verde, L.W.; et al.","2403a","2003","01","09","Brasil","Ceará","Uruburetama","Engenho do Mundaú, Serra de Uruburetama","-39.50830078125","-3.625",NA,NA,"760","760","EAC0050695","EAC0050695","Monocotyledon",NA,NA,"10183",NA,"Herbáceo, rupícola.; Mata úmida","auto","Southern America",NA,NA,"2003","01","09",NA,NA,NA
"133","2020-12-21 16:38:26-03","MBM","MBM","48965","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Hoehne, F.C.","Hoehne, F.C.","s.n.","1948","02","08","Brazil","Paraná","Morretes","Serra Marumbi, Ninho do Gavião","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM048965","MBM048965",NA,NA,NA,"30514",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:38:26-03","MBM","MBM","705","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","13656","1966","02","01","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM000705","MBM000705",NA,NA,NA,"24916",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:38:26-03","MBM","MBM","1040","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","14388","1965","05","29","Brazil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM001040","MBM001040",NA,NA,NA,"24916",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:38:26-03","MBM","MBM","48964","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Hoehne, F.C.","Hatschbach, G.","2143","1951","02","14","Brazil","Paraná","Paranaguá","Sítio do Meio","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM048964","MBM048964",NA,NA,NA,"24916",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:38:26-03","MBM","MBM","172606","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Hatschbach, G.","Hatschbach, G.","61376","1994","12","18","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM172606","MBM172606",NA,NA,NA,"38300",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:38:26-03","MBM","MBM","48966","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","11061","1963","12","23","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM048966","MBM048966",NA,NA,NA,"41937",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:38:26-03","MBM","MBM","4795","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Tessmann, G.","s.n.","1951","02","13","Brazil","Paraná","Morretes","Serra do Mar, Estrada Marumbi a Engenheiro Lange","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM004795","MBM004795",NA,NA,NA,"30514",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:38:26-03","MBM","MBM","48969","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13451","1966","01","05","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM048969","MBM048969",NA,NA,NA,"30514",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:38:26-03","MBM","MBM","10192","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","20120","1968","10","24","Brazil","Paraná","Paranaguá","Rio Cambará","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM010192","MBM010192",NA,NA,NA,"24916",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:38:26-03","MBM","MBM","397463","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Ariati, V.","Ariati, V.","834","2013","02","02","Brazil","Santa Catarina","Joinville","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"MBM397463","MBM397463",NA,NA,NA,"37150",NA,"Flor de cor verde.; Floresta Ombrófila Densa. Cultivada até florir.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:38:26-03","MBM","MBM","397467","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Ariati, V.","Ariati, V.; Roher, D.; Daniel, V.; Roher, D.; Daniel, V.","838","2013","02","11","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.891136","-25.988111","-48.891136","-25.988111",NA,NA,"MBM397467","MBM397467",NA,NA,NA,NA,NA,"Floresta Ombrófila Densa com dossel bastante aberto e solo encharcado.",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:38:26-03","MBM","MBM","408389","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Santos, T.F.","Völtz, R.R.","1109","2016","12","03","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.300833","-25.163889","-48.300833","-25.163889","200","200","MBM408389","MBM408389",NA,NA,NA,NA,NA,"Erva epífita em borda de Floresta Ombrófila Densa Submontana secundária; flores com sépalas e pétalas esverdeadas e coluna arroxeada.; Floresta Ombrófila Densa Submontana.",NA,"Southern America",NA,NA,"2016","12","13",NA,NA,NA
"145","2020-12-21 16:38:26-03","MBM","MBM","48967","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.; Haas, H.; Lindeman, J.; Haas, H.; Lindeman, J.","13548",NA,NA,NA,"Brazil","Paraná","Antonina","Estrada Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"MBM048967","MBM048967",NA,NA,NA,"38300",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:38:26-03","MBM","MBM","1373","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","14516","1966","07","27","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM001373","MBM001373",NA,NA,NA,"41937",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:38:26-03","MBM","MBM","48963","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.","10934","1964","01","12","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcante","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM048963","MBM048963",NA,NA,NA,"30514",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:38:26-03","MBM","MBM","748","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Pabst, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13148","1966","01","04","Brazil","Paraná","Morretes","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM000748","MBM000748",NA,NA,NA,"30514",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:38:26-03","MBM","MBM","68198","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Hatschbach, G.","Hatschbach, G.","43589","1981","02","12","Brazil","Paraná","Paranaguá","Pontal do Poço","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"MBM068198","MBM068198",NA,NA,NA,"24916",NA,"Epífita.","auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-02-19 14:08:26-03","UESC","UESC","976","S","Plantae","Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","E.C.Smidt","L.A.Mattos Silva","3501","1996","09","25","Brasil","Bahia","Arataca",NA,"-39.4143981933594","-15.2632999420166",NA,NA,"200","200","UESC0000976",NA,"Angiospermae","Monocotyledoneae","Florideophycidae","19859",NA,"Vegetação de Mata Higrófila Sul Baiana. Solo argiloso. Área de cacaual sob mata primária.; Epífita.; Coleta de mudas para a Área da Reserva.","auto",NA,NA,NA,"2001","07",NA,NA,NA,NA
"151","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484968","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.","Hagsater","Granville, J.J. de",NA,"1980","8","28","Guyane Française",NA,NA,"40 km SE de Saül : sommet tabulaire, zone centrale",NA,NA,NA,NA,"600",NA,"P00484968","P00484968_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484968' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,"3636",NA
"152","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484969","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Mélinon, E.M.",NA,"1842",NA,NA,"Guyane Française",NA,NA,"Guyane Française",NA,NA,NA,NA,NA,NA,"P00484969","P00484969_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484969' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,"116",NA
"153","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484970","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Mélinon, E.M.",NA,"1842",NA,NA,"Guyane Française",NA,NA,"Guyane Française",NA,NA,NA,NA,NA,NA,"P00484970","P00484970_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484970' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,"116",NA
"154","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484971","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Vriese, W.H. de",NA,"1841","7",NA,"Surinam",NA,NA,"Surinam : Splitgerber",NA,NA,NA,NA,NA,NA,"P00484971","P00484971_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484971' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"155","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484972","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Vidal-Sénège, M.",NA,"1877",NA,NA,"Ecuador",NA,NA,"Guayabamba",NA,NA,NA,NA,NA,NA,"P00484972","P00484972_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484972' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"156","2015-09-03 19:31:30-03","MNHN","RECOLNAT_MNHN_P","P00484973","PreservedSpecimen",NA,"Orchidaceae","Epidendrum","ramosum","Epidendrum ramosum","Jacq.",NA,"Vidal-Sénège, M.",NA,"1877",NA,NA,"Ecuador",NA,NA,"Guayabamba",NA,NA,NA,NA,NA,NA,"P00484973","P00484973_01",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00484973' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
