"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","occurrenceRemarks","barcode","imagecode","county","preparationType","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","typeStatus","coordinatePrecision","geoFlag","individualCount"
"44","2021-02-25 10:12:42-03","CVRD","CVRD","5516","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Paul J. M. Maas","Folli, D.A.","2820","1996","11","01","América do Sul","BRASIL","ES","Ao lado da divisa.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD005516","CVRD005516","Linhares",NA,NA,"Magnoliopsida",NA,NA,"1999","02","11",NA,NA,"48094","auto",NA
"45","2021-02-25 10:12:42-03","CVRD","CVRD","12427","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Paul J. M. Maas","Maas, P.J.M.","9825","2009","05","07","América do Sul","BRASIL","ES","Entrando na porteira, emfrente a entranda do Juncado.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Pindaíba coroa","CVRD012427",NA,"Linhares",NA,NA,"Magnoliopsida",NA,NA,"2009","05","07",NA,NA,"48094","auto",NA
"46","2021-03-15 18:24:26-03","USP","SPF","213403","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Mello-Silva, R; Lopes, JC","Lopes, JC","116","2010","12","03",NA,"Brasil","Espírito Santo","Reserva Natural Vale, Aceiro Arlendinho/Jureiana, na borda da mata.","-40.049056","-19.118444","59","Arvoreta ca. 2 m alt. D.A.P. 5 cm. Folhas discolores, verde mais escuro na face adaxial. Folhas jovens avermelhadas. Flores axilares e caulifloras, botões florais dourados devido ao indumento, flores passadas douradas. Frutos jovens","SPF00213403",NA,"Linhares",NA,"59",NA,"-40.049056","-19.118444","2010",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-13 11:14:35-03","USP","SPF","228214","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Folli, DA","Folli, DA","6475","2009","11","19",NA,"Brasil","Espírito Santo","Reserva Natural Vale","-40.533333","-19.118489","550",NA,"SPF00228214",NA,"Linhares",NA,"550",NA,"-40.533333","-19.118489","2009","11","19",NA,NA,NA,NA,NA
"48","2019-11-13 11:14:35-03","USP","SPF","228241","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Lopes, JC","Folli, DA","7004","2013","01","02",NA,"Brasil","Espírito Santo","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","70",NA,"SPF00228241",NA,"Linhares",NA,"70",NA,NA,NA,"2019","02",NA,NA,NA,"48094","auto",NA
"49","2019-11-13 11:14:35-03","USP","SPF","228218","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM","Maas, PJM","9825","2009","05","07",NA,"Brasil","Espírito Santo","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","550",NA,"SPF00228218",NA,"Linhares",NA,"550",NA,NA,NA,"2009","05","07",NA,NA,"48094","auto",NA
"50","2019-11-13 11:14:35-03","USP","SPF","228213","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM","Maas, PJM","8827","1999","02","13",NA,"Brasil","Espírito Santo","Reserva Natural Vale","-40.0722007751465","-19.3910999298096","2500",NA,"SPF00228213",NA,"Linhares",NA,"2500",NA,NA,NA,"1999","02","13",NA,NA,"48094","auto",NA
"51","2019-11-13 11:14:35-03","USP","SPF","228212","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM","Folli, DA","2820","1996","11","01",NA,"Brasil","Espírito Santo","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,"SPF00228212",NA,"Linhares",NA,NA,NA,NA,NA,"1999","02","11",NA,NA,"48094","auto",NA
"52","2021-03-15 18:24:26-03","USP","SPF","191827","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM","Folli, DA","2448","1994","12","28",NA,"Brasil","Espírito Santo","Reserva Natural Vale, Aceiro com Arlindinho, km 0,8, lado direito.","-40.0722007751465","-19.3910999298096",NA,"Arbusto ca. 5 m alt, 3 m de fuste, DAP = 4 cm, diâmetro de copa 3 m. Fuste cilíndrico, com casca de superfície áspera, descamação ausente. Flor creme, botão verde. Fruto imaturo de cor verde clara. Seiva incolor.; Floresta de Mucunun","SPF00181827",NA,"Linhares",NA,NA,NA,NA,NA,"2001",NA,NA,NA,"isotype","48094","auto",NA
"53","2019-11-01 14:52:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Bijos, NR","Viana, G","IFN-509341.10","2017","07","04","Southern America","Brasil","Piauí",NA,"-44.46","-9.000006",NA,"Conglomerado PI_509. Subunidade 1. Subparcela 10. Indivíduo 11.&nf;F8 - Avaliação da regeneração natural; Arbusto. Base do tipo reta. Casca de cor externa preta, cor interna verde, espessura interna fina e do tipo lisa","UB0128249","UB0128249","Currais",NA,NA,NA,"-44.46","-9.000006","2017","08","18",NA,NA,NA,NA,NA
"54","2019-11-21 09:58:24-03","IBt","SP","346720","S","Plantae",NA,NA,"Annonaceae","Duguetia","sooretamae","Duguetia sooretamae","Maas","Maas, PJM","Maas, PJM; Maas, H; Folli, DA","8827","1999","02","13",NA,"Brasil","Espírito Santo","Reserva Florestal CVRD, Aceiro Arlindo, 2.5 km from BR-101","-40.033333","-19.116667",NA,NA,"SP007891","SP007891","Linhares",NA,NA,NA,"-40.033333","-19.116667","1999",NA,NA,NA,NA,NA,NA,NA
