"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"182","2020-10-14 10:01:35-03","FURB","FURB","4642","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Mansanares, ME","Ferreira, J.A.; et al.",NA,"2002","12","10","Brasil","Paraná","Ibiporã","Fazenda Doralice.","-51.05","-23.2711111","-51.0500000","-23.2711111",NA,NA,"FURB24942","FURB24942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-10-14 10:01:35-03","FURB","FURB","47978","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Barboza, E","Silva, J.M.; Martins, L.M.","8341","2013","09","19","Brasil","Paraná","Curitiba",NA,"-49.2391666","-25.4408333","-49.2391666","-25.4408333","915","915","FURB47978","FURB47978",NA,NA,NA,NA,NA,NA,"2013","09","20",NA,NA,NA,NA,NA,NA,NA
"184","2020-10-14 10:01:35-03","FURB","FURB","49297","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Oliveira, AA de","Oliveira, A.A. de","2587","2015","10","02","Brasil","Santa Catarina","Romelândia","Esperança.","-53.2805556","-26.6405555","-53.2805556","-26.6405555","559","559","FURB49297","FURB49297",NA,NA,NA,NA,NA,NA,"2015","10","02",NA,NA,NA,NA,NA,NA,NA
"185","2020-10-14 10:01:35-03","FURB","FURB","42685","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Oliveira, M","Jesus, F.P.R. de","248","2004","01","07","Brasil","Distrito Federal","Brasília","714 Sul-DF, Centro-Oeste.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"FURB24939","FURB24939","cultivada",NA,NA,NA,NA,NA,"2004","02","18","70570","auto",NA,NA,NA,NA,NA
"186","2020-10-14 10:01:35-03","FURB","FURB","2523","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G","Cordeiro, J.","1446","2003","04","05","Brasil","Paraná","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,NA,NA,"FURB01706","FURB01706","Planta cultivada.",NA,NA,NA,NA,NA,"2003","04","05","17300","auto",NA,NA,NA,NA,NA
"187","2019-11-08 08:52:08-03","FURB","FURB","3347","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Grippa, C.R.; Brogni, E.",NA,"2005","04","16","Brasil","Santa Catarina","Coronel Freitas","Alto Ipiranga.","-52.7030982971191","-26.9085998535156",NA,NA,NA,NA,"FURB24941","FURB24941","IFFSC / 42/P .",NA,NA,NA,NA,NA,NA,NA,NA,"14906","auto",NA,NA,NA,NA,NA
"188","2021-03-16 17:52:07-03","UCS","HUCS","16899","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.","3027","1999","09","01","Brasil","Paraná","São Jorge do Oeste","Perobal",NA,NA,NA,NA,NA,NA,NA,NA,"Herbario MBM; Floresta",NA,NA,NA,"Angiospermae","Fabales","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-16 17:52:07-03","UCS","HUCS","34275","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Zanotto, M.D.","Zanotto, M.D.","22","2007","10","16","Brasil","Rio Grande do Sul","Faxinalzinho",NA,"-52.718889","-27.344722","-52.718889","-27.344722",NA,NA,NA,NA,"Em orla da mata",NA,NA,NA,"Angiospermae","Fabales","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-16 17:52:07-03","UCS","HUCS","43840","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Barbosa, E.","Silva, J.M.","8341","2013","09","19","Brasil","Paraná","Curitiba","Jardim Botânico","-49.239167","-25.440833","-49.239167","-25.440833","915","915",NA,NA,"Árvore creme, flor creme esverdeada.; Cultivada",NA,NA,NA,"Angiospermae","Fabales","2013","09","20",NA,NA,NA,NA,NA,NA,NA
"191","2021-03-16 17:52:07-03","UCS","HUCS","01674","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Rambo, B.","Sehnem, A.","s.n.","1948","12","29","Brasil","Rio Grande do Sul","Cerro Largo",NA,"-54.7380981445312","-28.1485996246338",NA,NA,NA,NA,NA,NA,"Coleção ASSL 3594; Arbor in silva",NA,NA,NA,"Angiospermae","Fabales",NA,NA,NA,"13082","auto",NA,NA,NA,NA,NA
"192","2021-03-16 17:52:07-03","UCS","HUCS","16005","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.","69258","1999","08","17","Brasil","Paraná","Paranavaí","Bosque da Cidade","-52.4653015136719","-23.0730991363525",NA,NA,NA,NA,NA,NA,"Floresta",NA,NA,NA,"Angiospermae","Fabales","1999",NA,NA,"51763","auto",NA,NA,NA,NA,NA
"193","2021-03-16 17:52:07-03","UCS","HUCS","04737","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Smith, S.F.","Wasum, R.A.","s.n.","1988","10","26","Brasil","Rio Grande do Sul","Caxias do Sul","Chácara Eberle","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Fabales","1988","12",NA,"49662","auto",NA,NA,NA,NA,NA
"194","2021-03-16 17:52:07-03","UCS","HUCS","12512","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.","1918","1997","04","12","Brasil","Paraná","Londrina","Fazenda São José do Remansinho","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,NA,"Interior da mata",NA,NA,NA,"Angiospermae","Fabales","1997",NA,NA,"63728","auto",NA,NA,NA,NA,NA
"195","2021-03-16 17:52:07-03","UCS","HUCS","30926","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.","5040","2006","09","13","Brasil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,NA,"Herbario MBM; Floresta atlântica",NA,NA,NA,"Angiospermae","Fabales","2006",NA,NA,"32006","auto",NA,NA,NA,NA,NA
"196","2020-04-27 16:09:51-03","UFES","VIES","24044","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","V.F. Mansano","Folli, D.A.","1833","1993","03","09","Brasil","Espírito Santo","Linhares","Árvore plantada na Avenida Governador Lindemberg, próximo à Rodoviária, Centro - Linhares - ES.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"VIES024044","VIES024044",NA,NA,NA,NA,NA,NA,"1997","05","11","48094","auto",NA,NA,NA,NA,NA
"197","2019-08-16 08:39:24-03","UTFPR","HCF","27937","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.L. Brotto","M.L. Brotto","1992","2015","08","26","Brasil","PR","Curitiba","Jardim Botânico Municipal","-49.239722","-25.441667","49°14'23 W","25°26'30 S","915","915",NA,NA,"árvore de 3 m de altura, flores esverdeadas. Cultivada (Cm8-273) Coleção de plantas da Floresta Estacional.",NA,NA,NA,NA,NA,"2015","09","23",NA,NA,NA,NA,NA,NA,NA
"198","2019-08-16 08:39:24-03","UTFPR","HCF","19074","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","E. Barboza","J.M. Silva","8341","2013","09","19","Brasil","PR","Curitiba","Jardim Botânico Municipal","-49.239167","-25.440833","49°14'21 W","25°26'27 S","915","915",NA,NA,"árvore creme. Flor creme esverdeada. Cultivada.",NA,NA,NA,NA,NA,"2013","09","20",NA,NA,NA,NA,NA,NA,NA
"199","2019-08-16 08:39:24-03","UTFPR","HCF","23948","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.G. Caxambu","M.G. Caxambu","7944","2017","10","19","Brasil","PR","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do","-54.392278","-25.5975","54°23'32,2 W","25°35'51 S","190","190",NA,NA,"árvore ripária, ca. 12 m. Tronco acanalado, alvascento. Botões florais alvo-esverdeados.",NA,NA,NA,NA,NA,"2017","10","31",NA,NA,NA,NA,NA,NA,NA
"200","2019-08-16 08:39:24-03","UTFPR","HCF","284","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.G. Caxambu","A.E. Bianek","54","2003","09","02","Brasil","PR","Campo Mourão",NA,"-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","05","22","28572","auto",NA,NA,NA,NA,NA
"201","2019-08-16 08:39:24-03","UTFPR","HCF","1898","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.G. Caxambu","S.A. Silvestrin",NA,"2005","02","15","Brasil","PR","Campo Mourão","arborização urbana","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"folhas grandes com cor verde escuro, tronco curto. Copa perenifólia.",NA,NA,NA,NA,NA,"2012","05","22","28572","auto",NA,NA,NA,NA,NA
"202","2019-08-16 08:39:24-03","UTFPR","HCF","46","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","M.G. Caxambu","M.G. Caxambu","2","2001","07","25","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"material vegetativo.",NA,NA,NA,NA,NA,"2012","05","22","28572","auto",NA,NA,NA,NA,NA
"203","2019-08-16 08:39:24-03","UTFPR","HCF","19791","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","E.D. Lozano","E.D. Lozano","1014","2012","08","18","Brasil","PR","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"árvore, 9 m. Frutos imaturos verdes. Próximo ao Rio Tibagi.",NA,NA,NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA
"204","2019-08-16 08:39:24-03","UTFPR","HCF","12382","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","V. Ariati","E. Adenesky-Filho",NA,NA,NA,NA,"Brasil","PR","Telêmaco Borba","UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"coletada em IX/2011 (Resgate de Flora UHE Mauá).",NA,NA,NA,NA,NA,"2011","10","04","35037","auto",NA,NA,NA,NA,NA
"205","2020-06-29 09:30:26-03","UFRRJ","RBR","32083","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","G. Hatschabach","G. Hatschabach","17059",NA,NA,NA,"Brasil","Paraná","Icaraíma","Porto Camargo","-53.613899230957","-23.3955993652344",NA,NA,NA,NA,"RBR00032083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21289","auto",NA,NA,NA,NA,NA
"206","2013-04-01 09:17:43-03","IPT","BCTW","1526","S","Plantae",NA,"Holocalyx","balansae","Holocalyx balansae","Micheli",NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"207","2013-04-01 09:17:43-03","IPT","BCTW","16201","S","Plantae",NA,"Holocalyx","balansae","Holocalyx balansae","Micheli",NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Quedas do Iguaçu","Fazenda Giacomet - Marodin","-52.9081","-25.4497",NA,NA,NA,NA,NA,NA,"Sinonímia: Holocalyx glaziovii; amostra de cerne",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"24667","auto","Magnoliopsida",NA,NA,NA,NA
"208","2013-04-01 09:17:43-03","IPT","BCTW","16202","S","Plantae",NA,"Holocalyx","balansae","Holocalyx balansae","Micheli",NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Quedas do Iguaçu","Fazenda Giacomet - Marodin","-52.9081","-25.4497",NA,NA,NA,NA,NA,NA,"Sinonímia: Holocalyx glaziovii",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"24667","auto","Magnoliopsida",NA,NA,NA,NA
"209","2019-11-25 12:11:57-03","UFSM","SMDB","9440","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Dambros, VS","Dambros, VS","s.n.","2003","10","07","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SMDB009440",NA,"Projeto: Flora do Campus Urbano da UFSM: Leguminosae. Autor: Vagener S. Dambros / Orientadora: Sônia M. Eisinger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2019-11-25 12:11:57-03","UFSM","SMDB","4892","S","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Alvarez, A.F.","Schinidt, M S","s.n.","1993","11","01","Brasil","Rio Grande do Sul","Formigueiro","Colônia Antão Faria","-53.4991989135742","-30.0002994537354",NA,NA,NA,NA,"SMDB004892",NA,"Frangmento de mato.",NA,NA,NA,NA,NA,"1993","11","01","23076","auto",NA,NA,NA,NA,NA
"211","2020-12-21 16:26:35-03","MBM","MBM","106360","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Bernardi, M.","18120",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM106360","MBM106360",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:26:35-03","MBM","MBM","67410","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Vanni, R.; et al.; et al.","96",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM067410","MBM067410",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:26:35-03","MBM","MBM","115711","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Lima, H.C. de","Wegland, H.C.","1125",NA,NA,NA,"Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"MBM115711","MBM115711",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA
"214","2020-12-21 16:26:35-03","MBM","MBM","65190","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.","42747",NA,NA,NA,"Brazil","Paraná","Cerro Azul","Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"MBM065190","MBM065190",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA
"215","2020-12-21 16:26:35-03","MBM","MBM","12641","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.","23175",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","Parque Nacional, Cataratas","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,"MBM012641","MBM012641",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA
"216","2020-12-21 16:26:35-03","MBM","MBM","126777","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Soares; Silva, L.H.; Chagas; Silva, F.; Chagas; Silva, F.","109",NA,NA,NA,"Brazil","Paraná","Londrina","Floresta do Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"MBM126777","MBM126777",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"217","2020-12-21 16:26:35-03","MBM","MBM","208840","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.; Ziller, S.R.; Ziller, S.R.","1918",NA,NA,NA,"Brazil","Paraná","Londrina","Rio Tibagi, Fazenda São José do Remansinho","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"MBM208840","MBM208840",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"218","2020-12-21 16:26:35-03","MBM","MBM","3065","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","16600",NA,NA,NA,"Brazil","Paraná","Marechal Cândido Rondon","Londoeste","-54.0567016601562","-24.5561008453369",NA,NA,NA,NA,"MBM003065","MBM003065",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"27823","auto",NA,NA,NA,NA,NA
"219","2020-12-21 16:26:35-03","MBM","MBM","3060","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.; Haas, H.; Haas, H.","16561",NA,NA,NA,"Brazil","Paraná","Matelândia","Céu Azul","-53.9963989257812","-25.2408008575439",NA,NA,NA,NA,"MBM003060","MBM003060",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"40323","auto",NA,NA,NA,NA,NA
"220","2020-12-21 16:26:35-03","MBM","MBM","40754","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.","37360",NA,NA,NA,"Brazil","Paraná","Medianeira","Jardinópolis","-54.0938987731934","-25.2952995300293",NA,NA,NA,NA,"MBM040754","MBM040754",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"17581","auto",NA,NA,NA,NA,NA
"221","2020-12-21 16:26:35-03","MBM","MBM","242500","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","69258",NA,NA,NA,"Brazil","Paraná","Paranavaí","Bosque da Cidade","-52.4653015136719","-23.0730991363525",NA,NA,NA,NA,"MBM242500","MBM242500",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"51763","auto",NA,NA,NA,NA,NA
"222","2020-12-21 16:26:35-03","MBM","MBM","394338","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Lozano, E.D.","Lozano, E.D.; Lima, M.R.; Lima, M.R.","1014","2012","08","18","Brazil","Paraná","Telêmaco Borba","UHE Mauá, próximo ao Rio Tibagi","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"MBM394338","MBM394338","Árvore, 9m. Frutos imaturos verdes.","Southern America",NA,NA,NA,NA,"2012","08","18","35037","auto",NA,NA,NA,NA,NA
"223","2020-12-21 16:26:35-03","MBM","MBM","215608","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"?","s.n.",NA,NA,NA,"Brazil","Paraná","Tibagi","Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM215608",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"224","2020-12-21 16:26:35-03","MBM","MBM","202924","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Smith, S.F.","Klein, R.","5700",NA,NA,NA,"Brazil","Santa Catarina","Itapiranga","Conceição","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"MBM202924","MBM202924",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"18767","auto",NA,NA,NA,NA,NA
"225","2020-12-21 16:26:35-03","MBM","MBM","145412","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Baisi, A.C.G.","Rodrigues, A.","s.n.",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual do Instituto Florestal","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"MBM145412","MBM145412",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"226","2020-12-21 16:26:35-03","MBM","MBM","215609","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Braga, R.","Braga, R.","s.n.",NA,NA,NA,"Brazil","Paraná",NA,"Serra dos Dourados",NA,NA,NA,NA,NA,NA,"MBM215609",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-12-21 16:26:35-03","MBM","MBM","24075","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Pedersen, T.M.","Pedersen, T.M.","9834",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM024075","MBM024075",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2020-12-21 16:26:35-03","MBM","MBM","426780","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli",NA,"Cordeiro, A.L.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.; Salvalaggio, A.V.; Oliveira, A.I.; Goldenberg, R.; Labiak, P.","2","2016","10","15","Brazil","Paraná","Fênix","Parque Estadual de Vila Rica do Espírito Santo","-51.957294","-23.913003","-51.957294","-23.913003",NA,NA,"MBM426780",NA,"Planta de hábito arbóreo; ramos encontrados no chão.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2020-12-21 16:26:35-03","MBM","MBM","242499","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","3027",NA,NA,NA,"Brazil","Paraná","São Jorge do Oeste","Perobal",NA,NA,NA,NA,NA,NA,"MBM242499","MBM242499",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2020-12-21 16:26:35-03","MBM","MBM","387369","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ariati, V.","Ariati, V.","663","2011","11","18","Brazil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556","-50.706944","-24.100556","520","750","MBM387369","MBM387369",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2020-12-21 16:26:35-03","MBM","MBM","393253","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Barboza, E.","Silva, J.M.","8627","2014","09","17","Brazil","Paraná","Curitiba","Jardim Botânico Municipal","-49.238889","-25.441667","-49.238889","-25.441667","920","920","MBM393253","MBM393253","Árvore de 6m de altura; flor esverdeada. Cultivada.","Southern America",NA,NA,NA,NA,"2014","11","19",NA,NA,NA,NA,NA,NA,NA
"232","2020-12-21 16:26:35-03","MBM","MBM","400369","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Brotto, M.L.","Brotto, M.L.","1992","2015","08","26","Brazil","Paraná","Curitiba","Jardim Botânico Municipal, Coleção de plantas da Floresta Estacional Semidecidual","-49.239722","-25.441611","-49.239722","-25.441611","915","915","MBM400369",NA,"Árvore de 3m de altura; flores esverdeadas. Cultivada (Cm8-273).","Southern America",NA,NA,NA,NA,"2015","09","23",NA,NA,NA,NA,NA,NA,NA
"233","2020-12-21 16:26:35-03","MBM","MBM","430367","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Ariati, V.","Ariati, V.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.; Preilipper, E.; Nascimento-Junior, M.; Roher, D.A.","1956","2020","06","22","Brazil","Paraná","Verê","PCH Bela Vista","-52.900833","-25.807222","-52.900833","-25.807222","440","440","MBM430367",NA,"Árvore de grande porte, frutos imaturos verdes.; Ecótono entre Floresta Ombrófila Mista e Floresta Estacional Semidecidual.","Southern America",NA,NA,NA,NA,"2020","07",NA,NA,NA,NA,NA,NA,NA,NA
"234","2020-12-21 16:26:35-03","MBM","MBM","5050","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Lindeman, J.","Lindeman, J.; et al.; et al.","557",NA,NA,NA,"Brazil","Paraná",NA,"Rio Ivaí",NA,NA,NA,NA,NA,NA,"MBM005050","MBM005050",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2020-12-21 16:26:35-03","MBM","MBM","70482","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Burkart, A.","Burkart, A.","18549",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM070482","MBM070482",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2020-12-21 16:26:35-03","MBM","MBM",NA,"PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Barboza, E.","Saueressig, D.","1965","2013","05","02","Brazil","Paraná","Rio Bonito do Iguaçu",NA,"-52.740003","-25.560006","-52.740003","-25.560006",NA,NA,"IFN000320",NA,"Árvore.","Southern America",NA,NA,NA,NA,"2013","06","03",NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:26:35-03","MBM","MBM","348689","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Snak, C.","Snak, C.; et al.; et al.","189","2008","08","28","Brazil","Paraná","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"MBM348689","MBM348689","Árvore ca. 4m alt. Caule com estrias. Lâmina discolor, cartácea. Botão floral verde. Cálice e corola verdes.","Southern America",NA,NA,NA,NA,"2008","09",NA,"47841","auto",NA,NA,NA,NA,NA
"238","2020-12-21 16:26:35-03","MBM","MBM","4532","PreservedSpecimen","Plantae","Fabaceae","Holocalyx","balansae","Holocalyx balansae","Micheli","Hatschbach, G.","Hatschbach, G.","16980",NA,NA,NA,"Brazil","Paraná","Cianorte","Fazenda Lagoa","-52.6049995422363","-23.6632995605469",NA,NA,NA,NA,"MBM004532","MBM004532",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"32009","auto",NA,NA,NA,NA,NA
