"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"150","2020-11-19 10:24:47-03","CPAP","CPAP","14008","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","2714","1995","06","06","Brasil","MS","Corumbá","Rio Paraguai - 1ª curva em frente a cidade e coletor de água da Sanesul; Pantanal","-57.65","-19.016667","57°39' W","19°01' S","90","90",NA,NA,"1995","06",NA,"Erva aquática emergente. FLOR: estigmas pretos. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Muito frequente. AMBIENTE: Bacero de rio, profundidade 1,5m. SUBSTRATO: bacero (ilha de vegetação aquática flutuante). RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-11-19 10:24:47-03","CPAP","CPAP","15704","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","3188","1996","06","08","Brasil","MS","Corumbá","Baía do Tamengo, ligado ao rio Paraguai","-57.65","-19.016667","57°39' W","19°01' S","89","89",NA,NA,"1996","06",NA,"Erva aquática emergente. Folha glauca. FLOR: estames de cor laranja; estigmas negros. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa de meandro. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-11-19 10:24:47-03","CPAP","CPAP","15756","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pott, A.","7840","1996","08","14","Brasil","MT","Poconé","Arredores da Sede do Parque Nacional do Pantanal; Pantanal","-57.403056","-17.845556","57°24'11'' W","17°50'44'' S","90","90",NA,NA,NA,NA,NA,"Erva estolonífera, flutuante fixa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Planície de inundação do rio Cuiabá. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-11-19 10:24:47-03","CPAP","CPAP","17682","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Salis, S. M.","1013","1998","06","17","Brasil","MS","Corumbá","Baía do Castelo; Pantanal do Paraguai","-57.566667","-18.566667","57°34' W","18°34' S","90","90",NA,NA,NA,NA,NA,"Erva aquática cespitosa. FLOR: não vista. FRUTO: esverdeado. INTERESSE: Forrageira. FREQUÊNCIA: Pouco frequente. AMBIENTE: Campo inundado. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Campim-De-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-11-19 10:24:47-03","CPAP","CPAP","25184","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","6084","2003","03","28","Brasil","MS","Corumbá","Baía Marguerita, próximo a casa do Sr. Thomazi e Fazenda Jáguaribe; lagoa ligada a baía (lagoa) Gaíva, Pantanal do Rio Paráguai","-57.689444","-17.821111","57°41'22'' W","17°49'16'' S","95","95",NA,NA,"2003","03",NA,"Erva aquática emergente, planta . Frequente.. Lagoa com plantas emergentes/anfíbias, 1,2-1,6m de profundidade,. Solo: argiloso.,. Relevo: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-11-19 10:24:47-03","CPAP","CPAP","25404","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","4305","2001","03","20","Brasil","MT","Poconé","parque Nacional do Pantanal, lado oeste do morro Caracará (base do morro), próximo ao rio São Loureço","-57.4475","-17.850556","57°26'51W","17°51'02S",NA,NA,NA,NA,"2001","03",NA,"Lagoa 1,4m de profundidade, em banco de macrófitas aquáticas com água levemente corrente. Solo: argiloso.. Relevo: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-11-19 10:24:47-03","CPAP","CPAP","5640","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pott, A.","4420","1988","10","04","Brasil","MS","Miranda","Fazenda Acurizal, Pantanal - invernada Cervo, retiro Baía Bonita","-57","-19.683333","57°00' W","19°41' S","90","90",NA,NA,NA,NA,NA,"Erva estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Dominante. AMBIENTE: Canal de vazante. SUBSTRATO: solo orgânico. RELEVO: plano deprimido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-11-19 10:24:47-03","CPAP","CPAP","9905","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","1780","1992","05","05","Brasil","MS","Corumbá","Lagoa próxima a baía do Castelo, ao longo do rio Paraguai","-57.566667","-18.566667","57°34' W","18°34' S","84","84",NA,NA,NA,NA,NA,"Erva aquática emergente. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Bacero (vegetação flutuante). SUBSTRATO: solo argiloso, vértico. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-19 10:24:47-03","CPAP","CPAP","5469","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Pott, A.","4335","1988","08","15","Brasil","MS","Miranda","Fazenda Bodoquena, Sub-região de Miranda, Pantanal - retiro CR, Secção União","-56.65","-18.983333","56°39' W","18°59' S","90","90",NA,NA,NA,NA,NA,"Erva estolonífera ascendente. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Dominante. AMBIENTE: Canal de drenagem (vazante) em carandazal (Copernicia). SUBSTRATO: solo argiloso preto, superfície orgânica. RELEVO: plano deprimido. <ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-11-19 10:24:47-03","CPAP","CPAP","20855","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","Garcia, H. C.","Garcia, H. C.","37","2005","11","05","Brasil","MS","Corumbá","Baía do Tuiuiú; rio Paraguai; Pantanal","-57.6533012390137","-19.0091991424561","57 35'26''W","18 48'12''S",NA,NA,NA,NA,"2006","09",NA,". FLOR: . FRUTO: preto. INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Capim-camalote",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"160","2020-11-19 10:24:47-03","CPAP","CPAP","15502","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Calheiros, D. F.","13","1997","05","18","Brasil","MS","Corumbá","Margem esquerda do Canal do Tamengo - rio Paraguai; Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Margem alagada do rio. SUBSTRATO: solo areno-argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"161","2020-11-19 10:24:47-03","CPAP","CPAP","10862","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Calheiros, D. F.","02A","1994","05","18","Brasil","MS","Corumbá","Rio Negro","-57.6533012390137","-19.0091991424561",NA,NA,"90","90",NA,NA,"1994","05",NA,"Erva aquática emergente. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Campo alagável junto ao rio. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"162","2020-11-19 10:24:47-03","CPAP","CPAP","17804","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Damasceno Jr., G. A.","729","1995","04","06","Brasil","MS","Ladário","Logradouro - próximo ao Polder","-57.6016998291016","-19.0046997070312",NA,NA,"80","80",NA,NA,NA,NA,NA,"Erva aquática. Formando ampla área de cobertura sobre a lamina d'água. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo inundável na margem do rio Paraguai. SUBSTRATO: . RELEVO: .",NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA
"163","2020-11-19 10:24:47-03","CPAP","CPAP","15479","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A. Pott","Sampaio, J.","s.n.","1995","06","26","Brasil","MS","Mundo Novo","Município de Mundo Novo","-54.2708015441895","-23.9381008148193",NA,NA,NA,NA,NA,NA,"1996","03",NA,"Erva perene estolonífera. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Margem de riacho. SUBSTRATO: solo argiloso. RELEVO: .",NA,NA,NA,NA,NA,NA,"19849","auto",NA,NA,NA,NA,NA,NA
"164","2015-05-12 20:41:48-03","UNICAP","HUCPE","1562","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","M. B. Costa; Silva","Oliveira, M.; A. A. Grillo; A. A. Grillo","785","2002","02","26","Brasil","Alagoas","São José da Laje","Usina Serra Grande - Brejão.","-36.068717","-9.01852","-36.068717","-9.01852",NA,NA,NA,NA,"2002",NA,NA,"Erva aquática cerca de 3,0m de altura; ovário vináceo; anteras laranjas. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-02-15 11:47:42-02","IPA","IPA","3435","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Sales, M.","Luetzelburg","27037","1936","04","03","Brasil","Paraíba","Sousa","Posto agrícola, São Gonçalo. Várzea abrigada.","-38.228099822998","-6.7591700553894",NA,NA,NA,NA,"IPA0003435",NA,"1979","07","24",NA,"Southern America",NA,NA,"Plantae",NA,NA,"21208","auto",NA,NA,NA,NA,NA,NA
"166","2019-07-26 11:40:56-03","IPA","IPA","15688","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Guerra, R.","Melo, F.","15688","1947","05","20","Brasil","Rio Grande do Norte","Acari","Posto Exp. Cruzeta.","-36.6389007568359","-6.43556022644043",NA,NA,NA,NA,"IPA0015688",NA,"2002","10","17",NA,"Southern America",NA,NA,"Plantae",NA,NA,"19312","auto",NA,NA,NA,NA,NA,NA
"167","2019-02-15 11:47:43-02","IPA","IPA","92624","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.",NA,"Nelly; Almeida, E.B.; Almeida, E.B.","4","1999","09","14","Brasil","Rio Grande do Norte","Tibau do Sul","Santuário Ecológico de Pipa., Margem da Mata de Vassourinha.","-35.0918998718262","-6.18666982650757",NA,NA,NA,NA,"IPA0092624",NA,NA,NA,NA,"Erva, em floração.","Southern America",NA,NA,"Plantae",NA,NA,"13790","auto",NA,NA,NA,NA,NA,NA
"168","2019-02-15 11:47:43-02","IPA","IPA","65872","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Costa; Silva, M.B.","Oliveira, M.; Grillo, A.A.; Grillo, A.A.","785","2002","02","26","Brasil","Alagoas","São José da Laje","Usina Serra Grande, Brejão. Açude junto á sede. Vegetação herbacea. solo argilo-arenoso.","-36.0583000183105","-9.00971984863281",NA,NA,NA,NA,"IPA0065872",NA,"2000",NA,NA,"Erva aquática + ou - 3m de altua, ovário vináceo; anteras laranjas. Frequente.","Southern America",NA,NA,"Plantae",NA,NA,"16954","auto",NA,NA,NA,NA,NA,NA
"169","2019-02-15 11:47:43-02","IPA","IPA","91135","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Santos, V.V.","Santos, V.V.","343","2009","01","14","Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"IPA0091135",NA,"2009","01","14","Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Macrófita aquática. Flor amarelada. Forrageira.; Caatinga.","Southern America",NA,NA,"Plantae",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA
"170","2019-02-15 11:47:42-02","IPA","IPA","21122","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Costa; Silva, M.B.","Andrade-Lima","705843","1970","03","27","Brasil","Pernambuco","Triunfo","Ao pé da cachoeira do Pinga, locais úmidos.","-38.1016998291016","-7.83805990219116",NA,NA,NA,NA,"IPA0021122",NA,"2002","12","04",NA,"Southern America",NA,NA,"Plantae",NA,NA,"14606","auto",NA,NA,NA,NA,NA,NA
"171","2019-07-26 11:40:56-03","IPA","IPA","50706","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Guerra, R.","Lima, G.C.","50706","1987","12","17","Brasil","Rio Grande do Norte","Cruzeta","Estação xperimental da EMPARN. Vazante do açude.","-36.7896995544434","-6.41167020797729",NA,NA,NA,NA,"IPA0050706",NA,"2002","10","15",NA,"Southern America",NA,NA,"Plantae",NA,NA,"23687","auto",NA,NA,NA,NA,NA,NA
"172","2019-02-15 11:47:42-02","IPA","IPA","2157","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Black, G.A.","Andrade-Lima","902","1951","02","16","Brasil","Pernambuco",NA,"Jatinã. Margens do São Francisco.",NA,NA,NA,NA,NA,NA,"IPA0002157",NA,"1955","02",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-02-15 11:47:42-02","IPA","IPA","21612","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Renvoize","Harley, R.M.","16273","1974","02","21","Brasil","Bahia",NA,"Lagoa da Eugenia southern end near Camaleão. Waste ground with scattered shrubs and marshy lake margin. This plant growing in shallow water or damp ground on edge of lake.","-39.716667","-10.666667","-39.716667","-10.666667","300","300","IPA0021612",NA,"1974",NA,NA,"Tall robust perennial grass up to 2,5 m.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-02-15 11:47:43-02","IPA","IPA","59574","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1393","1998","05","12","Brasil","Piauí","Araiozes","Fazenda Jandira localizada em área de relevo plano, inundada, periodicamente sujeita á inundação, próxima a córrego, sendo usada atualmente como área de pastagem natural.","-41.89475","-3.083333","-41.89475","-3.083333","65","65","IPA0059574",NA,"1998","05",NA,"Habitat.: Vegetação de mata e campo. Solo argiloso, úmido com drenagem baixa. rva ereta: Porte herbáceo. Perene, espécime disponível durante o ano todo. Planta forrageira sendo comestíveis as folhas, flores, frutos e caule. Alta aceit","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-02-15 11:47:42-02","IPA","IPA","3025","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Chase","Goeldi, A.","4200",NA,NA,NA,"Brasil","Pará",NA,"Herbario Pickel Nº 2709",NA,NA,NA,NA,NA,NA,"IPA0003025",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2019-02-15 11:47:42-02","IPA","IPA","47471","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Sales, M.","Luetzelburg","27036","1936","04","03","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0047471",NA,"1979","04","17",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2019-02-15 11:47:42-02","IPA","IPA","47489","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Costa; Silva, M.B.","Luetzelburg","26600","1935","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0047489",NA,"2002","12","04",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2019-02-15 11:47:43-02","IPA","IPA","59646","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Renvoize, S.A.","Bona-Nascimento, M.S.; Renvoize, S.A.; Renvoize, S.A.","1241","1998","04","29","Brasil","Maranhão","Matinha","Área alagada em uma pequena fazenda.","-45.055278","-3.1","-45.055278","-3.1","6","6","IPA0059646",NA,"1998","05",NA,"Erva ereta espécime disponível no período das chuvas e secas. Campo de várzea, área de baixa muito encharcada, revença de lagoa; comum em áreas alagadas da região, encontra-se quanto á sua associatividade como dominante. Solo de textu","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-02-15 11:47:43-02","IPA","IPA","8503","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Costa; Silva, M.B.","Coelho, M.","15","1956","06",NA,"Brasil","Paraíba",NA,"São Gonçalo, Instituto Augusto Trindade. Em pastagem, luar úmido.",NA,NA,NA,NA,NA,NA,"IPA0008503",NA,"2002","12","04",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-02-15 11:47:43-02","IPA","IPA","8504","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Monteiro, M.C.","Coelho, M.","16","1956","06",NA,"Brasil","Paraíba",NA,"São Gonçalo",NA,NA,NA,NA,NA,NA,"IPA0008504",NA,"1956","10","04",NA,"Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-02-15 11:47:43-02","IPA","IPA","89459","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Gallindo, F.","Machado-Filho, H.O.","373","2014","04","14","Brasil","Paraíba","Camalaú","margem do Açude Camalaú.","-36.823333","-7.888889","-36.823333","-7.888889","421","421","IPA0089459",NA,"2014","10",NA,"Erva. Inflorescência arroxeada.; Vegetação ciliar.","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2019-02-15 11:47:42-02","IPA","IPA","3024","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Hitchcock","Pickel, B.","1374","1927","09",NA,"Brasil","Paraíba","Bananeiras","Cultivado.","-35.63330078125","-6.75",NA,NA,NA,NA,"IPA0003024",NA,"1928","05",NA,NA,"Southern America",NA,NA,"Plantae",NA,NA,"19965","auto",NA,NA,NA,NA,NA,NA
"183","2019-07-26 11:40:56-03","IPA","IPA","15160","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Costa; Silva, M.B.","Mattos, J.; Mattos, N.; Mattos, N.","15160","1962","02","28","Brasil","Paraíba","São João do Cariri","Porto Agro-pecuario.","-36.5327987670898","-7.39083003997803",NA,NA,NA,NA,"IPA0015160",NA,"2002","12","04","Namargem do açude. Planta com 50 cm de altura.","Southern America",NA,NA,"Plantae",NA,NA,"33254","auto",NA,NA,NA,NA,NA,NA
"184","2019-02-15 11:47:42-02","IPA","IPA","3026","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Chase","Pickel, B.","2927","1932","01","26","Brasil","Pernambuco","São Lourenço da Mata","São Bento, Margem do rio Tapacurá.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0003026",NA,"1932","03",NA,"Estéril.","Southern America",NA,NA,"Plantae",NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"185","2019-07-26 11:40:56-03","IPA","IPA","50707","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth)Hitchc.","Guerra, R.","Lima, G.C.","50707","1987","12","17","Brasil","Rio Grande do Norte","Cruzeta","Estação Experimental da EMPARN. Vazante do açude.","-36.7896995544434","-6.41167020797729",NA,NA,NA,NA,"IPA0050707",NA,"2002","10","17",NA,"Southern America",NA,NA,"Plantae",NA,NA,"23687","auto",NA,NA,NA,NA,NA,NA
"186","2019-08-27 13:25:53-03","IAP","PACA-AGP","41211","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","C.A.D. Welker","G. Leal",NA,"1949","04",NA,"Brasil","RS","Porto Alegre","Morro do Sabiá","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA041211",NA,"2006",NA,NA,"fr. Habitat: ad rivum in dumetosis",NA,NA,NA,"Magnoliophyta","Cyperales",NA,"29946","auto","Liliatae",NA,NA,NA,NA,NA
"187","2020-12-20 21:18:57-03","UFV","VIC","50618","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","H.B.K.",NA,"Santoro, J.","s.n.",NA,NA,NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"VIC050618","VIC050618","1948","04","01","Herbaceo, Campo Experimental Instituto Agronômico; folhas no herbário.",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"188","2019-10-25 11:39:39-03","IECOS","HBRA","1634","S","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","A. E. S. Rocha (MG)","E. S. Oliveira","4","2007","08","27","Brasil","Pará","Bragança","cidade de Bragança","-46.76166667","-1.04972222","-46.76166667","-1.04972222",NA,NA,"HBRA0003209","HBRA0003209","2012","10","17","Herbácea","América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-11-21 14:42:33-03","UFJF","CESJ","12180","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","R.M.Perreira","L. Krieger; U.C. Câmara","CESJ1434","1972","07","11","Brasil","Amazonas","Tefé",NA,"-64.7114028930664","-3.35417008399963",NA,NA,NA,NA,"CESJ012180",NA,"1976","07","16","Em terreno alagadiço. Robusto.","América do Sul",NA,NA,"Angiosperma",NA,NA,"340205","auto",NA,NA,NA,NA,NA,NA
"190","2019-11-21 14:42:33-03","UFJF","CESJ","23779","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","L. Krieger","L. Krieger; M.C. Brügger","CESJ1434","1989","05","30","Brasil","Minas Gerais","São João Del Rei","Bengo","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"CESJ023779",NA,"1989","06","08","Invasora de arrozais, em brejo, 1 m de altura., espiga composta.","América do Sul",NA,NA,"Angiosperma",NA,NA,"39093","auto",NA,NA,NA,NA,NA,NA
"191","2021-04-07 11:47:17-03","UFMS","CGMS","70819","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V.J. Pott","V.J. Pott; A. Pott; C.N. da Cunha; E.C. de Arruda; L. Rebellato","6084","2003","03","28","Bolívia","Santa Cruz","San Ignacio de Velasco","Província de José Miguel de Velasco. Baía Marguerita, próximo a casa do Sr. Thomazi e Fazenda Jaguaribe; lagoa ligada a baía (lagoa) Gaíva, Pantanal do Rio Paraguai.","-57.6894444","-17.8211111","-57,6894444","-17,8211111","95","95","CGMS1103366",NA,NA,NA,NA,"Habitat: Lagoa com plantas emergentes/anfíbias, 1,2-1,6m de profundidade; Solo argiloso; Relevo plano. Habito: Erva aquática emergente. Frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
