"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber","sex"
"106","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249090","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Leprieur FMR",NA,NA,NA,NA,"French Guiana",NA,NA,"Lepreu.?",NA,NA,NA,NA,NA,NA,"NL-L1249090","NL-L1249090",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"107","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249092","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Düsen P",NA,"1911","02","25","Brazil",NA,NA,"Porto dom Pedro, in litore.",NA,NA,NA,NA,NA,NA,"NL-L1249092","NL-L1249092",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"108","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249093","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hitchcock AS",NA,"1919","11","17","Guyana",NA,NA,"British Guiana, Vreed-en Hoop:.",NA,NA,NA,NA,NA,NA,"NL-L1249093","NL-L1249093",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249093 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"109","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249095","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Ule EHG",NA,"1902","06","01","Brazil",NA,NA,"in Ieeen au Amazonas, Leticia.(Ganarana).",NA,NA,NA,NA,NA,NA,"NL-L1249095","NL-L1249095",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"110","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249096","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Parodi LR",NA,"1926","03","20","Argentina",NA,NA,"Palermo Bueno Aires.",NA,NA,NA,NA,NA,NA,"NL-L1249096","NL-L1249096",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249096 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"111","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249097","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Smith HH",NA,"1898","01","01","Colombia",NA,NA,"Santa Marte.",NA,NA,NA,NA,NA,NA,"NL-L1249097","NL-L1249097",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"112","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249100","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Unknown",NA,"1835","01","01","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1249100","NL-L1249100",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249100 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"113","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249101","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Splitgerber FL",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1249101","NL-L1249101",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249101 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"114","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249102","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Splitgerber FL",NA,NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1249102","NL-L1249102",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249102 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"115","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249103","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hall HC van",NA,NA,NA,NA,"Surinam",NA,NA,"NB. Dente ad basin limi folü.",NA,NA,NA,NA,NA,NA,"NL-L1249103","NL-L1249103",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"116","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.3877136","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Reijenga TW",NA,"1962","08","20","Surinam",NA,NA,"Smidfield perc 3, kanaal in water.",NA,NA,NA,NA,NA,NA,"NL-L3877136","NL-L3877136",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3877136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"117","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506136","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"López MG; Schinini A; Vanni RO",NA,"1993","03","10","Argentina",NA,NA,"Corrientes, Dep. Lavalle, costa del rio Paraná.",NA,NA,NA,NA,NA,NA,"NL-U1506136","NL-U1506136",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"118","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506211","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Raynal-Roques AM",NA,"1979","09","07","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-U1506211","NL-U1506211",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0249428",NA,NA,NA,NA
"119","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506247","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Sanchez S M; et al.",NA,"1988","05","03","Colombia",NA,NA,"Amazonas; Río Caqueta, margen derecha: 3.2km antes de boca de Q.Quinché. TRA 57.",NA,NA,NA,NA,NA,NA,"NL-U1506247","NL-U1506247",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506247 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"120","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506248","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Sanchez S M; et al.",NA,"1988","05","03","Colombia",NA,NA,"Amazonas; Río Caqueta, margen derecha: 3.2km antes de boca de Q.Quinché. TRA 57.",NA,NA,NA,NA,NA,NA,"NL-U1506248","NL-U1506248",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506248 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"121","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506278","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hoock JML",NA,"1956","03","21","Surinam","Paramaribo",NA,"Koenearasan. Mon Plaiser","-55.159049","5.846517","-55.159049","5.846517",NA,NA,"NL-U1506278","NL-U1506278",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506278 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0063088",NA,NA,NA,NA
"122","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506279","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hoock JML",NA,"1957","12","24","French Guiana",NA,NA,"Rivière de Kaw, Plaines et Montagnes de Kaw",NA,NA,NA,NA,NA,NA,"NL-U1506279","NL-U1506279",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0063191",NA,NA,NA,NA
"123","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506280","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hoock JML",NA,"1958","02","13","French Guiana",NA,NA,"Anse de Montabo, Ile de Cayenne",NA,NA,NA,NA,NA,NA,"NL-U1506280","NL-U1506280",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506280 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0063190",NA,NA,NA,NA
"124","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506281","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hoock JML",NA,"1957","12","24","French Guiana",NA,NA,"Rivière de Kaw, Plaines et Montagnes de Kaw",NA,NA,NA,NA,NA,NA,"NL-U1506281","NL-U1506281",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0063189",NA,NA,NA,NA
"125","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506282","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Hoock JML",NA,"1956","08","05","Guyana",NA,NA,"Route d'Altsuison",NA,NA,NA,NA,NA,NA,"NL-U1506282","NL-U1506282",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales",NA,NA,NA,"Magnoliopsidae","U 0063188",NA,NA,NA,NA
"126","2020-02-08 10:17:13-03","NBC","NL-BOTANY","L.1249104","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Trujillo B",NA,"1972","11","23","Venezuela",NA,NA,"Tierras bajas y lagunas a lo largo del dique de defensa paralelo, a; Rio Zulia, Alrededores de Valderrama. Edo. Zulia.",NA,NA,NA,NA,NA,NA,"NL-L1249104","NL-L1249104",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1249104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","polystachya",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"127","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506249","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,NA,"Wingfield RC",NA,"1978","04","25","Venezuela",NA,NA,"Estado Falcon. F2, 10km SSE de Mene de Mauroa, En aguas someras en una charca.",NA,NA,NA,NA,NA,NA,"NL-U1506249","NL-U1506249",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506249 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","polystachya",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"128","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506285","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya polystachya",NA,"Davidse G","Raynal-Roques AM",NA,"1978","02","13","French Guiana","Cayenne",NA,NA,"-52.466667","4.983333","-52.466667","4.983333",NA,NA,"NL-U1506285","NL-U1506285",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506285 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","polystachya",NA,NA,"Magnoliopsidae","U 0095935",NA,NA,NA,NA
"129","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506137","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Pedersen TM",NA,"1952","05","28","Argentina",NA,NA,"along the muddy shores of the Santa Lucia 'estero', not common, apperently destroyed by stock. Estancia 'Santa Teresa', Dep. Mburucuyá. Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"NL-U1506137","NL-U1506137",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506137 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"130","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506214","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Black GA",NA,"1947","06","20","Brazil",NA,NA,"Estado do Pará. Beira do Rio Ituqui. É muito frequente na água lamacenta do Rio Ituqui.",NA,NA,NA,NA,NA,NA,"NL-U1506214","NL-U1506214",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"131","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506215","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Black GA",NA,"1948","07","21","Brazil",NA,NA,"Estado do Pará, Varzea do Rio Tajapurá Ilha Sao Sebastiao e Nazaré. Capim em 'matupi'.",NA,NA,NA,NA,NA,NA,"NL-U1506215","NL-U1506215",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"132","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506216","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Prance GT; et al.",NA,"1971","04","17","Brazil",NA,NA,"Estado do Acre, Cruzeiro do Sul, Rio Jurua & Rio Moa, between Igarapés Pentecost & Ipiranga. Flooded river banks.",NA,NA,NA,NA,NA,NA,"NL-U1506216","NL-U1506216",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"133","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506226","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Valls JFM",NA,"1970","04","05","Brazil",NA,NA,"P.Alegre-Baairro Ipanema-Margem doorio Guai-Longos estolhos arroxeados.",NA,NA,NA,NA,NA,NA,"NL-U1506226","NL-U1506226",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506226 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae","U 0209164",NA,NA,NA,NA
"134","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506227","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Harley RM; et al.",NA,"1974","02","21","Brazil",NA,NA,"Estado de Bahia. Lagoa da Eugenia southern end near Camaleão. Waste ground with scattered shrubs and marshy lake margin. Growing in shallow water of damp on edge of lake.","-39.716667","-10.666667","-39.716667","-10.666667",NA,NA,"NL-U1506227","NL-U1506227",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506227 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"135","2020-02-08 10:17:13-03","NBC","NL-BOTANY","U.1506293","PreservedSpecimen","Plantae","Gramineae","Echinochloa","polystachya","Echinochloa polystachya spectabilis","(Nees ex Trin.) Mart.Crov.",NA,"Pulle AA",NA,"1920","08","18","Surinam",NA,NA,"Weg naar Leonsberg bij Paramaribo.",NA,NA,NA,NA,NA,NA,"NL-U1506293","NL-U1506293",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1506293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","Southern America",NA,NA,NA,"Poales","spectabilis",NA,NA,"Magnoliopsidae","U 0209140",NA,NA,NA,NA
"136","2020-11-04 12:15:42-03","ESALQ","ESA","116091","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","318.0","2005","03","01","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"ESA116091","ESA116091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA
"137","2020-11-04 12:18:36-03","ESALQ","ESA","118412","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","708.0","2011","04","01","Brasil","Ceará","Santa Quitéria",NA,"-40.1567001342773","-4.33194017410278",NA,NA,NA,NA,"ESA118412","ESA118412",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"62463","auto",NA,NA,NA,NA,NA,NA
"138","2020-11-04 12:15:42-03","ESALQ","ESA","116117","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","117.0","2007","03","01","Brasil","São Paulo","Mairiporã",NA,"-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"ESA116117","ESA116117","2010","01","01",NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA
"139","2020-11-04 12:15:42-03","ESALQ","ESA","116108","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Macedo, C.L.","Macedo, C.C.L.","52.0","2009","08","01","Brasil","São Paulo","Mairiporã",NA,"-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"ESA116108","ESA116108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA
"140","2020-11-04 12:15:42-03","ESALQ","ESA","116107","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Macedo, C.L.","Macedo, C.C.L.","95.0","2009","03","01","Brasil","São Paulo","Mairiporã",NA,"-46.5800018310547","-23.3099994659424",NA,NA,NA,NA,"ESA116107","ESA116107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15840","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-04 12:15:42-03","ESALQ","ESA","116092","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Macedo, C.L.","Rodrigues, M.E.F.","135.0","2007","05","01","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"ESA116092","ESA116092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA
"142","2020-11-04 12:18:36-03","ESALQ","ESA","108772","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya",NA,"Rodrigues, M.E.F.","Rodrigues, M.E.F.","338.0","2008","05","29","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA108772","ESA108772",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"143","2021-03-12 01:36:08-03","UFPI","TEPB","9702","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth.)Hitchc",NA,"M.F.Lima",NA,"1986","03","19","Brasil","Piauí","Valença","Fazenda Verdejante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-22 17:46:24-03","UFPI","TEPB","9994","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth.)Hitchc","C. Jeffrey","J.H.de Carvalho","467","1994","04","14","Brasil","Piauí","São João do Piauí","Lagoa do Porfírio","-42.246667","-8.358056","42°14'48W","08°21'29S","222","222",NA,NA,"1905","06","05","Área situada em baixada, utilizada como pastagem natural, solo com má drenagem. Erva ereta, disponível na estação de seca e chuvas. Pastada por bovinos que comem caule e folhas. Ambiente: Caatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-22 17:46:24-03","UFPI","TEPB","26751","PreservedSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Munth) Hitchc.",NA,"Sousa, R. S.","59","2008","11","30","Brasil","Piauí","Ilha Grande","Quintal do Sr. José","-41.804333","-2.843361","41°48'15,6W","02°50'36,1S","9","9",NA,NA,NA,NA,NA,"arbusto com frutos verdes Ambiente: Urbano <ll>dwc_commonname:</ll> canarana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-19 10:24:47-03","CPAP","CPAP","10794","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott; A. Pott","Hamilton, S.","17","1993","04","06","Brasil","MS","Corumbá","Vazante do Corixão, confluência com rio Taquari","-57.183333","-19.183333","57°11' W","19°11' S","85","85",NA,NA,NA,NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo permanentemente alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-19 10:24:47-03","CPAP","CPAP","13082","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Valeriano, D.","08","1994","05","17","Brasil","MS","Corumbá","Fazenda Curral do Soldado; Pantanal","-57.233333","-19.2","57°14' W","19°12' S","90","90",NA,NA,NA,NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Beira de rio, tapete flutuante. SUBSTRATO: . RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-19 10:24:47-03","CPAP","CPAP","13083","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.",NA,"Valeriano, D.","09","1994","05","17","Brasil","MS","Corumbá","Fazenda Curral do Soldado; rio Negro; Pantanal - área de estudo","-57.233333","-19.2","57°14' W","19°12' S","90","90",NA,NA,NA,NA,NA,"Erva. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Casa de vegetação. SUBSTRATO: . RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-19 10:24:47-03","CPAP","CPAP","13348","PreserverdSpecimen","Plantae","Poaceae","Echinochloa","polystachya","Echinochloa polystachya","(Kunth) Hitchc.","V. J. Pott","Pott, V. J.","2574","1995","04","16","Brasil","MS","Corumbá","Estrada da Manga, MS-228; Pantanal","-57.255","-19.287778","57°15'18'' W","19°17'16'' S","80","80",NA,NA,NA,NA,NA,"Erva aquática emergente. FLOR: estames de cor salmão; estigmas pretos. FRUTO: ainda verde. INTERESSE: Alimento de peixe. FREQUÊNCIA: Muito frequente. AMBIENTE: Campo alagado 2-3m, enchente no nível máximo. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
