"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","county","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"142","2021-03-30 12:45:29-03","EAO","IAN","172144","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Grogan, J","1997","09","28","Southern America","Brasil",NA,NA,"Habit: Medium tree < 20m Obs: have seen ~15 cm tree Leaves: alt simple, mid, serrate/spiky.","IAN172144","319","Dicotiledônea",NA,"Gaudich.","Pará","Marajoara","-50.0443992614746","-7.83305978775024","Pau D'arco",NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:45:29-03","EAO","IAN","199003","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Sablayrolles, MGP","2001","04","02","Southern America","Brasil",NA,NA,"Botões florais verde claro.","IAN199003","s.n.","Dicotiledônea",NA,"Gaudich.","Pará","Terra firme solo arenoso.","-54.7083015441895","-2.44305992126465","Santarém",NA,NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:45:29-03","EAO","IAN","80157","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Andrade-Lima, D de","1949","05","03","Southern America","Brasil",NA,NA,"Arbusto, lores esverdeadas. Dioica.","IAN080157","204","Dicotiledônea",NA,"Gaudich.","Pernambuco","Mata Doi8s Irmãos, atráz da Sementeira.","-34.8810997009277","-8.05389022827148","Recife","Berg, CC",NA,NA,NA,NA,"18865","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:45:29-03","EAO","IAN","80155","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Andrade-Lima, D de","1949","04","06","Southern America","Brasil",NA,NA,"Arbusto, flores alvacentas. Dioica.","IAN080155","203","Dicotiledônea",NA,"Gaudich.","Pernambuco","Mata Dois Irmãos.","-34.8810997009277","-8.05389022827148","Recife","Berg, CC",NA,NA,NA,NA,"18865","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:45:29-03","EAO","IAN","80156","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Andrade-Lima, D de","1949","05","05","Southern America","Brasil",NA,NA,"Arbusto, flores alvas. Dioica.","IAN080156","202","Dicotiledônea",NA,"Gaudich.","Pernambuco","Mata Dois Irmãos.","-34.8810997009277","-8.05389022827148","Recife","Berg, CC",NA,NA,NA,NA,"18865","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-26 18:08:53-03","CPAN-UFMS","COR","8500","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Damasceno Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","2001","11","21",NA,"Brasil",NA,NA,"Árvore com 7m de altura; fruto alaranjado quando verde (imaturo) e vináceo quando maduro; pedúnculos alaranjados Habito: Árvore",NA,"2965",NA,NA,"Gaudich.","Mato Grosso do Sul","Rancho Itapuã (antigo Zé Dias)","-57.514167","-17.874722","Corumbá","Romaniuc neto, S. & L.R. Mendonça, L. R.",NA,"90","90",NA,NA,NA,NA,NA,NA,"57º30'51''W","17º52'29''S",NA,NA,NA,NA
"148","2019-10-09 11:20:57-03","UFBA","ALCB","039468","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Atkins, S; Saar, E; Passos Júnior, LA; Funch, L; Guedes, ML; Stannard, B","1997","01","29","Southern America","Brasil",NA,NA,"Ca. de 5,00 m, látex alvo. Folhas coriáceas, levemente discolores. Flor amarela de 5 pétalas. Infrutescência com frutos vermelhos quando jovens e maduros preto. Frequente.; Pântano do Rio Santo Antonio, com variada flora aquática e il","ALCB035405","PCD4680","Dicotyledon",NA,"Gaudich.","Bahia","Chapada Diamantina, Remanso/Maribus","-41.316667","-12.65","Lençóis","Pederneiras, LC","ALCB035405","380","380",NA,NA,NA,"2008","07",NA,"-41.316667","-12.65",NA,NA,NA,NA
"149","2019-10-09 11:20:57-03","UFBA","ALCB","09562","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Sucre, D; Silva, JF","1972","09","12","Southern America","Brasil",NA,NA,"Até 14m. Muito frequente na mata. Pedúnculo e rachis da inflorescência albo-esverdeado. Pedicelo e corola creme.","ALCB035403","9620","Dicotyledon",NA,"Gaudich.","Rio de Janeiro","Est. de Guanabara. Vertente Sul do Corcovado. Entrada pela Rua Joana Angélica",NA,NA,NA,"Pedro Carauta","ALCB035403","150","150",NA,NA,NA,"1972","09",NA,NA,NA,NA,NA,NA,NA
"150","2019-10-09 11:20:57-03","UFBA","ALCB","101439","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; Gomes, FS","2011","05","23","Southern America","Brasil",NA,NA,"de ca 1,30 m de altura, látex leitoso. Folhas cartáceas, discolores, margem espinescente. Inflorescência com raque vináceo. Frutos imaturos, monocárpicos, envolvidos pelo pericarpo persistente, carnoso, vermelho.","ALCB035397","18626","Dicotyledon",NA,"Gaudich.","Bahia","Trobogy, parcela 12","-38.5","-12.966667","Salvador","Guedes, ML","ALCB035397",NA,NA,NA,NA,NA,"2011","10",NA,"-38.5","-12.966667",NA,NA,NA,NA
"151","2019-10-09 11:20:57-03","UFBA","ALCB","101731","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Queiroz, EP; Gomes, FS; Mattos Andrade, PE de","2011","05","18","Southern America","Brasil",NA,NA,"de ca 1,20 m de altura, látex leitoso. Folhas discolores. Inflorescência pêndula, com raque vináceo, flores em botões.","ALCB035399","18562","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Paralela, Condomínio Greenville","-38.5","-12.966667","Salvador","Guedes, ML","ALCB035399",NA,NA,NA,NA,NA,"2011","10",NA,"-38.5","-12.966667",NA,NA,NA,NA
"152","2019-10-09 11:20:57-03","UFBA","ALCB","101797","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Silva, MS; Pereira, GJC","2011","08","02","Southern America","Brasil",NA,NA,"Altura 19m, CAP 113 cm. Látex amarronzado abundante. Madeira dura e amarelada. Material estéril.","ALCB035412","02","Dicotyledon",NA,"Gaudich.","Bahia","Recôncavo Sul, Serra da Jibóia, Reserva Jequitibá.","-39.466667","-12.85","Elísio Medrado","Gomes, FS","ALCB035412",NA,NA,NA,NA,NA,"2013","08","13","-39.466667","-12.85",NA,NA,NA,NA
"153","2019-10-09 11:20:57-03","UFBA","ALCB","104921","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; et al.","2012","04","03","Southern America","Brasil",NA,NA,"Látex leitoso. Folhas coriáceas, discolores. Flores masculinas e femininas ordenadas em inflorescência separadas, flores em botões esverdeados.","ALCB035406","19819","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Barragem do Cobre","-38.5","-12.966667","Salvador","Guedes, ML; Mattos Andrade, PE de","ALCB035406",NA,NA,NA,NA,NA,"2012","05",NA,"-38.5","-12.966667",NA,NA,NA,NA
"154","2019-10-09 11:20:57-03","UFBA","ALCB","104941","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Queiroz, EP; Guedes, ML; Teixeira, SR; et al.","2012","04","04","Southern America","Brasil",NA,NA,"látex leitoso. Folhas discolores, inflorescência axilares, pêdula, ráque vináceo, flores esverdeadas.","ALCB035396","5288","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Barragem do Cobre","-38.5","-12.966667","Salvador","Guedes, ML; Mattos Andrade, PE de","ALCB035396",NA,NA,NA,NA,NA,"2012","05",NA,"-38.5","-12.966667",NA,NA,NA,NA
"155","2019-10-09 11:20:57-03","UFBA","ALCB","105009","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gomes, FS; Queiroz, EP; Teixeira, EP; Guedes, ML; et al.","2012","04","17","Southern America","Brasil",NA,NA,"látex leitoso. Folhas coriáceas, discolores. Inflorescência axilar, raque roxo.","ALCB035401","1106","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Barragem do Cobre","-38.5","-12.966667","Salvador","Guedes, ML; Mattos Andrade, PE de","ALCB035401",NA,NA,NA,NA,NA,"2012","07",NA,"-38.5","-12.966667",NA,NA,NA,NA
"156","2019-10-09 11:20:57-03","UFBA","ALCB","105083","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Oliveira, D; Guedes, ML; Queiroz, EP; Gomes, FS; et al.","2012","04","25","Southern America","Brasil",NA,NA,"látex leitoso. Folhas cartáceas, discolores. Inflorescência com raque roxa. Frutos verdes.","ALCB035398","11","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Bacia do Cobre","-38.5","-12.966667","Salvador","Guedes, ML; Teixeira, SR","ALCB035398",NA,NA,NA,NA,NA,"2012","08",NA,"-38.5","-12.966667",NA,NA,NA,NA
"157","2019-10-09 11:20:57-03","UFBA","ALCB","105493","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Mattos Andrade, PE de; Queiroz, EP; Gomes, FS","2012","07","16","Southern America","Brasil",NA,NA,"de ca 1 m de altura, latescente. Folhas cartáceas, discolores. Inflorescência axilar, pêndula, vinácea. Frutos passando do verde para roxos.","ALCB035395","19943","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Ilha dos Frades, Ponta de Nossa Senhora","-38.616667","-12.766667","Salvador","Guedes, ML","ALCB035395 ALCB035395_1",NA,NA,NA,NA,NA,"2012","10",NA,"-38.616667","-12.766667",NA,NA,NA,NA
"158","2019-10-09 11:20:57-03","UFBA","ALCB","121372","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gomes, FS","2013","04","14","Southern America","Brasil",NA,NA,"Látex leitoso. Folhas cartáceas, discolores. 64.3, parcela 04.","ALCB052550","1590","Dicotyledon",NA,"Gaudich.","Bahia",NA,"-39.484722","-15.781944","Mascote","Gomes, FS","ALCB052550",NA,NA,NA,NA,NA,"2013","12",NA,"-39.484722","-15.781944",NA,NA,NA,NA
"159","2019-10-09 11:20:57-03","UFBA","ALCB","121406","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gomes, FS","2013","04","15","Southern America","Brasil",NA,NA,"Látex leitoso. Folhas cartáceas, discolores. Frutos imaturos. 89.3, parcela 02.","ALCB052585","1624","Dicotyledon",NA,"Gaudich.","Bahia",NA,"-39.045278","-15.349444","Una","Gomes, FS","ALCB052585",NA,NA,NA,NA,NA,"2013","12",NA,"-39.045278","-15.349444",NA,NA,NA,NA
"160","2019-10-09 11:20:57-03","UFBA","ALCB","127941","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Maia Neto, AL; Alunos de Botânica BIOC05","2017","04","02","Southern America","Brasil",NA,NA,"com látex leitoso. Inflorescência axilar, flor feminina com pedicelo carnoso.","ALCB045316","25622","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Sul, Reserva Espinita, Cacau da Baixa e Trilha da Vovó Embiruçu.(II)","-39.155556","-13.874167","Igrapiúna","Guedes, ML","ALCB045316",NA,NA,NA,NA,NA,"2017","05",NA,"-39.155556","-13.874167",NA,NA,NA,NA
"161","2019-10-09 11:20:57-03","UFBA","ALCB","133191","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gomes, FS","2013","05","18","Southern America","Brasil",NA,NA,"Látex leitoso. Folhas cartáceas, discolores, margens espinescentes. 120.2, parcela 04.","ALCB052627","1666","Dicotyledon",NA,"Gaudich.","Bahia",NA,"-39.364722","-15.715","Mascote","Gomes, FS","ALCB052627",NA,NA,NA,NA,NA,"2013","12",NA,"-39.364722","-15.715",NA,NA,NA,NA
"162","2019-10-09 11:20:57-03","UFBA","ALCB","59300","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; et al.","2002","02","04","Southern America","Brasil",NA,NA,"de ca. 3 m., látex alvo. Folhas cartáceas, discolores, com margens espinescentes.; Mata secundária, parcela nº 7.","ALCB035404","9726","Dicotyledon",NA,"Gaudich.","Bahia","Extremo Sul, Mata secundária","-39.754444","-17.735278","Caravelas","Pederneiras, LC","ALCB035404",NA,NA,NA,NA,NA,"2008","07","24","-39.754444","-17.735278",NA,NA,NA,NA
"163","2019-10-09 11:20:57-03","UFBA","ALCB","72802","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Castro, RM de; et al.","2004","12","06","Southern America","Brasil",NA,NA,"sub-dossel ca. 8 m. Folhas discolores. Flores masculinas esverdeadas fechadas. Látex creme. Indivíduos muito frequentes na localidade e também na Estação ecológica Pau-Brasil (ESPAB- Porto Seguro, BA).; floresta sobre tabuleiro costei","ALCB035411","1069","Dicotyledon",NA,"Gaudich.","Bahia","Extremo Sul, RPPN da Veracel, estrada municipal ca. 4,8 km a partir da sede da reserva","-39.166667","-16.383333","Porto Seguro","Pederneiras, LC","ALCB035411",NA,NA,NA,NA,NA,"2008","07","24","-39.166667","-16.383333",NA,NA,NA,NA
"164","2019-10-09 11:20:57-03","UFBA","ALCB","85635","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prates, ARS; Guedes, ML; Gomes, FS","2009","01","31","Southern America","Brasil",NA,NA,"ca de 3m de altura. Folhas cartáceas, discolores. Inflorescência com raque vinácea, botões esverdeados.","ALCB035409","226","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.980833","-12.375556","Itanagra","Guedes, ML; Prates, ARS","ALCB035409","30","30",NA,NA,NA,"2009","06",NA,"-37.980833","-12.375556",NA,NA,NA,NA
"165","2019-10-09 11:20:57-03","UFBA","ALCB","92524","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","07","13","Southern America","Brasil",NA,NA,"Folhas coriáceas, discolores. Inflorescência com raque e frutos roxos.","ALCB035402","16395","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Sul, Mata do Laterítico","-39.733333","-14.176667","Itagibá","Guedes, ML","ALCB035402",NA,NA,NA,NA,NA,"2010","01",NA,"-39.733333","-14.176667",NA,NA,NA,NA
"166","2019-10-09 11:20:57-03","UFBA","ALCB","92590","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","03","11","Southern America","Brasil",NA,NA,"latescente. Folhas coriáceas, discolores. Frutos imaturos, verdes.","ALCB035410","16461","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Sul, Mata da Antena","-39.711111","-14.167222","Itagibá",NA,"ALCB035410",NA,NA,NA,NA,NA,NA,NA,NA,"-39.711111","-14.167222",NA,NA,NA,NA
"167","2019-10-09 11:20:57-03","UFBA","ALCB","92614","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Alves, L. de J.; Loureiro, DM; Oliveira, ARJ; Santos, EC","2009","01","08","Southern America","Brasil",NA,NA,"Folhas cartáceas, discolores. Frutos imaturos.","ALCB035408","16485","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Sul, Mata da Antena","-39.711111","-14.167222","Itagibá","Guedes, ML; Loureiro, DM","ALCB035408",NA,NA,NA,NA,NA,"2009","08",NA,"-39.711111","-14.167222",NA,NA,NA,NA
"168","2019-10-09 11:20:57-03","UFBA","ALCB","128488","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Silva, LS; Costa, IM de O da; Andrade, IAQ de; et al.","2017","06","17","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Látex leitoso. Folhas cartáceas, discolores, margens espinescentes.Flores femininas e masculinas ordenadas em inflorescências separadas. Flor masculina monoclamídea, com 4 estames; flor feminina com pedicelo car","ALCB045672","25727","Dicotyledon",NA,"Gaudich.","Bahia","Chapada Diamantina, Caminho para o Rio Bonito.","-41.166667","-12.683333","Wagner","Guedes, ML","ALCB045672",NA,NA,NA,NA,NA,"2017","07",NA,"-41.166667","-12.683333",NA,NA,NA,NA
"169","2019-10-09 11:20:57-03","UFBA","ALCB","86597","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Ramos, C.H.A.; Santos, FC; Santos, CE; Ana Rita","2008","07","10","Southern America","Brasil",NA,NA,"de ca 3 m de altura. Folhas cartáceas, discolores, margens espinescentes. Inflorescência com botões e flores branco-esverdeadas.","ALCB035400","238","Dicotyledon",NA,"Gaudich.","Bahia","Litoral Sul, Mata do Laterítico","-39.731944","-14.176389","Itacaré","Guedes, ML","ALCB035400",NA,NA,NA,NA,NA,"2009","01",NA,"-39.731944","-14.176389",NA,NA,NA,NA
"170","2019-10-09 11:20:57-03","UFBA","ALCB","100783","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Guedes, ML; Queiroz, EP; Mattos Andrade, PE de; et al.","2011","03","12","Southern America","Brasil",NA,NA,"comlátex leitoso. Folhas rígidas, discolores, venação amarelado. Inflorescência com botões cremes.","ALCB035407","18231","Dicotyledon",NA,"Gaudich.","Bahia","Região Metropolitana Salvador, Paralela, entrada pela Rua Carnaúba","-39.516667","-12.933333","Salvador","Guedes, ML","ALCB035407",NA,NA,NA,NA,NA,"2011","08",NA,"-39.516667","-12.933333",NA,NA,NA,NA
"171","2020-02-08 10:25:30-03","NBC","NL-BOTANY","U.1436435","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Richards PW; Argent GCG","1968","09","12","Southern America","Brazil",NA,NA,"Gallery forest by stream.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436435",NA,NA,"Rosales","S.Moore","Mato Grosso",NA,"-51.766667","-12.816667",NA,NA,"NL-U1436435",NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae","U 0180388",NA,NA
"172","2020-02-08 10:25:30-03","NBC","NL-BOTANY","U.1436434","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Harley RM; Souza R","1968","09","16","Southern America","Brazil",NA,NA,"In damp gallery forest by stream.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436434",NA,NA,"Rosales","S.Moore","Mato Grosso","Mato Grosso","-51.766667","-12.816667",NA,NA,"NL-U1436434",NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae","U 0180387",NA,NA
"173","2020-02-08 10:25:30-03","NBC","NL-BOTANY","U.1436436","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Ramos J; Souza R","1967","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436436",NA,NA,"Rosales","S.Moore","Mato Grosso","Xavantina-Cachimbo Expedition.","-51.866667","-12.9",NA,NA,"NL-U1436436",NA,NA,NA,NA,NA,NA,NA,NA,"-51.866667","-12.9","Magnoliopsidae","U 0180389",NA,NA
"174","2020-02-08 10:25:30-03","NBC","NL-BOTANY","U.1436433","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Argent GCG; Ramos J; Richards PW; Souza R","1967","09","25","Southern America","Brazil",NA,NA,"Dry forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436433",NA,NA,"Rosales","S.Moore","Mato Grosso","Xavantina","-52.233333","-14.633333",NA,NA,"NL-U1436433",NA,NA,NA,NA,NA,NA,NA,NA,"-52.233333","-14.633333","Magnoliopsidae","U 0180386",NA,NA
"175","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072471","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT; Berg CC","1973","10","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072471 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072471",NA,NA,"Rosales","Gaudich.","Amazonas","Brazilian Amazonia. State of Mato Grosso. Aripuana, near Humboldt Centre, on road to Rio Juruema.","-59.35","-10.2",NA,NA,"NL-L1072471",NA,NA,NA,NA,NA,NA,NA,NA,"-59.35","-10.2","Magnoliopsidae","Uw20902",NA,NA
"176","2020-02-08 10:25:36-03","NBC","NL-BOTANY","U.1436447","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Argent GCG; Ramos J; Richards PW; Souza R","1967","10","02","Southern America","Brazil",NA,NA,"Dry forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436447",NA,NA,"Rosales","Gaudich.","Mato Grosso","Mato Grosso","-51.766667","-12.816667",NA,"Berg CC","NL-U1436447",NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae","U 0180400",NA,NA
"177","2020-02-08 10:25:36-03","NBC","NL-BOTANY","U.1436460","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Zarucchi JL; et al.","1979","10","14","Southern America","Brazil",NA,NA,"Forest on terra firme.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436460 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436460",NA,NA,"Rosales","Gaudich.","Rondônia","Mineraþao Campo Novo (c. 100 km SW of Ariquemes).","-63.616667","-10.566667",NA,"Berg CC","NL-U1436460",NA,NA,NA,NA,NA,NA,NA,NA,"-63.616667","-10.566667","Magnoliopsidae","U 0180409",NA,NA
"178","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072472","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT; Berg CC","1973","10","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072472 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072472",NA,NA,"Rosales","Gaudich.","Amazonas","Brazilian Amazonia. State of Mato Grosso. Aripuana, near Humboldt Centre, on road to Rio Juruema.","-59.35","-10.2",NA,NA,"NL-L1072472",NA,NA,NA,NA,NA,NA,NA,NA,"-59.35","-10.2","Magnoliopsidae","Uw20902",NA,NA
"179","2020-02-08 10:25:36-03","NBC","NL-BOTANY","U.1436448","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Duarte AP","1962","06","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436448",NA,NA,"Rosales","Gaudich.","Bahia","Bahia, entre Ajuda e Porto Seguro.","-53.163889","-13.130556",NA,"Berg CC","NL-U1436448",NA,NA,NA,NA,NA,NA,NA,NA,"-53.163889","-13.130556","Magnoliopsidae","U 0180401",NA,NA
"180","2020-02-08 10:25:35-03","NBC","NL-BOTANY","U.1436253","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Jardim A; Quevedo S RC; Killeen TJ","1993","11","29","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1436253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1436253",NA,NA,"Rosales","Gaudich.","Santa Cruz",NA,"-60.833333","-13.616667",NA,NA,"NL-U1436253",NA,NA,NA,NA,NA,NA,NA,NA,"-60.833333","-13.616667","Magnoliopsidae","U 0069682",NA,NA
"181","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072473","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072473 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072473",NA,NA,"Rosales","Gaudich.",NA,NA,NA,NA,NA,NA,"NL-L1072473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23733",NA,NA
"182","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072474","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072474 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072474",NA,NA,"Rosales","Gaudich.",NA,NA,NA,NA,NA,NA,"NL-L1072474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23733",NA,NA
"183","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072475","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072475 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072475",NA,NA,"Rosales","Gaudich.",NA,NA,NA,NA,NA,NA,"NL-L1072475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23733",NA,NA
"184","2020-02-08 10:25:30-03","NBC","NL-BOTANY","L.1072476","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance GT",NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1072476 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1072476",NA,NA,"Rosales","Gaudich.",NA,NA,NA,NA,NA,NA,"NL-L1072476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw23733",NA,NA
