"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","county","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"1226","2020-11-04 17:29:53-03","UEM","HUEM","187","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Irenice; José Maria; Izabel; Edna, S.; Edna,D.","1983","08","17",NA,"Brasil",NA,NA,"Árvore nativa; aproximadamente 6 a 7 m de altura; inflorescências brancas; flores miúdas; folhas com bordos com dentes espinescentes; flores masculinas.","HUEM000008067","s.n.",NA,NA,"Gaudich.","Paraná","Horto Florestal Dr. Luiz Teixeira Mendes, Área 3 do Projeto FLORA.","-51.9385986328125","-23.4253005981445","Maringá","Nogueira, NCO","HUEM000008067",NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","2020-11-04 17:29:53-03","UEM","HUEM","101","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Luiz Antônio; et al.","1983","08","20",NA,"Brasil",NA,NA,"Árvore nativa; 5 a 6 m de altura; flores femininas de coloração branca; fruto lilás; folhas com acúleos na borda.; espécime nº 121","HUEM000008068","s.n.",NA,NA,"Gaudich.","Paraná","Horto Florestal Dr. Luiz Teixeira Mendes, Área 3 do Projeto FLORA.","-51.9385986328125","-23.4253005981445","Maringá","Nogueira, NCO","HUEM000008068",NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000778654","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Richard Spruce; b.1817; d.1893; Spruce","1854","12",NA,NA,"Brasil",NA,"NHMUK:ecatalogue:4689903","<a href=http://www.nhm.ac.uk/services/media-store/asset/44b98d67fd700b22c9702bd0e05ed18797f401c1/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"3794",NA,NA,"Gaudich.",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA
"1229","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000993341","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Jakob (Jacques) E. Huber; b.1867; d.1914; Huber","1905",NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:546211","<a href=http://www.nhm.ac.uk/services/media-store/asset/e7a06dad4f6f774c448fb477d1b61c2708f82c32/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"6977",NA,NA,"Gaudich.","Pará",NA,"-52.4957","-3.601317",NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,"-52.4957","-3.601317",NA,NA,NA,NA
"1230","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000993342","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Spencer le Marchant Moore; b.1850; d.1931; S.Moore","1891",NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:546230","<a href=http://www.nhm.ac.uk/services/media-store/asset/589a7358969d8c6e3542b4d4feaf704007dea3c3/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"566",NA,NA,"Gaudich.","Mato Grosso",NA,"-55.929878","-13.163117",NA,NA,NA,NA,NA,"type",NA,NA,NA,NA,NA,"-55.929878","-13.163117",NA,NA,NA,NA
"1231","2020-09-18 09:34:12-03","UFAC","UFACPZ","7163","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Figueiredo, CS","1995","03",NA,NA,"?",NA,NA,NA,"UFACPZ007163","730",NA,"Urticales","(Warb.) Ducke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","2016-12-19 13:51:32-02","PERD","PERD","79","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Costa, LV","1993","11",NA,NA,"Brasil",NA,NA,"Arbóreo 11m.",NA,"s.n.",NA,NA,"Gaudich.","MG","Parque Estadual do Rio Doce, Mumbaça","-42.7322006225586","-19.7122001647949","Marliéria",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1233","2016-12-19 13:51:32-02","PERD","PERD","80","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Costa, LV; Braga, PIS; Pereira, MCA","1993","11",NA,NA,"Brasil",NA,NA,"Arbóreo 6m.",NA,"s.n.",NA,NA,"Gaudich.","MG","Parque Estadual do Rio Doce, Lagoa do Aníbal.","-42.7322006225586","-19.7122001647949","Marliéria",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","2020-11-12 17:02:56-03","UEL","FUEL","29538","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Lopes, WP; et al.","1996","10","05",NA,"Brasil",NA,NA,NA,"FUEL013940","1895","Tracheophyta","Rosales","Gaudichaud","Minas Gerais","Parque Estadual do Rio Doce; Ilha do Clei, Ilha do Clei","-42.7322006225586","-19.7122001647949","Marliéria","Carauta, JPP",NA,NA,NA,NA,"28215","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"1235","2019-11-01 15:04:57-03","UnB","UB","34048","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Argent, GCG","1967","10",NA,"Southern America","Brasil",NA,NA,NA,NA,"6594","Dicotyledoneae",NA,"S. Moore","Mato Grosso","Base Camp","-51.766667","-12.816667","Xavantina","Ratter, JA",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA
"1236","2019-11-01 15:04:57-03","UnB","UB","34047","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Ratter, JA","1968","07","02","Southern America","Brasil",NA,NA,NA,NA,"2031","Dicotyledoneae",NA,"S. Moore","Mato Grosso","Base Camp, 4km ao N de Base Camp","-51.766667","-12.816667","Xavantina","Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.766667","-12.816667",NA,NA,NA,NA
"1237","2019-11-01 15:04:57-03","UnB","UB","34050","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Ratter, JA","1993",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"7076V","Dicotyledoneae",NA,"S. Moore","Mato Grosso","Tatuapé, Fazenda do Senhor Antônio, Serra da Petro.","-54.1","-16.783333",NA,"Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54.1","-16.783333",NA,NA,NA,NA
"1238","2019-11-01 15:04:57-03","UnB","UB","34049","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Ratter, JA","1972","08","26","Southern America","Brasil",NA,NA,NA,NA,"2237","Dicotyledoneae",NA,"S. Moore","Mato Grosso","Vale de Sonhos","-52.333333","-15.666667",NA,"Incógnito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.333333","-15.666667",NA,NA,NA,NA
"1239","2019-11-01 15:04:57-03","UnB","UB","121022","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Solórzano, A; Pinto, JRR; Lima, HS","2008","09",NA,"Southern America","Brasil",NA,NA,"Coletado na parcela 1, indivíduo número 70, com 7,3cm de D30; Árvore 6m; Cerradão.",NA,"138","Dicotyledoneae",NA,"Gaudich.","Mato Grosso","Parque Estadual Araguaia","-50.815833","-12.112222","Novo Santo Antônio","Pinto, JRR",NA,"210","210",NA,NA,NA,NA,NA,NA,"-50.815833","-12.112222",NA,NA,NA,NA
"1240","2019-11-01 15:04:57-03","UnB","UB","174285","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Mendonça, RC; Oliveira, FCA; Guimarães, LL; Cardoso, E","2008","10","09","Southern America","Brasil",NA,NA,"Arbusto semi-ciófilo. Exsudato leitoso branco. Caule com casca lisa. Folhas Cartáceas. Inflorescência pêndula com flores e botões florais cor creme.; Solo areno-argiloso, relevo plano, borda de floresta estacional semidecidual.",NA,"6177","Dicotyledoneae",NA,"Gaudich.","Tocantins","Bacia do Araguaia. Sub-bacia do Rio Formoso. Ponto 6.","-49.78925","-11.643972","Formoso do Araguaia","Fonseca, ML",NA,"180","180",NA,NA,NA,"2009","05",NA,"-49.78925","-11.643972",NA,NA,NA,NA
"1241","2019-11-01 15:04:57-03","UnB","UB","34055","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, GT","1964","10",NA,"Southern America","Brasil",NA,NA,NA,NA,"59293","Dicotyledoneae",NA,"Gaudich.","Mato Grosso","50km ao N de Nova Xavantina",NA,NA,NA,"Berg, CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","2019-11-01 15:04:57-03","UnB","UB","34056","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, GT","1964","10",NA,"Southern America","Brasil",NA,NA,NA,NA,"59449","Dicotyledoneae",NA,"Gaudich.","Mato Grosso","55km ao N de Barra do Garças",NA,NA,NA,"Berg, CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","2019-11-01 15:04:57-03","UnB","UB","34057","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, GT","1964","09","30","Southern America","Brasil",NA,NA,NA,NA,"59186","Dicotyledoneae",NA,"Gaudich.","Mato Grosso","Serra do Roncador",NA,NA,NA,"Berg, CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1244","2019-11-01 15:04:57-03","UnB","UB","34058","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, GT","1964","10","21","Southern America","Brasil",NA,NA,NA,NA,"59532","Dicotyledoneae",NA,"Gaudich.","Goiás","Jataí, 13km ao N de Jataí","-51.7144","-17.8814","Jataí","Berg, CC",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-51.7144","-17.8814",NA,NA,NA,NA
"1245","2019-11-01 15:04:57-03","UnB","UB","6910","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Simon, MF; Proença, CEB; Ratter, JA; Fonsêca Filho, J; Bridgewater, S","1996","09","19","Southern America","Brasil",NA,NA,"Arvoreta 2,0m. Flor creme; Mata de galeria na beira do rio Taquari. Topologia: Plano.",NA,"MFS13","Dicotyledoneae",NA,"Gaudich.","Mato Grosso do Sul","Reserva do Exército","-54.725","-18.537222","Coxim","Simon, MF",NA,"220","220",NA,NA,NA,NA,NA,NA,"-54.725","-18.537222",NA,NA,NA,NA
"1246","2019-11-01 15:04:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Almeida, AB","2018","10","08","Southern America","Brasil",NA,NA,"Conglomerado MA-198. Subunidade 4. Subparcela 10. indivíduo 10. F8; Arbusto; altura em m: 3,00, látex branco, pouco abundante, viscoso, com odor; base reta; casca marrom-cinzenta por fora, creme por dentro, fina, lisa, estriada pimenta, doce; Área an",NA,"IFN-1986074.10","Dicotyledoneae",NA,"Gaudich.","Maranhão",NA,"-44.459974","-3.420017","Itapecuru Mirim","Faria, JEQ; Neto, NEO",NA,"19","19",NA,NA,NA,"2018","10","24","-44.459974","-3.420017",NA,NA,NA,NA
"1247","2019-11-01 15:04:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Sousa, CA","2017","07","24","Southern America","Brasil",NA,NA,"Inventário Florestal Nacional (IFN). Conglomerado MA_554. Subunidade 3. Subparcela 1. Indivíduo 8-RN.&nf;F8 - Avaliação da regeneração natural; Árvore 2,5m. Látex, branco, pouco abundante, pegajoso. Base reta. Casca de cor externa cinza","UB0128601","IFN-5543983.1","Dicotyledoneae",NA,"Gaudich.","Maranhão",NA,"-47.340003","-5.939744","Ribamar Fiquene","Bijos, NR",NA,NA,NA,NA,NA,NA,"2018","01","10","-47.340003","-5.939744",NA,NA,NA,NA
"1248","2019-11-01 15:04:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Moraes, TM","2018","06","04","Southern America","Brasil",NA,NA,"Conglomerado MA-229. Subunidade 3. Subparcela 1. indivíduo 1. F8; Arbusto; altura em m: 1,40; Terreno ondulado, solo pedregoso",NA,"IFN-22921343.1","Dicotyledoneae",NA,"Gaudich.","Maranhão","Baixa da Galinha","-43.740008","-3.6","Vargem Grande","Neto, NEO",NA,"80","80",NA,NA,NA,"2018","11","10","-43.740008","-3.6",NA,NA,NA,NA
"1249","2019-11-01 15:04:57-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Oliveira, D","2018","05","31","Southern America","Brasil",NA,NA,"Conglomerado MA-277. Subunidade 3. Subparcela 10. indivíduo 10. F8; Arbusto; altura em m: 1,70; exsudado aquoso, branco, abundante, pegajoso, com odor; Área parcialmente sobre declive, solo areno-argiloso com pedras",NA,"IFN-2771643.10","Dicotyledoneae",NA,"Gaudich.","Maranhão",NA,"-44.100046","-3.960008","Coroatá ","Neto, NEO",NA,"95","95",NA,NA,NA,"2018","10","16","-44.100046","-3.960008",NA,NA,NA,NA
"1250","2019-11-01 15:04:57-03","UnB","UB","142968","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Ratter, JA; et al.","1993","11","06","Southern America","Brasil",NA,NA,"Treelet 2m. Ripe fruits red.; Margin of a gallery forest",NA,"7004","Dicotyledoneae",NA,"Gaudich.","Mato Grosso","Fazenda do Senhor Antonio, Serra da Petrovina","-54.1","-16.783333","Tatuapé","Santos, A; Romaniuc Neto, S",NA,NA,NA,NA,NA,NA,"2009","01","20","-54.1","-16.783333",NA,NA,NA,NA
"1251","2021-02-23 13:22:50-03","MN","R-TIPOS","6565","PreservedSpecimen","Plantae","Moraceae","Sorocea","grandifolia","Sorocea grandifolia","Moore, S.M. Le","1891",NA,NA,NA,"Brasil",NA,NA,NA,"R000006565","566",NA,NA,"S. Moore","Mato Grosso",NA,NA,NA,NA,NA,"R000006565_001",NA,NA,"Isotypus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252","2019-07-19 12:06:22-03","UFMT","UFMT","16978","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Souza, L.F.","1997","05","23",NA,"Brasil",NA,NA,"Arbusto 3m. Folhas glabas.; Mata ciliar, solo argiloso",NA,"59",NA,NA,"Gaudich.","Mato Grosso","Baús.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1253","2019-07-19 12:06:22-03","UFMT","UFMT","7608","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Berg, C.C.; Steward, W.C.; Ramos, J.F.; Monteiro, O.P.; Lima, J.F.","1973","10","08",NA,"Brasil",NA,NA,"Plants of Brazilian Amazonia; Tree, 8m x 10cm diameter. Petioles black.",NA,"P19937",NA,NA,"Gaudich.","Mato Grosso","Rio Aripuanã, road from Nucleo Pioneiro de Humboldt to new airport.","-59.35","-10.2","Aripuanã","Berg, C.C.",NA,NA,NA,NA,NA,NA,"1973",NA,NA,"-59.35","-10.2",NA,NA,NA,NA
"1254","2019-07-19 12:06:22-03","UFMT","UFMT","7609","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Berg, C.C.; Steward, W.C.; Ramos, J.F.; Monteiro, O.P.; Lima, J.F.","1973","10","22",NA,"Brasil",NA,NA,"Plants of Brazilian Amazonia; Tree, 12m x 15cm diameter. End of fruit red, base green. Inflorescence green. Latex white. Petiole blackish.; Varzea.",NA,"P19825",NA,NA,"Gaudich.","Mato Grosso","Rio Aripuanã, forest 10km. Downriver from lower part of Nucleo Pioneiro de Humboldt.","-59.35","-10.2","Aripuanã","Berg, C.C.",NA,NA,NA,NA,NA,NA,"1973",NA,NA,"-59.35","-10.2",NA,NA,NA,NA
"1255","2019-07-19 12:06:22-03","UFMT","UFMT","7606","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Berg, C.C.; Steward, W.C.; Ramos, J.F.; Monteiro, O.P.; Lima, J.F.","1973","10","14",NA,"Brasil",NA,NA,"Plants of Brazilian Amazonia; Tree, 8m tall. Buds light green.; Capoeira",NA,"P18527",NA,NA,"Gaudich.","Mato Grosso","Near Humboldt Center, along road to Rio Aripuanã, downstream from Salto dos Dardanelos.","-59.35","-10.2","Aripuanã","Berg, C.C.",NA,NA,NA,NA,NA,NA,"1973",NA,NA,"-59.35","-10.2",NA,NA,NA,NA
"1256","2019-07-19 12:06:22-03","UFMT","UFMT","38441","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Carniello, M.A.; Mello, A.R.","2007","10","18",NA,"Brasil",NA,NA,"Arbóreo, folha obelíptica discolor, glabra, levemente coriácea, ápice cuspidado, base obtusa, bordo serreado com espinhos originando-se das nervações secundárias. Inflorescência axilar, apresentando apenas pré-floração. Caule acinzentado.; Floresta e",NA,"1458",NA,NA,"Gaudich.","Mato Grosso","Fazenda Mata Bela - Soroteca.",NA,NA,"Curvelândia","Comparação no Herbário da UFMT",NA,NA,NA,NA,NA,NA,"2008","02",NA,NA,NA,NA,NA,NA,NA
"1257","2019-07-19 12:06:22-03","UFMT","UFMT","7488","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Macedo, M.; Assumpção, S.","1991","10","03",NA,"Brasil",NA,NA,"Arbusto ramado, botões florais alvos.; Capoeira, solo úmido.",NA,"3050",NA,NA,"Gaudich.","Mato Grosso","Fazenda Magno- M. E. Jacaré - sede velha","-56.0861015319824","-9.87555980682373","Alta Floresta",NA,NA,NA,NA,NA,"109392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1258","2019-07-19 12:06:22-03","UFMT","UFMT","24363","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Nishi, I.D.G.D.","2001","01","27",NA,"Brasil",NA,NA,"Árvore de 4m.; Mata de terra firmes. Solo areno-argiloso",NA,"20",NA,NA,"Gaudich.","Mato Grosso","Paruqe Zoob. L. L. Fernandes","-56.0861015319824","-9.87555980682373","Alta Floresta",NA,NA,NA,NA,NA,"109392","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","2019-07-19 12:06:22-03","UFMT","UFMT","26686","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Pinto, J.R.R.","1999","02",NA,NA,"Brasil",NA,NA,"Arbustivo 3,5m. Látex branco.; Floresta de Vale do Vé-de-Noiva",NA,"115",NA,NA,"Gaudich.","Mato Grosso","Parque Nacional da Chapada dos Guimarães","-55.749698638916","-15.460599899292","Chapada dos Guimarães","Pinto, J.R.R.",NA,"500","500",NA,"107042","auto","1999","03",NA,NA,NA,NA,NA,NA,NA
"1260","2019-12-18 18:37:33-03","UFMT","UFMT","18800","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Pinto, J.R.R.","1996","11",NA,NA,"Brasil",NA,NA,"Arbóreo, 7m de altura. Com látex branco.; Floresta de Vale.",NA,"115",NA,NA,"Gaudich.","Mato Grosso","Parque Nacional da Chapada dos Guimarães- Véu-de-noiva","-55.749698638916","-15.460599899292","Chapada dos Guimarães","Oliveira-Filho, A.T.",NA,NA,NA,NA,"107042","auto","1996","12",NA,NA,NA,NA,NA,NA,NA
"1261","2019-07-19 12:06:22-03","UFMT","UFMT","7607","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, G.T.; Lleras, E.; Coelho, D.F.","1973","10","22",NA,"Brasil",NA,NA,"Plants of Brazilian Amazonia; Tree, 7m x 15cm diameter. Fruit green with red aprex.; Disturbed forest",NA,"19247",NA,NA,"Gaudich.","Mato Grosso","Vicinity of Buriti","-55.749698638916","-15.460599899292","Chapada dos Guimarães","Berg, C.C.",NA,"720","720",NA,"107042","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"1262","2019-07-19 12:06:22-03","UFMT","UFMT","7610","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Prance, G.T.; Lleras, E.; Coelho, D.F.","1973","10","15",NA,"Brasil",NA,NA,"Plants of Brazilian Amazonia; Tree, 8m x 10cm diameter; wich arching trunk; flowers green.; Dry forest.",NA,"19011",NA,NA,"Gaudich.","Mato Grosso","Vicinity of Colegio Buriti","-55.749698638916","-15.460599899292","Chapada dos Guimarães","Berg, C.C.",NA,"720","720",NA,"107042","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"1263","2019-07-19 12:06:22-03","UFMT","UFMT","26944","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","França, J.F.","2003","10","11",NA,"Brasil",NA,NA,"Frutos vermelhos escuros-maduros.; Mata Ciliar da margem direita do Rio Braço Sul. Solos areno-argiloso não alagáveis rico em serrapilheira e matéria orgânica.",NA,"s.n.",NA,NA,"Gaudich.","Mato Grosso","Sítio Ouro Branco de propriedade do Sr. Ailton Ávila, BR 163 km 750 - Comunidade São Roque","-54.9099998474121","-9.78750038146973","Guarantã do Norte","Amorim Neto, L.",NA,NA,NA,NA,"89544","auto","2004","01",NA,NA,NA,NA,NA,NA,NA
"1264","2019-09-09 10:56:35-03","UFMT","UFMT","44225","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Silva, J.E.; Sandrini, M.","2018","11","16",NA,"Brasil",NA,NA,"Com frutos. Sequência 204.; Cerradão, solo argilo arenoso.",NA,"9",NA,NA,"Gaudich.","Mato Grosso",NA,"-56.3274993896484","-14.7202997207642","Nobres",NA,NA,NA,NA,NA,"176011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1265","2019-07-19 12:06:22-03","UFMT","UFMT","38414","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Carniello, M.A.","2008","01","06",NA,"Brasil",NA,NA,"Arbóreo, folha obelíptica, discolor, glabra, ápice cuspidado, base obtusa, bordo serrado com espinhos originando-se das nervações secundárias, coriácea. Inflorescência axilar, apresentando apenas pré-floração, caule acinzentado. Fruto maduro, púpura,",NA,"1621",NA,NA,"Gaudich.","Mato Grosso","Comunidade Exu","-57.2275009155273","-15.3243999481201","Porto Estrela","Comparação no Herbário da UFMT",NA,NA,NA,NA,"59745","auto","2008","02",NA,NA,NA,NA,NA,NA,NA
"1266","2019-07-19 12:06:22-03","UFMT","UFMT","131418","S","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Macedo, M.; Godinho, R.; Lopes, I.","1996","09","01",NA,"Brasil",NA,NA,"Arbusto de 1,20m de altura. Folhas espidescentes compostas com botões florais.; Área de capoeira de mata",NA,"4959",NA,NA,"Gaudich.","Mato Grosso","Caic","-55.502498626709","-11.8641996383667","Sinop","Amorim Neto, L.",NA,NA,NA,NA,"56293","auto","1997","11",NA,NA,NA,NA,NA,NA,NA
"1267","2020-01-31 10:39:01-03","IFAM","EAFM","7520","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Pedrollo, C.T.; Nascimento, A.S.","2012","09","30",NA,"Brasil",NA,NA,"; HABITAT: Terra-firme, mata primária.; DESC: Arbusto, 1,5 m. Ritidoma verde; látex branco.",NA,"263",NA,NA,"Gaudich.","Roraima","Mahau, Trilha da onça","-61.472685","-0.649576","Rorainópolis","Kinupp, V.F.",NA,"51","51",NA,NA,NA,NA,NA,NA,"-61.472685","-0.649576",NA,NA,NA,NA
"1268","2020-01-31 10:39:01-03","IFAM","EAFM","14403","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Marra, D.M.; Reis, F.Q. & Neves, A.F.","2012","10","16",NA,"Brasil",NA,NA,"; HABITAT: Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 250 hectares) atingida por uma tempestade de vento ocorrida no ano de 2005; DESC: árvore; DAP = 15 cm; base reta; ritidoma maculado e casca viva",NA,"20",NA,NA,"Gaudich.","Amazonas","Estação Experimental de Silvicultura Tropical (EES, Floresta de terra-firme (ca. 250 hectares) atingida por uma tempestade de vento ocorrida no ano de 2005; lado direito do ramal, transecto pequeno","-60.382967","-2.983169","Manaus","Marra, D.M.",NA,"210","210",NA,NA,NA,"2013","11","07","-60.382967","-2.983169",NA,NA,NA,NA
"1269","2020-01-31 10:39:01-03","IFAM","EAFM","10434","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Ammann, S.; Marinho, T.","2012","07","06",NA,"Brasil",NA,NA,"; HABITAT: Terra-firme sujeita a raros alagamentos.; DESC: Arvoreta de 6m. Látex branco ao corte do tronco.",NA,"110",NA,NA,"Gaudich.","Roraima","Xixuaú, Trilha da fazenda","-61.556917","-0.790222","Rorainópolis","Ammann, S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-61.556917","-0.790222",NA,NA,NA,NA
"1270","2020-01-31 10:39:01-03","IFAM","EAFM","2578","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gurgel-Silva, E.; Dantas, F.M.","2010","10","02",NA,"Brasil",NA,NA,"; HABITAT: Vertente.; DESC: Arvoreta; 13 m; CAP 26,6 cm; folhas coriáceas com face adaxial brilhante e face abaxial áspera; margem serrilhada; presença de látex branco.",NA,"103",NA,NA,"Gaudich.","Amazonas","IFAM, Campus Manaus-Zona Leste, Ao lado da estrada da baragem.","-60.0250015258789","-3.10193991661072","Manaus","Kinupp, V.F.",NA,NA,NA,NA,"138090","auto","2011","11","19",NA,NA,NA,NA,NA,NA
"1271","2020-01-31 10:39:01-03","IFAM","EAFM","2578","PreservedSpecimen","Plantae","Moraceae","Sorocea","guilleminiana","Sorocea guilleminiana","Gurgel-Silva, E.; Dantas, F.M.","2010","10","02",NA,"Brasil",NA,NA,"; HABITAT: Vertente.; DESC: Arvoreta; 13 m; CAP 26,6 cm; folhas coriáceas com face adaxial brilhante e face abaxial áspera; margem serrilhada; presença de látex branco.",NA,"103",NA,NA,"Gaudich.","Amazonas","IFAM, Campus Manaus-Zona Leste, Ao lado da estrada da baragem.","-60.0250015258789","-3.10193991661072","Manaus","Gurgel-Silva, E.",NA,NA,NA,NA,"138090","auto","2010","10","02",NA,NA,NA,NA,NA,NA
