"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"143","2019-03-12 14:42:35-03","MNHN","RECOLNAT_MNHN_P","P01305321","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Picard",NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"hb","19 Octobre 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305321' target='other'> <mi>dwc_moreinfo</mi></a>","P01305321","P01305321_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1042",NA
"144","2015-09-03 16:53:41-03","MNHN","RECOLNAT_MNHN_P","P01305322","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Ule, E.",NA,"1889","3","1",NA,"Brasil","Santa Catarina",NA,"Brésil. Num tronco de Cocos eriospatha perto de Laguna",NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. Prélèvement spor pour Dr. Sahasi (Chiba) M. Malplanche 3/07/1981 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305322' target='other'> <mi>dwc_moreinfo</mi></a>","P01305322","P01305322_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300",NA
"145","2015-12-10 18:28:30-02","MNHN","RECOLNAT_MNHN_P","P01305325","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Ule, E.",NA,NA,NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"hb","9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305325' target='other'> <mi>dwc_moreinfo</mi></a>","P01305325","P01305325_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4506",NA
"146","2019-03-12 14:34:57-03","MNHN","RECOLNAT_MNHN_P","P01305312","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Beyrich",NA,"1823","2","1",NA,"Brasil","Rio de Janeiro",NA,"Correseiro, Serra d. Orgos.",NA,NA,NA,"hb","5 Janvier 1909 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305312' target='other'> <mi>dwc_moreinfo</mi></a>","P01305312","P01305312_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5470",NA
"147","2015-09-03 16:55:18-03","MNHN","RECOLNAT_MNHN_P","P01305314","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Silveira, A.",NA,"1906","4","1",NA,"Brasil","Minas Gerais",NA,"Serra do Caraça. Bello Horizonte.",NA,NA,NA,"hb","Herbier Christ 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305314' target='other'> <mi>dwc_moreinfo</mi></a>","P01305314","P01305314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"457",NA
"148","2019-03-12 14:35:58-03","MNHN","RECOLNAT_MNHN_P","P01305315","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gardner",NA,"1837","1","1",NA,"Brasil","Rio de Janeiro",NA,"Brésil. Dans la Serra des Orgues",NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305315' target='other'> <mi>dwc_moreinfo</mi></a>","P01305315","P01305315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2015-09-03 16:55:59-03","MNHN","RECOLNAT_MNHN_P","P01305316","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Glaziou",NA,"1877","2","1",NA,"Brasil","Rio de Janeiro",NA,"Sommet du Pic Oest du Retiro",NA,NA,NA,"hb","Donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305316' target='other'> <mi>dwc_moreinfo</mi></a>","P01305316","P01305316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-03-12 14:34:56-03","MNHN","RECOLNAT_MNHN_P","P01305320","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Mors",NA,"1860","1","1",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,"hb","Herbier du Dr Eugene Fournier, acquis en Janvier 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305320' target='other'> <mi>dwc_moreinfo</mi></a>","P01305320","P01305320_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1042",NA
"151","2019-03-12 14:34:57-03","MNHN","RECOLNAT_MNHN_P","P01305326","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Weket",NA,"1906","1","1",NA,"Brasil","São Paulo",NA,"Est. S. Paulo. Rio Grande.",NA,NA,NA,"hb","Rosenstock - 18 Avril 1908. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305326' target='other'> <mi>dwc_moreinfo</mi></a>","P01305326","P01305326_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"227",NA
"152","2015-12-10 18:28:30-02","MNHN","RECOLNAT_MNHN_P","P01305327","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Waket, L.",NA,"1906","1","1",NA,"Brasil","São Paulo",NA,"Rio Grande",NA,NA,NA,"hb","18 Avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305327' target='other'> <mi>dwc_moreinfo</mi></a>","P01305327","P01305327_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"227",NA
"153","2019-03-12 14:44:48-03","MNHN","RECOLNAT_MNHN_P","P01308693","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Waket, L.",NA,"1906","1","1",NA,"Brasil","São Paulo",NA,"Rio Grande",NA,NA,NA,"hb","Thienemanns 21 Avril 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01308693' target='other'> <mi>dwc_moreinfo</mi></a>","P01308693","P01308693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"227",NA
"154","2015-09-03 16:56:01-03","MNHN","RECOLNAT_MNHN_P","P01305313","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Damazio, L.",NA,"1903","1","1",NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,"hb","Herbier Christ. 9 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305313' target='other'> <mi>dwc_moreinfo</mi></a>","P01305313","P01305313_01",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-03-12 14:35:59-03","MNHN","RECOLNAT_MNHN_P","P01305317","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Glaziou, A.",NA,"1883","7","7",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305317' target='other'> <mi>dwc_moreinfo</mi></a>","P01305317","P01305317_01",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-03-12 14:34:57-03","MNHN","RECOLNAT_MNHN_P","P01305318","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Glaziou, A.",NA,"1883","7","7",NA,"Brasil","Rio de Janeiro","Petrópolis",NA,"-43.1786003112793","-22.5049991607666",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305318' target='other'> <mi>dwc_moreinfo</mi></a>","P01305318","P01305318_01",NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-03-12 14:35:58-03","MNHN","RECOLNAT_MNHN_P","P01305324","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl",NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Blumenau",NA,"-49.0661010742188","-26.9193992614746",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305324' target='other'> <mi>dwc_moreinfo</mi></a>","P01305324","P01305324_01",NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,"88",NA
"158","2015-09-03 16:54:41-03","MNHN","RECOLNAT_MNHN_P","P01305319","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Glaziou, A.",NA,"1891","4","20",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5311012268066","-22.2819004058838",NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305319' target='other'> <mi>dwc_moreinfo</mi></a>","P01305319","P01305319_01",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2015-09-03 16:53:41-03","MNHN","RECOLNAT_MNHN_P","P01305328","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Wettstein|Schiffner",NA,"1901","6","1",NA,"Brasil","São Paulo","Itapecerica da Serra","In silvaticis prope Barra Mansa in districtu urbis Itapecirica","-46.8400001525879","-23.7099990844727","1000","hb","09 Fevrier 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305328' target='other'> <mi>dwc_moreinfo</mi></a>","P01305328","P01305328_01",NA,NA,"12011","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2015-12-10 18:28:30-02","MNHN","RECOLNAT_MNHN_P","P01305323","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Ule, E.",NA,"1889","5","1",NA,"Brasil","Santa Catarina","Laguna","Prov. St. Catharina. Campos d´Una","-48.7807998657227","-28.4825000762939",NA,"hb","Herbier Luerssen-Weigel 5 Janvier 1909 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01305323' target='other'> <mi>dwc_moreinfo</mi></a>","P01305323","P01305323_01",NA,NA,"21199","auto",NA,NA,NA,NA,NA,NA,NA,"300",NA
"161","2020-09-29 14:53:31-03","UFPR","UPCB","40592","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gatti, G.","623","2000","03","09",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Floresta Primária","-48.3288993835449","-25.3066997528076",NA,NA,"Epífita sobre o forófito 646. Floresta ombrófila densa submontana, floresta primária pouco alterada, local sombreado. Nome vulgar: chifre-de-veado..","UPCB0006365","UPCB0006365",NA,"Perestrello, F.G.M.","37295","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"162","2020-09-29 14:53:31-03","UFPR","UPCB","9920","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Hatschbach, G.","35775","1975","01","21",NA,"Brasil","Paraná","Quatro Barras","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,NA,"Epífita, sobre Cyatheaceae. Matinha junto ao campo ácido..","UPCB0006358","UPCB0006358",NA,"Perestrello, F.G.M.","17116","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"163","2020-09-29 14:53:31-03","UFPR","UPCB","54895","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Labiak, P.H.","1917","2001","10","13",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, Vale do Rio Caiguava.","-49.166667","-25.583333","1100",NA,"Epífita no dossel florestal. Floresta Ombrófila Densa Montana..","UPCB0006354","UPCB0006354","1100","Perestrello, F.G.M.",NA,NA,"2017","11",NA,NA,"-49.166667","-25.583333",NA,NA,NA
"164","2020-09-29 14:53:31-03","UFPR","UPCB","68737","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Matos, F.B.","900","2006","02","08",NA,"Brasil","Minas Gerais","Santa Maria do Salto","Divisa entre Bahia e Minas Gerais. Fazenda Duas Barras. Reserva do Alto Cariri. Trilha da caixa d'água.","-40.533333","-16.406389","950",NA,"Epífita pendente na copa de árvore caída no interior da mata. Floresta Ombrófila Densa Montana.","UPCB0006375","UPCB0006375","950","Torres, M.",NA,NA,"2011","08",NA,NA,"-40.533333","-16.406389",NA,NA,NA
"165","2020-09-29 14:53:31-03","UFPR","UPCB","57189","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Matos, F.B.","1245","2006","09","08",NA,"Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira (SPVS). Trilha do Gervásio.","-48.683333","-25.3","100",NA,"Epífita crescendo sobre formigueiro, a 2m do solo, no interior de mata relativamente alterada. Frondes pendentes. Rara na área estudada. Floresta Ombrófila Densa..","UPCB0006356","UPCB0006356","100","Perestrello, F.G.M.",NA,NA,"2017","11",NA,NA,"-48.683333","-25.3",NA,NA,NA
"166","2020-09-29 14:53:31-03","UFPR","UPCB","66794","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Labiak, P.H.","4817","2008","07","18",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"1250",NA,"Epífita a mata nebular..","UPCB0006374","UPCB0006374","1600","Torres, M.",NA,NA,"2011","08",NA,NA,"9999","9999",NA,NA,NA
"167","2020-09-29 14:53:31-03","UFPR","UPCB","69059","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Matos, F.B.","1375","2007","04","14",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 10 km W de Camacan na estrada para Jacarecí, 6 km SW na estrada para a RPPN e Torre de transmissão. Trilha que desce ao lado da pousada.","-39.564722","-15.393056","750",NA,"Epífita pendente em copa de árvore caída; no interior da mata. Foto. Floresta Ombrófila Densa Montana.","UPCB0006376","UPCB0006376","750","Torres, M.",NA,NA,"2011","08",NA,NA,"-39.564722","-15.393056",NA,NA,NA
"168","2020-09-29 14:53:51-03","UFPR","UPCB","81979","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Pereira, J.B.S.","842","2008","11","30",NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico Paraná, trilha na cela.","-48.833","-25.25","1600",NA,"Terrícola, próximo a córrego..","UPCB0006373","UPCB0006373","1600","Pereira, J.B.S.",NA,NA,NA,NA,NA,NA,"-48.833","-25.250",NA,NA,NA
"169","2021-02-11 17:20:51-03","UFPR","UPCB","94669","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Matos, F.B. | Labiak, P.H.","2595","2017","08","27",NA,"Brasil","Paraná","Antonina","Reserva Natural Guaricica (antiga Reserva Natural Rio Cachoeira, SPVS). Trilha Do Mirante","-48.655278","-25.239722","350",NA,"Atlantic rainforest . Epiphytic","UPCB0044386",NA,"350","Matos, F.B.",NA,NA,"2017","09",NA,NA,"-48.655278","-25.239722",NA,NA,NA
"170","2021-02-11 17:20:51-03","UFPR","UPCB","93920","PreservedSpecimen","Plantae",NA,NA,"Ophyoglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl.","Nunes, M.G.| Westphal, T.","182","2018","04","13",NA,"Brasil","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.4003","-24.9496","734",NA,"Remanescente de Floresta Ombrófila Mista.. Epífita, em mata de galeria","UPCB0042316","UPCB0042316","734","Nunes, M.G.",NA,NA,NA,NA,NA,NA,"-49.4003","-24.9496",NA,NA,NA
"171","2020-09-29 14:53:31-03","UFPR","UPCB","76304","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Mazziero, F.F.F.","999","2012","04","28",NA,"Brasil","São Paulo","Iporanga/Apiaí","Parque Estadual Turístico do Alto Ribeira (PETAR). Núcleo Santana - Floresta ombrófila densa.","-48.693","-24.539",NA,NA,"Epífita. Crescendo a cerca de 3m de altura sobre angiosperma, em local sombreado e úmido..","UPCB0006369","UPCB0006369",NA,"Perestrello, F.G.M.",NA,NA,"2017","11",NA,NA,"-48.693","-24.539",NA,NA,NA
"172","2020-09-29 14:53:31-03","UFPR","UPCB","43987","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Borgo, M.","1091","2001","07","11",NA,"Brasil","Paraná","Curitiba","Bosque João Paulo II, Centro Cívico","-49.2731018066406","-25.4277992248535",NA,NA,"Epífita a 4,50m do solo, sobre aroeira (Schinus terebinthifolius), em Floresta Ombrófila Mista..","UPCB0006366","UPCB0006366",NA,"Perestrello, F.G.M.","25180","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"173","2020-09-29 14:53:31-03","UFPR","UPCB","52579","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Dunaiski Jr., A.","2422","2004","06","06",NA,"Brasil","Paraná","São José dos Pinhais","Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,"Epífita no interior da floresta..","UPCB0006371","UPCB0006371",NA,"Torres, M.","45291","auto","2011","08",NA,NA,NA,NA,NA,NA,NA
"174","2020-09-29 14:53:31-03","UFPR","UPCB","55350","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Kersten, R.","688","2003","07",NA,NA,"Brasil","Paraná","Piraquara","Haras Santo Antonio","-49.0633010864258","-25.4416999816895",NA,NA,"Epífita sobre Cyathea. Transição floresta ombrófila mista/floresta ombrófila densa..","UPCB0006370","UPCB0006370",NA,"Torres, M.","12577","auto","2011","08",NA,NA,NA,NA,NA,NA,NA
"175","2020-09-29 14:53:31-03","UFPR","UPCB","40191","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Borgo, M.","477","1999","09","20",NA,"Brasil","Paraná","Guaratuba","Lagoa do Parado","-48.5746994018555","-25.8827991485596",NA,NA,"Epífita a 2,5m do solo, soros castanho-alaranjados, em caxetal..","UPCB0006353","UPCB0006353",NA,"Perestrello, F.G.M.","41937","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"176","2020-09-29 14:53:31-03","UFPR","UPCB","50990","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Matos, F.B.","17","2004","08","31",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, próx. à Represa do Carvalho","-49.0633010864258","-25.4416999816895",NA,NA,"Epífita a 1,7do solo, em árvore caída. Floresta ombrófila. Alt.: 1100m s.n.m..","UPCB0006368","UPCB0006368",NA,"Torres, M.","12577","auto","2011","08",NA,NA,NA,NA,NA,NA,NA
"177","2020-09-29 14:53:31-03","UFPR","UPCB","54969","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Labiak, P.H.","2932","2003","04","15",NA,"Brasil","Paraná","Piraquara","Mananciais da Serra, próximo ao Reservatório do Carvalho.","-49.0633010864258","-25.4416999816895","1000",NA,"Epífita entre Bromeliaceae. Floresta Ombrófila Densa Montana. Porção Oeste..","UPCB0006372","UPCB0006372","1000","Torres, M.","12577","auto","2011","08",NA,NA,NA,NA,NA,NA,NA
"178","2020-09-29 14:53:31-03","UFPR","UPCB","28414","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Kozera, C.","195","1996","09","12",NA,"Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,"Epífita..","UPCB0006355","UPCB0006355",NA,"Perestrello, F.G.M.","25180","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"179","2020-09-29 14:53:31-03","UFPR","UPCB","37942","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Gatti, G.","418","1999","04","20",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Floresta Primária","-48.3288993835449","-25.3066997528076",NA,NA,"Epífita coletada sobre ramificação primária a 20m de altura sobre Endlicheria panicullata, fértil, mesófila. Floresta ombrófila densa submontana - floresta primária pouco alterada..","UPCB0006359","UPCB0006359",NA,"Perestrello, F.G.M.","37295","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"180","2020-09-29 14:53:31-03","UFPR","UPCB","25839","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Labiak, P.H.","239","1994","11","12",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,"Epífita. Estrato médio da floresta..","UPCB0006357","UPCB0006357",NA,"Perestrello, F.G.M.","18121","auto","2017","11",NA,NA,NA,NA,NA,NA,NA
"181","2020-09-29 14:53:31-03","UFPR","UPCB","43991","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Borgo, M.","1089","2001","07","11",NA,"Brasil","Paraná","Curitiba","Parque Barreirinha","-49.2731018066406","-25.4277992248535",NA,NA,"Epífita a 6,0m do solo, sobre leiteiro guaviroveira (Campomanesia xanthocarpa)..","UPCB0006367","UPCB0006367",NA,"Borgo, M.","25180","auto","2001","07","11",NA,NA,NA,NA,NA,NA
"182","2011-03-15 09:13:00-03","MO","MOBOT","1823898","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Linda K. Albert de Escobar|Alicia Uribe|Javier Vallejo","Escobar 3656","1983","10","27","South America","Colombia","Antioquia","Guatapé","Vereda Santa Rita, Finca Montepinar","-75.13333","6.28333","1850.00000000",NA,NA,NA,NA,NA,"A. Idarraga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-05-28 11:45:00-03","MO","MOBOT","2364148","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","John L. Clark","Clark 6408","2001","12","8","South America","Ecuador","Carchi","Tulcán","Parroquia: Chical. Locality not certain. Collected from Carlos Guiz's garden. Wild origin reported as near Gualpi (border region of the Reserva Awa). Evergreen montane/premontane wet forest.","-78.2166667","0.95","1500.00000000",NA,NA,NA,NA,NA,"Lellinger, D.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"184","2008-05-27 22:02:00-03","MO","MOBOT","2454138","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","CHAVES","CHAVES s.n.",NA,NA,NA,"South America","Argentina","Misiones","General Manuel Belgrano","Deseado, Reserva Privada Caá-porá",NA,NA,NA,NA,NA,NA,NA,NA,"Ponce, M. M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2011-11-08 05:06:00-02","MO","MOBOT","3296482","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Alba L. Arbeláez|Ricardo Callejas|Francisco J. Roldán","Arbeláez Álvarez 353","1988","7","11","South America","Colombia","Antioquia","Frontino",NA,"-76.3","6.66666","1250.00000000",NA,NA,NA,NA,"1750.00000000","W. Rodriguez (HUA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2008-05-27 22:02:00-03","MO","MOBOT","40494","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Henning Adsersen","Adsersen 1250",NA,NA,NA,"South America","Ecuador","Galapagos",NA,NA,NA,NA,"640.00000000",NA,NA,NA,NA,NA,"synonomy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2013-07-09 09:44:00-03","MO","MOBOT","1809829","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Carl A. Luer|Rodrigo Escobar|E. Valencia","Luer 11318","1985","5","10","South America","Colombia","Antioquia",NA,"West of Santo Domingo, La Aldea.",NA,NA,"2130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"188","2012-04-12 05:10:00-03","MO","MOBOT","100169270","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 12924","2008","6","12","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-Apolo, ruinas Coranara-Corapara","-68.9913889","-14.7725","2320.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-93","3"
"189","2019-09-10 04:35:00-03","MO","MOBOT","100234469","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","L. Cayola|M. Reguerin|Pablo Solíz|J. Salas|J. Delgado|Alvaro Ochoa","Cayola Pérez 3039","2009","5","11","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pelechuco, Rio Santa Ana.","-68.9706389","-14.7755278","2469.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","4"
