"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"46","2019-08-27 13:34:46-03","IAP","PACA-AGP","75268","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Hatschbach, G.","24750","1970","10","14",NA,"Brasil","PR","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076","50",NA,"seg. Brade: Cheiroglossa austrbrasiliensis Brade&nf;Museu Botânico Municipal/Curitiba&nf;ASSL 11844 Habitat: margem de rio Hábito: epífito Ecossistema: MATA PLUVIAL","PACA075268",NA,"50","M. Torres","37295","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"47","2019-08-27 13:34:46-03","IAP","PACA-AGP","62599","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","O . R. Camargo","2452","1957","11","02",NA,"Brasil","RS","Porto Alegre","Passo Dorneles.","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: no tronco de xaxim","PACA062599",NA,NA,"M. Torres","29946","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"48","2019-08-27 13:34:46-03","IAP","PACA-AGP","70461","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Camargo, O. R.","8076","1962","07","20",NA,"Brasil","RS","Porto Alegre","Passo do Sarandi-arredores.","-51.2299995422363","-30.0331001281738",NA,NA,"Habitat: no caule de palmeira, no mato denso","PACA070461",NA,NA,"M. Torres","29946","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"49","2019-08-27 13:34:46-03","IAP","PACA-AGP","75267","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","R. M. Klein","8233","1969","03","11",NA,"Brasil","SC","Florianópolis","Morro do Ribeirão","-48.5491981506348","-27.596700668335","500",NA,"Faculdade Federal de Santa Catarina&nf;ASSL 10572 Habitat: da mata Hábito: epífito","PACA075267",NA,"500","M. Torres","27000","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"50","2019-08-27 13:34:46-03","IAP","PACA-AGP","88058","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","V. F. Nunes","418","1989","05","14",NA,"Brasil","SC","São José","Rio Matias.","-48.627498626709","-27.6152992248535",NA,NA,"Folhas palmadas.&nf;HASU 1835. Habitat: Umbrófita- hipófita- na margem do rio. Hábito: epífito","PACA088058",NA,NA,"M. Torres","12814","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"51","2019-08-27 13:34:46-03","IAP","PACA-AGP","100908","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","P.G. Windisch","9325","1999","08","06",NA,"Brasil","RS","Caraá","Nascente do Rio dos Sinos.","-50.333333","-29.75",NA,NA,"Habitat: epífita, na mata junto a cachoeira","PACA100908",NA,NA,"M. Torres",NA,NA,"2011","08",NA,"Filicopsida","50°20'W","29°45'S",NA,NA,NA
"52","2019-08-27 13:34:46-03","IAP","PACA-AGP","70429","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Reitz, R.","8832","1959","05","29",NA,"Brasil","RS","Rio do Sul","Alto do Matador.",NA,NA,"800",NA,"Plantas de Santa Catarina Habitat: da mata Hábito: epífito","PACA070429",NA,"800","M. Torres",NA,NA,"2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"53","2019-08-27 13:34:46-03","IAP","PACA-AGP","75261","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Hatschbach, G.","40331","1977","10","05",NA,"Brasil","PR","Cerro Azul","Rio Turvo.","-49.261100769043","-24.823600769043",NA,NA,"subgenero Cheiroglossa&nf;Museu Botânico Municipal/Curitiba&nf;ASSL 40331 Hábito: epífita, pendente Ecossistema: MATA DE GALERIA","PACA075261",NA,NA,"M. Torres","32006","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"54","2019-08-27 13:34:46-03","IAP","PACA-AGP","75269","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Hatschbach, G.","32699","1973","10","17",NA,"Brasil","PR","Guarapuava","Guara","-51.4580993652344","-25.395299911499",NA,NA,"mata com Ocotea porosa&nf;Museu Botânico municipal/Curitiba&nf;ASSL 14059 Habitat: mata Hábito: epífita, pendente","PACA075269",NA,NA,"M. Torres","53832","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"55","2019-08-27 13:34:46-03","IAP","PACA-AGP","75272","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Hatschbach, G.","23344","1970","01","15",NA,"Brasil","PR","Paranaguá","Pico Torto.","-48.5092010498047","-25.5200004577637","300",NA,"Museu Botânico Municipal/Curitiba&nf;ASSL 11135 Habitat: encosta do morro Hábito: epífito Ecossistema: MATA PLUVIAL","PACA075272",NA,"300","M. Torres","24916","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"56","2019-08-27 13:34:46-03","IAP","PACA-AGP","75270","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","Hatschbach, G.","35775","1975","01","21",NA,"Brasil","PR","Quatro Barras","Rio Taquari.","-49.0769004821777","-25.3656005859375",NA,NA,"Habitat: matinha junto ao campo ácido; sobre Cyantheaceae Hábito: epífito","PACA075270",NA,NA,"M. Torres","17116","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"57","2019-08-27 13:34:46-03","IAP","PACA-AGP","75271","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C. Presl","R. M. Klein","10945","1973","03","27",NA,"Brasil","SC","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844","400",NA,"Universidade Federal de Santa Catarina&nf;ASSL 14857 Habitat: da mata Hábito: epífito","PACA075271",NA,"400","M. Torres","29971","auto","2011","08",NA,"Filicopsida",NA,NA,NA,NA,NA
"58","2019-08-27 13:34:46-03","IAP","PACA-AGP","116024","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Piveta",NA,"1982","09","22",NA,"Brasil","AM","Manaus","Sítio Água Branca","-60.0250015258789","-3.10193991661072",NA,NA,"Habitat: Sobre ou entre casca de árvore em putrefação. Na selva.","PACA116024",NA,NA,"Windisch, P. G","138090","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"59","2019-08-27 13:34:46-03","IAP","PACA-AGP","115810","PreservedSpecimen","Plantae","Pteridophyta","Ophioglossales","Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Cadorin, T. J.","786","2009","11","21",NA,"Brasil","SC","São Bento do Sul","Braço esquerdo","-49.235589","-26.365003","417",NA,"Epífita IFFSC e9993a (acima de 4m); sobre forófito 4.; estádio suces.: avançado Habitat: interior do fragmento Hábito: epífita Ecossistema: floresta ombrófila densa","PACA115810",NA,"417",NA,NA,NA,NA,NA,NA,"Filicopsida","49°14'08,12W","26°21'54,01S",NA,NA,NA
"60","2021-03-24 17:09:42-03","UFES","SAMES","5843","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Cadorin,T.J.; Grosch,B.;Lopes,C.P.","1187","2010","01","02",NA,"Brasil","Santa Catarina","Joinville","Rio Manso. NULL.","-48.8456001281738","-26.3043994903564","770",NA,"IFFSC e 1025a (Abaixo de 4m); Estádio suces.: Primário; Hábito: epífita de árvore caída. Habitat: Floresta Ombrófila Densa; Habito: Epífita","SAMES05843",NA,"770","Cadorin,T.J.","37150","auto","2010","03","15",NA,"-491400000.0","-262800000.0",NA,NA,NA
"61","2019-11-21 14:53:04-03","UFJF","CESJ","63547","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) Presl","S.G. Furtado; L. Menini Neto; A. Cabral; C. Nardy","267","2013","09","14","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior de Floresta Ombrófila Mista, ca. 1900m.s.m..","-44.8899993896484","-21.9589004516602",NA,NA,"Epífita pendente, interior de floresta ombrófila, entre 8 e 20m de altura. Poucos indivíduos observados. Pecíolo róseo.","CESJ063547",NA,NA,"V.A.O. Dittrich","29865","auto","2017","03",NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:53:04-03","UFJF","CESJ","66863","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) Presl","T.J. Cadorin; B. Grosch; C.P. Lopes","2486","2010","05","29","América do Sul","Brasil","Santa Catarina","Joinville","Rio Manso","-49.14","-26.28","770",NA,"Epífita IFFSC e 1025b (abaixo de 4m); Floresta Ombrófila Densa; estário sucessional primário; epífita em galho caído; no interior de fragmento.","CESJ066863",NA,"770","V.A.O. Dittrich",NA,NA,"2016","01",NA,NA,"-49.14","-26.28",NA,NA,NA
"63","2019-11-21 14:53:04-03","UFJF","CESJ","69664","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) Presl","F. Gonzatti; C. Demeda; J. Gaio; O. Link","2148","2015","09","13","América do Sul","Brasil","Rio Grande do Sul","Osório","Próximo ao loteamento Palmital","-50.129667","-29.82425","15",NA,"Em caule de Butia - butiazal.","CESJ069664",NA,"15","F. Gonzatti",NA,NA,"2015","11",NA,NA,"-50.129667","-29.82425",NA,NA,NA
"64","2019-11-21 14:53:04-03","UFJF","CESJ","58066","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","A. Salino; J.A. Lombardi; R.C. Mota; T.E. Almeida; P.L. Viana","9471","2004","03","08","América do Sul","Brasil","Minas Gerais","Santa Maria do Salto","Talismã, Fazenda Duas Barras, 725m de altitude. 16º23'54,2''S 40º03'38,9''W.","-40.060806","-16.398389","725",NA,"Floresta Ombrófila Densa Montana. Epífita a aproximadamente 10m de altura; interior de mata.","CESJ058066",NA,"725","V.A.O. Dittrich",NA,NA,"2011","09",NA,NA,"-40.060806","-16.398389",NA,NA,NA
"65","2019-11-21 14:53:04-03","UFJF","CESJ","40163","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","J. Badini","s.n.",NA,NA,NA,"América do Sul","Brasil","Minas Gerais","Ouro Preto","Morro S. Sebastião, Entre pedras no matinho úmido.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"CESJ040163",NA,NA,"V.A.O. Dittrich","44599","auto","2013","10",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 14:53:04-03","UFJF","CESJ","57386","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","A. Salino; J.A. Lombardi; R.C. Mota; T.E. Almeida; P.L. Viana","9471","2004","03","08","América do Sul","Brasil","Minas Gerais","Santa Maria do Salto","Distrito de Talismã, Fazenda Duas Barras. Floresta Ombrófila Densa Montana, 755m de altitude. 16º23'54,2''S 40º03'38,9''W. Epífita a aproximadamente 10m de altura. Interior de mata.","-40.1493988037109","-16.2488994598389",NA,NA,NA,"CESJ057386",NA,NA,"V.A.O. Dittrich","24863","auto","2012","12",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 14:53:04-03","UFJF","CESJ","48298","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","G. Hatschbach; E. Barbosa","79550","2006","02","10","América do Sul","Brasil","Paraná","Antonina","Bairro Alto, Epífita. Floresta da margem do rio.","-48.7118988037109","-25.4286003112793",NA,NA,NA,"CESJ048298",NA,NA,"G. Hatschbach","38300","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:43:48-03","UNICAMP","UEC","161708","S","Plantae","Pteridophyta",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Nunes, CEP","4","2011","07","18",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar, Fazenda Capricórnio, Bairro Taquaral, próximo ao Rio Indaiá.","-45.05","-23.383333",NA,NA,"Planta epífita que ocorre sobre árvores às margens de rios e áreas muito úmidas na floresta ombrófila densa. Material em estado reprodutivo, liberando os esporos.; Floresta Ombrófila Densa.","UEC024894","UEC024894",NA,"Shimizu, GH",NA,NA,"2011","07",NA,NA,"-45.05","-23.383333",NA,NA,NA
"69","2021-03-01 16:43:48-03","UNICAMP","UEC","140172","S","Plantae","Pteridophyta",NA,"Ophioglossaceae","Ophioglossum","palmatum","Ophioglossum palmatum","L.","Simões, AO","619",NA,NA,NA,NA,"Brazil","Minas Gerais","Minduri","Mata Triste","-44.6039009094238","-21.6819000244141",NA,NA,"Data de floração: 11 / 1998.","UEC076172","UEC076172",NA,"Prado, J","15713","auto","2009","08",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-06 09:56:47-03","UFOP","OUPR","10370","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Lisboa, M.A.","s.n.","1942",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Aderente às rochas",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-06 09:56:47-03","UFOP","OUPR","10368","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Aderente às rochas",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:56:47-03","UFOP","OUPR","10355","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Sobre árvores",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-06 09:56:47-03","UFOP","OUPR","10354","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Badini, J.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Fendas de rochas de quartztito com detritos vegetais. Vive também como epífita nas matas úmidas",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-06 09:56:47-03","UFOP","OUPR","10352","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Badini, J.","s.n.","1938",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Aderente às árvores e rochas de quartzito",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-11-06 09:56:47-03","UFOP","OUPR","10369","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,"Sobre os rochedos cobertos de musgos",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-11-06 09:56:47-03","UFOP","OUPR","10353","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Badini, J.; Assumpção, G.","s.n.","1937",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"Erva. Sobre fendas de quartzito",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-08 08:54:09-03","FURB","FURB","13972","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Schmitt, J.L.","1","2009","08","25",NA,"Brasil","Santa Catarina","Gaspar","Belchior.","-49.0108333","-26.85","600",NA,NA,"FURB12438","FURB12438","600","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.0108333","-26.8500000",NA,NA,NA
"78","2020-10-14 10:03:51-03","FURB","FURB","16547","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.P.L.","481","2009","11","09",NA,"Brasil","Santa Catarina","Antônio Carlos",NA,"-48.87","-27.45","710",NA,NA,"FURB12437","FURB12437","710","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-48.8700000","-27.4500000",NA,NA,NA
"79","2020-10-14 10:03:51-03","FURB","FURB","17059","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","723","2009","11","23",NA,"Brasil","Santa Catarina","Blumenau","Área Virgem do Parque Nacional da Serra do Itajaí.","-49.1394444","-27.0969444","660",NA,"Epífita IFFSC e578a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de tronco caído;","FURB12436","FURB12436","660","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.1394444","-27.0969444",NA,NA,NA
"80","2020-10-14 10:03:51-03","FURB","FURB","18088","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","786","2009","11","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","417",NA,"Epífita IFFSC e993a (Acima de 4m). Sobre forófito 4. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB00198","FURB00198","417","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.2355555","-26.3650000",NA,NA,NA
"81","2020-10-14 10:03:51-03","FURB","FURB","20982","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1187","2010","02","02",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","770",NA,"Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de árvore caída;","FURB12435","FURB12435","770","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.1400000","-26.2800000",NA,NA,NA
"82","2020-10-14 10:03:51-03","FURB","FURB","21372","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1426","2010","02","17",NA,"Brasil","Santa Catarina","Rio do Sul","Fazenda Mirador.","-49.59","-27.09","787",NA,"Epífita IFFSC e573a (Acima de 4m) - sobre forófito 1 Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado Habito: epífita de arbórea; Fruto com fruto;","FURB12434","FURB12434","787","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.5900000","-27.0900000",NA,NA,NA
"83","2020-10-14 10:03:51-03","FURB","FURB","21828","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Stival-Santos, A.; Legal, E. & Silveira, S.","1749","2010","02","18",NA,"Brasil","Santa Catarina","Antônio Carlos","Betânia.","-48.8641667","-27.5319445","186",NA,"Coleta Extra IFFSC (Rupícola) Habitat: Floresta Ombrófila Densa; próximo à queda de água Habito: rupícola;","FURB12433","FURB12433","186","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-48.8641667","-27.5319445",NA,NA,NA
"84","2020-10-14 10:03:51-03","FURB","FURB","23464","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1766","2010","03","29",NA,"Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","788",NA,"Epífita IFFSC e689b (Acima de 4m). Forófito 17. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB12432","FURB12432","788","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.4977777","-26.9097222",NA,NA,NA
"85","2020-10-14 10:03:51-03","FURB","FURB","24547","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1876","2010","04","07",NA,"Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055","13",NA,"Epífita IFFSC e8000b (Abaixo de 4m). Estéril. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: epífita em galho caido;","FURB12431","FURB12431","13","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-48.7272223","-26.0550000",NA,NA,NA
"86","2020-10-14 10:03:51-03","FURB","FURB","25533","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.","2281","2010","05","15",NA,"Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna, Monte Barão.","-49.005","-27.2622222","390",NA,"Coletada para cultivo em Fevereiro de 2010.","FURB12430","FURB12430","390","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.0050000","-27.2622222",NA,NA,NA
"87","2020-10-14 10:03:51-03","FURB","FURB","25537","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","2265","2010","05","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","417",NA,"Forófito 5. Epífita IFFSC e993b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB12429","FURB12429","417","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.2355555","-26.3650000",NA,NA,NA
"88","2020-10-14 10:03:51-03","FURB","FURB","26756","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2486","2010","05","29",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28","770",NA,"Epífita IFFSC e1025b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita em galho caido;","FURB12428","FURB12428","770","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.1400000","-26.2800000",NA,NA,NA
"89","2020-10-14 10:03:51-03","FURB","FURB","28526","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2943","2010","07","06",NA,"Brasil","Santa Catarina","Joinville","Cubatão.","-49.05","-26.1016667","1169",NA,"Epífita IFFSC e1065a (Acima de 4m). Forófito 7. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB12427","FURB12427","1169","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.0500000","-26.1016667",NA,NA,NA
"90","2020-10-14 10:03:51-03","FURB","FURB","28954","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2340","2010","05","15",NA,"Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","203",NA,"Epífita IFFSC e37b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB12426","FURB12426","203","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.7700000","-28.7100000",NA,NA,NA
"91","2020-10-14 10:03:51-03","FURB","FURB","32444","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Verdi, M.; Caglioni, E. & Martins, E.M.","5374","2010","08","15",NA,"Brasil","Santa Catarina","Taió","Barragem Oeste de Taió.","-50.0366666","-27.0913889","374",NA,NA,"FURB12425","FURB12425","374","Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-50.0366666","-27.0913889",NA,NA,NA
"92","2020-10-14 10:03:51-03","FURB","FURB","3255","PreservedSpecimen","Plantae",NA,NA,"Ophioglossaceae","Cheiroglossa","palmata","Cheiroglossa palmata","(L.) C.Presl","Sevegnani, L.",NA,"2000","10","20",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0719445","-26.9213889",NA,NA,NA,"FURB12440","FURB12440",NA,"Gasper, A.L. de",NA,NA,"2017","02","02",NA,"-49.0719445","-26.9213889",NA,NA,NA
