"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount"
"54","2021-03-04 15:43:52-03","IF","SPSF","04441","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum",NA,NA,"P.H.Fisher",NA,"América do Sul","Brasil","SP","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"1945","12","02",NA,NA,NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Lauraceae","Persea","stenophylla","Persea stenophylla","Meisn.",NA,"Riedel, L","1587","Southern America","Brazil","São Paulo",NA,"in sylvis montanis prope Mugy prov. S. Pauli",NA,NA,NA,"m. Nov.",NA,"P05P2N0053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","89890","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Moraes, P.","Pinho, R.A.","34",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"HAS0089890",NA,"1963","10",NA,NA,NA,NA,"53584","auto",NA,"2014","08","29",NA,NA,NA
"57","2020-08-26 10:49:20-03","MCN-FZBRS","HAS","89892","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Moraes, P.","Mattos, J.","12624",NA,"Brasil","São Paulo","São Paulo","Nativa no Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,"Na mata. Árvore com cerca de 4 metros de altura. Frutos imaturos.","HAS0089892",NA,"1965","01",NA,NA,NA,NA,"53584","auto",NA,"2014","08","29",NA,NA,NA
"58","2019-11-21 10:07:18-03","IBt","SP","487565","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Nicolau, SA","Nicolau, SA; Kameyama, C; Shirasuna, RT; Kondrat, H","4503",NA,"Brasil","São Paulo","Guarulhos","Cabuçu. Próximo ao Sítio B. Jacutinga.","-46.529694","-23.411361",NA,NA,NA,NA,"2013","04","02","648","648",NA,NA,NA,NA,"2013","04","02","-46.529694","-23.411361",NA
"59","2019-11-21 10:07:18-03","IBt","SP","28317","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea Hernández, FG","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP054419","SP054419","1931","10","05",NA,NA,NA,"53584","auto",NA,"1996",NA,NA,NA,NA,NA
"60","2019-11-21 10:07:18-03","IBt","SP","28317a","Extra","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea Hernández, FG","Hoehne, FC","s.n.",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP054420","SP054420","1931","10","05",NA,NA,NA,"53584","auto",NA,"1996",NA,NA,NA,NA,NA
"61","2019-11-21 10:07:18-03","IBt","SP","75641","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea Hernández, FG","Pinho, RA","34",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP054418","SP054418","1963","10","28",NA,NA,NA,"53584","auto",NA,"1993","09","20",NA,NA,NA
"62","2019-11-21 10:07:18-03","IBt","SP","81314","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo-Gil","Lorea Hernández, FG","Pinho, RA","34",NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,"SP054421","SP054421","1963","10","28",NA,NA,NA,"53584","auto",NA,"1993","09","20",NA,NA,NA
"63","2014-09-23 10:58:06-03","G","G","G00368813","S","Plantae",NA,NA,"Lauraceae","Cinnamomum","stenophyllum","Cinnamomum stenophyllum","(Meisn.) Vattimo","Lorea-Hernandez, F. G.","Riedel, L.","1587","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00368813",NA,NA,NA,NA,NA,NA,"ISOTYPUS of Persea stenophylla Meisn.",NA,NA,NA,"1996","01","01","-53.08972222","-10.77305556",NA
