"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"50","2020-11-04 12:17:40-03","ESALQ","ESA","129482","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D#?#Arcy","Souza, V.C.","Souza, V.C.; Randle, C; Morawetz, J.; Santos, P.M.L.A.; Servidone, G.B.","38033.0","2014","03","16",NA,"Brasil","Minas Gerais","Serra do Cipó. Estrada Belo Horizonte - Conceição do Mato Dentro. Arredores da bifurcação para Morro do Pilar. Campo rupestre.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, ca. 20 cm alt.; corola rósea.","ESA129482","ESA129482","Santana do Riacho","2014","03","26557","auto","16","-19,220,612","-43,499,471",NA,NA,NA,NA,NA
"51","2020-11-04 12:17:40-03","ESALQ","ESA","78151","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Souza, V.C.; Romão, G.O.; Sampaio, D.; Araújo, A.O.; Elias, S.I.","28653.0","2002","02","28",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, próximo à bifurcação para Morro do Pilar. Campo rupestre.","-43.7144012451172","-19.1688995361328","1250","1250",NA,"Subarbusto; corola rósea.","ESA078151","ESA078151","Santana do Riacho","2002","01","26557","auto","01","-43,499,444","-19,220,278",NA,NA,NA,NA,NA
"52","2020-11-04 12:17:40-03","ESALQ","ESA","117135","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"V.C. Souza","Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D.S.; Santinati, M.A.","2433.0","2010","04","01",NA,"Brasil","Minas Gerais","Serra do Cipó, rodovia MG-10. Fazenda Cachoeira da Capivara. Campo rupestre","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, 30-80cm alt.; cálice verde, corola rosada com 2 linhas amareladas internamente; estames brano-rosados. Entre blocos de rocha.","ESA117135","ESA117135","Santana do Riacho","2010",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-11-04 12:17:40-03","ESALQ","ESA","117137","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"V.C. Souza","Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D.S.; Santinati, M.A.","2435.0","2010","04","01",NA,"Brasil","Minas Gerais","Serra do Cipó, rodovia MG-10. Fazenda Cachoeira da Capivara. Campo rupestre","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, 30-60cm alt.; cálice verde, corola rosada; estames brano-rosados. Entre blocos de rocha.","ESA117137","ESA117137","Santana do Riacho","2011",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-01-14 15:32:50-03","MN","R","11091","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","Cham. & Schltdl.","Souza, V.C.","Glaziou, A.F.M.","19738","1892","03","26",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011091","R000011091_001",NA,"1994","06",NA,NA,"30",NA,NA,NA,NA,NA,NA,NA
"55","2015-07-02 14:03:31-03","JBP","HPL","8487","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","V.C. Souza, G. Romão et al.","28618","2002","02","28",NA,"Brasil","MG","Coletado na Serra do Cipó, Fazenda Cachoeira da Capivara, nas proximidades da Rodovia Belo Horizonte - Conceição do Mato Dentro (km 119); em área de campo rupestre com campo arenoso adjacente, entre rochas. S 19° 14' 58,1; W 43° 32' 41,0 (1300m.s.m.)","-43.7144","-19.1689",NA,NA,NA,NA,NA,NA,"Santana do Riacho","2012","06","26557","auto","04",NA,NA,NA,NA,NA,NA,NA
"56","2015-07-02 14:03:31-03","JBP","HPL","8489","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla",NA,"V.C. Souza","V.C. Souza, G. Romão et al.","28598","2002","02","28",NA,"Brasil","MG","Coletado na Serra do Cipó, Fazenda Cachoeira da Capivara, nas proximidades da Rodovia Belo Horizonte - Conceição do Mato Dentro (km 119); em área de campo rupestre com campo arenoso adjacente. S 19° 14' 58,1; W 43° 32' 41,0 (1300m.s.m.)","-43.7144","-19.1689",NA,NA,NA,NA,NA,NA,"Santana do Riacho","2002","02","26557","auto","28",NA,NA,NA,NA,NA,NA,NA
"57","2019-02-15 11:50:33-02","IPA","IPA","52452","S","Plantae","Plantae",NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Souza, V.C.; Menezes, N.L.; Menezes, N.L.","CFSC-11620","1989","10","13","Southern America","Brasil","Minas Gerais","- Conceição do Mato Dentro, km 138 (ant.) Sede do IBDF.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Subarbusto, 30cm de altura; corola róseo-clara. Entre gramíneas.; Solo arenoso.","IPA0052452",NA,"Belo Horizonte","1989","09","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-27 13:33:09-03","IAP","PACA-AGP","69127","PreservedSpecimen","Plantae","Magnoliophyta","Scrophulariales","Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V. C. Souza","Hatschbach, G.","51008","1987","03","17",NA,"Brasil","MG","Rod. BR 259, Km 433.",NA,NA,NA,NA,NA,"Erva de flor rosada. Habitat: Campo rupestre, solo arenoso.","PACA069127",NA,"Presidente Kubitchek","1994","01",NA,NA,"25",NA,NA,"Magnoliatae",NA,NA,NA,NA
"59","2020-12-20 21:18:47-03","UFV","VIC","43017","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham . & Schltdl.) D'Arcy",NA,"Coutinho, I.A.C.; et al.","424","2014","03","24",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,NA,"Erva de 30 a 50 cm de altura, flores róseo-claras de pelos brancos.","VIC043017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-20 21:18:47-03","UFV","VIC","42402","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham . & Schltdl.) D'Arcy",NA,"Coutinho, I.A.C.; et al.","365","2014","03","22",NA,"Brasil","Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"VIC042402","VIC042402","Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:41:12-03","UFJF","CESJ","37658","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","V.C. Souza; P.H.Miyagi; J. Paula-Souza","8203","1995","03","10","América do Sul","Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, ca. 18 Km após Chaéu do Sol. Fazenda Cachoeira da Capivara. Lat.: 19º14'59,9S; Lon.: 43º32'44,2W; Alt.: 1300m.s.m.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Subarbusto, até 30cm alt., corola rósea. Campo arenoso.","CESJ037658",NA,"Santana do Riacho","1995",NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:41:12-03","UFJF","CESJ","24853","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","F.R.G. Salimena; R.F. Novelino","322","1990","10","14","América do Sul","Brasil","Minas Gerais","Serra do Cipó, Estrada Belo Horizonte - Conceição do Mato Dentro - Serra do Cipó - Alto do Palácio.",NA,NA,NA,NA,NA,NA,"CESJ024853",NA,NA,"1999","02",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:41:12-03","UFJF","CESJ","64939","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","G.O. Romão; V.C. Souza; M. Latvis; D. Gissi; M.A. Santinati","2484","2010","04","06","América do Sul","Brasil","Minas Gerais","Estrada para Milho Verde, cerca de 20km de Diamantina.","-43.562778","-18.370944",NA,NA,NA,"Campo rupestre. Subarbusto, 30-60 cm alt.; corola rósea. Campo alagável.","CESJ064939",NA,"Diamantina","2010",NA,NA,NA,NA,"-43.562778","-18.370944",NA,NA,NA,NA,NA
"64","2019-11-21 14:41:12-03","UFJF","CESJ","25408","PreservedSpecimen","Plantae","Angiosperma",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","F.R.G. Salimena; R.F. Novelino","s.n.","1990","10","14","América do Sul","Brasil","Minas Gerais","Serra do Cipó, Fazenda Capivara.","-43.4249992370605","-19.0372009277344",NA,NA,NA,"Sub-arbusto, ca. 20 cm no campo, flores róseas claras.","CESJ025408",NA,"Conceição do Mato Dentro","1999","02","60318","auto","22",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:37:26-03","UNICAMP","UEC","195094","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2219","2013","11","17",NA,"Brazil","Minas Gerais","Serra do Cipó. Alto do Palácio, Vellozia Gigante, planta presnsada em Álcool.","-43.835806","-19.374167",NA,NA,NA,"Capão de mata, Vellozias gigantes.","UEC135865","UEC135865","Cardeal Mota",NA,NA,NA,NA,NA,"-43.835806","-19.374167",NA,NA,NA,NA,NA
"66","2021-03-01 16:37:26-03","UNICAMP","UEC","14609","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Gibbs, PE; Abbott, JR; Andrade, JB","5192","1977","05","17",NA,"Brazil","Minas Gerais","20km S de Diamantina. Serra na estrada para Conselheiro da Mata.",NA,NA,NA,NA,NA,"SUbarbusto, corola clara.","UEC002173","UEC002173",NA,"1993","09",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:37:26-03","UNICAMP","UEC","202682","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Scatigna, AV; Carmo, JAM","1065","2016","01","26",NA,"Brazil","Minas Gerais","Parque Nacional das Sempre Vivas. Fazenda Gavião. Campo úmido.","-43.7125","-17.889722",NA,NA,NA,"Subarbusto, ca. 50 cm. Corola rosa claro com guias de néctar amarelas. Frutos verdes.","UEC200175","UEC200175","Diamantina",NA,NA,NA,NA,NA,"-43.7125","-17.889722",NA,NA,NA,NA,NA
"68","2021-03-01 16:37:26-03","UNICAMP","UEC","205318","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Scatigna, AV; Carmo, JAM","593","2015","01","12",NA,"Brazil","Minas Gerais","Parque Nacional das Sempre Vivas. Campo úmido, próximo ao alojamento.","-43.785833","-17.916944",NA,NA,NA,"Subarbusto, ca. 50cm. Cálice verde avermelhado. Corola alva, pouco rosada. Fauce com pintas rosa. Botões brancos c/ ápice rosa.","UEC190929","UEC190929","Diamantina",NA,NA,NA,NA,NA,"-43.785833","-17.916944",NA,NA,NA,NA,NA
"69","2021-03-01 16:37:26-03","UNICAMP","UEC","205566","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Scatigna, AV; Carmo, JAM","601","2015","01","12",NA,"Brazil","Minas Gerais","Parque Nacional das Sempre Vivas. Campo úmido, próximo a capão de mata, ca. 320m a Norte do alojamento.","-43.785556","-17.914444",NA,NA,NA,"Subarbusto, ca. 50cm. Corola lilás.","UEC190926","UEC190926","Diamantina",NA,NA,NA,NA,NA,"-43.785556","-17.914444",NA,NA,NA,NA,NA
"70","2021-03-01 16:37:26-03","UNICAMP","UEC","180569","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Scatigna, AV; Galvão, JC","379","2013","03","30",NA,"Brazil","Minas Gerais","Estrada para Rio do Peixe. Área alagada em transição campo rupestre/caatinga.","-43.010799407959","-16.872200012207",NA,NA,NA,"Subarbusto, ca. 50cm. Corola rosada com guias de nectário amarelas na fauce.","UEC086666","UEC086666","Botumirim","2013","05","39434","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-08-20 10:22:19-03","UNICAMP","UEC","202313","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","Moreira, JLA; Sartori, ALB; Koch, I; Mansano, VF; Belinello, R","482","1995","11","23",NA,"Brazil","Minas Gerais",NA,"-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"UEC177977","UEC177977","Jaboticatubas","2018","09","31264","auto","27",NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:37:26-03","UNICAMP","UEC","91219","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Giulietti, AM; Menezes, N","3983","1973","02","26",NA,"Brazil","Minas Gerais","Km 114 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores lilás claro.","UEC002180","UEC002180","Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-08-20 10:22:19-03","UNICAMP","UEC","56956","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Semir, J; Sazima, M; Cássia, R","2803","1972","07","24",NA,"Brazil","Minas Gerais","Km 115 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"UEC002181","UEC002181","Jaboticatubas","1993","09","31264","auto","24",NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:37:26-03","UNICAMP","UEC","91215","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AB; Martins, F","1781","1972","04","16",NA,"Brazil","Minas Gerais","Km 119,5 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752","1200","1200",NA,"Subarbusto 20cm., flor rosa.","UEC002185","UEC002185","Jaboticatubas","1998","04","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:37:26-03","UNICAMP","UEC","91216","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1127","1972","03","05",NA,"Brazil","Minas Gerais","Km 128 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flor rosa., subarbusto até 30cm.","UEC002188","UEC002188","Jaboticatubas","1998","04","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:37:26-03","UNICAMP","UEC","91217","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1148","1972","03","05",NA,"Brazil","Minas Gerais","Km 128 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina. Estrada da Usina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Subarbusto 20cm., flor rosa.","UEC002175","UEC002175","Jaboticatubas","1998","06","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:37:26-03","UNICAMP","UEC","128403","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1148","1972","03","05",NA,"Brazil","Minas Gerais","Km 128 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina. Estrada da Usina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Subarbusto 20cm., flor rosa.","UEC133896","UEC133896","Jaboticatubas","1998","06","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:37:26-03","UNICAMP","UEC","56982","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Menezes, NL","3479","1972","09","10",NA,"Brazil","Minas Gerais","Km 132-5 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Altura 20cm., flor lilás.","UEC002182","UEC002182","Jaboticatubas","1993","09","31264","auto","24",NA,NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:22:19-03","UNICAMP","UEC","94476","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","Sazima, M; Semir, J","3906","1973","02","16",NA,"Brazil","Minas Gerais","Km 132 ao longo da Rodovia Lagoa Santa-C","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor","UEC029008","UEC029008","Jaboticatubas","2014","04","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:37:26-03","UNICAMP","UEC","56985","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Semir, J; Sazima, M","757","1972","02","08",NA,"Brazil","Minas Gerais","Km 132 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flor rosa.","UEC002183","UEC002183","Jaboticatubas","1994","04","31264","auto","04",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:37:26-03","UNICAMP","UEC","56983","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Semir, J; Sazima, M; Menezes, N; Giulietti, AM","4140","1973","04","30",NA,"Brazil","Minas Gerais","Km 138 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Flores rosas.","UEC002179","UEC002179","Jaboticatubas","1993","09","31264","auto","24",NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:37:26-03","UNICAMP","UEC","91035","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1264","1972","03","06",NA,"Brazil","Minas Gerais","Km 138 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Subarbusto 50cm., flor rosada (toda pintadinha).","UEC002186","UEC002186","Jaboticatubas","1999","02","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:37:26-03","UNICAMP","UEC","91218","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Elias, SI","Joly, AB; Gemtchujnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","1234","1972","03","05",NA,"Brazil","Minas Gerais","Km 2 ao longo da rodovia Lagoa Santa - COnceição do Mato Dentro - Diamantina. Estrada da Usina.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Erva 20cm, flores lilás.","UEC002176","UEC002176","Jaboticatubas","1998","05","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2019-08-20 10:22:19-03","UNICAMP","UEC","14608","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Silvestre, MSF","175","1978","11","03",NA,"Brazil","Minas Gerais","Serra do Cipó, km 131","-43.7449989318848","-19.513599395752",NA,NA,NA,"flor, Herbácea com flores róseas.",NA,NA,"Jaboticatubas","1993","09","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:37:26-03","UNICAMP","UEC","14608","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Silvestre, MSF","8970","1978","11","03",NA,"Brazil","Minas Gerais","Serra do Cipó, km 131.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Herbácea com flores rosas.","UEC002184","UEC002184","Jaboticatubas","1993","09","31264","auto","24",NA,NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:37:26-03","UNICAMP","UEC","14606","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Stella, M; Silvestre, F","149","1978","11","02",NA,"Brazil","Minas Gerais","Serra do Cipó, km 99 antigo 115.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Herbácea de flores rosas.","UEC002178","UEC002178","Jaboticatubas","1993","09","31264","auto","24",NA,NA,NA,NA,NA,NA,NA
"87","2019-08-20 10:22:19-03","UNICAMP","UEC","125110","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","Kinoshita, LS; Matsumoto, K","00550","2000","11","22",NA,"Brazil","Minas Gerais","Estrada entre Fazenda Palácio e estátua","-43.7144012451172","-19.1688995361328",NA,NA,NA,"flor, Flor lilás.","UEC029009","UEC029009","Santana do Riacho","2014","04","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:37:26-03","UNICAMP","UEC","205737","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","Ordones, J; et al.","1960","2012","04","19",NA,"Brazil","Minas Gerais","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Brumas do Espinhaço. Flores rosas bem claras.; Cerrado","UEC164236","UEC164236","Santana do Riacho","2019","06","26557","auto","28",NA,NA,NA,NA,NA,NA,NA
"89","2021-03-01 16:37:26-03","UNICAMP","UEC","205736","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Scatigna, AV","Ordones, J; et al.","1871","2012","04","18",NA,"Brazil","Minas Gerais","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Flores em rosa claro.; Cerrado","UEC164237","UEC164237","Santana do Riacho","2019","06","26557","auto","28",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-01 16:37:26-03","UNICAMP","UEC","106330","S","Plantae","Magnoliopsida",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Semir, J; Bittencourt Jr, NS","Bittencourt Jr, NS","9912","1999","04","01",NA,"Brazil","Minas Gerais","Serra do Cipó. Ermo das Gerais, caminho para o Soberbo.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva 25cm de alt., flores rosa clara.","UEC002177","UEC002177","Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:56:54-03","UFOP","OUPR","32142","PreservedSpecimen","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Romão, G.O.; Souza, V.C.; Latvis, M.; Gissi, D. & Santinati, M.A.","2484","2010","04","06",NA,"Brasil","Minas Gerais","Estrada para Milho Verde, cerca de 20 Km de Diamantina. Campo rupestre.","-43.562778","-18.370944",NA,NA,NA,"Subarbusto, 30-60 cm de alt., corola rósea. Campo alagável.",NA,NA,"Diamantina","2010",NA,NA,NA,NA,"-43.562778","-18.370944",NA,NA,NA,NA,NA
"92","2019-08-16 08:40:26-03","UTFPR","HCF","21179","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","V.C. Souza","R. Mello-Silva","3417","2011","04","15",NA,"Brasil","MG","Estrada p/ São Gonçalo do Rio das Pedras","-43.551528","-18.34825","1190","1190",NA,"subarbusto com sistema subterrâneo, no solo areno-pedregoso. Folhas verde claro, opacas. Cálice verde, corola lilás muito claro com duas faixas estreitas, longitudinais, amarelo claro, na porçõ abaxial do tubo, mais intensas no interior do tubo. Estames e estilete creme. Campo limpo areno-pedregoso com pequenos afloramentos rochosos.",NA,NA,"Diamantina","2012","04",NA,NA,"16","43°33'05,5 W","18°20'53,7 S",NA,NA,NA,NA,NA
"93","2020-12-21 16:44:58-03","MBM","MBM","73901","PreservedSpecimen","Plantae",NA,NA,"Scrophulariaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Hatschbach, G.","Hatschbach, G.","44685",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Trinta Reis, 4km N",NA,NA,NA,NA,NA,NA,"MBM073901","MBM073901","Tijucal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
