"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"197","2019-11-01 15:07:23-03","UnB","UB","166992","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, VC","Eiten, G; Eiten, LT","11042","1998","09","09","Southern America","Brasil","Minas Gerais","Serra do Cipó (along road from village of Almeida to city of Conceição do Mato Dentro). At km 128, or 1km along road north of Palácio.","-43.55","-19.283333","1250","1250",NA,"Corolla light violet, indide surface with two long yellow stripes and dotted with purple-red.; Natural open rocky campo (campo rupestre vegetation).",NA,NA,"Jaboticatubas","1998","09",NA,NA,"09","-43.55","-19.283333",NA,NA,NA,NA,NA
"198","2019-05-06 12:01:23-03","UFU","HUFU","71467","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Romero, R.; Versiane, A.F.A.; Vital, L.P.; Serrra, A.C.; Silva, L.C. & Rosa, B.B.","8722","2015","10","05",NA,"Brasil","Minas Gerais","Km 187, Estrada Diamantina, Conselheiro Mata","-43.706944","-19.066111","1358","1358",NA,"Erva, ca. 0,3m. Calice verde; corola rosa; Campo rupestre. Afloramentos rochosos.","HUFU00054641","HUFU00054641","Diamantina",NA,NA,NA,NA,NA,"-43.706944","-19.066111",NA,NA,NA,NA,NA
"199","2019-05-06 12:01:23-03","UFU","HUFU","567","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Souza, V.C.","Castro, N.M.","s.n.","1985","11",NA,NA,"Brasil","Minas Gerais","Serra do cipó, Km 125. Estrada de BH a Conceição do Mato Dentro.",NA,NA,NA,NA,NA,"Herbácea, ca. 0,5 m. Flores de corola lilás.","HUFU00019143",NA,NA,"1994","06",NA,NA,"24",NA,NA,NA,NA,NA,NA,NA
"200","2019-08-08 10:00:09-03","UFU","HUFU","79174","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Melo, G.N.; Filho, L.A.O.","Dias, A.G.; Cantarim, G.F.; Oliveira Filho, L.A. & Silva, R.P.","188","2019","04","23",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, MG 220, km 180, próximo a estrada.","-43.713333","-18.273056","1355","1355",NA,"subarbusto1,5m, corola roxo claro com máculas amarelas; Afloramento rochoso.Campo rupestre","HUFU00076667",NA,"Diamantina","2019","07",NA,NA,NA,"-43.713333","-18.273056",NA,NA,NA,NA,NA
"201","2019-08-08 10:00:09-03","UFU","HUFU","79275","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Queiroz, L.N.L.; Lorenzatto, E.","Dias, A.G.; Cantarim, G.F.; Oliveira Filho, L.A. & Silva, R.P.","288","2019","04","25",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, MG 220, Km 180, próximo à estrada","-43.754444","-18.292222","1355","1355",NA,"Subarbusto 1m com brácteas verdes; Afloramento rochoso. Campo rupestre","HUFU00076768",NA,"Diamantina","2019","07",NA,NA,NA,"-43.754444","-18.292222",NA,NA,NA,NA,NA
"202","2019-08-08 10:00:09-03","UFU","HUFU","79412","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy","Silva, F.O.C.; Cantarim, G.F.","Fontelas, J.C.; Godoi, M.V.S.; Bertolini, M.A. & Brito, R.S.","249","2019","04","25",NA,"Brasil","Minas Gerais","Rodovia MG-367, Ca. de 12 km S de Diamantina. Próximo ao asfalto.","-43.754444","-18.292222","1329","1329",NA,"Subarbusto ca. 20cm, cálice verde, corola roxa.; Campo rupestre","HUFU00076888",NA,"Diamantina","2019","07",NA,NA,NA,"-43.754444","-18.292222",NA,NA,NA,NA,NA
"203","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"Riedel, L","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Serra da Lapa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in monte Itacolumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in eadem prov.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","alibi in confinio provinciae S. Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"Martins, AB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","prope Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Habitat locis editis campestribus prov. S. Pauli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"In altis campis ad Morromudo Lobo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2017-09-11 17:12:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orobanchaceae","Gerardia","brachyphylla","Gerardia brachyphylla","Cham. & Schltdl.",NA,"Martins, AB","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in montinbus districtus adamantium altitudine supra Oceanum 3 - 6000 pedum",NA,NA,NA,NA,NA,"Pl. Oreas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-04 09:02:30-03","IBt","SP","179053","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Amaral, MCE","CFSC8382","1982","04","22",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-02-04 09:02:30-03","IBt","SP","179061","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Cordeiro, I","CFSC7528","1981","10","06",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-04 09:02:30-03","IBt","SP","179062","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Menezes, NL","CFSC7304","1975","10","08",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-04 09:02:30-03","IBt","SP","179066","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Cordeiro, I","CFSC8183","1982","03","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-04 09:02:30-03","IBt","SP","184759","S","Plantae",NA,NA,"Orobanchaceae","Agalinis","brachyphylla","Agalinis brachyphylla","(Cham. & Schltdl.) D'Arcy",NA,"Furlan, A","CFSC8461","1982","04","23",NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
