"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","infraspecificEpithet"
"51","2020-11-12 17:00:54-03","UEL","FUEL","11183","PreservedSpecimen","Plantae","Tracheophyta","Magnoliales","Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Martins, FR; et al.","236","1980","10",NA,"Brasil","Minas Gerais","Poços de Caldas","Mata da Colina","-46.564722","-21.838889",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA
"52","2019-11-01 14:52:21-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Maas, PJM","Hoehne, FC","Herb.24594","1914","12","Southern America","Brasil","Rio de Janeiro",NA,"Morro da Babilônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-05-06 11:51:54-03","UFU","HUFU","55123","S","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Souza, M.C.","426","2006","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Estadual da Pedra Branca, Bairro Campo Grande - Rio da Prata. Morro Cabuçu.","-43.2075004577637","-22.9027996063232",NA,"Árvore, ca. 5 m. Flores.","HUFU00001066",NA,"14",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Annonaceae","Guatteria","apodocarpa","Guatteria apodocarpa","Mart.",NA,"Martius, CFP","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Crescit in silvis montium tractus Serra dos Orgãos, in prov. Sebastianopolitana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Schott, HW","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in Serra Tinguá , prov. Sebastianopolinae",NA,NA,NA,NA,NA,"P13P1N0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Sellow, F","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Cerscit in Gabia et alibi in collibus silva consitis prope Sebastianopolin",NA,NA,NA,NA,NA,"P13P1N0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Lhotsky, J","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Cerscit in Gabia et alibi in collibus silva consitis prope Sebastianopolin",NA,NA,NA,NA,NA,"P13P1N0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:06:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.",NA,"Martius, CFP","s.n.",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Cerscit in Gabia et alibi in collibus silva consitis prope Sebastianopolin",NA,NA,NA,NA,NA,"P13P1N0006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 09:58:17-03","IBt","SP","24594","S","Plantae",NA,NA,"Annonaceae","Annona","parviflora","Annona parviflora","(A.St.-Hil.) H.Rainer","Mamede, MCH","Hoehne, FC","s.n.","1914","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Morro da Babilônia","-43.2075004577637","-22.9027996063232",NA,NA,"SP007097","SP007097",NA,NA,NA,"57442","auto",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA
"60","2015-09-20 14:27:32-03","UM","RECOLNAT_UM_MPU","MPU010757","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,"Brésil",NA,NA,"Bois vierges à la montagne de Tejuca près Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu010757' target='other'> <mi>dwc_moreinfo</mi></a>","MPU010757","MPU010757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA
"61","2014-09-23 10:56:40-03","G","G","G00226054","S","Plantae",NA,NA,"Annonaceae","Rollinia","parviflora","Rollinia parviflora","A. St.-Hil.","Maas, P. J. M. & L. Y. T. Westra","Lhotsky, J.",NA,"1832",NA,"AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"-42.9125","-22.48222222",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=195656&base=img&lang=en","G00226054","G00226054","00",NA,NA,NA,NA,NA,NA,"1988","01","01","SYNTYPUS of Rollinia parviflora var. latifolia Mart.","-42.9125","-22.48222222",NA,NA,NA
