"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","recordNumber","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","relatedCatalogItem","fieldNumber","infraspecificEpithet","sex"
"100","2019-11-21 10:02:40-03","IBt","SP","169986","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","L.B.Sm.","Wanderley, MGL; Sousa, GM","Wanderley, MGL","1978","11","02","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 142 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,NA,"SP051923","SP051923",NA,NA,"2002",NA,NA,"31264",NA,NA,"auto",NA,NA,NA,"CFSC5756",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:02:40-03","IBt","SP","175573","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","L.B.Sm.","Wanderley, MGL; Sousa, GM","Wanderley, MGL","1980","09",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Planta cultivada em São Paulo - SP. Floresceu pela 1ª vez em 19/11/1982","-43.7449989318848","-19.513599395752",NA,NA,"SP051921","SP051921",NA,NA,"2000",NA,NA,"31264",NA,NA,"auto",NA,NA,NA,"408",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:02:40-03","IBt","SP","423601","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","L.B.Sm.","Louzada, RB","Louzada, RB; et al.","2009","11","19","Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Afloramento rochoso próximo à população de Vellozia gigantea.","-43.7144012451172","-19.1688995361328",NA,NA,"SP051910","SP051910",NA,NA,NA,NA,NA,"26557",NA,NA,"auto",NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:02:40-03","IBt","SP","179524","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana bahiana","L.B.Sm.","Wanderley, MGL","Menezes, NL; Hensold, N","1981","11","03","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 133 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,NA,"SP051925","SP051925",NA,NA,"1983",NA,NA,"26557",NA,NA,"auto",NA,NA,NA,"CFSC7693",NA,NA,NA,NA,NA,NA,"bahiana",NA
"104","2019-11-21 10:02:40-03","IBt","SP","332870","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","L.B.Sm.","Forzza, RC","Forzza, RC","1995","10","27","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Local Vellozia gigantea.","-43.7144012451172","-19.1688995361328",NA,NA,"SP051913","SP051913",NA,NA,"1998","09",NA,"26557",NA,NA,"auto",NA,NA,NA,"134",NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-21 10:02:40-03","IBt","SP","31170","S","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana","L.B.Sm.",NA,"Hoehne, FC","1933","11","17","Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,"SP051920","SP051920",NA,NA,"1934","10","26","27258",NA,"Flor azul","auto",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-21 10:02:40-03","IBt","SP","138182","S","Plantae","Bromeliaceae","Neoregelia","hatschbachii","Neoregelia hatschbachii","L.B.Sm.","Smith, LB","Hatschbach, G; Pelanda, P","1971","11","14","Brasil","Minas Gerais","Diamantina","Guinda, afloramentos rochosos","-43.6002998352051","-18.2493991851807",NA,NA,"SP001797","SP001797",NA,NA,"1972",NA,NA,"101169",NA,"Planta avermelhada. Flor alvacenta, ápice anilada","auto",NA,NA,NA,"27945","1300","1300",NA,"Isotype",NA,NA,NA,NA
"107","2010-08-16 16:43:42-03","GH","HU-HERB","GH 00029146","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana viridis","L. B. Smith",NA,"M. B. Foster & R. Foster","1940","7","10","Brazil","Minas Gerais",NA,"Bello Horizonte, Municipio de Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,"573","1300",NA,NA,"Type",NA,"573","viridis","undetermined"
"108","2010-08-16 16:43:33-03","GH","HU-HERB","GH 00029147","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana viridis","L. B. Smith",NA,"M. B. Foster & R. Foster","1940","7","10","Brazil","Minas Gerais",NA,"on Serra de Piedade. Bello Horizonte, Municipio de Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,"573","1300",NA,NA,"Isotype",NA,"573","viridis","undetermined"
"109","2010-08-16 16:43:42-03","GH","HU-HERB","GH 00029146","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana viridis","L. B. Smith",NA,"M. B. Foster & R. Foster","1940","7","10","Brazil","Minas Gerais",NA,"Bello Horizonte, Municipio de Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,"573","1300",NA,NA,"Type",NA,"573","viridis","undetermined"
"110","2010-08-16 16:43:33-03","GH","HU-HERB","GH 00029147","PreservedSpecimen","Plantae","Bromeliaceae","Neoregelia","bahiana","Neoregelia bahiana viridis","L. B. Smith",NA,"M. B. Foster & R. Foster","1940","7","10","Brazil","Minas Gerais",NA,"on Serra de Piedade. Bello Horizonte, Municipio de Caete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,"573","1300",NA,NA,"Isotype",NA,"573","viridis","undetermined"
