"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","individualCount","relatedCatalogItem"
"48","2021-02-25 10:13:26-03","CVRD","CVRD","5166","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Lúcia d'Avila Freires de Carvalho","1998","05","05","Folli, D.A.","1995","01","31","BRASIL","ES","Venda Nova do Imigrante","Próximo a casa na chapada.","-41.1347007751465","-20.3397006988525","15909","<ll>dwc_commonname:</ll> Jurubeba coração","auto","2529","América do Sul",NA,"CVRD005166",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"49","2019-11-13 11:32:02-03","USP","SPF","68143","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Stehmann, JR","2019","09",NA,"Simão-Bianchini, R","1989","10","24","Brasil","Minas Gerais","Caparaó",NA,"-41.9043998718262","-20.523099899292","15056",NA,"auto","236",NA,NA,"SPF00068143",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-10-07 09:18:05-03","UEFS","HUEFS","75220","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Lombardi, J.A.","1999","07","10","Brasil","Minas Gerais",NA,"Fervedouro: Parque Estadual da Serra do Brigadeiro","-42.483889","-20.716111",NA,NA,NA,"3071",NA,NA,"HUEFS0075220","HUEFS0075220","1400","1400","Asteranae","42W29'2''","20S42'58''",NA,NA,NA
"51","2019-10-07 09:18:05-03","UEFS","HUEFS","41647","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","J.R.Stehmann","1999","08",NA,"Souza, V.C.","1990","07","08","Brasil","São Paulo","Ilhabela","Ilha de São Sebastião. Estrada entre a Vila de Ilhabela e a Praia de Castelhanos.","-45.3499984741211","-23.7700004577637","23719","Beira de Mata.","auto","1939",NA,NA,"HUEFS0041647","HUEFS0041647",NA,NA,"Asteranae",NA,NA,NA,NA,NA
"52","2020-04-07 16:32:46-03","IAC","IAC","29349","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","J.R. Stehmann & L.L. Giacomin","2011","09","12","L.S. Leoni","1989","08","25","Brasil","Minas Gerais","Carangola","Serra da Conceição, cresce no interior da mata de encosta, ao lado da picada","-42.0294","-20.7331",NA,NA,NA,"842",NA,NA,NA,NA,NA,NA,NA,"-42.0294","-20.7331",NA,NA,NA
"53","2020-04-07 16:32:46-03","IAC","IAC","31689","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","J.R. Stehmann & L.L. Giacomin","2011","09","12","L.S. Leoni","1995","09","29","Brasil","Minas Gerais","Caparaó","Parque Nacional, Vale verde, do lado do córrego","-41.9044","-20.5231",NA,NA,NA,"3073",NA,NA,NA,NA,NA,NA,NA,"-41.9044","-20.5231",NA,NA,NA
"54","2020-07-23 12:23:00-03","CEPLAC","CEPEC","133326","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata",NA,"J. R. Stehmann",NA,NA,NA,"A. K. L. Venda","1988","05","04","Brasil","Minas Gerais","Alto caparaó","Alto Jequitibá, Parque Nacional do Caparaó, Estrada para Cachoeira Bonita.","-41.843333","-20.409167",NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,"41W50'36","20S24'33",NA,NA,"03/12/2010"
"55","2020-07-23 12:23:00-03","CEPLAC","CEPEC","49554","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata",NA,"Ma. de F. Agra",NA,NA,NA,"A. M. de Carvalho","1998","03","31","Brasil","Bahia","UNA","2Km ao S de Una, n a estrada p/ o distrito de Pedras.","-39.0752983093262","-15.2932996749878","36070",NA,"auto","3285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/10/1996"
"56","2020-07-23 12:23:00-03","CEPLAC","CEPEC","125363","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata",NA,"J. R. Stehmann & L.L.Giacomin",NA,NA,NA,"R. C. Forzza",NA,NA,NA,"Brasil","Espírito Santo","cariacica",NA,"-40.4199981689453","-20.2639007568359","18507","<ll>dwc_commonname:</ll>","auto","5260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2016-08-23 10:22:51-03","NHMLondon","NHM-LONDON-BOT","BM001120404","S","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","I.M.C. Rodrigues","2013",NA,NA,"L.L.Giacomin; T.M. Machado; F.S. Souza","2011","02","10","Brasil","Espírito Santo",NA,"Parque Nacional do Caparaó, trilha para Pedra Escorada","-41.762222","-20.555556",NA,NA,NA,"1249",NA,NA,NA,NA,NA,NA,NA,"-41.762222","-20.555556","NHMUK:ecatalogue:4340378",NA,NA
"58","2020-11-12 17:03:32-03","UEL","FUEL","35496","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Lombardi, JA","1999","07","10","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro","-42.2789001464844","-20.7255992889404","20038",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-08-20 15:00:35-03","UFSC","FLOR","39812","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Stehmann, J.R.","2010","12","03","Venda, A.K.L.; Forzza, R.C.; Stehmann, J.R. & Amorim, A.M.","2010","12","03","Brasil","Minas Gerais","Alto Caparaó","Estrada para Cachoeira Bonita, Parque Nacional do Caparaó.","-41.843333","-20.409167",NA,"arbusto, flor cálice verdeverde. Folhas verdes. Recebida de BHCB 147108.",NA,"52",NA,NA,"FLOR0039812",NA,"1774","1774",NA,"41º50'36''W","20º24'33''S",NA,NA,NA
"60","2019-11-21 10:19:21-03","IBt","SP","192240","S","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Stehmann, JR","2019","09","18","Sugiyama, M; Custodio Filho, A","1983","07","07","Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,NA,NA,"300",NA,NA,"SP115014","SP115014","890","950",NA,"-45.866667","-23.633333",NA,NA,NA
"61","2021-02-04 09:02:38-03","IBt","SP","123500","S","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Kuhlmann, M",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"3122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-02-04 09:02:38-03","IBt","SP","115778","S","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek",NA,NA,NA,NA,"Mattos, J","1966","05","24","Brasil","São Paulo","Caraguatatuba",NA,"-45.4099998474121","-23.6200008392334","30093",NA,"auto","13740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:19:21-03","IBt","SP","304539","S","Plantae",NA,NA,"Solanaceae","Athenaea","cuspidata","Athenaea cuspidata","Witasek","Stehmann, JR","2019","09","18","Bartolomeu, J","1951","07","17","Brasil","São Paulo","Registro","Sitio N. S. da Vitória. Morro.","-47.8400001525879","-24.4799995422363","25922",NA,"auto","s.n.",NA,NA,"SP115015","SP115015",NA,NA,NA,NA,NA,NA,NA,NA
