"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"549","2019-07-26 11:39:57-03","IPA","IPA","55482","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Coelho, P.","1993","12",NA,"Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,"Erva, flores amareladas.","IPA0055482",NA,NA,NA,"55482","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","2019-07-26 11:39:57-03","IPA","IPA","55504","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Coelho, P.","1998","05",NA,"Brasil","Pernambuco","Ilha de Itamaracá","Lagoa do Lance, lado oeste.",NA,NA,NA,NA,"primeira coleta.","IPA0055504",NA,NA,NA,"55504","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","2019-02-15 11:39:57-02","IPA","IPA","56267","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Laurênio, A.","2004","05",NA,"Martins, L.","1994","05","29","Brasil","Rio Grande do Norte",NA,"Tibau do Sul. Santuário Ecológico de PiPA. Praia de PIPA.",NA,NA,NA,NA,NA,"IPA0056267",NA,NA,NA,"256A","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","2019-02-15 11:39:57-02","IPA","IPA","58047","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Alves, M.; Costa e Silva, M.B.; Bezerra-Loiola, M.I.; Gomes, V.; Gonçalves, F.; Costa e Silva, M.B.; Bezerra-Loiola, M.I.; Gomes, V.; Gonçalves, F.","1997","10","19","Brasil","Bahia","Andaraí","Rio Paraguassú, ao longo da rodovia para Mucugê. Mata ciliar leito arenoso do Rio.","-41.316667","-12.816667","-41.316667","-12.816667","Arbusto ca. 1,5m de altura. Freqüente.","IPA0058047",NA,NA,NA,"1139","Southern America",NA,NA,NA,"Plantae",NA,"370","370",NA,NA,NA,NA,NA,NA
"553","2019-02-15 11:39:57-02","IPA","IPA","61749","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Souza, A.","1976","10","10","Brasil","Rio de Janeiro",NA,"Recreio Bandeirantes, Pedra Itauna.",NA,NA,NA,NA,"Subarbusto ca. 50cm. Inflorescência, flores masculinas amarelas com eixo verde.; Solo arenoso de restinga.","IPA0061749",NA,NA,NA,"69","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","2019-02-15 11:39:57-02","IPA","IPA","79256","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Alves-Araújo, A.","2007","07","18","Alves-Araújo, A.; Melo, A.; Albuquerque, N.A.; Melo, A.; Albuquerque, N.A.","2007","04","24","Brasil","Pernambuco","Igarassu","Usina São José, Mata de Piedade, borda da mata.","-38.1375","-8.256944","-38.1375","-8.256944","Erva com flores masculinas vermelhas. Látex alvo, abundante.; Mata Atlântica.","IPA0079256",NA,NA,NA,"221","Southern America",NA,NA,NA,"Plantae",NA,"178","178",NA,NA,NA,NA,NA,NA
"555","2019-02-15 11:39:57-02","IPA","IPA","66829","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Lira, S.S.; Zickel, C.S.; Almeida, E.B.; Medeiros, D.; Zickel, C.S.; Almeida, E.B.; Medeiros, D.","2002","04","30","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no fruticeto aberto não inundável da restinga.","-35.095","-8.714444","-35.095","-8.714444","Arbusto ca. 80cm de altura; flores minúscula vermelha.; Vegetação arbustiva com árvores esparsa. Solo arenoso.","IPA0066829",NA,NA,NA,"342","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","2019-02-15 11:39:57-02","IPA","IPA","66830","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Cantarelli, J.R.; Medeiros, D.; Almeida, E.B.; Lira, S.S.; Zickel, C.S.; Medeiros, D.; Almeida, E.B.; Lira, S.S.; Zickel, C.S.","2001","09","26","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, campo aberto não inundpavel.","-35.094167","-8.7175","-35.094167","-8.7175","Herbácea ca. 0,6m de altura. Caule vermelho-esverdeado. Flores femininas esverdeadas e flores masculinas avermelhadas.; Vegetação herbácea arbustiva. solo arenoso.","IPA0066830",NA,NA,NA,"592","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","2019-02-15 11:39:57-02","IPA","IPA","66831","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Lira, S.S.; Cunha, V.V.; Santos, S.M.; Lins, N.B.; Cunha, V.V.; Santos, S.M.; Lins, N.B.","2002","06","17","Brasil","Pernambuco","Tamandaré","Restinga de Ariquindá, no campo aberto não inundável da restinga.","-35.095","-8.714444","-35.095","-8.714444","Erva ca. 50cm de altura; flores minúscula vermelha; fruto imaturo verde.","IPA0066831",NA,NA,NA,"368","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","2019-02-15 11:39:57-02","IPA","IPA","78960","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Gallindo, F.","2016","02","15","Sobral-Leite, M.; Wanderley, A.M.; Wanderley, A.M.","2008","05","18","Brasil","Pernambuco","Cabo de Santo Agostinho","Pedra do Cayango, Litoral. Entre os engenhos Megahype e Cayango.","-35.004722","-8.227222","-35.004722","-8.227222","Erva ereta e pouco ramificada em ilhas de solo no afloramento. Plena floração. Inflorescências espinescentes e axilares. Flores diminutas de coloração esverdeada.; Afloramento rochoso em meio a Floresta Ombrófila Densa das Terras Baix","IPA0078960",NA,NA,NA,"783","Southern America",NA,NA,NA,"Plantae",NA,"112","112",NA,NA,NA,NA,NA,NA
"559","2019-02-15 11:39:57-02","IPA","IPA","79247","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Alves-Araújo, A.","2007","07","18","Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Marques, J.S.; Albuquerque, N.A.","2007","05","09","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata.","-35.020833","-7.793889","-35.020833","-7.793889","Erva terrestre, flores verdes.; Mata Atlântica.","IPA0079247",NA,NA,NA,"230","Southern America",NA,NA,NA,"Plantae",NA,"130","130",NA,NA,NA,NA,NA,NA
"560","2019-02-15 11:39:57-02","IPA","IPA","79336","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Araújo, D.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.","2007","03","22","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata..","-34.608333","-7.785556","-34.608333","-7.785556","Erva. Frutos diminutos alvos.; Mata Atlântica.","IPA0079336",NA,NA,NA,"201","Southern America",NA,NA,NA,"Plantae",NA,"100","100",NA,NA,NA,NA,NA,NA
"561","2019-02-15 11:39:57-02","IPA","IPA","79361","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.",NA,NA,NA,NA,"Araújo, D.; Alves-Araújo, A.; Marques, J.S.; Melo, A.; Alves-Araújo, A.; Marques, J.S.; Melo, A.","2007","06","15","Brasil","Pernambuco","Igarassu","Usina São José, Mata dos Macacos, borda da mata.","-35.015278","-7.780278","-35.015278","-7.780278","Erva ereta. Flores diminutas brancas.; Mata Atlântica.","IPA0079361",NA,NA,NA,"296","Southern America",NA,NA,NA,"Plantae",NA,"160","160",NA,NA,NA,NA,NA,NA
"562","2019-02-15 11:39:57-02","IPA","IPA","81874","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Cano, O.; et al.; et al.","2007","07","26","Brasil","Bahia","Palmeiras","Chapada Diamantina, Estrada Palmeiras - Guiné, gerais do alto da serra. Vila de Lavrinhas.","-41.581944","-12.571639","-41.581944","-12.571639","Erva, ca. 20cm de altura. Flores verde a vináceas.; Caatinga / Cerrado.","IPA0081874",NA,NA,NA,"871","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","2019-02-15 11:39:57-02","IPA","IPA","81875","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Cano, O.; et al.; et al.","2007","07","26","Brasil","Bahia","Palmeiras","Chapada Diamantina, Estrada Palmeiras - Guiné; gerais do alto da serra.","-41.581944","-12.571639","-41.581944","-12.571639","Erva delicada ca. 15cm de altura; flores amarelas e brancas.; Caatinga/Cerrado.","IPA0081875",NA,NA,NA,"872","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","2019-02-15 11:39:57-02","IPA","IPA","82425","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Cano, O.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.; Alcina Viana; Rita, M.; Irapuan, J.; Ferreira, L.C.; et al.","2007","07","18","Brasil","Pernambuco","Buíque","Vale do Catimbau, Na decida do lajeiro, entre rochas","-37.24","-8.568333","-37.24","-8.568333","Arbusto pequeno ca. de 1m a 1,5m de altura","IPA0082425",NA,NA,NA,"769","Southern America",NA,NA,NA,"Plantae",NA,"870","870",NA,NA,NA,NA,NA,NA
"565","2019-02-15 11:39:57-02","IPA","IPA","90708","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Gallindo, F.; Cano, O.","2016","02","15","Sobral-Leite, M.; Wanderley, A.M.; Wanderley, A.M.","2008","05","18","Brasil","Pernambuco","Cabo de Santo Agostinho","entre os Engenhos Megahype e Cayango, Pedra do Cayango.","-34.983611","-8.200278","-34.983611","-8.200278","Erva erta e pouco ramificada em ilhas de solo no afloramento. Plena floração. Inflorescências espinescentes e axilares. Flores diminutas de cor esverdeada.&nf;&nf;; Afloramento rochoso.","IPA0090708",NA,NA,NA,"783","Southern America",NA,NA,NA,"Plantae",NA,"112","112",NA,NA,NA,NA,NA,NA
"566","2019-07-26 11:39:57-03","IPA","IPA","87147","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L dos SD","2012","02","15","Fernández, A.; Prado, M.A.; Prado, M.A.","1996","10",NA,"Venezuela","Monagas","Ezequiel Zamora","Sabanas 6-7 km al SE de Punta de Mata, 1 km al N del río Amana.","-63.5","9.833333","-63.5","9.833333","Hierba en zanja con petróleo. Bajo cubierta de cyperaceas. Flores blancas, frutos verdes.","IPA0087147",NA,NA,NA,"78994","Southern America",NA,NA,NA,"Plantae",NA,"160","160",NA,NA,NA,NA,NA,NA
"567","2019-02-15 11:39:57-02","IPA","IPA","91888","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, M.A.","2017","08","03","Sousa, M.A.C.","2017","04","20","Brasil","Pernambuco","Araçoiaba","Conglomerado do Inventário Florestal Nacional.&nf; PE_40 , 4-9-H","-35.1","-7.74","-35.1","-7.74","Herbácea.","IPA0091888","IPA0091888",NA,NA,"138","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","2019-02-15 11:39:57-02","IPA","IPA","56332","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Alves, M.; et al.; et al.","1997","10","19","Brasil","Bahia","Andaraí","Rio Paraguassú ao longo da rodovia para Mucugê. Mata ciliar-leito arenoso do rio.","-41.3314018249512","-12.8072004318237",NA,NA,"Arbusto com cerca de 1,5m de altura. Freqüente.","IPA0056332",NA,"58558","auto","1139","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","2019-02-15 11:39:57-02","IPA","IPA","43715","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Laurênio, A.","2004","05",NA,"Fotius, G.","1984","01","19","Brasil","Bahia","Irecê","Córrego seco beira estrada (calcário bambui).","-41.8558006286621","-11.3042001724243",NA,NA,"Erva anual 30-40 cm altura. Verde claro quase concolor. Partes jovens e base d Flor verde, estames amarelos. Fruto verde avermelhado. Fl2 - Fr2.","IPA0043715",NA,"19644","auto","3690","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","2019-02-15 11:39:57-02","IPA","IPA","54162","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Pinto, G.C.P.; et al.; et al.","1983","11","13","Brasil","Bahia","Itaberaba","Serra do Orobó, Fazenda Monte Verde.","-40.3069000244141","-12.5275001525879",NA,NA,"Flores esverdeadas.; Mata Estacional Semidecidual.","IPA0054162",NA,"39857","auto","387","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","2019-02-15 11:39:57-02","IPA","IPA","88927","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Cano, O.; Silva, L.B. da","2013","10",NA,"Silva, L.B. da","2012","05","17","Brasil","Ceará","Barbalha","Chapada do Araripe, Flona - Floresta Nacional do Araripe.","-39.30419921875","-7.31111001968384",NA,NA,"Arbusto; frutos verdes. Material em estudo na UFRPE para Dissertação de Mestrado.; Caatinga / Mata úmida.","IPA0088927",NA,"22868","auto","s.n.","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","2019-02-15 11:39:57-02","IPA","IPA","60539","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Rodrigues, S.T.; Menezes, N.L.; Kawasaki, M.L.; Menezes, N.L.; Kawasaki, M.L.","1982","01","13","Brasil","Minas Gerais","Itambé do Mato Dentro","Serra Cabeça de Boi, 7 km da cidade.","-43.3210983276367","-19.414400100708",NA,NA,"Subarbusto, flores verdes.","IPA0060539",NA,"22479","auto","CFCR2827","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","2019-02-15 11:39:57-02","IPA","IPA","83163","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Souza, S.M.A.","2012","02","15","Rodrigues, S.M.; Félix, L.P.; Félix, L.P.","1994","05","19","Brasil","Paraíba","Mamanguape","Reserva Biológica Guaribas SEMAI","-35.1260986328125","-6.83861017227173",NA,NA,"Erva ramosa, ramos e folhas avermelhadas, inflorescência verde e avermelhada; frutos verdes avermelhados.; Locais abertos de tabuleiro.","IPA0083163",NA,"36853","auto","12","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","2019-07-26 11:39:57-03","IPA","IPA","31177","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Chiappeta, A.; Barreto, R.; Barreto, R.","1983","04","06","Brasil","Pernambuco","Igarassu","estrad da Usina São José.","-34.9063987731934","-7.83416986465454",NA,NA,"Erva ca. 40cm de altura; flores minúsculas vermelhas; frutos e cor verde com espículas vináceas.","IPA0031177",NA,"24709","auto","CFPE-489","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","2019-02-15 11:39:57-02","IPA","IPA","4214","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Pickel, B.","1930","10","28","Brasil","Pernambuco","São Lourenço da Mata","S. Bento. Canavial.","-35.0182991027832","-8.00222015380859",NA,NA,NA,"IPA0004214",NA,"21764","auto","2484","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","2019-02-15 11:39:57-02","IPA","IPA","6282","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Tavares, S.","1953","09","08","Brasil","Rio Grande do Norte","Nísia Floresta","vale do riacho do Jardim.","-35.2085990905762","-6.09111022949219",NA,NA,"Erva rara.","IPA0006282",NA,"17449","auto","272","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","2019-02-15 11:39:57-02","IPA","IPA","68453","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Miranda, A.M.; Silva, M.I.B.; Silva, M.I.B.","2004","11","18","Brasil","Bahia","Caravelas","Fazenda Céu Aberto","-39.2658004760742","-17.7318992614746",NA,NA,"Arbusto ca. 1m de altura; caule verde-amarronzado; folhas membranáceas; inflorescência amarelada; frutos imaturos verdes, na maturação marron.; Restinga arbustiva-subarbustiva; solo arenoso.","IPA0068453",NA,"106553","auto","4593","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","2019-02-15 11:39:57-02","IPA","IPA","27038","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Souza, S.M.A.","2012","02","15","Pinto, G.C.P.","1974","04",NA,"Brasil","Bahia","Conceição do Jacuípe","Em campo aberto.","-38.7667007446289","-12.3166999816895",NA,NA,"Espécie prostrada, muito ramificada.","IPA0027038",NA,"24133","auto","42263","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","2019-02-15 11:39:57-02","IPA","IPA","58623","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Félix, L.P.","1996","01","08","Brasil","Bahia","Morro do Chapéu","em carrasco, no caminho para o Morrão.","-41.1561012268066","-11.5500001907349",NA,NA,"Arbusto ramoso; flores verdes.","IPA0058623",NA,"98143","auto","7573","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","2019-02-15 11:39:57-02","IPA","IPA","26977","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Noblick, L.R.","1979","08","26","Brasil","Bahia","Salvador","Boca do Rio, dunas perto do aeroporto.","-38.510799407959","-12.9710998535156",NA,NA,NA,"IPA0026977",NA,"26018","auto","1542","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","2019-07-26 11:39:57-03","IPA","IPA","55599","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Rodrigues, S.T.","1995","10",NA,"Rodrigues, S.M.; et al.; et al.","1995","08","14","Brasil","Pará","Belém","EMBRAPA / CPATU.","-48.5043983459473","-1.4558299779892",NA,NA,NA,"IPA0055599",NA,"48462","auto","55599","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","2019-02-15 11:39:57-02","IPA","IPA","81489","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Souza, S.M.A.","2012","02","15","Maciel, J.R.; Silva, W.C. da; Silva, W.C. da","2003","11",NA,"Brasil","Pernambuco","Bonito","Beira da mata - estrada para as cachoeiras - Pedra do Rodeador.","-35.7285995483398","-8.47027969360352",NA,NA,NA,"IPA0081489",NA,"20932","auto","114","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2019-02-15 11:39:57-02","IPA","IPA","67375","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Sacramento, A.","1998","11","04","Brasil","Pernambuco","Cabo de Santo Agostinho","Restinga da Praia do Paiva, Distrito de Ponte dos Carvalhos","-35.0349998474121","-8.28666973114014",NA,NA,"Subarbusto ca. 0,9m de altura; em frutificação.","IPA0067375",NA,"25282","auto","592","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2019-07-26 11:39:57-03","IPA","IPA","50871","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Lima, V.C.; Rita, A.; Rita, A.","1987","03","26","Brasil","Pernambuco","Carpina",NA,"-35.2546997070312","-7.850830078125",NA,NA,NA,"IPA0050871",NA,"19558","auto","50871","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2019-02-15 11:39:57-02","IPA","IPA","42084","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Araujo, F.","1983","05","18","Brasil","Pernambuco","Parnamirim","no km 26 da estrada Parnamirim-Petrolina.","-39.5783004760742","-8.09055995941162",NA,NA,"Inflorescência com flores vermelhas.; Latossolo.","IPA0042084",NA,"69919","auto","49","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2019-02-15 11:39:57-02","IPA","IPA","19010","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Academia Brasileira de Ciências","1971","04","18","Brasil","Pernambuco","Petrolina","arredores de Petrolina.","-40.5008010864258","-9.39861011505127",NA,NA,"Erva 30cm, inflorescência verde.","IPA0019010",NA,"90462","auto","148","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2019-02-15 11:39:57-02","IPA","IPA","6263","S","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Oliveira, L. dos S.D","2012","02","15","Tavares, S.","1953","09","08","Brasil","Rio Grande do Norte","Nísia Floresta","próximo ao riacho do cinzeiro.","-35.2085990905762","-6.09111022949219",NA,NA,"Erva mais ou menos rara.","IPA0006263",NA,"17449","auto","247","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","2019-02-15 11:40:05-02","IPA","IPA","66249","S","Plantae","Euphorbiaceae","Sebastiania","corniculata","Sebastiania corniculata","(Vahl) Müll. Arg.",NA,NA,NA,NA,"Costa e Silva, M.B.; Bezerra-Loiola, M.I.; Bezerra-Loiola, M.I.","1996","10","18","Brasil","Bahia","Lençóis","Margem do Rio São José.","-41.3899993896484","-12.563099861145",NA,NA,"Erva.","IPA0066249",NA,"47385","auto","1401","Southern America",NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2019-08-27 13:29:07-03","IAP","PACA-AGP","69013","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","A. Laurênio","2003","04",NA,"M. L. Guedes","1984","12","02","Brasil","BA","Salvador","Dunas p. Abaete","-38.510799407959","-12.9710998535156",NA,NA,"Herb. ALCB 16093; 0,50m alt. Hábito: subarbusto","PACA069013",NA,"26018","auto","919",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"590","2019-08-27 13:29:07-03","IAP","PACA-AGP","50836.1","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","A. Laurênio","2003","04",NA,"Hatschbach, G.","1949","05","08","Brasil","PR","Paranaguá","Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"Habitat: in arenosis Fenofase: flor","PACA050836-1",NA,"24916","auto","1387",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"591","2019-08-27 13:29:07-03","IAP","PACA-AGP","69044","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","Cordeiro, I.","2017","11",NA,"F. Carneiro","1953","05","11","Brasil","PB","João Pessoa",NA,"-34.8630981445312","-7.11499977111816",NA,NA,"Euphorbiaceae. Herb. JPB 1832.","PACA069044",NA,"15975","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"592","2019-08-27 13:29:07-03","IAP","PACA-AGP","69454","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","A. Laurênio","2003","04",NA,"J. A. Jarenkow","1987","03","07","Brasil","SC","Florianópolis","Praia dos Ingleses","-48.5491981506348","-27.596700668335",NA,NA,"latescente; Herb. PEL 9795 Habitat: em restinga Hábito: trepadeira","PACA069454",NA,"27000","auto","683",NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
"593","2019-08-27 13:29:07-03","IAP","PACA-AGP","58478","PreservedSpecimen","Plantae","Euphorbiaceae","Microstachys","corniculata","Microstachys corniculata","(Vahl) Griseb.","A. Laurênio","2003","04",NA,NA,"1953","05","28","Brasil","SC","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,"HBR 7292 Habitat: in arenosis","PACA058478",NA,"27253","auto",NA,NA,NA,NA,NA,"Magnoliophyta","Euphorbiales",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
