"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","typeStatus","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"51","2010-04-23 21:34:00-03","MO","MOBOT","2228475","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Morrone, O., /07/","Osvaldo Morrone|Norma B. Deginani|Diego Giraldo-Cañas","Morrone 1802","1996","10","22","South America","Argentina","Corrientes","Santo Tomé","Ruta Prov. 40, 4 Km de Azara camino a Garruchos, cerca del Río Chimiray","-55.7","-28.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-06 16:03:00-03","MO","MOBOT","2250346","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Morrone, O.","Angel L. Cabrera|et al.","Cabrera 28759","1977","10",NA,"South America","Argentina","Misiones","Apóstoles","Esc. Agrotécnica","-55.7666667","-27.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"53","2015-08-23 05:45:00-03","MO","MOBOT","2293011","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Morrone, O.","S.A. Renvoize","Renvoize 3066","1978","10","12","South America","Argentina","Misiones","Apóstoles","San José, Escuela Agrotécnica P. Gentilini","-55.78333","-27.76666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2009-10-24 09:08:00-02","MO","MOBOT","2293036","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Morrone, O.","Fernando O. Zuloaga|et al.","Zuloaga 3066","1978","11","12","South America","Argentina","Misiones","Apóstoles","San José, Escuela Agrotécnica P. Gentilini","-55.76666","-27.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2018-06-27 09:19:00-03","MO","MOBOT","2476716","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","F.O. Zuloaga","Per Dusén","Dusén 10885","1910","11","29","South America","Brazil","Paraná",NA,"Desvio Ribas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"56","2011-06-13 20:40:00-03","MO","MOBOT","2948105","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Morrone, O.","Osvaldo Morrone|Liliana M. Giussani","Morrone 4291","2002","10","31","South America","Bolivia","Santa Cruz","Nuflo de Chavez","8 km de Concepción camino a San Antonio de Lomerio.","-62.01666","-16.16666","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2009-06-24 20:50:00-03","MO","MOBOT","2968543","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"Jason R. Swallen","Swallen 8363","1946","1","30","South America","Brazil","Paraná",NA,"Ponta Grossa, Paraná. Large tussocks in banhado, Estacao Experimental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2012-04-24 12:11:00-03","MO","MOBOT","2968708","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","P. Dusén","Per Dusén","Dusén 8918","1909","11","12","South America","Brazil","Paraná",NA,"Pinhaes in paliedosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"59","2009-06-24 20:50:00-03","MO","MOBOT","2971822","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"Jason R. Swallen","Swallen 8525","1946","2","12","South America","Brazil","Paraná",NA,"Curitiba, Paraná. Banhado, Estacao Experimental.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","2972419","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"Gert G. Hatschbach","Hatschbach 30654","1972","11","17","South America","Brazil","Paraná",NA,"Lageadinho (mun. S. Mateus do Sul) Paraná. Do brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2008-05-27 22:02:00-03","MO","MOBOT","2972766","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","D. Waashausen","Lyman B. Smith","Smith 15630","1971","12","4","South America","Brazil","Paraná",NA,"Mun. Palmas, 10 km northwest of Palmas. Slough",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2012-04-27 11:02:00-03","MO","MOBOT","2973091","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"L.T. Dombrowski","Dombrowski 5650","1974","12","26","South America","Brazil","Paraná",NA,"Capão da Imbuia- Curitiba-PR. Em campo- frequente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"63","2008-05-27 22:02:00-03","MO","MOBOT","2973170","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","P. Dusén","Per Dusén","Dusén 1189a","1914",NA,NA,"South America","Brazil","Paraná",NA,"Vila Vehla lois paludous.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2008-05-27 22:02:00-03","MO","MOBOT","2973397","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","L.B. Smith","Lyman B. Smith|Roberto M. Klein","Smith 13680","1964","12","6","South America","Brazil","Santa Catarina",NA,"Mun. Campo Erê: bog 6 km west of Campo Erê","-53.1","-26.36666","900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-09-12 05:00:02-03","US","US","2854688","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"B. Balansa","72",NA,NA,NA,"South America","Paraguay","Guairá",NA,"Villarrica.",NA,NA,NA,NA,NA,NA,"US00140634","US00140634_01",NA,NA,NA,"Monocotyledonae",NA,NA,"Type fragment",NA,NA,NA,NA,"1"
"66","2020-09-02 16:37:15-03","Cenargen","CEN","90358","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","J. F. M. Valls","José Francisco Montenegro Valls","15452","2010","04","23",NA,"Brasil","MS","TERENOS","Fazenda modelo da EMBRAPA/Gado de Corte, próximo à ferrovia Noroeste.","-54.789166","-20.559444","550","550","Unicata","Erva higrófila com folhas longas cilíndricas.","CEN00090358","CEN00090358","2013",NA,NA,NA,"08",NA,NA,NA,"-54.789166","-20.559444",NA,"1"
"67","2020-09-02 16:37:15-03","Cenargen","CEN","35558","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","S. A. Renvoize","Luisa Thereza Dombrowski","5650","1974","12","26",NA,"Brasil","PR","CURITIBA","PR - Capão da Imbuia.","-49.2731018066406","-25.4277992248535",NA,NA,"Exsicatas","Doação - Museu Botânico Municipal - Curitiba. PKDC 18918","CEN00035558","CEN00035558","1978","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"68","2020-09-02 16:37:15-03","Cenargen","CEN","51087","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"José Francisco Montenegro Valls","14802","2002","02","18",NA,"Brasil","RS","JULIO DE CASTILHOS","Ao longo e a leste da rodovia BR-158, cerca de 12 km ao sul do trevo de Júlio de Castilhos.","-53.6817016601562","-29.226900100708","550","550","Unicata","Higrófila. Dominante no banhado.","CEN00051087","CEN00051087",NA,"41205","auto",NA,NA,NA,NA,NA,"-5367361.0","-2933694.0",NA,"1"
"69","2020-09-02 16:37:15-03","Cenargen","CEN","25983","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","R. C. Oliveira &. J. F. M. Valls","Aylthon Brandão Joly",NA,"1947","11","22",NA,"Brasil","SP","SAO PAULO","Campos Vila Esperança.","-46.6300010681152","-23.5400009155273",NA,NA,"Exsicatas","Doação da Universidade de São Paulo - SPF (84288). Departamento de Botânica.","CEN00025983","CEN00025983","1999","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"70","2019-12-09 17:30:41-03","UFPR","EFC","10303","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Kozera, C.","Kozera, C.; Kozera, O.P.","3345","2006","11","25",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","830","830",NA,"Herbácea com folhas verde-azuladas, cerca de 1,80m, campo úmido.","EFC010303",NA,"2007",NA,NA,NA,"01","01",NA,NA,"-49.8071","-25.5527",NA,NA
"71","2019-12-09 17:30:41-03","UFPR","EFC","16562","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Canto-Dorow, T.","Kozera, S.; Sanches, A.","2522","2005","11","01",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8083","-25.5526","840","840",NA,"Contato com Estepe Gramíneo-Lenhosa, Formação Pioneira com influência fluvial. Herbácea cespitosa em transição campo hidromórfico/várzea","EFC016562",NA,"2007",NA,NA,NA,NA,NA,NA,NA,"-49.8083","-25.5526",NA,NA
"72","2019-12-09 17:30:41-03","UFPR","EFC","10293","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Canto-Dorow, T.","Kozera, C.; Sanches, A.","2522","2005","11","01",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","830","830",NA,"Herbácea cespitosa em transição campo hidromórfico/várzea.","EFC010293",NA,"2007",NA,NA,NA,"01","01",NA,NA,"-49.8071","-25.5527",NA,NA
"73","2019-11-13 11:28:58-03","USP","SPF","111740","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Rodrigues, RS","Ganev, W","2726","1993","12","30",NA,"Brasil","Bahia","Abaíra",NA,"-41.833333","-13.35","1530","1530",NA,NA,"SPF00111740","SPF00111740","2015",NA,NA,NA,"05",NA,NA,NA,"-41.833333","-13.35",NA,NA
"74","2019-11-13 11:28:58-03","USP","SPF","202948","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Rodrigues, RS","Pirani, JR","5734","2009","02","03",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra Talhada","-43.681667","-18.944","1419","1419",NA,NA,"SPF00202948","SPF00202948","2015",NA,NA,NA,"05",NA,NA,NA,"-43.681667","-18.944",NA,NA
"75","2020-08-20 14:59:52-03","UFSC","FLOR","53659","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Trevisan, R.; Campestrini, S.","Campestrini, S.; Trevisan, R.; Ferreira, J.P. & Venturi, S.","775","2013","11","25",NA,"Brasil","Paraná","Palmas","Área pertencente à REVIS de Campos de Palmas. Contato Leôncio.","-51.643056","-26.523611","1238","1238",NA,NA,"FLOR0053659",NA,"2014",NA,NA,NA,"01","28",NA,NA,"51º38'35''W","26º31'25''S",NA,NA
"76","2020-08-20 14:59:52-03","UFSC","FLOR","6493","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Rodrigues, R.S.","Smith, L.B.; Klein, R.M.","13653","1964","12","05",NA,"Brasil","Santa Catarina","Água Doce","Campo de Palmas, Near Paraná boundary, 20 km west of Horizonte.","-51.5560989379883","-26.9978008270264",NA,NA,NA,NA,"FLOR0006493",NA,"2017","52743","auto",NA,"02","21",NA,NA,NA,NA,NA,NA
"77","2020-08-20 14:59:52-03","UFSC","FLOR","6499","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Rodrigues, R.S.","Smith, L.B.; Klein, R.M.","13680","1964","12","06",NA,"Brasil","Santa Catarina","Campo Erê","6km west of Campo Êre.","-53.0780982971191","-26.3941993713379",NA,NA,NA,"flor narrow white inflrescencia","FLOR0006499",NA,"2017","24706","auto",NA,"02","21",NA,NA,NA,NA,NA,NA
"78","2020-08-20 20:41:37-03","UFSC","FLOR","634","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Swallen, J.R.","Klein, R.M.","3255","1962","12","05",NA,"Brasil","Santa Catarina","Curitibanos","Banhado de campo.","-50.584400177002","-27.2828006744385","900","900",NA,NA,"FLOR0000634",NA,"1964","25987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-08-20 20:41:37-03","UFSC","FLOR","625","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Swallen, J.R.","Klein, R.M.","3728","1962","12","10",NA,"Brasil","Santa Catarina","Irineópolis","Valões.","-50.7997016906738","-26.2385997772217","750","750",NA,"Abundante","FLOR0000625",NA,"1964","32192","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:54:05-03","UFRGS","ICN","069999","S","Plantae","Monocotyledon",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Canto-Dorow","Dombrowski, L Th","5457","1974","11","08","América do Sul","Brasil","PR","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Em campo úmido - frequente",NA,NA,"1994","25180","auto",NA,"02","02",NA,NA,NA,NA,NA,NA
"81","2021-03-22 16:23:40-03","FEPAGRO","BLA","9620","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","I. L. Barreto","L. A. Arzivenco",NA,"1975","04","12",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"Habitat: CrossotivaMato","BLA009620",NA,"1979",NA,NA,NA,"04","06",NA,NA,NA,NA,NA,NA
"82","2020-05-19 11:39:10-03","FEPAGRO","BLA","11471","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","J. F. M. Valls","J. F. M. Valls","157","1965","01","07",NA,"Brasil","Paraná","Ponta Grossa","Furnas","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"BLA011471",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-05-19 11:39:10-03","FEPAGRO","BLA","9103","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","I. L. Barreto","A. Pott & J. F. M. Valls",NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,NA,NA,"Exsicata sem Data de Coleta definida. Exsicata coletada na Primavera.Habitat: Dentro do banhado","BLA009103",NA,"1979","59498","auto",NA,"04","06",NA,NA,NA,NA,NA,NA
"84","2021-03-22 16:23:40-03","FEPAGRO","BLA","9357","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","I. L. Barreto","A. Normann-Kämpf & V. Gianluppi","646","1974","12","22",NA,"Brasil","Rio Grande do Sul","Tupanciretã","Estação Experimental","-53.8358001708984","-29.0806007385254",NA,NA,NA,"Habitat: Cultivado","BLA009357",NA,"1975","59498","auto",NA,"01","01",NA,NA,NA,NA,NA,NA
"85","2021-02-18 17:09:17-03","FEPAGRO","BLA","5069","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.",NA,"A. A. Araújo","301",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Tupanciretã","Posto Zootécnico da Serra","-53.8358001708984","-29.0806007385254",NA,NA,NA,"Data de Coleta: 01/1937.","BLA005069",NA,NA,"59498","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 10:16:23-03","IBt","SP","454469","S","Plantae",NA,NA,"Poaceae","Paspalum","erianthoides","Paspalum erianthoides","Lindm.","Rodrigues, RS","Aparecida da Silva, M","7821","2012","11","19",NA,"Brasil","Goiás","Cristalina","Margem direita da BR-040, km 101, 5 km antes da cidade em direção à Brasília.","-47.55","-16.766667","1035","1035",NA,NA,"SP036419","SP036419","2013",NA,NA,NA,"12","09",NA,NA,"-47.55","-16.766667",NA,NA
