"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"86","2020-11-04 11:09:32-03","ESALQ","ESA","65388","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Árbocz, G.F.","3345.0",NA,"Brasil","Mato Grosso","Barra do Garças",NA,"-52.2566986083984","-15.8900003433228",NA,NA,"ESA065388","ESA065388","Ceolin, G.B.","1997","01","01",NA,NA,NA,"123012","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"87","2020-11-04 11:09:32-03","ESALQ","ESA","66687","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C. et al.","24145.0",NA,"Brasil","Tocantins","Porto Nacional",NA,"-48.4171981811523","-10.7081003189087",NA,NA,"ESA066687","ESA066687 ESA066687_2","Ceolin, G.B.","2000","07","17",NA,NA,NA,"77281","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"88","2020-11-04 11:09:32-03","ESALQ","ESA","41011","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16718.0",NA,"Brasil","Mato Grosso","Alto Paraguai","11 Km WSW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Borda de savana florestada (cerradão) em área alagável.","-56.4824981689453","-14.5136003494263",NA,"Subescandente; flores rosa-forte.","ESA041011","ESA041011","Ceolin, G.B.","1997","05","20",NA,NA,NA,"78022","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"89","2020-11-04 11:09:32-03","ESALQ","ESA","41014","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16626.0",NA,"Brasil","Mato Grosso","Alto Paraguai","9 Km WSW (em linha reta) de Alto Paraguai. Estrada para Tira Sentido. Arredores da Serra da Bocaina. Savana arborizada (cerrado) com solo trecho bastante perturbado por pasto abandonado. Solo arenoso.","-56.4824981689453","-14.5136003494263",NA,"Arbusto, ca. 1 m alt.; flores róseas.","ESA041014",NA,NA,"1997","05","20",NA,NA,NA,"78022","auto","2002","06",NA,NA,NA,"01",NA,NA,NA
"90","2020-11-04 11:09:32-03","ESALQ","ESA","41010","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","17122.0",NA,"Brasil","Mato Grosso","Nobres","Arredores da Fazenda Quebó. Cerca de 37 Km ENE (em linha reta) de Nobres. Savana arborizada (cerrado) mais densa em topo de morro com solo férrico (canga).","-56.3274993896484","-14.7202997207642",NA,"Subarbusto, ca. 30 cm alt.; flores róseas.","ESA041010","ESA041010","Ceolin, G.B.","1997","05","24",NA,NA,NA,"176011","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"91","2020-11-04 11:09:32-03","ESALQ","ESA","36226","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14996.0",NA,"Brasil","Mato Grosso","Canarana","Estrada Água Boa -Nova Xavantina, Ca. 40 km após a entrada de Canarana. Savana arborizada (cerrado)","-52.2682991027832","-13.5522003173828",NA,"Erva; botões verdes.","ESA036226","ESA036226","Ceolin, G.B.","1997","03","23",NA,NA,NA,"125411","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"92","2020-11-04 11:09:32-03","ESALQ","ESA","41023","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14104.0",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 29km de São Félix do Araguaia. 190 m.s.m. Savana gramíneo-lenhosa (campo cerrado), utilizada como pasto.","-50.6693992614746","-11.6171998977661",NA,"Arbusto, ca. 50 cm alt.; corola rósea.","ESA041023","ESA041023",NA,"1997","03","14",NA,NA,NA,"290331","auto","2002","06",NA,NA,NA,"01",NA,NA,NA
"93","2020-11-04 11:09:32-03","ESALQ","ESA","41009","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14077.0",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 36 Km de São Félix do Araguaia. 180 m.s.m. Savana arborizada (cerrado aberto), com palmeiras abundantes no estrato herbáceo.","-50.6693992614746","-11.6171998977661",NA,"Subarbusto; flores rosa-forte.","ESA041009","ESA041009","Ceolin, G.B.","1997","03","14","180","180",NA,"290331","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"94","2020-11-04 11:09:32-03","ESALQ","ESA","41013","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","16988.0",NA,"Brasil","Mato Grosso","Diamantino","Fazenda Caeté (Parte da Fazenda Baronesa), 15 Km ESE (em linha reta) de Diamantino. Savana arborizada (Cerrado) sobre solo pedregoso, com trechos de canga.","-56.4460983276367","-14.4085998535156",NA,"Subarbusto, ca. 40 cm alt.; frutos imaturos verdes.","ESA041013","ESA041013","Ceolin, G.B.","1997","05","23",NA,NA,NA,"134442","auto","2009","11",NA,NA,NA,"06",NA,NA,NA
"95","2021-01-24 13:06:29-03","MN","R","8623","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Collaea","glaucescens","Collaea glaucescens","Benth.",NA,"Glaziou, A.F.M.","20926",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008623","R000008623_001",NA,"1889","02","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-01-14 15:29:23-03","MN","R","69916","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Zehntner, A.","480",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1912","10","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-01-14 15:29:23-03","MN","R","103230","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Smith, L.B.; Silva, S.L.O.e & Augusto, J.","6728",NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.916667","-19.666667",NA,"Museu Nacional Rio de Janeiro Smithsonian Institution",NA,NA,NA,"1952","04","30","835","835",NA,NA,NA,NA,NA,"43°55'W","19°40'S",NA,NA,NA,NA,NA
"98","2021-01-14 15:29:23-03","MN","R","131199","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Williams, L.O.; Assis, V.","5905",NA,"Brasil","Minas Gerais",NA,"Bento Pires",NA,NA,NA,NA,NA,NA,NA,"1945","03","13","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-01-14 15:29:23-03","MN","R","161356","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Irwin, H.S.; Santos, R.R.dos; Souza, R. & Fonseca, S.F.da",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Burkart, A.","1969","02","23","1000","1000",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-01-14 15:29:23-03","MN","R","23118","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Malme, G.O.A.","1675 a",NA,"Brasil","Mato Grosso",NA,"Santa Ana da Chapada",NA,NA,NA,"Herb. Brasil. Regnell. Musei bot. Stockholm. Plantae Itineris Regnelliani Iidi",NA,NA,NA,"1902","06","12",NA,NA,NA,NA,NA,"2006","03",NA,NA,NA,NA,NA,NA,NA
"101","2021-01-14 15:29:23-03","MN","R","69836","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Bang, A.M.","2084",NA,"Bolívia",NA,NA,NA,NA,NA,NA,"Museu Nacional Divisão de Botânica - Rio de Janeiro. Plantae Bolivianae - A Miguel Bang Lectae. Ex Herbario Collegii Columbiae, a N. L. Britton et H. H. Rusby distributae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006","03",NA,NA,NA,NA,NA,NA,NA
"102","2021-01-14 15:29:23-03","MN","R","65247","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hoehne, F.C.","215",NA,"Brasil",NA,"Caceres",NA,"-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,"Harius, H.","1908","08",NA,NA,NA,NA,"172193","auto","2011","05",NA,NA,NA,NA,NA,NA,NA
"103","2021-01-14 15:29:23-03","MN","R","31314","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Mexia, Y.","5557",NA,"Brasil","Minas Gerais","Corinto",NA,"-44.4564018249512","-18.3808002471924",NA,NA,NA,NA,"Malme, G.O.A.n","1931","04","07",NA,NA,NA,"49021","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-01-15 14:42:18-03","MN","R","43489","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Vidal, J.","I - 336",NA,"Brasil","Minas Gerais","São Sebastião do Paraíso",NA,"-46.9914016723633","-20.9169006347656",NA,NA,NA,NA,"Duarte, A.","1945","02",NA,NA,NA,NA,"24792","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"105","2021-01-14 15:29:23-03","MN","R","65248","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hoehne, F.C.","4775",NA,"Brasil","Mato Grosso","Cuiabá","Coxipó da Ponte","-56.0966987609863","-15.5960998535156",NA,"Comissão Rondon",NA,NA,"Hoehne, F.C.","1911","03",NA,NA,NA,NA,"74875","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"106","2021-01-14 15:29:23-03","MN","R","65249","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hoehne, F.C.","355",NA,"Brasil",NA,"Caceres","Jacobina","-57.6789016723633","-16.0706005096436",NA,"Comissão Rondon",NA,NA,"Hoehne, F.C.","1908","09",NA,NA,NA,NA,"172193","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"107","2021-01-14 15:29:23-03","MN","R","33130","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Mello Barreto, H.L.","5673",NA,"Brasil","Minas Gerais","Santa Luzia","Jaguara","-43.8513984680176","-19.7696990966797",NA,"Jardim Botanico de Bello Horizonte",NA,NA,"Mello Barreto, H.L.","1933","11","20",NA,NA,NA,"19939","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"108","2021-01-14 15:29:23-03","MN","R","29215","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Cochran, D.M.",NA,NA,"Brasil","Minas Gerais","Pirapora","Lassance","-44.9418983459473","-17.3449993133545",NA,NA,NA,NA,"Mus, V.S.N.","1935","03",NA,NA,NA,NA,"25004","auto","2006","03",NA,NA,NA,NA,NA,NA,NA
"109","2020-11-19 10:23:45-03","CPAP","CPAP","11424","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","6404",NA,"Brasil","MS","Corumbá","Fazenda Barrinhos; Sub-região da Nhecolândia; Pantanal - invernada Ponciano, cultivada há 6-7 anos","-56.433333","-18.916667",NA,"Subarbusto 0,5-1,3m de altura. FLOR: arroxeada. FRUTO: castanho. INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Ex-cerradão mesotrófico, com Brachiaria humidicola. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,NA,"1993","06","06","90","90",NA,NA,NA,NA,NA,"56°26' W","18°55' S",NA,NA,NA,NA,NA
"110","2020-11-19 10:23:45-03","CPAP","CPAP","11735","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","6542",NA,"Brasil","MS","Aquidauana","12,5 km Sul de Rio Negro na estrada MS-419 de Rio Negro a Aquidauana, Pantanal","-55.25","-19.466667",NA,"Erva subereta. Base do caule avermelhada, c/ xilopódio. Folha algo glauca. FLOR: vermelha. FRUTO: não visto. INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Cerradão ralo de Curatella, Hymenaea, Arthropogon. SUBSTRATO: solo arenoso. RELEVO: plano",NA,NA,NA,"1993","10","14","130","130",NA,NA,NA,NA,NA,"55°15' W","19°28' S",NA,NA,NA,NA,NA
"111","2020-11-19 10:23:45-03","CPAP","CPAP","13487","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","7112",NA,"Brasil","MS","Miranda","Secção Farinha Seca, fazenda Bodoquena S.A., rumo fazenda Jandaia, Serra da Bodoquena FAZ.","-56.833333","-20.116667",NA,"Subarbusto ereto 0,6m de altura, com xilopódio. FLOR: lilás. Estandarte com mancha clara na base (centro) e estriado na face e externa. FRUTO: não visto. INTERESSE: Forrageira. FREQUÊNCIA: Ocasional. AMBIENTE: Cerrado. SUBSTRATO: solo argiloso, regossolo",NA,NA,"R. Vanni","1995","03","19","400","400",NA,NA,NA,"1995",NA,"56°50' W","20°07' S",NA,NA,NA,NA,NA
"112","2020-11-19 10:23:45-03","CPAP","CPAP","14315","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","7279",NA,"Brasil","MT","Rondonópolis","4m de São Lourenço de Fátima na estrada MT-469 de São Lourenço de Fátima a BR-364","-54.902778","-16.285833",NA,"Arbusto 0,5-1,0m de altura. FLOR: arroxeada. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Vegetação secundária de mata semidecídua/cerradão. SUBSTRATO: solo argilo-arenoso. RELEVO: quase plano em vale.",NA,NA,NA,"1995","09","15","360","360",NA,NA,NA,NA,NA,"54°54'10'' W","16°17'09'' S",NA,NA,NA,NA,NA
"113","2020-11-19 10:23:45-03","CPAP","CPAP","15320","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","7704",NA,"Brasil","MT","Poconé","Km 25 na estrada MT-370, Poconé-Porto Cercado; Sub-região de Poconé; Pantanal","-56.448333","-16.3825",NA,"Arbusto 1,5m de altura. FLOR: lilás. FRUTO: imaturo. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Vegetação secundária de aterro de estrada em lixeiro (lixeiro = savana alagável de Curatella ou campo de murundu). SUBSTRATO: solo argiloso casca",NA,NA,NA,"1996","02","29","130","130",NA,NA,NA,NA,NA,"56°26'54'' W","16°22'57'' S",NA,NA,NA,NA,NA
"114","2020-11-19 10:24:02-03","CPAP","CPAP","19215","PreserverdSpecimen","Plantae",NA,NA,"Leguminosae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","9935",NA,"Brasil","MS","Aquidauana","Aldeia Limão Verde, 22Km Norte de Aquidauana; sopé do morro Vigia; Serra de Maracaju","-55.688333","-20.333056",NA,"Arbusto de caule delgadopouco ramificado, 2m de altura. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Cerrado denso.. SUBSTRATO: Solo litólico (arenito).. RELEVO: encosta íngreme..",NA,NA,"A.Pott","2002","05","05",NA,NA,NA,NA,NA,"2006","04","55°41'18W","20°19'59S",NA,NA,NA,NA,NA
"115","2020-11-19 10:23:45-03","CPAP","CPAP","208","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","1042",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333",NA,"Subarbusto ereto, 1,2m de altura, ramificado. FLOR: lilás. INTERESSE: Forrageira. AMBIENTE: Orla de cerrado, com Bromelia balansae, pouco alagável. SUBSTRATO: solo arenoso (Podzol Hidromorfico). RELEVO: plano.",NA,NA,NA,"1980","04","29","90","90",NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA
"116","2020-11-19 10:23:45-03","CPAP","CPAP","24944","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Silva, R. R.","1121",NA,"Brasil","MS","Corumbá","Serra de Santa Cruz, Planalto Residual do Urucum. Acesso pela estrada do Lago Azul. Campo Cerrado. Solo: minério de ferro.","-57.55","-19.216667",NA,"Subarbusto de 30cm de altura. Flores com estandarte verde externamente com estrias vináceas, lilás internamente, como asas e pétalas da quilha.",NA,NA,"R. R. Silva","2004","09","10","848","848",NA,NA,NA,"2004","09","57°33' W","19°13' S",NA,NA,NA,NA,NA
"117","2020-11-19 10:23:45-03","CPAP","CPAP","262","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","1117",NA,"Brasil","MS","Corumbá","Fazenda Santana; Sub-região do Paiaguás; Pantanal","-56.566667","-18.066667",NA,"Erva cespitosa. INTERESSE: Forrageira. AMBIENTE: Canjiqueirqal (savana alagável de Byrsonima orbignyana) - Borda de cerradão, com Bromelia balansae, não alaga. RELEVO: plano.",NA,NA,"A. Pott","1980","05","06","90","90",NA,NA,NA,"2000","10","56°34' W","18°04' S",NA,NA,NA,NA,NA
"118","2020-11-19 10:23:45-03","CPAP","CPAP","3272","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","2914",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333",NA,"Arbusto 0,5-1m de altura. FLOR: roxo claro. FRUTO: castanho. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Coronal (Elyonuretum), campo pouco alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,"A. Pott; V. J. Pott","1987","06","09","90","90",NA,NA,NA,"1987","06","56°39' W","18°59' S",NA,"13",NA,NA,NA
"119","2020-11-19 10:23:45-03","CPAP","CPAP","6112","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","4797",NA,"Brasil","MT","Poconé","Estação Experimental da Empa, atual Base Norte do Cpap, rio Piranema, Sub-região de Poconé, Pantanal","-56.633333","-16.283333",NA,"Arbusto 05 - 15 m de altura. FLOR: roxa. FRUTO: castanho. INTERESSE: Apícola; forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Savana alagável com Curatella, Byrsonima. SUBSTRATO: solo limo-arenoso. RELEVO: plano deprimido.",NA,NA,NA,"1989","05","17","110","110",NA,NA,NA,NA,NA,"56°38' W","16°17' S",NA,NA,NA,NA,NA
"120","2020-11-19 10:23:45-03","CPAP","CPAP","5493","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pott, A.","4369",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-57.6533012390137","-19.0091991424561",NA,"Subarbusto 07-18 m de altura. FLOR: arroxeada. FRUTO: castanho. INTERESSE: Forrageira; apícola. FREQUÊNCIA: Frequente. AMBIENTE: Borda de cordilheira (paleodique) com campo cerrado. SUBSTRATO: solo arenoso (podzol hidromórfico). RELEVO: plano convexo.",NA,NA,"A. Pott","1988","09","10","90","90",NA,"295160","auto","1988","09",NA,NA,NA,NA,NA,NA,NA
"121","2020-11-19 10:23:45-03","CPAP","CPAP","15250","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hatschbach, G.","62719",NA,"Brasil","MT","Diamantino","Diamantino, trevo para Alto Paraguai","-56.4460983276367","-14.4085998535156",NA,"Ereta, 70cm de altura. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo rochoso. RELEVO: .",NA,NA,"L. P. Queiroz","1995","05","13",NA,NA,NA,"134442","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-11-19 10:23:45-03","CPAP","CPAP","15083","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hatschbach, G.","62825",NA,"Brasil","MT","Pedra Preta","Rodovia BR-364, Serra da Petrovina","-54.4738998413086","-16.6231002807617",NA,"Ascendente. FLOR: lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Campo cerrado. SUBSTRATO: solo rochoso. RELEVO: encosta de morro.",NA,NA,"L. P. Queiroz","1995","05","16",NA,NA,NA,"67006","auto","1995",NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-11-19 10:23:45-03","CPAP","CPAP","24809","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Silva, R. R.","396",NA,"Brasil","MS","Ladário","Serra do Rabichão, Planalto Residual do Urucum. Acesso Fazenda Uruba. Interior de Floresta Estacional Decidual.","-57.6016998291016","-19.0046997070312",NA,"Arbusto trepador de 60cm de altura. Flores roxas. Fruto imaturo verde e maduro castanho.",NA,NA,"R. R. Silva","2003","10","22",NA,NA,NA,"23141","auto","2004","05",NA,NA,NA,NA,NA,NA,NA
"124","2020-11-19 10:23:45-03","CPAP","CPAP","20737","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Bueno Sobrinho, A.A.","108",NA,"Brasil","MT","Poconé","Fazenda Campo Largo; Sub-região de Poconé; Pantanal - invernada Maternidade","-56.6227989196777","-16.2567005157471",NA,"Erva ereta, 1m de altura. Planta com fungo na inflorescência. FLOR: lilás. FRUTO: verde. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Campo de Andropogon - inundável, próximo cerrado. SUBSTRATO: solo areno-siltoso. RELEVO: plano.",NA,NA,NA,"2004","07","29",NA,NA,NA,"200792","auto",NA,NA,"56 46' W","16 40' S",NA,NA,NA,NA,NA
"125","2019-02-22 11:46:38-03","IPA","IPA","40303","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Gardner, G.","1556","Southern America","Brasil","Ceará",NA,"Woods near Crato",NA,NA,NA,NA,"IPA0040303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-02-22 11:46:38-03","IPA","IPA","40304","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Gardner, G.","2539","Southern America","Brasil","Piauí",NA,"Paranagoá",NA,NA,NA,NA,"IPA0040304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-02-22 11:46:38-03","IPA","IPA","6035","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Andrade-Lima","53-1615","Southern America","Brasil","Pará","Monte Alegre","Ilha de campo entre o povoado e a Serra do Ereré","-54.0691986083984","-2.00778007507324",NA,"Erva semi-lenhosa ca. 1,5m. Flores róseas com estrias. Dorso das folhas mais claro. Em solo piçarrento entre gramíneas e arbustos isolados","IPA0006035",NA,"Ducke, A.","1953","05","17",NA,NA,NA,"279177","auto","1953",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-02-22 11:46:38-03","IPA","IPA","26828","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2498","Southern America","Brasil","Pernambuco","Bodocó","BR-122 Ouricuri - Exu, km 29. Solo arenoso","-39.9411010742188","-7.77832984924316",NA,"Ereto. Flor vermelho-escuro. Fruto verde. Folhas alternas. Independente. Forrageiro. Rara","IPA0026828",NA,NA,"1980","05","22","490","490",NA,"50218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-02-22 11:46:38-03","IPA","IPA","4055","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Pickel, B.","672","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, várzea","-35.0182991027832","-8.00222015380859",NA,"Pequeno arbusto com flores róseas","IPA0004055",NA,"Hoehne, F.C.","1924","04",NA,NA,NA,NA,"21764","auto","1927","04",NA,NA,NA,"06",NA,NA,NA
"130","2019-02-22 11:46:38-03","IPA","IPA","26815","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2588","Southern America","Brasil","Piauí","Oeiras","Oeiras - Floriano (PI), Br-230 a 5km de Oeiras. Solo arenoso","-42.1310997009277","-7.0252799987793",NA,"Erecta. Fruto marrom. Folhas alternas. Flor . Independente. Forrageiro. Rara","IPA0026815",NA,NA,"1980","05","25",NA,NA,NA,"54774","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
