"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"381","2020-03-05 14:11:42-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Magnoliidae","Fabales","Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Carniello, MA; Cruz, WJA","3481","América","Brasil","Mato Grosso","Cáceres","Comunidade Mata Escura, Fazenda Lagoa do Mato","-57.794","-16.075417",NA,"Projeto: Determinação da capacidade de suporte e levantamento botânico de pastagens nativas e cultivadas em áreas secas e alagáveis do Pantanal de Cáceres - MT",NA,NA,"Carniello, MA","2010","05","04",NA,NA,NA,NA,NA,"2010","05","-57.794","-16.075417",NA,"04",NA,NA,NA
"382","2021-02-18 10:13:46-03","UNITINS","HUTO","6196","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Bastos, M.N.C.","2054",NA,"Brasil","Pará","São Geraldo do Araguaia","Morro 3","-48.5550003051758","-6.40055990219116",NA,"Arbusto de 1,50m de altura; flores lilás.; Campo cerrado.","HUTO006196",NA,NA,"1995","06","15",NA,NA,NA,"72333","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","2021-02-18 10:13:46-03","UNITINS","HUTO","583","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth.",NA,"Santos, E.R.","395",NA,"Brasil","Tocantins","Palmas","Sub-bacia do Ribeirão São João","-48.172222","-10.405833",NA,"Flor de cálice vinho, pétalas vinho e frutos imaturos verde; Mata de galeria (proximidades)","HUTO000583","HUTO000583",NA,"2006","06","19",NA,NA,NA,NA,NA,NA,NA,"-48.172222","-10.405833",NA,NA,NA,NA,NA
"384","2020-05-08 11:12:31-03","UEFS","HUEFS","20488","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hatschbach, G.","62825",NA,"Brasil","Mato Grosso","Pedra Preta",NA,"-54.4738998413086","-16.6231002807617",NA,NA,"HUEFS0020488",NA,"L.P.de Queiroz","1995","05","16",NA,NA,NA,"67006","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"385","2020-05-08 11:12:31-03","UEFS","HUEFS","14383","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens var. glaucescens","Kunth",NA,"Carvalho, A.F.","373",NA,"Brasil","Minas Gerais","Ubaí",NA,"-44.7780990600586","-16.2852993011475",NA,NA,"HUEFS0014383","HUEFS0014383",NA,"1993","01","14",NA,NA,"var. glaucescens","36309","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"386","2021-03-04 11:16:52-03","UEFS","HUEFS","139034","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Fernandes, A.","EAC3857",NA,"Brasil","Maranhão","São João dos Patos","Entre Orozinho e São João dos Patos.","-43.7022018432617","-6.49499988555908",NA,NA,"HUEFS0139034",NA,NA,"1978","04","30",NA,NA,NA,"47367","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"387","2021-03-04 11:16:52-03","UEFS","HUEFS","205915","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Snak, C.","573",NA,"Brasil","Mato Grosso do Sul","Pedro Gomes","MS 215, Estrada do Recreio, Serra da Arara.","-54.5518989562988","-18.1005992889404",NA,NA,"HUEFS0205915",NA,NA,"2011","08","19",NA,NA,NA,"93377","auto",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"388","2021-03-04 11:16:52-03","UEFS","HUEFS","139311","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Martins, P.","7708EAC",NA,"Brasil","Maranhão",NA,"Entre Imperatriz e Porto Franco.",NA,NA,NA,"Substrato arenoso. Capoeira.","HUEFS0139311",NA,NA,"1979","12","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"389","2021-03-04 11:16:52-03","UEFS","HUEFS","156078","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","14060",NA,"Brasil","Goiás","Nova Roma","Estrada para Ouro de Minas.","-46.89","-13.756111",NA,"Floresta estacional semi-decidual, na base e cerrado nas pontas mais altas da serra. Solo predominantemente argiloso com fragmentos de arenito.","HUEFS0156078",NA,NA,"2009","04","22","639","639",NA,NA,NA,NA,NA,"46W53'24''","13S45'22''","Rosanae",NA,NA,NA,NA
"390","2021-03-04 11:16:52-03","UEFS","HUEFS","156119","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","14101",NA,"Brasil","Goiás","Nova Roma","Estrada para Ouro de Minas.","-46.943333","-13.734722",NA,"Floresta estacional semi-decidual, na base e cerrado nas pontas mais altas da serra. Solo predominantemente argiloso com fragmentos de arenito.","HUEFS0156119",NA,NA,"2009","04","22","623","623",NA,NA,NA,NA,NA,"46W56'36''","13S44'5''","Rosanae",NA,NA,NA,NA
"391","2021-03-04 11:16:52-03","UEFS","HUEFS","168034","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Souza, V.C.","14739",NA,"Brasil","Mato Grosso","São Félix do Araguaia","Estrada entre a Vila de Pontinópolis e a serra dos Magalhães.","-51.216944","-11.560833",NA,"Savana Parque. Área arborizada densa (cerrado).","HUEFS0168034",NA,NA,"1997","03","21",NA,NA,NA,NA,NA,NA,NA,"51W13'1''","11S33'39''","Rosanae",NA,NA,NA,NA
"392","2021-03-04 11:16:52-03","UEFS","HUEFS","177214","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Lima, L.C.P.","421",NA,"Brasil","Mato Grosso do Sul","Anastácio","BR-262, Km 501,5 à 12km oeste do trevo de Anastácio.","-55.816667","-20.496389",NA,NA,"HUEFS0177214",NA,NA,"2008","09","23",NA,NA,NA,NA,NA,NA,NA,"55W49'","20S29'47''","Rosanae",NA,NA,NA,NA
"393","2021-03-04 11:16:52-03","UEFS","HUEFS","177225","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Lima, L.C.P.","579",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","MS-429.","-54.304722","-18.959722",NA,NA,"HUEFS0177225",NA,"L.P.de Queiroz","2009","04","11",NA,NA,NA,NA,NA,"2011","11","54W18'17''","18S57'35''","Rosanae",NA,NA,NA,NA
"394","2021-03-04 11:16:52-03","UEFS","HUEFS","177226","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Lima, L.C.P.","580",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","MS-429.","-54.304722","-18.959722",NA,NA,"HUEFS0177226",NA,"L.P.de Queiroz","2009","04","11",NA,NA,NA,NA,NA,"2011","11","54W18'17''","18S57'35''","Rosanae",NA,NA,NA,NA
"395","2021-03-04 11:16:52-03","UEFS","HUEFS","237099","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Chagas, D.B.das","83",NA,"Brasil","Tocantins","Porto Nacional","Faz. Canaã - Porto Nacional -TO","-48.416667","-10.8",NA,"Cerrado stricto sensu","HUEFS0237099",NA,NA,"2016","05","14","298","298",NA,NA,NA,NA,NA,"48W25'","10S48'","Rosanae",NA,NA,NA,NA
"396","2020-05-08 11:12:31-03","UEFS","HUEFS","20489","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Hatschbach, G.","62719",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,"HUEFS0020489",NA,"L.P.de Queiroz","1995","05","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"397","2021-03-04 11:16:52-03","UEFS","HUEFS","205970","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Snak, C.","964",NA,"Brasil","Maranhão","Loreto","Ilha de Balsas. Fazenda Morros. Olho D'água do meio.","-45.051944","-7.340556",NA,NA,"HUEFS0205970",NA,NA,"2012","05","17",NA,NA,NA,NA,NA,NA,NA,"45W3'7''","7S20'26''","Rosanae",NA,NA,NA,NA
"398","2021-03-04 11:16:52-03","UEFS","HUEFS","252780","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Carrión, J.F.","1882",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Retiro Carandá, próximo à Rodovia BR-267.","-57.583889","-21.742778",NA,"Cerrado. Encosta rochosa.","HUEFS0252780",NA,NA,"2018","11","26","250","250",NA,NA,NA,NA,NA,"57W35'2''","21S44'34''","Rosanae",NA,NA,NA,NA
"399","2020-05-08 11:12:31-03","UEFS","HUEFS","26789","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Harley, R.M.","28553",NA,"Brasil","Goiás","Posse","6 km da cidade na estrada para Duzin, antiga estrada para Alvorada, próximo rio da Prata.","-46.348611","-14.143333",NA,NA,"HUEFS0026789","HUEFS0026789","L.P.de Queiroz & D.Cardoso","1997","03","30","752","752",NA,NA,NA,"2008","10","46W20'55''","14S8'36''","Rosanae",NA,NA,NA,NA
"400","2020-05-08 11:12:31-03","UEFS","HUEFS","30143","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Cavalcanti, T.B.","1659",NA,"Brasil","Goiás","Niquelândia","Estrada paralela ao Rio Tocantins. entre o Rio Tocantins e Serra Negra.","-48.4","-14",NA,"Solo areno-pedregoso. Relevo ondulado.","HUEFS0030143",NA,"R.Fortunato","1995","07","24","510","510",NA,NA,NA,"1998","02","48W24'","14S0'","Rosanae",NA,NA,NA,NA
"401","2020-05-08 11:12:31-03","UEFS","HUEFS","31127","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Coradin, L.","7585",NA,"Brasil","Bahia","Barreiras","Proximidades do Hotel Soolar das Mangueiras.","-45","-12",NA,"Ambiente perturbado. Solo arenoso (modificado). Relevo plano.","HUEFS0031127",NA,"R.Fortunato","1987","06","19","460","460",NA,NA,NA,"1998","02","45W","12S","Rosanae",NA,NA,NA,NA
"402","2020-05-08 11:12:31-03","UEFS","HUEFS","31128","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Coradin, L.","7578",NA,"Brasil","Goiás","Flores de Goiás","Rodovia Formosa - Alvorada (BR - 020), KM 100.","-46.983333","-14.933333",NA,"Solo latossolo vermelho amarelo. Relevo plano.","HUEFS0031128",NA,"R.Fortunato","1987","06","18","550","550",NA,NA,NA,"1998","02","46W59'","14S56'","Rosanae",NA,NA,NA,NA
"403","2020-05-08 11:12:31-03","UEFS","HUEFS","43759","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","6011",NA,"Brasil","Bahia","Santana","serra a N de Santana na estrada para a torre de TV.","-44.055556","-12.945556",NA,"Mata seca comdossel a ca. 7 m alt.","HUEFS0043759",NA,"L.P.de Queiroz","2000","02","14","663","663",NA,NA,NA,"2010","01","44W3'20''","12S56'44''","Rosanae",NA,NA,NA,NA
"404","2020-05-08 11:12:31-03","UEFS","HUEFS","95298","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","10496",NA,"Brasil","Mato Grosso","Acorizal","Rodovia MT-010, entre Acorizal, ca. 7 km após a entrada de Acorizal.","-56.362222","-15.030833",NA,"Cerrado com mata ciliar.","HUEFS0095298",NA,"G.B.Ceolin","2005","04","20","220","220",NA,NA,NA,"2009","07","56W21'44''","15S1'51''","Rosanae",NA,NA,NA,NA
"405","2020-05-08 11:12:31-03","UEFS","HUEFS","95145","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","10343",NA,"Brasil","Goiás","Piranhas","ca, 16 km após a cidade de Piranhas, em direção ao município de Aragarças.","-51.910556","-16.367778",NA,"Floresta secundária.","HUEFS0095145",NA,"G.B.Ceolin","2005","04","16","420","420",NA,NA,NA,"2009","07","51W54'38''","16S22'4''","Rosanae",NA,NA,NA,NA
"406","2020-05-08 11:12:31-03","UEFS","HUEFS","95285","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","10483",NA,"Brasil","Mato Grosso","Cuiabá","ca. 10 km de Cuiabá na estrada para a Chapada dos Guimarães.","-56.055833","-15.480278",NA,"Cerrado.","HUEFS0095285",NA,"G.B.Ceolin","2005","04","20","208","208",NA,NA,NA,"2009","07","56W3'21''","15S28'49''","Rosanae",NA,NA,NA,NA
"407","2020-05-08 11:12:31-03","UEFS","HUEFS","95392","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Queiroz, L.P.de","10591",NA,"Brasil","Mato Grosso","Cáceres","Vila aparecida, estrada Porto Estrela para Cáceres, 77 km w de Porto Estrela.","-57.422222","-15.785",NA,"Cerrado.Área antropizada.","HUEFS0095392",NA,NA,"2005","04","22","172","172",NA,NA,NA,NA,NA,"57W25'20''","15S47'6''","Rosanae",NA,NA,NA,NA
"408","2020-05-08 11:12:31-03","UEFS","HUEFS","95422","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Costa, J.","1205",NA,"Brasil","Mato Grosso","Poconé","MT 080 em direção a Porto Cercado, ca. de 5Km após Poconé","-56.559444","-16.305",NA,"Estrato herbáceo na borda do pasto e na beira da estrada.","HUEFS0095422",NA,NA,"2005","04","23","144","144",NA,NA,NA,"2007","07","56W33'34''","16S18'18''","Rosanae",NA,NA,NA,NA
"409","2021-03-04 11:16:52-03","UEFS","HUEFS","95678","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Stapf, M.N.S.","424",NA,"Brasil","Mato Grosso","Santo Antônio do Leverger","Morrinho.","-56.056667","-15.764444",NA,NA,"HUEFS0095678",NA,NA,"2005","04","24","240","240",NA,NA,NA,"2007","11","56W3'24''","15S45'52''","Rosanae",NA,NA,NA,NA
"410","2020-05-08 11:12:31-03","UEFS","HUEFS","73134","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Carvalho, A.M.de","7024",NA,"Brasil","Bahia","Macarani","Rod. Para Vila das Graças 27,2 km E, ca. 4,4 km de Vila das Graças","-40.413889","-15.771944",NA,"Campos de altitude sobre solo arenoso e Floresta de Encosta.","HUEFS0073134",NA,"L.P.de Queiroz","2001","08","17","560","600",NA,NA,NA,"2005","06","40W24'50''","15S46'19''","Rosanae",NA,NA,NA,NA
"411","2020-05-08 11:12:31-03","UEFS","HUEFS","48071","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Cavalcanti, T.B.","1943",NA,"Brasil","Goiás","Ipameri","Estrada de acesso a Fazenda das Pedras, a 4Km da ponte São Bento.","-48.1596984863281","-17.7219009399414",NA,NA,"HUEFS0048071","HUEFS0048071","L.P.de Queiroz","1996","04","11",NA,NA,NA,"102542","auto","2000","12",NA,NA,"Rosanae",NA,NA,NA,NA
"412","2020-05-08 11:12:31-03","UEFS","HUEFS","70245","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pedrosa, N.S.","16",NA,"Brasil","Tocantins","Palmas","Estrada de acesso a vila canela, próximo à pratinha.","-48.3602981567383","-10.2128000259399",NA,"Cerrado.","HUEFS0070245",NA,NA,"2001","05","19",NA,NA,NA,"62375","auto","2007","11",NA,NA,"Rosanae",NA,NA,NA,NA
"413","2021-03-04 11:16:52-03","UEFS","HUEFS","184512","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Pastore, J.F.B.","3333",NA,"Brasil","Goiás","Guarani de Goiás","estrada de terra entre Guarani de Goiás e São Domingos, antes da entrada do Parque de Terra Ronca.","-46.4803009033203","-13.9357995986938",NA,NA,"HUEFS0184512",NA,"L.P.de Queiroz","2011","09","23",NA,NA,NA,"35901","auto","2012","06",NA,NA,"Rosanae",NA,NA,NA,NA
"414","2020-05-08 11:12:31-03","UEFS","HUEFS","51811","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Silva, G.P.","269",NA,"Brasil","Mato Grosso","Canarana","Reserva Indígena Pimentel Bueno. Posto Indígena Rio das Mortes.","-52.2682991027832","-13.5522003173828",NA,"Cerradão.","HUEFS0051811","HUEFS0051811",NA,"1981","08","03",NA,NA,NA,"125411","auto","2007","11",NA,NA,"Rosanae",NA,NA,NA,NA
"415","2021-03-04 11:16:52-03","UEFS","HUEFS","150051","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"Lima, L.C.P.","615",NA,"Brasil","Mato Grosso","Cáceres","Rua Maravilha, bairro Cavalhada III, próximo ao Yate Clube.","-57.6789016723633","-16.0706005096436",NA,"Terreno baldio em vegetação secundária de cerrado.","HUEFS0150051",NA,"L.P.de Queiroz","2009","04","19",NA,NA,NA,"172193","auto","2011","11",NA,NA,"Rosanae",NA,NA,NA,NA
"416","2019-09-04 19:05:07-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,"Type [status unknown]","F. W. H. A. von Humboldt",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"417","2018-02-05 13:32:26-02","F","FMNH-SEEDPLANTS","V0449104F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"H. S. Irwin et al.","26759","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449104F","V0449104F_01",NA,"1970","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"418","2018-02-05 13:32:26-02","F","FMNH-SEEDPLANTS","V0449105F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"H. S. Irwin et al.","27326","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449105F","V0449105F_01",NA,"1970","3","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"419","2018-02-05 13:32:26-02","F","FMNH-SEEDPLANTS","V0449106F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"H. S. Irwin et al.","26995","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449106F","V0449106F_01",NA,"1970","3","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"420","2018-02-05 13:32:26-02","F","FMNH-SEEDPLANTS","V0449107F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"A. Krapovickas & A. Schinini","36171","South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0449107F","V0449107F_01",NA,"1980","4","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"421","2018-02-05 13:32:26-02","F","FMNH-SEEDPLANTS","V0449108F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"G. J. Shepherd & J. B. Andrade","4094","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449108F","V0449108F_01",NA,"1976","12","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"422","2018-02-05 13:32:27-02","F","FMNH-SEEDPLANTS","V0449109F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"Y. Mexía","5557","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449109F","V0449109F_01",NA,"1931","4","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"423","2018-02-05 13:32:27-02","F","FMNH-SEEDPLANTS","V0449110F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"O. L. Haught","2700","South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0449110F","V0449110F_01",NA,"1939","3","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"424","2018-02-05 13:32:27-02","F","FMNH-SEEDPLANTS","V0449111F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"J. Steinbach","5630","South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0449111F","V0449111F_01",NA,"1921","5","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"425","2018-02-05 13:32:27-02","F","FMNH-SEEDPLANTS","V0449112F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"F. J. Breteler","4210","South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0449112F","V0449112F_01",NA,"1964","9","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"426","2018-02-05 13:32:27-02","F","FMNH-SEEDPLANTS","V0449113F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"O. Kuntze",NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0449113F","V0449113F_01",NA,"1892","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"427","2018-02-05 13:32:28-02","F","FMNH-SEEDPLANTS","V0449114F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"J. Cuatrecasas","3599","South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0449114F","V0449114F_01",NA,"1938","10","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"428","2018-02-05 13:32:28-02","F","FMNH-SEEDPLANTS","V0449115F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"I. Steinbach","6480","South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,"V0449115F","V0449115F_01",NA,"1924","9","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"429","2020-03-15 15:18:46-03","F","FMNH-SEEDPLANTS","V0449116F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"Mello Barreto","5671","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449116F","V0449116F_01",NA,"1934","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"430","2018-02-05 13:32:28-02","F","FMNH-SEEDPLANTS","V0449117F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"H. S. Irwin et al.","21555","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449117F","V0449117F_01",NA,"1968","3","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"431","2018-02-27 14:13:17-03","F","FMNH-SEEDPLANTS","V0449214F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens",NA,NA,"H. S. Irwin & T. R. Soderstrom","6492","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0449214F","V0449214F_01",NA,"1964","9","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"432","2019-01-25 15:40:48-02","IAC","IAC","20937","S","Plantae",NA,NA,"Fabaceae","Galactia","glaucescens","Galactia glaucescens","Kunth",NA,"H.F. Leitão Filho","s/nº",NA,"Brasil","São Paulo","Itu",NA,"-47.2992","-23.2642",NA,NA,NA,NA,"H.F. Leitão Filho","1970","02","05",NA,NA,NA,NA,NA,"1970","02","-47.2992","-23.2642",NA,"25",NA,NA,NA
