"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","imagecode","locality","infraspecificEpithet","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","fieldNumber","individualCount","sex"
"47","2020-12-21 16:44:52-03","MBM","MBM","50650","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM050650",NA,NA,"(Pierre) T.D.Penn.",NA,"11349","MBM050650","Parque Vila Velha",NA,"Pennington, T.D.","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:44:52-03","MBM","MBM","400750","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Canestraro, B.K.; Mysczak, L.A.; Mysczak, L.A.","2015","05","14","Southern America","Brazil",NA,NA,"Arbusto séssil, flores vermelhas, lactescente, heliófita.; Savana Florestada.","MBM400750",NA,NA,"(Pierre) T.D.Penn.",NA,"813","MBM400750","UHE Jurumirim",NA,"Canestraro, B.K.","São Paulo","Paranapanema","-48.7200012207031","-23.3799991607666",NA,NA,"2015","29740","auto",NA,NA,NA,"05",NA,NA,NA,NA
"49","2020-12-21 16:44:52-03","MBM","MBM","416486","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2018","11","19","Southern America","Brazil",NA,NA,"Subarbusto sobolífero, laticífero; flor de cor vermelho-vinho.; Em remanescente degradado de Savana (Cerrado sensu stricto).","MBM416486",NA,NA,"(Pierre) T.D.Penn.",NA,"3143",NA,"Rodovia PR-151, na margem",NA,"Völtz, R.R.","Paraná","Sengés","-49.574722","-24.152778","955","955","2019",NA,NA,"-49.574722","-24.152778",NA,"01","31",NA,NA,NA
"50","2020-12-21 16:44:52-03","MBM","MBM","128029","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.; Manosso, A.; Manosso, A.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM128029",NA,NA,"(Pierre) T.D.Penn.",NA,"52579","MBM128029","Rod. PR-11, próximo do Rio Diamante",NA,"Hatschbach, G.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:44:52-03","MBM","MBM","83230","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM083230",NA,NA,"(Pierre) T.D.Penn.",NA,"45901","MBM083230","Lagoa Bonita",NA,"Pennington, T.D.","Mato Grosso do Sul","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:44:52-03","MBM","MBM","33838","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM033838",NA,NA,"(Pierre) T.D.Penn.",NA,"34017","MBM033838","Coxim, arredores",NA,"Pennington, T.D.","Mato Grosso do Sul","Coxim","-54.7599983215332","-18.5067005157471",NA,NA,NA,"102528","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:44:52-03","MBM","MBM","11470","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM011470",NA,NA,"(Pierre) T.D.Penn.",NA,"19970","MBM011470","Chapadão Santo Antônio",NA,"Pennington, T.D.","Paraná","Arapoti","-49.8266983032227","-24.1578006744385",NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:44:52-03","MBM","MBM","197389","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Uhlmann, A.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM197389",NA,NA,"(Pierre) T.D.Penn.",NA,"75","MBM197389","Parque Estadual do Cerrado",NA,"Silva, S.M.","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:44:52-03","MBM","MBM","71158","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM071158",NA,NA,"(Pierre) T.D.Penn.",NA,"44344","MBM071158","Córrego Três Bocas",NA,"Hatschbach, G.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:44:52-03","MBM","MBM","15627","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM015627",NA,NA,"(Pierre) T.D.Penn.",NA,"21621","MBM015627","Rio Quero Quero",NA,"Pennington, T.D.","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-04 20:53:11-03","MNHN","RECOLNAT_MNHN_P","P06707642","PreservedSpecimen",NA,"Sapotaceae","Ecclinusa","floribunda","Ecclinusa floribunda","Glaziou, A.","1894","10","7",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06707642' target='other'> <mi>dwc_moreinfo</mi></a>","P06707642",NA,NA,"Pierre ex Glaz.",NA,NA,"P06707642_01","Brésil. Macacos dans les campos",NA,NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"21707",NA,NA
"58","2015-09-04 16:06:44-03","MNHN","RECOLNAT_MNHN_P","P00208689","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Heringer, E.P.","1975","10","25",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00208689' target='other'> <mi>dwc_moreinfo</mi></a>","P00208689",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00208689_01","Brasilia DF, Embaixada da Inglaterra",NA,"Swenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14861",NA,NA
"59","2021-03-22 12:14:25-03","MNHN","RECOLNAT_MNHN_P","P00634445","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hassler, E.",NA,"9",NA,NA,"Paraguay","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00634445' target='other'> <mi>dwc_moreinfo</mi></a>","P00634445",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00634445_01","Iter ad «Yerbales» montium «Sierra de Maracayú» In regione fluminis Carimbatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4552",NA,NA
"60","2015-09-26 01:20:50-03","MNHN","RECOLNAT_MNHN_P","P00649435","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Schwacke, C.A.W.","1888","1","8",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649435' target='other'> <mi>dwc_moreinfo</mi></a>","P00649435",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00649435_01 P00649435_02","Prov. Parana : Sao Bento prope Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2894",NA,NA
"61","2015-09-04 16:09:50-03","MNHN","RECOLNAT_MNHN_P","P00208688","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Glaziou, A.","1894","10","7",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00208688' target='other'> <mi>dwc_moreinfo</mi></a>","P00208688",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00208688_01","Manacos, dans les campos formant des touffes",NA,"Swenson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21707",NA,NA
"62","2015-10-01 05:01:54-03","MNHN","RECOLNAT_MNHN_P","P00649436","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hassler, E.",NA,"9",NA,NA,"Paraguay","hb",NA,"Reçu le 2 octobre 1900 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649436' target='other'> <mi>dwc_moreinfo</mi></a>","P00649436",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00649436_01","Iter ad «Yerbales» montium «Sierra de Maracayú» In regione fluminis Carimbatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4552",NA,NA
"63","2015-09-04 05:40:50-03","MNHN","RECOLNAT_MNHN_P","P00649437","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hassler, E.","1901","2",NA,NA,"Paraguay","hb",NA,"Reçu le 8 janvier 1908 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00649437' target='other'> <mi>dwc_moreinfo</mi></a>","P00649437",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P00649437_01","Iter ad Paraguariam septentrionalem : In regione cursus superioris fluminis Apa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8504",NA,NA
"64","2015-09-04 16:06:36-03","MNHN","RECOLNAT_MNHN_P","P04592083","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Glaziou, A.",NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04592083' target='other'> <mi>dwc_moreinfo</mi></a>","P04592083",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P04592083_01","Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21707",NA,NA
"65","2015-09-04 16:06:36-03","MNHN","RECOLNAT_MNHN_P","P04592084","PreservedSpecimen",NA,"Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Glaziou, A.","1894","10","7",NA,"Brasil","hb",NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04592084' target='other'> <mi>dwc_moreinfo</mi></a>","P04592084",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"P04592084_01","Macacos, dans les campos firme",NA,NA,"Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"21707",NA,NA
"66","2020-10-01 14:16:28-03","JBB","HEPH","2383","S","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Heringer, EP","1961","09","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Ericales","Rizzini","paratype","8736",NA,"Rebio do Guará, Antigo Horto do Guará",NA,NA,"Distrito Federal","Guará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-10-01 14:16:29-03","JBB","HEPH","34098","S","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Rosa, PO; Soares, ACA; Candido, DS","2018","02","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Ericales","(Pierre) T.D.Penn.",NA,"2061",NA,"Mosteiro Zen Horyu-Zan Eisho-Ji, Próximo ao mosteiro",NA,"Vituri, LL","Goiás","Pirenópolis","-48.962778","-15.719444","1016","1016","2018",NA,NA,"-48.962778","-15.719444",NA,"02","15",NA,NA,NA
"68","2021-02-11 17:21:42-03","UFPR","UPCB","87509","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Völtz, R.R. et al.","2016","10","13",NA,"Brasil",NA,NA,"Arbusto geófito, crescendo próximo ao chão em área aberta, flores atropurpúreas..",NA,NA,NA,"(Pierre) T.D.Penn.",NA,"989",NA,"Parque Estadual do Guartelá",NA,"Völtz, R.R.","Paraná","Tibagi","-50.253056","-24.563889","970","970","2016",NA,NA,"-50.253056","-24.563889",NA,"10",NA,NA,NA,NA
"69","2021-02-11 17:21:42-03","UFPR","UPCB","87510","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Völtz, R.R. et al.","2016","10","13",NA,"Brasil",NA,NA,"Arbusto geófito, crescendo próximo ao chão em área aberta, botões florais esverdeados..","UPCB0036011",NA,NA,"(Pierre) T.D.Penn.",NA,"990","UPCB0036011","Parque Estadual do Guartelá",NA,"Völtz, R.R.","Paraná","Tibagi","-50.253056","-24.563889","970","970","2016",NA,NA,"-50.253056","-24.563889",NA,"10",NA,NA,NA,NA
"70","2021-02-11 17:21:42-03","UFPR","UPCB","95532","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Bisewski, G. C. A. | Zanella, A. | Maccori, G. F.","2018","10","16",NA,"Brasil",NA,NA,"Flores vermelhas.","UPCB0040644",NA,NA,"(Pierre) T. D. Penn.",NA,"6","UPCB0040644","Parque Estadual do Cerrado.",NA,"Bisewski, G. C. A.","Paraná","Jaguaraíva",NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,"09",NA,NA,NA,NA
"71","2021-02-11 17:21:42-03","UFPR","UPCB","32546","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Cervi, A.C.","1997","10","30",NA,"Brasil",NA,NA,"Xilopodífera com flores vinosas..","UPCB0036010",NA,NA,"(Pierre) T.D.Penn.",NA,"6376","UPCB0036010","Arredores de Jaguariaíva",NA,"Völtz, R.R.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","44368","auto",NA,NA,NA,"07",NA,NA,NA,NA
"72","2021-02-11 17:21:42-03","UFPR","UPCB","17044","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Hatschbach, G.","1982","12","11",NA,"Brasil",NA,NA,"Xilopodífera, flor creme. Campo..",NA,NA,NA,"(Pierre) T.D.Pennington",NA,"45901",NA,"Lagoa Bonita",NA,"Pennington, T.D.","Mato Grosso do Sul","Amambaí","-55.2257995605469","-23.1042003631592",NA,NA,"1987","73676","auto",NA,NA,NA,"01","01",NA,NA,NA
"73","2021-02-11 17:21:42-03","UFPR","UPCB","24550","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Uhlmann, A.","1994","10","15",NA,"Brasil",NA,NA,"Subarbusto, lenhoso e xilopodífero, ca. 30cm, flor verde formando uma coroa abaixo do ponto de inserção das folhas, lacticifera, abundante no campo cerrado 1 mês após queimada..","UPCB0036012",NA,NA,"(Pierre) T.D.Pennington",NA,"75","UPCB0036012","Parque Estadual do Cerrado",NA,"Silva, S.M.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"1995","44368","auto",NA,NA,NA,"06","02",NA,NA,NA
"74","2021-02-11 17:21:42-03","UFPR","UPCB","33610","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Silva, S.M.","1997","10","31",NA,"Brasil",NA,NA,"Arbusto anão de flores vinosas, latescentes. Em campo cerrado..","UPCB0036021",NA,NA,"(Pierre) T.D.Penn.",NA,NA,"UPCB0036021","Parque Estadual do Cerrado",NA,"Völtz, R.R.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","44368","auto",NA,NA,NA,"07",NA,NA,NA,NA
"75","2021-02-11 17:21:42-03","UFPR","UPCB","42101","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Cervi, A.C.","1999","09","30",NA,"Brasil",NA,NA,"Xilopodífera com flores bordô..","UPCB0036020",NA,NA,"(Pierre) T.D.Penn.",NA,"6832","UPCB0036020","Parque Estadual do Cerrado",NA,"Völtz, R.R.","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2017","44368","auto",NA,NA,NA,"07",NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1288005","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","soboliferum","Chrysophyllum soboliferum","Alwyn H. Gentry","1978","1","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"Rizzini",NA,"Gentry 21454",NA,"Chapada do Contagem near Brasilia, open cerrado.",NA,NA,"Distrito Federal",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4215",NA,NA
"77","2012-12-20 10:13:00-02","MO","MOBOT","3387223","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Taxonomy Class of the Universidade de Brasilia","1977","11","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Taxonomy Class of the Universidade de Brasilia 570",NA,"South side of campus of Unviersidade de Brasilia. Cerrado low-tree & scrub savanna ( the natural vegetation here, with woody layer slightly opened by fires from the original tee & Scrub woodland form. Burned last dry season.",NA,"T.D. Pennington","Distrito Federal",NA,"-47.85","-15.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-11-20 05:44:00-02","MO","MOBOT","2513774","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Belén Jiménez|Griselda Marín O.",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Jiménez 1610",NA,"Reserva Natural del Bosque Mbaracayú",NA,NA,"Canindeyú",NA,"-55.41666","-24.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-03-02 04:36:00-03","MO","MOBOT","100362394","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","W. D. Stevens|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Stevens 31057",NA,"Parque Nacional Cerro Corá, near monument.",NA,NA,"Amambay",NA,"-56.0222223","-22.6397222","260.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1404","2",NA
"80","2020-03-02 04:36:00-03","MO","MOBOT","100362819","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","W. D. Stevens|Isabel Basualdo|O. M. Montiel J.|Christopher Davidson|Sharon R. Christoph","2011","3","17","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Stevens 31144",NA,"Parque Nacional Cerro Corá, Aceite-í, camino Sereno; forest and cerrado",NA,NA,"Amambay",NA,"-56.0369444","-22.6580556","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1409","1",NA
"81","2013-11-06 15:59:00-02","MO","MOBOT","100649808","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Émile Hassler","1898","9",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.","Lectotype","Hassler 4552",NA,"In arenosis pr. flumen Carimbatay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"82","2013-11-06 15:58:00-02","MO","MOBOT","100649810","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Émile Hassler","1901","11",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.","Syntype","Hassler 7754",NA,"fluminis Apa",NA,NA,NA,NA,NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"83","2013-11-06 16:03:00-02","MO","MOBOT","100649812","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Émile Hassler","1902","2",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.","Holotype","Hassler 8504",NA,"Regione Cursus super. fl. Apa, ad margines palustris.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"84","2013-11-06 14:20:00-02","MO","MOBOT","1086763","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Kiyoko Deguchi|Shunsuke Tsugaru","1980",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Deguchi B-1707",NA,"Cerro Corá, Pedro Juan Caballéro, on shrubby area",NA,"W.D. Stevens","Amambay",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2017-06-01 16:14:00-03","MO","MOBOT","1153036","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","René Guillén V.|A.M. Carrión|Marisol Garvizu|Soliz|L. Saucedo","1996","10","13","South America","Bolivia",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Guillén Villarroel 4719",NA,"Parque Nacional Noel Kempff Mercado, Huanchaca-2, al final de la pista. Campo limpo con arbustos y árboles pequeños, dispersos; suelos arenosos.",NA,"fide Viscarra et al.","Santa Cruz","Velasco","-60.7413889","-14.5069444","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2015-12-04 06:39:00-02","MO","MOBOT","1373456","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","15","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Stevens 26149",NA,"En frente de Parque Nacional Cerro Corá, cerrado del Cerro Alambique.",NA,NA,"Amambay",NA,"-56.0066667","-22.6661111","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"827","2",NA
"87","2015-12-04 06:39:00-02","MO","MOBOT","1373481","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","W. D. Stevens|Nélida Soria|Isabel Basualdo","1994","10","16","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Stevens 26174",NA,"Estancia Santa Victoria, cerca del Casco, sur de Bella Vista; bosque bajo abierto.",NA,NA,"Amambay",NA,"-56.4358333","-22.22","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"829","1",NA
"88","2016-11-15 05:15:00-02","MO","MOBOT","2490034","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","1994","10","21","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Krapovickas 45809",NA,"36 Km N de Tacuara. Ea. La Manina. Cerrado, suelo arenoso, rojo.",NA,"W.D. Stevens","San Pedro",NA,"-56.4","-24.3666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3384945","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Leslie R. Landrum","1995","8","20","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Landrum 8676",NA,"Parque Nacional Cerro Cora. 0-1.5 km along road from Lugar Historico to Administracion. Cerrado; mainly low shrubby vegetation on red sandy soil. Fabaceae and plams dominanat trees.",NA,"S.G. Tressens",NA,NA,"-56.08333","-22.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2010-04-02 20:17:00-03","MO","MOBOT","3386870","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Aurelio Schinini|Eugenia Bordas","1980",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Schinini Cacace 20331",NA,"Cerro Cora.",NA,"T.D. Pennignton","Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2008-05-27 22:02:00-03","MO","MOBOT","3386949","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Howard S. Irwin","1966","1","29","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Irwin 12111",NA,"Cerrado Ribeirao Sobradinho. ca. 5km. Sof Sobradinho.",NA,"T. Pennington","Distrito Federal",NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2008-05-27 22:02:00-03","MO","MOBOT","3386970","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Howard S. Irwin","1966","4","13","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Irwin 14714",NA,"10 km S of Rio Piau. ca. 150 km SW of barreiras.",NA,"T. Pennington","Bahia",NA,NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","3386989","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Nélida Soria","1991",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Soria Rey 4820",NA,"Estancia Carmen d ela Sierra Cerrado a 8 km N edel Casco de L aEstancia.",NA,"T.D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2008-05-27 22:02:00-03","MO","MOBOT","3387091","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Howard S. Irwin","1964","10","27","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Irwin 7428",NA,"Ca. 60 km. Sof Caiaponia road to Jatai.",NA,"T. Pennington",NA,NA,"-51.78333","-17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2012-04-20 09:43:00-03","MO","MOBOT","3387115","PreservedSpecimen","Plantae","Sapotaceae","Pradosia","brevipes","Pradosia brevipes","Pedro Jörgensen","1881","5","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"(Pierre) T.D. Penn.",NA,"Jörgensen 4596",NA,"he campo Estancia .",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
