"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","eventTime","fieldNumber","individualCount","relatedCatalogItem","dayIdentified"
"45","2019-10-07 09:12:44-03","UEFS","HUEFS","251999","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Lui, Y.","PAL01_171171","2018","03","04",NA,"Brasil","Piauí","Altos","Access by BR 343 (Federal Highway) in Km 323","-42.595556","-5.020833",NA,"Semideciduous seasonal forest","HUEFS0251999","HUEFS0251999","153","153",NA,NA,NA,"42W35'44''","5S1'15''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"46","2019-10-11 14:19:10-03","UEFS","HUEFS","26725","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","M.Ribeiro","Harley, R.M.","28490","1997","01","12",NA,"Brasil","Bahia","Castro Alves","Serra da Jibóia, na subida da serra.","-39.475556","-12.851667",NA,"Mata pertubada.","HUEFS0026725","HUEFS0026725 HUEFS0026725_e1","820","820",NA,"2019","09","39W28'32''","12S51'6''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:12:44-03","UEFS","HUEFS","47808","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","M.Ribeiro","Oliveira, R.P.","658","2000","08","16",NA,"Brasil","Bahia","Lençóis","Mata das Toalhas, ca. 6km de Lençóis.","-41.383333","-13.566667",NA,"Mata estacional. Interior da mata.","HUEFS0047808","HUEFS0047808 HUEFS0047808_e1",NA,NA,NA,"2019","09","41W23'0''","13S34'0''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"48","2019-10-07 09:12:44-03","UEFS","HUEFS","51742","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","P.H.S.Wanderley","Silva, B.M.","131","2001","03","01",NA,"Brasil","Bahia","Andaraí","Próximo a Marimbus.","-41.316667","-12.866667",NA,"Mata.","HUEFS0051742","HUEFS0051742",NA,NA,NA,"2011","01","41W19'","12S52'","Asteranae",NA,NA,NA,NA,NA,NA,NA
"49","2019-10-07 09:12:44-03","UEFS","HUEFS","60437","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Funch, R.","FCD72","2002","04","03",NA,"Brasil","Bahia","Lençóis",NA,"-41.364167","-12.529444",NA,"Mata perenifólia sob latosolos","HUEFS0060437","HUEFS0060437",NA,NA,NA,NA,NA,"41W21'51''","12S31'46''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"50","2019-10-11 14:19:10-03","UEFS","HUEFS","69281","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","M.Ribeiro","Senna, L.R.","113","2003","03","01",NA,"Brasil","Bahia","Utinga",NA,"-41.108889","-12.019167",NA,NA,"HUEFS0069281","HUEFS0069281","664","664",NA,"2019","09","41W6'32''","12S1'9''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"51","2019-10-07 09:12:44-03","UEFS","HUEFS","96124","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Couto, A.P.L.","13","2004","05","01",NA,"Brasil","Bahia","Lençóis",NA,"-41.361389","-12.554167",NA,"Mata de planalto.","HUEFS0096124","HUEFS0096124","550","550",NA,NA,NA,"41W21'41''","12S33'15''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"52","2019-10-07 09:12:44-03","UEFS","HUEFS","252015","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Lui, Y.","THE01_426426","2018","03","21",NA,"Brasil","Piauí","Altos","Private farm 16 km from Teresina on PI 113 (state highway)","-42.653611","-5.017222",NA,"Semideciduous seasonal forest","HUEFS0252015","HUEFS0252015","157","157",NA,NA,NA,"42W39'13''","5S1'2''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"53","2019-10-07 09:12:44-03","UEFS","HUEFS","252018","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Lui, Y.","THE02_517517","2018","03","22",NA,"Brasil","Piauí","Altos","Private farm 16 km from Teresina on PI 113 (state highway)","-42.651111","-5.014722",NA,"Semideciduous seasonal forest","HUEFS0252018","HUEFS0252018","167","167",NA,NA,NA,"42W39'4''","5S0'53''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"54","2019-10-07 09:12:44-03","UEFS","HUEFS","2120","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori",NA,"Carvalho, A.M.de","1087","1981","12","22",NA,"Brasil","Bahia","Lençóis",NA,"-41.3899993896484","-12.563099861145",NA,NA,"HUEFS0002120","HUEFS0002120",NA,NA,NA,NA,NA,NA,NA,"Asteranae","47385","auto",NA,NA,NA,NA,NA
"55","2019-10-07 09:12:44-03","UEFS","HUEFS","33530","PreservedSpecimen","Plantae","Angiospermae","Ericales","Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","P.H.S.Wanderley","Peixinho, J.D.","4","1998","03","13",NA,"Brasil","Bahia","Lençóis","Km 2103, BR-242.","-41.3899993896484","-12.563099861145",NA,NA,"HUEFS0033530","HUEFS0033530",NA,NA,NA,"2011","01",NA,NA,"Asteranae","47385","auto",NA,NA,NA,NA,NA
"56","2019-01-02 13:42:07-02","F","FMNH-SEEDPLANTS","V0173009F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0173009F","V0173009F_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"57","2019-06-11 12:38:02-03","F","FMNH-SEEDPLANTS","V0353788F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"RRC ID Flag","S. A. Mori","10878","1978","10","20","South America","Brazil","Bahia",NA,NA,"-42","-11",NA,NA,"V0353788F","V0353788F_01 V0353788F_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"10878",NA,NA,NA
"58","2020-07-23 12:09:50-03","CEPLAC","CEPEC","20664","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","S. A. Mori","13420","2004","02","06",NA,"Brasil","Bahia","ANDARAÍ","3Km ao NE cidade.","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,"30/12/1981",NA
"59","2020-07-23 12:09:50-03","CEPLAC","CEPEC","20631","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","S. A. Mori","13421","1980","03","05",NA,"Brasil","Bahia","ANDARAÍ","A 3Km ao NE de Andaraí.","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,NA,"Holótipo",NA,NA,"0W0'0","0S0'0",NA,"58558","auto",NA,NA,NA,"30/12/1981",NA
"60","2020-07-23 12:09:50-03","CEPLAC","CEPEC","35776","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","G. Hatschbach","48060","1984","06","19",NA,"Brasil","Bahia","ANDARAÍ","Rio Paraguaçu. Encosta da chapada.","-41.3314018249512","-12.8072004318237",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,"58558","auto",NA,NA,NA,"30/12/1984",NA
"61","2020-07-23 12:09:50-03","CEPLAC","CEPEC","20627","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","S. A. Mori","13423","1980","03","08",NA,"Brasil","Bahia","LENÇÓIS","Arredores de Lençóis, estrada para As Toalhas, a 6Km ao N de Lençóis.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"Paratipo",NA,NA,"0W0'0","0S0'0",NA,"47385","auto",NA,NA,NA,"30/12/1981",NA
"62","2020-07-23 12:09:50-03","CEPLAC","CEPEC","28796","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","A. M. de Carvalho","1087","1981","12","22",NA,"Brasil","Bahia","LENÇÓIS","Ca. 5Km da estrada de Lencois, por BR-242.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,"47385","auto",NA,NA,NA,"01/04/1982",NA
"63","2020-07-23 12:09:50-03","CEPLAC","CEPEC","85349","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"P. Fiaschi","A. M. Amorim","3060","1999","04","30",NA,"Brasil","Bahia","LENÇÓIS","Estrada que liga Lençóis a BR-242. Coleta efetuada ao longo da estrada.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47385","auto",NA,NA,NA,"30/12/2002",NA
"64","2020-07-23 12:09:50-03","CEPLAC","CEPEC","45184","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"F. Catenocci","L. A. Mattos-Silva","2844","1989","05","22",NA,"Brasil","Bahia","ANDARAÍ","Ramal com entrada no Km 10 da Rod. Anadarí/Lençóis (BA 142), à esquerda, para a Fazenda Lagoa Encantada. Coletas nos Kms 2 e 5 do ramal.","-41.3314018249512","-12.8072004318237",NA,"<ll>dwc_commonname:</ll> Inhaíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,"15/02/2016",NA
"65","2020-07-23 12:09:50-03","CEPLAC","CEPEC","20628","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,"S. A. Mori","S. A. Mori","13422","1980","03","08",NA,"Brasil","Bahia","LENÇÓIS","Arredores de Lençóis, estrada para As Toalhas, a 6Km ao N de Lençóis.","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,"Paratipo",NA,NA,"0W0'0","0S0'0",NA,"47385","auto",NA,NA,NA,"30/12/1981",NA
"66","2021-04-08 17:12:50-03","UESB","HUESB","3214","S","Plantae","Dicotyledoneae",NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala",NA,NA,"Couto, A.P.L.; Funch, L.S.; Funch, R.; Funch, L.S.; Funch, R.","13","2004","05","01",NA,"Brasil","Bahia","Lençóis",NA,"-41.361389","-12.554167",NA,"Troca de Material.; Árvore ca. 9m de alt. Folhas Coriáceas, concolor, margem inteira. Botões branco-esverdeado, flor branca com androceu amarelo.; Mata de Planalto.",NA,NA,"550","550",NA,NA,NA,"-41.361389","-12.554167",NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-02-20 10:39:51-03","IBt","SP","345578","S","Plantae",NA,NA,"Lecythidaceae","Eschweilera","tetrapetala","Eschweilera tetrapetala","S.A.Mori","Smith, NP","Amorim, AM; et al.","3060","1999","04","30",NA,"Brasil","Bahia","Lençóis","Estrada que liga Lençois a BR 242","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,NA,"2010","02",NA,NA,NA,"47385","auto",NA,NA,NA,NA,"26"
