"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","locality","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"112","2015-07-02 14:03:23-03","JBP","HPL","8161","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji, H. Lorenzi, A. Campos-Rocha","2007","04","12","Brasil","GO","Goiânia","-49.2539","-16.6786",NA,NA,NA,NA,NA,NA,NA,"1932",NA,NA,NA,NA,NA,"Coletado e cultivado em propriedade residencial.","2012","06","04","25250","auto",NA,NA,NA,NA,NA,NA
"113","2015-07-02 14:03:23-03","JBP","HPL","8347","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2006","07","12","Brasil","SP","Limeira","-47.4","-22.56",NA,NA,NA,NA,NA,NA,NA,"1937",NA,NA,NA,NA,NA,"Coletado e cultivado no Viveiro de mudas Dierberger.","2012","06","04","20999","auto",NA,NA,NA,NA,NA,NA
"114","2015-07-02 14:03:23-03","JBP","HPL","9362","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","08","27","Brasil","MG","Fervedouro","-42.2789","-20.7256",NA,NA,NA,NA,NA,NA,NA,"2071",NA,NA,NA,NA,NA,"Coletado e cultivado na Serra da Grama, no entorno do Parque Estadual Serra do Brigadeiro, ao lado de uma casa de janelas verdes, e de um riacho.","2012","06","04","20038","auto",NA,NA,NA,NA,NA,NA
"115","2015-07-02 14:03:23-03","JBP","HPL","9562","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","11","26","Brasil","MG","Santana da Vargem","-45.5067","-21.2492",NA,NA,NA,NA,NA,NA,NA,"2327",NA,NA,NA,NA,NA,"Coletado e cultivado na propriedade de José Aurélio Vilela; (código A1 no mapa do Pomar)","2012","06","04","14432","auto",NA,NA,NA,NA,NA,NA
"116","2015-07-02 14:03:23-03","JBP","HPL","10504","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","09","22","Brasil","ES","Sante Tereza",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2175",NA,NA,NA,NA,NA,"Coletado na localidade de Alto Caldeirão, Sítio de propriedade do Sr. Durval de Sousa.","2012","04","06",NA,NA,NA,NA,NA,NA,NA,NA
"117","2015-07-02 14:03:23-03","JBP","HPL","9564","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","11","26","Brasil","MG","Santana da Várzea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2329",NA,NA,NA,NA,NA,"Coletado e cultivado na propriedade de José Aurélio Vilela (código A6 no mapa do pomar).","2012","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"118","2015-07-02 14:03:23-03","JBP","HPL","9565","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","11","26","Brasil","MG","Santana da Várzea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2330",NA,NA,NA,NA,NA,"Coletado e cultivado na propriedade de José Aurélio Vilela (código A17 no mapa do pomar); híbrida Guilherme Espagnol, viveirista de Limeira-SP.","2012","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"119","2015-07-02 14:03:23-03","JBP","HPL","9566","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","11","26","Brasil","MG","Santana da Várzea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2331",NA,NA,NA,NA,NA,"Coletado e cultivado na propriedade de José Aurélio Vilela (código B2 no mapa do pomar).","2012","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"120","2015-07-02 14:03:23-03","JBP","HPL","11455","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","01","Brasil","SP","Campinas","-47.06","-22.9",NA,NA,NA,NA,NA,NA,NA,"1004",NA,NA,NA,NA,NA,"Coletado no Instituto Agronômico de Campinas (IAC), Fazenda Santa Eliza; 5° linha a partir da estrada.","2012","06","04","23900","auto",NA,NA,NA,NA,NA,NA
"121","2015-07-02 14:03:23-03","JBP","HPL","11458","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","01","Brasil","SP","Mococa","-47","-21.46",NA,NA,NA,NA,NA,NA,NA,"1007",NA,NA,NA,NA,NA,"Coletado na Agência Paulista de Tecnologia dos Agronegócios (APTA-IAC); 1° linha, última planta.","2012","06","04","24370","auto",NA,NA,NA,NA,NA,NA
"122","2015-07-02 14:03:23-03","JBP","HPL","11466","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","10","Brasil","RJ","Petrópolis","-43.1786","-22.505",NA,NA,NA,NA,NA,NA,NA,"1013",NA,NA,NA,NA,NA,"Coletado no bairro Fazenda Inglesa, Alameda São João, em frente ao sítio de Sr. José Monteiro (lado esquerdo da Alameda); crescendo dentro da moita de Dendrocalamus giganteus.","2012","06","04","36524","auto",NA,NA,NA,NA,NA,NA
"123","2015-07-02 14:03:23-03","JBP","HPL","11468","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","10","Brasil","RJ","Teresópolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,"1015",NA,NA,NA,NA,NA,"Coletado na estrada Teresópolis-Friburgo (RJ-130), em frente ao Hotel Fazenda São Moritz; há duas árvores, ML-1015 é a de trás.","2012","06","04","38539","auto",NA,NA,NA,NA,NA,NA
"124","2015-07-02 14:03:23-03","JBP","HPL","11471","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","14","Brasil","RJ","Petrópolis","-43.1786","-22.505",NA,NA,NA,NA,NA,NA,NA,"1018",NA,NA,NA,NA,NA,"Coletado nas proximidades da estrada Rio-Petrópolis (BR-040; km 97,5), em estrada particular com acesso à Fazenda Joviano (família Sanson), logo no início do acesso; crescendo em meio à floresta.","2012","06","04","36524","auto",NA,NA,NA,NA,NA,NA
"125","2015-07-02 14:03:23-03","JBP","HPL","11497","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","H. Lorenzi","2009","04","09","Brasil","SP","Limeira","-47.4","-22.56",NA,NA,NA,NA,NA,NA,NA,"6656",NA,NA,NA,NA,NA,"Cultivado no Dierberger Agrícola; origem desconhecida. Tronco liso e de cor parda-clara com manchas mais claras intercaladas c/ mais escuras (marmorizadas), descamando em placas finas e irregulares.","2012","06","04","20999","auto",NA,NA,NA,NA,NA,NA
"126","2015-07-02 14:03:23-03","JBP","HPL","9377","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","R. Tsuji","2007","08","29","Brasil","MG","Cataguases","-42.6967","-21.3892",NA,NA,NA,NA,NA,NA,NA,"2087",NA,NA,NA,NA,NA,"Coletado no Sítio do Sossego. (700m.s.m.)","2012","06","04","21268","auto",NA,NA,NA,NA,NA,NA
"127","2015-07-02 14:03:23-03","JBP","HPL","11459","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","V.C. Souza","M. Lacerda","2007","11","01","Brasil","SP","Mococa","-47","-21.46",NA,NA,NA,NA,NA,NA,NA,"1008",NA,NA,NA,NA,NA,"Coletado na Agência Paulista de Tecnologia dos Agronegócios (APTA-IAC).","2012","06","04","24370","auto",NA,NA,NA,NA,NA,NA
"128","2015-07-02 14:03:24-03","JBP","HPL","6490","S","Plantae","Myrtaceae","Plinia","jaboticaba","Plinia jaboticaba","(Mart.) Kausel","V.C. Souza","H. Lorenzi","2006","10","06","Brasil","MG","Santana da Várzea",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6186",NA,NA,NA,NA,NA,"Coletado na Fazenda do Villela.","2012","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"129","2015-07-02 14:03:24-03","JBP","HPL","8366","S","Plantae","Myrtaceae","Plinia","jaboticaba","Plinia jaboticaba","(Mart.) Kausel","V.C. Souza","R. Tsuji","2006","05","05","Brasil","SP","Pederneiras","-48.77","-22.35",NA,NA,NA,NA,NA,NA,NA,"1947",NA,NA,NA,NA,NA,"Coletado no Instituto Agronômico de Campinas (Pederneiras-SP).","2012","06","04","31029","auto",NA,NA,NA,NA,NA,NA
"130","2015-07-02 14:03:24-03","JBP","HPL","6507","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,"H. Lorenzi","H. Lorenzi","2006","09","26","Brasil","MG","Coqueiral","-45.4406","-21.1894",NA,NA,NA,NA,NA,NA,NA,"6157",NA,NA,NA,NA,NA,"Coletado e cultivado na coleção do Vilela.","2006","09","26","16658","auto",NA,NA,NA,NA,NA,NA
"131","2019-02-15 11:46:29-02","IPA","IPA","92890","S","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O. Berg","Gallindo, F.","Oliveira, M.Q. de","2018","11","03","Brasil","Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,"IPA0092890",NA,NA,NA,"Material coletado para pesquisa e TCC no Centro Universitário Tabosa de Almeida (ASCES-UNITA), curso de Nutrição, sob orientação da Professora Cynthia Coimbra.; Árvore, aproximadamente 1,70 m de altura.; Cultivada.","s.n.","Southern America",NA,NA,"Plantae",NA,"Sítio Serra Verde, Chácara São João.","2018","12","19","35136","auto",NA,NA,NA,NA,NA,NA
"132","2019-02-15 11:46:29-02","IPA","IPA","89978","S","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O. Berg","Cano, O.","Brito, TG da S","2015","03","06","Brasil","Pernambuco","Joao Afredo","-35.565","-7.877222","-35.565","-7.877222","IPA0089978",NA,NA,NA,"Material em estudo para fins de Tese de Doutorado na UFPE, Deptº de Ciências Biológicas, Lab. de Bioquímica, sob a orientação da Profa.Vera Lúcia de Menezes Lima.; Árvore ca. 6m de altura; frutos imaturos verdes.; Mata. Solo humoso.","s.n.","Southern America",NA,NA,"Plantae",NA,"Sítio Cajueiro, propriedade da Sra. Solange Albuquerque.","2015","03","11",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-02-15 11:46:30-02","IPA","IPA","53120","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(DC.) Kausel","Santos, M.F.","Guedes, F.","1992",NA,NA,"Brasil","Pernambuco","Caruaru","-35.9761009216309","-8.28332996368408",NA,NA,"IPA0053120",NA,NA,NA,"Caatinga arbórea.","173","Southern America",NA,NA,"Plantae",NA,"Estação Experimental do IPA","2015","04","28","35136","auto",NA,NA,NA,NA,NA,NA
"134","2019-02-15 11:46:30-02","IPA","IPA","90798","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(DC.) Kausel","Gallindo, F.; Cano, O.","Brito, TG da S","2016","01","25","Brasil","Pernambuco","Belém de Maria","-35.8300018310547","-8.62555980682373",NA,NA,"IPA0090798",NA,NA,NA,"Material botânico para fins de Tese de Doutorado na UFPE, Depto. de Bioquímica, Lab. de Lipídeos da aluna Thaise Gabriele da S. Brito, sob a orientação da Dra. Vera Lúcia de Menezes Lima.; Árvore; flores brancas e frutos arroxeados.","s.n.","Southern America",NA,NA,"Plantae",NA,"Sítio Boa Sorte, próximo à sede .","2016","01","28","11331","auto",NA,NA,NA,NA,NA,NA
"135","2019-08-27 13:31:34-03","IAP","PACA-AGP","48812","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O. Berg","Mattos","Rambo, B.","1950","09","22","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA048812",NA,NA,NA,"Habitat: in silva",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Vila Manresa",NA,NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"136","2019-08-27 13:31:37-03","IAP","PACA-AGP","1291","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Emrich-Rambo","Rambo, B.","1933","11","04","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"PACA001291",NA,NA,NA,"Cultivada. Habitat: in horto Fenofase: estéril",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Vila Manresa","1957","09","13","29946","auto","Magnoliatae",NA,NA,NA,NA,NA
"137","2019-08-27 13:31:37-03","IAP","PACA-AGP","93788","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Fernanda C. Xavier","Fernada C. Xavier","2004",NA,NA,"Brasil","RS","Triunfo","-51.7181015014648","-29.9433002471924",NA,NA,"PACA093788",NA,NA,NA,"Sem n° de HASU","45",NA,NA,NA,"Magnoliophyta","Myrtales","Rio Jacuí (Ilhota)",NA,NA,NA,"41194","auto","Magnoliatae",NA,NA,NA,NA,NA
"138","2019-08-27 13:31:37-03","IAP","PACA-AGP","57979","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Kausel","R. Klein","1949","10",NA,"Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"PACA057979",NA,"50","50","15m de altura. Habitat: in silva Fenofase: flor Hábito: árvore","292",NA,NA,NA,"Magnoliophyta","Myrtales",NA,"1957","09","13","19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"139","2019-08-27 13:31:37-03","IAP","PACA-AGP","55473","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Kausel","Reitz, R.","1949","11","03","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"PACA055473",NA,"40","40","15m de altura, flor branca e fruto estriado. HBR 5185. Habitat: in silva Fenofase: flor Hábito: árvore","3157",NA,NA,NA,"Magnoliophyta","Myrtales","Mata da Azambuja","1957","09","13","19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"140","2019-08-27 13:31:37-03","IAP","PACA-AGP","62585","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","M. Sobral","Camargo, O. R.","1957","10","20","Brasil","RS","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,"PACA062585",NA,NA,NA,"Habitat: in silva Fenofase: fruto maturo","2147",NA,NA,NA,"Magnoliophyta","Myrtales","Boqueirão, nos arredores da cidade","1990",NA,NA,"25060","auto","Magnoliatae",NA,NA,NA,NA,NA
"141","2019-08-27 13:31:37-03","IAP","PACA-AGP","55461","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Kausel","Reitz, R.","1949","11","03","Brasil","SC","Brusque","-48.9174995422363","-27.0981006622314",NA,NA,"PACA055461",NA,"40","40","8m de altura e flor branca. HBR 5186. Habitat: in silva Fenofase: flor Hábito: árvore","3156",NA,NA,NA,"Magnoliophyta","Myrtales","Mata da Azambuja","1957","09","13","19684","auto","Magnoliatae",NA,NA,NA,NA,NA
"142","2019-08-27 13:31:37-03","IAP","PACA-AGP","96276","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","Zanotto","Zanoto, M","2005","02","16","Brasil","SC","Maravilha","-53.1725006103516","-26.760799407959",NA,NA,"PACA096276",NA,"550","550","Sem n° de HASU",NA,NA,NA,NA,"Magnoliophyta","Myrtales","Mata do Seminário",NA,NA,NA,"12440","auto","Magnoliatae",NA,NA,NA,NA,NA
"143","2020-12-20 21:18:40-03","UFV","VIC","34161","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel",NA,"Silva, C.J.","2010","11","30","Brasil","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"VIC034161","VIC034161",NA,NA,"Árvore cultivada, flores brancas","s.n.",NA,NA,NA,NA,NA,"Departamento de Fitotcnia da UFV, Setor de fruticultura",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"144","2020-02-27 16:44:08-03","UFSC","CTBS","3342","PreservedSpecimen","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Mariot, A.","Marcon, A.","2013","11","06","Brasil","Santa Catarina","Vargem","-50.802778","-27.493611","50°48'10W","27°29'37S",NA,NA,"708","708",NA,NA,NA,NA,"LUSC 6326",NA,NA,"Canteiro de Obras da UHE de São Roque","2013","11","06",NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-02-27 16:44:08-03","UFSC","CTBS","3341","PreservedSpecimen","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Steiner, F.","Steiner, F.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.803333","-27.493611","50°48'12W","27°29'37S",NA,NA,"622","622",NA,NA,NA,NA,"LUSC 6325",NA,NA,"Canteiro de Obras da UHE de São Roque","2013","10","30",NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-02-27 16:44:08-03","UFSC","CTBS","3317","PreservedSpecimen","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Mariot, A.","Mariot, A.","2013","10","30","Brasil","Santa Catarina","Vargem","-50.801667","-27.496667","50°48'06''W","27°29'48''S",NA,NA,"713","713","DAP cm; altura m",NA,NA,NA,"LUSC 6324",NA,NA,"Canteiro de obras da UHE São Roque","2013","10","30",NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0069151","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","M.L. Kawasaki, 1991.","M. Nee","1990","11","30","Bolivia","Santa Cruz","Nuflo de Chavez","-62.6","-16.1667",NA,NA,NA,NA,NA,NA,"Shrubs 5m tall, common in places; bark tan; smooth, with bumps from which the flower clusters emerge. Cauliflorous. Fruit with pedicel and the bitter or resinous taste of the fruit differentiate these plants from the same (?) species around the city of Santa Cruz.","40111",NA,NA,NA,"Magnoliophyta","Myrtales","14km (by air) NW of San Javier, gap through range and slope on west side, Las Lajas, 'El Chupadero'.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056417","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","M. Nee, 1990.","M. Nee","1990","9","30","Bolivia","Santa Cruz","Andres Ibanez","-63.2","-18.0417",NA,NA,NA,NA,NA,NA,"Gnarled shrub 5m tall; bark smooth with flakes. Cauliflorous; there will be more flowers open tomorrow. Flowers white.","38975",NA,NA,NA,"Magnoliophyta","Myrtales","7km SE of Naranjillos on road from Santa Cruz to Abapo, at junction with railroad.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056416","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","M.L. Kawasaki, 1991.","M. Nee","1988","12","7","Bolivia","Santa Cruz","Andres Ibanez","-63.0667","-17.7667",NA,NA,NA,NA,NA,NA,"'Guapuru' Common shrub in woods, this one 5m tall, 10cm diam., with smooth, twisted trunk. Cauliflorous with white powder-puff inflorescence cluster on all stems from gorund level to almost the smallest leafless twigs; all shrubs in full bloom today, very conspicuous, but impossible to preserve the effect when pressed; no open flowers in the preceding week; flowers white, with scarcely any odor. This species produces a much-esteemed edible, dark purple, grape-like fruit, but these are only available for the short period.","37052",NA,NA,NA,"Magnoliophyta","Myrtales","12km E of center of Santa Cruz. ON road to Cotoca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0056696","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"L. R. Landrum; M. da Silva","1995","7","20","Paraguay","Cordillera",NA,"-57.25","-25.0833",NA,NA,NA,NA,NA,NA,"Small tree; flowers buds on larger twigs and trunck.","8596",NA,NA,NA,"Magnoliophyta","Myrtales","Road from Limpio to Arroyos y Esteros at Rio Piribebuy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060332","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","J. De Egea","J. De Egea Juvinel; R. Elsam","2005",NA,"6","Paraguay","Neembucu",NA,"-58.003611","-26.55",NA,NA,NA,NA,NA,NA,"Arbol pequeno, flores blancas que nacen de ramas gruesas, hojas aromaticas.","788",NA,NA,NA,"Magnoliophyta","Myrtales","Estancia Redondo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061864","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B. K. Holst","E. Zardini; R. Velázquez","1990","7","21","Paraguay","Cordillera",NA,"-57.2","-25.13",NA,NA,NA,NA,NA,NA,"Shrub 1.5 m.","22038",NA,NA,NA,"Magnoliophyta","Myrtales","14 km W of Arroyos y Esteros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057653","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","M. Sobral","L. C. Stutz","1983","3","1","Paraguay","Paraguari",NA,"-57.149828","-25.61979",NA,NA,NA,NA,"250",NA,"Arbusto.","1587",NA,NA,NA,"Magnoliophyta","Myrtales","Paraguari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061865","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","B. K. Holst","E. Zardini; R. Velázquez","1990","8","3","Paraguay","Central",NA,"-57.5","-25.5",NA,NA,NA,NA,NA,NA,"Treelet 4 m.","22555",NA,NA,NA,"Magnoliophyta","Myrtales","San Antonio, on Río Paraguay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0061701","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","M. Sobral","L. C. Stutz de Ortega","1985","1","24","Paraguay","Alto Parana",NA,"-54.592946","-25.655571",NA,NA,NA,NA,NA,NA,"Arbre 5 m, fleurs blanches, cumliflores (fl. à 2 cm du sol sur le trone). Yva puru.","2244",NA,NA,NA,"Magnoliophyta","Myrtales","Puerto Bertoni.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-11-21 14:40:26-03","UFJF","CESJ","X-074","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg",NA,"?",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,"CESJ00X074",NA,NA,NA,"Nome vulgar: Jaboticabeira.Árvore pequena, de São Paulo,Rio de Janeiro,Minas Gerais,etc. Comum empomares,pois é frutífera e ornamental.","s.n.",NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:40:26-03","UFJF","CESJ","63003","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","B.E. Conde","B.E. Conde","2013","05","15","Brasil","Minas Gerais","Santos Dumont","-43.5525016784668","-21.4566993713379",NA,NA,"CESJ063003",NA,NA,NA,"Árvore com caule lenhoso. Folhas eliptico-lanceoladas, opostas. Frutos são capsulares, roxo enegrecidos, aderidos ao caule. Flores pequeninas, brotando do caule, de cor amarelas.","279","América do Sul",NA,NA,"Angiosperma",NA,"São Bento","2013","05","20","25699","auto",NA,NA,NA,NA,NA,NA
"158","2019-11-21 14:40:26-03","UFJF","CESJ","22812","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","B.B.S.Coelho; L. Krieger","B.B.S. Coelho; L. Krieger","1986","12","05","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ022812",NA,NA,NA,NA,"s.n.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"159","2019-11-21 14:40:26-03","UFJF","CESJ","25649","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","L. Krieger","L. Krieger","1985","09","24","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ025649",NA,NA,NA,"Árvore regular, cultivada, flores alvasd. Frutos esféricos, negors, suculentos, comestíveis.","CESJ25649","América do Sul",NA,NA,"Angiosperma",NA,"Cedofeira","1985","09","24","36144","auto",NA,NA,NA,NA,NA,NA
"160","2019-11-21 14:40:26-03","UFJF","CESJ","541","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg",NA,"L. Krieger",NA,NA,NA,"Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"CESJ000541",NA,NA,NA,"Jaboticaba.","CESJ541","América do Sul",NA,NA,"Angiosperma",NA,"Santo Amaro",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"161","2019-11-21 14:40:26-03","UFJF","CESJ","58664","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","D.S. Pifano","C.N. Silva; J.H.C. Ribeiro","2011","09","14","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,"CESJ058664",NA,NA,NA,"Na trilha. Árvore, ca. de 3m de alt., flores brancas.","084","América do Sul",NA,NA,"Angiosperma",NA,"Jardim Botânico da UFJF - Mata do Krambeck, Na trilha.","2011","12","05","36144","auto",NA,NA,NA,NA,NA,NA
