"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","locality","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet"
"451","2019-10-07 09:35:50-03","UEFS","HUEFS","26366","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","P.P.de Oliveira","Melo, E.","1997","01","25","Brasil","Bahia","Itatim","-39.783056","-12.753333","39W46'59''","12S45'12''","HUEFS0026366","HUEFS0026366","300","300",NA,"1960",NA,NA,NA,"Angiospermae","Myrtales","Orla da exterior da mata da base.","1999","08",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"452","2019-10-07 09:35:50-03","UEFS","HUEFS","231015","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel",NA,"Stadnik,A.","2015","01","22","Brasil","Bahia","Licínio de Almeida","-42.5074996948242","-14.6822004318237",NA,NA,"HUEFS0231015",NA,NA,NA,NA,"288",NA,NA,NA,"Angiospermae","Myrtales","Jurema - estrada para são Domingos",NA,NA,NA,"31339","auto","Rosanae",NA,NA,NA,NA,NA
"453","2019-10-07 09:35:50-03","UEFS","HUEFS","161974","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O.Berg) Kausel",NA,"Wesenberg, J.W.","2005","09","19","Brasil","Rio de Janeiro","Teresópolis","-43.009444","-22.450556","43W0'34''","22S27'2''","HUEFS0161974","HUEFS0161974","1220","1220","Floresta montana.","924",NA,NA,NA,"Angiospermae","Myrtales","Parque Nacional da Serra dos Órgãos. Vale do Rio Beija Flor.",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"454","2019-09-05 15:43:51-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","guapurium","Eugenia guapurium",NA,NA,"J. de Jussieu",NA,NA,NA,"Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA,NA,NA
"455","2018-04-04 16:25:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,"RRC ID Flag","I. G. Vargas C.",NA,NA,NA,"Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3585","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"3585",NA
"456","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121925F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0121925F","V0121925F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"457","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121926F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0121926F","V0121926F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"458","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121927F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0121927F","V0121927F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"459","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121928F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0121928F","V0121928F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"460","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121929F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0121929F","V0121929F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"461","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121930F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0121930F","V0121930F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"462","2015-03-07 08:57:28-03","F","FMNH-SEEDPLANTS","V0121931F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,NA,NA,NA,NA,NA,"Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0121931F","V0121931F_01",NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"463","2018-04-24 13:17:54-03","F","FMNH-SEEDPLANTS","V0349130F","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora",NA,"RRC ID Flag","A. Schinini","1981","10","17","Paraguay",NA,NA,"-58.1689","-23.2025",NA,NA,"V0349130F","V0349130F_01",NA,NA,NA,"21308","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"21308",NA
"464","2019-09-04 18:19:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","jaboticaba","Myrciaria jaboticaba",NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA
"465","2019-09-04 20:00:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Myrtus","cauliflora","Myrtus cauliflora",NA,NA,"C. F. P. von Martius",NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Holotype",NA,NA,NA,NA
"466","2020-11-23 11:39:24-03","IAC","IAC","48095","S","Plantae","Myrtaceae-2.Myrtoideae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","M. Lacerda","C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","2007","02","28","Brasil","São Paulo","Campinas","-47.069","-22.865333","-47.069000","-22.865333",NA,NA,NA,NA,"47o04#?#08.4W, 22o51#?#55.2S, LP 07022804","65",NA,NA,NA,NA,NA,"IAC, Fazenda Santa Elisa, próximo à mata","2007","10","31",NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-11-23 11:39:25-03","IAC","IAC","48093","S","Plantae","Myrtaceae-2.Myrtoideae","Myrciaria","jaboticaba","Myrciaria jaboticaba","(Vell.) O.Berg","C.F. Nardin et al.","C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","2007","02","28","Brasil","São Paulo","Campinas","-47.067972","-22.865194","-47.067972","-22.865194",NA,NA,NA,NA,"47o04#?#04.7W, 22o51#?#54.7S, LP 07022802","63",NA,NA,NA,NA,NA,"IAC, Fazenda Santa Elisa, próximo à mata","2007","02","28",NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-11-23 11:39:25-03","IAC","IAC","48094","S","Plantae","Myrtaceae-2.Myrtoideae","Myrciaria","jaboticaba","Myrciaria jaboticaba","(Vell.) O.Berg","C.F. Nardin et al.","C.F. Nardin; L.C. Bernacci & M.D. Soares-Scott","2007","02","28","Brasil","São Paulo","Campinas","-47.068111","-22.865167","-47.068111","-22.865167",NA,NA,NA,NA,"47o04#?#05.2W, 22o51#?#54.6S, LP 07022803","64",NA,NA,NA,NA,NA,"IAC, Fazenda Santa Elisa, próximo à mata","2007","02","28",NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-11-23 11:39:25-03","IAC","IAC","48017","S","Plantae","Myrtaceae-2.Myrtoideae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg","M.E.G. Sobral","C.F. Nardin; J.A.M.A. Gomes & L.C. Bernacci","2007","02","09","Brasil","São Paulo","Ubatuba","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,"Myrciaria sp3, LP 07020923","38",NA,NA,NA,NA,NA,"IAC, Estação Experimental (Horto), perto da sede","2007","05","15",NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-11-23 11:39:25-03","IAC","IAC","48018","S","Plantae","Myrtaceae-2.Myrtoideae","Myrciaria","trunciflora","Myrciaria trunciflora","O.Berg","M.E.G. Sobral","C.F. Nardin; J.A.M.A. Gomes & L.C. Bernacci","2007","02","09","Brasil","São Paulo","Ubatuba","-45.119083","-23.409033","-45.119083","-23.409033",NA,NA,NA,NA,"045o07#?#08.7W, 23o24#?#32.52S, LP 07020912, tem outros indivíduos próximos dali","27",NA,NA,NA,NA,NA,"IAC, Estação Experimental (Horto), caminho para a trilha do fundo (trilha dos escravos), lado direito","2007","05","15",NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-11-23 11:39:25-03","IAC","IAC","45256","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","M. Lacerda","M. Kirizawa","1978","06","29","Brasil","São Paulo","São Paulo","-46.6361","-23.5475","-46.6361","-23.5475",NA,NA,NA,NA,"Área 6: planta número 0809","346",NA,NA,NA,NA,NA,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico","2007","10","29",NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-11-23 11:39:25-03","IAC","IAC","5073","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","M.E.G. Sobral","A.P. Viégas","1939","09","29","Brasil","São Paulo","Campinas","-47.0608","-22.9056","-47.0608","-22.9056",NA,NA,NA,NA,"nome popular: jaboticaba","s/nº",NA,NA,NA,NA,NA,"Av. Brasil, 222","1990","09","29",NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-11-23 11:39:25-03","IAC","IAC","5786","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","M.E.G. Sobral","C. Smith","1940","09","20","Brasil","São Paulo","Ubatuba","-45.0711","-23.4339","-45.0711","-23.4339",NA,NA,NA,NA,"nome popular: jaboticaba","s/nº",NA,NA,NA,NA,NA,"IAC, Estação Experimental","1990","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-11-23 11:39:25-03","IAC","IAC","41842","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-11-23 11:39:25-03","IAC","IAC","41843","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"6",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-11-23 11:39:25-03","IAC","IAC","41844","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"9",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"477","2020-11-23 11:39:25-03","IAC","IAC","41845","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-11-23 11:39:25-03","IAC","IAC","41846","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","M. Molz","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"12",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-11-23 11:39:25-03","IAC","IAC","41847","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"13",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-11-23 11:39:25-03","IAC","IAC","41848","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-11-23 11:39:25-03","IAC","IAC","41849","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"16",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-11-23 11:39:25-03","IAC","IAC","41850","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-11-23 11:39:25-03","IAC","IAC","41851","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-11-23 11:39:25-03","IAC","IAC","41852","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-11-23 11:39:25-03","IAC","IAC","41854","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-11-23 11:39:25-03","IAC","IAC","41853","S","Plantae","Myrtaceae-2.Myrtoideae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Molz. Martin","B.M.M. Sarmento","1999","07","13","Brasil","São Paulo","Mococa","-47.0047","-21.4678","-47.0047","-21.4678",NA,NA,NA,NA,NA,"21",NA,NA,NA,NA,NA,"IAC, Estação Experimental","2014","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-07-23 12:16:30-03","CEPLAC","CEPEC","94865","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora",NA,"G. M. Barroso","S. Monteiro","1998","08","05","Brasil","São Paulo","CAMPINAS","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,NA,NA,NA,"270",NA,NA,NA,NA,NA,"Instituto Agronômico de Campinas - IAC.",NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"488","2020-07-23 12:16:30-03","CEPLAC","CEPEC","28173","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora",NA,"M. Sobral","Grupo Pedra do Cavalo","1980","10","01","Brasil","Bahia","CACHOEIRA","-39.083333","-12.533333","39W5'","12S32'",NA,NA,NA,NA,NA,"836",NA,NA,NA,NA,NA,"Vale dos Rios Paraguaçu e Jacuípe, Mata do Rio Jacuípe.",NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,NA
"489","2020-07-23 12:16:30-03","CEPLAC","CEPEC","80722","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora",NA,"M. C. Souza","M. B. Thomas","1998","09","13","Brasil","Bahia","PORTO SEGURO","-39.25","-16.866667","39W15'","16S52'",NA,NA,NA,NA,NA,"560",NA,NA,NA,NA,NA,"Reserva Indígena Pataxó. 10Km ao W de Barra Velha ao longo da Rod. p/ Parque Nacional Monte Pascoal.",NA,NA,NA,NA,NA,NA,NA,"30/09/2006",NA,NA,NA
"490","2020-07-23 12:16:30-03","CEPLAC","CEPEC","131898","PreservedSpecimen","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora",NA,"M. Sobral","J. W. Wesenberg",NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>","924",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"491","2019-11-14 17:17:16-03","URICER","HPBR","9414","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","Berg.","MOHR,P.C.","MOHR,P.C.","2005","05","14","Brasil","Rs","Aratiba","-52.3003005981445","-27.3941993713379",NA,NA,"HPBR009414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18075","auto",NA,NA,NA,"1",NA,NA
"492","2020-06-25 11:42:50-03","URICER","HPBR","7153","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","Berg.","BUTZKE, A","BUTZKE, A. et al.","1993","09","28","Brasil","RS","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR007153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARQUE MUNIC. LONGINES MALINOWSKI","1993","09","28","46790","auto",NA,NA,NA,"1",NA,NA
"493","2019-11-14 17:17:16-03","URICER","HPBR","610","S","Plantae","Myrtaceae","Myrciaria","trunciflora","Myrciaria trunciflora","Berg","BETIATO,S.","BELINI,C.R. e GHIDINI,M.V.","1985","10","03","Brasil","RS","Sananduva","-51.8067016601562","-27.9496994018555",NA,NA,"HPBR000610",NA,NA,NA,"Altura e aproximadamente 8 metros.",NA,NA,NA,NA,NA,NA,"São José",NA,NA,NA,"22915","auto",NA,NA,NA,"1",NA,NA
"494","2019-04-02 09:32:18-03","URICER","HPBR","8222","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","MILESI, T. R.","CELI,J. et al","2002","04","25","Brasil","RS","Benjamim Constant do Sul",NA,NA,NA,NA,"HPBR008222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RESERVA INDIGENA DO VOTOURO",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"495","2019-04-02 09:32:18-03","URICER","HPBR","6910","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(Berg) Kausel",NA,"TOMAZIN, A.","2000","09","01","Brasil","RS","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR006910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARQ. MUNIC LONGINES MALINOWSKI",NA,NA,NA,"46790","auto",NA,NA,NA,"2",NA,NA
"496","2020-10-15 11:38:31-03","URICER","HPBR","6675","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(Berg) Kausel","IRGANG, B. E.","GUGEL, J. L.","2000","11","01","Brasil","RS","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,"HPBR006675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PARQ. MUNIC LONGINES MALINOWSKI","2001","01","22","46790","auto",NA,NA,NA,"1",NA,NA
"497","2019-11-12 17:14:59-03","URICER","HPBR","11613","S","Plantae","Myrtaceae","Plinia","trunciflora","Plinia trunciflora","(O. Berg) Kausel","SLAVIERO, L. B.","SLAVIEIRO, L. B.","2011","12","23","Brasil","RS","Sertão","-52.2597007751465","-27.979700088501",NA,NA,"HPBR011613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","12","28","30142","auto",NA,NA,NA,NA,NA,NA
"498","2020-11-19 14:06:27-03","Unimontes","MCMG","1044","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","cauliflora","Myrciaria cauliflora","(Mart.) O.Berg","Bicalho, G. O. D.","Bicalho, G. O. D. | Moura, C. B. S | Dias, J. S","2009","11","21","Brasil","Minas Gerais","Porteirinha","-43.0283012390137","-15.7433004379272",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Várzea Bonita",NA,NA,NA,"56892","auto",NA,NA,NA,NA,NA,NA
"499","2020-11-19 14:06:27-03","Unimontes","MCMG","364","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Santos R.M.","Menino,G.C.O | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Tolentino,G.","2008","07","30","Brasil","Minas Gerais","Janúaria","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Regeneração Natural","196",NA,NA,NA,NA,NA,"APA do Rio PandeirosAGROPOP",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"500","2020-11-19 14:06:27-03","Unimontes","MCMG","296","PreservedSpecimen","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Santos R.M.","Veloso,M.D.M | Azevedo,I.F.P | Brandão, D.O | Rodrigues,M.P.S | Aruda, D.M | Luz, G. R.","2008","06","22","Brasil","Minas Gerais","Janúaria","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"Abóreo","110",NA,NA,NA,NA,NA,"APA do Rio PandeirosAGROPOP",NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"501","2019-12-20 18:46:48-03","UFSJ","HUFSJ","6480","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Sobral, M","Romagnolo, MB","2014","06","05","Brasil","Paraná","Presidente Castelo Branco","-52.297778","-23.509167","-52.297778","-23.509167","HUFSJ006480",NA,NA,NA,"Arvoreta, cerca de 5m, botões e flores de coloração creme. Remanescente de Floresta Estacional Semidecidual.","250",NA,NA,NA,NA,NA,"Fazenda Santa Isabel.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-12-09 10:46:09-03","UFSJ","HUFSJ","4253","S","Plantae","Myrtaceae","Plinia","cauliflora","Plinia cauliflora","(Mart.) Kausel","Sobral, M","Ferreira Júnior, CA","2012","09","12","Brasil","Minas Gerais","Santana do Riacho","-43.7144012451172","-19.1688995361328",NA,NA,"HUFSJ004253",NA,NA,NA,"Porte arbustivo.","638",NA,NA,NA,NA,NA,"RPPN Brumas do Espinhaço e Ermos do Gerais.","2013",NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA
"503","2019-04-30 15:24:32-03","UFSJ","HUFSJ","10406","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Sobral, M","Romagnolo, MB","2011","11","01","Brasil","Paraná","Diamante do Norte","-52.883333","-22.626944","-52.883333","-22.626944","HUFSJ010406",NA,"282","282","Árvore cerca de 13 m de altura, frutos imaturos verdes, frutos maduros pretos.","3248",NA,NA,NA,NA,NA,"Estação Ecológica de Caiuá, trilha do Mico.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-02-27 14:03:22-03","UFSJ","HUFSJ","4121","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Sobral, M","Sobral, M","2012","10","19","Brasil","Minas Gerais","Prados","-44.115528","-21.069472","-44.115528","-21.069472","HUFSJ004121","HUFSJ004121_v00 HUFSJ004121_v01 HUFSJ004121_v02",NA,NA,"Árvore 8 m, em mata na estrada; flores creme.","15044",NA,NA,NA,NA,NA,"Estrada dos Fundadores","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-12-20 18:46:48-03","UFSJ","HUFSJ","6479","S","Plantae","Myrtaceae","Plinia","peruviana","Plinia peruviana","(Poir.) Govaerts","Sobral, M","Romagnolo, MB","2011","11","01","Brasil","Paraná","Diamante do Norte","-52.883333","-22.626944","-52.883333","-22.626944","HUFSJ006479",NA,"282","282","Arbórea, cerca de 3m de altura, frutos imaturos de coloração verde.","3249",NA,NA,NA,NA,NA,"Estação Ecológica de Caiuá, trilha do Mico. Floresta Estacional Semidecidual.","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
