"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","typeStatus"
"48","2019-10-07 09:19:50-03","UEFS","HUEFS","17045","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","A.T.de Brito","Ganev, W.","3003","1994","03","31",NA,"Brasil","Bahia","Abaíra",NA,"-41.866667","-13.283333",NA,NA,"HUEFS0017045","HUEFS0017045","1996","01",NA,"41W52'","13S17'",NA,NA,"1100","1180",NA,NA,"Lilianae",NA
"49","2019-10-07 09:19:50-03","UEFS","HUEFS","181169","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Oliveira, R.P.","1929","2011","11","01",NA,"Brasil","Bahia","Mucugê","Distrito de Guiné, Serra do Esbarrancado. No topo da serra.","-41.511389","-12.756111",NA,"Campo rupestre.","HUEFS0181169",NA,NA,NA,NA,"41W30'41''","12S45'22''",NA,NA,"1111","1379",NA,NA,"Lilianae",NA
"50","2019-10-07 09:19:50-03","UEFS","HUEFS","70743","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Queiroz, L.P.de","7688","2003","03","09",NA,"Brasil","Bahia","Morro do Chapéu","Cerca de 18 Km E de Morro do Chapéu na estrada para salvador. Cachoeira do Ferro Doido.","-41.150556","-11.627778",NA,"Mata ciliar no rio Ferro Doido.","HUEFS0070743","HUEFS0070743",NA,NA,NA,"41W9'2''","11S37'40''",NA,NA,"850","900",NA,NA,"Lilianae",NA
"51","2019-10-07 09:19:50-03","UEFS","HUEFS","77087","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Ribeiro, P.L.","49","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Leito do rio, rio seco, epífitas em árvores no leito do rio.","-40.997222","-11.622778",NA,NA,"HUEFS0077087",NA,NA,NA,NA,"40W59'50''","11S37'22''",NA,NA,"788","788",NA,NA,"Lilianae",NA
"52","2019-10-07 09:19:50-03","UEFS","HUEFS","84084","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Ribeiro, P.L.","48","2003","08","09",NA,"Brasil","Bahia","Morro do Chapéu","Leito do rio, rio seco, epífitas em árvores no leito do rio.","-40.997222","-11.622778",NA,NA,"HUEFS0084084","HUEFS0084084",NA,NA,NA,"40W59'50''","11S37'22''",NA,NA,"788","788",NA,NA,"Lilianae",NA
"53","2019-10-07 09:19:50-03","UEFS","HUEFS","86448","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Dusén, P.","18060","1916","06","01",NA,"Brasil","Amazonas",NA,"Porto amazonas, in rupibus.",NA,NA,NA,NA,"HUEFS0086448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"54","2019-10-07 09:19:50-03","UEFS","HUEFS","89672","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Welter, N.","1996","1953","10","12",NA,"Brasil","São Paulo",NA,"Tremembé.",NA,NA,NA,NA,"HUEFS0089672",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae","Holótipo"
"55","2019-10-07 09:19:50-03","UEFS","HUEFS","161467","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"van den Berg, C.","1829","2007","04","06",NA,"Brasil","Minas Gerais","Carrancas","Pedreira do Guilherme, estrada Carrancas-S.Vicente de Minas, km 8","-44.6425018310547","-21.4874992370605",NA,NA,"HUEFS0161467","HUEFS0161467",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,"Lilianae",NA
"56","2019-07-09 12:44:22-03","F","FMNH-SEEDPLANTS","V0435767F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum",NA,NA,"P. Dusén","9483","1910","2","24","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0435767F","V0435767F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"57","2019-11-13 16:04:56-03","UNISANTA","HUSC","11496","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Eduardo L. Borba","Andrade, V.","s.n.","2015",NA,NA,NA,"Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,"fotografada",NA,NA,"2015",NA,NA,NA,NA,"16076","auto",NA,NA,NA,NA,NA,NA
"58","2021-02-12 15:02:21-03","UFSCar","SPSC","8414","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","F.A. Botoghin","F.A. Botoghin",NA,"2012","05","03",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Epifita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-01 15:15:14-03","UnB","UB","200343","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Lima, JH","Lima, JH","24","2012","11","15","Southern America","Brasil","Distrito Federal","Taguatinga","Floresta Nacional de Brasília (Área 1)","-48.121111","-16.316944",NA,"Epífita. Encontrada em galho caído sob árvore morta. Outros indivíduos foram avistados na copa dessa árvore, a mais de 10m de altura; Mata de galeria","UB0019245","UB0019245","2014","02","24","-48.121111","-16.316944",NA,NA,"1200","1200",NA,NA,NA,NA
"60","2019-11-01 15:15:14-03","UnB","UB","213403","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Paula, R","Oliveira, RP; Arcela, V","76","2013","01","16","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (Córrego Capetinga)","-47.941389","-15.954444",NA,"Epífita em tronco de árvore. Flor azul/lilás. Fruto preto; Mata de galeria inundável. Relevo plano","UB0031341","UB0031341","2011","12",NA,"-47.941389","-15.954444",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:15:14-03","UnB","UB","205544","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Lima, JH","Queiroz, VV; Lima, JH","10","2014","06","25","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília, Mata do Córrego do Acampamento.","-48.642892","-16.275144",NA,"Início da trilha; Mata de Galeria","UB0019228","UB0019228","2014","06",NA,"-48.642892","-16.275144",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:15:14-03","UnB","UB","200358","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Lima, JH","Lima, JH","39","2013","06","08","Southern America","Brasil","Distrito Federal","Taguatinga","Floresta Nacional de Brasília (Área 1)","-48.151111","-16.317222",NA,"Epífita encontrada caída no solo. Apenas um indivíduo localizado no local. Flores verdes com labelo lilás com pontos brancos.&nf;Floresceu em cultivo em 24/II/2014; Mata de galeria","UB0019244","UB0019244","2014","02","24","-48.151111","-16.317222",NA,NA,"1180","1180",NA,NA,NA,NA
"63","2019-11-01 15:15:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Smidt, EC","Heringer, EP","543","1958","01","04","Southern America","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,"Restos de matas secundárias","UB0015712","UB0015712","2007","08",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"64","2019-11-01 15:15:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Smidt, EC","Heringer, EP","5478A","1957","02","09","Southern America","Brasil","Minas Gerais","Paraopeba","Fazenda do Chico Maurício, 3km de Paraopeba","-44.4042015075684","-19.2744007110596",NA,"Epífita; Cultura","UB0015713","UB0015713","2007","08",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"65","2019-11-01 15:15:14-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb. Rodr.) Cogn.","Smidt, EC","Heringer, EP","s.n.","1958","02","10","Southern America","Brasil","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596",NA,"Epífita cultivada sobre Annona curiacium","UB0015714","UB0015714","2007","08",NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA
"66","2017-09-11 17:11:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","lundianum","Bulbophyllum lundianum","Rchb.f. & Warm.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,"Floret Februario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:11:28-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","lundianum","Bulbophyllum lundianum","Rchb.f. & Warm.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes",NA,NA,NA,"Floret Februario",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in rupibus ad cacumen Serra de Caldas prov. Minas Geraes","-46.3861","-21.9236",NA,NA,NA,"P03P5N0118",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Regnell, AF","1134",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","ad Serra da Pedra Branca prope Caldas","-46.3861","-21.9236",NA,"Floret Januario - Februario",NA,"P03P5N0118",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"70","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","Habitat in rupibus ad cacumen Serra de Caldas prov. Minas Geraes","-46.3861","-21.9236",NA,NA,NA,"P03P5N0118",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"71","2017-09-11 17:11:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.",NA,"Regnell, AF","1134?",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caldas","ad Serra da Pedra Branca prope Caldas","-46.3861","-21.9236",NA,"Floret Januario - Februario",NA,"P03P5N0118",NA,NA,NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
"72","2019-11-21 10:12:56-03","IBt","SP","441818","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Laitano, TL","Laitano, TL; Guimarães, LS","234","2010","04","29",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó, Cachoeira do Lajeado",NA,NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-21 10:12:56-03","IBt","SP","27109","S","Plantae",NA,NA,"Orchidaceae","Bulbophyllum","plumosum","Bulbophyllum plumosum","(Barb.Rodr.) Cogn.","Smidt, EC","Ostermeyer, R","s.n.","1931","02","14",NA,"Brasil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"2007","08",NA,NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA
