"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","infraspecificEpithet","class","individualCount","relatedCatalogItem"
"53","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778198","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,"1879","8","21",NA,"Brasil","Rio de Janeiro",NA,"Brésil, Rio Santo Antonio, au Tingua. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778198' target='other'> <mi>dwc_moreinfo</mi></a>","P06778198","P06778198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11567",NA,NA,NA,NA
"54","2016-11-09 10:46:47-02","MNHN","RECOLNAT_MNHN_P","P01167777","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, R.M.|&, al.",NA,"2004","12","10",NA,"Brésil",NA,NA,"Bahia, Ilhéus: CEPLACCEPEC","-39.08333","-14.9",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167777' target='other'> <mi>dwc_moreinfo</mi></a>","P01167777","P01167777_01",NA,"Castro",NA,NA,NA,NA,NA,NA,NA,NA,"1056",NA,NA,NA,NA
"55","2015-09-05 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P06778179","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Miers, J.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". s.d. Presented by Mr. John Miers. July 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778179' target='other'> <mi>dwc_moreinfo</mi></a>","P06778179","P06778179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3387",NA,NA,NA,NA
"56","2015-09-05 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P06778185","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Mosén, H.J.",NA,"1875","1","1",NA,"Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,"hb",". . donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778185' target='other'> <mi>dwc_moreinfo</mi></a>","P06778185","P06778185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3796",NA,NA,NA,NA
"57","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778188","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Galvão, R.",NA,"1880","4","1",NA,"Brasil",NA,NA,"Campos. Itaoca. Brasil, América do Sul",NA,NA,NA,"hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778188' target='other'> <mi>dwc_moreinfo</mi></a>","P06778188","P06778188_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"391",NA,NA,NA,NA
"58","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778201","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,"1879","4","25",NA,"Brasil","Rio de Janeiro",NA,"Province de Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,"hb",". . Reçu le 29 Juin 1880 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778201' target='other'> <mi>dwc_moreinfo</mi></a>","P06778201","P06778201_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11567",NA,NA,NA,NA
"59","2015-09-30 02:50:15-03","MNHN","RECOLNAT_MNHN_P","P00156772","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156772' target='other'> <mi>dwc_moreinfo</mi></a>","P00156772","P00156772_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,"holotype","1090 bis","racemosa",NA,NA,NA
"60","2015-09-30 02:50:27-03","MNHN","RECOLNAT_MNHN_P","P00156773","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156773' target='other'> <mi>dwc_moreinfo</mi></a>","P00156773","P00156773_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,"isotype","1090 bis","racemosa",NA,NA,NA
"61","2015-09-30 02:50:38-03","MNHN","RECOLNAT_MNHN_P","P00156774","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156774' target='other'> <mi>dwc_moreinfo</mi></a>","P00156774","P00156774_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,"isotype","1090 bis","racemosa",NA,NA,NA
"62","2015-09-30 02:50:50-03","MNHN","RECOLNAT_MNHN_P","P00156775","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156775' target='other'> <mi>dwc_moreinfo</mi></a>","P00156775","P00156775_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,"isotype","1090 bis","racemosa",NA,NA,NA
"63","2015-09-04 01:22:46-03","MNHN","RECOLNAT_MNHN_P","P00156776","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156776' target='other'> <mi>dwc_moreinfo</mi></a>","P00156776","P00156776_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,NA,"1090","racemosa",NA,NA,NA
"64","2015-09-21 03:54:13-03","MNHN","RECOLNAT_MNHN_P","P00156777","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Gaudichaud, C.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00156777' target='other'> <mi>dwc_moreinfo</mi></a>","P00156777","P00156777_01",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,NA,"1090","racemosa",NA,NA,NA
"65","2015-09-04 12:51:58-03","MNHN","RECOLNAT_MNHN_P","P00568014","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00568014' target='other'> <mi>dwc_moreinfo</mi></a>","P00568014","P00568014_01 P00568014_02",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,NA,"B2 30","racemosa",NA,NA,NA
"66","2015-09-17 16:13:52-03","MNHN","RECOLNAT_MNHN_P","P00568016","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Espiritu Santo",NA,NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00568016' target='other'> <mi>dwc_moreinfo</mi></a>","P00568016","P00568016_01 P00568016_02",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,NA,"B2 403","racemosa",NA,NA,NA
"67","2015-09-04 13:16:21-03","MNHN","RECOLNAT_MNHN_P","P00568018","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa racemosa","Gaudich.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Espiritu Santo",NA,NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00568018' target='other'> <mi>dwc_moreinfo</mi></a>","P00568018","P00568018_01 P00568018_02",NA,"Romaniuc-Neto",NA,NA,NA,NA,NA,NA,NA,NA,"B2 278","racemosa",NA,NA,NA
"68","2015-09-05 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P06778186","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Nadeaud, J.",NA,"1862","9","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado - Copa-Cabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb",". Sept 1862. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778186' target='other'> <mi>dwc_moreinfo</mi></a>","P06778186","P06778186_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2015-09-05 11:11:54-03","MNHN","RECOLNAT_MNHN_P","P06778184","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Nadeaud, J.",NA,"1862","1","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Corcovado. Copa-Cabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb","Plantes du Brésil. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778184' target='other'> <mi>dwc_moreinfo</mi></a>","P06778184","P06778184_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778187","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,"1861","7","4",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Floresta da Tijuca. Brésil (Rio Janei). Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778187' target='other'> <mi>dwc_moreinfo</mi></a>","P06778187","P06778187_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110 A",NA,NA,NA,NA
"71","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778190","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,"1867","4","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Gavea. Rio. Jan.Brésil. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778190' target='other'> <mi>dwc_moreinfo</mi></a>","P06778190","P06778190_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1137",NA,NA,NA,NA
"72","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778199","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,"1879","8","25",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Rio Santo Antonio, Tinguá. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778199' target='other'> <mi>dwc_moreinfo</mi></a>","P06778199","P06778199_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11567",NA,NA,NA,NA
"73","2015-09-05 11:12:28-03","MNHN","RECOLNAT_MNHN_P","P06778200","PreservedSpecimen",NA,NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca. (Rio. Janei.). Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232","57442","hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06778200' target='other'> <mi>dwc_moreinfo</mi></a>","P06778200","P06778200_01","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"110",NA,NA,NA,NA
"74","2021-02-11 17:20:30-03","UFPR","UPCB","55331","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Melo, E.de","3753","2005","02","26",NA,"Brasil","Bahia","Alagoinhas","Campus da UNEB","-38.433333","-12.166667",NA,NA,"Arbusto ca. 2m alt., folha discolor, inflorescência jovem verde, inflorescência madura com pedúnculo vináceo. Fruto maduro verde-vináceo. Vegetação sobre tabuleiro..",NA,NA,NA,"Castro, R.M. de","2005","10","-38.433333","-12.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","10861",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","L. Kollmann; E. Bausen, W. Pizziolo & W. D. P. Lopes","2508","1999","04","27",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio","-40.589167","-19.922222",NA,NA,"Mata de encosta. Arbusto 2m. Frutos verdes avermelhados.","MBML010861","MBML010861",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","1107",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","W. Boone","1001","1985","12","18",NA,"Brasil","Espírito Santo","Santa Teresa","Vale dos Colibris","-40.573889","-19.936111",NA,NA,"Arbusto de 1m, fruto vináceo, pedúnculo vermelho, ciófilo, mata rala, beira de riacho.","MBML001107","MBML001107",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W34'26","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","11897",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","L. Kollmann; et al","2265","1999","03","24",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,"Mata de encosta. Arbusto 50cm. Botões rosas.","MBML011897","MBML011897",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","15092",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","L. Kollmann; et al","4498","2001","09","04",NA,"Brasil","Espírito Santo","Santa Teresa","Rio Saltinho","-40.506944","-19.936111",NA,NA,"Arbusto 3m. Frutos avermelhados. Látex.","MBML015092","MBML015092",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","15328",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","L. Kollmann; et al","4738","2001","09","26",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Arbusto 4m na sombra. Frutos vermelhos. Látex.","MBML015328","MBML015328",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","17474",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.R. Vervloet; et al","791","2002","08","31",NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.620556","-19.931111",NA,NA,"Herbácea 1m de altura, vegetação seca, dossel 12m, frutos de cor verde claro.","MBML017474","MBML017474",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W37'14","19S55'52",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","17815",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.R. Vervloet; et al","884","2002","09","17",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Arbusto com 1m, fundo de vale, dossel 18m, frutos avermelhados, látex branco, altitude 850m.","MBML017815","MBML017815",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","19089",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","A. P. Fontana; et al","396","2002","10","13",NA,"Brasil","Espírito Santo","Fundão","Goiapaba-Açu","-40.472222","-19.914167",NA,NA,"Arbusto, inflorescência pendula vermelha, frutos vermelhos.","MBML019089","MBML019089",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W28'20","19S54'51",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","24479",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","L. Kollmann; et al","7886","2005","07","05",NA,"Brasil","Espírito Santo","Santa Teresa","Penha, Propriedade do Tabajará","-40.5625","-19.951667",NA,NA,"Arbusto 2m. Botões verdes.","MBML024479","MBML024479",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W33'45","19S57'6",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","27567",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","3072","2006","11","14",NA,"Brasil","Espírito Santo","Governador Lindenberg","Mata da Prefeitura","-40.455278","-19.247222",NA,NA,"Abusto 3m, infrutescência vermelha, látex branco. Interior de mata alterada.","MBML027567","MBML027567",NA,"A. F. P. Machado/14-VIII-2007",NA,NA,"40W27'19","19S14'50",NA,"150","150",NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","29989",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","V. Demuner; T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.","3837","2007","04","26",NA,"Brasil","Espírito Santo","Governador Lindenberg","Pedra de Santa Luzia, prop.: Firmino Sottele","-40.461944","-19.281667",NA,NA,"Arbusto 2m, frutos verdes. Interior de mata secundária.","MBML029989","MBML029989",NA,"A. F. P. Machado/14-VIII-2007",NA,NA,"40W27'43","19S16'54",NA,"350","350",NA,NA,NA,NA,NA,NA
"86","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","31061",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.R. Vervloet; V. Demuner, E. Bausen","3152","2007","08","02",NA,"Brasil","Espírito Santo","Governador Lindenberg","Santa Luzia. Firmino","-40.463333","-19.275833",NA,NA,"Arbusto 1,5m, frutos imaturos de cor verde, maduros de cor vermelha.","MBML031061","MBML031061",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W27'48","19S16'33",NA,"350","350",NA,NA,NA,NA,NA,NA
"87","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","4959",NA,"Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","W. A. Hoffmann","255","1985","10","17",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.510556","-19.823611",NA,NA,"Arbusto 1,2m, ramos da inflorescência avermelhados, frutos vináceos, semi-sombra, capoeirão, próximo a riacho.","MBML004959","MBML004959",NA,"A.F.P. Machado/10-XI-2008",NA,NA,"40W30'38","19S49'25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-04 11:05:50-03","UFRB","HURB","14071","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Ruiz & Pav.","Victor Jr., V.","98","2013","01","09",NA,"Brasil","Bahia","Ibirapitanga","Serra do Papuã; APA do Pratigi","-39.3736000061035","-14.1641998291016","33549",NA,NA,"HURB000014071",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2021-01-26 13:56:36-03","IMA","MAC","8241","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.P.Lyra-Lemos","2727","1993","04","25",NA,"Brasil","Alagoas","Murici","Trilha da Grota da Russa.","-36.575833","-9.518611",NA,NA,"Árvore com ca. de 6m de altura. Látex branco; Mata Atlântica em encosta.","MAC0008241",NA,NA,"S.Romaniuc Neto","2005",NA,"-36.575833","-9.518611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-01-26 13:56:36-03","IMA","MAC","8301","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.P.Lyra-Lemos","2740","1993","04","25",NA,"Brasil","Alagoas","Murici","Trilha da Grota da Russa.","-36.575833","-9.518611",NA,NA,"Árvore com ca. de 5m de altura. Flores e botões verdes.; Mata Atlântica em encosta.","MAC0008301",NA,NA,"S.Romaniuc Neto","2005",NA,"-36.575833","-9.518611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-01-26 13:56:36-03","IMA","MAC","23333","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.P.Lyra-Lemos","8593","2005","05","05",NA,"Brasil","Alagoas","Coruripe","Fazenda Capiatá.","-36.1755981445312","-10.125599861145","31269",NA,"Árvore ca 4m de altura, Frutos verdes.; Mata Atlântica.","MAC0023333",NA,"auto","R.P.Lyra-Lemos","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-01-26 13:56:36-03","IMA","MAC","17414","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","R.P.Lyra-Lemos; et al.","7603","2003","04","26",NA,"Brasil","Alagoas","Pilar","Fazenda Lamarão, mata em encosta.","-35.9566993713379","-9.5972204208374","24196",NA,"Árvore planta com ca. de 4m de alt., interior da mata. Frutos verdes.; Mata Atlântica em encosta","MAC0017414",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-03 13:56:20-03","UFF","NIT","NIT211","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","A. Lobão; C. P. Bruniera, M. P. Santos","1717",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","57442",NA,NA,"NIT00000211",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","3695908","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","C. E. Ramos, F. Santos, C. Santos & A. Rita",NA,"2008","7","10","South America - Neotropics","Brazil","Bahia","Itagibá","Litoral Sul. Mata do Laterítico","-39.7319","-14.1764",NA,NA,NA,"US01895145","US01895145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"95","2019-10-07 09:36:32-03","UEFS","HUEFS","90976","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Castro, R.M.","1056","2004","12","10",NA,"Brasil","Bahia","Ilhéus","CEPLACCEPEC. Quadra D. Parque Zoo-Botânico.","-39.083333","-14.9",NA,NA,"Mata atlântica, cabruca abandonada(cultivo de cacau sob floresta nativa). Substrato arenoso.","HUEFS0090976","HUEFS0090976 HUEFS0090976_01",NA,NA,NA,NA,"39W5'","14S54'",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"96","2019-10-07 09:36:32-03","UEFS","HUEFS","108872","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Reginato, M.","208","2005","02","04",NA,"Brasil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre.","-39.565278","-15.391667",NA,NA,"Floresta Ombrófila Densa Montana.","HUEFS0108872","HUEFS0108872",NA,NA,NA,NA,"39W33'55''","15S23'30''",NA,"835","835",NA,NA,NA,"Rosanae",NA,NA
"97","2019-10-07 09:36:32-03","UEFS","HUEFS","143075","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Sorocea","racemosa","Sorocea racemosa","Gaudich.","Popovkin, A.V.","55","2007","05","26",NA,"Brasil","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-37.95","-12.883333",NA,NA,NA,"HUEFS0143075","HUEFS0143075",NA,NA,NA,NA,"37W57'","12S53'",NA,"153","153",NA,NA,NA,"Rosanae",NA,NA
