"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","relationshipType","relatedCatalogItem","class","typeStatus","individualCount"
"47","2019-11-07 11:21:40-03","UFMG","BHCB-SL","37672","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1997","07",NA,"Salino, A","3204","1997","07","14","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.520222","-20.305556","-46.520222","-20.305556",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-07 11:21:40-03","UFMG","BHCB-SL","93834","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2012","10",NA,"Sakagami, RC; Labiak, PH; Schwartsburd, PB","305","2005","02","01","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin, Trilha Ecológica. Floresta Ombrófila Mista.","-50.557222","-24.211667","-50.557222","-24.211667","850","850",NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-07 11:21:40-03","UFMG","BHCB-SL","124095","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida",NA,NA,NA,NA,"Rezende, SG; Pena, FSR; Machado, GC","2987","2008","03","28","Brasil","Minas Gerais","Itabirito","Região da GERDAU","-43.864444","-20.164444","-43.864444","-20.164444","985","985","Campo rupestre sobre quartizito, herbáceo.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-07 11:21:40-03","UFMG","BHCB-SL","139868","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2010","05","20","Almeida, TE; Salino, A","2379","2010","05","20","Brasil","Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Floresta Estacional Semidecidual","-43.492222","-20.101","-43.492222","-20.101","1238","1238","Erva terrestre a beira de trilha, no interior de floresta",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-07 11:21:40-03","UFMG","BHCB-SL","88833","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Figueiredo, JB; Salino, A","2004","05",NA,"Figueiredo, JB; Lima, SG de","393","2004","05","03","Brasil","Minas Gerais","Nova Lima","RPPN Capitão do Mato, Floresta Estacional Semidecidual","-43.915444","-20.132139","-43.915444","-20.132139",NA,NA,"Terrestre; barranco da estrada em meio à mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-12-19 16:21:06-03","UFMG","BHCB-SL","109485","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A",NA,NA,NA,"Rolim, LB; Silva, JL","270","2006","02","13","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi; Cibrão, Floresta Estacional Semidecidual Montana.","-43.438944","-20.466","-43.438944","-20.466","676","676","Terrestre na borda de trilha.","BHCB001754","BHCB001754",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-01-12 15:25:12-03","UFMG","BHCB-SL","62297","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2001","09",NA,"Carvalho, FA; Salino, A; Teixeira, LCRS","36","2002","02","03","Brasil","Minas Gerais","Nova Lima","Área de Proteção do Mutuca;","-43.963611","-19.06","-43.963611","-19.06",NA,NA,"Terrestre, borda da mata, beira de estrada.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-07 11:21:40-03","UFMG","BHCB-SL","106486","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Heringer, G; Salino, A","2006",NA,NA,"Heringer, G; Palmeira, LRM","52","2006","05","25","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.944306","-20.332917","-43.944306","-20.332917","1300","1300","Terrestre em Floresta Ombrófila em vale encaixado.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-07 11:21:40-03","UFMG","BHCB-SL","139875","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2010","05","20","Almeida, TE; Salino, A","2386","2010","05","20","Brasil","Minas Gerais","Santa Bárbara","Floresta Estacional Semidecidual","-43.567861","-20.05025","-43.567861","-20.05025","809","809","Erva terrestre a beira de estrada, em área antropizada",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-01-12 15:25:12-03","UFMG","BHCB-SL","81507","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2003","05",NA,"Salino, A; Mota, RC; Carvalho, WAC","8706","2003","05","07","Brasil","Minas Gerais","Barão de Cocais","Mina de Gongo Soco (C.V.R.D.), Floresta Estacional Semidecidual MOntana e área de campo rupestre sobre canga.","-43.616389","-19.944667","-43.616389","-19.944667","1200","1200","Terrestre na borda de mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-07 11:21:40-03","UFMG","BHCB-SL","87929","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Figueiredo, JB; Salino, A","2004","05",NA,"Figueiredo, JB; Silva, AJ","353","2004","04","16","Brasil","Minas Gerais","Nova Lima","RPPN de Tumbá, Floresta Estacional Semidecidual.","-43.887694","-19.971083","-43.887694","-19.971083",NA,NA,"Terrestre; borda de mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-07 11:21:40-03","UFMG","BHCB-SL","120369","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Almeida, TE","2008","03","15","Almeida, TE; Souza, DT","1291","2008","03","15","Brasil","Minas Gerais","Congonhas","Beira da linha de trem MRS-CSN. Floresta Estacional Semidecidual.","-43.896794","-20.513181","-43.896794","-20.513181","86","86","Terrestre no interior de mata",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-01-12 15:25:12-03","UFMG","BHCB-SL","68595","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Carvalho, FA; Teixeira, LCRS","2001","08",NA,"Salino, A; Carvalho, FA; Morais, PO; Viana, PL","7167","2001","07","11","Brasil","Minas Gerais","Nova Lima","Estação Ecológica de Fechos, Área de Mata de Galeria.","-43.959083","-20.066","-43.959083","-20.066",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-07 11:21:40-03","UFMG","BHCB-SL","42840","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1998","06",NA,"Carvalho, AM de; Silva, LAM; Lau, BL","1886","1983","04","23","Brasil","Bahia","Camacã","2km a S de Camacã, estrada para Pau Brasil. Região da mata higrófila.",NA,NA,NA,NA,NA,NA,"Planta terrestre crescendo na mata higrófila. Soros marrons.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-07 11:21:40-03","UFMG","BHCB-SL","141857","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2009","07","24","Arruda, AJ; Salino, A; Viana, PL","149","2009","07","24","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari, Porção leste da RPPN Capivari. Próximo a divisa com a RPPN do Caraça.","-43.610556","-20.129167","-43.610556","-20.129167","1140","1140","Interior de floresta.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-07 11:21:40-03","UFMG","BHCB-SL","85033","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2003","12",NA,"Salino, A; Mota, NFO; Mota, RC; Melo, PHA","8953","2003","10","04","Brasil","Minas Gerais","Bandeira","Mata do Boi Rajado, a ca 14km da sede de Bandeira, na divisa com a Bahia. Floresta Ombrófila Densa Submontana.","-40.516611","-15.805194","-40.516611","-15.805194","620","800","Terrestre no interior da mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-07 11:21:40-03","UFMG","BHCB-SL","82446","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Carvalho, FA; Figueiredo, JB","2003","06",NA,"Figueiredo, JB; Carvalho, FA","09","2003","05","21","Brasil","Minas Gerais","Nova Lima","RPPN Mata do Jambreiro, Floresta Estacional Semidecidual.","-43.886278","-19.978306","-43.886278","-19.978306","770","770","Terrestre, interior da mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-01-12 15:25:12-03","UFMG","BHCB-SL","114056","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2007","10",NA,"Dittrich, VAO","1460","2007","10","12","Brasil","Minas Gerais","Ouro Preto","São Bartolomeu;","-43.558722","-20.296378","-43.558722","-20.296378","1050","1050","Terrícola à beia de riacho no inteiror da Floresta Estacional Semidecidual.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-07 11:21:40-03","UFMG","BHCB-SL","104477","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2007","02",NA,"Salino, A; Almeida, TE; Heringer, G","11608","2007","01","31","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Capão Forro, Cachoeira da Mata a 970m de altitude, Área de Cerrado com Floresta Estacional Semi-decidual chegando às margens do rio e Mata de Galeria.","-46.40725","-20.253306","-46.40725","-20.253306",NA,NA,"Terrestre.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-07 11:21:40-03","UFMG","BHCB-SL","111834","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2012","10",NA,"Labiak, PH; Schwartsburd, PB","2993","2003","10","11","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza. Floresta com Araucária, entremeada por campos naturais; formações areníticas.","-50.004722","-25.235833","-50.004722","-25.235833","1000","1000","Terrestre no interior da mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-01-12 15:25:12-03","UFMG","BHCB-SL","147815","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Almeida, TE","2011","05",NA,"Giacomin, LL","1571","2011","04","18","Brasil","Minas Gerais","Congonhas","Mina Casa de Pedra; CSN, Em fragmento de floresta anexo às ílhas de minério próximas ao CEAM.","-43.898056","-20.506389","-43.898056","-20.506389","945","945","Arbusto, folhas escandecentes, em subosque de floresta estacional anexa a canga. Próximo a córrego.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-07 11:21:40-03","UFMG","BHCB-SL","113960","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A",NA,NA,NA,"Salino, A; Dittrich, VAO; Pivari, MOD","13018","2007","12","14","Brasil","Minas Gerais","Boa Esperança","Serra da Boa Esperança, Parque Estadual da Serra da Boa Esperança. Área com formações campestres, savânicas e florestais do Bioma Cerrado, e fragmentos de Floresta Estacional Semidecidual.","-45.677861","-21.013889","-45.677861","-21.013889","1050","1050","Terrestre na mata ciliar.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-07 11:21:40-03","UFMG","BHCB-SL","65147","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2001","10",NA,"Salino, A; Carvalho, A","7665","2001","10","23","Brasil","Minas Gerais","Belo Vale","Floresta Ombrófila Densa Montana em fundo de vale.","-45.936111","-20.443611","-45.936111","-20.443611","1300","1300","Terretre.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-07 11:21:40-03","UFMG","BHCB-SL","111459","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2007","08",NA,"Salino, A; Heringer, G; Dittrich, VAO; Lara, DS","12581","2007","07","14","Brasil","Minas Gerais","Cambuquira","Mata do Pico Piripau","-45.304222","-21.94","-45.304222","-21.94","960","960","Terrestre na borda da floresta.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-07 11:21:40-03","UFMG","BHCB-SL","91605","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2005","03",NA,"Salino, A; et al.;","10192","2005","03","24","Brasil","São Paulo","Barra do Turvo","Parque Estadual do Jacupiranga, Núcleo Cedro. Trilha do Aríete. Fragmento de FLoresta Ombrófila Densa Montana muito degradada.","-48.414722","-24.965278","-48.414722","-24.965278","700","700","Terrestre em local brejoso. Beira de trilha, interior de mata.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-07 11:21:40-03","UFMG","BHCB-SL","106489","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Heringer, G; Salino, A","2006",NA,NA,"Heringer, G; Palmeira, LRM","55","2006","05","25","Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.944306","-20.332917","-43.944306","-20.332917","1300","1300","Terrestre em Mata Ciliar em interior de Floresta Ombrófila em vale encaixado.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-11-07 11:21:40-03","UFMG","BHCB-SL","108767","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2007","06",NA,"Salino, A; Almeida, TE; Heringer, G; Souza, DT","12203","2007","06","17","Brasil","Minas Gerais","Lavras","Parque Florestal Quedas do Rio Bonito, Trilha do Sauá. Mata de Galeria.","-44.982778","-21.329833","-44.982778","-21.329833","1000","1000","Barranco na mata, longe do riacho.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-11-07 11:21:40-03","UFMG","BHCB-SL","141866","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Arruda, AJ","2009","05","25","Arruda, AJ; Salino, A; Viana, PL;","158","2009","07","24","Brasil","Minas Gerais","Santa Bárbara","RPPN Capivari, Porção Sudeste da RPPN Capivari. Trilha que acompanha a rede elétrica.","-43.583889","-20.149167","-43.583889","-20.149167","1250","1250","Interior de floresta.",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-01-12 15:25:12-03","UFMG","BHCB-SL","47211","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1999","04",NA,"Salino, A","4597","1999","04","15","Brasil","Minas Gerais","Itabirito","Condomínio Aconchego da Serra; na rodovia BR-040","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,"Terrícola, na beira de trilha, no inteiror de floresta. Caule reptante.",NA,NA,NA,NA,"América",NA,"20553","auto",NA,NA,NA,NA,NA
"76","2019-11-07 11:21:40-03","UFMG","BHCB-SL","170652","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A; Moura, LC","2015","10",NA,"Souza, FS; Machado, TM; Santiago, AL; Moreira, S; Ribeiro, JHC","371","2008","04","05","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck; Sítio Malícia","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Terrestre em interior de mata, caule e ereto.",NA,NA,NA,NA,"América",NA,"36144","auto",NA,NA,NA,NA,NA
"77","2019-11-07 11:21:40-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A; Moura, LC","2015","10",NA,"Souza, FS; Machado, TM; Santiago, AL; Moreira, S; Ribeiro, JHC","371","2008","04","05","Brasil","Minas Gerais","Juiz de Fora","Mata do Krambeck; Sítio Malícia","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Terrestre em interior de mata, caule e ereto.",NA,NA,NA,NA,"América",NA,"36144","auto",NA,NA,NA,NA,NA
"78","2019-11-07 11:21:40-03","UFMG","BHCB-SL","38081","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1997","08","12","Salino, A","3365","1997","08","12","Brasil","Minas Gerais","Nova Lima","Córrego dos Cristais","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,"Terrestre no inteiror de floresta de encosta.",NA,NA,NA,NA,"América",NA,"29211","auto",NA,NA,NA,NA,NA
"79","2019-11-07 11:21:40-03","UFMG","BHCB-SL","53077","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2010","05",NA,"Andrade, PM de","1299","1990","05","14","Brasil","Minas Gerais","Nova Lima","Reserva Biológica Mata do Jambreiro, Área I, Esp. 110.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,NA,"América",NA,"29211","auto",NA,NA,NA,NA,NA
"80","2021-01-12 15:25:12-03","UFMG","BHCB-SL","75195","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","2002","11",NA,"Salino, A","8091","2002","10","19","Brasil","Minas Gerais","Ouro Preto","Estação Ecológica Estadual do Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,"1200","1200","Terrestre no interior da floresta.",NA,NA,NA,NA,"América",NA,"44599","auto",NA,NA,NA,NA,NA
"81","2019-11-07 11:21:40-03","UFMG","BHCB-SL","86172","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Figueiredo, JB; Salino, A","2004","01",NA,"Figueiredo, JB; Almeida, TE","189","2003","11","25","Brasil","Minas Gerais","Rio Acima","RPPN de Andaime, Floresta Estacional Semidecidual","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,"Terrestre; margem do córrego.",NA,NA,NA,NA,"América",NA,"13827","auto",NA,NA,NA,NA,NA
"82","2019-11-07 11:21:40-03","UFMG","BHCB-SL","43996","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1998","12",NA,"Krieger, L","21244","1986","07","31","Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Na mata, sobre humus. Rizoma grosso, rastejante. Frondes meio aproximadas. Frequente na área.",NA,NA,NA,NA,"América",NA,"31827","auto",NA,NA,NA,NA,NA
"83","2019-11-07 11:21:40-03","UFMG","BHCB-SL","161837","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Salino, A","1997","11",NA,"Krieger, L","21244","1986","07","31","Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"Na mata, sobre humus. Rizoma grosso, rastejante. Frondes meio aproximadas. Frequentes na área.",NA,NA,NA,NA,"América",NA,"31827","auto",NA,NA,NA,NA,NA
"84","2019-11-07 11:21:40-03","UFMG","BHCB-SL","114514","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Mazziero, FFF","2007","08","06","Mazziero, FFF","48","2007","07","07","Brasil","São Paulo","Jaú","Reserva Ecológica Amadeu Botelho, Área úmida e sombreada, solo seco no interior da FLoresta Estacional Semidecidua.","-48.5499992370605","-22.2900009155273",NA,NA,NA,NA,"Erva com folhas cartáceas; crescendo isolada.",NA,NA,NA,NA,"América",NA,"24071","auto",NA,NA,NA,NA,NA
"85","2020-11-12 17:02:48-03","UEL","FUEL","10220","PreservedSpecimen","Plantae","Thelypteridaceae","Steiropteris","hatschbachii","Steiropteris hatschbachii","(A.R.Sm.) Salino & T.E.Almeida","Matos, FB","2017","08","15","Torezan, JMD","156","1992","12","28","Brasil","São Paulo","Iporanga","Sitio Pica-pau, Bairro Betari","-48.6","-24.616667","-48.6","-24.616667","300","300",NA,"FUEL001024",NA,"Tracheophyta","Polypodiales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-01 15:18:20-03","UnB","UB","137611","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","hatschbachii","Thelypteris hatschbachii","A.R. Sm.","Salino, A","2000","07",NA,"Irwin, HS; Maxwell, H; Wasshausen, DC","19724","1968","02","10","Brasil","Minas Gerais",NA,"Serra do Espinhaço. Serra do Itabirito, ca. 50 km SE of Belo Horizonte",NA,NA,NA,NA,"1500","1500","Leaves 1m; Forest shade. Steep slopes, campo and adjacent gallery forest","UB0035920","UB0035920","Pteridophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-01 15:18:20-03","UnB","UB","135401","PreservedSpecimen","Plantae","Thelypteridaceae","Thelypteris","hatschbachii","Thelypteris hatschbachii","A.R. Sm.","Salino, A","2006","01",NA,"Rolim, LB; et al.","186","2006","01","07","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"1350","1350","Terrestre; Interior de mata. Floresta estacional semidecidual montana","UB0035924","UB0035924","Pteridophyta",NA,"Southern America",NA,"44599","auto",NA,NA,NA,NA,NA
