"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"50","2020-09-12 05:00:02-03","US","US","2268023","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"L. Smith & R. M. Klein","10994","1957","2","7","South America","Brazil","Santa Catarina",NA,"East of 17 km. Turn off 2 km., Mun. Caçador: Bog, 7-20 km north of Caçador.",NA,NA,"950","1100",NA,NA,"US03087842","US03087842_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2432734","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"T. Pederson","2933",NA,NA,NA,"South America","Argentina","Corrientes",NA,"Estancia Garruchos, Dep. Santo Tomé, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"US03087844",NA,NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","2557794","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"L. Smith & R. Reitz","14347","1965","1","6","South America","Brazil","Santa Catarina",NA,"Mun. São Joaquim: Bog and brook, 13 km southwest of São Joaquim.","-49.95","-28.37","1200","1300",NA,NA,"US03087840","US03087840_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","2267781","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"L. Smith & R. Reitz","9125","1956","12","23","South America","Brazil","Santa Catarina",NA,"Brookbank in, Mun. Caçador: campo, 52 km west of Caçador near the eastern edge of the campos of Palmas.",NA,NA,"1000","1200",NA,NA,"US03087843","US03087843_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","1998132","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"G. Hatschbach","1606","1949","11","15","South America","Brazil","Paraná",NA,"Mun. Piraquara, Moro Pão de Ló.",NA,NA,NA,NA,NA,NA,"US03087847","US03087847_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","2104921","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"L. Smith & R. Reitz","5894","1952","2","27","South America","Brazil","Santa Catarina",NA,"Mun. Araranguá: Wet sandy campo behind dunes, Arroio do Gildo, Sombrio.","-49.58","-29.13","3",NA,NA,NA,"US03087845","US03087845_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","1341927","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Herter","467","1926","11",NA,"South America","Uruguay","Montevideo",NA,"Punta Yeguas.",NA,NA,"10",NA,NA,NA,"US03087848","US03087848_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","2841397","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"Reitz & Klein, --","16490","1963","12","28","South America","Brazil","Santa Catarina",NA,"Iraní.",NA,NA,"1000",NA,NA,NA,"US03087841","US03087841_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","2267848","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis",NA,"L. Smith, R. Reitz & O. Sufridini","9630","1956","12","29","South America","Brazil","Santa Catarina",NA,"Mun. Dionísio Cerqueira: stream, 2 km west of Rio Capetinga on the road to Dionísio Cerqueira.",NA,NA,"900","1000",NA,NA,"US03087846","US03087846_01",NA,"(Glaz.) Affolter",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","1134377","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","carolinensis","Lilaeopsis carolinensis minor",NA,"C. Osten","5778","1912","2","11","South America","Uruguay","Montevideo",NA,"Dep. Montevideo, Charrasco.",NA,NA,NA,NA,NA,"Lectotype collection is Balansa 3164 as designated by Affolter, Syst. Bot. Monogr. 6: 84 (1985). Currently accepted name as cited by Affolter.","US01050173",NA,"minor","A.W. Hill","Syntype","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2019-02-27 14:01:37-03","UFSJ","HUFSJ","7643","S","Plantae",NA,NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Oliveira, G","Oliveira, G","118","2014","10","23",NA,"Brasil","Minas Gerais","Ritápolis","Cultivada.","-44.3180999755859","-21.021900177002",NA,NA,NA,"Planta aquática cultivada em aquários. Flor branca.","HUFSJ007643",NA,NA,"(Glaz.) Affolter",NA,NA,"2015","03","30",NA,NA,"18703","auto",NA,NA
"61","2020-08-20 14:54:33-03","UFSC","FLOR","51279","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","minor","Lilaeopsis minor","Trevisan, R.; et alii","Trevisan, R.","1394","2013","12","07",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional (PARNA) São Joaquim.","-49.6325","-28.140833","1316","1316",NA,NA,"FLOR0051279","FLOR0051279",NA,"(A.W.Hill) Pérez-Mor.",NA,NA,"2013","12","18","49º37'57''W","28º8'27''S",NA,NA,NA,NA
"62","2020-08-20 14:54:33-03","UFSC","FLOR","15918","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","minor","Lilaeopsis minor",NA,"Reitz, R.; Klein, R.M.","16490","1963","12","28",NA,"Brasil","Santa Catarina","Irani","Perto da cidade.","-51.9016990661621","-27.0247001647949","1000","1000",NA,"erva, flor branca","FLOR0015918","FLOR0015918",NA,"(A.W.Hill) Pérez-Mor.",NA,NA,NA,NA,NA,NA,NA,"13629","auto",NA,NA
"63","2020-08-20 14:54:33-03","UFSC","FLOR","3561","PreservedSpecimen","Plantae",NA,"Apiales","Apiaceae","Lilaeopsis","minor","Lilaeopsis minor",NA,"Smith, L.B.; Reitz, R.","14347","1965","01","06",NA,"Brasil","Santa Catarina","São Joaquim","13 km SW de São Joaquim.","-49.9317016601562","-28.2938995361328","1200","1200",NA,"Dados copiados da Fl. Il. Cat. (UMBE): 85. 1972","FLOR0003561","FLOR0003561",NA,"(A.W.Hill) Pérez-Mor.",NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA
"64","2021-02-08 12:32:58-03","UFRGS","ICN","061325","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Jarenkow, JA","105","1983","10","29","América do Sul","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Em banhado.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"55856","auto",NA,NA
"65","2021-02-08 12:32:58-03","UFRGS","ICN","085255","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Sobral, M; et al.","5069","1986","03",NA,"América do Sul","Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Erva aquática, flores brancas.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"66","2021-02-08 12:32:58-03","UFRGS","ICN","086343","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Sobral, M; et al.","5071","1986","03",NA,"América do Sul","Brasil","RS","Cambará do Sul","Faxinal, arroio Faxinalzinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Flores branco-esverdeadas.; Erva aquática, semi-emersa no arroio.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"30776","auto",NA,NA
"67","2021-02-08 12:32:57-03","UFRGS","ICN","050074","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Goergem, J","s.n.","1980","12","10","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho, arroio Camisa","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA
"68","2021-02-08 12:32:57-03","UFRGS","ICN","008656","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Lindeman, JC; Irgang, BE","s.n.","1971","10","17","América do Sul","Brasil","RS","Lavras do Sul","Fazenda do Posto, 12km E de Lavras do Sul","-53.8950004577637","-30.8131008148193",NA,NA,NA,"Campo, solo pedregoso, num pocinho no leito da sanga",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"76406","auto",NA,NA
"69","2021-02-08 12:32:57-03","UFRGS","ICN","030698","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Carneiro, AM","Allem, A; Irgang, BE","s.n.","1974","02","08","América do Sul","Brasil","RS","Mostardas","Lagoa do Peíxe, Fazenda Zé Rosa","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1999","11","10",NA,NA,"86098","auto",NA,NA
"70","2021-02-08 12:32:57-03","UFRGS","ICN","007236","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Ferreira, AG; Irgang, BE","s.n.","1969","12","19","América do Sul","Brasil","RS",NA,"Estrada para Bom Jesus",NA,NA,NA,NA,NA,"Folhas achatadas (espatuladas).; Submersa em riacho.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:32:57-03","UFRGS","ICN","007237","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Ferreira, AG; Irgang, BE","s.n.","1969","12","19","América do Sul","Brasil","RS",NA,"Estrada para Bom Jesus",NA,NA,NA,NA,NA,"Folhas achatadas (espatuladas).; Fixa no lodo.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:32:58-03","UFRGS","ICN","172005","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Silva Filho, PJS","Silva Filho, PJS; Macedo, RB","1918","2013","10","22","América do Sul","Brasil","RS","São Gabriel","Cerro do Ouro","-54.020556","-30.582778",NA,NA,NA,"Em turfeira",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"2014","07","28","-54.020556","-30.582778",NA,NA,NA,NA
"73","2021-02-08 12:32:57-03","UFRGS","ICN","050063","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Goergem, J","s.n.","1980","12","10","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"30776","auto",NA,NA
"74","2021-02-08 12:32:57-03","UFRGS","ICN","050053","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Goergem, J","s.n.","1980","12","10","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"30776","auto",NA,NA
"75","2021-02-08 12:32:57-03","UFRGS","ICN","040497","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Boechat, S","s.n.",NA,NA,NA,"América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Pântano.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996",NA,NA,NA,NA,"30776","auto",NA,NA
"76","2021-02-08 12:32:57-03","UFRGS","ICN","008690","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Lindeman, JC; Irgang, BE","s.n.","1971","10","17","América do Sul","Brasil","RS","Lavras do Sul","13km NE de Lavras","-53.8950004577637","-30.8131008148193",NA,NA,NA,"Pequeno banhado no campo.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,NA,NA,NA,NA,NA,"76406","auto",NA,NA
"77","2021-02-08 12:32:57-03","UFRGS","ICN","050455","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","brasiliensis","Lilaeopsis brasiliensis","Irgang, BE","Irgang, BE","s.n.","1981","09","18","América do Sul","Brasil","RS","São Francisco de Paula","Passo da Ilha","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Desaguadouro de vertente.",NA,NA,NA,"(Glaz.) Affolter",NA,NA,"1996","06","18",NA,NA,"76715","auto",NA,NA
"78","2021-02-08 12:32:58-03","UFRGS","ICN","125381","S","Plantae","Dicotyledon",NA,"Apiaceae","Lilaeopsis","cf. brasiliensis","Lilaeopsis cf. brasiliensis","Silva, FM; Silva, MV","Irgang, BE","s.n.","2002","12","19","América do Sul","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,NA,"em corredeira, submersa",NA,NA,NA,"(Glaziou) Affolter",NA,NA,NA,NA,NA,NA,NA,"42598","auto",NA,NA
