"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","previousCatalogNumber"
"46","2020-07-23 12:05:23-03","CEPLAC","CEPEC","79985","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"A. M. de Carvalho","6565","1971",NA,"Brasil","Atrás da cidade. Trilha do Barão.",NA,NA,NA,NA,"R. Ramos","09","02","Minas Gerais","GRÃO MOGOL","-42.895",NA,NA,NA,NA,NA,NA,NA,"42W53'42","16S33'76",NA,"30/07/2006",NA,NA,NA
"47","2020-07-23 12:05:23-03","CEPLAC","CEPEC","108804","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"R. M. Harley","26357","1988",NA,"Brasil","Pico das Almas. Vertente leste. Campo do Queiroz.",NA,NA,NA,NA,"R. Ramos","11","11","Bahia","RIO DE CONTAS","-41.95","-13.533333","1500","1500",NA,NA,NA,NA,"41W57'","13S32'",NA,NA,NA,NA,NA
"48","2020-07-23 12:05:23-03","CEPLAC","CEPEC","108819","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"R. M. Harley","26520","1988",NA,"Brasil","Pico das Almas. Vertente Leste. Campo ao sul do Campo do Queiroz.",NA,NA,NA,NA,"R. Ramos","11","30","Bahia","RIO DE CONTAS","-41.95","-13.533333","1500","1500",NA,NA,NA,NA,"41W57'","13S32'",NA,NA,NA,NA,NA
"49","2020-07-23 12:05:23-03","CEPLAC","CEPEC","46422","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"R. M. Harley","26357","1988",NA,"Brasil","Pico das Almas. Vertente leste. Campo do Queiroz.",NA,NA,NA,NA,"A. M. Giulietti","11","11","Bahia","RIO DE CONTAS","-41.95","-13.533333",NA,NA,NA,NA,NA,NA,"41W57'","13S32'",NA,"30/12/1995",NA,NA,NA
"50","2020-07-23 12:05:23-03","CEPLAC","CEPEC","46617","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"R. M. Harley","26520","1988",NA,"Brasil","Pico das Almas. Vertente leste. Campo ao S do Queiroz.",NA,NA,NA,NA,"A. M. Giulietti","11","30","Bahia","RIO DE CONTAS","-41.95","-13.533333",NA,NA,NA,NA,NA,NA,"41W57'","13S32'",NA,"30/12/1995",NA,NA,NA
"51","2020-07-23 12:05:23-03","CEPLAC","CEPEC","47057","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius",NA,NA,"R. M. Harley","27853","1988",NA,"Brasil","Vale em frente a Serra do Guarda Mor.",NA,NA,NA,NA,"A. M. Giulietti","12","27","Bahia","ABAÍRA","-41.866667","-13.283333",NA,NA,NA,NA,NA,NA,"41W52'","13S17'",NA,"05/08/1998",NA,NA,NA
"52","2015-02-26 09:29:15-03","NHMLondon","NHM-LONDON-BOT","BM000938313","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland","Type","George Gardner; b.1812; d.1849; Gardner","5262","1839",NA,"Brasil",NA,NA,NA,NA,NA,NA,"01","01",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,"NHMUK:ecatalogue:605208"
"53","2019-05-06 11:55:31-03","UFU","HUFU","68958","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland",NA,"Echternacht, L.; Sano, P.T.; Cota, M.M.T.; Roque, N.; Trovó, M.; Machado, F.A.; Lucca, M.; Andrin","2528","2014",NA,"Brasil","Parque Nacional das Sempre Vivas, Fazenda do Álamos, cabeceira do córrego dos Confins.",NA,"Erva em beira de córrego. População com inflorescências velhas.; Solo arenoso e úmido.","HUFU00030058","HUFU00030058","Echternacht, L.","11","26","Minas Gerais","Olhos d'Água","-43.756944","-17.636389",NA,NA,"2014",NA,NA,"11","-43.756944","-17.636389",NA,NA,"26",NA,NA
"54","2021-03-08 15:44:10-03","MN","R-TIPOS","4037","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Silveira","Holotypus","Silveira, A.A.","HS - 841","1926",NA,"Brasil","Inter Grão Mogol e Serrinha",NA,NA,"R000004037","R000004037_001",NA,"07",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-08 15:44:10-03","MN","R-TIPOS","4037d","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Silveira","Isotypus","Silveira, A.A.","HS - 841","1926",NA,"Brasil","Inter Grão Mogol e Serrinha",NA,NA,"R000004037d","R000004037d_001",NA,"07",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-08 15:44:10-03","MN","R-TIPOS","4037c","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Silveira","Isotypus","Silveira, A.A.","HS - 841","1926",NA,"Brasil","Inter Grão Mogol e Serrinha",NA,NA,"R000004037c","R000004037c_001",NA,"07",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-08 15:44:10-03","MN","R-TIPOS","4037b","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Silveira","Isotypus","Silveira, A.A.","HS - 841","1926",NA,"Brasil","Inter Grão Mogol e Serrinha",NA,NA,"R000004037b","R000004037b_001",NA,"07",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-08 15:44:10-03","MN","R-TIPOS","4037a","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Silveira","Isotypus","Silveira, A.A.","HS - 841","1926",NA,"Brasil","Inter Grão Mogol e Serrinha",NA,NA,"R000004037a","R000004037a_001",NA,"07",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 10:03:44-03","IBt","SP","203115","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Giulietti, AM; Cerati, TM; Teixeira, MA","CFCR4254","1984",NA,"Brasil","Fazenda Batiero, ca. 4 km da sede da Fazenda",NA,NA,NA,NA,NA,"03","25","Minas Gerais","Gouveia","-43.7407989501953","-18.4543991088867",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:03:44-03","IBt","SP","204972","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Kral, R; Wanderley, MGL; Cerati, TM; Lima, E","72722","1985",NA,"Brasil",NA,NA,NA,NA,NA,NA,"07","10","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717",NA,NA,NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:03:44-03","IBt","SP","234530","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","Ruhland",NA,"Wanderley, MGL; Kral, R","1425","1988",NA,"Brasil","5-7 km N de Grão Mogol",NA,NA,NA,NA,NA,"11","01","Minas Gerais","Grão Mogol","-42.8897018432617","-16.5594005584717","900","900",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2014-09-23 10:57:21-03","G","G","G00301713","S","Plantae",NA,NA,"Eriocaulaceae","Syngonanthus","laricifolius","Syngonanthus laricifolius","(Gardner) Ruhland","TYPUS of Paepalanthus laricifolius Gardner","Gardner, G.","5262","1842","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00301713",NA,"Echternacht, L.",NA,"00",NA,NA,"-53.08972222","-10.77305556",NA,NA,"2010",NA,NA,"01","-53.08972222","-10.77305556",NA,NA,"01",NA,NA
