"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"148","2019-11-01 15:03:37-03","UnB","UB","199447","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","388","1977","03","02","Southern America","Brasil","Distrito Federal","Brasília","Campus of the Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Herb. Flowers large, pink; Disturbed cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013",NA,NA,NA,NA,NA,NA,NA
"149","2019-11-01 15:03:37-03","UnB","UB","199426","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Salles, PSBA","12","1984","06","07","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Arbusto fino 1,5m. Flores róseas, variando do branco (pétalas) ao vermelho (interior da flor); Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013",NA,NA,NA,NA,NA,NA,NA
"150","2019-11-01 15:03:37-03","UnB","UB","3454","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1139","1994","06","11","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico do Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Cálice verde, corola com base vermelha, estames, estiletes e estígma branco, flor com odor de tempero.; Arbusto 1,5m x 0,02. Flor rosa-pálido; Cerrado alterado.",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013",NA,NA,NA,NA,NA,NA,NA
"151","2019-11-01 15:03:37-03","UnB","UB","174657","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1355","1999","02","05","Southern America","Brasil","Distrito Federal","Brasília","Campus da UnB- Cerrado pertubado","-47.9296989440918","-15.7797002792358",NA,"Erva de 50cm de altura. Pétalas rosa claro; Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013","09",NA,NA,NA,NA,NA,NA
"152","2019-11-01 15:03:37-03","UnB","UB","199444","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1348","1999","02","05","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Erva herbácea. Cálice verde, corola rosa-claro; Cerrado perturbado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013","09",NA,NA,NA,NA,NA,NA
"153","2019-11-01 15:03:37-03","UnB","UB","199437","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Taxonomy Class of Universidade de Brasília","1347","1999","02","05","Southern America","Brasil","Distrito Federal","Brasília","Campus da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Erva 0,5m. Flores pequenas e rosas; Cerrado perturbado",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto","2013","09",NA,NA,NA,NA,NA,NA
"154","2019-11-01 15:03:37-03","UnB","UB","199433","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Scheufler, NL","2","1980","06","06","Southern America","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.9296989440918","-15.7797002792358",NA,"Herbácea 0,3m. Flores brancas e róseas. Folha pilosa; Cerrado perturbado. Solo latossolo",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-28 15:45:16-03","UFU","HUFU","70077","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Freitas, F.S.; Albuquerque, L.S.","675","2014","04","29",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Córrego Beija Flor","-48.0375","-19.1125",NA,"Erva 0,5m. Brácteas verdes, flores roxas; Mata ciliar","HUFU00023774","HUFU00023774",NA,NA,"-48.0375","-19.1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-08-20 20:39:52-03","UFSC","FLOR","29219","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Krapovickas, A.","Hatschbach, G.; Schinini, A. & Barbosa, E.","66848","1997","08","13",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","Água Fria, 7 km na estrada para Rio Manso.","-55.749698638916","-15.460599899292",NA,"arbusto delgado, flor rosada, 1m altura","FLOR0029219",NA,NA,NA,NA,NA,NA,NA,"107042","auto","1998",NA,NA,NA,NA,NA,NA,NA
"157","2021-03-04 15:44:51-03","IF","SPSF","02594","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,"D.Bento Pickel",NA,"1946","07","04","América do Sul","Brasil","SP","Nova Aliança","fazenda Boa Vista do rio Cubatão","-49.4900016784668","-21.0100002288818",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"18101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-04 15:44:51-03","IF","SPSF","26223","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,"S.A.P.Godoy & V.L.Weiser","819","1997","01","17","América do Sul","Brasil","SP","Santa Rita do Passa Quatro","Cerrado Pé-de-Gigante","-47.4700012207031","-21.7099990844727",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-03-04 15:44:51-03","IF","SPSF","13274","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,"A.Custodio Filho","6932","1987","02","20","América do Sul","Brasil","SP","Luiz Antonio","E.E.Instituto Florestal",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2021-03-04 15:44:51-03","IF","SPSF","13330","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla",NA,NA,"A.Custodio Filho","6933","1987","02","07","América do Sul","Brasil","SP","Luiz Antonio","E.E.Instituto Florestal",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2017-09-11 17:10:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Burchell, WJ","6992",NA,NA,NA,"Southern America","Brazil","Goiás",NA,"Caminho de Carreia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-26 09:32:32-03","UNEMAT","NX-FANEROGAMAS","1771","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Bovini M.G.",NA,"163","1999","05","03",NA,"Brasil","Mato Grosso","Nova Xavantina","Campus da UNEMAT. Estação Mário Viana. Próximo ao buracão.","-52.353099822998","-14.6732997894287",NA,"Flores com o centro vermelho.[HABITAT=Cerrado]",NA,NA,NA,NA,NA,NA,NA,NA,"79739","auto","2006","02",NA,NA,NA,NA,NA,NA
"163","2020-10-26 09:32:32-03","UNEMAT","NX-FANEROGAMAS","1770","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krap.","Bovini M.G.",NA,"41","2000","02","27",NA,"Brasil","Mato Grosso","Nova Xavantina","Campus Universitário da UNEMAT. Estação Biológica Mário Viana. Trilha da Ema.","-52.353099822998","-14.6732997894287",NA,"Caule vermelho.[HABITAT=Cerrado]",NA,NA,NA,NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2021-02-08 12:43:26-03","UFRGS","ICN","045677","S","Plantae","Dicotyledon",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krapov.","Esteves, GL","Krapovickas, A; Cristóbal, CL; Arbo, MM","33263","1978","01","28","América do Sul","Brasil","GO",NA,"80Km SE de Brasilia camino a Anapolis.",NA,NA,NA,"Flores rosadas. Planta erecta de 1,50 metros de altura, em ladera rocosa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996","10",NA,NA,NA,NA,NA,NA
"165","2020-04-30 16:07:15-03","UFMT","CNMT","2967","S","Plantae","Angiosperma",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Walter, B.M.T.","Pereira-Silva, G.; Silva, G.P.; Pereira, J.B.; Salles, P.A.; Souza, S.P.","4960","2001","04","19",NA,"Brasil","Goiás","Minaçú","Rio Tocantins.","-48.094167","-13.543056",NA,"Doação Embrapa - CENARGEM. Herbário CEN","CNMT002967",NA,"310","310","48°05'39W","13°32'35S",NA,NA,NA,NA,"2006","10",NA,NA,NA,NA,NA,NA
"166","2020-04-30 16:07:15-03","UFMT","CNMT","4875","S","Plantae","Angiosperma",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.","Estevos, G.L.","Pereira-Silva, G.; Moreira, G.A.; Rezende, J.M.","7264","2003","02","20",NA,"Brasil","Goiás","Alexânia","Margem esquerda do rio corumbá (próximo á ponte).Acesso secundário á abadiania.","-48.451944","-16.205556",NA,"Doação Embrapa - CENARGEM. Herbário CEN","CNMT004875",NA,"820","820","48°27'07W","16°12'20S",NA,NA,NA,NA,"2008","10",NA,NA,NA,NA,NA,NA
"167","2020-08-26 10:49:38-03","MCN-FZBRS","HAS","23905","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S. Moore) Krap.","Krapovickas, A.","Meyer, S. T.","s.n.","1987","03",NA,NA,"Brasil","Minas Gerais","Perdizes","Rio Galheiro","-47.2928009033203","-19.3528003692627",NA,"QAPEM 572","HAS0023905",NA,NA,NA,NA,NA,NA,NA,"45889","auto","1988","05",NA,NA,NA,NA,NA,NA
"168","2021-04-05 12:35:48-03","UNIVASF","HVASF","23674","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Pavonia","cf. hexaphylla","Pavonia cf. hexaphylla","(S.Moore) Krapov.","E.D.S. Almeida","E.D.S. Almeida","181","2017","12","16","América do Sul","Brasil","Bahia","Sento Sé","Povoado do Alegre, Serra do Canta Galo","-41.460972","-10.341916",NA,"Erva ca. 30 cm alt. Flor solitária, amarela, crescendo no ápice do caule.","HVASF023674",NA,"1051","1051","-41.460972","-10.341916",NA,NA,NA,NA,"2018","06","06",NA,NA,NA,NA,"U"
"169","2020-05-07 17:15:51-03","IBt","SP","262984","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Esteves, GL","2477","1993","03","19",NA,"Brasil","Minas Gerais","Mendanha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 10:09:26-03","IBt","SP","206019","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Aparecida da Silva, M","47","1985","03","31",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-10 11:27:56-03","IBt","SP","405025","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Souza, JP","3999","2005","01","17",NA,"Brasil","Goiás","Abadiânia",NA,"-48.706901550293","-16.2042007446289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31693","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-09-10 10:18:30-03","IBt","SP","314783","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Cavalcanti, TB","1451","1995","06","22",NA,"Brasil","Goiás","Minaçu",NA,"-48.2200012207031","-13.5331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54065","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-09-10 10:18:30-03","IBt","SP","314758","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Cavalcanti, TB","1451","1995","06","22",NA,"Brasil","Goiás","Minaçu",NA,"-48.2200012207031","-13.5331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54065","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-06-04 11:03:24-03","IBt","SP","268213","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Cordeiro, I","1202","1992","11","25",NA,"Brasil","Mato Grosso do Sul","Bataguassu",NA,"-52.4221992492676","-21.7141990661621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65610","auto",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-10 11:27:56-03","IBt","SP","390392","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Weiser, VL","86","2002","05","31",NA,"Brasil","São Paulo","Bauru",NA,"-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-09-24 08:25:28-03","IBt","SP","329013","S","Plantae",NA,NA,"Malvaceae","Pavonia","hexaphylla","Pavonia hexaphylla","(S.Moore) Krapov.",NA,"Batalha, MA","1024","1996","01","08",NA,"Brasil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","-47.4700012207031","-21.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24893","auto",NA,NA,NA,NA,NA,NA,NA,NA
