"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"150","2017-09-11 17:11:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"silvis primaevis prope Governo praedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2016-04-07 09:43:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"silvis primaevis prope Governo praedium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-02-08 12:44:03-03","UFRGS","ICN","061948","S","Plantae","Dicotyledon",NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Silva, AF","9213","1978","12","18","América do Sul","Brasil","SP","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,"Árvore com flores brancas.; Nativo em mata da Estação Experimental do Instituto Agronômico",NA,NA,"Sobral, M",NA,NA,"1988",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"153","2019-11-21 10:11:49-03","IBt","SP","335324","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Sampaio, D; et al.","156","1999","01","12",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Nucleo Saibadela, trilha da encosta, atrás da casa de pesquisa, floresta aombrófila densa, floresta baixo montana, sobre relevo declivoso","-48.214167","-24.225278",NA,"Árvore 5,5m alt. botões verdes",NA,NA,"Maltez, HM",NA,NA,"1999","03","10","-48.214167","-24.225278",NA,NA,NA,NA,NA,NA
"154","2019-11-21 10:11:49-03","IBt","SP","266820","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Pessoa, SVA; et al.","489","1989","08","30",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Minucipal de Macaé de Cima, sítio Sophronites.","-42.05","-22",NA,"Árvore heliófila, folhas discolores verdes, frutos imaturos verde-escuros.",NA,NA,NA,"1100","1100",NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
"155","2019-11-21 10:11:49-03","IBt","SP","266805","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Kurtz, BC; et al.","61","1989","07","05",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, margem do Rio das Flores.","-42.05","-22",NA,"Entre o sítio do Sr, David e Sr. Breno. Floresta pluvial montana.&nf;Árvore 8m alt., folhas verdes discolores, frutos verdes, cálice persistente pardacento.",NA,NA,NA,NA,NA,NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
"156","2019-11-21 10:11:49-03","IBt","SP","266848","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Martinelli, G; et al.","12387","1988","04","26",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, nascents do Rio das Flores.","-42.05","-22",NA,"Parc. 1A. microp. 1a, DAP 13cm., alt 13m, árvore , folhas discolores, frutos imaturos de cor verde.",NA,NA,NA,"1100","1100",NA,NA,NA,"-42.05","-22",NA,NA,NA,NA,NA,NA
"157","2020-10-22 10:13:28-03","IBt","SP","314384","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Giordano, LC","1695","1994","08","30",NA,"Brasil","Rio de Janeiro","Parati","Apa-cairuçu, Morro do Carrapato.","-44.85","-23.173119",NA,"Arvoreta ca. 5m alt., semi-ciófila em altirude de 180msm, caule delgado, apresentando casca lisa, verde-amarronzada a acinzentada. Folhas cartáceas, discolores. Frutos imaturos verdes e maduros nigrecentes. nº 87.",NA,NA,NA,"145","250",NA,NA,NA,"-44.85","-23.173119",NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:11:49-03","IBt","SP","320432","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM; Maestro, AL","135","1995","04","19",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do IAC. Mata atlântica","-47.885","-24.608333",NA,"Árvore 4m alt., tronco esfoliante marrom, descamando em verde, frutos verdes",NA,NA,"Aguiar, OT",NA,NA,"1995","10","10","-47.885","-24.608333",NA,NA,NA,NA,NA,NA
"159","2019-11-21 10:11:49-03","IBt","SP","320481","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Ivanauskas, NM","222","1995","06","21",NA,"Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico","-47.876944","-24.608333",NA,NA,NA,NA,"Ivanauskas, NM",NA,NA,NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA
"160","2020-11-12 15:23:32-03","IBt","SP","314382","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Marquete, R","1502","1994","03","08",NA,"Brasil","Rio de Janeiro","Parati","Apa-cairuçu, córrego dos Micos, Morro da Pedra Rolada.","-44.7131004333496","-23.2178001403809",NA,"Semi-ciófila. Árvore ca. 7m alt., tronco com casca lisa, cor acinzentada com líquens,, folhas cartáceas, disc. verdes, frutos carnosos, indeiscentes de cor verde.","SP057316","SP057316",NA,"120","500",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA
"161","2019-11-21 10:11:49-03","IBt","SP","315896","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Marques, MC","129","1989","08","17",NA,"Brasil","Rio de Janeiro","Petrópolis","Correias, Bonfim, mata seguindo paralelamente ao Rio Bonfim.","-43.1786003112793","-22.5049991607666",NA,"Arvoreta 4m alt., fruto verde-vináceo.",NA,NA,"Barroso, GM","1700","1700","1993","06",NA,NA,NA,NA,"36524","auto",NA,NA,NA
"162","2019-11-21 10:11:49-03","IBt","SP","313886","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Almeida Scabbia, RJ","Saibadela1401","1995","05","16",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela, trilha do aleixo","-47.9199981689453","-24.3799991607666",NA,"Árvore 8m alt., frutos verdes","SP057315","SP057315","Kawasaki, ML",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"163","2019-11-21 10:11:49-03","IBt","SP","348560","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Zipparro, VB","2040","2000","11","16",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, antes do ponto 17, ambiente iluminado","-47.9199981689453","-24.3799991607666",NA,"Árvore ca. 12m alt., presença de botões verde-claros e flores brancas",NA,NA,"Kawasaki, ML",NA,NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"164","2019-11-21 10:11:49-03","IBt","SP","288193","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Zipparro, VB; et al.","Saibadela427","1994","05","15",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Base Saibadela, trilha do Quilombo, Coleção Saibadela, 427","-47.9199981689453","-24.3799991607666",NA,"Árvore 6,5m alt., frutos verdes presentes",NA,NA,"Kawasaki, ML",NA,NA,"1995",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"165","2019-11-21 10:11:49-03","IBt","SP","338292","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Zipparro, VB","1760","1999","04","14",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Intervales, Saibadela, trilha do Quilombo, entre pontos 14 e 15, subosque","-47.9199981689453","-24.3799991607666",NA,"Árvore ca. 8m alt., frutos imaturos verdes pedunculados, tronco liso, soltando ritidoma, folhas pequenas","SP057314","SP057314","Kawasaki, ML",NA,NA,"1999",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA
"166","2019-11-21 10:11:49-03","IBt","SP","343151","S","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Takahasi, A; Bencke, CSC","180","1995","11","27",NA,"Brasil","São Paulo","Ubatuba","Picinguaba, mata de encosta, trilha do Corisco","-45.0699996948242","-23.4300003051758",NA,"Árvore n. 299, botões e flores brancas","SP057313","SP057313",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA
"167","2015-09-04 20:21:08-03","UM","RECOLNAT_UM_MPU","MPU010973","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"in sylvis primaevis prope Governo in provincia Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu010973' target='other'> <mi>dwc_moreinfo</mi></a>","MPU010973","MPU010973_01 MPU010973_02","Matsumoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA
"168","2020-08-07 17:11:40-03","IEPA","HAMAB","016839","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","suaveolens","Marlierea suaveolens","Cambess.","Pereira, LA","1743","2008","05","05",NA,"Brasil","Amapá","Macapá","Curiaú de Dentro","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"225229","auto",NA,NA,NA
