"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","year","month","locality","decimalLongitude","decimalLatitude","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"46","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726724","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Ongley JC; Ramos JF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726724 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726724","NL-U1726724","(L.) Wettst.","1974","04","Plants of Brazilian Amazonia. State of Amazonas. Rio Cuieiras, 50 km upstream, farm of Sr. Nemerio.",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"47","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726725","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance GT; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726725 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726725","NL-U1726725","(L.) Wettst.","1971","04","Plants of Braziolian Amazônia. Estado do Amazonas. Vicinity of Manaus. Lower Rio Negro - I.N.P.A. flutuante.",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"48","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726726","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance GT; Pena BS; Ramos JF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726726 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726726","NL-U1726726","(L.) Wettst.","1966","11","Plants of Brazilian Amazônia. State of Amazônas. Manaus and vicinity. Road Manausp-Caracarai, km 12.",NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"49","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726727","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance GT; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726727 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726727","NL-U1726727","(L.) Wettst.","1971","07","Plants of Brazilian Amazonia. State of Amazonas. Rio Purus, Rio Itaxi. Rio Curuquetê, vicinity of Cachoeira Santo Antonio.",NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"50","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726728","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Maas PJM; Maas-van de Kamer H",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726728","NL-U1726728","(L.) Wettst.","1971","10","Flora Brasiliensis. Amazonas; Manaus, recreation-ground near Parque 10, frequently treaded.",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"51","2020-02-08 09:34:00-03","NBC","NL-BOTANY","U.1726729","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Prance GT; Pena BS; Ramos JF",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1726729 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1726729","NL-U1726729","(L.) Wettst.","1967","01","Plants of Brazilian Amazônia. State of Amazônas. Manaus and vicinity. Cachoeira baixa Tarumã.",NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-02-08 09:34:00-03","NBC","NL-BOTANY","WAG.1472179","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Gieteling CJ",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1472179 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1472179","NL-WAG1472179","(L.) Wettst.","1970","06","Blakawatra (vak 10, L.B.B.).",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"53","2020-02-08 09:34:00-03","NBC","NL-BOTANY","WAG.1472181","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Borsboom NWJ",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1472181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1472181","NL-WAG1472181","(L.) Wettst.","1967","10","Paramaribo.",NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"54","2020-02-08 09:34:00-03","NBC","NL-BOTANY","WAG.1472182","PreservedSpecimen","Plantae",NA,"Lamiales","Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Boerboom J",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1472182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1472182","NL-WAG1472182","(L.) Wettst.","1961","10","Blakawatra, vak 11.",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"55","2020-11-04 11:12:12-03","ESALQ","ESA","123475","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Cabral, F.N.","872.0",NA,"Brasil","São Paulo",NA,"Erva com flores brancas.","ESA123475",NA,NA,"2013","03","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","28","Juquiá",NA,NA,NA,NA,"2013","-47.55821","-24.16429","03",NA,NA,"28",NA,NA
"56","2020-11-04 11:12:12-03","ESALQ","ESA","68440","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Rodriguez, A.","Rodríguez, A. et al.","2617.0",NA,"Costa Rica","San Jose",NA,NA,"ESA068440",NA,"(L.) Wettst.","1997","10",NA,NA,NA,"17","Cantón de Pérez Zeledón",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:12:12-03","ESALQ","ESA","123476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Cabral, F.N.","868.0",NA,"Brasil","São Paulo",NA,"Com flores com pétalas alvas.","ESA123476",NA,NA,"2013","03","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","28","Juquiá",NA,NA,NA,NA,"2013","-47.55821","-24.16429","03",NA,NA,"28",NA,NA
"58","2020-11-04 11:12:12-03","ESALQ","ESA","128405","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Polisel, R.T.","1157.0",NA,"Brasil","São Paulo",NA,"Erva até 10 cm de altura. Corola alva.","ESA128405","ESA128405",NA,"2013","03","Reserva Particular da Votorantim (CBA). Trilha de Dezembro, entre a UHE Alecrim e Porto Raso. Floresta Ombrófila Densa às margens do Rio de Dezembro.","-47.45","-24.07","27","Tapiraí","389","389",NA,NA,NA,"-47.45","-24.07",NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:12:12-03","ESALQ","ESA","128404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Cabral, F.N.","872.0",NA,"Brasil","São Paulo",NA,"Erva com flores brancas.","ESA128404","ESA128404",NA,"2013","03","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","28","Juquiá",NA,NA,NA,NA,"2013","-47.55821","-24.16429","03",NA,NA,"28",NA,NA
"60","2020-11-04 11:12:12-03","ESALQ","ESA","128403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Cabral, F.N.","868.0",NA,"Brasil","São Paulo",NA,"Com flores com pétalas alvas.","ESA128403","ESA128403",NA,"2013","03","Trilha da Casa da Pedra, UHE da Serraria, Floresta Ombrófila Densa","-47.55821","-24.16429","28","Juquiá",NA,NA,NA,NA,"2013","-47.55821","-24.16429","03",NA,NA,"28",NA,NA
"61","2020-11-04 11:12:12-03","ESALQ","ESA","61671","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Sampaio, P.S.P. et al.","210.0",NA,"Brasil","São Paulo",NA,NA,"ESA061671",NA,"(L.) Wettst.","1999","03",NA,"-46.138599395752","-23.8544006347656","18","Bertioga",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:12:12-03","ESALQ","ESA","88761","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Rando, J.G.","Rando, J.G.","60.0",NA,"Brasil","São Paulo",NA,NA,"ESA088761",NA,"(L.) Wettst.","2004","03",NA,"-47.9199981689453","-25.0100002288818","28","Cananéia",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:12:12-03","ESALQ","ESA","78896","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Folli, D.A.","2876.0",NA,"Brasil","Espírito Santo",NA,NA,"ESA078896",NA,"(L.) Wettst.","1996","12",NA,"-40.0722007751465","-19.3910999298096","17","Linhares",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:12:12-03","ESALQ","ESA","79029","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Souza, J.P.; Batista, F.R.Q.; Micheletto, F.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3351.0",NA,"Brasil","São Paulo",NA,"Erva, flores alvas","ESA079029",NA,"(L.) Wettst.","2000","04","Trilha do Escorrega, Sítio Urucurana. Interior de Mata Ombrófila Densa de Encosta com perturbação","-45.7","-23.7","21","São Sebastião","600","600",NA,NA,NA,"-45.7","-23.7",NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:12:12-03","ESALQ","ESA","86840","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Fernández, A.","12952.0",NA,"Venezuela","Amazonas",NA,NA,"ESA086840",NA,"(L.) Wettst.","1998","06",NA,NA,NA,"22","Manapiare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-11-04 12:18:21-03","ESALQ","ESA","93466","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Plantaginaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Hage, J.L.",NA,NA,"Brasil","Bahia",NA,NA,"ESA093466",NA,"(L.) Wettst.","1984","01",NA,"-39.0494003295898","-14.7889003753662","04","Ilhéus",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-11-04 11:12:12-03","ESALQ","ESA","68206","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Elias, S.I.","Pott, V.J. ; Foster, R.","3669.0",NA,"Brasil","Mato Grosso do Sul",NA,NA,"ESA068206",NA,"(L.) Wettst.","1998","08",NA,"-55.7872009277344","-20.4710998535156","31","Aquidauana",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-11-04 11:12:12-03","ESALQ","ESA","89081","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Lombardi, J.A.","5241.0",NA,"Brasil","Minas Gerais",NA,NA,"ESA089081",NA,"(L.) Wettst.","2003","04",NA,"-43.5080986022949","-20.2875003814697","18","Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-11-04 11:12:12-03","ESALQ","ESA","61673","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, V.C.","Martins, S.E. et al.","330.0",NA,"Brasil","São Paulo",NA,NA,"ESA061673",NA,"(L.) Wettst.","1998","11",NA,"-46.138599395752","-23.8544006347656","17","Bertioga",NA,NA,"37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-01-14 15:31:25-03","MN","R","11068","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Armond, N.","Glaziou, A.F.M.","8890",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000011068","R000011068_001","(L.) Wettst.","1876","10",NA,NA,NA,"20",NA,NA,NA,NA,NA,"1876",NA,NA,"09",NA,NA,"20",NA,NA
"71","2020-11-19 10:24:03-03","CPAP","CPAP","18032","PreserverdSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Scatigna, A. V.","Pott, V. J.","3669",NA,"Brasil","MS",NA,"Erva rasteira. FLOR: branca. FRUTO: ainda verde. INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Rocha com umidade, em vereda de buriti. SUBSTRATO: solo arenoso. RELEVO: inclinado.",NA,NA,"(L.) Wettst.","1998","08","Córrego São João; 25km de rio Negro e 25km de Cipolândia","-55.324167","-19.935556","31","Aquidauana",NA,NA,NA,NA,"2017","55°19'27'' W","19°56'08'' S","05",NA,NA,"30",NA,NA
"72","2019-02-15 11:50:38-02","IPA","IPA","4893","S","Plantae","Plantae",NA,"Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Andrade-Lima","Pickel, B.","3444","Southern America","Brasil","Pernambuco",NA,"Planta rasteira com flores brancas.; Solo arenoso.","IPA0004893",NA,"(L.) Wettst.","1933","11","Areias","-34.8810997009277","-8.05389022827148","24","Recife",NA,NA,"18865","auto","1963",NA,NA,"10",NA,NA,"08",NA,NA
"73","2020-10-20 14:17:38-03","UFOPA","HSTM","871","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Ramos, J.F.","Barbosa, E.M.; Ramos, J.F.; Miranda, I.S.","29",NA,"Brasil","Pará",NA,NA,"HSTM000871","HSTM000871","(L.) Wettst.","1996",NA,"Mina Saracá. Mineração Rio do Norte, Porto Trombetas - Mina Saracá.","-56.45","-1.7",NA,"Oriximiná",NA,NA,NA,NA,"1998","56º27'0''W","1º42'0''S","10",NA,NA,"01",NA,NA
"74","2020-10-20 14:17:38-03","UFOPA","HSTM","4236","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Giacomin,L.L. & André, T.","Giacomin, L.L.; Almeida, T.E.; Harley, R.M.; Belben, R.B.","2827",NA,"Brasil","Pará",NA,NA,"HSTM004236","HSTM004236","(L.) Wettst.","2016","05","Proximidades de Alter do Chão; Comunidade do Caranazal, igapó da Floresta Encantada. Margem de igapó; acesso de barco saindo do Restaurante Caranazal.","-54.930278","-2.523611","29","Santarém","20","20",NA,NA,"2016","54º55'49''W","2º31'25''S","09",NA,NA,"01",NA,NA
"75","2020-10-20 14:17:38-03","UFOPA","HSTM","1354","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Suemitsu, C.","Holanda, A.S.S.","127",NA,"Brasil","Pará",NA,NA,"HSTM001354","HSTM001354","(L.) Wettst.","2007","07","Vila Nova, região do Eixo Forte. Floresta.","-54.814444","-2.479167","07","Santarém",NA,NA,NA,NA,"1905","54º48'52''W","2º28'45''S","07",NA,NA,"07",NA,NA
"76","2020-10-20 14:17:38-03","UFOPA","HSTM","893","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Ramos, J.F.","Barbosa, E.M.; Ramos, J.F.; Miranda, I.S.","245",NA,"Brasil","Pará",NA,NA,"HSTM000893","HSTM000893","(L.) Wettst.","1999",NA,"Mina Saracá. Mineração Rio do Norte, Porto Trombetas, Mina Saracá e adjacências.","-56.45","-1.7",NA,"Oriximiná",NA,NA,NA,NA,"1905","56º27'0''W","1º42'0''S","06",NA,NA,"20",NA,NA
"77","2019-11-21 14:38:12-03","UFJF","CESJ","1733","PreservedSpecimen","Plantae","Angiosperma",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","V.C. Souza","L. Roth","1733","América do Sul","Brasil","Minas Gerais",NA,"Em terrenos úmidos, flores azuis.","CESJ001733",NA,"(L.) Wettst.","1949","01",NA,"-43.3502998352051","-21.7642002105713",NA,"Juiz de Fora",NA,NA,"36144","auto","1990",NA,NA,"01",NA,NA,"16",NA,NA
"78","2021-03-01 16:32:54-03","UNICAMP","UEC","203551","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Monge, M","Monge, M; Braga, JO; Carneiro, RG","3385",NA,"Brazil","Paraná",NA,"Erva, prostrada, labelo inferior alvo, labelo superior vináceo.; gramado úmido., vegetação degradada.","UEC190355","UEC190355","Wettst.","2018","02",". . Jardim do Maikon Di Domeniko","-48.608039","-25.968825","13","Pontal do Sul","2","2",NA,NA,NA,"-48.608039","-25.968825",NA,NA,NA,NA,NA,NA
"79","2019-08-20 10:16:54-03","UNICAMP","UEC","116607","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Souza, VC","Souza, JP; Rodrigues, RR; Batista, FRQ; Micheletto, F; et al.","3351",NA,"Brazil","São Paulo",NA,"flor, Erva, flores alvas. Interior da mata. Floresta ombrófila densa de encosta com perturbação.","UEC020809","UEC020809","Wettst.","2000","04","Parque Estadual da Serra do Mar, Cachoeira do Sítio Urucurana. Trilha do Escorrega, às margens do Rio Una.","-45.7","-23.7","21","São Sebastião","130","130",NA,NA,"2000","-45.7","-23.7","04",NA,NA,NA,NA,NA
"80","2021-03-01 16:32:54-03","UNICAMP","UEC","138418","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Amaral, MCE","2011/18",NA,"Brazil","Roraima",NA,"Erva prostrada. Sépalas verdes, tubo da corloa creme, lobos alvos, estaminóides amarelos.; Margem do lago.","UEC035067","UEC035067","Wettst.","2011","01","Parque Nacional do Viruá, Estrada Perdida, 2ª bueira, pouco depois da 2ª bueira, margem da estrada","-60.985139","1.392917","17","Caracaraí",NA,NA,NA,NA,NA,"-60.985139","1.392917",NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:32:54-03","UNICAMP","UEC","154499","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Barbosa, TDM; Costa, SM","1250",NA,"Brazil","Roraima",NA,"Erva prostrada. Flores branca. Anteras amarelas.","UEC007959","UEC007959","Wettst.","2010","07","Parque Nacional do Viruá.&nf;Área alagada. Na margem da Estrada Perdida. Solo argiloso.","-60.985","1.402778","21","Caracaraí","63","63",NA,NA,NA,"-60.985","1.402778",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:32:54-03","UNICAMP","UEC","202672","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Scatigna, AV; Machado, RM","1076",NA,"Brazil","Rio de Janeiro",NA,"Erva prostrada. Corola branca; apênices dos estames amarelos.","UEC200182","UEC200182","Wettst.","2016","02","BR 101. Campo antropizado na entrada da Praia do Taquari.","-44.681389","-23.061389","20","Paraty",NA,NA,NA,NA,NA,"-44.681389","-23.061389",NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:32:54-03","UNICAMP","UEC","203474","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Cabral, FN; Shimizu, GH; Cardozo, ND; Alencar, RS","FC900",NA,"Brazil","Amazonas",NA,"Erva sob solo arenoso. Com flor: pétalas rosa esbranquiçada, parte externa lilás.","UEC011910","UEC011910","Wettst.","2013","09","Ramal da Morena","-59.326","-2.115444","06","Presidente Figueiredo","48","48",NA,NA,NA,"-59.326","-2.115444",NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:32:54-03","UNICAMP","UEC","202892","S","Plantae","Magnoliopsida",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa",NA,"Scatigna, AV; Machado, RM","1102",NA,"Brazil","Espírito Santo",NA,"Erva prostrada. Flores brancas, rosadas.","UEC200274","UEC200274","Wettst.","2016","03","Reserva Santa Lúcia. Margem do rio, próximo à ponte José Molino.","-40.6002998352051","-19.9356002807617","05","Santa Teresa",NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-03-12 10:29:18-03","UFOP","OUPR","33952","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Messias, M.C.T.B.","Dias, D.D.; Messias, M.C.T.B.","59",NA,"Brasil","Minas Gerais",NA,"Erva prostrada; flores brancas.",NA,NA,"(L.) Wettst.","2017","01","APA Cachoeira das Andorinhas, Serra da Brígida. No topsoil dentro da área minerada e abandonada.","-43.503267","-20.3629","25","Ouro Preto","1470","1470",NA,NA,"2017","-43.503267","-20.3629","01",NA,NA,"30",NA,NA
"86","2020-03-12 10:29:18-03","UFOP","OUPR","33966","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Messias, M.C.T.B.","Dias, D.D.; Messias, M.C.T.B.","75",NA,"Brasil","Minas Gerais",NA,"Erva prostrada; flores brancas.",NA,NA,"(L.) Wettst.","2017","01","APA Cachoeira das Andorinhas, Serra da Brígida. No topsoil dentro da área minerada e abandonada.","-43.503267","-20.3629","25","Ouro Preto","1470","1470",NA,NA,"2017","-43.503267","-20.3629","01",NA,NA,"30",NA,NA
"87","2020-03-12 10:29:18-03","UFOP","OUPR","33976","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Messias, M.C.T.B.","Dias, D.D.; Messias, M.C.T.B.","88",NA,"Brasil","Minas Gerais",NA,"Erva prostrada; flores brancas.",NA,NA,"(L.) Wettst.","2017","01","APA Cachoeira das Andorinhas, Serra da Brígida. No topsoil dentro da área minerada e abandonada.","-43.503267","-20.3629","25","Ouro Preto","1470","1470",NA,NA,"2017","-43.503267","-20.3629","01",NA,NA,"30",NA,NA
"88","2020-11-23 12:17:42-03","UFOP","OUPR","35211","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Pedrosa, L.G.","Pedrosa, L.G.","2629",NA,"Brasil","Minas Gerais",NA,"Erva, 10cm. Flores brancas. Crescendo em barranco.",NA,NA,"(L.) Wettst.","2020","02","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","13","Ouro Preto",NA,NA,"44599","auto","2020",NA,NA,"02",NA,NA,"13",NA,NA
"89","2020-03-12 10:29:18-03","UFOP","OUPR","34351","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Pedrosa, L.G.","Pedrosa, L.G.","1827",NA,"Brasil","Minas Gerais",NA,"Erva, 10cm. Flores alvas. Campo sujo.",NA,NA,"(L.) Wettst.","2019","08","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697","10","Ouro Preto",NA,NA,"44599","auto","2019",NA,NA,"08",NA,NA,"10",NA,NA
"90","2020-10-14 10:02:22-03","FURB","FURB","40170","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Funez, L.A.","Funez, L.A.; Kemmelmeier, K. & Zermiani, A.E.","1526",NA,"Brasil","Santa Catarina",NA,NA,"FURB03914","FURB03914","(L.) Wettst.","2013","01","Morro do Sapo, Parque Nacional da Serra do Itajaí.","-49.0866666","-27.0569444","21","Blumenau","287","287",NA,NA,"2013","-49.0866666","-27.0569444","01",NA,NA,"31",NA,NA
"91","2020-10-14 10:02:22-03","FURB","FURB","51228","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Funez, L.A.","Funez, L.A.","4606",NA,"Brasil","Santa Catarina",NA,NA,"FURB51228","FURB51228","(L.) Wettst.","2015","12","Rua Itajaí.","-49.0338889","-26.9061111","14","Blumenau","15","15",NA,NA,"2015","-49.0338889","-26.9061111",NA,NA,NA,NA,NA,NA
"92","2020-10-14 10:02:22-03","FURB","FURB","53371","PreservedSpecimen","Plantae",NA,NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Funez, A.L.","Farias, D.M.","21",NA,"Brasil","Santa Catarina",NA,"flor branca Habitat: gramado Habito: erva terrícola","FURB53371","FURB53371","(L.) Wettst.","2017","05","Loteamento Beira Rio ll.","-49.1388889","-26.5027778","02","Jaraguá do Sul",NA,NA,NA,NA,"2017","-49.1388889","-26.5027778","05",NA,NA,"05",NA,NA
"93","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020167",NA,NA,NA,NA,"Scrophulariaceae","Lindernia","diffusa","Lindernia diffusa","Andrade-Lima, D.","MarcGrave, G.","167",NA,"BRAZIL",NA,NA,NA,"C10020167","C10020167","(L.) Wettst.","1638 - 1644",NA,"NE Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"1986",NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-21 19:36:24-03","UFC","EAC","59264","PreservedSpecimen","Plantae","Dicotyledon",NA,"Linderniaceae","Lindernia","diffusa","Lindernia diffusa","Scatigna, A.V.","Cesar, H.L.; Bandeira, A.G.; Silva, M.G.; Bittencourt Neto, R.; Freitas, T.J.L.","1025B","Southern America","Brasil","Pará",NA,"Campo cultivado de quicuio consorciado com seringueira, sob pastejo; latossolo amarelo de textura média; ocorrência de termiteiros grandes de Cornitermes ovatus.","EAC0059264","EAC0059264","(L.) Wettst.","1982","01","Americano.","-48.1605987548828","-1.29860997200012","22","Santa Izabel do Pará",NA,NA,"27708","auto","2016",NA,NA,"09",NA,NA,"19",NA,NA
