"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"117","2020-11-24 17:11:00-03","UTFPR","DVPR","610","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Grando, R","2013",NA,NA,"Bessan, D","2013","03","08","Brasil","Paraná","Dois Vizinhos","Bairro São Francisco de Assis","-53.057201385498","-25.7336006164551",NA,NA,"DVPR000610","DVPR000610","Arbusto 2-3 m, fruto pseudo-drupa de cor vermelha.","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA
"118","2020-11-24 17:11:00-03","UTFPR","DVPR","984","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Bachi, LR","2011","07","04","Bachi, LR","2011","04","10","Brasil","Paraná","Dois Vizinhos","R: Cristóvão Colombo 17, São Francisco de Assis","-53.057201385498","-25.7336006164551",NA,NA,"DVPR000984","DVPR000984","Arbusto 2-3m, fruto pseudo-drupa de cor vermelha.","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"19637","auto",NA,NA,NA,NA,NA,NA,NA
"119","2020-11-24 17:11:00-03","UTFPR","DVPR","555","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Dias, MC","2002",NA,NA,"Amaral, HF","2002","04","12","Brasil","Paraná","Londrina","Entre as ruas José Oticeia e Goiás","-51.1627998352051","-23.3103008270264",NA,NA,"DVPR000555","DVPR000555","Arbusto, 2 m., frtutos imaturos verdes.; Margem direita, originária da África.","s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"120","2018-08-28 10:13:18-03","UNEMAT","TANG","809","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Gonçalves, R; Soares, R","2006","12","01","Brasil","Mato Grosso","Tangará da Serra","Campus UNEMAT","-57.4858016967773","-14.6194000244141",NA,NA,"TANG000000809",NA,"folhas simples, opostas, onduladas nas bordasflores brancas aglormeradas ao longo dos ramos; aromáticascaule reto, casca cinzenta e rugosaaté 4 m, arbustivo","1",NA,NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA
"121","2016-10-18 16:27:40-02","UNEMAT","TANG","1153","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Oliveira, RV","2010","07","05","Brasil","Mato Grosso","Tangará da Serra","Coletada no Jardim Aeroporto, MT 358 Km 07.","-57.4858016967773","-14.6194000244141",NA,NA,"TANG000001153",NA,"Planta de porte arbustivo.","1",NA,NA,NA,NA,NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-19 15:44:59-03","UNEB","HUNEB","13821","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"DIAS,V.L.O","2012","01","29","Brasil","Bahia","Alagoinhas","Boa União Fazenda Cangula","-38.505833","-12.160278","38W30'21''","12S9'37''","HUNEB0013821",NA,"Floresta Ombrófila Densa","93",NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"123","2019-11-19 15:44:59-03","UNEB","HUNEB","13888","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Lisboa, M. S.","2010","08","31","Brasil","Bahia","São Francisco do Conde","Localidade de Muribeca","-38.6800003051758","-12.6274995803833",NA,NA,"HUNEB0013888",NA,"Cultivada","5",NA,NA,NA,NA,NA,"Angiospermae","Florideophycidae","19587","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"124","2021-03-30 12:47:41-03","EAO","IAN","44145","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Fosberg, FR","1945",NA,NA,"Grant, ML","1944","08","28","Colômbia",NA,NA,"Codillera Oriental, Río Manzanares Valley, 4km west of La Esperanza, 26km west of Villavicencio.&nf;Subtropical forest, cultivated.",NA,NA,NA,NA,"IAN044145",NA,"Tree, 12 feet high.","9984","1260","1260",NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-30 12:47:41-03","EAO","IAN","68622","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Robyns, W","1925","10","16","Congo Bélgica",NA,NA,"Eala.",NA,NA,NA,NA,"IAN068622",NA,NA,"905",NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-30 12:47:41-03","EAO","IAN","68664","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Robyns, W","1926","02","04","Congo Bélgica",NA,NA,"Eula.",NA,NA,NA,NA,"IAN068664",NA,NA,"1456",NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-30 12:47:41-03","EAO","IAN","86811","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Hallier, H","1911","07","10","Botansche Sammlung","1910","01","20","Sumbawa",NA,NA,NA,NA,NA,NA,NA,"IAN086811",NA,NA,"4154",NA,NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-30 12:47:41-03","EAO","IAN","109974","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Bremekamp, CEB",NA,NA,NA,"Chagas, JC","1955","09","16","Brasil","Amazonas","Manaus","Km 9 da BR-17; terra firme, argilosa, sitio.","-60.0250015258789","-3.10193991661072",NA,NA,"IAN109974",NA,"Planta cultivada; flores alvas, fortemente aromáticas.","1953",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"129","2021-03-30 12:47:41-03","EAO","IAN","183928","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Nascimento, MP do",NA,NA,NA,"Rodrigues, JB","2008","09","17","Brasil","Pará","Abaetetuba","Rio Abaeté, na casa do Sr. Benedito (Região das Ilhas).","-48.8824996948242","-1.71806001663208",NA,NA,"IAN183928",NA,"Planta de caule ereto, com casca cinza e rugosa; suas folhas são opostas, ovadas, lanceoladas, agudas no ápice e na base, com coloração verde escura.","35",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"40029","auto",NA,NA,NA,NA,NA,NA,NA
"130","2021-03-30 12:47:41-03","EAO","IAN","160896","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Oliveira, E; Constantino, D","1986","09","12","Brasil","Pará","Belém","Bosque paratur, terra firme, catalogagem de espécies bot. da área.&nf;MG. IDESP.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN160896",NA,"Arbusto; frutos.","7327",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"131","2021-03-30 12:47:41-03","EAO","IAN","198897","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Souza, LP de","2019","08","06","Brasil","Pará","Belém","Embrapa Amazônia Oriental, área de Capoeira perto do linhão.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN198897",NA,"Arbusto de 2,5 m; flores brancas e frutos vemelhos.","8",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"132","2021-03-30 12:47:41-03","EAO","IAN","198902","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Cordeiro, MR","2019","08","19","Filho, DPS da; Cordeiro, MR; Souza, LP de; Lima, IS","2019","08","06","Brasil","Pará","Belém","Embrapa Amazônia Oriental, próximo à estrada da Ceasa.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN198902",NA,"Arbusto 2,5m, fruto vermelho.","8",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"133","2021-03-30 12:47:41-03","EAO","IAN","113080","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Pinheiro, FF","1961","08",NA,"Brasil","Pará","Belém","IAN. Próximo a S da Botânica.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN113080",NA,NA,"48",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"134","2021-03-30 12:47:41-03","EAO","IAN","192968","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Nunes, RAF; Melo, CR; Hora, RB","2014","10",NA,"Brasil","Pará","Marituba","Sítio Acapu, campo aberto, área de terra firme.","-48.3418998718262","-1.35528004169464",NA,NA,"IAN192968",NA,"Árvore de 3,5m de altura; frutos imaturos variando entre verde aciizentado e o amarelo. Quando maduros são vermelhos.","13",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"13887","auto",NA,NA,NA,NA,NA,NA,NA
"135","2021-03-30 12:47:41-03","EAO","IAN","182561","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Rodrigues, IA",NA,NA,NA,"Brasil","Pará","Monte Alegre",NA,"-54.0691986083984","-2.00778007507324",NA,NA,"IAN182561",NA,NA,"57",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA
"136","2021-03-30 12:47:41-03","EAO","IAN","171807","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Rodrigues, IA",NA,NA,NA,"Brasil","Pará","Monte Alegre",NA,"-54.0691986083984","-2.00778007507324",NA,NA,"IAN171807",NA,NA,"s.n.",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"279177","auto",NA,NA,NA,NA,NA,NA,NA
"137","2021-03-30 12:47:41-03","EAO","IAN","86720","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.","Steyermark, JA","1977",NA,NA,"Fróes, RL","1954","11","14","Brasil","Pará","Santarém","Rio Curuauna; mata virgem da Cachoeira do Portão; região do planalto de Santarém onde foi feito um levantamento estatísticio florestal pelo IAN, SPVEA e FAO.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN086720",NA,NA,"31402",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA
"138","2021-03-30 12:47:41-03","EAO","IAN","198970","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Sablayrolles, MGP","2001","03","22","Brasil","Pará","Santarém","Terra firme solo arenoso.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN198970",NA,"Flores brancas e frutos vermelhos.","81",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA
"139","2021-03-30 12:47:41-03","EAO","IAN","199101","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Benth.",NA,NA,NA,NA,"Sablayrolles, MGP","2007","10","05","Brasil","Pará","Santarém","Terra firme, solo arenoso.","-54.7083015441895","-2.44305992126465",NA,NA,"IAN199101",NA,"Flor branca, fruto vermelho quando maduro.","775",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA
"140","2021-03-30 12:48:16-03","EAO","IAN","43770","PreservedSpecimen","Plantae","Rubiaceae","Psychotria","spruceana","Psychotria spruceana","Standl.",NA,NA,NA,NA,"Williams, LO","1942","03","08","Venezuela","Amazonas",NA,"En la selva, alta tupida, de rebalsas; El Cucuy, Rio Negro.",NA,NA,NA,NA,"IAN043770",NA,"Arbol de 4m. con fruto globoso; la corteza obscura, áspera; la madera blanquecina.","14718",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-30 12:48:19-03","EAO","IAN","114235","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Kunth) Steyerm.","Steyermark, JA","1977",NA,NA,"Pires, JM; Silva, NT da","1962","06","05","Brasil","Amazonas",NA,"Taracuá, Igarapé da Chuva; igapó.&nf;Alto Rio Negro.",NA,NA,NA,NA,"IAN114235",NA,"Arbusto de 2m de altura; flor branca.","7913",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-30 12:48:19-03","EAO","IAN","152567","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Kunth) Steyerm.","Forr, D","1995","02",NA,"Marinho, LR","1976","06","01","Brasil","Amazonas",NA,"Sub-base do Proj. RADAM, ponto 02-A.",NA,NA,NA,NA,"IAN152567",NA,"Árvore de 5m; frutos brancos.","373",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-30 12:48:19-03","EAO","IAN","16828","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Kunth) Steyerm.","Forr, D","1995","02",NA,"Fróes, RL","1945","11","17","Brasil","Amazonas",NA,"Acatiacanga, Içana; beira do rio.",NA,NA,NA,NA,"IAN016828","IAN016828 IAN016828_e IAN016828_e1","Arbusto de 4m de altura; flores alvas, olorosas.","21405",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-30 12:48:19-03","EAO","IAN","30124","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Kunth) Steyerm.","Forr, D","1995","02",NA,"Pires, JM","1947","10","04","Brasil","Amazonas",NA,"Rio Negro. Patauá, entre Tapuruguara e Barcelos.",NA,NA,NA,NA,"IAN030124","IAN030124 IAN030124_e","Arbusto grande.","648",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-30 12:48:19-03","EAO","IAN","50838","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","laurifolia","Rudgea laurifolia","(Kunth) Steyerm.","Steyermark, JA","1977",NA,NA,"Fróes, RL","1949","08","14","Brasil","Amazonas","Manaus","Rio Tarumã; igarapé do Gito.","-60.0250015258789","-3.10193991661072",NA,NA,"IAN050838",NA,"Arbusto de 2 metros; flores brancas.","25027",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
"146","2021-03-30 12:48:19-03","EAO","IAN","144470","PreservedSpecimen","Plantae","Rubiaceae","Rudgea","sclerocalyx","Rudgea sclerocalyx","(Müll. Arg.) Zappi","Zappi, DC","2017","08","23","Pires, JM; Leite, PF","1974","07","02","Brasil","Roraima",NA,"Rod. Perimetral Norte a 9 Km do Rio Ajarani para Caracaraì",NA,NA,NA,NA,"IAN144470",NA,"Árvore de 5-6 m.","14856",NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2013-07-03 11:24:26-03","EBDA","BAH","822","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Clotildes Florença da Costa","1954","06",NA,"Clotildes Florença da Costa","1954","06","12","Brasil","Bahia","Brejões","Lagoa do Morro","-39.7958","-13.1044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22023","auto",NA,NA,NA,NA,NA,NA,NA
"148","2020-01-20 14:40:50-03","UPM","MACK","2672","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","A. R. Balbin","2015","05","15","A. R. Balbin; R. Araujo","2015","05","15","Brasil","SP","São Paulo","UPM, Campus Higienópolis.","-46.6300010681152","-23.5400009155273","S","W",NA,NA,"Bosque da arquitetura","34",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"149","2020-01-20 14:40:50-03","UPM","MACK","2713","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","A.R. Balbin","2015","09","16","A. R. Balbin","2015","09","16","Brasil","SP","São Paulo","UPM, Campus Higienópolis.","-46.6300010681152","-23.5400009155273","S","W",NA,NA,"Frente ao prédio 13","90",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"150","2020-01-20 14:40:50-03","UPM","MACK","3361","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"C. Corsini","2019","03","18","Brasil","SP","São Paulo","UPM - Campus Higienópolis","-23.547347","-46.651641","-23,547347","-46,651641","HMACK00003361-C.Corsini5-18/3/2019,UPM-CampusHigienópolis,SãoPaulo,SP,Brasil-46,651641-23,547347",NA,NA,"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-12-12 15:31:49-03","UFABC","HUFABC","000829","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Rossi, L","2006","12",NA,"Romanus, P C","2006","11",NA,"Brasil","Bahia","Itabuna","área de mata Atlântica, habitações sem saneamento básico na estrada de acesso (por ônibus em estrada de terra)","-39.28","-14.808333","-39.28","-14.808333","HUFABC000829","HUFABC000829","valor medicinal (motilidade intestinal: uso oral do decocto da semente), planta cultivada.","110",NA,NA,NA,NA,NA,"Angiospermas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-02-27 21:09:20-03","PUCPR","HUCP","19067-B","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt",NA,NA,NA,NA,"Gasperin, AM","2007","10","03","Brasil","Paraná","Araucária",NA,"-49.4103012084961","-25.5930995941162",NA,NA,"HUCP00017466","HUCP00017466",NA,"008",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"21346","auto",NA,NA,NA,NA,NA,NA,NA
"153","2020-02-27 21:09:20-03","PUCPR","HUCP","1458","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Jaszczerski, JC","1983","10","08","Silva, VRI",NA,NA,NA,"Brasil","Paraná","Alto Paraná",NA,"-52.3189010620117","-23.1289005279541",NA,NA,"HUCP00017201","HUCP00017201",NA,"s.n.",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"24730","auto",NA,NA,NA,NA,NA,NA,NA
"154","2020-02-27 21:09:20-03","PUCPR","HUCP","1457","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Acra, LA","1983","10","28","Paula, RM",NA,NA,NA,"Brasil","Paraná","Cianorte",NA,"-52.6049995422363","-23.6632995605469",NA,NA,"HUCP00017241","HUCP00017241",NA,"008",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"32009","auto",NA,NA,NA,NA,NA,NA,NA
"155","2020-02-27 21:09:20-03","PUCPR","HUCP","8864","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Jaszczerski, JC",NA,NA,NA,"Jaszczerski, JC","1996","04","27","Brasil","Paraná","Curitiba","Alto da XV","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00017506","HUCP00017506",NA,"135",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"156","2020-02-27 21:09:20-03","PUCPR","HUCP","11225","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Jaszczerski, JC",NA,NA,NA,"Bueno, T","1997","10",NA,"Brasil","Paraná","Curitiba","Batel","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00017458","HUCP00017458",NA,"001",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"157","2020-02-27 21:09:20-03","PUCPR","HUCP","8909","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt",NA,NA,NA,NA,"Tanaka, M","1996","06","10","Brasil","Paraná","Curitiba","Boqueirão","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00017510","HUCP00017510",NA,"s.n.",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"158","2020-02-27 21:09:20-03","PUCPR","HUCP","231","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Jaszczerski, JC","1986","10","25","Slovila, SS",NA,NA,NA,"Brasil","Paraná","Curitiba","Santa Quitéria","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00017558","HUCP00017558",NA,"008",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"159","2020-02-27 21:09:20-03","PUCPR","HUCP","6454","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Costa, ACD",NA,NA,NA,"Costa, ACD","1985","09","07","Brasil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,"HUCP00017454","HUCP00017454",NA,"001",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"160","2020-02-27 21:09:20-03","PUCPR","HUCP","5956","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","Bittencourt","Jaszczerski, JC",NA,NA,NA,"Diniz, HJ","1993","11","02","Brasil","São Paulo","Serra Negra","Hotel Vale do Sol","-46.7000007629395","-22.6100006103516",NA,NA,NA,NA,NA,"002",NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12188","auto",NA,NA,NA,NA,NA,NA,NA
"161","2020-11-26 18:09:33-03","CPAN-UFMS","COR","2047","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Pott, V. J.; Bueno, N .C.; Lopo, N.; Vilanova, L. & Pereira, R. C.","1990","03","17","Brasil","Mato Grosso do Sul","Dourados","Experimentos da Faculdade de Agronomia","-54.816667","-22.233333","54º49'0''W","22º14'0''S",NA,NA,"Arbusto; fruto vermelho Habito: Arbusto","1359","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-11-26 18:09:33-03","CPAN-UFMS","COR","5298","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Damasceno-Júnior, G. A.",NA,NA,NA,"Equipe Eia-Rima Urucum Mineração","1992","06","01","Brasil","Mato Grosso do Sul","Ladário","Morro do Urucum","-57.609167","-19.190833","57º36'33''W","19º11'27''S",NA,NA,"Arbusto Habito: Arbusto",NA,"760","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-10-09 11:23:29-03","UFBA","ALCB","133386","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Guedes, ML","2018","10",NA,"Guedes, ML; Alunos de Botânica Econômica","2018","07","18","Brasil","Bahia","Arataca","Comunidade Teia dos Povos. Cultivada.","-39.4","-15.55","-39.4","-15.55","ALCB053040","ALCB053040","Folhas cartáceas, discolores. Frutos vermelhos.","30617",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-10-09 11:23:29-03","UFBA","ALCB","98555","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Lisboa, MS","2011","02",NA,"Lisboa, MS; Guedes, ML; et al.","2010","08","31","Brasil","Bahia","São Francisco do Conde","Região Metropolitana Salvador, Localidade de Muribeca","-38.6800003051758","-12.6274995803833",NA,NA,NA,NA,"ca de 3 m de altura. Folhas cartáceas, discolores, glabras de superfície brilhante. Fruto maduro vermelho.; Casa de D. Ananilha","05",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"19587","auto",NA,NA,NA,NA,NA,NA,NA
"165","2019-10-09 11:23:29-03","UFBA","ALCB","107632","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Guedes, ML","2013","09",NA,"Guedes, ML; Alunos de Microbiologia de Adriana","2013","01","28","Brasil","Bahia","Mucugê","Chapada Diamantina, Faz. Bagisa","-42.516667","-14.533333","-42.516667","-14.533333",NA,NA,"de ca 2 m de altura. Folhas cartáceas, discolores. Inflorescência axilar, flores alvas.","20338",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-10-09 11:23:29-03","UFBA","ALCB","031364","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Guedes, ML","1997","11",NA,"Guedes, ML; Batista, MA","1997","10","04","Brasil","Bahia","Porto Seguro","Trancoso, ponto n.1.","-39.133333","-16.383333","-39.133333","-16.383333",NA,NA,"De ca. 2m. Folhas cartáceas, discolores, com a face adaxial brilhante. Flores axilares alvas.; Mata Ombrofila densa em estádio avançado. Areno-argiloso.","5300",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-09 11:23:29-03","UFBA","ALCB","035164","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Bacelar, TG; et al.","1998","04",NA,"Bacelar, TG; Martins, LSS; Santos, BR dos","1998","04","20","Brasil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz, Km 16 da Rod. Ilhéus/Itabuna - BR 415. Coletas efetuadas em plantação de cacau.","-39.033333","-14.783333","-39.033333","-14.783333",NA,NA,"Cerca de 2m de altura. Folhas com as faces adaxial verde-brilhante e abaxial verde-opaca. Frutos de cor verde quando imaturos, amarelo na fase 'de vez' e avermelhado quando maduros. Cultivado.","68","40","40","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-02-08 21:32:56-03","UFBA","ALCB","03983","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Torrend, Padre CSJ","1934",NA,NA,"Torrend, Padre CSJ","1934",NA,NA,"s/localidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s/n",NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
