"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","occurrenceRemarks","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"1416","2021-04-08 17:13:09-03","UESB","HUESB","10121","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Souza, R.S.","2014","09","22","Souza, R.S.; Moreira, R.S.; Silva, G.S.; Lopes, Z.S.; Moreira, R.S.; Silva, G.S.; Lopes, Z.S.","2014","08","12","Brasil","Bahia","Nova Ibiá","Fazenda Dois Irmãos","-39.566361","-13.734917","-39.566361","-13.734917","HUESB000010121",NA,"Arbusto. Folhas simples, opostas, crassas, verde. Frutos imaturos, verde; maduros, vináceos.; Floresta ombrófila densa.","539","274","274",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2021-04-08 17:13:09-03","UESB","HUESB","9619","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","J. Jardim","2014","12",NA,"Adenilson","2012","03","07","Brasil","Bahia","Barra do Choça","Associação Patria Livre, Zona Urbana.","-40.5793991088867","-14.8810997009277",NA,NA,"HUESB000009619",NA,"Arbusto. Folha simples, oposta, verde.; Mata de Cipó.","29",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"25032","auto",NA,NA,NA,NA,NA,NA,NA
"1418","2021-04-08 17:13:09-03","UESB","HUESB","13065","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica bourbon","Rodr. ex Choussy",NA,NA,NA,NA,"Silva, D.M.; Ribeiro, C.; Ribeiro, C.","2017","07","01","Brasil","Bahia","Ibicoara","Fazenda Km 11","-41.2846984863281","-13.4105997085571",NA,NA,"HUESB000013065",NA,"Arbusto. Folha simples, oposta. Fruto vermelho.","1",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"34188","auto","bourbon",NA,NA,NA,NA,NA,NA
"1419","2021-04-08 17:13:09-03","UESB","HUESB","13066","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Silva, D.M.; Ribeiro, C.; Ribeiro, C.","2017","07","01","Brasil","Bahia","Ibicoara","Fazenda Km 11","-41.2846984863281","-13.4105997085571",NA,NA,"HUESB000013066",NA,"Arbusto. Folha simples, oposta. Fruto amarelo. Catuaí Amarelo","2",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"34188","auto",NA,NA,NA,NA,NA,NA,NA
"1420","2021-04-08 17:13:09-03","UESB","HUESB","13065","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica bourbon","Rodr. ex Choussy",NA,NA,NA,NA,"Silva, D.M.; Ribeiro, C.; Ribeiro, C.","2017","07","01","Brasil","Bahia","Ibicoara","Fazenda Km 11","-41.2846984863281","-13.4105997085571",NA,NA,"HUESB000013065",NA,"Arbusto. Folha simples, oposta. Fruto vermelho.","1",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"34188","auto","bourbon",NA,NA,NA,NA,NA,NA
"1421","2019-11-13 16:05:02-03","UNISANTA","HUSC","12095","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","P.S.P Sampaio","2011","01",NA,"R. Roveri; N.S. Peres","2011","01",NA,"Brasil","São Paulo","Guarujá","Vila da Prainha Branca.","-46.869722","-23.869722","-46.869722","-23.869722",NA,NA,"Nome Popular: Café. ESTUDO ETNOBOTÂNICO.; Mata Atlântica.","62",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","2019-11-13 16:05:02-03","UNISANTA","HUSC","10433","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Servs, A.G.; et al.","2007","03","19","Brasil","São Paulo","Santos",NA,"-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"1423","2019-11-13 16:05:02-03","UNISANTA","HUSC","12238","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Magenta; Villaça, I.","2018",NA,NA,"Villaça, I.M.","2018","09","11","Brasil","São Paulo","Santos","Monte Cabrão","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"árvore, 2,0 m, flores brancas","57",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"1424","2020-07-21 15:08:18-03","UNISANTA","HUSC","12238","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Magenta; Villaça, I.","2018",NA,NA,"Villaça, I.M.","2018","09","11","Brasil","São Paulo","Santos","Monte Cabrão","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"árvore, 2,0 m, flores brancas","57",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"1425","2019-11-13 16:05:02-03","UNISANTA","HUSC","10432","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","et al.; Santos, A.L.",NA,NA,NA,"?","2008","03","06","Brasil","São Paulo","Santos","Rua Alvaro Alvim.","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Magnoliophyta",NA,"26836","auto",NA,NA,NA,NA,NA,NA,NA
"1426","2019-07-02 15:56:32-03","UEM","HUEM","10521","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"s.c.","2004",NA,NA,"Brasil","Paraná","Maringá","Fazenda Experimental de Iguatemi, câmpus UEM","-52.066667","-23.35","-52.066667","-23.35","HUEM000011008","HUEM000011008","Aproximadamente 1,20m de altura","s.n.","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","2020-11-04 17:30:34-03","UEM","HUEM","13681","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Kawakita, K","2007","03",NA,"Kawakita, K; Dutra, AM; Garcia, RS; J. Reis; Slusarski, SR","2007","03","01","Brasil","Paraná","Maringá","Parque do Ingá, solo seco.","-51.928333","-23.429444","-51.928333","-23.429444","HUEM000011010","HUEM000011010","Arvoreta; frutos imaturos de col. verde.","1136","530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2020-11-04 17:30:34-03","UEM","HUEM","23863","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Romagnolo, MB","2012","07",NA,"Belan, HC","2012","07","02","Brasil","Paraná","Maringá","Parque Cinquentenário","-51.944986","-23.390906","-51.944986","-23.390906","HUEM000011012","HUEM000011012","Arbustiva, 2m. Frutos maturos de coloração vermelha.; Floresta Estacional Semidecidual.","76","473","473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","2020-11-04 17:30:35-03","UEM","HUEM","34126","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Milaneze-Gutierre, MA; Nascimento, JEM","2019","03",NA,"Nascimento, JEM","2018","08","16","Brasil","Paraná","Maringá","Distrito de Iguatemi., Fazenda Experimental de Iguatemi - UEM.","-51.95","-23.416667","-51.95","-23.416667","HUEM000020362",NA,"Arbusto. Inflorescência de coloração branca. Visitada por abelhas Apis e borá.","104","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","2019-07-02 15:56:32-03","UEM","HUEM","16038","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Marco; Luciane; Willian; Grazielli","2006","07","14","Brasil","Paraná","Maringá","Câmpus da UEM (ao lado do J-57)","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000011011","HUEM000011011","Árvore com cerca de 1 m. de altura; flores de coloração branca","03",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1431","2020-11-04 17:30:35-03","UEM","HUEM","31783","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Castillo, RKF","2017","10","03","Brasil","Paraná","Maringá","Campus sede da UEM, em frente ao bloco C56","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000014497","HUEM000014497","Flor branca.","s.n.",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1432","2019-07-02 15:56:32-03","UEM","HUEM","10233","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"alunos do curso de Zootecnia","2002","11","08","Brasil","Paraná","Maringá","Câmpus sede da Universidade Estadual de Maringá","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000011007","HUEM000011007",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1433","2020-11-04 17:30:34-03","UEM","HUEM","12911","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Kawakita, K","2007","09",NA,"Moreira, ALOR; et al.","2001",NA,NA,"Brasil","Paraná","Maringá","Parque do Ingá, em frente ao 125","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000011009","HUEM000011009","Arbusto, 2m.; flores brancas e cheirosas","126",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1434","2020-11-04 17:30:35-03","UEM","HUEM","708","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Ma.C.Souza; Pereira, C","1986","08","28","Brasil","Paraná","Maringá","rua Iguaçu, esquina com R. Nove- Vila Esperança","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000011005","HUEM000011005","Porte arbustivo; flores de coloração branca intensamente perfumadas; planta cultivada; de suas sementes se prepara a bebida chamada café","s.n.",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1435","2020-11-04 17:30:35-03","UEM","HUEM","348","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Cervi, AC",NA,NA,NA,"Dutra, ME; Conceição","1984","09","05","Brasil","Paraná","Maringá","viveiro de mudas da UEM","-51.9385986328125","-23.4253005981445",NA,NA,"HUEM000011004","HUEM000011004","Flor branca; perfumada; porte subarbustiva","s.n.",NA,NA,NA,NA,NA,NA,NA,"19250","auto",NA,NA,NA,NA,NA,NA,NA
"1436","2020-11-04 17:30:35-03","UEM","HUEM","5128","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Martins, CI; Ávila, NM",NA,NA,NA,"Brasil","Paraná","Tapejara","Sítio São José","-52.8732986450195","-23.7331008911133",NA,NA,"HUEM000011006","HUEM000011006","Arbusto grande; piramidal; de caule reto; até 12 m. de altura; posui folhas coriáceas e persistentes; com flores brancas muito perfumadas","s.n.",NA,NA,NA,NA,NA,NA,NA,"32078","auto",NA,NA,NA,NA,NA,NA,NA
"1437","2021-03-10 11:38:54-03","UNILA","EVB","3041","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Rauber, C.R.",NA,NA,NA,"Paz, M.D.R.P.; Gonçalves, B.A.","2018","05","12","Brasil","Paraná","Foz do Iguaçu","Bosque do Jardim Ipê.","-54.565","-25.481667","54º33'54''W","25º28'54''S","EVB003041","EVB003041","Fruto maduro vermelho, Macacos se alimentam do fruto maduro. Habitat: Fragmento de Floresta Estacional Semidecidual. Habito: Arbusto","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1438","2010-04-22 14:53:39-03","UFAC","LABEV","751",NA,"Plantae","Rubiaceae","Coffea","arabica","Coffea arabica",NA,"I. Brasil",NA,NA,NA,"I. Brasil",NA,NA,NA,"Brazil","Acre","Rio Branco","Humaitá","-67.81","-9.97472",NA,NA,NA,NA,"HABITAT: Sombreado","162",NA,NA,NA,NA,NA,NA,NA,"178770","auto",NA,NA,NA,NA,NA,NA,NA
"1439","2020-11-05 13:53:57-03","UNIRIO","HUNI","6094","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Jardim Didático e Evolutivo da UNIRIO",NA,NA,NA,"S.Z. Cordeiro","2018","09","05","Brasil","Rio de Janeiro","Rio de Janeiro","Urca, Campus Praia Vermelha da Universidade Federal do Estado do Rio de Janeiro (UNIRIO). Jardim Didático e Evolutivo da UNIRIO, canteiro 6.","-43.2075004577637","-22.9027996063232",NA,NA,"HUNI00006094",NA,"Arbusto muito ramificado, com ca. 2 m de altura. Folhas opostas verdes, brilhantes, concolores, com nervuras amareladas. Presença de estípulas interpeciolares. Inflorescência axial, com flores de cálice verde e corola branca. Flores","125",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"1440","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Cid Ferreira, CA",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10112",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1441","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Daly, DC",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8114",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1442","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Cid Ferreira, CA",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10184",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1443","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Silveira, M",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1107",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1444","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Lima, L",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"576",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1445","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Cid Ferreira, CA",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10184",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1446","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Oliveira, ARS",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"439",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1447","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Figueiredo, CS",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"904",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1448","2020-09-18 09:33:52-03","UFAC","UFACPZ",NA,"PreservedSpecimen","Plantae","Sapindaceae","Coffea","arabica","Coffea arabica","Pires, M",NA,NA,NA,NA,"Daly, DC",NA,NA,NA,"Brasil","Acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7449",NA,NA,NA,NA,NA,NA,"Sapindales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1449","2020-11-12 16:59:56-03","UEL","FUEL","53778","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Hatumura, PH",NA,NA,NA,"Hatumura, PH","2015","03","20","Brasil","Paraná","Londrina","IAPAR","-50.183333","-23.383333","-50.183333","-23.383333",NA,NA,NA,"2","610","610",NA,NA,NA,"Tracheophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1450","2020-11-12 16:59:56-03","UEL","FUEL","53777","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Hatumura, PH",NA,NA,NA,"Hatumura, PH","2015","03","20","Brasil","Paraná","Londrina","IAPAR","-50.183333","-23.383333","-50.183333","-23.383333",NA,NA,NA,"1","610","610",NA,NA,NA,"Tracheophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1451","2020-11-12 16:59:56-03","UEL","FUEL","53776","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Hatumura, PH",NA,NA,NA,"Hatumura, PH","2015","03","20","Brasil","Paraná","Londrina","IAPAR","-50.183333","-23.383333","-50.183333","-23.383333",NA,NA,NA,"4","610","610",NA,NA,NA,"Tracheophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1452","2020-11-12 16:59:56-03","UEL","FUEL","53775","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Hatumura, PH",NA,NA,NA,"Hatumura, PH","2015","03","20","Brasil","Paraná","Londrina","IAPAR","-50.183333","-23.383333","-50.183333","-23.383333",NA,NA,NA,"3","610","610",NA,NA,NA,"Tracheophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1453","2020-11-12 16:59:56-03","UEL","FUEL","32212","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Cid, CA; et al.","1991","09","05","Brasil","Acre","Senador Guiomard","Estrada Rio Branco Brasiléia, Centro de Estudos Tr, mata de terra firme, solo argiloso, a 4km da BR-317","-67.7360000610352","-10.1510000228882",NA,NA,NA,NA,NA,"10281",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","85304","auto",NA,NA,NA,NA,NA,NA,NA
"1454","2020-11-12 16:59:56-03","UEL","FUEL","1756","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Santos Neto, FG","1985","11","16","Brasil","Paraná","Assaí","Fazenda Santa Maria","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","20909","auto",NA,NA,NA,NA,NA,NA,NA
"1455","2020-11-12 16:59:56-03","UEL","FUEL","3440","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Perri, CG","1986","10","27","Brasil","Paraná","Londrina","Bosque I","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1456","2020-11-12 16:59:56-03","UEL","FUEL","1557","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Pires, MM","1985","11","19","Brasil","Paraná","Londrina","CCB - F.U.E.L.","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1457","2020-11-12 16:59:56-03","UEL","FUEL","53982","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Delaroza, F","2014","10","08","Brasil","Paraná","Londrina","Instituto Agronômico do Paraná","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1458","2020-11-12 16:59:56-03","UEL","FUEL","53984","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Delaroza, F",NA,NA,NA,"Brasil","Paraná","Londrina","Instituto Agronômico do Paraná","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1459","2020-11-12 16:59:56-03","UEL","FUEL","53983","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Delaroza, F","2014","10","08","Brasil","Paraná","Londrina","Instituto Agronômico do Paraná","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1460","2020-11-12 16:59:56-03","UEL","FUEL","53985","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Delaroza, F","2014","10","08","Brasil","Paraná","Londrina","Instituto Agronômico do Paraná","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1461","2020-11-12 16:59:56-03","UEL","FUEL","10183","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Cunha, PD","1992","12","06","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Tracheophyta","Gentianales","63728","auto",NA,NA,NA,NA,NA,NA,NA
"1462","2019-11-01 15:08:51-03","UnB","UB","175744","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Hage, JL; Santos, EB","1981","01","08","Brasil","Bahia","Ilhéus","Área do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ilhéu / Itabuna (BR-415)","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"Arbusto 2m. Frutos imaturos verdes.","444",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"1463","2019-11-01 15:08:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Nascimento, EA","1975","11","05","Brasil","Distrito Federal","Brasília","QSA 12 lote 4","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"+/- 3 m de altura, flores brancas; Planta cultivada em jardim","3B",NA,NA,"Southern America",NA,NA,"Dicotyledoneae",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"1464","2019-11-01 15:08:51-03","UnB","UB","113042","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Delprete, PG","2006",NA,NA,"Delprete, PG; et al.","2006","02","23","Brasil","Tocantins","Arraias","Fazenda Jacaré","-46.778611","-12.831944","-46.778611","-12.831944",NA,NA,"Folhas subcoriáceas.; Arvoreta 4m. Fruto imaturo verde.; .","9504","550","550","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1465","2019-11-01 15:08:51-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.","Chacel, FC","2017","06","06","Chacel, FC; Costa, LL; Bonfim, PSB","2016","06","01","Brasil","Distrito Federal","Brasília","Chácara Terra Nativa, Lago Oeste. Rua 11, Chácara 22. Rua 11 Chácara 22","-47.950556","-15.604444","-47.950556","-15.604444",NA,NA,"Arbustiva; Agrofloresta","1B1","1224","1224","Southern America",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1466","2019-11-01 15:08:51-03","UnB","UB","175745","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Santos, TS; Silva, LAM; Brito, HS","1979","02","15","Brasil","Bahia","Maracás","8 a 18km ao S de Maracás, pela antiga Rodovia para Jequié","-40.4308013916016","-13.4411001205444",NA,NA,NA,NA,"Arbusto 2,5m. Frutos imaturos verdes.; Capoeira de mata de cipó","3467","900","1000","Southern America",NA,NA,"Dicotyledoneae",NA,"50558","auto",NA,NA,NA,NA,NA,NA,NA
"1467","2019-08-08 10:00:20-03","UFU","HUFU","60869","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Neves, T.L.","2011","08","16","Brasil","Minas Gerais","Uberlândia","Comunidade Rural Tenda do Moreno","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00069009","HUFU00069009",NA,"15",NA,NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"1468","2020-08-20 14:56:26-03","UFSC","FLOR","50086","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Saldanha, J.H.",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Ratones, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0050086",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,"Gentianales","27000","auto",NA,NA,NA,NA,NA,NA,NA
"1469","2015-04-30 15:25:45-03","UFMT","UFMT","42334","S","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Costa, I.B.C.","2014","08","27","Brasil","Mato Grosso","Cuiabá","Baixada Cuiabana, Comunidade dos Couros.","-55.583333","-15.5","-55.583333","-15.5",NA,NA,"Coletada em quintal.; Arbustivo.; Domínio de cerrado.","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1470","2020-01-31 10:39:25-03","IFAM","EAFM","2541","PreservedSpecimen","Plantae","Rubiaceae","Coffea","arabica","Coffea arabica","L.",NA,NA,NA,NA,"Gurgel-Silva, E.; Dantas, F.M.","2010","09","26","Brasil","Amazonas","Manaus","IFAM, Campus Manaus-Zona Leste, Ao lado da estrada da baragem.","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"; HABITAT: Vertente.; DESC: Arvoreta; 3,5 m; folhas glabras com nervuras impressas na face adaxial e expostas na abaxial; presença de estípula.","66",NA,NA,NA,NA,NA,NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA
