"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"714","2021-03-10 11:38:59-03","UNILA","EVB","415","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Ponciano, J.","24","1991","08","21",NA,"Brasil",NA,NA,NA,NA,NA,NA,"EVB000415","Brasil","EVB000415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","2021-03-10 11:38:59-03","UNILA","EVB","4142","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Bautista, M.A.; Sachelaridi, R.A.L.; Silva, C.N.; Lopez, P.A.D.","3","2019","11","07",NA,"Brasil","Paraná","Parque Nacional do Iguaçu. Estrada de terra de Céu Azul à Serranópolis do Iguaçu. Parque Nacional do Iguaçu","-53.879722","-25.186389",NA,"Flor branca. Fruto verde e rajados amarelos. Invasora agrícola, possíveis frutos tóxicos. Habitat: Borda de Floresta Estacional em regeneração Habito: Subarbusto","EVB004142","Matelândia","EVB004142",NA,NA,"53º52'47''W","25º11'11''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000846153","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Michael (Mike) Nee; b.1947; M.Nee","Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","4466","1930","03","15",NA,"Brasil","Minas Gerais","Vicosa, Agricultural College lands. Just outside boundary; Chaca Valley; clay bank in sun.","-42.882775","-20.754621",NA,NA,NA,NA,NA,NA,NA,"-42.882775","-20.754621",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5448267"
"717","2016-08-23 09:46:17-03","NHMLondon","NHM-LONDON-BOT","BM000935731","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Michael (Mike) Nee; b.1947; M.Nee","Johannes Eugenius (Eugen) Bülow Warming; b.1841; d.1924; Warm.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"1978","10",NA,"08",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4344239"
"718","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000935732","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Michael (Mike) Nee; b.1947; M.Nee","Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","4157","1929","12","24",NA,"Brasil","Minas Gerais","Viçosa, Agricultural College lands. Hill northwest of main buildings.","-42.882775","-20.754621",NA,NA,NA,NA,NA,NA,NA,"-42.882775","-20.754621",NA,NA,"1978","10",NA,"08",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5451424"
"719","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000935733","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Michael (Mike) Nee; b.1947; M.Nee","George Gardner; b.1812; d.1849; Gardner","3914","1840","04","01",NA,"Brasil","Goiás","Rod. GO-118, 5 km ao Sul de Campos Belos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978","10",NA,"08",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5451425"
"720","2020-11-12 17:03:41-03","UEL","FUEL","13475","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão Filho, HF","1455","1981","12","01",NA,"Brasil","Minas Gerais","Morro do Ferro","-46.564722","-21.838889",NA,NA,NA,"Poços de Caldas",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","2020-11-12 17:03:41-03","UEL","FUEL","13960","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão Filho, HF; Martins, FR; Martins, AB; Tamashiro, JY","1455","1981","12","01",NA,"Brasil","Minas Gerais","Morro do Ferro","-46.564722","-21.838889",NA,NA,NA,"Poços de Caldas",NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","2019-10-16 14:15:16-03","UEL","FUEL","41933","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, L","Francisco, EM; Fernandes, T","s.n.","2003","04","24",NA,"Brasil","Paraná","Fazenda Doralice","-51.05","-23.266667",NA,NA,NA,"Ibiporã",NA,NA,NA,"-51.05","-23.266667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","2020-11-12 17:03:41-03","UEL","FUEL","19066","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Kranz, WM","Kranz, WM","415","1988","12","31",NA,"Brasil","Paraná",NA,"-51.1627998352051","-23.3103008270264",NA,NA,NA,"Londrina",NA,NA,NA,NA,NA,"63728","auto","1988","10",NA,"25",NA,NA,NA,NA,NA,NA
"724","2019-11-01 15:11:11-03","UnB","UB","90240","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Silva, SR","Irwin, HS","25111","1970","01","22","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","2019-11-01 15:11:11-03","UnB","UB","172852","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Silva, SR; Carvalho, VM","Irwin, HS; Souza, R; Santos, RR; Fonseca, SF","23857","1969","02","24","Southern America","Brasil","Minas Gerais","Ca. 45km west of Montes Claros, road to Agua Boa.",NA,NA,NA,"Subshrub ca. 1m tall. Corolla grenish white. Fruit green.; Cerrado. Brejo and adjacent cerrado.",NA,NA,NA,"950","950",NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","2019-11-01 15:11:11-03","UnB","UB","90612","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Carvalho, VM","Costich, D","1013","1981","11",NA,"Southern America","Brasil","Distrito Federal","FERCAL","-47.883333","-15.583333",NA,NA,NA,"Sobradinho",NA,NA,NA,"-47.883333","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","2019-11-01 15:11:11-03","UnB","UB","90610","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Carvalho, VM","Costich, D","1012","1981","11",NA,"Southern America","Brasil","Distrito Federal","FERCAL","-47.883333","-15.583333",NA,NA,NA,"Sobradinho",NA,NA,NA,"-47.883333","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","2019-11-01 15:11:11-03","UnB","UB","137839","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nogales, T","Ianhez, ML; Nogales, T","76","2009","12","02","Southern America","Brasil","Distrito Federal","Memorial das Idades do Brasíl","-47.804444","-15.78",NA,"Subarbusto 1,0m. Fruto verde; Cerrado Sensu Stricto",NA,"Brasília",NA,NA,NA,"-47.804444","-15.78",NA,NA,"2009","12",NA,"09",NA,NA,NA,NA,NA,NA
"729","2019-11-01 15:11:11-03","UnB","UB","149594","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nogales, T","Ianhez, ML; Nogales, T","76","2009","12","02","Southern America","Brasil","Distrito Federal","Memorial das Idades do Brasíl","-47.804444","-15.78",NA,"Subarbusto 1,0m. Fruto verde; Cerrado Sensu Stricto",NA,"Brasília",NA,NA,NA,"-47.804444","-15.78",NA,NA,"2009","12",NA,"09",NA,NA,NA,NA,NA,NA
"730","2019-11-01 15:11:11-03","UnB","UB","172853","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Silva, SR; Carvalho, VM","King, LRM; Bishop, LE","8498","1981","01","16","Southern America","Brasil","Minas Gerais","Serra do Cipó, 16km E of Chapéu de Sol.",NA,NA,NA,"Erect herb, corolla green.; Edge of forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","2019-11-01 15:11:11-03","UnB","UB","88399","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Schessl, M","Schessl, M","5713","2002","02","28","Southern America","Brasil","Mato Grosso","Cáceres, Pantanal Matogrossense","-57.641111","-15.889167",NA,NA,NA,"Cáceres",NA,NA,NA,"-57.641111","-15.889167",NA,NA,"2005","04",NA,"18",NA,NA,NA,NA,NA,NA
"732","2019-11-01 15:11:11-03","UnB","UB","90238","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Resende, UM","Uchôa, F","7228s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso do Sul","Aquidauana, Lagoa dos Bobos","-55.8","-20.466667",NA,NA,NA,"Aquidauana",NA,NA,NA,"-55.8","-20.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","2019-11-01 15:11:11-03","UnB","UB","90239","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Incógnito","Uchôa, F","s.n.pétala","1998","12","11","Southern America","Brasil","Mato Grosso do Sul","Aquidauana, Chácara Estrela","-55.8","-20.466667",NA,NA,NA,"Aquidauana",NA,NA,NA,"-55.8","-20.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","2019-11-01 15:11:11-03","UnB","UB","90241","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Silva, SR","Irwin, HS","9501","1965","10","22","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","2019-11-01 15:11:11-03","UnB","UB","90611","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Carvalho, VM","Costich, D","1026","1981","11",NA,"Southern America","Brasil","Distrito Federal","Papuda","-47.783333","-15.916667",NA,NA,NA,"Brasília",NA,NA,NA,"-47.783333","-15.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","2019-11-01 15:11:11-03","UnB","UB","90613","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Carvalho, VM","Dias, TAB","90","1992",NA,NA,"Southern America","Brasil","Distrito Federal","DF-100 a 99,7 Km do CENARGEM - EMBRAPA","-47.383333","-15.883333",NA,NA,NA,"Brasília",NA,NA,NA,"-47.383333","-15.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","2019-11-01 15:11:11-03","UnB","UB","90614","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Silva, SR","Irwin, HS","5706","1964","08","28","Southern America","Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","2019-11-01 15:11:11-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Hoehne, W","s.n.","1941","10",NA,"Southern America","Brasil","São Paulo",NA,NA,NA,NA,"Campo Congonhas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","2019-10-03 10:04:30-03","UFSCar","SORO","1877","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal.",NA,"Scudeler, A.L.; Cabral, L.M.","65","2013","10","04",NA,"Brasil","São Paulo","UFSCar - Sorocaba, fragmento linear","-47.4500007629395","-23.5",NA,"Arbusto tricoma nas folhas, acúleos distribuídos no caule e alguns nas nervuras das folhas, frutos verdes e flores brancas.",NA,"Sorocaba",NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","2019-05-06 12:02:36-03","UFU","HUFU","25549","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Fernandes, E.C.; Guido, L.E.","s.n.","2000","01","21",NA,"Brasil","Minas Gerais","Galheiros","-47.2928009033203","-19.3528003692627",NA,"Subarbusto, fruto verde rajado de marrom.; Cerrado alterado.","HUFU00023608","Perdizes",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","2019-05-06 12:02:36-03","UFU","HUFU","36627","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Alves, A.S.S.","36","2002","11","16",NA,"Brasil","Minas Gerais","Reserva Vagetal da Companhia Mineira de Metais","-46.8074989318848","-18.1783008575439",NA,"Arbusto, ca. 1,5 m. Flor roxa.; Cerradão.","HUFU00023604","Lagamar",NA,NA,NA,NA,NA,"53279","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","2019-05-06 12:02:36-03","UFU","HUFU","34382","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Amorim, E.H.; Mendes, S.; Arruda, R. & Araújo, G.M.","s.n.","2003","06","13",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Mata da Zilda.","-47.2928009033203","-19.3528003692627",NA,"Subarbusto, ca. 0,5 m. Frutos amarelos.","HUFU00023607","Perdizes",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","2019-05-06 12:02:36-03","UFU","HUFU","36103","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Hattori, E.K.O.","Hattori, E.K.O.; Amorim, E.H. & Barbosa, J.M.","243","2004","02","14",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, Mata da Zilda.","-47.2928009033203","-19.3528003692627",NA,"Subarbusto 0,4 m. Frutos esverdeados.; Mata.","HUFU00023606","Perdizes",NA,NA,NA,NA,NA,"45889","auto","2004","10",NA,"04",NA,NA,NA,NA,NA,NA
"744","2019-05-06 12:02:36-03","UFU","HUFU","6018","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão-Filho, H.F.; Gouvea, L.K.; Martins, F.R.; Tamashiro, J.Y.; et al.","1455","1981","12","01",NA,"Brasil","Minas Gerais","Morro do ferro.","-46.5614013671875","-21.7877998352051",NA,"Subarbusto, ca. 0,4 m. Corola esverdeada.","HUFU00023605","Poços de Caldas",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","2020-08-20 15:00:43-03","UFSC","FLOR","3438","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Smith, L.B.; Reitz, R.","12648","1964","10","17",NA,"Brasil","Santa Catarina","west of ferry landing, bank of Rio Uruguai.","-53.716667","-27.166667",NA,NA,"FLOR0003438","Itapiranga",NA,"200","200","53º43'W","27º10'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","2020-08-20 20:42:19-03","UFSC","FLOR","58294","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Santos, E.D.","Santos, E.D.; Trevisan, R. & Campestrini, S.","207","2013","03","04",NA,"Brasil","Santa Catarina","UAP8/UAL2.","-50.640556","-28.016389",NA,NA,"FLOR0058294","Capão Alto",NA,"982","982","50º38'26''W","28º0'59''S",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","2020-08-20 20:42:19-03","UFSC","FLOR","27772","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Kozera, C.","Kozera, C.; et alii","488","1997","02","25",NA,"Brasil","Paraná","Parque Barigui.","-49.2731018066406","-25.4277992248535",NA,"arbusto, flor alva, Fruto Imaturo, , 0,5m altura","FLOR0027772","Curitiba",NA,NA,NA,NA,NA,"25180","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","2020-08-20 20:42:19-03","UFSC","FLOR","1179","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Smith, L.B.","Reitz, R.; Klein, R.M.","16510","1963","12","29",NA,"Brasil","Santa Catarina",NA,"-52.3283004760742","-26.5646991729736",NA,"flor esverdeada","FLOR0001179","Abelardo Luz",NA,"900","900",NA,NA,"35836","auto","1965",NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","2020-08-20 15:00:43-03","UFSC","FLOR","41903","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Hassemer, G.N.","Hassemer, G.N.","239","2010","07","16",NA,"Brasil","Santa Catarina","Campus da UFSC, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"subarbusto, flor branco-esverdeada","FLOR0041903","Florianópolis",NA,NA,NA,NA,NA,"27000","auto","2010","07",NA,"16",NA,NA,NA,NA,NA,NA
"750","2020-08-20 20:42:19-03","UFSC","FLOR","1230","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Smith, L.B.","Reitz, R.; Klein, R.M.","8386a","1959","01","27",NA,"Brasil","Santa Catarina",NA,"-49.6431007385254","-27.2141990661621",NA,"erva, flor esverdeada","FLOR0001230","Rio do Sul",NA,"400","400",NA,NA,"15163","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","2015-11-27 10:17:31-02","UFMT","UFMT","42801","S","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Bieski, I.G.C.; Freitas, F.; Borges, N.; Campos, T.","11","2015","09","19",NA,"Brasil","Mato Grosso","Bom Jardim","-56.3975","-14.755833",NA,NA,NA,"Nobres",NA,"312","312","-56.3975","-14.755833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","2020-01-31 10:39:43-03","IFAM","EAFM","7851","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Kinupp, V.F.","Kinupp, V.F.; Dantas, F.M. & Gagliot, A.L.","4698","2012","09","26",NA,"Brasil","Amazonas",NA,"-60.0250015258789","-3.10193991661072",NA,"; DESC: Erva; 0,50 m; frutos imaturos verdes com faixas verde escuro; acúleos creme; frutos maduros amarelos; ruderal perto do aviário.",NA,"Manaus",NA,NA,NA,NA,NA,"138090","auto","2012","09",NA,"26",NA,NA,NA,NA,NA,NA
"753","2021-03-04 15:46:50-03","IF","SPSF","38907","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L.L.Giacomin","R.Cielo-Filho & O. T. Aguiar & J. B. Baitello","594","2007","12","05","América do Sul","Brasil","SP","Estação Ecológica de Paranapanema","-48.740278","-23.533611",NA,"COLETA: Erva, 0,6m, pétalas roxas com androceu amarelo.; GEOGRAFIA: Caminho da casinha do motor.;",NA,"Paranapanema",NA,"630","630",NA,NA,NA,NA,"2009","08","Magnoliopsida","24",NA,NA,NA,NA,NA,NA
"754","2021-03-04 15:46:50-03","IF","SPSF","09644","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum","Dunal","J.R.Stehmann","L.Marino","17","1986","01","14","América do Sul","Brasil","SP","serra da Cantareira, regiao da Chapada","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto, frutos verde-amarelados.;",NA,"São Paulo",NA,NA,NA,NA,NA,"53584","auto","2009","03","Magnoliopsida","06",NA,NA,NA,NA,NA,NA
"755","2021-03-04 15:46:50-03","IF","SPSF","26115","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","viarum","Solanum viarum",NA,NA,"W.Hoehne",NA,"1941","10","01","América do Sul","Brasil","SP","Congonhas","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo;",NA,"São Paulo",NA,NA,NA,NA,NA,"53584","auto",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"756","2021-02-08 12:46:01-03","UFRGS","ICN","101612","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Mentz, LA","s.n.","1992","11","27","América do Sul","Brasil","RS","BR-116, km 153","-52.0483016967773","-30.9997005462646",NA,NA,"ICN00038465","Cristal",NA,NA,NA,NA,NA,"27346","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"757","2021-02-08 12:46:01-03","UFRGS","ICN","112903","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Carneiro, A","87","1996","03",NA,"América do Sul","Brasil","RS","Santo Amaro","-51.7602996826172","-29.9050006866455",NA,NA,"ICN00038467","General Câmara",NA,NA,NA,NA,NA,"33939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","2021-02-08 12:46:01-03","UFRGS","ICN","068221","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Sobral, M","3885","1985","05",NA,"América do Sul","Brasil","RS",NA,"-54.4603004455566","-29.5655994415283",NA,"Erva; Campo","ICN00038461","Mata",NA,NA,NA,NA,NA,"14229","auto","1995","10",NA,"10",NA,NA,NA,NA,NA,NA
"759","2021-02-08 12:46:01-03","UFRGS","ICN","101999","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Hagemann, AL","s.n.","1987","12","16","América do Sul","Brasil","RS",NA,"-53.0586013793945","-27.3288993835449",NA,NA,"ICN00038435","Planalto",NA,NA,NA,NA,NA,"14684","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"760","2021-02-08 12:46:01-03","UFRGS","ICN","101995","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Sobral, M","1488","1983","02",NA,"América do Sul","Brasil","RS","Morro Santana","-51.2299995422363","-30.0331001281738",NA,"Erva, 0,2m","ICN00038441","Porto Alegre",NA,NA,NA,NA,NA,"29946","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"761","2021-02-08 12:46:01-03","UFRGS","ICN","116143","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Hagelund, K","11281","1977","03","06","América do Sul","Brasil","RS","Granja Piratini","-54.2630996704102","-28.2992000579834",NA,NA,"ICN00038442","Santo Ângelo",NA,NA,NA,NA,NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","2021-02-08 12:46:01-03","UFRGS","ICN","101887","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Mentz, LA","112","1994","03","04","América do Sul","Brasil","RS",NA,"-50.5196990966797","-29.8174991607666",NA,NA,"ICN00038451","Santo Antônio da Patrulha",NA,NA,NA,NA,NA,"29157","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"763","2021-02-08 12:46:01-03","UFRGS","ICN","101608","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Nee, M","Mentz, LA","s.n.","1987","05","27","América do Sul","Brasil","RS",NA,"-54.6627998352051","-27.8239002227783",NA,NA,"ICN00038444","Santo Cristo",NA,NA,NA,NA,NA,"18454","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","2021-02-08 12:46:01-03","UFRGS","ICN","101604","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Mentz, LA","s.n.","1992","11","27","América do Sul","Brasil","RS",NA,"-51.9782981872559","-31.3652992248535",NA,NA,"ICN00038462","São Lourenço do Sul",NA,NA,NA,NA,NA,"48842","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"765","2021-02-08 12:46:01-03","UFRGS","ICN","176037","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Bonilha, CL","Bonilha, CL","458","2011","12","10","América do Sul","Brasil","RS","Fazenda Pedra Mole","-51.9782981872559","-31.3652992248535",NA,NA,"ICN00038446","São Lourenço do Sul",NA,NA,NA,NA,NA,"48842","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","2021-02-08 12:46:01-03","UFRGS","ICN","103010","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Mentz, LA","101","1994","01","05","América do Sul","Brasil","RS","Rua Nova","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00038466","Torres",NA,NA,NA,NA,NA,"20837","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"767","2021-02-08 12:46:01-03","UFRGS","ICN","101996","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Sobral, M","s.n.","1983","04","03","América do Sul","Brasil","RS","Costa da Cadeia","-51.7181015014648","-29.9433002471924",NA,NA,"ICN00038430","Triunfo",NA,NA,NA,NA,NA,"41194","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"768","2021-02-08 12:46:01-03","UFRGS","ICN","000431","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Schultz, A","431","1945","10","26","América do Sul","Brasil","RS",NA,"-51.0233001708984","-30.0811004638672",NA,NA,"ICN00038434","Viamão",NA,NA,NA,NA,NA,"41667","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
"769","2021-02-08 12:46:01-03","UFRGS","ICN","101890","S","Plantae","Dicotyledon",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Mentz, LA","Mentz, LA","104","1994","01","15","América do Sul","Brasil","RS","Itapoã","-51.0233001708984","-30.0811004638672",NA,NA,"ICN00038460","Viamão",NA,NA,NA,NA,NA,"41667","auto","1995","05",NA,"12",NA,NA,NA,NA,NA,NA
