"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","county","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"143","2019-11-21 14:46:18-03","UFJF","CESJ","62552","PreservedSpecimen","Plantae","Angiosperma",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","L.L. Giacomin","D.S. Santiago","530","2013","03","31","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Interior da Mata de Araucária do vale.","-44.8899993896484","-21.9589004516602",NA,"Erva, ca. 40 cm, fruto amarelo.","CESJ062552","Baependi",NA,NA,NA,NA,NA,"29865","auto","2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-04-07 11:48:58-03","UFMS","CGMS","18285","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","G.A. Damasceno Júnior","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F.M. Alves; E.C. Bertazzoni","4335","2006","12","09",NA,"Brasil","Mato Grosso do Sul","APA do Guariroba.","-54.3897222","-20.5047222",NA,"Flor roxa e amarelo. Área degradada. Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Erva.","CGMS1047580","Campo Grande",NA,NA,NA,"-54,3897222","-20,5047222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-04-07 11:48:58-03","UFMS","CGMS","20673","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Guglieri; F.J.M. Caporal","A. Guglieri; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos","1697","2007","12","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.8358333","-20.7586111",NA,NA,"CGMS1050072","Sidrolândia",NA,NA,NA,"-54,8358333","-20,7586111",NA,NA,"2008","07",NA,"12",NA,NA,NA,NA,NA,NA
"146","2021-04-07 11:48:58-03","UFMS","CGMS","21423","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","S. Boff","S.V. Boff","24","2006","09","01",NA,"Brasil","Mato Grosso do Sul","Fazenda São Bento.","-57.0188889","-19.5766667",NA,"Flor roxa. Fruto verde. Habitat: Borda de capão. Calcimórfico. Comum Habito: Erva.","CGMS1050832","Corumbá",NA,NA,NA,"-57,0188889","-19,5766667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-04-07 11:48:58-03","UFMS","CGMS","23816","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Yule,T.S","T. S.Yule; L.C.S.Magalhãe; A.P.T.Pereira","5","2008","08","30",NA,"Brasil","Mato Grosso do Sul","Fazenda Anai.","-57.5677778","-21.6583333",NA,"Flor roxa. Fruto verde com amarelo com látex. Habitat: Chaco. Savana estépica. Habito: Arbusto","CGMS1053226","Porto Murtinho",NA,NA,NA,"-57,5677778","-21,6583333",NA,NA,"2008","08",NA,"30",NA,NA,NA,NA,NA,NA
"148","2021-04-07 11:48:58-03","UFMS","CGMS","55718","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Pott","V.J. Pott; E. Scremin-Dias; A. Pott","8037","2005","08","30",NA,"Brasil","Mato Grosso do Sul","Fazenda Canaã, 18Km S de Bodoquena, próximo ao Assentamento Cannã e Fazenda Rancho Branco.","-56.76","-20.6747223",NA,"Flor ausente. Fruto amarelo. Habitat: Brejo temporário antropizado com gado e equinos (dominado por Cynodon dactylon). Solo calcário, argiloso. Relevo vale entre morraria densa. Esparso. Habito: Erva 30-50cm de altura.","CGMS1085685","Bodoquena",NA,"170","170","-56,76","-20,6747223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-04-07 11:48:58-03","UFMS","CGMS","25998","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Guglieri","A. Guglieri; F.J.M. Caporal","1912","2009","05","16",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.8433333","-20.7547222",NA,NA,"CGMS1055426","Sidrolândia",NA,"515","515","-54,8433333","-20,7547222",NA,NA,"2009","05",NA,"16",NA,NA,NA,NA,NA,NA
"150","2021-04-07 11:48:58-03","UFMS","CGMS","28552","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","B.E.M. Pinto","B.E.M. Pinto","85","2008","04","02",NA,"Brasil","Mato Grosso do Sul","Bairro Vila Olinda.","-54.6080556","-20.4966666",NA,"Flor roxa. Habitat: Ruderal. Habito: Erva.","CGMS1058004","Campo Grande",NA,NA,NA,"-54,6080556","-20,4966666",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-07 11:48:58-03","UFMS","CGMS","59233","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","C.S. Souza","C.S. Souza; C. Aoki; J.H.F. Dargas; A.C. Araújo","232","2015","01","20",NA,"Brasil","Mato Grosso do Sul","Base de Estudos do Pantanal.","-57.0308334","-19.6044444",NA,"Flor lilás. Habitat: Áreas de Canjiqueiral, Paratudal e Mata Ciliar dentro do Pantanal do Miranda e Abobral. Habito: Liana.","CGMS1089149","Corumbá",NA,"250","250","-57,0308334","-19,6044444",NA,NA,"2016","10",NA,"22",NA,NA,NA,NA,NA,NA
"152","2021-04-07 11:48:58-03","UFMS","CGMS","10301","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"R.S. Arruda",NA,"1999","07","09",NA,"Brasil","Mato Grosso do Sul","Fazenda Xaraés.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1039589","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-04-07 11:48:58-03","UFMS","CGMS","9735","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","V.F. Kinupp","V.F. Kinupp; U. Resende","2208","2002","03","01",NA,"Brasil","Mato Grosso do Sul","Pousada Dona Júlia. Margem do rio Jauru. Estrada Indiavaí. Jauru, km 3, próximo à ponte.","-58.5833333","-15.4666667",NA,"Corola lilás, anteras amarelas. Frutos imaturos verdes, densamente espinhosos. Habitat: Pastagem em margem do Rio Jauru. Habito: Erva ereta. 0,50m de altura.","CGMS1016046","Jauru",NA,"192","192","-58,5833333","-15,4666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-04-07 11:48:58-03","UFMS","CGMS","25050","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Pott; G.A. Damasceno-Junior","F.S. Carvalho; S.C.H. Medeiros; B.E.M. Pinto; J.R. Silva","133","2009","05","05",NA,"Brasil","Mato Grosso do Sul","Fazenda Alegria, Pantanal de Nhecolândia.","-56.7452777","-19.0616667",NA,NA,"CGMS1054477","Corumbá",NA,"94","94","-56,7452777","-19,0616667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-04-07 11:48:58-03","UFMS","CGMS","20667","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Guglieri","A. Guglieri; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos","1685","2007","12","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.8358333","-20.7586111",NA,NA,"CGMS1050066","Sidrolândia",NA,NA,NA,"-54,8358333","-20,7586111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-04-07 11:48:58-03","UFMS","CGMS","17172","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Jackeline","J. Souza","59","2006","08","06",NA,"Brasil","Mato Grosso do Sul","Piraputanga. Chácara São Benedito. Grotão afluente do Rio das Antas.","-55.5647222","-20.4558333",NA,"Flor roxa. Fruto variegado. Habitat: Cerradão. Solo arenosos ou Solo argilosos. Habito: Subarbusto.","CGMS1046469","Aquidauana",NA,"190","190","-55,5647222","-20,4558333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-04-07 11:48:58-03","UFMS","CGMS","18362","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","G.A. Damasceno Júnior","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F.M. Alves; E.C. Bertazzoni","4456","2006","12","09",NA,"Brasil","Mato Grosso do Sul","APA do Guariroba.","-54.4058333","-20.5322223",NA,"Flor roxa e amarelo. Habitat: Borda de Cerrado. Solo arenoso. plano ondulado. Habito: Erva.","CGMS1047658","Campo Grande",NA,NA,NA,"-54,4058333","-20,5322223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-04-07 11:48:58-03","UFMS","CGMS","20649","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A. Guglieri","A. Guglieri; F.J.M. Caporal; B.E.M. Pinto; H.C. Vinci-Carlos","1666","2007","12","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.8358333","-20.7586111",NA,NA,"CGMS1050047","Sidrolândia",NA,NA,NA,"-54,8358333","-20,7586111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2021-04-07 11:48:58-03","UFMS","CGMS","54729","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","A.L.B. Sartori","A.Z. Ribeiro; D.Q. Moreira","5","2016","01","30",NA,"Brasil","Mato Grosso do Sul","Em frente a base da Universidade Federal de Mato Grosso do Sul.","-56.5175","-21.1166667",NA,"Flor roxa. Fruto esverdeado com manchas brancas. Espinhos no caule. Habitat: Cerrado sensu strictu perturbado. Habito: Erva. 0,40 m de altura.","CGMS1084569","Bonito",NA,NA,NA,"-56,5175","-21,1166667",NA,NA,"2016","03",NA,"02",NA,NA,NA,NA,NA,NA
"160","2021-04-07 11:48:58-03","UFMS","CGMS","17144","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Vanessa","T. Colman","1","2006","08","06",NA,"Brasil","Mato Grosso do Sul","Piraputanga. Córrego das Antas.","-55.5647222","-20.3391666",NA,"Solanoidae. Fruto amarelo. Habitat: Mata de encosta. Habito: Subarbusto.","CGMS1046440","Aquidauana",NA,"190","190","-55,5647222","-20,3391666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2021-04-07 11:48:58-03","UFMS","CGMS","29673","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","F.M. Alves","A.K.D. Salomão; F.M. Alves","372","2008","11","20",NA,"Brasil","Mato Grosso do Sul","Fazenda Retiro Conceição.","-57.7636111","-21.7052778",NA,NA,"CGMS1059058","Porto Murtinho",NA,NA,NA,"-57,7636111","-21,7052778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-04-07 11:48:58-03","UFMS","CGMS","7228","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","U.M. Resende","F. Uchôa; M.A.",NA,"1997",NA,NA,NA,"Brasil","Mato Grosso do Sul","Lagoa dos Bobos.","-55.7872009277344","-20.4710998535156",NA,NA,"CGMS1016051","Aquidauana",NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2021-04-07 11:48:58-03","UFMS","CGMS","8394","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","U.M. Resende","M.R. Sigrist; H.N. Consolaro; F. Tupinambá","8","1999","10","04",NA,"Brasil","Mato Grosso do Sul","Campus UFMS.","-54.6464004516602","-20.4428005218506",NA,"Flor lilás. Pouco fruto verde. Estames amarelos. Habitat: Solo seco. Cerrado. Habito: Erva. 0,60m de altura.","CGMS1016047","Campo Grande",NA,NA,NA,NA,NA,"161190","auto","1999","10",NA,"22",NA,NA,NA,NA,NA,NA
"164","2021-04-07 11:48:58-03","UFMS","CGMS","7256","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","C.H. Fernnades","C.H. Fernandes; C.S. Carrara",NA,"1997","11","21",NA,"Brasil","Mato Grosso do Sul","Parque dos Poderes.","-54.6464004516602","-20.4428005218506",NA,"Flor branca. Folha e caule com espinhos. Habitat: Terrestre. Habito: Erva.","CGMS1016050","Campo Grande",NA,NA,NA,NA,NA,"161190","auto","1997","11",NA,"28",NA,NA,NA,NA,NA,NA
"165","2021-04-07 11:48:58-03","UFMS","CGMS","7270","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","S.L. Alves","S.L. Alves; et al.",NA,"1997","11","05",NA,"Brasil","Mato Grosso do Sul","RbI/MS.","-54.6464004516602","-20.4428005218506",NA,"Flor branca Filotaxia alterna dística, simetria radial, fracamente zigomorfa. Habitat: Sub-bosque. Habito: Erva.","CGMS1016049","Campo Grande",NA,NA,NA,NA,NA,"161190","auto","1997","11",NA,"27",NA,NA,NA,NA,NA,NA
"166","2021-04-07 11:48:58-03","UFMS","CGMS","7273","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","R.Gonçalves","R. Gonçalves; et al.",NA,"1997","11","05",NA,"Brasil","Mato Grosso do Sul","RBI/MS.","-54.6464004516602","-20.4428005218506",NA,"Flor branca. Folhas alternas disticas, simetria radial(fracamente zigomorfa) Habitat: Sub-bosque. Habito: Erva.","CGMS1016048","Campo Grande",NA,NA,NA,NA,NA,"161190","auto","1997","11",NA,"27",NA,NA,NA,NA,NA,NA
"167","2021-04-07 11:48:58-03","UFMS","CGMS","11167","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","D.S. Samagin","D.S. Samagin",NA,"1999","07","03",NA,"Brasil","Mato Grosso do Sul","Estrada Parque.","-57.6533012390137","-19.0091991424561",NA,"Fruto amarelo.","CGMS1040482","Corumbá",NA,NA,NA,NA,NA,"295160","auto","1999","07",NA,"03",NA,NA,NA,NA,NA,NA
"168","2021-04-07 11:48:58-03","UFMS","CGMS","34211","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","U.M. Resende","A.C. Araújo; R.S. Arruda","1170","2000","04","14",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Clara, Pantanal.","-57.6533012390137","-19.0091991424561",NA,"Flor branca. Capão 49 - borda. 21K 0494751 UTM 7849680 Habitat: Capão. Habito: Erva.","CGMS1063606","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-04-07 11:48:58-03","UFMS","CGMS","10504","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","U.M. Resende","R.S. de Arruda","14","1997","12","06",NA,"Brasil","Mato Grosso do Sul","Pantanal de Miranda e Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1039798","Corumbá",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-07 11:48:58-03","UFMS","CGMS","77830","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"L.M. Oliveira; Renan Yamashita Ferreira, Paola Gomes Silva, Angela Sartori","160","2019","10","03",NA,"Brasil","Mato Grosso do Sul",NA,"-54.190601348877","-23.0650005340576",NA,"fruto imaturo com manchas discretas","CGMS1110818","Naviraí",NA,NA,NA,NA,NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:48:58-03","UFMS","CGMS","77863","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"L.M. Oliveira; Renan Yamashita Ferreira, Paola Gomes Silva, Angela Sartori","177","2019","10","03",NA,"Brasil","Mato Grosso do Sul",NA,"-54.190601348877","-23.0650005340576",NA,NA,"CGMS1110851","Naviraí",NA,NA,NA,NA,NA,"54855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:48:58-03","UFMS","CGMS","20611","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"A. Guglieri; F.J.M. Caporal; F. de M. Alves; D.C.L. Kufner","1372","2007","07","21",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.9613990783691","-20.9319000244141",NA,NA,"CGMS1050008","Sidrolândia",NA,NA,NA,NA,NA,"73119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:48:58-03","UFMS","CGMS","20308","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"A. Guglieri; F.J.M. Caporal; T.H.D. Leandro","1156","2007","02","12",NA,"Brasil","Mato Grosso do Sul","Fazenda Nova Esperança.","-54.9613990783691","-20.9319000244141",NA,"Formando densas populações.; Desenvolvimento de linhas de pesquisa do curso de Mestrado em Biologia Vegetal da Universidade Federal de Mato Grosso do Sul, pela implantação de pesquisa na região do Pantanal e áreas limítrofes - PRODOC","CGMS1049706","Sidrolândia",NA,NA,NA,NA,NA,"73119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-11-27 13:53:04-03","UFS","ASE","24210","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Agra, MF","Déda, RM; Amorim, BS; Chagas, MA; Costa-Lima, JL; Lourenço, AR; Santos, E","178","2012","04","17","Southern America","Brasil","Sergipe","RPPN Mata do Crasto","-37.425861","-11.382639",NA,"Erva com cerca de 40 cm. Com frutos maduros amarelos.; Erva com cerca de 40 cm. Com frutos maduros amarelos.; Mata Atlântica.","ASE0029519","Santa Luzia do Itanhy","ASE0029519",NA,NA,"-37.425861","-11.382639",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA,NA,NA
"175","2019-11-27 13:53:04-03","UFS","ASE","28925","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Santos, JMSM","Campos, DA; Gomes, ILR; Santos, JMSM; Santos, GM; Freitas, MI","293","2013","08","03","Southern America","Brasil","Sergipe","APA Sul","-37.292472","-11.317583",NA,"Herbácea com frutos verdes e listras brancas.; Restinga.","ASE0000201","Itaporanga d'Ajuda","ASE0000201",NA,NA,"-37.292472","-11.317583",NA,NA,"2013","09",NA,"04",NA,NA,NA,NA,NA,NA
"176","2021-03-01 16:41:57-03","UNICAMP","UEC","072588","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Pott, VJR","03","1984","08","10",NA,"Brazil","Mato Grosso do Sul","Esquina Rua Cabral e Anotnio João.","-57.65","-19.016667",NA,"erva ereta 1m alt. fruto verde; terreno baldio, solo calcario plano, epoca de muita seca.","UEC085236","Corumbá","UEC085236",NA,NA,"-57.65","-19.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:41:57-03","UNICAMP","UEC","171270","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Milward-de-Azevedo, MA; Borges, KF; Cortelete, MA; Conceição, SF; Couto, DR; Manhães, VC","406","2010","11","28",NA,"Brazil","Espírito Santo","Ibitirama. Parque Estadual Cachoeira da Fumaça. Área do Sr. Adalto de Oliveira.","-41.599722","-20.624722",NA,"Subarbusto 2m alt. Fruto verde-amarelado. Flor esverdeada.","UEC073106","Alegre","UEC073106",NA,NA,"-41.599722","-20.624722",NA,NA,"2019","07",NA,"10",NA,NA,NA,NA,NA,NA
"178","2021-03-01 16:41:57-03","UNICAMP","UEC","155760","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Santos, LB","Santos, LB","315","2009","07","15",NA,"Brazil","São Paulo","Parque ecológico da Pavuna, da sede até a primeira cachoeira pela trilha da direita.","-46.511111","-22.8375",NA,"Herbácea, 0,3 m beira da trilha, folhas pilosas, cartáceas, com espinhos na nervura principal, flores pequenas, corola branca, estames amarelos, frutos verde claro, rajado de verde mais escuro.; Mata Atlântica, floresta estacional semi","UEC055133","Jundiaí","UEC055133","750","750","-46.511111","-22.8375",NA,NA,"2009","12",NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-03-01 16:41:57-03","UNICAMP","UEC","25776","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1455","1981","12","01",NA,"Brazil","Minas Gerais","Morro do Ferro",NA,NA,NA,"Subarbusto de 0,40 cms, corola esverdeada estremamente viscoso.","UEC085234",NA,"UEC085234",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-01 16:41:57-03","UNICAMP","UEC","89059","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1455","1981","12","01",NA,"Brazil","Minas Gerais","Morro do Ferro",NA,NA,NA,"Subarbusto de 0,40 cms, corola esverdeada estremamente viscoso.","UEC085237",NA,"UEC085237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-01 16:41:57-03","UNICAMP","UEC","89140","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Semir, J; Stehmann, JR","31622","1994","05","10",NA,"Brazil","Minas Gerais","Retiro das Pedras, Serra da Moeda.","-44.1996994018555","-20.1432991027832",NA,"Subarbusto, frutos verdes.","UEC082477","Brumadinho","UEC082477",NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2021-03-01 16:41:57-03","UNICAMP","UEC","23120","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","11813","1980","12","09",NA,"Brazil","Minas Gerais","proximo à cidade.","-44.999698638916","-21.2453002929688",NA,"Subarbusto até 40cm, flores creme a verde-claros, frutos verde-claro variegados. Em campo rupestre em area sombreada.; em cerrado","UEC082479","Lavras","UEC082479",NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-08-20 10:26:54-03","UNICAMP","UEC","069048","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Tameirão Neto, E","25874","1994","11","22",NA,"Brazil","Minas Gerais","Junto à residencia do Jerônimo; unidade de conservação do galleiro - CEMIG.","-47.2928009033203","-19.3528003692627",NA,NA,"UEC085235","Perdizes","UEC085235",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2021-03-01 16:41:57-03","UNICAMP","UEC","14798","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Aranha, C","Leitão Filho, HF; Shepherd, GJ; Stubblebine, MT; et al.","9752","1978","12","14",NA,"Brazil","Minas Gerais","Serra do Caraça.","-43.4152984619141","-19.959400177002",NA,"Subarbusto de 0,50m? flores brancas.; Nativo em matas e campos rupestres.","UEC085241","Santa Bárbara","UEC085241",NA,NA,NA,NA,"33136","auto","1980","03",NA,"04",NA,NA,NA,NA,NA,NA
"185","2021-03-01 16:41:57-03","UNICAMP","UEC","070053","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Stehmann, JR; Dutilh, JHA; Sobral, M; Haussen, M; Nilson, AD","1593","1994","12","04",NA,"Brazil","Rio Grande do Sul","Pedra do Segredo","-53.4914016723633","-30.5121994018555",NA,"Arbusto em campo alterado, flroes creme, frutos verdes.","UEC085238","Caçapava do Sul","UEC085238",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:41:57-03","UNICAMP","UEC","111300","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Freitas, L","742","1999","10","29",NA,"Brazil","São Paulo","Área à direita da guarita do Ibama, divisa com a fazenda Mariana.","-44.5699996948242","-22.6399993896484",NA,"Subarbusto/ ca. 30 cm flores corola verde; anteras amarelo esverdeado.; Campo de Altitude.","UEC085240","São José do Barreiro","UEC085240",NA,NA,NA,NA,"30784","auto","2000","02",NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:41:57-03","UNICAMP","UEC","108912","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal",NA,"Freitas, L; Ramos, RM","559","1999","01","25",NA,"Brazil","São Paulo","Campo de altitude.","-44.5699996948242","-22.6399993896484",NA,"Erva 40cm&nf;flores verde, anteras verde amarelado.","UEC065860","São José do Barreiro","UEC065860",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:41:57-03","UNICAMP","UEC","108911","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Freitas, L","568","1999","11","12",NA,"Brazil","São Paulo","Campo de Altitude. Próximo guarita Ibama.","-44.5699996948242","-22.6399993896484",NA,"Erva 20cm flores: corola verde, anteras verde amarelo.","UEC065862","São José do Barreiro","UEC065862",NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2019-08-20 10:26:54-03","UNICAMP","UEC","88249","S","Plantae","Magnoliopsida",NA,"Solanaceae","Solanum","viarum","Solanum viarum","Dunal","Stehmann, JR","Hoehne, W","10/41",NA,NA,NA,NA,"Brazil","São Paulo","Campo Congonhas.","-46.6300010681152","-23.5400009155273",NA,NA,"UEC085239","São Paulo","UEC085239",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
