"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","typeStatus"
"51","2021-02-08 12:53:34-03","UFRGS","ICN","092508","S","Plantae","Monocotyledon",NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.",NA,"Câmara, PS; Filgueiras, TS","30","1990","08","21","América do Sul","Brasil","DF","Brasília","Área do Cristo Redentor, Campo sujo","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Herbácea ca de 40 cm, inflorescências amarelas por fora e verdes por dentro. Presença de nós pilosos.; Terreno úmido",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"52","2019-11-21 10:15:33-03","IBt","SP","215124","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.","Welker, CAD","Filgueiras, TS; Mendonça, RC","1219","1986","09","30",NA,"Brasil","Distrito Federal",NA,"Reserva Ecológica do IBGE, Córrego Escondido",NA,NA,NA,NA,NA,NA,"SP044484","SP044484","2015","05","25",NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:15:33-03","IBt","SP","361201","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.","Shirasuna, RT","Mendonça, RC; Alvarenga, D; Beltrão, L; Cardoso, E; Valdemir","5004","2002","09","11",NA,"Brasil","Distrito Federal","Brasília","APA Gama - Cabeça de Veado, Núcleo Bandeirante, Park Way, Lagoa do Córrego do Cedro na entrada para Vargem bonita","-47.944167","-15.8975",NA,NA,NA,NA,"SP044487","SP044487","2003","02",NA,NA,"-47.944167","-15.8975",NA,NA,NA,NA,NA
"54","2019-11-21 10:15:33-03","IBt","SP","318994","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.",NA,"Pereira da Silva, G","1738","1993","08","26",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","1035","1035",NA,NA,"SP044485","SP044485",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"55","2019-11-21 10:15:33-03","IBt","SP","327529","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.",NA,"Pereira da Silva, G","1753","1993","08","26",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","1035","1035",NA,NA,"SP044488","SP044488",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"56","2019-11-21 10:15:33-03","IBt","SP","334203","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.",NA,"Pereira da Silva, G","1747","1993","08","26",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","1035","1035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"57","2019-11-21 10:15:33-03","IBt","SP","317212","S","Plantae",NA,NA,"Poaceae","Eriochrysis","filiformis","Eriochrysis filiformis","(Hack.) Filg.",NA,"Filgueiras, TS; Fonseca, ML","3006","1994","09","07",NA,"Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Ca 12 km de Alto Paraíso","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,"SP044486","SP044486",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA
"58","2019-11-21 10:15:52-03","IBt","SP","206053","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Mendonça, RC; Ribeiro, M","518","1985","09","09",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP034190","SP034190",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"59","2019-11-21 10:15:52-03","IBt","SP","217590","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Filgueiras, TS","Filgueiras, TS; Mendonça, RC","1183","1985","09","25",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP034193","SP034193","1985",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"60","2019-11-21 10:15:52-03","IBt","SP","212587","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Filgueiras, TS","1094A","1983","07","10",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"SP034195","SP034195",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA
"61","2019-11-21 10:15:52-03","IBt","SP","212592","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Filgueiras, TS","1097A","1983","07","10",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"SP034194","SP034194",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA
"62","2019-11-21 10:15:52-03","IBt","SP","78683","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Burman, AG","Mimura, I","142","1961","11","28",NA,"Brasil","São Paulo","São José dos Campos","Ca. 9,9 km SSE em linha reta da praça principal de São José dos Campos.","-45.8800010681152","-23.1700000762939","595","595",NA,NA,"SP034191","SP034191","1981","08","15",NA,NA,NA,"39297","auto",NA,NA,NA
"63","2019-11-21 10:15:52-03","IBt","SP","9575","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Chase, A","Usteri, PA","s.n.","1906","11","05",NA,"Brasil","São Paulo","São Paulo","Avenida Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP034192","SP034192",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"64","2019-11-21 10:15:52-03","IBt","SP","206053","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Mendonça, RC; Ribeiro, M","518","1985","09","09",NA,"Brasil","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP034190","SP034190",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"65","2019-11-21 10:15:52-03","IBt","SP","217590","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Filgueiras, TS","Filgueiras, TS; Mendonça, RC","1183","1985","09","25",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica do IBGE","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"SP034193","SP034193","1985",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"66","2019-11-21 10:15:52-03","IBt","SP","212587","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Filgueiras, TS","1094A","1983","07","10",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"SP034195","SP034195",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA
"67","2019-11-21 10:15:52-03","IBt","SP","212592","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus",NA,"Filgueiras, TS","1097A","1983","07","10",NA,"Brasil","Goiás","Pirenópolis","Serra dos Pirineus","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"SP034194","SP034194",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA
"68","2019-11-21 10:15:52-03","IBt","SP","78683","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Burman, AG","Mimura, I","142","1961","11","28",NA,"Brasil","São Paulo","São José dos Campos","Ca. 9,9 km SSE em linha reta da praça principal de São José dos Campos.","-45.8800010681152","-23.1700000762939","595","595",NA,NA,"SP034191","SP034191","1981","08","15",NA,NA,NA,"39297","auto",NA,NA,NA
"69","2019-11-21 10:15:52-03","IBt","SP","9575","S","Plantae",NA,NA,"Poaceae","Leptosaccharum","filiforme","Leptosaccharum filiforme","(Hack.) A.Camus","Chase, A","Usteri, PA","s.n.","1906","11","05",NA,"Brasil","São Paulo","São Paulo","Avenida Paulista.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SP034192","SP034192",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
