"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"51","2020-09-12 05:00:02-03","US","US","2649673","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"R. Reitz & R. M. Klein","14928","1963","4","15","South America - Neotropics","Brazil","Urupema",NA,"São Joaquim",NA,NA,"1000",NA,NA,NA,"US01875666","US01875666_01 US01875666_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"52","2020-09-12 05:00:02-03","US","US","2251773","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"L. Smith & Klein, R.","11380","1957","2","18","South America - Neotropics","Brazil","Joaçaba",NA,"Campos of Palmas, west of Caçador",NA,NA,"1000","1200",NA,NA,"US01875669","US01875669_01 US01875669_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","2573397","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"L. Smith & R. Reitz","14301","1965","1","5","South America - Neotropics","Brazil","São Joaquim",NA,"10km south of São Joaquim. 5m","-49.93","-28.35","1200","1300",NA,NA,"US01875665","US01875665_01 US01875665_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2323576","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"R. Reitz & R. M. Klein","7752","1958","12","10","South America - Neotropics","Brazil","São Joaquim",NA,"Curral Falso, Bom Jardim. Aparados da Serra.",NA,NA,"1500",NA,NA,NA,"US01875668","US01875668_01 US01875668_02",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"55","2019-12-09 17:30:49-03","UFPR","EFC","16715","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Dall Agnol, R.T.","Dall Agnol, R.T.","393","2018","05","25",NA,"Brasil","Paraná","Curitiba","Jardim Botânico Municipal","-49.2398","-25.4434","922","922",NA,"Arbusto, 2m, flores alvas abundantes. Cultivada","EFC016715",NA,"2018","06","12","-49.2398","-25.4434",NA,NA,NA,NA,NA,NA,NA
"56","2019-10-29 10:08:28-03","UFPR","EFC","14097","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Roderjan, C.V.; Kuniyoshi, Y.S.","Kuniyoshi, Y.S.; Roderjan, C.V.","6450","2015","04","17",NA,"Brasil","Santa Catarina","São Joaquim","Pastagem","-49.9317016601562","-28.2938995361328","1600","1600",NA,"Arvoreta comum em pasto, aos 1.600 m.s.n.m. Com flores alvas.","EFC014097",NA,"2015","04","17",NA,NA,NA,NA,"48290","auto",NA,NA,NA
"57","2019-11-13 11:29:38-03","USP","SPF","33182","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Pirani, JR","Hashimoto, G","s.n.","1984","03","18",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"SPF00033182",NA,"1984","09",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"58","2019-11-13 11:29:38-03","USP","SPF","153366","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G","Hatschbach, G","72549","2001","11","10",NA,"Brasil","Santa Catarina","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"SPF00153366",NA,"2001",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"59","2021-03-25 13:53:24-03","UNIVILLE","JOI","13118","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Meyer, F.S.","Dec, E.",NA,"2011","05","30",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim.","-49.636389","-28.147778",NA,NA,NA,"; HABITO: arbórea","JOI013118",NA,"2011","08","19","49º38'11''W","28º8'52''S",NA,NA,NA,NA,NA,NA,NA
"60","2019-09-04 18:45:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta",NA,NA,"F. Sellow","4268",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"61","2019-09-04 18:48:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Colletia","insidiosa","Colletia insidiosa",NA,NA,"F. Sellow","904",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"Type [status unknown]"
"62","2020-11-12 17:02:57-03","UEL","FUEL","38938","PreservedSpecimen","Plantae","Tracheophyta","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Hatschbach, G","Hatschbach, G; Barbosa, E; Costa, EF","79022","2005","03","11",NA,"Brasil","Santa Catarina","São Joaquim","Rio Lava-tudo, tudo","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,NA,NA,"2005",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"63","2020-08-20 15:00:19-03","UFSC","FLOR","67037","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Funez, L.A.","Funez, L.A.","8202","2018","09","14",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.635278","-28.141667","1360","1360",NA,"Erva. Capítulos estramíneos Habitat: Calçada Habito: Erva","FLOR0067037","FLOR0067037","2019","04","10","49º38'7''W","28º8'30''S",NA,NA,NA,NA,NA,NA,NA
"64","2020-08-20 15:00:19-03","UFSC","FLOR","67038","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Funez, L.A.","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","8515","2018","11","10",NA,"Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim. Santa Bárbara, próximo ao alojamento. Parque Nacional de São Joaquim","-49.635278","-28.141667","1360","1360",NA,"Erva. Capítulos amarronzados Habitat: Campo úmido Habito: Erva","FLOR0067038","FLOR0067038","2019","04","10","49º38'7''W","28º8'30''S",NA,NA,NA,NA,NA,NA,NA
"65","2020-08-20 20:41:57-03","UFSC","FLOR","25992","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Sobral, M.","Sobral, M.; et alii","6441","1989","02","01",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Desfiladeiro do Funil.","-49.624698638916","-28.3369007110596",NA,NA,NA,"arvoreta, 3m altura","FLOR0025992",NA,"1991",NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA
"66","2020-08-20 20:41:57-03","UFSC","FLOR","25280","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Falkenberg, D.B.","Falkenberg, D.B.","7286","1995","03","25",NA,"Brasil","Santa Catarina","Urubici","Estrada de Vacas Gordas a Bom Jardim, pelo interior do Parque N. São Joaquim, ca. 3 km da SC 430.","-49.5917015075684","-28.0149993896484","1400","1400",NA,"arvoreta espinhenta isolada, flor perianto branco (cálice), 4m altura. Slide.","FLOR0025280",NA,"1995",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA
"67","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Colletia","insidiosa","Colletia insidiosa","Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Habitat in Brasilia meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:45:02-03","UFRGS","ICN","068676a","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Mariath, JEA","1179","1988","02","15","América do Sul","Brasil","SC","SC 438","SC 438 ,35 km ao sul de São Joaquim em direção a Lages",NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"2017","07","21",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:45:02-03","UFRGS","ICN","069652","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Stehmann, JR","128","1983","04","17","América do Sul","Brasil","RS","São Francisco de Paula","Contendas","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arbusto, flores brancas.; Na beira do rio Contendas.",NA,NA,"2017","07","21",NA,NA,NA,NA,"76715","auto",NA,NA,NA
"71","2021-02-08 12:45:02-03","UFRGS","ICN","001470","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Oliveira, A","s.n.","1957","10","04","América do Sul","Brasil","RS","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"2017","07","21",NA,NA,NA,NA,"76715","auto",NA,NA,NA
"72","2021-02-08 12:45:02-03","UFRGS","ICN","155138","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Setubal, R; Kray, J; De Marchi, T","330","2007","02","12","América do Sul","Brasil","RS","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203",NA,NA,NA,"em floresta de araucária",NA,NA,"2017","07","21",NA,NA,NA,NA,"55856","auto",NA,NA,NA
"73","2021-02-08 12:45:02-03","UFRGS","ICN","128657","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Kinupp, VF","2454","2002","09","14","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Arvoreta; 5,0m de altura; ramos achatados verdes (fotossintetizantes) e com ápice espinescente; folhas nos ramos jovens com textura membranácea e borda serrilhada; frutos imaturos verdes.; RS 020, ponte che",NA,NA,"2017","07","21",NA,NA,NA,NA,"30776","auto",NA,NA,NA
"74","2021-02-08 12:45:02-03","UFRGS","ICN","029571","S","Plantae","Dicotyledon",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Baptista, LRM","Porto, ML; et al.","1573","1975","09","13","América do Sul","Brasil","RS","São Francisco de Paula","Tainhas, Várzea do Cedro","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em vegetação junto ao córrego.",NA,NA,"2017","07","21",NA,NA,NA,NA,"76715","auto",NA,NA,NA
"75","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","31202","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Silveira, N.","10907","1991","04",NA,NA,"Brasil","Rio Grande do Sul","Mostardas","PARNA Lagoa do Peixe, Margens da Lagoa do Pai João","-50.969652","-31.251692",NA,NA,NA,"quina-cinzeiro 1m. de altura, flor branca.","HAS0031202",NA,NA,NA,NA,"-50,9696520","-31,2516920",NA,NA,NA,NA,NA,NA,NA
"76","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","100949","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Glufke, C.","Glufke, C.","84","1999","12",NA,NA,"Brasil","Rio Grande do Sul","Caçapava do Sul","Durasnal/Acesso Secundário. Região Fisiográfica: Serra do Sudeste","-53.4914016723633","-30.5121994018555",NA,NA,NA,"Projeto Pró-Guaíba Arbusto com 70 a 90 cm, com frutos tricosos.","HAS0100949",NA,NA,NA,NA,NA,NA,NA,NA,"50525","auto",NA,NA,NA
"77","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","30634","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Neves, M.","1480","1990","12",NA,NA,"Brasil","Rio Grande do Sul","Mostardas","PARNA Lagoa do Peixe, Sede do Parque","-50.9211006164551","-31.1068992614746",NA,NA,NA,"quina-cinzeiro Fruto amarronzado. Numeroso e dispersa.","HAS0030634",NA,NA,NA,NA,NA,NA,NA,NA,"86098","auto",NA,NA,NA
"78","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","12114","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Bueno, O.","2546","1980","06",NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Polícia,","-51.2299995422363","-30.0331001281738",NA,NA,NA,"quina-cinzeiro; Flor branca amarelada, pouco numerosa e dispersa.","HAS0012114",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA
"79","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","101704","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Magalhães, R.G.","648","2000","10",NA,NA,"Brasil","Rio Grande do Sul","São Gabriel","Passo do Ivo","-54.3199996948242","-30.3363990783691",NA,NA,NA,"Projeto Pró-Guaíba","HAS0101704",NA,NA,NA,NA,NA,NA,NA,NA,"56206","auto",NA,NA,NA
"80","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","86058","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Mattos, J.","13398","1966","02",NA,NA,"Brasil","Santa Catarina","São Joaquim","a 3 km ao norte da barra dos rios Rondinha e Postinho","-49.9317016601562","-28.2938995361328",NA,NA,NA,"quina-cinzeiro; arbusto 2,5m de altura. Flores brancas.","HAS0086058",NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"81","2020-08-26 10:50:40-03","MCN-FZBRS","HAS","86054","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek",NA,"Mattos, J.","1620","1954","02",NA,NA,"Brasil","Santa Catarina","São Joaquim","no Postinho,","-49.9317016601562","-28.2938995361328",NA,NA,NA,"quina-cinzeiro;","HAS0086054",NA,NA,NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA
"82","2018-12-04 20:31:14-02","UNIR","RON","5672","S","Plantae","Angiosperma","Rosales","Rhamnaceae","Colletia","exserta","Colletia exserta","Klotzsch ex Reissek","Wasum, R","Marchett, CA","106","2011","10","10","Southern America","Brasil","Rio Grande do Sul","São Francisco de Paula","Na borda da mata.","-50.538056","-28.962222","900","900",NA,NA,"RON00005672","RON00005672","2012","05","22","-50.538056","-28.962222",NA,NA,NA,NA,NA,NA,NA
