"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"228","2019-08-20 10:02:59-03","UNICAMP","UEC","48427","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simpson, DR; Schunke-Vigo, J","39","1972","02",NA,"Peru","Ucayali",NA,"Carretera Pucallpa - Neshuya. Km 36.",NA,NA,NA,NA,NA,NA,"estéril, Tree","UEC105355","UEC105355","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-08-20 10:02:59-03","UNICAMP","UEC","81698","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Kinoshita, LS; Sartori, ALB","94212","1994","11","09","Brazil","São Paulo","Cássia dos Coqueiros","Estrada para C dos Coqueiros","-47","-21","-47","-21",NA,NA,"flor e fruto, Árvore 8m, botões jovens verde-acinzentados, maduros acastanhados.","UEC037514","UEC037514","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-08-20 10:02:59-03","UNICAMP","UEC","67785","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Martins, AB","31389","1994","03","21","Brazil","São Paulo","São João da Boa Vista","Rod. Aguaí-S. J. Boa Vista a 10km de SJB","-47.25","-21.916667","-47.25","-21.916667",NA,NA,"fruto imaturo, Árvore 8m de altura, com frutos imaturos verdes","UEC037486","UEC037486","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2021-03-01 16:21:37-03","UNICAMP","UEC","74876","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","05",NA,"Pereira, BAS; Pereira Neto, M; Alvarenga, D","2765","1995","06","19","Brazil","Goiás","Água Fria","Fazenda Redomão. Rodovia GO-118, km 29 do trecho São Gabriel/Alto Paraíso.","-47.5","-15.25","-47.5","-15.25",NA,NA,"árvore ca. 12m; fruto imaturo cor cinza esverdeada.; mata ciliar","UEC037445","UEC037445","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-08-20 10:02:59-03","UNICAMP","UEC","22169","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Heringer, EP; Mendonça, RC; Paula, JE; Heringer-Salles, AE; Chagas e Silva, F","1355","1979","05","09","Brazil","Distrito Federal","Brasília","Área de inundação da Barragem do São Bar","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"frutos e flore, Cerrado. Árvore de 4m de altura, ramosa, flores verde claro, botão floral verde-claro, folha dicolor, parte inferior verde mais claro, flores odoríferas.","UEC037492","UEC037492","Magnoliopsida",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"233","2019-08-20 10:02:59-03","UNICAMP","UEC","28950","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Heringer, EP; Mendonça, RC; Paula, JE; Salles, AJEH","5779","1980","11","24","Brazil","Distrito Federal","Brasília","Córrego Quilombo","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"flor, Árvore ca. 15m de altura, folhas glabras latescentes; flores acinzentadas caindo com facilidade; frutos escuros, deiscentes, colhidos no chão; testemunha de mata.","UEC037490","UEC037490","Magnoliopsida",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"234","2021-03-01 16:21:37-03","UNICAMP","UEC","162075","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Santos, AA; Dias, TAB; Silva, MR","646","1999","04","15","Brazil","Goiás","Niquelândia","Fazenda Pouso Alto, À direita 27 km após Fa. Tudo (povoado Taveiras), ,sentido Acaba Vidão, no alto da serra, de propriedade do Sr. Antônio Sudário.","-48.4597015380859","-14.4738998413086",NA,NA,NA,NA,"Flor amarela. Comum no local. Flor amarela. Árvore de até 5 m de altura. Frutos imaturos verdes.; Ambiente antropizado, pasto. Solo areno-argiloso. Relevo inclinado.","UEC009015","UEC009015","Magnoliopsida",NA,NA,NA,NA,NA,"74171","auto",NA,NA,NA,NA,NA
"235","2019-08-20 10:02:59-03","UNICAMP","UEC","130722","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018",NA,NA,"Sciamarelli, A; Silva, SM","1023","2001","08","03","Brazil","Mato Grosso do Sul","Caarapó","Fazenda Rancho Verde","-54.8222007751465","-22.6341991424561",NA,NA,NA,NA,"Árvore ca 7 m latescente, com botões","UEC109101","UEC109101","Magnoliopsida",NA,NA,NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA
"236","2021-03-01 16:21:37-03","UNICAMP","UEC","131843","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Ferreira, FM; Moreira, BV","432","2003","03","08","Brazil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Arbusto cespitoso ca 2,5 no campo rupestre entre rochas. folhas discolores. frutos verdes.","UEC037467","UEC037467","Magnoliopsida",NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
"237","2019-08-20 10:02:59-03","UNICAMP","UEC","174325","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","02",NA,"Assis, LCS; Ladeira, MK","73","2001","04","13","Brazil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,"UEC002522","UEC002522","Magnoliopsida",NA,NA,NA,NA,NA,"7934","auto",NA,NA,NA,NA,NA
"238","2019-08-20 10:02:59-03","UNICAMP","UEC","101582","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Christiano, JCS","s.n.","1998","04","13","Brazil","Minas Gerais","Belo Horizonte","Campus da UFMG.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"fruto, Árvore, frutos imaturos verdes.","UEC037499","UEC037499","Magnoliopsida",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"239","2019-08-20 10:02:59-03","UNICAMP","UEC","101581","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Christiano, JCS","s.n.","1998","04","18","Brazil","Minas Gerais","Belo Horizonte","Campus da UFMG - Belo Horizonte.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"flor, Flores amareladas. Árvore.","UEC037494","UEC037494","Magnoliopsida",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"240","2019-08-20 10:02:59-03","UNICAMP","UEC","35335","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Martins, RP","s.n.","1980","10","22","Brazil","Minas Gerais","Belo Horizonte","Campus Pampulha - UFMG.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"flor, Árvore de 3m. Flores brancas. Mata secundária.","UEC037493","UEC037493","Magnoliopsida",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"241","2019-08-20 10:02:59-03","UNICAMP","UEC","82614","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2015","05",NA,"Duarte, AP; Pereira, E","9943","1965","10","13","Brazil","Minas Gerais","Belo Horizonte","Paraupeba e Brasília Catetinho","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"flor, Árvore de mata ou capão de comunidade mesofítica, produz boa madeira","UEC109087","UEC109087","Magnoliopsida",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"242","2019-08-20 10:02:59-03","UNICAMP","UEC","135246","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2015","05",NA,"Simões, AO; Belinello, R; Koehler, S","878","1999","10","02","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Fumaça, A cerca de 3km da cidade","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 10m, látex branco, folhas discolores, flores amarelo-ferrugíneas, lobos brancos a amarelo-ferrugíneas, frutos marrons, já aberto, em beira de estrada","UEC109084","UEC109084","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"243","2019-08-20 10:02:59-03","UNICAMP","UEC","135241","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Koehler, S; Singer, RB","1001","1999","11","07","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore , cerca de 10 m, látex branco, flores creme-acinzentadas, frutos abertos, acinzentados","UEC037512","UEC037512","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"244","2019-08-20 10:02:59-03","UNICAMP","UEC","110621","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Koehler, S","861","1999","10","01","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 8m, látex branco, flores cinzentas, fruto verde-acinzentado, smeentes em dispersão, em beira de estrada","UEC037503","UEC037503","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"245","2019-08-20 10:02:59-03","UNICAMP","UEC","110617","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Singer, RB","594","1998","12","02","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira da Zilda, Próximo à esntrada para estrada de Grão-Mogol","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 8m, látex branco pouco abundante, folhas discolores, face adaxial verde-escura, brilhante, face abaixal verde-clara, botões cinza-esverdiados, lobos brancos","UEC037473","UEC037473","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"246","2019-08-20 10:02:59-03","UNICAMP","UEC","110622","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Koehler, S","865","1999","10","01","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 10m, látex branco, flores conzentas, frutos verde-acizentados, sementes em dispersão","UEC037502","UEC037502","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"247","2019-08-20 10:02:59-03","UNICAMP","UEC","110620","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Singer, RB","844","1999","07","30","Brazil","Minas Gerais","Carrancas","Caminho para a Cachoeira Zilda, Mata de beira de estrada","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 10 m, látex branco, folhas discolores, face adaxial verde-escura, face verde-clara, frutos esverdeados","UEC037495","UEC037495","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"248","2019-08-20 10:02:59-03","UNICAMP","UEC","110619","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Jannini, AW; Singer, RB","775","1999","03","15","Brazil","Minas Gerais","Carrancas","Caminhos para a Cachoeira Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, 8m, folhas discolores, látex branco pouco evidente, frutos esverdiados","UEC037477","UEC037477","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"249","2020-02-14 09:19:34-03","UNICAMP","UEC","135174","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","12",NA,"Kinoshita, LS; Belinello, R; Simões, AO; Endress, PK; Endress, ME","200232","2000","02","16","Brazil","Minas Gerais","Carrancas","Estrada para Cachoeira Zilda","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 14m, látex branco, frutos iamturos verde-acizentados, em beira de estrada","UEC037497","UEC037497","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"250","2019-08-20 10:02:59-03","UNICAMP","UEC","110618","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Singer, RB","596","1998","12","02","Brazil","Minas Gerais","Carrancas","Estrada para Grão-Mogol","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 8m, látex brnco, folhas discolores, frutos em formação","UEC037474","UEC037474","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"251","2019-08-20 10:02:59-03","UNICAMP","UEC","135253","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Singer, RB","570","1998","12","01","Brazil","Minas Gerais","Carrancas","Serra do Moleque","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, 15 m, látex branco","UEC037498","UEC037498","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"252","2019-08-20 10:02:59-03","UNICAMP","UEC","110623","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Simões, AO; Belinello, R; Koehler, S","875","1999","10","01","Brazil","Minas Gerais","Carrancas","Subida da Serra do Moleque","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Árvore, cerca de 8m, látex branco, flores cinzentas, fruto verde-acinzentado, sementes em dispersão, em beira de estrada","UEC037496","UEC037496","Magnoliopsida",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA
"253","2021-03-01 16:21:37-03","UNICAMP","UEC","62208","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Leitão Filho, HF; Tozzi, AMGA; Tamashiro, JY; Santos, FM; alunos","27477","1992","12","08","Brazil","Minas Gerais","Diamantina","Estrada para Biribiri","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"Botões avermelhados, corola roxa. Latéx branco. Estames vermelhos; frutos imaturos verde; arbusto ereto ca. 0,80 metros; campos Rupestres/Mata Ciliar. Crescendo entre roxas","UEC125703","UEC125703","Magnoliopsida",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"254","2021-03-01 16:21:37-03","UNICAMP","UEC","158790","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2015","05",NA,"Yamamoto, LF","594","2002","08","29","Brazil","Minas Gerais","Extrema","Serra do Lopo","-46.3182983398438","-22.854700088501",NA,NA,"1000","1000","6m. Fruto.","UEC013578","UEC013578","Magnoliopsida",NA,NA,NA,NA,NA,"15223","auto",NA,NA,NA,NA,NA
"255","2019-08-20 10:02:59-03","UNICAMP","UEC","34436","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018",NA,NA,"Leitão Filho, HF; Semir, J; Tozzi, AMGA; Yamamoto, K","15321","1983","12","07","Brazil","Minas Gerais","Lavras","Serrinha. Estrada de acesso à retransmis","-44.999698638916","-21.2453002929688",NA,NA,NA,NA,"fruto, Árvore até 6 m. flores creme, frutos do ano anterior.","UEC109104","UEC109104","Magnoliopsida",NA,NA,NA,NA,NA,"20044","auto",NA,NA,NA,NA,NA
"256","2019-08-20 10:02:59-03","UNICAMP","UEC","135252","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2015","05",NA,"Simões, AO; Belinello, R; Singer, RB","569","1998","12","01","Brazil","Minas Gerais","Minduri","Estrada Minduri-Carrancas","-44.6039009094238","-21.6819000244141",NA,NA,NA,NA,"Árvore, cerca de 7m, látex branco, frutos amrrons deiscentes","UEC109023","UEC109023","Magnoliopsida",NA,NA,NA,NA,NA,"15713","auto",NA,NA,NA,NA,NA
"257","2019-08-20 10:02:59-03","UNICAMP","UEC","95516","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Souza, SB","1250","1994","08","27","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa - Mata da Olaria","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"estéril, Árvore, material estéril.Folha 8 - 122 n. 485.","UEC037469","UEC037469","Magnoliopsida",NA,NA,NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA
"258","2019-08-20 10:02:59-03","UNICAMP","UEC","95532","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Souza, SB","1250","1994","08","27","Brazil","Minas Gerais","Monte Belo","Fazenda Lagoa - Mata da Olaria","-46.3675003051758","-21.3264007568359",NA,NA,NA,NA,"estéril, Árvore, material estéril.Folha 8 - 122 n. 485.","UEC073586","UEC073586","Magnoliopsida",NA,NA,NA,NA,NA,"16667","auto",NA,NA,NA,NA,NA
"259","2019-08-20 10:02:59-03","UNICAMP","UEC","32806","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Kawasaki, ML; Pirani, JR; Cordeiro, I; Furlan, A","s.n.","1981","10","07","Brazil","Minas Gerais","Santana do Riacho","ao longo da rodovia Belo Horizonte - Con","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"flor, Árvore 7-8m. Flores verde-glaucas. Frutos abertos.","UEC037481","UEC037481","Magnoliopsida",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"260","2019-08-20 10:02:59-03","UNICAMP","UEC","36998","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018",NA,NA,"Pirani, JR; Cordeiro, I; Furlan, A; Mamede, MCH","CFCR6567","1980","10","10","Brazil","Minas Gerais","Santana do Riacho","Km 117 ao longo da rodovia Belo Horizont","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"flor, Árvore latescente 5 m de alt. Flores creme por dentro e cinéreas por fora.","UEC109044","UEC109044","Magnoliopsida",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"261","2019-08-20 10:02:59-03","UNICAMP","UEC","150575","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Morokawa, R; Simões, AO; Caddah, MK","183","2007","12","21","Brazil","Minas Gerais","São Roque de Minas","Vão dos Cândidos, Faz. das Posses, beira da estrada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"Árvore, ca. 10m, vegetativo, n.v. guatambú café devido as folhas miúdas.","UEC037508","UEC037508","Magnoliopsida",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"262","2019-08-20 10:02:59-03","UNICAMP","UEC","59108","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Araújo, GM","587","1989","10","31","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"flor, Mata mesófila semidecídua","UEC037485","UEC037485","Magnoliopsida",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"263","2019-08-20 10:02:59-03","UNICAMP","UEC","148029","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Araújo, GM; Aguiar, E","s.n.","2005",NA,NA,"Brazil","Minas Gerais","Uberlândia","Funil II, Mata decídua","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Árvore 8m, flor esverdeada.","UEC037478","UEC037478","Magnoliopsida",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"264","2019-08-20 10:02:59-03","UNICAMP","UEC","59832","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018",NA,NA,"Schiavini, I","253","1990","01","14","Brazil","Minas Gerais","Uberlândia","Mata de galeria do rio Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"estéril, Árvore c. c. 9,0 m de altura. 23,0 cm de circunferência.","UEC109095","UEC109095","Magnoliopsida",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"265","2019-08-20 10:02:59-03","UNICAMP","UEC","126441","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Pavão, OC; Francisco, EM","s.n.","2000","02","16","Brazil","Paraná","Assaí",NA,"-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"fruto, Árvore 7m. Frutos imaturos.","UEC037484","UEC037484","Magnoliopsida",NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
"266","2019-08-20 10:02:59-03","UNICAMP","UEC","119209","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Pavão, OC","s.n.","2000","09","14","Brazil","Paraná","Assaí","Fazenda Sào Francisco.","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"flor, Árvore 6m , botões florais verdes e flores amarelas.","UEC037491","UEC037491","Magnoliopsida",NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
"267","2019-08-20 10:02:59-03","UNICAMP","UEC","119210","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Ferreira, JA","s.n.","2000","09","22","Brazil","Paraná","Assaí","Fazenda São Francisco","-50.8414001464844","-23.3733005523682",NA,NA,NA,NA,"flor, Árvore 6 m de flores amarelas.","UEC037480","UEC037480","Magnoliopsida",NA,NA,NA,NA,NA,"20909","auto",NA,NA,NA,NA,NA
