"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"181","2021-04-07 11:40:52-03","UFMS","CGMS","10134","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D. Machate","2015","03","27","A. Sciamarelli; S.M. da Silva","1023","2001","08","03","Brasil","Mato Grosso do Sul","Caarapó","Fazenda Rancho Verde. 21K 07217660 UTM 75057770.","-54.8222007751465","-22.6341991424561",NA,NA,NA,NA,"Latescente. Com botões.","CGMS1039420",NA,NA,NA,NA,NA,NA,NA,"38411","auto",NA,NA,NA,NA,NA
"182","2021-04-07 11:40:52-03","UFMS","CGMS","1139","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A.O. Simões","2012","11","27","C.A. Conceição","2166","1987","09","21","Brasil","Mato Grosso do Sul","Campo Grande","Loteamento Rita Vieira.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"CGMS1018061",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"183","2021-04-07 11:40:52-03","UFMS","CGMS","1140","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A.O. Simões","2012","11","27","C.A. Conceição","2196","1987","11","01","Brasil","Mato Grosso do Sul","Campo Grande","Loteamento Rita Vieira.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flores pouco vistosas. Bem ramificada. Elegante. Folha membranosas. Habitat: Solo arenoso. Cerrado. Habito: Árvore. 8,00-10,00m de altura.","CGMS1018060",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"184","2021-04-07 11:40:52-03","UFMS","CGMS","4867","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","U.M. Resende","1997","09","12","U.M. Resende; et al.","875","1993","08","17","Brasil","Mato Grosso do Sul","Campo Grande","Parque do Prosa.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Fruto seco deiscente capsular folículo. Habitat: Terrestre Habito: Arbóreo.","CGMS1018058",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"185","2021-04-07 11:40:52-03","UFMS","CGMS","6858","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A.L. Scudeler","2017","06","07","U.M. Resende; et al.",NA,"1993","07","11","Brasil","Mato Grosso do Sul","Campo Grande","Parque do Prosa.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"CGMS002194",NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA
"186","2021-04-07 11:40:52-03","UFMS","CGMS","10273","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","R.S. de Arruda","2000","04","05","R.S. de Arruda",NA,"2000","02","16","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Santa Clara.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"CGMS1039561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"187","2021-04-07 11:40:52-03","UFMS","CGMS","10147","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","U.M. Resende",NA,NA,NA,"A.C. Araújo; R.S. de Arruda",NA,"1999","08","04","Brasil","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor esverdeada. Habitat: Interior e capão. Habito: Arbóreo.","CGMS1039433",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"188","2021-04-07 11:40:52-03","UFMS","CGMS","10148","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","U.M. Resende",NA,NA,NA,"A.C. Araújo; R.S. de Arruda",NA,"1999","09","04","Brasil","Mato Grosso do Sul","Corumbá","Pantanal de Miranda/Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor esverdeada. Habitat: Interior e capão. Habito: Arbustivo.","CGMS1039434",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"189","2021-04-07 11:40:52-03","UFMS","CGMS","10864","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","D. Machate","2015","03","27","G.R. Julia",NA,"1998","04",NA,"Brasil","Mato Grosso do Sul","Corumbá","Passo do Lontra. Fazenda São Bento. Pantanal Miranda-Abobral.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,"CGMS1040169",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"190","2021-04-07 11:40:52-03","UFMS","CGMS","36470","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","A.L. Scudeler","2017","06","03","A. Pott; V.J. Pott; A.C.M. Cristaldo","13091","2005","12","02","Brasil","Mato Grosso do Sul","Terenos","Fazenda Modelo da Embrapa Gado de Corte.","-54.8602981567383","-20.4421997070312",NA,NA,NA,NA,"Flor esverdeada acinzentada. Fruto ausente. Galhas em forma deFrutos globosos nas inflorescências velhas, látex branco, epífilo nítido, hipofilo verde claro. Habitat: Vegetação secundária de cerradão decidual. Solo argiloso vermelho,","CGMS1065879",NA,NA,NA,NA,NA,NA,NA,"52758","auto",NA,NA,NA,NA,NA
"191","2021-04-07 11:40:52-03","UFMS","CGMS","64825","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","G. Hatschbach",NA,NA,NA,"G. Hatschbach","11697","1964","10","08","Brasil","Paraná","Adrianópolis","Barra Grande.","-48.9911003112793","-24.6571998596191",NA,NA,"150","150","Flor esverdeada. UPCB 5282. Habitat: Mata. Habito: Árvore 8 m de altura.","CGMS1108448",NA,NA,NA,NA,NA,NA,NA,"49901","auto",NA,NA,NA,NA,NA
"192","2021-03-01 16:21:37-03","UNICAMP","UEC","196444","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; et al.","12226","1989","05","28","Paraguay","Cordillera",NA,"Cordillerade Ybytyruzú. 10 kms E of Melgarejo.","-56.5","-25.015278","-56.5","-25.015278",NA,NA,"Tree 20 m&nf;; Forest on plains.","UEC137792","UEC137792","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-15 11:56:52-03","UNICAMP","UEC","125287","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD; Castello, ACD","2018",NA,NA,"Kinoshita, LS; Spina, AP","00410","2000","11","23","Brazil","Minas Gerais","Santana do Riacho","Pico do Breu, Lapinha, Serra do Cipó.","-43.7","-19.166667","-43.7","-19.166667","1126","1126","fruto, Árvore de cerca de 6,0 m, flores brancas, final de floração, frutos velhos deiscentes. Campo rupestre.","UEC109043","UEC109043","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-10-07 11:26:08-03","UNICAMP","UEC","140640","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","12",NA,"Kinoshita, LS; Yamamoto, K","02110","2002","09","27","Brazil","Minas Gerais","Santana do Riacho","Lapinha, pico do Breu","-43.698056","-19.112222","-43.698056","-19.112222",NA,NA,"Árvore 6m, folhas novas, flores amarelas e frutos velhos.","UEC037471","UEC037471","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-08-20 10:02:59-03","UNICAMP","UEC","151164","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Torres, RB; Figueiredo, N; Oliveira, AR","304","1987","10","09","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.593667","-23.711681","-48.593667","-23.711681",NA,NA,"Árvore 11 m. Beira da mata secundária. Látex branco abundante na nervura central da flor. Flores brancas.","UEC037475","UEC037475","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-08-20 10:02:59-03","UNICAMP","UEC","151163","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Torres, RB; Figueiredo, N; Oliveira, AR","62","1986","10","30","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.586694","-23.710983","-48.586694","-23.710983",NA,NA,"Árvore 8 m. Beira e interior da mata. Ramificação difusa, tronco levemente rugoso, finamente rendilhado, cinza escuro. Flores tubulares cremes.","UEC037476","UEC037476","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-08-20 10:02:59-03","UNICAMP","UEC","143812","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Queiroz, RT; Galvão, JC; Tozzi, AMGA; Aragaki, S; Fortuna-Perez, AP; Silva, MJ; Guerin, N; S","1266","2008","11","19","Brazil","Minas Gerais","Fortaleza de Minas","estrada direção a Itau de Minas, beira de estrada","-46","-20","-46","-20","927","927","árvore, 3m, estéril, folhas discolores","UEC037468","UEC037468","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-08-20 10:02:59-03","UNICAMP","UEC","148071","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Siqueira, AS; Kilca, R","s.n.","2005",NA,NA,"Brazil","Minas Gerais","Araguari","Capim II, Mata decídua","-48.383333","-18.9125","-48.383333","-18.9125",NA,NA,"Árvore 8m, botões florais.","UEC037479","UEC037479","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-08-20 10:02:59-03","UNICAMP","UEC","148073","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Araújo, GM; Gusson, AE","s.n.","2007",NA,NA,"Brazil","Minas Gerais","Araguari","Capim II, Mata decídua, interior","-48.383333","-18.9125","-48.383333","-18.9125",NA,NA,"Árvore, ca. de 5m, corola alva.","UEC037511","UEC037511","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-08-20 10:02:59-03","UNICAMP","UEC","148072","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Araújo, GM; Aguiar, E","s.n.","2005",NA,NA,"Brazil","Minas Gerais","Araguari","Capim II, Mata seca","-48.383333","-18.9125","-48.383333","-18.9125",NA,NA,"Árvore 8m, fruto verde.","UEC037513","UEC037513","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-08-20 10:02:59-03","UNICAMP","UEC","150576","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"Morokawa, R","225","2008","09","06","Brazil","Minas Gerais","São Roque de Minas","Vão dos Cândidos, Faz. das Posses","-46.640278","-20.254444","-46.640278","-20.254444","1032","1032","Árvore, ca. 8m, frutos.","UEC037509","UEC037509","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:21:37-03","UNICAMP","UEC","155522","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Moreira, FF","2002","10",NA,"Pereira, BAS; Alvarenga, D","3403","1997","10","07","Brazil","Goiás","Água Fria","Fazenda Redomão, Margem da Rodovia GO-118.","-47.5","-15.25","-47.5","-15.25","1100","1100","Árvore ca. de 12m de altura tronco curto, ca. 60cm de diâmetro. Flores alvas, perfumadas. Látex branco. Indivíduo isolado em floresta estacional.; Floresta estacional, conectada com floresta de galeria, transformada em pastagem.","UEC055912","UEC055912","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:21:37-03","UNICAMP","UEC","192558","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Kataoka, EY","2014",NA,NA,"Kataoka, EY","183","2014","10","12","Brazil","São Paulo","Salto de Pirapora","Sítio Kataoka","-48.070217","-24.069522","-48.070217","-24.069522",NA,NA,"Árvore de aprox. 5 m, em Mata ciliar de encosta, casca lisa, flores alvas, com leve perfume.","UEC155856",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:21:37-03","UNICAMP","UEC","181475","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2014","08",NA,"Gasper, AL; Dreveck, S; Carneiro, FE","2055","2009","01","27","Brazil","Santa Catarina","Seara","Linha Salete","-52.289722","-27.135","-52.289722","-27.135","720","720","Arbórea, 6 m de altura, fruto imaturo verde.; Floresta estacional decidual, borda do fragmento.","UEC033724","UEC033724","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:21:37-03","UNICAMP","UEC","184304","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Morokawa, R","2016","03",NA,"Coan, AI; Nunes, ELP; Poli, LP; Saka, MN","208","2013","02","05","Brazil","Minas Gerais","Serro","São Gonçalo do Rio das Pedras- MG. Várzea da Serra do Raio (proximidades do Monumento Natural Estadual Várzea do Lajeado e Serra do Raio).","-43.475111","-18.432972","-43.475111","-18.432972","1099","1099","Arbusto, ca. 2m, em rocha.; Várzea.","UEC104710","UEC104710","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:21:37-03","UNICAMP","UEC","188577","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2014","08",NA,"Gasper, AL; Dreveck, S; Carneiro, FE","2055","2009","01","27","Brazil","Santa Catarina","Seara","Linha Salete","-52.289722","-27.135","-52.289722","-27.135","720","720","Arbórea, 6 m de altura, fruto imaturo verde.; Floresta estacional decidual, borda do fragmento.","UEC118586","UEC118586","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:21:37-03","UNICAMP","UEC","192442","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Castello, ACD; Bordon, NG","147","2015","11","17","Brazil","Distrito Federal","Brasília","Fazenda Cachoeira","-47.861944","-15.530278","-47.861944","-15.530278","774","774","Árvore, ca. 10m, DAP ca. 80cm, com fruto; ambiente degradado","UEC155871","UEC155871","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-01 16:21:37-03","UNICAMP","UEC","192443","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Castello, ACD; Bordon, NG","148","2015","11","17","Brazil","Distrito Federal","Brasília","Fazenda Cachoeira","-47.861944","-15.530278","-47.861944","-15.530278","774","774","Árvore, ca. 10m, DAP ca. 80cm, com fruto e resto de flor; ambiente degradado","UEC155870","UEC155870","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:21:37-03","UNICAMP","UEC","192444","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Castello, ACD; Bordon, NG","149","2015","11","17","Brazil","Distrito Federal","Brasília","Fazenda Cachoeira","-47.861944","-15.530278","-47.861944","-15.530278","774","774","Árvore, ca. 10m, DAP ca. 70cm, com fruto e resto de flor; ambiente degradado","UEC155872","UEC155872","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:21:37-03","UNICAMP","UEC","192473","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Castello, ACD; Scudeler, AL","s.n.","2016","05",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Mirante Dona Marta","-43.196389","-22.945","-43.196389","-22.945",NA,NA,"Árvore, ca. 3m, flores esbranquiçadas","UEC190428","UEC190428","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:21:37-03","UNICAMP","UEC","181258","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Kotovski, ER; Gonçalves, DJP; Cota, MMT","16","2012","01","27","Brazil","Minas Gerais","Senador Modestino Gonçalves","Campo das Flores. Campo Rubestre com afloramento rochoso","-43.222778","-18.098889","-43.222778","-18.098889",NA,NA,"Subarbusto ca. 1m alt., cálice e corola avermelhado e lobos roxos. Frutos verdes.","UEC042114","UEC042114","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:21:37-03","UNICAMP","UEC","192572","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","07",NA,"Kataoka, EY","175","2010","08","31","Brazil","São Paulo","Salto de Pirapora","Sítio Kataoka.","-47.641389","-23.641667","-47.641389","-23.641667",NA,NA,"Árvore de aproximadamente 4,5m, látex branco pouco abundante, frutos maduros castanho-escuros.; Mata ciliar.","UEC155862","UEC155862","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:21:37-03","UNICAMP","UEC","192573","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","07",NA,"Kataoka, EY","176","2011","08","31","Brazil","São Paulo","Salto de Pirapora","Sítio Kataoka.","-47.641389","-23.641667","-47.641389","-23.641667",NA,NA,"Árvore de aproximadamente 4,5m, látex branco pouco abundante, frutos maduros castanho-escuro.","UEC155868","UEC155868","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:21:37-03","UNICAMP","UEC","196442","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Velásquez, C","14303","1989","09","20","Paraguay","Caaguazú",NA,"Guaira: Cordillera de Ybytyruzú. Road to Cantera Jhú. Tall forest 5 kms S from route.","-56.333333","-25.013333","-56.333333","-25.013333",NA,NA,"Tree 18 m.; Tall forest","UEC137794","UEC137794","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:21:37-03","UNICAMP","UEC","196443","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Velásquez, C","14260","1989","09","20","Paraguay","Caaguazú",NA,"Guaira: Cordillera deYbytyruzú. Road to Cantera Jhú. Tall forest 5 kms S from route.","-56.333333","-25.013333","-56.333333","-25.013333",NA,NA,"Tree 15 m.; Tall forest.","UEC137793","UEC137793","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-03-01 16:21:37-03","UNICAMP","UEC","196445","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Velázquez, R","10629","1989","02","08","Paraguay",NA,NA,"Caaguazu: Ruta 2, km 122. Forest patch near road, ca. 100m away from road.",NA,NA,NA,NA,NA,NA,"Tree 10 m. Fruit grey.; Forest","UEC137791","UEC137791","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-03-01 16:21:37-03","UNICAMP","UEC","196448","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Velázquez, R","9618","1989","01","13","Paraguay","Caaguazú",NA,"Guaira:Cordillera de Ybytyruzú. Cerro Acati, near Destacamento Tororo.","-56.25","-25.015278","-56.25","-25.015278",NA,NA,"Tree 18m.; Forest on slopes.","UEC137789","UEC137789","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-03-01 16:21:37-03","UNICAMP","UEC","196451","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Basualdo, I; Ortiz, M","4238","1988","01","19","Paraguay",NA,NA,"Guaira: Cordillera de Ybytyruzú. Tororo, camino a cerro Polilla.",NA,NA,NA,NA,NA,NA,"Arbol 15 m.","UEC137787","UEC137787","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-01 16:21:37-03","UNICAMP","UEC","199768","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Salvador, JLG; Machado, C; Silva, JA; Silva, DV","28","1998","06","18","Brazil","Mato Grosso do Sul","Anaurilândia","Córrego Três Barras","-52.841111","-22.379167","-52.841111","-22.379167",NA,NA,"Árvore de 7m de altura, caule liso, fruto verde, no sol. Nome vulgar: peroba-rosa; Pastagem com remanescente de floresta estacional","UEC161019","UEC161019","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-03-01 16:21:37-03","UNICAMP","UEC","201415","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.",NA,NA,NA,NA,"Braga, JO","62","2017","10","22","Brazil","São Paulo","Amparo","Jardim Botânico Araribá RPPN, Sítio Duas Cachoeiras, Jardim Botânico Araribá, RPPN.","-46.808333","-22.7575","-46.808333","-22.7575",NA,NA,"Árvore, látex branco, muito aromática, flores verde claro, presença de aranhas","UEC177896","UEC177896","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-03-01 16:21:37-03","UNICAMP","UEC","201583","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Simões, AO","2004","09","08","Pirani, JR; Marcato, AC; Forzza, RC; Rapini, A; Assis, MC","4241","1998","03","05","Brazil","Minas Gerais","Santana do Riacho","Brasil Minas Gerais, Mun.Santana do Riacho, Serra do Cipó, Estrada Santana do Riacho-Lapinha.","-43.7","-19.066667","-43.7","-19.066667","1092","1092","Árvore 10m alt, na base das moles calcárias.Frutos imaturos verde-oliva.; Afloramento de metacalcário pequeno, à beira da estrada.","UEC161805","UEC161805","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-03-01 16:21:37-03","UNICAMP","UEC","196696","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","02",NA,"Zardini, E; Velázquez, R","15126","1989","10","16","Paraguay","Caaguazú",NA,"Guaira. Cordillera de Ybytyruzú. 8kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.333333","-25.8","-56.333333","-25.8",NA,NA,"Tree 20m. Flower white.","UEC138615","UEC138615","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-03-01 16:21:37-03","UNICAMP","UEC","196693","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","02",NA,"Zardini, E; Aguayo, A","14841","1989","09","27","Paraguay","Caaguazú",NA,"Guaira. Cordillera de Ybytyruzú. Road to Cantera Jhú, 5kms S of route to Coronel Oviedo. Gallery forest along tributaries of Chorro Creek.","-56.333333","-25.8","-56.333333","-25.8",NA,NA,"Tree 20m","UEC138618","UEC138618","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-03-01 16:21:37-03","UNICAMP","UEC","196697","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2018","02",NA,"Zardini, E; Aguayo, A","14426","1989","09","20","Paraguay","Caaguazú",NA,"Guaira. Cordillera de Ybytyruzú. Isolated peak 10kms W of Melgarejo.","-56.416667","-25.75","-56.416667","-25.75",NA,NA,"Tree 20 m; Tall forest","UEC138614","UEC138614","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2021-03-01 16:21:37-03","UNICAMP","UEC","196449","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Castello, ACD","2017","05",NA,"Zardini, E; Aguayo, A","9562","1989","01","13","Paraguay","Paraguari",NA,"Cordillera deYbytyruzú. Cerro Peró, 1 km W of Destacamento Tororo: Forest on western side of Cerro Perói on trail to cave.","-56.25","-25.015278","-56.25","-25.015278",NA,NA,"Tree 18 m.; Forest","UEC137788","UEC137788","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-03-01 16:21:37-03","UNICAMP","UEC","201567","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Devecchi, MF",NA,NA,NA,"Zappi, DC; Milliken, W; Sasaki, D; Edwards, SL","1844","2009","03","07","Brazil","Minas Gerais","Santana do Pirapama","Brasil, Minas Gerais, Santana do Pirapama.Serra do Cipó, acesso pela Faz.Inhame.Estrada entre Capela de São José e Santana do Riacho, Faz.Toucan Cipó.","-43.7775","-18.993056","-43.7775","-18.993056","679","679","Arvoreta 5m alt, folhas fortemente discolores, frutos verdes-alvacentos.; Pasto na beira da estrada.","UEC161815",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-20 10:02:59-03","UNICAMP","UEC","35341","S","Plantae","Apocynaceae","Aspidosperma","australe","Aspidosperma australe","Müll.Arg.","Marcondes-Ferreira, W","2013","11",NA,"R.P.M.","s.n.","1980","10","10","Brazil","Minas Gerais","São Sebastião das Águas Claras",NA,NA,NA,NA,NA,NA,NA,"flor","UEC037507","UEC037507","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
