"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount"
"50","2020-06-29 09:29:42-03","UFRRJ","RBR","37244","S","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.","E.L. Jacques","E.L. Jacques","1886","2014","01","26",NA,"Brasil","Rio de Janeiro","Vassouras","Sitio da Lua, A 785 m de altitude, 22° 26#?# 43,8 S, 43° 32#?# 18,5' W.","-43.6624984741211","-22.4039001464844",NA,NA,"RBR00037244",NA,"33844","auto","2014","01","26",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:18:01-03","MBM","MBM","287327","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","A. DC.","Jaques, E.L.","Farney, C.; et al.; et al.","1004","1985","12","05","Southern America","Brazil","Rio de Janeiro","Macaé","Próximo a Fazenda Crulixaes","-41.7868995666504","-22.3708000183105",NA,NA,"MBM287327","MBM287327","47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:18:01-03","MBM","MBM","223797","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","A. DC.","Jacques, E.L.","Souza, V.C.; et al.; et al.","1590","1998","03","13","Southern America","Brazil","São Paulo",NA,"Ilhabela",NA,NA,NA,NA,"MBM223797","MBM223797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:18:01-03","MBM","MBM","352932","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","A. DC.","Jacques, E.L.","Krieger, L.; et al.; et al.","17383","1980","09","18","Southern America","Brazil","Minas Gerais","Juiz de Fora","Rio do Peixe","-43.3502998352051","-21.7642002105713",NA,"Na mata, lugares úmidos, arbustiva, atingindo 4m de alt. folhas até 0,5m de larg., flores róseas, quase brancas","MBM352932","MBM352932","36144","auto","1991","05","03",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-12-21 16:18:01-03","MBM","MBM","344434","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","A. DC.","Delfini-Feliciano, C.","Fiaschi, P.; et al.; et al.","1014","2002","03","25","Southern America","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Trilha para a Pedra do Desengano","-42.0080986022949","-21.9552993774414",NA,"Erva ereta, ca. 1,5m alt. Flores femininas com pétalas alvas e estigmas amarelos. Frutos imaturos verde claros. Floresta Ombrófila Densa Montana","MBM344434","MBM344434","30526","auto","2007","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-01 15:28:05-03","PUC-RIO","FCAB","0639","PreservedSpecimen","Plantae",NA,"Angiospermae","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Dr. Brade","P. Capell S.J.","s.n.","1953","09","27",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"000639",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-01 15:28:05-03","PUC-RIO","FCAB","5334","PreservedSpecimen","Plantae",NA,"Angiospermae","Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"C.M.B. Correia","259","1990","09","13",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Síti","-42.5311012268066","-22.2819004058838",NA,"&nf;&nf;; Arbusto terrestre com 3 metros de altura crescendo em mata úmida e solo humoso. Caule verde acastanhado. Folhas discolores lustrosa inflorescência com ramos verdes, flores alvas com nuances vinósos, estames amarelados.","005334",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2015-09-05 11:07:10-03","MNHN","RECOLNAT_MNHN_P","P05587518","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Claussen",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587518' target='other'> <mi>dwc_moreinfo</mi></a>","P05587518","P05587518_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2015-09-05 11:07:10-03","MNHN","RECOLNAT_MNHN_P","P05587519","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Mexia, Y.",NA,"1930","10","6",NA,"Brasil","Minas Gerais",NA,"Viçosa. Fazenda de Aguada. Buraco Frio. Near Stream in small valley.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587519' target='other'> <mi>dwc_moreinfo</mi></a>","P05587519","P05587519_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5148",NA
"59","2015-09-05 11:07:10-03","MNHN","RECOLNAT_MNHN_P","P05587520","PreservedSpecimen",NA,NA,NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Claussen",NA,"1842","11","1",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Brésil. Novo Fribugo, Province de Rio de Janeiro.","-42.5311012268066","-22.2819004058838","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587520' target='other'> <mi>dwc_moreinfo</mi></a>","P05587520","P05587520_01","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA
"60","2020-12-11 11:33:50-03","UFMG","BHCB","48098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Lombardi, JA","3121","1999","07","10",NA,NA,NA,NA,NA,NA,NA,NA,"Folhas papiráceas, leve ásperas, verdes, vermelhas na junção pecíolo/lâmina, botões branco rosados, arbusto, ca.1,0m; Mata Atlântica, diversos graus de perturbação","BHCB047722",NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:33:49-03","UFMG","BHCB","10856","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Lopes, MA; Andrade, PM de","423","1984","06","19","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:33:50-03","UFMG","BHCB","5345","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Andrade, PM de; et al.","387","1984","04","20","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"mata atlântica;arbusto;",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:33:50-03","UFMG","BHCB","6438","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Andrade, PM de; et al.","387","1984","04","20","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"mata atlântica;arbusto;",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:33:49-03","UFMG","BHCB","160390","PreservedSpecimen","Plantae","Dicotyledon",NA,"Begoniaceae","Begonia","hugelii","Begonia hugelii","(Klotzsch) A.DC.",NA,"Delfini Feliciano, C; Paula-Souza, J","34","2008","03","25","Southern America","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, Vale verde. Trilha ao lado da área de lazer.","-41.8683013916016","-20.4333000183105",NA,"Erva robusta, ereta, 1-2m alt., folhas verdes em ambas as faces, ásperas, em mata sombria e temporariamente alagada",NA,NA,"21645","auto","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-02-11 17:18:15-03","UFPR","UPCB","64260","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"Kollmann, L.","11237","2008","10","21",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"Subarbusto 2m, na meia sombra, frutos secos. Floresta ombrófila densa montana..",NA,NA,NA,NA,NA,NA,NA,"9999","9999","619","619",NA,NA,NA,NA
"66","2021-02-11 17:18:15-03","UFPR","UPCB","83699","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"Lombardi, J.A.","9614","2012","10","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé","-42.501","-22.393",NA,"Prensado em álcool, amostra em sílica. Mata atlântica. Erva ca. 1m, escamas roxas, folhas papiráceas, verde-amarronzadas na face abaxial, pedicelos e ovário rosados, pétalas brancas, tricomas nas externas rosa-amarronzados, estigmas amarelos, frutos imat",NA,NA,NA,NA,NA,NA,NA,"-42.501","-22.393","915","998",NA,NA,NA,NA
"67","2021-02-11 17:18:15-03","UFPR","UPCB","89671","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L.","Meyer, F.S.","2206","2016","02","09",NA,"Brasil","Paraná","Morretes","Parque Estadual do Marumbi, trilha branca. Primeira passagem sob o Rio Taquaral, próximo à placa de homenagem a Ewaldo Schiebler.","-48.923259","-25.44232",NA,"Planta coletada em Floresta Ombrófila Densa Submontana, exemplar com ca. 70-90 cm alt. Flores com pétalas e sépalas de coloração branca..","UPCB0029566","UPCB0029566",NA,NA,"2016","02",NA,"-48.923259","-25.44232",NA,NA,NA,NA,NA,NA
"68","2018-09-12 14:48:03-03","UNIOESTE","UNOP","7075","S","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L.","Lombardi, J.A.; Saka, M.N.; Temponi, L.G.; Cardozo, A.P.; Saka, M.N.; Temponi, L.G.; Cardozo, A.P.","8562","2011","07","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, estrada da Barragem pela trilha suspensa ate a barragem.","-42.989583","-22.449306",NA,"Amostra em sílica. Mata atlântica. Erva ca. 1,8 m, carnosa, pecíolo avermelhado, botões brancos-esverdeados-avermelhados.",NA,NA,NA,NA,"2011","08",NA,"-42.989583","-22.449306","951","951",NA,NA,NA,NA
"69","2018-09-12 14:48:03-03","UNIOESTE","UNOP","653","S","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Saka, M.N.","Grupo Vermelho; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Lombardi, J.A; Araújo, D.; Lautert, M.; Lopes, N.; Moreira, S.N.; Lombardi, J.A.","39","2012","10","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha suspensa.","-43.006139","-22.459778",NA,"PRENSADO EM ÁLCOOL. Amostra em sílica. Erva, ca. 2 m de alt. Flores brancas. Escamas marrons.",NA,NA,NA,NA,NA,NA,NA,"-43.006139","-22.459778","1107","1107",NA,NA,NA,NA
"70","2018-09-12 14:48:03-03","UNIOESTE","UNOP","7068","S","Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","Kollmann, L.","Lombardi, J.A.; Temponi, L.G.; Cardozo, A.P.; Temponi, L.G.; Cardozo, A.P.","8619","2011","07","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para Pedra do Sino, da entrada até a primeira cachoeira.","-43.000967","-22.451278",NA,"Amostra em sílica. Mata atlântica. Erva carnosa ca. 1,5 m, pecíolos com calosidades avermelhadas, folhas papiráceas, verdes, no ínicio ápice do ovário e pedicelo avermelhados, tépalas brancas com tricomas vermelhos, base das externas vermelha, estame",NA,NA,NA,NA,"2011","08",NA,"-43.000967","-22.451278","1191","1191",NA,NA,NA,NA
"71","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","22746",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/09-11-2004","L. Kollmann; et al","6991","2004","09","04",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,"Terrestre, luz forte. Folhas 50cm comprimento, 40cm largura, flores rosadas, face externa branca, interna estames amarelos, caule 3cm, base pecíolo 15 a 30cm, base e ápice vermelho, pedúnculo avermelhado. Álcool.","MBML022746","MBML022746_1 MBML022746_2",NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA,NA,NA,NA,NA,NA
"72","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","23283",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/06-09-2005","L. Kollmann","7348","2005",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,"Erva 1,5m. Na sombra, flores brancas com estames amarelos, frutos brancos, estilete amarelo.","MBML023283","MBML023283_1 MBML023283_2",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"73","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","25787",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/02-12-2005","L. Kollmann; et al","8509","2005","12","02",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Henrique","-40.553889","-19.836389",NA,"Erva 1,5m na sombra. Estéril.","MBML025787","MBML025787_1 MBML025787_2",NA,NA,NA,NA,NA,"40W33'14","19S50'11",NA,NA,NA,NA,NA,NA
"74","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","29186",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"L. Kollmann","9578","2007","03","23",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Rio das Pedras","-40.725556","-20.069167",NA,"Planta nova 50cm na sombra, esteril.","MBML029186","MBML029186",NA,NA,NA,NA,NA,"40W43'32","20S4'9",NA,NA,NA,NA,NA,NA
"75","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","32306",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/05-11-2007","L. Kollmann; A. P. Fontana","10092","2007","11","05",NA,"Brasil","Espírito Santo","São Roque do Canaã","Alto Misterioso","-40.775278","-19.796944",NA,"Erva 1m na meia sombra. Estéril.","MBML032306","MBML032306",NA,NA,NA,NA,NA,"40W46'31","19S47'49","800","800",NA,NA,NA,NA
"76","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","36364",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A. DC.",NA,"L. Kollmann; et al","11237","2008","10","21",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.540556","-20.278333",NA,NA,"MBML036364","MBML036364_1 MBML036364_2",NA,NA,NA,NA,NA,"40W32'26","20S16'42",NA,NA,NA,NA,NA,NA
"77","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","40188",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/16-09-2010","C. N. de Fraga; M.M.Saavedra","2902","2010","06","05",NA,"Brasil","Rio de Janeiro","Campo Grande","Parque Natural Municipal do Mendanha. Campo Grande, Serra do Mendanha. Estrada para torre da Light, abaixo da rampa de voo livre. Floresta atlântica de encosta","-43.531667","-22.828333",NA,"Arbustiva ca 2m. Folhas verde discolores, pecíolos recobertos por tricomas avermelhados. Flores masculinas com tépalas brancas, recobertas por tricomas avermelhados externamente, glabras internamentes, estames amarelos.","MBML040188","MBML040188_1 MBML040188_2",NA,NA,NA,NA,NA,"43W31'54","22S49'42","460","460",NA,NA,NA,NA
"78","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","1860",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/09-07-2001","Edson V. R. Mota","45","1980","07","20",NA,"Brasil","Rio de Janeiro","Campo Grande","Serra do Mendanha","-43.5","-22.816667",NA,"Planta comum de 2m, monóica, floração tipo carimbo de cálice e corola brancos, ovário filete branco anteras amarelas, estiletes verde e estigma verde, habitat mata de encosta próximo a um riacho.","MBML001860","MBML001860",NA,NA,NA,NA,NA,"43W30'","22S49'",NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","41957",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/04-08-2011","J. A. Lombardi; M.N. Saka, L.G. Temponi & A.P. Cardozo","8562","2011","06","12",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, estrada da Barragem e pela trilha Suspensa até a barragem","-42.999456","-22.452275",NA,"Amostra em silica. Mata Atlântica. Erva ca 1,8m, carnosa, pecíolo avermelhado, botões brancos-esverdedo-avermelhados","MBML041957","MBML041957",NA,NA,NA,NA,NA,"42W59'58,04","22S27'8,19","951","951",NA,NA,NA,NA
"80","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","41958",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/04-08-2011","J. A. Lombardi; M.N. Saka, L.G. Temponi & A.P. Cardozo","8619","2011","06","14",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, trilha para a Pedra do Sino, da entrada até a primeira cachoeira","-43.013417","-22.451278",NA,"Amostra em silica. Mata Atlântica. Erva carnosa ca 1,5m. Pecíolos com calosidades avemelhadas, folhas papiráceas, verdes, no início ápice do ovário e pedicelo avermelhados, tépalas brancas com tricomas vermelhos, base das externas verm","MBML041958","MBML041958",NA,NA,NA,NA,NA,"43W0'48,3","22S27'4,6","1191","1191",NA,NA,NA,NA
"81","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","45521",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann","L. Kollmann; C.N. de Fraga","12556","2012","12","05",NA,"Brasil","Rio de Janeiro","Campo Grande","Serra da Mendahna, estrada para as torres",NA,NA,NA,"Arbusto 2m ao sol, caule marrom, folhas verdes, frutos secos.","MBML045521","MBML045521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","46539",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"L. Kollmann; A.P.Fontana","12800","2013","08","27",NA,"Brasil","Rio de Janeiro","Trajano de Morais","Sodrelandia","-42.049722","-22.146389",NA,"Planta 2m ao sol, botões verdes.","MBML046539","MBML046539_1 MBML046539_2 MBML046539_3",NA,NA,NA,NA,NA,"42W2'59","22S8'47",NA,NA,NA,NA,NA,NA
"83","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","48037",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","M.N. Saka/X-2012","J. A. Lombardi; M.N. Saka, L.G. Temponi, A. Salino & L.C.F. Rocha","9614","2012","10","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé","-42.500917","-22.39325",NA,"Prensado em álcool, amostra em sílica. Mata atlântica. Erva ca 1m, escamas roxas, folhas papiráceas, verde-amarronzadas na face abaxial, pedicelos e ovário rosados, pétalas brancas, tricomas nas externas rosa-amarronzados, estigmas ama","MBML048037","MBML048037",NA,NA,NA,NA,NA,"42W30'3,3","22S23'35,7","915","915",NA,NA,NA,NA
"84","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","50622",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/26-09-2016","J. A. Lombardi; L.G. Temponi, A. Salino, M.N. Saka & L.C.F. Rocha","9612","2012","10","28",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada de terra ao lado do Hotel Garlipp na RJ-116, margeando o Rio Macaé","-42.500917","-22.393056",NA,"Prensado em álcool, amostra em sílica. Mata atlântica. Erva ca 1m, corte do caule vermelho, escamas rosadas, folhas papiráceas, verde-amarronzadas na face abaxial, pedicelos e ovário rosados, pétalas brancas, tricomas nas externas rosa","MBML050622",NA,NA,NA,NA,NA,NA,"42W30'3,3","22S23'35","915","915",NA,NA,NA,NA
"85","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","51899",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","E.F. Guimarães/IX-2016","P. Rosa; C. Baez, T. Lima, D. Maurenza, R. Negrão, L. Moraes, M. Moraes & G. Overney","915","2016","08","08",NA,"Brasil","Rio de Janeiro","Silva Jardim","Área de Proteção Ambiental de Macaé de Cima. Serra de Macaé de Cima, local: Macaé de Cima, inicio da trilha do vale do rio das Flores para a cumeada das velutinas, no pico. Área de descida, face sul da montanha, úmida. Solo levemente encharcado","-42.505","-22.436389",NA,"Terrícola, ciófila. Caule avermelhado, folhas 54-68 x 28-34cm, membranáceas, discolores verdes, nervuras na base avermelhadas. Inflorescência verde-clara, tépalas albas, androceu amarelo ouro. Altura: 1.9m. Habitat: Mata secundária, bo","MBML051899","MBML051899_1 MBML051899_2",NA,NA,NA,NA,NA,"42W30'18","22S26'11","1162","1162",NA,NA,NA,NA
"86","2020-10-09 14:42:54-03","MBML","MBML-HERBARIO","52602",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann, 8/10/2020","A. P. Fontana; K.A. Brahim","3770","2007","08","29",NA,"Brasil","Espírito Santo","Ibatiba","Santa Maria. Propriedade de José Angelo Menegatti.","-41.433611","-20.253611",NA,"Arbustiva. Projeto CORES-JBRJ.","MBML052602","MBML052602",NA,NA,NA,NA,NA,"41W26'1","20S15'13","1394","1394",NA,NA,NA,NA
"87","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","48003",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/05-03-2012","J.P.F. Zorzanelli; J.H. Carvalho Filho","92","2011","08","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Antiga estrada de madeira","-41.791944","-20.613056",NA,"Herbácea, corola esbranquiçada, estames amarelos, flores pequenas, folhas grandes pilosas","MBML048003","MBML048003_1 MBML048003_2",NA,NA,NA,NA,NA,"41W47'31","20S36'47","1189","1189",NA,NA,NA,NA
"88","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","48299",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.",NA,"C. N. de Fraga; M.O. Bünger, I.C.M. Rodrigues & B.F. Falcão","3413","2011","11","13",NA,"Brasil","Rio de Janeiro","Campo Grande","Serra do Mendanha. Campo Grande, divisa entre os municípios de Nova Iguaçu e Rio de Janeiro. Estrada para torre da Light, acima da entrada da rampa de voo livre. Floresta atlântica de encosta","-43.525","-22.823056",NA,"Erva terrestre, ereta ca 2m. Caule rugoso verde. Folhas verdes discolores. Frutos verdes","MBML048299","MBML048299_1 MBML048299_2",NA,NA,NA,NA,NA,"43W31'30","22S49'23","680","680",NA,NA,NA,NA
"89","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","14710",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/05-08-2001","L. Kollmann","4309","2001","08","05",NA,"Brasil","Espírito Santo","Afonso Cláudio","Lajinha","-41.1239013671875","-20.0741996765137",NA,"Erva 1m na sombra. Flores brancas.","MBML014710","MBML014710_1 MBML014710_2","25110","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","29069",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L. Kollmann/10-01-2007","L. Kollmann","9466","2007","01","10",NA,"Brasil","Espírito Santo","Cariacica","Beira de Estrada","-40.4199981689453","-20.2639007568359",NA,"Erva 2m no sol, planta esteril.","MBML029069","MBML029069","18507","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","36106",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","L.Kollmann/23-1-2007","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10431","2008","01","23",NA,"Brasil","Espírito Santo","Divino de São Lourenço",NA,"-41.6857986450195","-20.6200008392334",NA,"Erva 2 m, frutos secos.","MBML036106","MBML036106_1 MBML036106_2","16004","auto",NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA
"92","2020-07-10 09:43:52-03","MBML","MBML-HERBARIO","52058",NA,"Plantae",NA,NA,"Begoniaceae","Begonia","huegelii","Begonia huegelii","(Klotzsch) A.DC.","E.L. Jacques/Out.-1997","H.G.P. dos Santos; S.P. Cordovil, F.V. Machado & C.P. Horta (FURNAS)","312","1994","09","13",NA,"Brasil","Minas Gerais","Ewbank da Câmara","Fazenda Cascatinha","-43.5099983215332","-21.5510997772217",NA,"Arbusto 2,5m. Flor branca. Mata antropizada. Solo arenoso com deposição de matéria orgânica. Acidentado. Frequente. Estames amarelos","MBML052058","MBML052058_1 MBML052058_2","14340","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
