"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","eventTime","sex"
"121","2021-04-07 11:48:46-03","UFMS","CGMS","63083","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,"CGMS1096051",NA,"G. Hatschbach","2005",NA,NA,"A.C. Cervi; J.M. Silva","2004","10","22","Ponte do XV do Rio Saí-Guaçu. Rodovia Garuva-Guaratuba.",NA,NA,"Flor creme.","8793","22441","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:48:46-03","UFMS","CGMS","49479","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Itaiópolis","-49.9063987731934","-26.3363990783691",NA,NA,"CGMS1079411",NA,"T.D. Pennigton","2003",NA,NA,"E. Barbosa; E.M. Cunha","2003","01","05","Rio do Toldo.",NA,NA,"Flor alva. Habitat: Beira do rio encachoeirado. Habito: Arbusto. 2,50m de altura.","710","51919","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-03-01 16:41:05-03","UNICAMP","UEC","14948","S","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"UEC146531","UEC146531","Carneiro, CE","2017","03","11","Leitão Filho, HF; et al.","1979","12","11","Ilha do Cardoso",NA,NA,"Arvore de 4m, flores branco-esverdeadas.","10763",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-03-01 16:41:05-03","UNICAMP","UEC","104196","S","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC042755","UEC042755","Silva, SM","1987","11","14","Britez, RM","1986","12","26","Ilha do Sul, Morro do Meio.",NA,NA,"Arvoreta de 4m, CAP= 28cm, com galhos pendetntes e flores alvacentes.","1265","24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-01 16:41:05-03","UNICAMP","UEC","104195","S","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC042752","UEC042752","Silva, SM","1987","11","14","Britez, RM","1985",NA,NA,"Ilha do Sul, Morro Meio.",NA,NA,"Arvoreta de flores alvacentas.; Próximo a base do morro.","s.n.","24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2021-03-01 16:41:09-03","UNICAMP","UEC","142922","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.386111","-24.5675","-48.386111","-24.5675","UEC042613","UEC042613",NA,NA,NA,NA,"Destefani, ACC; Lima, RAF; Vosgueritchian, SB; Jacvac, ACC; et al.","2005","03","28","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo.","400","400","Árvore com corola branca e androceu branco. Fleres envelhecidas ficam acastanhada.","154",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2021-03-01 16:41:09-03","UNICAMP","UEC","167069","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Paraíbuna","-45.542222","-23.631944","-45.542222","-23.631944","UEC042748","UEC042748","Lima, RGVN","2017","11","09","Stefani, EJF; Belinello, R; Gavão, J","2011","07","01","Parque Estadual da Serra do Mar.","800","900","Árvore com 19m.; Mata Atlântica.","316",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:41:09-03","UNICAMP","UEC","200483","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","São Luiz do Paraitinga","-45.183333","-23.4","-45.183333","-23.4","UEC158043","UEC158043",NA,NA,NA,NA,"Pereira, LS; Belinello, R; Leal, DAG","2009","09","02","Parque Estadual da Serra do Mar","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 9 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","N25",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:41:09-03","UNICAMP","UEC","160444","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","São Luiz do Paraitinga","-45.945278","-23.330333","-45.945278","-23.330333","UEC039439","UEC039439","Lima, RGVN","2017","11","09","Marchiori, NM; Toledo, W; Munhoz, I; Cano, GB; Santos, FC","2011","01","25","Parque Estadual da Serra do Mar","999","999","Material vegetativo. Cerca de 5 m de altura e 3 indivíduos distribuídos em 1 ha.; Floresta Ombrófila Densa Montana.","303",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:41:09-03","UNICAMP","UEC","166688","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","São Luiz do Paraitinga","-45.068056","-23.325278","-45.068056","-23.325278","UEC039953","UEC039953","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"PESM. Núcleo Santa Virgínia - Parcela K.","1077","1093","K0404 Árvore, ca. 10 m, sem flores ou frutos. Abundância: 5 ind ha(-1).; Floresta Ombrófila Densa Montana.","357",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:41:09-03","UNICAMP","UEC","166670","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","São Luiz do Paraitinga","-45.068333","-23.325278","-45.068333","-23.325278","UEC039958","UEC039958","Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"PESM - Núcleo Santa Virgínia - Parcela K, Floresta Ombrófila Densa Montana.","1069","1093","K0229 Árvore, ca. 7,5 m, sem flores ou frutos. Abundância: 5 ind.ha-1.","198",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:41:09-03","UNICAMP","UEC","36716","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Rio Grande do Sul","Itati",NA,NA,NA,NA,"UEC042753","UEC042753","Lima, RGVN","2017","11","09","Sobral, M","1958","02","01",NA,NA,NA,"Árvore 5m altura, flores brancas, látex copioso.; Beira de orroio, mata.","3747",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2021-03-01 16:41:09-03","UNICAMP","UEC","072992","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.392083","-24.646639","-48.392083","-24.646639","UEC042608","UEC042608",NA,NA,NA,NA,"Sartori, A; et al.","1995","02","09","Caverna do Diabo.",NA,NA,"Árvore 20m, DAp 35 cm. botões florais presentes.; Mata Atlântica de encosta","32691",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2021-03-01 16:41:09-03","UNICAMP","UEC","072991","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.392083","-24.646639","-48.392083","-24.646639","UEC042609","UEC042609",NA,NA,NA,NA,"Sartori, A; et al.","1995","02","09","Caverna do Diabo.",NA,NA,"Árvore 20m, DAp 35 cm. botões florais presentes.; Mata Atlântica de encosta","32691",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:41:09-03","UNICAMP","UEC","073001","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Barra do Turvo","-48.466944","-24.79375","-48.466944","-24.79375","UEC042611","UEC042611",NA,NA,NA,NA,"Árbocz, GF","1995","02","08","BR- 116, entrada pelo Bairro dos Barreiros.",NA,NA,"Árvore 6m, flores cremes.","32667",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2021-03-01 16:41:09-03","UNICAMP","UEC","072993","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.392083","-24.646639","-48.392083","-24.646639","UEC042605","UEC042605",NA,NA,NA,NA,"Sartori, A; et al.","1995","02","09","Caverna do Diabo.",NA,NA,"Árvore 8m, flores brancas, frutos carnosos, roxos.; Mata Atlântica de Encosta.","32689",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:41:09-03","UNICAMP","UEC","142769","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.400278","-24.639444","-48.400278","-24.639444","UEC042612","UEC042612","Souza, VC","2005","12",NA,"Meireles, JE; Firetti, F; Kubota, U; Ávila-Jr, R; Obando, S; Furtado, AG; et al.","2005","03","22","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha do Araçá.","400","400","Árvore 8m. Folhas coriáceas, lisa. Nervura secundárias nigrescentes, Flores senescentes amarronzadas. Látex branco.; Floresta Ombrófila Densa Baixo Montana Ribeirinha Degradada com afloramento de calcário.","182",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2021-03-01 16:41:09-03","UNICAMP","UEC","143836","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Barra do Turvo","-48.452222","-24.72","-48.452222","-24.72","UEC042607","UEC042607","Rodrigues, RR; Souza, VC",NA,NA,NA,"Braidotti, JC; Foresto, EB; Lopes, LE; Rodrigues, MEF; Dias, P; Udulutsch, RG;","2005","03","30","Parque Estadual de Jacupiranga, Núcleo Cedro. Trilha Véu da noiva.","700","700","Arbusto de 3m de altura com DAP de 5cm. Fruto jovem verde.; Floresta Ombrófila Densa Montana Muito Degradada.","130",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-01 16:41:09-03","UNICAMP","UEC","143844","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Eldorado","-48.403611","-24.630556","-48.403611","-24.630556","UEC042606","UEC042606",NA,NA,NA,NA,"Destefani, ACC; Lima, RAF; Vosgueritchian, SB; Jacovac, ACC; et al.","2005","03","25","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha da Água Grande/Ressurgência.",NA,NA,"Arvoreta com corola vinho e estames opostos a pétala.; Floresta Ombrófila Densa Baixo Montana pouco degradada sobre afloramento de calcário.","130",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2021-03-01 16:41:09-03","UNICAMP","UEC","14949","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"UEC149704","UEC149704","Carneiro, CE","2017","03","11","Leitão Filho, HF; et al.","1979","12","11","Ilha do Cardoso",NA,NA,"Ávore cerca de 8m","10788",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2021-03-01 16:41:09-03","UNICAMP","UEC","161068","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Caraguatatuba","-45.526667","-23.623056","-45.526667","-23.623056","UEC042747","UEC042747","Lima, RGVN","2010",NA,NA,"Stefani, EJF; Belinello, R; Gavão, J","2010","05","24","Parque Estadual da Serra do Mar.","50","90","Árvore com 14m.; Mata Atlântica.","4",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2021-03-01 16:41:09-03","UNICAMP","UEC","187398","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina","Morro da Fumaça","-49.232222","-28.619167","-49.232222","-28.619167","UEC115834","UEC115834","Verdi, M","2009","12","02","Verdi, M; Tomazi, AL; Klemz, G","2009","12","02","estação cocal","50","50","arbórea; floresta ombrófila densa , estágio avançado interior de fragmento","3317",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2021-03-01 16:41:09-03","UNICAMP","UEC","187399","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Santa Catarina","Tijucas","-48.779722","-27.180278","-48.779722","-27.180278","UEC115833","UEC115833","Gasper, AL","2010","01","25","Stival-Santos, A; Legal, E; Silveira, S","2009","12","09","oliveira","186","186","arbórea; floresta ombrófila densa , estágio avançado, entorno de fragmento, beira de rio","1389",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-01 16:41:09-03","UNICAMP","UEC","40694","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","São Paulo","Ilha do Cardoso",NA,NA,NA,NA,"UEC149701","UEC149701","Carneiro, CE","2017","03","11","Tamashiro, JY; Leitão Filho, HF","1985","12","03","Ilha do Cardoso",NA,NA,"árvore até 10m, flores brancas; mata restinga","17966",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-01 16:41:09-03","UNICAMP","UEC","8064","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"UEC042750","UEC042750","Lima, RGVN","2017","11","09","Hatschbach, G","1964","04","05","Serra do Espia.",NA,NA,"Árvore 6m, flor creme.; mata pluvial.","11137","55154","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2021-03-01 16:41:09-03","UNICAMP","UEC","8065","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"UEC042751","UEC042751","Lima, RGVN","2017","11","09","Dziewa, A","1975","01","04","Porto de Cima",NA,NA,"Flor creme, arvoreta.; Mata da margem de rio.","144","30514","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:41:09-03","UNICAMP","UEC","104194","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC042754","UEC042754","Lima, RGVN","2017","11","09","Britez, RM",NA,NA,NA,"Ilha do Sul, Praia Grande.",NA,NA,"Árvore com 4,5m, flores alvacentas.","s.n.","24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2021-03-01 16:41:09-03","UNICAMP","UEC","8066","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"UEC042749","UEC042749","Lima, RGVN","2017","11","09","Hatschbach, G","1997","02","09","Jacarei.",NA,NA,"Arvoreta 5m, flor creme, fruto preto.; Margens rio.","39758","24916","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2021-03-01 16:41:09-03","UNICAMP","UEC","81739","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brazil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"UEC042610","UEC042610","Jarenkow, JA","1992","05",NA,"Jarenkow, JA","1991","01","26","Colônia São Pedro.",NA,NA,"Arvoreta com ca. de 4m de alt, flores verdosas.; Borda de mata pluvial.","1820","20837","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-02-10 09:00:18-03","UFRPE","PEUFR","53689","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Cananéia","-47.926389","-25.015","47º55'35W","25º00'54S","PEUFR053689",NA,"R.G.V.N. Lima","2020","01","20","F. de Barros","1990","12","03","Ilha do Cardoso","8","8","Árvore ca. 5m alt., crescendo na floresta de planície; flores brancas com cheiro desagradável; coordenadas geográficas do município.","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-02-10 09:00:18-03","UFRPE","PEUFR","53690","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Cananéia","-47.926389","-25.015","47º55'35W","25º00'54S","PEUFR053690",NA,"R.G.V.N. Lima","2020","01","20","M.R.F. Melo","1982","08","17","Ilha do Cardoso","8","8","Arvore caida com brotação laterais. Frutos jovens verdes, cálice verde.","430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-02-10 09:00:18-03","UFRPE","PEUFR","53691","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Iguape","-47.555278","-24.708056","47°33'19W","24°42'29S","PEUFR053691",NA,"M.R.F. Melo","1992","10",NA,"M.Kawall; L.Rossi, M.Kirizawa, E.L.M. Catharino.","1991","05","15","Estação Ecológica Juréia-Itatins.","3","3","Árvore ca. 12m alt., frutos imaturos verdes.","63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-19 14:09:24-03","UFRPE","PEUFR","53692","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Peruíbe","-46.998333","-24.32","46°59'54W","24°19'12S","PEUFR053692",NA,"J.R.L. Godoy","1996","06",NA,"I. Cordeiro; M.M. Fiuza de Melo, R.J. Oliveira, M. Barros.","1994","06","21","Estação Ecológica Juréia-Itatins, Guarauzinho.","5","5","Arvoreta ca. 4m à beira de riacho, frutos imaturos verde-amarelados.","1503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-01-17 11:25:14-02","PUCRS","MPUC","17350","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","RS","Dom Pedro de Alcântara","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"C.A. Mondin","2009","01","01",NA,"2009","01","17","Morrinho de Porto Fagundes",NA,NA,NA,NA,NA,NA,NA,"Ericales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"3297","1",NA,NA
"155","2019-01-17 11:25:14-02","PUCRS","MPUC","11933","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","RS","Dom Pedro de Alcântara","-49.8497222","-29.3694444","-49.8497222000","-29.3694444000",NA,NA,"P.J.S. Silva Filho","2008","01","01",NA,"2008","11","15","Morrinho de Porto Fagundes",NA,NA,NA,NA,NA,NA,NA,"Ericales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"28","1",NA,NA
"156","2019-01-17 11:25:14-02","PUCRS","MPUC","13982","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","RS","São Francisco de Paula","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,"M. Sobral",NA,NA,NA,NA,"2000","05","16","CPCN Pró-Mata",NA,NA,"Floresta Ombrófila Mista (F: 83)",NA,NA,NA,NA,"Ericales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"157","2019-01-17 11:25:14-02","PUCRS","MPUC","20876","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","RS","Morrinhos do Sul","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Jarenkow. J.A.","1993","01","01","D.B. Falkenberg","1993","01","29","Perdida",NA,NA,"Em Mata Atlântica de Encosta",NA,"12766","auto",NA,"Ericales",NA,"South America",NA,"Magnoliopsida",NA,NA,NA,"2301","1",NA,NA
"158","2019-11-08 08:56:20-03","FURB","FURB","10517","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Pouso Redondo","-49.9422222","-27.3344444","-49.9422222","-27.3344444","FURB47008","FURB47008","Verdi, M","2008","11","11","Verdi, M.","2008","11","11","Corruchel.","616","616",NA,"1289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-10-14 10:06:28-03","FURB","FURB","16824","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB47009","FURB47009","Verdi, M","2009","11","23","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2009","11","23","Três Barras.","311","311","Florística IFFSC 37 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;","3120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-10-14 10:06:28-03","FURB","FURB","17089","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Blumenau","-49.1180556","-27.0069444","-49.1180556","-27.0069444","FURB47010","FURB47010","Oliveira, AA de","2009","12","14","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","14","Parque Nacional da Serra do Itajaí - Spitzkopf.","249","249","Florística IFFSC e8001a (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arvoreta;","36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-10-14 10:06:28-03","FURB","FURB","17824","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Tijucas","-48.7797223","-27.1802778","-48.7797223","-27.1802778","FURB47011","FURB47011","Gasper, AL de","2010","01","25","Stival-Santos, A.; Legal, E. & Silveira, S.","2009","12","09","Oliveira.","186","186","Florística IFFSC 523 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento, beira do rio Habito: arbórea;","1389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-10-14 10:06:28-03","FURB","FURB","18330","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Morro Grande","-49.77","-28.71","-49.7700000","-28.7100000","FURB47012","FURB47012","Sobral, M","2010","01",NA,"Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","2009","12","11","Três Barras.","203","203","Florística IFFSC e37a (Arbórea). Forófito 11. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-10-14 10:06:28-03","FURB","FURB","18492","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Morro da Fumaça","-49.2322223","-28.6191667","-49.2322223","-28.6191667","FURB47013","FURB47013","Verdi, M","2009","12","02","Verdi, M.; Tomazi, A.L. & Klemz, G.","2009","12","02","Estação Cocal.","50","50","Florística IFFSC 51 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","3317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-10-14 10:06:28-03","FURB","FURB","21638","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Taió","-50.1305556","-27.0002778","-50.1305556","-27.0002778","FURB47003","FURB47003","Lima, L.F,","2016","09","14","Korte, A.; Kniess, A.","2010","02","18","Fazenda Tarumã.","802","802","Florística IFFSC 625 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor branca","1843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-10-14 10:06:28-03","FURB","FURB","21790","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Antônio Carlos","-48.8641667","-27.5319445","-48.8641667","-27.5319445","FURB47014","FURB47014","Stival-Santos, A","2010","02","18","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","02","18","Betânia.","186","186","Coleta Extra IFFSC (Arbusto) Habitat: Floresta Ombrófila Densa; beira do rio Habito: arbustiva; Fruto roxo;","1729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-10-14 10:06:28-03","FURB","FURB","27989","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Ituporanga","-49.5030556","-27.3608333","-49.5030556","-27.3608333","FURB47015","FURB47015","Korte, A","2010","08","25","Korte, A.; Kniess, A.","2009","10","19","Rio do Norte.","708","708","Fito IFFSC 421 /S/19 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea;","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
