"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","recordNumber","coordinatePrecision","geoFlag","phylum","order","typeStatus","continentOcean","preparationType","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","eventTime","sex"
"464","2020-11-04 17:30:53-03","UEM","HUEM","11272","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,"HUEM000012790","HUEM000012790","Völtz, RR","2018","03",NA,"S.R.Ziller","1994","12","14","Floresta Ombrófila Densa Submontana, Fazenda Palmital; GUAM Agroindustrial; Serra Negra",NA,NA,"Arbórea; flores de cor creme; beira da estrada do correntão","651","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2020-11-04 17:30:53-03","UEM","HUEM","4867","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"HUEM000012789","HUEM000012789","Völtz, RR","2018","03",NA,"Ribas, OS; Cordeiro, J; Barbosa, E","1995","01","19","Serra Marumbi; picada ao Olimpo",NA,NA,"Margens do rio encachoeirado","773","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2021-03-10 11:38:57-03","UNILA","EVB","3930","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"EVB003930",NA,"Britez, R.M.","1987","12","20","Britez, R.M.","1987","02","21","Ilha do Mel. Morro do Meio.",NA,NA,NA,"1822","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2020-11-12 16:59:08-03","UEL","FUEL","53671","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","São Paulo","Caraguatatuba","-45.526667","-23.623056","-45.526667","-23.623056",NA,NA,"Stefani, EJrF","2010",NA,NA,"Stefani, EJrF; Belinello, R; Galvão, J","2010","05","24","Parque Estadual da Serra do Mar","50","90",NA,"4",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","2020-11-12 16:59:09-03","UEL","FUEL","16319","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Piauí","Brasileira","-41.709444","-4.099722","-41.709444","-4.099722",NA,NA,"Faria, AD","2015","02",NA,"Alencar, ME; Castro, AJ; Barros, R; Soares, FAR","2000","04","06","Baixa do Barreiro, Parna de sete cidades","180","180",NA,"914",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2020-11-12 16:59:09-03","UEL","FUEL","16311","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Eldorado","-46.392083","-24.646639","-46.392083","-24.646639",NA,NA,"Faria, AD","2015","02",NA,"Sartori, ALB; et al.","1995","11","09","Caverna do Diabo",NA,NA,NA,"s.n.",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2020-11-12 16:59:09-03","UEL","FUEL","24877","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Cervi, AC; et al.","1983","02","25","Serra do Mar, Morro Mãe Catira, Morro Mãe Catira",NA,NA,NA,"2121",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","2020-11-12 16:59:09-03","UEL","FUEL","44800","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.15","-23.15","-51.15","-23.15",NA,NA,"Faria, AD","2015","01",NA,"Cotarelli, VM; Francisco, EM","2008","12","15","Faz. Santo Antônio (antiga faz. Ferraz)",NA,NA,NA,"681",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","2020-11-12 16:59:09-03","UEL","FUEL","45966","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.163056","-23.166111","-51.163056","-23.166111","FUEL011051",NA,"Völtz, RR","2018","12",NA,"Aguiar, TH; et al.","2009","07","14","Fazenda Santo Antonio, Beira da trilha","587","587",NA,"32",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2020-11-12 16:59:09-03","UEL","FUEL","46687","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.163056","-23.166111","-51.163056","-23.166111","FUEL011048",NA,"Völtz, RR","2017","12",NA,"Aguiar, TH; Francisco, EM","2009","09","24","Faz. Santo Antônio (antiga faz. Ferraz)",NA,NA,NA,"77",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2020-11-12 16:59:09-03","UEL","FUEL","46688","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.163056","-23.166111","-51.163056","-23.166111","FUEL011050",NA,"Völtz, RR","2017","12",NA,"Rossetto, EFS; Francisco, EM","2009","12","08","Fazenda Santo Antonio, beira da estrada que corta a mata",NA,NA,NA,"42",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","2020-11-12 16:59:09-03","UEL","FUEL","46939","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Londrina","-51.203444","-23.210944","-51.203444","-23.210944","FUEL011049",NA,"Völtz, RR","2017","12",NA,"Francisco, EM","2009","11","16","Vinícola Casa Müller-Km2 Londrina-Warta, interior da mata",NA,NA,NA,"276",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2020-11-12 16:59:09-03","UEL","FUEL","50022","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Cambé","-51.254306","-23.266528","-51.254306","-23.266528","FUEL011052",NA,"Völtz, RR","2017","12",NA,"Francisco, EM","2011","11","18","Parque Peroba Rosa","570","570",NA,"461",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477","2019-10-16 14:11:51-03","UEL","FUEL","51870","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.165833","-23.165","-51.165833","-23.165","FUEL011047",NA,"Völtz, RR","2017","12",NA,"Francisco, EM","2009","11","05","Fazenda Santo Antônio",NA,NA,NA,"510",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2020-11-12 16:59:09-03","UEL","FUEL","51871","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Sertanópolis","-51.165833","-23.165","-51.165833","-23.165","FUEL011044",NA,"Völtz, RR","2017","12",NA,"Francisco, EM","2009","10","27","Fazenda Santo Antônio,",NA,NA,NA,"509",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","2020-11-12 16:59:09-03","UEL","FUEL","53670","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","São Luis do Paraitinga","-45.068333","-23.325278","-45.068333","-23.325278",NA,NA,"Tamashiro, JY","2009",NA,NA,"Padgurschi, MCG; Tamashiro, JY; Belinello, R","2008",NA,NA,"PESM - Núcleo Santa Virgínia - Parcela K","1069","1093",NA,"198",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","2020-11-12 16:59:09-03","UEL","FUEL","53897","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio Grande do Sul","Dom Pedro de Alcântara","-49.864722","-29.394444","-49.864722","-29.394444",NA,NA,"Kriger, V","2014","06","18","Gonzatti, F","2014","01","15",NA,"13","13",NA,"1027",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2020-11-12 16:59:09-03","UEL","FUEL","54706","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Garuva","-48.886389","-25.998611","-48.886389","-25.998611",NA,NA,"Roher, D","2013","02","16","Roher, D","2013","02","16",NA,NA,NA,NA,"s.n.",NA,NA,"Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2020-11-12 16:59:09-03","UEL","FUEL","21497","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Hatschbach, G; Ribas, OS","1992","12","16","Rio Ponta Grossa",NA,NA,NA,"58447","32006","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2020-11-12 16:59:09-03","UEL","FUEL","28698","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Ziller, SR","1995","01","07","Fazenda Palmital",NA,NA,NA,"651","37295","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2020-11-12 16:59:09-03","UEL","FUEL","36221","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Guaraqueçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Hatschbach, G","2003",NA,NA,"Borgo, M; Lindoso, G","2003","01","15","Reserva Natural, Itaqui, Fazenda Caetê, Itaqui, Fazenda Caetê",NA,NA,NA,"2304","37295","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2020-11-12 16:59:09-03","UEL","FUEL","19409","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Hatschbach, G","1991",NA,NA,"Cordeiro, J; Kummrow, R","1991","01","03","Rio Bromado",NA,NA,NA,"732","30514","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","2020-11-12 16:59:09-03","UEL","FUEL","9853","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Britez, RM","1986","12","26","Ilha do Mel, Morro do Meio",NA,NA,NA,"1265","24916","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2020-11-12 16:59:09-03","UEL","FUEL","10067","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Britez, RM","1987","12","20","Ilha do Mel, Morro do Meio",NA,NA,NA,"1822","24916","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","2020-11-12 16:59:09-03","UEL","FUEL","10095","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"FUEL011045",NA,"Völtz, RR","2018","03",NA,"Britez, RM","1986","12","26","Ilha do Mel, Morro do Meio",NA,NA,NA,"1267","24916","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2020-11-12 16:59:09-03","UEL","FUEL","9852","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Faria, AD","2015","01",NA,"Britez, RM","1985","09",NA,"Ilha do Mel, Praia Grande",NA,NA,NA,"s.n.","24916","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2019-10-16 14:11:51-03","UEL","FUEL","43756","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Blumenau","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"Aguiar, TH","2009","10","29","Sevegnani, L","2008","01","28","Parque Natural Municipal São Francisco de Assis",NA,NA,NA,"s.n.","34291","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","2020-11-12 16:59:09-03","UEL","FUEL","43185","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Garuva","-48.8549995422363","-26.0266990661621",NA,NA,NA,NA,"Vieira, FCS","2005","03","01","Vieira, FCS","2004","12","14","Monte Crista, Floresta ombrofila densa. Terras baixas.","15","15",NA,"682","22441","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","2020-11-12 16:59:09-03","UEL","FUEL","46348","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Indaial","-49.2317008972168","-26.8978004455566",NA,NA,NA,NA,"Gasper, AL","2009","01","12","Uller, HF; Silva, DA","2009","01","07","Parque Natural Ribeirão das Pedras, FOD",NA,NA,NA,"66","29534","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-11-12 16:59:09-03","UEL","FUEL","39304","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Itaiópolis","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"Pennington, TD","2003",NA,NA,"Barbosa, E; Cunha, EM","2003","01","05","Rio do Toldo, município de Itaiópolis",NA,NA,NA,"710","51919","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","2020-11-12 16:59:09-03","UEL","FUEL","40765","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","São Francisco do Sul","-48.6380996704102","-26.2432994842529",NA,NA,"FUEL011060",NA,"Vieira, FCS","2005","02","25","Vieira, FCS","2004","12","27","Ilha Grande","5","5",NA,"740","23627","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","2020-11-12 16:59:09-03","UEL","FUEL","23080","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Eldorado","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"M.M. da Rocha Fiuza de Melo","1997","02",NA,"Arzolla, FARDP; Lentini, MAW; Figuerôa, FMA","1997","01","18","Parque Estadual Jacupiranga",NA,NA,NA,"10","38804","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","2020-11-12 16:59:09-03","UEL","FUEL","55844","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666",NA,NA,"FUEL012080",NA,"Tsuji, R","2007","12","20","Tsuji, R","2007","12","20","na estrada de Sete Barras.",NA,NA,"prensado em álcool 92,8 GL.","2406","34059","auto","Tracheophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","2019-11-01 15:10:43-03","UnB","UB","166831","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Paraná ","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Hatschbach, G","1995",NA,NA,"Ribas, OS; Cordeiro, J; Barbosa, E","1995","01","19","Serra Marumbi, picada ao Olimpo.",NA,NA,"Margens de rio encachoierado.","773","30514","auto","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2019-11-01 15:10:43-03","UnB","UB","184924","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Santa Catarina","Ibirama","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"Reitz, PR","1961",NA,NA,"Klein, R","1957","01","26","Horto Florestal I.N.P.",NA,NA,"Arvoreta. Flor verde-esbranquiçada.; Mata","2200","18533","auto","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2019-11-01 15:10:43-03","UnB","UB","184923","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Reitz, PR","1961",NA,NA,"Klein, RM","1955","01","04","Cunhas",NA,NA,"Arvoreta. Flor esverdeada.; Mata","960","27253","auto","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2019-11-01 15:10:43-03","UnB","UB","184925","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Santa Catarina","Itajaí","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"Reitz, PR","1961",NA,NA,"Reitz; Klein","1954","02","09","Morro da Ressacada",NA,NA,"Arbusto. Flor branca.; Mata","1532","27253","auto","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2019-11-01 15:10:43-03","UnB","UB","190756","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná ","Matinhos","-48.611111","-25.738667","-48.611111","-25.738667",NA,NA,"Barboza, E; Santos, EL","2013","01","28","Brotto, ML; Barboza, E; Picoli, AC; Bohrer, P","2013","01","14","Salto do Tigre, Serra da Prata, PARNA Saint-Hillaire/Lange.","145","145","Árvore 4m., flores esverdeadas.; Floresta ombrófila densa submontana.","856",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2019-11-01 15:10:43-03","UnB","UB","186253","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Caraguatatuba","-45.303333","-23.561667","-45.303333","-23.561667",NA,NA,"Filho, RC","2005","05",NA,"Ivanauskas, NM; Souza, FM; Filho, RC; Araújo, CO; et al.","2005","02","19","Parque Estadual da Serra do Mar - Núcleo Caraguatatuba, Sertão da Praia da Mococa, Hípica Gaivotas, Trilha da Mococa. (SAD69, Zona 23).",NA,NA,"Flores branco-esverdeadas. Comum na beira do rio.; Árvore de 5m.","6034",NA,NA,"Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2019-11-01 15:10:43-03","UnB","UB","166844","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Paraná ","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Hatschbach, G","1989",NA,NA,"Hatschbach, G; Manosso, A","1988","01","03","Rio Sapitanduva.",NA,NA,"Arbusto 5m, latex alvo, flores creme.; Mata base rio.","51718","38300","auto","Dicotyledoneae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","2019-10-03 10:04:30-03","UFSCar","SORO","3611","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","aff.","Brasil","São Paulo","Brotas","-48.1199989318848","-22.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,"Salis, S.M.; Medeiros, L.","1986","10","08","Mata ciliar do Rio Jacaré-Pepira-Mirim",NA,NA,"Árvore com 4 m, sem flores e frutos.","19439","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","2019-05-06 12:02:28-03","UFU","HUFU","29776","S","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","São Paulo","Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,"HUFU00024981","HUFU00024981","Melo, M.M.R.F.",NA,NA,NA,"Cordeiro, I.","2000","10","21","Parque estadual da Serra do Mar, Núcleo Caraguatatuba, trilha dos Tropeiros.",NA,NA,"Arvoreta, ca. 5 m. Botões esverdeados.; Mata Ombrófila Densa de Encosta.","2375","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-08-20 20:38:36-03","UFSC","FLOR","8164","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"FLOR0008164",NA,"Hatschbach, G.","1984",NA,NA,"Hatschbach, G.","1983","08","18","América de Cima.",NA,NA,"arvoreta, flor vinoso, 4m altura","46816","30514","auto",NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-08-20 14:55:49-03","UFSC","FLOR","29842","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Rio Grande do Sul","Canoas","-51.1836013793945","-29.9178009033203",NA,NA,"FLOR0029842",NA,NA,NA,NA,NA,"Silveira, N.","1984","11","26","Morretes, na Fazenda Trigo Velho.",NA,NA,"4m altura","2894","8037","auto",NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-08-20 20:38:36-03","UFSC","FLOR","19441","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"FLOR0019441",NA,"Falkenberg, D.B.","1990",NA,NA,"Falkenberg, D.B.","1990","01","22","Barra da Lagoa, Ilha de Santa Catarina.","10","10","árvore, flor verde-amarelada, 8m altura. Látex não perceptível (se presente)","4944","27000","auto",NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-08-20 20:38:36-03","UFSC","FLOR","17998","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","dusenii","Chrysophyllum dusenii","Cronquist","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,"FLOR0017998",NA,"Falkenberg, D.B.","1988",NA,NA,"Falkenberg, D.B.","1988","11","12","Usina Salto Piraí (reserva da Celesc).","400","400","arvoreta, 6m altura","4747","37150","auto",NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-08-20 14:55:50-03","UFSC","FLOR","54328","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Porto Belo","-48.517222","-27.121944","48º31'2''W","27º7'19''S","FLOR0054328","FLOR0054328","Mello, A.S.","2011","09","01","Nuernberg, A.; Mello, A.S. & Weber, P.","2011","09","01","Área de Proteção Ambiental da Ponta do Araçá.","2","2","Árvore um pouco escandente, com botão e flores. Coordenadas aproximadas.","288",NA,NA,NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-08-20 14:55:50-03","UFSC","FLOR","59895","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Blumenau","-49.118056","-27.006944","49º7'5''W","27º0'25''S","FLOR0059895","FLOR0059895","Oliveira, A.A.","2009","12","14","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","14","Parque Nacional da Serra do Itajaí - Spitzkopf.","249","249","Arvoreta. Doação Herbário FURB 17089.","36",NA,NA,NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-08-20 14:55:50-03","UFSC","FLOR","63423","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Rio Grande do Sul","Maquiné","-50.213056","-29.531389","50º12'47''W","29º31'53''S","FLOR0063423",NA,"P. Fiaschi","2017","12",NA,"Fiaschi, P.","2017","12","11","Beira da estrada de acesso à Cascata Forqueta, a partir de Barra do Ouro, às margens do Rio Forqueta.","203","203","Árvore, ca. 7 m alt., muito comum na beira da estrada. Flor com pedicelo e sépalas castanho-claras, pétalas alvas","4943",NA,NA,NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-08-20 14:55:50-03","UFSC","FLOR","66552","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","inornatum","Chrysophyllum inornatum","Mart.","Brasil","Santa Catarina","Santa Rosa de Lima","-49.166667","-27.993889","49º10'W","27º59'38''S","FLOR0066552","FLOR0066552","Verdi, M.","2019","01","06","Külkamp, J.","2019","01","02","Propriedade de Adir Külkamp.",NA,NA,"4m altura. Arbusto com flores brancas, folhas discolores. Nativa. Recebida do Herbário RB nº779590","716",NA,NA,NA,"Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
