"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","fieldNumber","individualCount","sex"
"166","2020-12-21 16:19:48-03","MBM","MBM","83641","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, D.C.; Taylor, N.P.","1992",NA,NA,"Hatschbach, G.","46275","1983","04","28","Brazil","Paraná","Antonina","Mangue Maior Santo","-48.7118988037109","-25.4286003112793",NA,NA,"20","20","Epífita, pendente; mata pluvial encosta de morro","MBM083641","MBM083641",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:19:48-03","MBM","MBM","281585","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Borgo, M.","2003","04","21","Borgo, M.; et al.; et al.","2310","2003","01","16","Brazil","Paraná","Guaraqueçaba","Reserva Natural, Serra Itaquí","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita a 2m do solo, flor creme. Floresta ombrófila densa submontana","MBM281585","MBM281585",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:19:48-03","MBM","MBM","54173","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Scheinvar, L.","1982",NA,NA,"Hatschbach, G.","39871","1977","04","12","Brazil","Paraná","Morretes","Rio Cruzeiro","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita, pendente, flores alvas. Mata pluvial litorânea","MBM054173","MBM054173",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:19:48-03","MBM","MBM","180683","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Motta, J.T.",NA,NA,NA,"Motta, J.T.","779","1987","04","26","Brazil","Paraná","Antonina","Bairro Alto","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM180683",NA,NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:19:48-03","MBM","MBM","238670","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Hatschbach, G.","1999",NA,NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.","2911","1999","04","08","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,"50","50","Epífita, pendente, flor alva. Floresta atlântica.","MBM238670","MBM238670",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:19:48-03","MBM","MBM","6448","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Bicudo, L.R.H.",NA,NA,NA,"Hatschbach, G.","19228","1968","05","21","Brazil","Paraná","Guaraqueçaba","Fazenda Abobreira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM006448","MBM006448",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:19:48-03","MBM","MBM","323204","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Calvente, A.M.","2008","02",NA,"Borgo, M.; et al.; et al.","s.n.","2003","04","14","Brazil","Paraná","Guaraqueçaba","Reserva Natural Itaqui, trilha do Rio do Poço","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita a 2m do solo, botão floral creme. Em floresta inundável","MBM323204","MBM323204",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:19:48-03","MBM","MBM","297007","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zappi, D.","2005","10",NA,"Dunaiski Jr.; A.","2347","2004","03","20","Brazil","Paraná","Guaratuba","Coroados","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita de flores creme na floresta de restinga","MBM297007","MBM297007",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:19:48-03","MBM","MBM","31198","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, N.P.","1993","12","10","Hatschbach, G.","31795","1973","04","01","Brazil","Paraná","Guaratuba","Rio Quiriri","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, pendente, mata pluvial","MBM031198","MBM031198",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:19:48-03","MBM","MBM","399394","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2019","08","21","Bonaldi, R.A.","975","2015","04","25","Brazil","Paraná","Paranaguá","Tinguçú","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, flora amarela.; Floresta Ombrófila Densa Submontana.","MBM399394","MBM399394",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:19:48-03","MBM","MBM","425792","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Zaffi, D.C.","1992","04","28","Sucre, D.; Braga, P.I.S.; Braga, P.I.S.","6498","1970","04","04","Brazil","Rio de Janeiro","Rio de Janeiro","Estrada Teresópolis - Friburgo","-43.2075004577637","-22.9027996063232",NA,NA,"800","800","Epífita, pendula, umbrófila, sépalas albiscentas.; Mata úmida e alagada.","MBM425792",NA,NA,NA,"Southern America",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:19:48-03","MBM","MBM","139907","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Bravo, H.",NA,NA,NA,"Bresolin, A.","524","1972","03","20","Brazil","Santa Catarina","Governador Celso Ramos","Vargem do Macário","-48.5592002868652","-27.3146991729736",NA,NA,NA,NA,NA,"MBM139907","MBM139907",NA,NA,"Southern America",NA,"13751","auto",NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:19:48-03","MBM","MBM","139908","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Bravo, H.",NA,NA,NA,"Klein, R.M.; et al.; et al.","7667","1967","04","19","Brazil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"MBM139908","MBM139908",NA,NA,"Southern America",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:19:48-03","MBM","MBM","3710","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Scheinvar, L.","1982",NA,NA,"Hatschbach, G.","16315","1967","04","13","Brazil","Paraná","Guarapuava","Serrinha","-51.4580993652344","-25.395299911499",NA,NA,"100","100","Pendente, flor alvescente, mata pluvial; encosta de morro","MBM003710","MBM003710",NA,NA,"Southern America",NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:19:48-03","MBM","MBM","181585","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Borgo, M.",NA,NA,NA,"Borgo, M.; et al.; et al.","2310","2003","01","16","Brazil","Paraná","Guaraqueçaba","Serra Itaqui, Reserva Natural","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM181585","MBM181585",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:19:48-03","MBM","MBM","203030","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","platycarpa","Rhipsalis platycarpa","(Zuccarini) Pfeiffer","Falkenberg, D.B.",NA,NA,NA,"Falkenberg, D.B.","6564","1994","04","09","Brazil","Santa Catarina","Ilhota","Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,NA,NA,NA,"MBM203030","MBM203030",NA,NA,"Southern America",NA,"18275","auto",NA,NA,NA,NA,NA,NA,NA
"182","2019-08-15 09:03:25-03","UESC","UESC","11429","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Santos, T.S.dos",NA,"1986","03","04","Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"Epífita sobre pedras.","UESC0011429",NA,"Angiospermae","Florideophycidae",NA,NA,"36070","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"183","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557077","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Berger, F.",NA,"1934","1","1","Brasil",NA,NA,"Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Date prepared Oct. 7, 1960 by M. Kimnach. Prélévement appareil végétatif pour Pr. Kluge (Allemagne) M. Malplanche 1993 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557077' target='other'> <mi>dwc_moreinfo</mi></a>","P04557077","P04557077_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"4989",NA,NA
"184","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557079","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Dusén, P.",NA,"1915","6","13","Brasil","Paraná",NA,"Jacarehý. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantae Brasilienses. . Reçu le 25 Février 1937 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557079' target='other'> <mi>dwc_moreinfo</mi></a>","P04557079","P04557079_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"17074",NA,NA
"185","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557080","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Dusén, P.",NA,"1908","1","1","Brasil","Paraná",NA,"Jacarehý. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557080' target='other'> <mi>dwc_moreinfo</mi></a>","P04557080","P04557080_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2015-09-04 16:04:58-03","MNHN","RECOLNAT_MNHN_P","P04557082","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Blanchet",NA,NA,NA,NA,"Brasil","Bahia",NA,". Bahia, Nordeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557082' target='other'> <mi>dwc_moreinfo</mi></a>","P04557082","P04557082_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2016-03-17 11:55:27-03","MNHN","RECOLNAT_MNHN_P","P04557081","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Glaziou, A.",NA,"1883","6","9","Brasil","Rio de Janeiro","Petrópolis","Brésil (Rio Janeiro) Petrópolis, pres du Alto do Imperador. Petrópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. Prélévement Appareil Végétatif pour Pr Kluge (Allemagne) M. Malplanche 1993 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557081' target='other'> <mi>dwc_moreinfo</mi></a>","P04557081","P04557081_01",NA,NA,NA,"hb","36524","auto",NA,NA,NA,NA,"14862",NA,NA
"188","2016-03-17 11:55:27-03","MNHN","RECOLNAT_MNHN_P","P04557078","PreservedSpecimen",NA,"Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Riedel",NA,"1840","1","1","Brasil","Rio de Janeiro","Rio de Janeiro","Copacabana. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04557078' target='other'> <mi>dwc_moreinfo</mi></a>","P04557078","P04557078_01",NA,NA,NA,"hb","57442","auto",NA,NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:34:16-03","UFMG","BHCB","33856","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:34:16-03","UFMG","BHCB","33856","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,"1996","08",NA,"Ivanauskas, NM","s.n.",NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.885","-24.608333","-47.885","-24.608333",NA,NA,"Epífita, frutos verdes.; MAta Atlântica.","BHCB040046",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:34:16-03","UFMG","BHCB","59983","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.",NA,NA,NA,NA,"Silva, JM; et al.","2911",NA,NA,NA,"Brasil","Paraná","Antonina","Reserva biológica de Sapitanduva","-48.705025","-25.314742","-48.705025","-25.314742","50","50","Epífita, pendente, flor alva.; Floresta atlântica.","BHCB040055",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-11 17:18:26-03","UFPR","UPCB","71001","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Cardoso, W.C.","2019","08","20","Fraga, C.N.","1819","2008","02","12","Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,"9999","9999","1100","1100","Epífita pendente. Folores de sépalas amarelas, pétalas e estames brancos. Material prensado em alcool..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-02-11 17:18:26-03","UFPR","UPCB","86373","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Caglioni, E.","2012","04","15","Caglioni, E. et al.","215","2012","04","15","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.078244","-27.059083","-49.078244","-27.059083","320","320","Epífita em floresta secundária, com frutos imaturos. Floresta Ombrófila Densa..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-11 17:18:26-03","UFPR","UPCB","48047","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Kersten, R.","2004","01","01","Kersten, R.","619","2003","04","09","Brasil","Santa Catarina","Itapoá",NA,"-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Epífita pendente de até 3m de comprimento, frequente em vegetação de restinga..",NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA,NA
"195","2021-02-11 17:18:26-03","UFPR","UPCB","49780","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Petean, M.P.",NA,NA,NA,"Petean, M.P.","41","1999","04","25","Brasil","Paraná","Morretes","Parque Estadual do Pico Marumbi, Trilha para o Facãozinho","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita em árvore caída, floresta ombrófila densa altomontana..",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"196","2021-02-11 17:18:26-03","UFPR","UPCB","46617","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Kersten, R.","2003","04","29","Cervi, A.C.","8401","2003","04","28","Brasil","Paraná","Paranaguá","Parque Estadual Floresta do Palmito","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita com flores alvas. Restinga..",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"197","2021-02-11 17:18:26-03","UFPR","UPCB","73026","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Soller, A.","2011","01","30","Soller, A.","83","2011","01","26","Brasil","Paraná","Cerro Azul","P.E. das Lauráceas, estrada para Serraria","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Epífita.",NA,NA,NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"198","2021-02-11 17:18:26-03","UFPR","UPCB","73012","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Soller, A.","2010","10","21","Soller, A.","48","2010","09","17","Brasil","Paraná","Antonina","Reserva Natural Rio Cachoeira","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"199","2021-02-11 17:18:26-03","UFPR","UPCB","38031","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Gatti, A.L.S.","1999","01",NA,"Gatti, G.","315","1999","01","21","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Estrada para o Aquário","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Epífita sobre ramo (2ª ordem), mesófila, flores amarelas. Floresta ombrófila densa submontana - floresta secundária..",NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"200","2021-02-11 17:18:26-03","UFPR","UPCB","73040","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Soller, A.","2011","02","10","Soller, A.","100","2011","02","08","Brasil","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"201","2021-02-11 17:18:26-03","UFPR","UPCB","73041","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiffer","Soller, A.","2011","02","10","Soller, A.","101","2011","02","08","Brasil","Paraná","Campina Grande do Sul","Rio Capivari, Margem","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"202","2008-05-27 22:02:00-03","MO","MOBOT","3163258","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Taylor, 22.9.",NA,NA,NA,"Duarte, *","Duarte 10.38","1942",NA,NA,"Brazil","Rio de Janeiro",NA,"E. do Rio Terezopolis, Parque Nacional de Serra dos Congoas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","3166779","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","J.A. Somlardi",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 46275","1983","4","28","Brazil","Paraná",NA,"Mangue Maior Santo (mun. Antonina), Mata pluvial da encosta de morro.",NA,NA,NA,NA,"20.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2018-09-12 14:48:06-03","UNIOESTE","UNOP","8242","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Almeida, O.J.G.","2011","04",NA,"Lombardi, J.A.; Taxonomia de campo 2011; Taxonomia de campo 2011","8426","2011","04","15","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos Órgãos, trilha do Poço Verde.","-43.001361","-22.493944","-43.001361","-22.493944","390","390","Mata atlântica. Epífita, ca. 1 m, frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-08-31 09:17:50-03","INPA","INPA","136200","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Rosa, NA","1981",NA,NA,"Rosa, NA","3975","1980","11","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"INPA0136200","INPA0136200 INPA0136200_e","Dicotyledon Superasterids","Caryophyllales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-08-31 09:17:50-03","INPA","INPA","203539","S","Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","Hatschbach, GG","1999",NA,NA,"Silva, JM da","2911","1999","09","08","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva.","-48.7118988037109","-25.4286003112793",NA,NA,"50","50",NA,"INPA0203539","INPA0203539 INPA0203539_e","Dicotyledon Superasterids","Caryophyllales","Southern America",NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"207","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","13049",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2016",NA,NA,NA,"L. Kollmann; et al","3020","2000","06","20","Brasil","Espírito Santo","Santa Teresa","Pedra do Cruzeiro","-40.826111","-19.874444","40W49'34","19S52'28",NA,NA,"Mata baixa em cima de pedra. Epífita na luz forte. Flores brancas amareladas.","MBML013049","MBML013049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","21133",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/01-08-2016",NA,NA,NA,"L. Kollmann; et al","6236","2003","06","24","Brasil","Espírito Santo","Santa Maria de Jetibá","Caramuru","-40.676944","-20.096389","40W40'37","20S5'47",NA,NA,"Epífita sobre galho caído, beira da estrada e do brejo. Botões amarelos.","MBML021133","MBML021133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","22451",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/01-08-2016",NA,NA,NA,"L. Kollmann; et al","6755","2004","06","12","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Epífita na sombra. Frutos verdes.","MBML022451","MBML022451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","23127",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.R. Gonzaga/10-06-2015",NA,NA,NA,"L. Kollmann; et al","6803","2004","07","08","Brasil","Espírito Santo","Mimoso do Sul","Conceição do Muqui, Pontões","-41.550556","-20.939444","41W33'2","20S56'22",NA,NA,"Epífita, na sombra. Frutos verdes.","MBML023127","MBML023127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","23425",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2017",NA,NA,NA,"L. Kollmann; et al","7206","2004","10","30","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Epífita na sombra, flores brancas, frutos lilás.","MBML023425","MBML023425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","24618",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2016",NA,NA,NA,"L. Kollmann; et al","7988","2005","07","12","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"Epífita na sombra. Frutos verdes.","MBML024618","MBML024618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","24916",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.R. Gonzaga/10-06-2015",NA,NA,NA,"L. Kollmann; et al","8111","2005","07","16","Brasil","Espírito Santo","Castelo","Mata das Flores","-41.170278","-20.610556","41W10'13","20S36'38",NA,NA,"Epífita caída, frutos verdes.","MBML024916","MBML024916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","33755",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","D.R. Gonzaga/10-06-2015",NA,NA,NA,"C. N. de Fraga; et al","1819","2008","02","12","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111","41W5'1","20S30'58",NA,NA,"Epifita pendente. Flores de sépalas amarelas, pétalas e estames brancos. Material prensado em álcool.","MBML033755","MBML033755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-07-10 09:44:57-03","MBML","MBML-HERBARIO","45170",NA,"Plantae","Cactaceae","Rhipsalis","pachyptera","Rhipsalis pachyptera","Pfeiff.","W.C. Cardoso/2017",NA,NA,NA,"A. P. Fontana; L. Kollmann","7294","2011","04","20","Brasil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, divisa com Vargem Alta - Castelinho","-40.958056","-20.498889","40W57'29","20S29'56","1150","1150","Epífito. Frutos imaturos verdes","MBML045170","MBML045170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
