"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"50","2020-12-21 16:43:21-03","MBM","MBM","395747","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Barboza, E.","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","11","03","Brazil","Paraná","Carambeí","Catanduva de Fora, Localidade Aroeira, margem do rio Jotuba","-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,"MBM395747","MBM395747",NA,NA,"1884","Southern America",NA,"Erva apoiante, ca. 1m. Caule e folhas verdes. Flores verdes alvacentas.; Floresta Ombrófila Mista.",NA,NA,"2015","02","12",NA,"26641","auto",NA,NA,NA
"51","2020-12-21 16:43:21-03","MBM","MBM","28345","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","Rio Atuba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM028345","MBM028345",NA,NA,"32785","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"52","2020-12-21 16:43:21-03","MBM","MBM","24020","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Kirkbride, J.H.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmas","Morro da Baliza","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM024020","MBM024020",NA,NA,"30726","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"46666","auto",NA,NA,NA
"53","2020-12-21 16:43:21-03","MBM","MBM","100055","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Ribas, O.S.","Sobral, M.",NA,NA,NA,"Brazil","Rio Grande do Sul","Uruguaiana","Arroio Caiboaté","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"MBM100055","MBM100055",NA,NA,"3304","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA
"54","2020-12-21 16:43:21-03","MBM","MBM","265487","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Tessmann, G.","Tessmann, G.",NA,NA,NA,"Brazil","Paraná",NA,"Ca. 12km SE de Curitiba",NA,NA,NA,NA,NA,NA,"MBM265487","MBM265487",NA,NA,"3372","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-12-21 16:43:21-03","MBM","MBM","400427","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Cordeiro, J.; Barboza, E.","Felitto, G.; Roher, D.; Daniel, V.A.; Roher, D.; Daniel, V.A.","2015","08","19","Brazil","Paraná","Palmital","PCH Cantu 2, Área de supressão do futuro reservatório","-52.445278","-24.750556","-52.445278","-24.750556","431","431","MBM400427","MBM400427",NA,NA,"956","Southern America",NA,"Liana herbácea, flores amarelas-esverdeadas.; Floresta Estacional Semidecidual.",NA,NA,"2015","10","02",NA,NA,NA,NA,NA,NA
"56","2020-12-21 16:43:21-03","MBM","MBM","418451","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Barboza, E.","Meyer, F.S.; Zampier, M.A.; Zampier, M.A.","2018","11",NA,"Brazil","Santa Catarina","Ponte Alta do Norte","FRP - Fazenda Rio das Pedras","-50.409906","-27.120969","-50.409906","-27.120969",NA,NA,"MBM418451",NA,NA,NA,"2501","Southern America",NA,"Planta lianescente, crescendo sob outros arbustos em campo de várzea. Flores com tépalas brancas.; Floresta Ombrófila Mista Aluvial, estágio inicial de regeneração.",NA,NA,"2019","06","04",NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:43:21-03","MBM","MBM","358178","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Barboza, E.","Silva, J.M.; Cordeiro, J.; Cordeiro, J.","2009","08","02","Brazil","Paraná","Cantagalo","Rio Cavernoso","-52.1263999938965","-25.3743991851807",NA,NA,NA,NA,"MBM358178","MBM358178",NA,NA,"7312B","Southern America",NA,"Escandente, flor creme. Beira de rodovia",NA,NA,"2010",NA,NA,NA,"29583","auto",NA,NA,NA
"58","2020-12-21 16:43:21-03","MBM","MBM","13433","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Cabral, E.L.","Lindeman, J.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Castro","Rio Cunhaporanga","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"MBM013433","MBM013433",NA,NA,"3009","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA
"59","2020-12-21 16:43:21-03","MBM","MBM","51601","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Klein, R.",NA,NA,NA,"Brazil","Paraná","Curitiba","Marombas","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM051601","MBM051601",NA,NA,"3324","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"60","2020-12-21 16:43:21-03","MBM","MBM","222700","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Kozera, C.","Kozera, C.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM222700","MBM222700",NA,NA,"219","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"61","2020-12-21 16:43:21-03","MBM","MBM","145060","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Curitiba","Rodovia do Xisto, Rio Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM145060","MBM145060",NA,NA,"14771","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"62","2020-12-21 16:43:21-03","MBM","MBM","738","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.",NA,NA,NA,"Brazil","Paraná","General Carneiro","Cabeceiras do Rio Iratim","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,"MBM000738","MBM000738",NA,NA,"13691","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"33284","auto",NA,NA,NA
"63","2020-12-21 16:43:21-03","MBM","MBM","262652","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.; Goldenberg, A.; Silva, J.M.; Goldenberg, A.; Silva, J.M.",NA,NA,NA,"Brazil","Paraná","Inácio Martins","Rio Bananas","-51.0788993835449","-25.5711002349854",NA,NA,NA,NA,"MBM262652","MBM262652",NA,NA,"72445","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"35964","auto",NA,NA,NA
"64","2020-12-21 16:43:21-03","MBM","MBM","2331","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Palmeira","Colônia Witmarsum","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"MBM002331","MBM002331",NA,NA,"14636","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA
"65","2020-12-21 16:43:21-03","MBM","MBM","15955","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.",NA,NA,NA,"Brazil","Paraná","Piraí do Sul","Tijuco Preto","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,"MBM015955","MBM015955",NA,NA,"25407","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA
"66","2020-12-21 16:43:21-03","MBM","MBM","218610","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Silva, J.M.; Cordeiro, J.; Cruz, J.M.; Cordeiro, J.; Cruz, J.M.",NA,NA,NA,"Brazil","Paraná","Piraquara","Jardim Holandês","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM218610","MBM218610",NA,NA,"2028","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"67","2020-12-21 16:43:21-03","MBM","MBM","50689","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM050689","MBM050689",NA,NA,"9275","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"68","2020-12-21 16:43:21-03","MBM","MBM","13547","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Pinhais","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM013547","MBM013547",NA,NA,"22994","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"69","2020-12-21 16:43:21-03","MBM","MBM","95040","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Kummrow, R.",NA,NA,NA,"Brazil","Paraná","Piraquara","Rio Iraí","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM095040","MBM095040",NA,NA,"2513","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"70","2020-12-21 16:43:21-03","MBM","MBM","50686","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Asplund, A.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Rio Palmital, Estrada da Graciosa","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM050686","MBM050686",NA,NA,"770","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA
"71","2020-12-21 16:43:21-03","MBM","MBM","13009","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Hatschbach, G.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","10km O de São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"MBM013009","MBM013009",NA,NA,"22288","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA
"72","2020-12-21 16:43:21-03","MBM","MBM","119454","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Britez, R.M.","Souza, W.S.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"MBM119454","MBM119454",NA,NA,"330","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA
"73","2020-12-21 16:43:21-03","MBM","MBM","50685","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Smith, L.B.","Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Tijucas do Sul","Tabatinga","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"MBM050685","MBM050685",NA,NA,"6305","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"25228","auto",NA,NA,NA
"74","2019-11-01 15:28:39-03","PUC-RIO","FCAB","2391","PreservedSpecimen","Plantae","Rubiaceae","Rubia","equisetoides","Rubia equisetoides","Cham. & Schltdl.","P. Capell S.J.","P.E. Leite S.J.","1945","10",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"002391",NA,NA,"Angiospermae","s.n.",NA,NA,"Basiônimo de Galium equisetoides (Cham. & Schltdl.) Standl.&nf;ascendente in humidis.",NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA
"75","2017-06-01 11:08:06-03","MNHN","RECOLNAT_MNHN_P","P03969500","PreservedSpecimen",NA,"Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Balansa, B.","1874","9","30","Paraguai",NA,NA,"À l´Est de la Cordillere de Villa Rica.",NA,NA,NA,NA,NA,NA,"P03969500","P03969500_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03969500' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1789",NA,NA
"76","2015-09-04 14:11:28-03","MNHN","RECOLNAT_MNHN_P","P03969503","PreservedSpecimen",NA,"Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Ule, E.","1890","12","1","Brasil","Santa Catarina",NA,"Pantanos do campo de Capivare [Capivari de Baixo, SC] acima da Serra Geral.",NA,NA,NA,NA,NA,NA,"P03969503","P03969503_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03969503' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"1763",NA,NA
"77","2015-09-04 17:31:44-03","MNHN","RECOLNAT_MNHN_P","P05439866","PreservedSpecimen",NA,"Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Smith, L.B.|Reitz, R.","1964","10","13","Brasil","Santa Catarina","Irani",NA,"-51.83333","-26.95",NA,NA,NA,NA,"P05439866","P05439866_01",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05439866' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"12462",NA,NA
"78","2020-12-11 11:40:51-03","UFMG","BHCB","70651","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"Hatschbach, G",NA,NA,NA,"Brasil","Paraná","Inácio Martins",NA,"-51.0788993835449","-25.5711002349854",NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"72445","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"35964","auto",NA,NA,NA
"79","2021-02-11 17:21:32-03","UFPR","UPCB","4133","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Fl. Il. Catarinense - Rubiáceas vol. 1, pg. 284","Hatschbach, G.","1962","09","16","Brasil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889",NA,NA,NA,NA,NA,NA,NA,NA,"9275",NA,NA,"Planta volúvel, flor creme, campos de inundação..",NA,NA,NA,NA,NA,NA,"10418","auto",NA,NA,NA
"80","2021-02-11 17:21:32-03","UFPR","UPCB","14392","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Fl. Il. Catarinense - Rubiáceas vol. 1, pg. 284","Souza, W.S.","1986","09","17","Brasil","Paraná","São Mateus do Sul","Fazenda do Durgo","-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,NA,NA,NA,NA,"330",NA,NA,"Trepadeira, flores pouco vistosas, verdes, frequente em campo de inundação do Rio Iguaçu..",NA,NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA
"81","2021-02-11 17:21:32-03","UFPR","UPCB","65050","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Cordeiro, J. et al.","Cervi, A.C.","2004","09","30","Brasil","Paraná","General Carneiro","Fazenda São Pedro. Filtro 3.","-51.315601348877","-26.4274997711182",NA,NA,NA,NA,NA,NA,NA,NA,"8660",NA,NA,"Planta herbácea volúvel com flores creme. Caule áspero..",NA,NA,"2005","02",NA,NA,"33284","auto",NA,NA,NA
"82","2021-02-11 17:21:32-03","UFPR","UPCB","28361","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Fl. Il. Catarinense - Rubiáceas vol. 1, pg. 284","Kozera, C.","1996","09","19","Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,"219",NA,NA,"Subarbusto escandente com botões florais, área de brejo..",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA
"83","2021-02-11 17:21:32-03","UFPR","UPCB","59362","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Kozera, C.","Kozera, C.","2006","09","23","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,NA,NA,"3370",NA,NA,"Trepadeira, flores alvas, várzea..",NA,NA,"2006","01","01",NA,"27346","auto",NA,NA,NA
"84","2021-02-11 17:21:32-03","UFPR","UPCB","8642","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schlech.) Standley","Fl. Il. Catarinense - Rubiáceas vol. 1, pg. 284","Hatschbach, G.","1970","11","17","Brasil","Paraná","Piraí do Sul","Tijuco Preto","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,NA,NA,"25407",NA,NA,"Fruto creme, volúvel do brejo..",NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA
"85","2020-03-29 09:59:00-03","MO","MOBOT","3126455","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","C. M. Taylor","Pe. Raulino Reitz|Roberto M. Klein","1962","10","28","Brazil","Santa Catarina",NA,"Fazenda dos Carneiros , Carçador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reitz 13781","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"86","2015-03-25 20:26:00-03","MO","MOBOT","3126544","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","C. M. Taylor","Elsa L. Cabral","1985",NA,NA,"Argentina","Corrientes","Paso de los Libres","Ea. El Recreo, sobre río Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabral 483","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2008-05-27 22:02:00-03","MO","MOBOT","3126762","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","C. M. Taylor","R. Kummrow","1984","11","8","Brazil","Paraná",NA,"Rio Iraí(Mun. Piraquara)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kummrow 2513","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2018-06-22 05:25:00-03","MO","MOBOT","3128072","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","C. M. Taylor (MO)","Lyman B. Smith|Pe. Raulino Reitz","1964","10","13","Brazil","Santa Catarina",NA,"Mun. Irani: Dry field, boggy river margin, gallery forest, and ruderal, Campo de Irani.","-51.83333","-26.95",NA,NA,"700.00000000","900.00000000",NA,NA,NA,NA,"Smith 12462","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3128130","PreservedSpecimen","Plantae","Rubiaceae","Rubia","equisetoides","Rubia equisetoides","Cham. & Schltdl.",NA,"MARCHI","1947",NA,NA,"Brazil","Rio Grande do Sul",NA,"In dumetis paludosis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MARCHI 35756","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2018-09-12 14:48:31-03","UNIOESTE","UNOP","5693","S","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","Malucelli, T.","Malucelli, T.","2009","10","09","Brasil","Paraná","Piraquara","Várzea do rio Piraquara, floresta rupícola, campos de inundação.","-49.016667","-25.533333","-49.016667","-25.533333","900","900",NA,NA,NA,NA,"18",NA,NA,"Flor creme.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-07-15 14:43:37-03","UNESP-RC","HRCB","44497","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","Linnaeus","Pivetta","Pivetta","1956","12","03","Brasil","Rio Grande do Sul","Vale Vêneto",NA,NA,NA,NA,NA,"80","80",NA,NA,NA,NA,NA,NA,NA,"erva perene, escandescente, flor verde-amarela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-07-15 14:43:39-03","UNESP-RC","HRCB","45265","PreservedSpecimen","Plantae","Rubiaceae","Relbunium","equisetoides","Relbunium equisetoides",NA,"Rambo","Pivetta","1956","02","28","Brasil","Rio Grande do Sul","Vale Veneto",NA,NA,NA,NA,NA,"90","90",NA,NA,NA,NA,"1372",NA,NA,"erva perene, flor esverdeada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-01-26 14:12:22-03","CPACT","ECT","5407","PreservedSpecimen","Plantae","Asteraceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.","J.E.Florentin","G.Heiden; L.B.Barcelos | P.E.Ellert-Pereira | L.Angelo","2017","09","13","Brasil","Rio Grande do Sul","Tapes","Fazenda São Miguel. Área de manejo conservativo. Campos de clima temperado (pampas), banhado turfoso em área de contato entre campos, butiazais e mata de restinga.","-51.349444","-30.533889","51º20'58''W","30º32'2''S","21","21","ECT0005407","ECT0005407","Embryophyta",NA,"2370",NA,NA,NA,NA,NA,"2018","09","27",NA,NA,NA,NA,NA,NA
"94","2020-09-12 05:00:02-03","US","US","2249800","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. Reitz","1956","12","23","Brazil","Santa Catarina",NA,"Mun. Cacador: campo, 52 km west of Cacador near the eastern edge of the campos of Palmas",NA,NA,NA,NA,"1000","1200","US02695781","US02695781_01",NA,"Rubiales","9128","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","2438765","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","10","25","Brazil","Santa Catarina",NA,"Campo Alto, Santa Cecilia, Banhado de campo",NA,NA,NA,NA,"1200",NA,"US02695789","US02695789_01",NA,"Rubiales","13473","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","2152677","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1962","10","25","Brazil","Santa Catarina",NA,"Campo do Areao, Santa Cecilia",NA,NA,NA,NA,"1100",NA,"US02695775","US02695775_01",NA,"Rubiales","13507","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","2452669","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"R. M. Klein","1963","11","1","Brazil","Santa Catarina",NA,"Vacas Gordas, Lajes, Banhado",NA,NA,NA,NA,"900",NA,"US02695776","US02695776_01",NA,"Rubiales","4461","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2743536","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. M. Klein","1964","12","3","Brazil","Santa Catarina",NA,"Mun. Agua Doce: bog, by small river, Campos de Palmas, 28.5 km southeast of Horizonte (Parana)","-51.42","-26.75",NA,NA,"1000","1200","US02695797","US02695797_01",NA,"Rubiales","13472","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-12 05:00:02-03","US","US","3230578","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1965","12","14","Brazil","Paraná",NA,"10 km ao oeste de Guarapuava, Guarapuava, Parana",NA,NA,NA,NA,"1100",NA,"US02695798","US02695798_01",NA,"Rubiales","17613","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"100","2020-09-12 05:00:02-03","US","US","2281227","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"L. B. Smith & R. M. Klein","1956","11","9","Brazil","Santa Catarina",NA,"Santa Catarina, Mun. Campo Alegre: Bog, lower fazenda of Ernesto Scheide, Campo, Alegre",NA,NA,NA,NA,"900",NA,"US02695803","US02695803_01",NA,"Rubiales","7475","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2020-09-12 05:00:02-03","US","US","2452678","PreservedSpecimen","Plantae","Rubiaceae","Galium","equisetoides","Galium equisetoides","(Cham. & Schltdl.) Standl.",NA,"-- Reitz & Klein, --","1963","9","12","Brazil","Santa Catarina",NA,"Palmares, Campos Novas, Banhado",NA,NA,NA,NA,"900",NA,"US02695774","US02695774_01",NA,"Rubiales","16153","South America",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
