"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","year","month","day","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","infraspecificEpithet","class","typeStatus","fieldNumber","relatedCatalogItem","sex"
"189","2020-04-22 16:18:21-03","UFPB","JPB","22755","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Aguiar, CML","Brasil","Paraíba","São João do Cariri","Estação Experimental.","-36.272222","-7.390833",NA,NA,"; DESC: Terrestre",NA,"27","1993","09","23","Southern America",NA,NA,NA,"458","458","-36.272222","-7.390833","2004","09","12",NA,NA,NA,NA,NA,NA
"190","2020-04-22 16:18:21-03","UFPB","JPB","24131","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Pocinhos","No parque das Pedras.","-36.061111","-7.076944",NA,NA,"; DESC: Coletada em área de Caatinga, sobre longas rochas graníticas. Planta com ca. de 30 cm de alt.; em densas populações; flores e frutos alaranjados.",NA,"271","1998","01","28","Southern America",NA,NA,NA,"646","646","-36.061111","-7.076944","2004","09","12",NA,NA,NA,NA,NA,NA
"191","2020-04-22 16:18:21-03","UFPB","JPB","37013","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Lima, IB; Melo, AS; Gadelha Neto, PC; Lima, JR","Brasil","Paraíba","Pedra Lavrada","Serra da Flecha","-36.45475","-6.824917",NA,NA,"; DESC: Erva ca. de 30cm de alt. Flores vermelho-alaranjado.",NA,"584","2007","04","30","Southern America",NA,NA,NA,"620","620","-36.45475","-6.824917",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-04-22 16:18:21-03","UFPB","JPB","31492","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Lima, RB; Pessoa, MC; Brandão, A","Brasil","Paraíba","Araruna","Parque Estadual da Pedra da Boca, , ao lado da Pedra da Caveira.","-35.675556","-6.416667",NA,NA,"; DESC: Substrato arenoso. Herbáceo 30-50 cm alt.; botões florais vermelhos; frutos imaturos verdes passando a alaranjados. Cosmetíveis para a população local. Formando grandes populações sobre afloramento rochoso.",NA,"1745","2003","03","17","Southern America",NA,NA,NA,"234","234","-35.675556","-6.416667","2004","07","09",NA,NA,NA,NA,NA,NA
"193","2020-04-22 16:18:21-03","UFPB","JPB","24668","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Queimadas","Na base da serra que fica na entrada da cidade.","-35.898333","-7.358333",NA,NA,"; DESC: Planta coletada em área de caatinga, em solo areno-pedregoso, medindo cerca de 30 cm de altura, com flores e frutos. Flores alaramjadas, ornitófilas. frutos globosos, alaranjados quando maduros. Quipá ou Plama-Miúda.",NA,"492","1998","08","26","Southern America",NA,NA,NA,"450","450","-35.898333","-7.358333","2004","09","12",NA,NA,NA,NA,NA,NA
"194","2020-07-07 12:09:16-03","UFPB","JPB","24700","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","São João do Cariri","Cerca de 1-2 Km da cidade, nas margens da BR 412 no sentido S. João do Cariri-Serra Branca.","-36.272222","-7.390833",NA,NA,"; DESC: Planta coletada em solo areno-pedregoso, com cerca de 30 cm de altura, pouco frequente no local, apenas com frutos. Frutos globosos, alaranjados quando maduros. caule protegidos por gloquídeos, os quais apresentam pequenos espinhos que penetram f",NA,"425","1998","06","29","Southern America",NA,NA,NA,"458","458","-36.272222","-7.390833","2004","09","12",NA,NA,NA,NA,NA,NA
"195","2020-04-22 16:18:21-03","UFPB","JPB","29453","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Gadelha Neto, PC","Brasil","Paraíba","Sousa",NA,"-38.228056","-6.759444",NA,NA,"; DESC: Palmatória. Quipá.&nf;Herbáceae. Afila caule achatado, articulado, espinhos reduzidos; flor vermelha.",NA,"109","1995","03","14","Southern America",NA,NA,NA,"220","220","-38.228056","-6.759444","2004","09","12",NA,NA,NA,NA,NA,NA
"196","2020-04-22 16:18:21-03","UFPB","JPB","30877","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Barbosa, MR; Lima, IB; Quirino, ZG; Pessoa, MC; Pereira, MS","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Manga da Cabeça dos Cachorros, trilha do reino encantado de Comadre florzinha, lajedo da mocinha.","-36.889722","-7.476389",NA,NA,"; DESC: Erva ereta, carnosa, ca. 20cm de alt, flores vermelho-alaranjadas.",NA,"2599","2002","09","07","Southern America",NA,NA,NA,"737","737","-36.889722","-7.476389","2004","07","09",NA,NA,NA,NA,NA,NA
"197","2020-04-22 16:18:21-03","UFPB","JPB","31298","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Barbosa, MR; Lima, IB; Lima, JR; Cunha, JP; Quirino, ZG","Brasil","Paraíba","São José dos Cordeiros","RPPN Fazenda Almas, Manga Geral-Área I. Laje do Cara.","-36.926667","-7.489167",NA,NA,"; DESC: Planta ca. 40 cm de alt.",NA,"2692","2003","02","16","Southern America",NA,NA,NA,NA,NA,"-36.926667","-7.489167","2004","07",NA,NA,NA,NA,NA,NA,NA
"198","2020-04-22 16:18:21-03","UFPB","JPB","32512","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Gadelha Neto, PC","Brasil","Paraíba","Sousa","Vale dos Dinossauros","-38.228056","-6.759444",NA,NA,"; DESC: Herbáceo; flor vermelha.",NA,"961","2003","08","15","Southern America",NA,NA,NA,"220","220","-38.228056","-6.759444","2004","09","12",NA,NA,NA,NA,NA,NA
"199","2020-04-22 16:18:21-03","UFPB","JPB","35691","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA; Bezerra, E; Nadia, T","Brasil","Pernambuco","Buíque","Parque Nacional do Catimbau, Sítio Serra Branca","-37.246944","-8.548333",NA,NA,"; DESC: Planta com cerca de 30-40 cm de altura, cladódios achatados lateralmente, armados com gloquídios, com flores e frutos. Flores vermelho-alaranjadas, vistosas, ornitófilas. Iniciando a frutificação, subglobosos e amarelo-alaranjados quando maduros.",NA,"1388","2005","10","26","Southern America",NA,NA,NA,"907","907","-37.246944","-8.548333","2005","10","26",NA,NA,NA,NA,NA,NA
"200","2020-04-22 16:18:21-03","UFPB","JPB","36880","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Boa Vista","Fazenda Soledade","-36.308611","-7.356944",NA,NA,"; DESC: Erva, cerca de 40cm de altura, apenas com frutos. Frutos comestíveis, subglobosos, alaranjados quando maduros. Freqüente no local, em área de caatinga. Planta Medicinal.",NA,"1180","2004","02","17","Southern America",NA,NA,NA,"443","443","-36.308611","-7.356944","2006","07","26",NA,NA,NA,NA,NA,NA
"201","2020-04-22 16:18:21-03","UFPB","JPB","45444","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Gadelha Neto, PC; Sena Júnior, GB; Pessoa, MC; Lima, JR; Freitas, GB; Pontes, RA; Delgado-Júnior","Brasil","Paraíba","São João do Tigre","APA das Onças, Serra do Paulo","-36.678056","-8.095833",NA,NA,"; HABITAT: Afloramento Rochoso; DESC: Substrato rochoso. Erva de cladódio compresso, orbiculares, articulados. Epiderme com areolas desprovidas de espinho preenchida por numerosos gloquídeos dotados de espículas. Flores vermelhas localizadas no ápice dos",NA,"2742","2010","03","13","Southern America",NA,NA,NA,NA,NA,"-36.678056","-8.095833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-04-22 16:18:21-03","UFPB","JPB","5021","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Sousa, MA; et al.","Brasil","Paraíba","Sousa","Margem da estrada de Sousa-Lastro.","-38.228056","-6.759444",NA,NA,"; DESC: Cacto ramoso, articulado. Articulo plano pequeno, verde, provido de pequenos espinhos apicais conhecidos por gloquídeos. Flor vermelha, pequena e vistosa.",NA,"1207","1982","04","24","Southern America",NA,NA,NA,"220","220","-38.228056","-6.759444","2004","09","12",NA,NA,NA,NA,NA,NA
"203","2020-04-22 16:18:21-03","UFPB","JPB","61263","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Silva, RR; Silva, JPR","Brasil","Paraíba","Nova Olinda","Sítio Canhoto","-38.042222","-7.479722",NA,NA,"; HABITAT: Caatinga",NA,"1","2015","08","25","Southern America",NA,"JPB0061263",NA,"319","319","-38.042222","-7.479722",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-04-22 16:18:21-03","UFPB","JPB","23997","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Aparecida","Ca. de 5 Km da cidade de Aparecida, proximo a linha do trem, em solo pedregoso.","-38.0867004394531","-6.78444004058838","13985",NA,"; DESC: Planta coletada em área de Caatinga, na fazenda Riachão, propriedade do Sr. Marcos Iran Benevides Gadelha. Materila frequente na região, com flores e frutos alaranjados; frutos globosos.","auto","310","1998","03","01","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"205","2020-04-22 16:18:21-03","UFPB","JPB","5721","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Marinho, MGV","Brasil","Paraíba","Bananeiras","Campus da UFPB","-35.63330078125","-6.75","19965",NA,"; DESC: Cacto ramoso, articulado. Artículo plano, pequeno, verde, provido de pequenos espinhos apicais conhecidos por gloquídeos; flor pequena e vistosa. o gado na falta de outra pastagem o procura.","auto","1","1983","12","23","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"206","2020-04-22 16:18:21-03","UFPB","JPB","24682","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Cacimba de Dentro","Próximo a caixa d'água da cidade, no xítio bela vista.","-35.7900009155273","-6.64167022705078","20430",NA,"; DESC: Planta coletada em área de caatinga, sobre lajedos, medindo cerca de 30 cm de altura, apenas com frutos. Frutos globosos, alaranjados quando maduros. Quipá ou Palma-Miúda.","auto","482","1998","08","24","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"207","2020-04-22 16:18:21-03","UFPB","JPB","23972","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Cajazeiras","Serra da Arara, ca. de 13 Km da cidade de Uiraúna, no sentido Uiraúna-Cajazeiras, proximo a antiga linha do trem.","-38.5553016662598","-6.89027976989746","20201",NA,"; DESC: Planta coletada em área de caatinga, com ca. 20-30 cm de alt.; em densas populações. Material com flor e fruto alaranjados. Frutos globosos, verdes e maduros.","auto","304","1998","02","28","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"208","2020-04-22 16:18:21-03","UFPB","JPB","24699","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Monteiro","Na saída da cidade, no sentido para Sertânia-PE,cerca de 2 Km da cidade de Monteiro.","-37.1199989318848","-7.88944005966187","27428",NA,"; DESC: Planta coletada na caatinga, em solo areno-pedregoso, com cerca de 30 cm de altura. Material apenas com frutos, alaranjados quando maduros; espinhos (gloquídios) diminutos, porém bastante urticantes. Quipá ou Palma-Miúda.","auto","447","1998","06","30","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"209","2020-04-22 16:18:21-03","UFPB","JPB","24006","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Picuí","Na estrada PB-137, ca. de 3 Km da cidade de Picuí, no sentido Barra de Santa Rosa - Picuí.","-36.3469009399414","-6.51056003570557","25685",NA,"; DESC: Planta coletada em área de caatinga, com ca. de 30 cm de alt.; frequente em áreas abertas. flores vistosas, amarelo-alaranjadas. Solo areno-pedregoso.","auto","260","1998","01","29","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"210","2020-04-22 16:18:21-03","UFPB","JPB","24643","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Santa Luzia","Ca. de 2-3 Km da cidade de Santa Luzia, no Km 292 da BR 230, sentido Campina Grande.","-36.9185981750488","-6.87222003936768","22027",NA,"; DESC: Planta coletada em área de Caatinga, ca. de 20-25 cm de altura, frequente no local, com flores e frutos alaranjados, em densas populações sob a sobra de jurema, favelas e catingueiras.","auto","342","1998","03","26","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"211","2020-04-22 16:18:21-03","UFPB","JPB","24181","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Santa Luzia","Na Serra de Santa Luzia, no Km 270 da BR 230.","-36.9185981750488","-6.87222003936768","22027",NA,"; DESC: Em solo rochoso.&nf;Planta coletada em área de caatinga. Material frequente na região, com ca. de 30-40 cm de alt.; apresentando apenas frutos imaturos, globosos, verdes, com ca. de 3 cm de comprimento. Cladódios compridos e largos, com ca. de 10 c","auto","313","1998","03","02","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"212","2020-04-22 16:18:21-03","UFPB","JPB","24661","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Solânea","Na altura do Km 5-6 da PB 111, nas margens da estrada.","-35.5400009155273","-6.75500011444092","23851",NA,"; DESC: Planta coletada e área de caatinga, em solo areno-pedregoso, medindo cerca de 30 cm de altura, com flores e frutos. Flores alaranjados, ornitófilas. Frutos globosos, alaranjados quando maduros. Nestes indivíduos existiam muitas formigas no coule.","auto","496","1998","08","27","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"213","2020-04-22 16:18:21-03","UFPB","JPB","24640","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Soledade","Sentido Campina Grande-Soledade, no Km 218 da BR 230, em solo pedregoso.","-36.3628005981445","-7.05721998214722","21726",NA,"; DESC: Planta coletada em área de caatinga, ca. de 20-30 cm de altura, com flores, botões e frutos alaramjados, frequente no local em densas populações. Flores vistosas, ornitófilas. frutos globosos.","auto","323","1998","03","24","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"214","2020-04-22 16:18:21-03","UFPB","JPB","24681","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Tacima","Na serra da confusão, aproximadamente 4-5 Km da cidade de Tacima, nas margens da PB-111.","-35.6371994018555","-6.48832988739014","24328",NA,"; DESC: Planta coletada em área de caatinga, sobre lagedos, medindo cerca de 30-40 cm de altura, com flores e frutos alaranjados. Quipá ou Palma-miúda.","auto","486","1998","08","25","Southern America",NA,NA,NA,NA,NA,NA,NA,"1998","09","12",NA,NA,NA,NA,NA,NA
"215","2020-04-22 16:18:21-03","UFPB","JPB","24012","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA","Brasil","Paraíba","Taperoá","Ca. de 6 Km após a cidade no sentido Desterro, coletada no sítio Jundia, nas margens da PB 238.","-36.8266983032227","-7.20749998092651","22273",NA,"; DESC: Planta coletada em área de caatinga, ca. de 20-30 m de alt.; frequente no local em densas populações, com flores e frutos alaranjados. Frutos globosos. conhecida popularmente por Cambeba.","auto","334","1998","03","25","Southern America",NA,NA,NA,NA,NA,NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"216","2020-04-22 16:18:21-03","UFPB","JPB","24134","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Rocha, EA","Rocha, EA; Lins, F","Brasil","Pernambuco","Alagoinha","Fazenda Cajueiro Seco, entrada no Km 6. Proximo a pedreira do municipio.","-36.7757987976074","-8.46638965606689","16004",NA,"; DESC: Planta coletada em área de caatinga, em densas populações, com ca. de 30 cm de altura, com flores , frutos e botões , vermelho-alaranjados. Frutos globosos, alaranjados.","auto","365","1998","03","31","Southern America",NA,NA,NA,"133","133",NA,NA,"2004","09","12",NA,NA,NA,NA,NA,NA
"217","2019-09-13 16:53:11-03","UTFPR","HCF","29392","S","Plantae",NA,NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","M.G. Caxambu","F. Villwock","Brasil","RN","São José do Mipibu","Lagoa Urtiga","-35.104417","-6.079778",NA,NA,"subarbusto ca. 1 m, heliófito, espinescente. Flores vermelhas. Frutos imaturos verdes.",NA,NA,"2019","08","19",NA,NA,NA,NA,NA,NA,"35°06'15,9 W","06°04'47,2 S","2019","09","13",NA,NA,NA,NA,NA,NA
"218","2021-03-21 19:33:27-03","UFC","EAC","49559","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy",NA,"Barros, R.; Lima-Verde, L.W.; et al.","Brasil","Bahia","Casa Nova","Solo arenoso","-40.9707984924316","-9.16193962097168","116505",NA,"Subarbusto, 40cm, fruto avermelhado, frequência regular.; Caatinga","auto","1989","2005","04","12","Southern America",NA,"EAC0049559","EAC0049559","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-03-21 19:33:27-03","UFC","EAC","17959","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Figueiredo, M.A.; et al.","Brasil","Ceará","Aiuaba","Várzea da Onça","-40.1236000061035","-6.57360982894897","68662",NA,NA,"auto","171","1991","04","12","Southern America",NA,"EAC0017959","EAC0017959",NA,NA,NA,NA,"2008","10","28",NA,NA,NA,NA,NA,NA
"220","2021-03-21 19:33:27-03","UFC","EAC","23225","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Macêdo, D.","Brasil","Ceará","Jaguaribe","Faz. Caranguejo","-38.621898651123","-5.89056015014648","45831",NA,NA,"auto","23","1995","06","15","Southern America",NA,"EAC0023225","EAC0023225",NA,NA,NA,NA,"2008","10","28",NA,NA,NA,NA,NA,NA
"221","2021-03-21 19:33:27-03","UFC","EAC","48807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Menezes, M.O.T.","Brasil","Ceará","Poranga","Substrato lajedo","-40.9261016845703","-4.74471998214722","20591",NA,"Herbácea; Caatinga/Carrasco","auto","257","2011","01","23","Southern America",NA,"EAC0048807","EAC0048807",NA,NA,NA,NA,"2011","01","23",NA,NA,NA,NA,NA,NA
"222","2021-03-21 19:33:27-03","UFC","EAC","44408","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.","Brasil","Ceará","Quiterianópolis",NA,"-40.7008018493652","-5.84306001663208","33248",NA,"Herbácea, ocorrendo junto com C. jamaracu e P. gounellei; Caatinga","auto","175","2009","01","23","Southern America",NA,"EAC0044408","EAC0044408",NA,NA,NA,NA,"2009","01","23",NA,NA,NA,NA,NA,NA
"223","2021-03-21 19:33:27-03","UFC","EAC","44399","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.","Brasil","Ceará","Russas",NA,"-38.0025","-5.054722",NA,NA,"Herbácea; Caatinga/Carnaubal",NA,"204","2009","01","26","Southern America",NA,"EAC0044399","EAC0044399","32","32","-38.0025","-5.054722","2009","01","27",NA,NA,NA,NA,NA,NA
"224","2021-03-21 19:33:27-03","UFC","EAC","44401","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.","Brasil","Ceará","Russas",NA,"-38.0025","-5.054722",NA,NA,"Herbácea, ocorrendo juntamente com P. pachycladus, P. gounellei e C. jamaracu; Carnaubal/Mata tabuleiro",NA,"207","2009","01","26","Southern America",NA,"EAC0044401","EAC0044401","32","32","-38.0025","-5.054722","2009","01","16",NA,NA,NA,NA,NA,NA
"225","2021-03-21 19:33:27-03","UFC","EAC","34498","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Oliveira, R.F.; Lima-Verde, L.W.","Brasil","Ceará","Quixadá","Sítio Santa Luzia, Substrato rochoso","-39.024444","-4.955556",NA,NA,"Rupícola",NA,"22","2000","01","18","Southern America",NA,"EAC0034498","EAC0034498","270","270","-39.024444","-4.955556","2008","10","28",NA,NA,NA,NA,NA,NA
"226","2021-03-21 19:33:27-03","UFC","EAC","38259","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Lemos, J.R.; Matias, P.","Brasil","Ceará","Aiuaba","Estacão Ecológica de Aiuaba","-40.120833","-6.600278",NA,NA,"Erva suculenta, ca. 20cm, flor vermelha; Caatinga",NA,"269","2004","09","19","Southern America",NA,"EAC0038259","EAC0038259","400","600","-40.120833","-6.600278","2008","10","28",NA,NA,NA,NA,NA,NA
"227","2021-03-21 19:33:27-03","UFC","EAC","44076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Loiola, M.I.B.; Lima-Verde, L.W.","Brasil","Ceará","Aiuaba","junto à pedra do letreiro., Substrato: solo bruno não-cálcico.","-40.15","-6.616667",NA,NA,"Caatinga arbustivo-arbórea",NA,"207","1996","07","04","Southern America",NA,"EAC0044076","EAC0044076",NA,NA,"-40.15","-6.616667","2008","11","26",NA,NA,NA,NA,NA,NA
"228","2021-03-21 19:33:27-03","UFC","EAC","44077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Loiola, M.I.B.; Lima-Verde, L.W.","Brasil","Ceará","Aiuaba","Estação Ecológica de Aiuaba, sede., Substrato: solo bruno não-cálcico.","-40.116667","-6.583333",NA,NA,"Subarbusto, articulado, ramoso.; Caatinga arbustivo-arbórea",NA,"210","1996","07","04","Southern America",NA,"EAC0044077","EAC0044077",NA,NA,"-40.116667","-6.583333","2008","11","26",NA,NA,NA,NA,NA,NA
"229","2021-03-21 19:33:27-03","UFC","EAC","44389","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Tacinga","inamoena","Tacinga inamoena","(K.Schum.) N.P.Taylor & Stuppy","Menezes, M.O.T.","Menezes, M.O.T.; Taylor, N.P.; Machado, M.; Moro, M.F.; Castro, A.S.F.; Cardoso, D.T.","Brasil","Ceará","Lavras da Mangabeira",NA,"-38.991667","-6.718333",NA,NA,"Herbácea, ocorrendo junto com C. jamaracu, P. gounellei e M. zehntneri; Caatinga",NA,"197","2009","01","25","Southern America",NA,"EAC0044389","EAC0044389","240","240","-38.991667","-6.718333","2009","01","27",NA,NA,NA,NA,NA,NA
