"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","recordNumber","continentOcean","class","order","locality","occurrenceRemarks","coordinatePrecision","geoFlag","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus","preparationType","fieldNumber","relatedCatalogItem"
"55","2021-02-08 12:42:00-03","UFRGS","ICN","155696","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Hagelund, K",NA,NA,NA,"Brasil","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"ICN00024229","ICN00024229 ICN00024229_1","Dicotyledon","9726","América do Sul",NA,NA,"Granja Faxinal","Doação do Herbário Karner Hagelund.","29956","auto",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-08 12:42:00-03","UFRGS","ICN","155678","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Hagelund, K","1976","11","20","Brasil","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"ICN00024215","ICN00024215","Dicotyledon","10714","América do Sul",NA,NA,"Granja Faxinal","Doação do Herbário Karner Hagelund.","29956","auto",NA,NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:42:00-03","UFRGS","ICN","116869","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Pinheiro, M","1999","11","23","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"ICN00023882","ICN00023882","Dicotyledon","251","América do Sul",NA,NA,"RS 784",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:42:00-03","UFRGS","ICN","116859","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Pinheiro, M","1999","11","18","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"ICN00023876","ICN00023876 ICN00023876_1","Dicotyledon","229","América do Sul",NA,NA,"RS 784 Km 3",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:42:00-03","UFRGS","ICN","117036","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Miotto, STS; Pinheiro, M","1999","11","18","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"ICN00023893","ICN00023893","Dicotyledon","1798","América do Sul",NA,NA,"RS 784 Km 3 a 50m da ponte sobre a lagoa da Fortaleza",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA
"60","2021-02-08 12:42:00-03","UFRGS","ICN","118609","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Boldrini, II",NA,NA,NA,"Brasil","RS","Eldorado do Sul","-51.6161003112793","-30.0839004516602",NA,NA,"ICN00023889","ICN00023889","Dicotyledon","s.n.","América do Sul",NA,NA,"Estação Agronômica da UFRGS",NA,"33687","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:41:59-03","UFRGS","ICN","044665","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Schweiger, E","1922","10",NA,"Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023869","ICN00023869","Dicotyledon","s.n.","América do Sul",NA,NA,NA,"campo aberto","29946","auto",NA,NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:41:59-03","UFRGS","ICN","018426","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, S","1991","09",NA,"Augusto, Ir","1940","10","05","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023871","ICN00023871","Dicotyledon","s.n.","América do Sul",NA,NA,"Chácara dos Padres Seculares",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:42:00-03","UFRGS","ICN","083282","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Wagner, HL","1988","11","14","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023900","ICN00023900 ICN00023900_1","Dicotyledon","1762","América do Sul",NA,NA,"Morro da Polícia","solo pedregoso (granito) raro","29946","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:42:00-03","UFRGS","ICN","093203","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Miotto, STS","1991","11","01","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023883","ICN00023883 ICN00023883_1","Dicotyledon","1210","América do Sul",NA,NA,"Morro da Polícia",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:41:59-03","UFRGS","ICN","041984","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Fleig, M","1976","10","21","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023901","ICN00023901","Dicotyledon","295","América do Sul",NA,NA,"Teresópolis","flores azuis","29946","auto",NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:42:00-03","UFRGS","ICN","118608","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Neubert, C","1998","11","02","Brasil","RS","Terra de Areia","-50.07080078125","-29.5853004455566",NA,NA,"ICN00023877","ICN00023877","Dicotyledon","s.n.","América do Sul",NA,NA,"próximo a lagoa Itapeva",NA,"32697","auto",NA,NA,NA,NA,NA,NA,NA
"67","2021-02-08 12:42:00-03","UFRGS","ICN","116863","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Pinheiro, M","1999","11","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00023873","ICN00023873","Dicotyledon","234","América do Sul",NA,NA,"entrada para a praia Paraíso",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:42:00-03","UFRGS","ICN","118610","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Muller, S; Venturi, S","1998","10","10","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"ICN00023881","ICN00023881","Dicotyledon","s.n.","América do Sul",NA,NA,"fazenda Santa Fé",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:42:00-03","UFRGS","ICN","138587","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS",NA,NA,NA,"Hughes, CE","2004","11","27","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,"ICN00023897","ICN00023897 ICN00023897_1","Dicotyledon","2508","América do Sul",NA,NA,"estrada Interpraias Praia Rota do Sol",NA,"15157","auto",NA,NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:42:00-03","UFRGS","ICN","135882","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS",NA,NA,NA,"Miotto, STS","2004","11","04","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,"ICN00023886","ICN00023886","Dicotyledon","2210","América do Sul",NA,NA,"Praia Marambaia Av. Paraguaçu","Flores roxas, estandarte com mancha branca","15157","auto",NA,NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:42:00-03","UFRGS","ICN","155694","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Hagelund, K","1975","10","18","Brasil","RS","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"ICN00024227","ICN00024227","Dicotyledon","9442","América do Sul",NA,NA,"Granja Faxinal","Doação do Herbário Karner Hagelund.","29956","auto",NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:42:00-03","UFRGS","ICN","069852","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Lima, DA","1976","10","18","Brasil","RS","Caçapava do Sul","-53.4914016723633","-30.5121994018555",NA,NA,"ICN00023879","ICN00023879","Dicotyledon","s.n.","América do Sul",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:42:00-03","UFRGS","ICN","131196","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Kinupp, VF; Jarenkow, JA","2003","10","04","Brasil","RS","Capão da Canoa","-50.0097007751465","-29.7455997467041",NA,NA,"ICN00024236","ICN00024236 ICN00024236_1","Dicotyledon","2758","América do Sul",NA,NA,"próximo ao Morro Alto","Erva; 0,20 m; flores róseas e frutos verdes; nódulos nas raízes ativos - quando cortados evidenciando leghemoglobina (pigmento vermelho); planta com cheiro de jeijão; ornamental e fertilizante do solo (Fixação Biológica de Nitrogênio -","15808","auto",NA,NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:42:00-03","UFRGS","ICN","117038","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Miotto, STS; Pinheiro, M","1999","11","23","Brasil","RS","Cidreira","-50.2056007385254","-30.1811008453369",NA,NA,"ICN00023894","ICN00023894","Dicotyledon","1813","América do Sul",NA,NA,"Km 1 ao lado da lagoa da Fortaleza",NA,"19547","auto",NA,NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:42:00-03","UFRGS","ICN","113915","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Matzenbacher, NI","1997","11","02","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"ICN00023895","ICN00023895","Dicotyledon","s.n.","América do Sul",NA,NA,"Fazenda São Maximiano, BR 116, km 307","flores e frutos; campo pedregoso","28343","auto",NA,NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:41:59-03","UFRGS","ICN","048689","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Miotto, STS","1980","11","13","Brasil","RS","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"ICN00023884","ICN00023884","Dicotyledon","s.n.","América do Sul",NA,NA,"Fazenda São Maximiano, BR 116, km 32",NA,"28343","auto",NA,NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:42:00-03","UFRGS","ICN","117049","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Flores, A","1998","10","20","Brasil","RS","Osório","-50.2696990966797","-29.8866996765137",NA,NA,"ICN00023874","ICN00023874","Dicotyledon","232","América do Sul",NA,NA,"estrada para o Palmital",NA,"27350","auto",NA,NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:42:00-03","UFRGS","ICN","117050","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Ritter, MR","1999","11","06","Brasil","RS","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"ICN00023890","ICN00023890","Dicotyledon","1079","América do Sul",NA,NA,"junto ao rio Capivari próximo a entrada da cidade",NA,"31350","auto",NA,NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:42:00-03","UFRGS","ICN","118615","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Miotto, STS","1992","11","20","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023888","ICN00023888 ICN00023888_1 ICN00023888_2","Dicotyledon","s.n.","América do Sul",NA,NA,"morro da Polícia",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:41:59-03","UFRGS","ICN","046558","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Oliveira, ML","1979","10","30","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023899","ICN00023899","Dicotyledon","513","América do Sul",NA,NA,"Morro da Polícia","flores lilás e branco; campo na encosta sul do morro, solo mais ou menos úmido","29946","auto",NA,NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:42:00-03","UFRGS","ICN","093211","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Wagner, HL","1991","11","01","Brasil","RS","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"ICN00023880","ICN00023880","Dicotyledon","2473","América do Sul",NA,NA,"Morro da Polícia",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:42:00-03","UFRGS","ICN","118613","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Vera Suzin; Neves, Luiz F M","1997","11","24","Brasil","RS","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,"ICN00023885","ICN00023885","Dicotyledon","s.n.","América do Sul",NA,NA,"Corredor do Bolacha",NA,"82892","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:42:00-03","UFRGS","ICN","117048","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Flores, A","1998","10","17","Brasil","RS","Rondinha","-52.9096984863281","-27.8281002044678",NA,NA,"ICN00023878","ICN00023878","Dicotyledon","214","América do Sul",NA,NA,"caneiro de acesso a praia Estrada do Mar",NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:41:59-03","UFRGS","ICN","033579","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Miotto, STS","1976","12","10","Brasil","RS","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,"ICN00023902","ICN00023902 ICN00023902_1","Dicotyledon","328","América do Sul",NA,NA,"estrada para São Francisco de Assis, 25km após Santiago","flores lilás","56006","auto",NA,NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:42:00-03","UFRGS","ICN","117037","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Miotto, STS; Pinheiro, M","1999","11","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00023891","ICN00023891","Dicotyledon","234","América do Sul",NA,NA,"entrada para a praia Paraíso",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:42:00-03","UFRGS","ICN","118612","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Miotto, STS","1998","12","15","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00023887","ICN00023887","Dicotyledon","1685","América do Sul",NA,NA,"estrada para o Camping Itapeva 800m antes do camping",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"87","2021-02-08 12:42:00-03","UFRGS","ICN","118611","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Muller, S; Venturi, S","1998","10","09","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"ICN00023892","ICN00023892","Dicotyledon","s.n.","América do Sul",NA,NA,"fazenda Santa Fé",NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA
"88","2021-02-08 12:42:00-03","UFRGS","ICN","116817","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Pinheiro, M",NA,NA,NA,"Pinheiro, M","1999","09","20","Brasil","RS","Xangri-lá","-50.0435981750488","-29.8008003234863",NA,NA,"ICN00023875","ICN00023875 ICN00023875_1","Dicotyledon","165","América do Sul",NA,NA,"praia do Arpoador campo de futebol da Av. Paraguaçu",NA,"7917","auto",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-08 12:41:59-03","UFRGS","ICN","030230","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Santos, MP","2001","03",NA,"Porto, ML","1975","11","14","Brasil","RS",NA,NA,NA,NA,NA,"ICN00023896","ICN00023896","Dicotyledon","1763","América do Sul",NA,NA,"São Luiz-São Borja, BR 285","flores de azul a brancas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-08 12:41:59-03","UFRGS","ICN","030269","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS","1991","09",NA,"Porto, ML; et. al","1975","11","14","Brasil","RS",NA,NA,NA,NA,NA,"ICN00023898","ICN00023898","Dicotyledon","1804","América do Sul",NA,NA,"São Francisco de Assis para Alegrete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2021-02-08 12:42:00-03","UFRGS","ICN","146098","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Miotto, STS",NA,NA,NA,"Miotto, STS","2005","11","14","Brasil","RS","Porto Alegre","-51.1175","-30.191389","-51.1175","-30.191389","ICN00023904","ICN00023904","Dicotyledon","2243","América do Sul",NA,NA,"Morro São Pedro 30°11'29 9''S 51°07'03 5''W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-02-08 12:42:00-03","UFRGS","ICN","165374","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Silva Filho, PJS; Miotto",NA,NA,NA,"Silva Filho, PJS","2008","10","04","Brasil","RS","Viamão","-51.017778","-30.019444","-51.017778","-30.019444","ICN00023872","ICN00023872","Dicotyledon","518","América do Sul",NA,NA,"Bairro Tarumã região de entorno do Lago Tarumã.-30.069521 -51.017783","Flores azuis com linhas brancas; Canteiro entre as ruas",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-02-08 12:42:00-03","UFRGS","ICN","180916","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Silva Filho, PJS","2015","01",NA,"Silva Filho, PJS; Macedo, RB","2014","08","05","Brasil","RS","São Gabriel","-54.020556","-30.582778","-54.020556","-30.582778","ICN00023870","ICN00023870","Dicotyledon","2074","América do Sul",NA,NA,"Cerro do Ouro","Flores lilases; Campo seco/rupestre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-02-18 17:08:32-03","FEPAGRO","BLA","2227","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","A. Burkart","1964","01","01","I. L. Barreto","1961","10","19","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,"BLA002227",NA,"Spermatophyta",NA,NA,NA,NA,"Nova Faculdade - Instituto de Plantas Forrageiras","Habitat: Em campos pastorejados","28343","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-18 17:08:32-03","FEPAGRO","BLA","179","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","B. Rambo",NA,NA,NA,"C. B. Torres","1946","12","10","Brasil","Rio Grande do Sul","Rio Grande","-52.0985984802246","-32.0349998474121",NA,NA,"BLA000179",NA,"Spermatophyta",NA,NA,NA,NA,"Est.Exp. De Horticultura","Habitat: Io topo seco","82892","auto",NA,"5","5",NA,NA,NA,NA
"96","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","18978","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Abruzzi, M.L.","1983","10",NA,"Brasil","Rio Grande do Sul","Arroio dos Ratos","-51.7291984558105","-30.0771999359131",NA,NA,"HAS0018978",NA,"Magnoliophyta","832",NA,NA,NA,"Cerca de 12 km de Quaraí , Na rodovia para Alegrete","Flores lilás - azuladas.","29956","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83006","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Frosi, R.","1985","09",NA,"Brasil","Rio Grande do Sul","Capão da Canoa","-50.0097007751465","-29.7455997467041",NA,NA,"HAS0083006",NA,"Magnoliophyta","484",NA,NA,NA,"Nas duna de areia",NA,"15808","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83010","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Mondin, C.","1987","10",NA,"Brasil","Rio Grande do Sul","Torres (Arroio do Sal - RS)",NA,NA,NA,NA,"HAS0083010",NA,"Magnoliophyta","244",NA,NA,NA,"Rondinha Velha, Num Capão distante cerca de 400m de mar","Flores azuis, frutos imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","83005","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Mattos, J.","1984","10",NA,"Brasil","Rio Grande do Sul","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,"HAS0083005",NA,"Magnoliophyta","26090",NA,NA,NA,"Cerca de 12 km de Quaraí , Na rodovia para Alegrete",NA,"74636","auto",NA,NA,NA,NA,NA,NA,NA
"100","2020-08-26 10:48:59-03","MCN-FZBRS","HAS","30871","PreservedSpecimen","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Silveira, N.","1990","12",NA,"Brasil","Rio Grande do Sul","Tavares","-51.0936012268066","-31.2872009277344",NA,NA,"HAS0030871",NA,"Magnoliophyta","10772",NA,NA,NA,"PARNA Lagoa do Peixe, Fazenda Haroldo Brum","Flor lilás, azulada e fruto verde.","26882","auto",NA,NA,NA,NA,NA,NA,NA
"101","2019-11-21 10:05:56-03","IBt","SP","26619","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Herter; Schulz; Strahl","1925","10",NA,"Uruguai","Montevideo","Cerro",NA,NA,NA,NA,"SP027355","SP027355",NA,"454A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:05:56-03","IBt","SP","28467","S","Plantae","Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.","Hoehne, FC",NA,NA,NA,"Deslandes, J",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"SP027354","SP027354",NA,"58",NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"103","2015-11-06 19:29:48-02","UM","RECOLNAT_UM_MPU","MPU021928","PreservedSpecimen",NA,"Fabaceae","Lupinus","linearis","Lupinus linearis","Desr.",NA,NA,NA,NA,"Commerson, P.",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"MPU021928",NA,NA,NA,NA,NA,NA,"Montevideo","Env. à M. Bauch en 1787. Feuille de l'herbier Thouin. Lin. n° 732 <a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu021928' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"isotype","hb",NA,NA
