"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","stateProvince","relatedCatalogItem","month","day","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","sex"
"52","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616140","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Richard",NA,NA,NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616140' target='other'> <mi>dwc_moreinfo</mi></a>","P05616140","P05616140_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616141","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Saint-Hilaire",NA,"1816",NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616141' target='other'> <mi>dwc_moreinfo</mi></a>","P05616141","P05616141_01",NA,NA,NA,NA,NA,"Espírito Santo",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"B2 401",NA,NA
"54","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616143","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Gaudichaud",NA,"1831",NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616143' target='other'> <mi>dwc_moreinfo</mi></a>","P05616143","P05616143_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"1","1",NA,NA,NA,NA,NA,NA,NA,"892",NA,NA
"55","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616144","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616144' target='other'> <mi>dwc_moreinfo</mi></a>","P05616144","P05616144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1086",NA,NA
"56","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616145","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616145' target='other'> <mi>dwc_moreinfo</mi></a>","P05616145","P05616145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1086",NA,NA
"57","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616146","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616146' target='other'> <mi>dwc_moreinfo</mi></a>","P05616146","P05616146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1086",NA,NA
"58","2015-09-04 17:33:02-03","MNHN","RECOLNAT_MNHN_P","P00130529","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","Peyr.","Lombardi","Glaziou, A.",NA,"1870",NA,"Brésil","Rio de Janeiro : Praia Grande",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00130529' target='other'> <mi>dwc_moreinfo</mi></a>","P00130529","P00130529_01",NA,NA,NA,NA,NA,NA,NA,"12","14",NA,NA,NA,NA,NA,NA,NA,"18159",NA,NA
"59","2015-09-05 09:27:13-03","MNHN","RECOLNAT_MNHN_P","P05616139","PreservedSpecimen",NA,NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.",NA,"Glaziou, A.",NA,"1871",NA,"Brasil","Restiga de Copacabana.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05616139' target='other'> <mi>dwc_moreinfo</mi></a>","P05616139","P05616139_01",NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"10","12","Rio de Janeiro","57442","auto",NA,NA,NA,NA,"4956",NA,NA
"60","2020-12-11 11:34:31-03","UFMG","BHCB","34406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:34:31-03","UFMG","BHCB","34455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:34:31-03","UFMG","BHCB","34406","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:34:31-03","UFMG","BHCB","34455","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-11 11:34:31-03","UFMG","BHCB","34501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-12-11 11:34:31-03","UFMG","BHCB","34501","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-11 11:34:31-03","UFMG","BHCB","48747","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:34:31-03","UFMG","BHCB","49065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:34:31-03","UFMG","BHCB","49066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:34:31-03","UFMG","BHCB","62624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Schwacke, CAW; Araújo","s.n.",NA,"Southern America","Brasil",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"Rio Novo","14119","auto",NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","879859","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Jennifer P. Hedin (MO)","Auguste F.M. Glaziou","Glaziou 18159","1891","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","879860","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"George Gardner","Gardner 745","1837","South America","Brazil","Jurujuba Bay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","879855","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Jennifer P. Hedin (MO)","Auguste F.M. Glaziou","Glaziou 4957","1872","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2009-10-26 23:35:00-02","MO","MOBOT","163757","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J.P. Talbot","Ludwig Riedel","Riedel 24",NA,"South America","Brazil","Brazilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","164714","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","A.C. Smith","Wilkes U.S. South Pacific Exploring Expedition","Wilkes U.S. South Pacific Exploring Expedition s.n.","1838","South America","Brazil","near Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2011-02-23 16:00:00-03","MO","MOBOT","2987292","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Jennifer P. Hedin","John Miers","Miers s.n.",NA,"South America","Brazil","Turcjube _Rio De Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","879846","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Jennifer P. Hedin (MO)","Allan Cunningham","Cunningham s.n.",NA,"South America","Brazil","Sao Paulo.","-46.6361111","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","879848","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Friendria [GENERIC]","Friendria [GENERIC] 544","1819","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2011-02-10 10:41:00-02","MO","MOBOT","879851","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"George Gardner","Gardner 5390","1837","South America","Brazil","Jurujuba Bay.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2012-05-08 09:27:00-03","MO","MOBOT","879861","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"João Geraldo Kuhlmann","Kuhlmann 6006","1940","South America","Brazil","Barra da Lagoa da Gavea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"2","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2012-04-12 05:10:00-03","MO","MOBOT","879862","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"F. Allemão","Allemão e Cysneiro s.n.","1860","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2008-05-27 22:02:00-03","MO","MOBOT","879863","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Gomes, A.","Gomes s.n.","1836","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2008-05-27 22:02:00-03","MO","MOBOT","879865","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"C. Gaudichaud-Beaupré","Gaudichaud-Beaupré 852","1833","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2009-10-26 23:35:00-02","MO","MOBOT","879870","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Ludwig Riedel","Riedel s.n.","1829","South America","Brazil","near Sebastianopolim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-10-26 23:35:00-02","MO","MOBOT","879871","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Ludwig Riedel","Riedel 1086","1832","South America","Brazil","Brasilia.","-47.91666","-15.78333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Distrito Federal",NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","11477",NA,"Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J. A. Lombardi/Fev.-2003","V. Demuner; et al","547","2000",NA,"Brasil","Várzea Alegre","-40.795833","-19.887222",NA,"Trepadeira 4m de altura, botoes florais, flores com pétalas de cor marrom. Interior de mata, sombreado.","MBML011477","MBML011477",NA,NA,NA,NA,NA,"Espírito Santo",NA,"01","19","Santa Teresa",NA,NA,"40W47'45","19S53'14",NA,NA,NA,NA,NA
"86","2020-07-10 09:45:02-03","MBML","MBML-HERBARIO","13200",NA,"Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J. A. Lombardi/Fev.-2003","V. Demuner; et al","1299","2000",NA,"Brasil","Várzea Alegre","-40.795833","-19.887222",NA,"Trepadeira 10m de altura sobre árvores, frutos de cor verde. Interior de mata.","MBML013200","MBML013200",NA,NA,NA,NA,NA,"Espírito Santo",NA,"07","27","Santa Teresa",NA,NA,"40W47'45","19S53'14",NA,NA,NA,NA,NA
"87","2020-01-30 12:40:15-03","UFES","SAMES-CARPOTECA","90075","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Pereira,O.J.; Lemes,B.X.;Penha,J.S.;Firmino,A.","9276","2019",NA,"Brasil","Aldeia do coco.","-39.753056","-18.795833",NA,"Fruto amarelo.","SAMEScarpo90075",NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,"09","03","São Mateus",NA,NA,"39º45'11''W","18º47'45''S",NA,NA,NA,NA,NA
"88","2020-06-15 15:29:56-03","UNESP-RC","HRCB","60294","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Lombardi, J.A.","Pereira, O.J.","2374","1991",NA,"Brasil",NA,"-40.419722","-20.264167",NA,"Planta de 2m de altura.",NA,NA,NA,"2013","06",NA,NA,"Espírito Santo",NA,"08","21","Cariacica",NA,NA,"40º25'11W","20º15'51S",NA,NA,NA,NA,NA
"89","2020-06-15 15:29:56-03","UNESP-RC","HRCB","47062","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Lombardi, J.A.","Costa, J.","484","2004",NA,"Brasil","Estrada Jacinto-Salto da Divisa","-40.106389","-16.120556",NA,"Liana. Folhas coriáceas, discolores. Flores com sépalas verdes, pétalas verde amareladas, anteras amarelas",NA,NA,NA,"2005","06",NA,NA,"Minas Gerais",NA,"01","23","Jacinto",NA,NA,"40º6'23W","16º7'14S","189","189",NA,NA,NA
"90","2020-06-15 15:29:56-03","UNESP-RC","HRCB","74080","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J.A. Lombardi","Braga",NA,NA,NA,"Brasil","Setiba, Parque Estadual Césas Vinha","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,"Guarapari","28401","auto",NA,NA,NA,NA,NA,NA,NA
"91","2020-06-15 15:29:56-03","UNESP-RC","HRCB","50507","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Lombardi, J.A.","Souza, V.C.","32486","2006",NA,"Brasil","Estrada entre Marataízes e Piúma","-40.7219009399414","-20.8377990722656",NA,"Liana lenhosa; flores verde amareladas",NA,NA,NA,"2008","10",NA,NA,"Espírito Santo",NA,"11","29","Piúma","11958","auto",NA,NA,NA,NA,NA,NA,NA
"92","2018-10-09 16:31:09-03","UFLA","ESAL","19497","S","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Machado, ELM","s.n.",NA,NA,"Brasil","Mata da Lagoa","-44.999444","-21.245278",NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"Lavras",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"93","2021-03-03 13:56:11-03","UFF","NIT","NIT10378","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","T. Fernandes","T. Fernandes","211","2018",NA,"Brasil","Trilha para Pedra do Macaco.","-42.8185997009277","-22.9193992614746",NA,"Arbusto, 2 m. Flores amarelas transparentes. Frutos verdes.","NIT00001612",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,"05","08","Maricá","20726","auto",NA,NA,NA,NA,NA,NA,NA
"94","2021-03-03 13:56:11-03","UFF","NIT","NIT10131","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J.M.A. Braga","T. Fernandes","158",NA,NA,"Brasil",NA,"-43.1035995483398","-22.88330078125",NA,"Liana, folhas levemente discolores, flores amarelas e transparentes, botões verdes.","NIT00001365",NA,NA,"2018","01","04",NA,"Rio de Janeiro",NA,NA,NA,"Niterói","14785","auto",NA,NA,NA,NA,NA,NA,NA
"95","2021-02-25 10:11:47-03","CVRD","CVRD","15779","PreservedSpecimen","Plantae","Magnoliophyta","Celastrales","Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Geovane S. Siqueira","Saporetti, A.W.J","22","2016","América do Sul","BRASIL","Propr. Sr. Valdemar Borges, árvore crescendo ao lado oposto da estr. da trilha que da acesso a unidade amostral.","-39.896111","-19.431111",NA,"Floresta de restinga sobre terreno fluvial. <ll>dwc_commonname:</ll> NOME ?","CVRD015779",NA,"Magnoliopsida","2017","12","01",NA,"ES",NA,"07","13","Linhares",NA,NA,"39°53'46,0W","19°25'52,0S",NA,NA,NA,NA,NA
"96","2020-09-12 05:00:02-03","US","US","16483","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocastanaceae","Salacia","arborea","Salacia arborea",NA,NA,"L. Riedel","1086",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US01867479","US01867479_01 US01867479_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","288622","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocastanaceae","Salacia","arborea","Salacia arborea",NA,NA,"F. Sellow","s.n.",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US01867480","US01867480_01 US01867480_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","16492","PreservedSpecimen","Plantae",NA,"Celastrales","Hippocastanaceae","Salacia","arborea","Salacia arborea",NA,NA,"Wilkes Explor. Exped.","s.n.","1838","South America - Neotropics","Brazil","Rio Janeiro, Brazil",NA,NA,NA,NA,"US00991041","US00991041_01 US00991041_02","Dicotyledonae",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-10-15 09:53:48-03","UFPR","EFC","16260","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","Souza, I.","Souza, I.; Couto, A.C.P.","216","2017",NA,"Brasil","APA do Morro do Leme","-43.1614","-22.1614",NA,"Árvore 3 m, flores de coloração parda. Floresta Ombrófila Densa","EFC016260",NA,NA,"2018","01","16",NA,"Rio de Janeiro",NA,"01","17","Rio de Janeiro",NA,NA,"-43.1614","-22.1614","57","57",NA,NA,NA
"100","2019-11-13 11:17:46-03","USP","SPF","205295","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.","Cavalcanti, ACS","Cavalcanti, ACS","319","2009",NA,"Brasil",NA,"-42.293611","-22.937222",NA,NA,"SPF00205295",NA,NA,"2009",NA,NA,NA,"Rio de Janeiro",NA,"01","31","Araruama",NA,NA,"-42.293611","-22.937222",NA,NA,NA,NA,NA
"101","2019-11-13 11:17:46-03","USP","SPF","205304","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.","Cavalcanti, ACS","Cavalcanti, ACS","250","2008",NA,"Brasil","Praia Seca","-42.290556","-22.937222",NA,NA,"SPF00205304",NA,NA,"2008",NA,NA,NA,"Rio de Janeiro",NA,"08","23","Araruama",NA,NA,"-42.290556","-22.937222",NA,NA,NA,NA,NA
"102","2019-11-13 11:17:46-03","USP","SPF","20785","PreservedSpecimen","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Leandro) Peyr.","Lombardi, JA","Pinheiro, RJ","2313","1973",NA,"Brasil",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"SPF00020785",NA,NA,"2001","03",NA,NA,"Espírito Santo",NA,"11","27","Linhares","48094","auto",NA,NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:24:00-03","UEFS","HUEFS","77754","PreservedSpecimen","Plantae","Angiospermae","Celastrales","Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.","J.A.Lombardi","Costa, J.","484","2004",NA,"Brasil","Estrada Jacinto-Salto da Divisa, ca. 24 km de Jacinto. Lado esquerdo.","-40.106389","-16.120556",NA,NA,"HUEFS0077754","HUEFS0077754","Rosanae","2007","05",NA,NA,"Minas Gerais",NA,"01","23","Jacinto",NA,NA,"40W6'23''","16S7'14''","189","189",NA,NA,NA
"104","2018-11-12 13:18:41-02","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Salacia","arborea","Salacia arborea",NA,"RRC ID Flag","C. Gaudichaud","852",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"852",NA,NA
"105","2019-09-04 18:46:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Salacia","arborea","Salacia arborea",NA,NA,"F. Sellow",NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2015-03-13 19:24:56-03","F","FMNH-SEEDPLANTS","V0277481F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Celastraceae","Salacia","arborea","Salacia arborea",NA,NA,NA,NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0277481F","V0277481F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2020-07-23 12:08:51-03","CEPLAC","CEPEC","9579","PreservedSpecimen","Plantae",NA,NA,"Hippocrateaceae","Salacia","arborea","Salacia arborea",NA,"J. A. Lombardi","R. S. Pinheiro","2313","1973",NA,"Brasil","Km 15 da Rod. Linhares para Povoação.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Espírito Santo","30/01/2004","11","27","LINHARES","48094","auto",NA,NA,NA,NA,NA,NA,NA
"108","2017-09-11 17:09:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Sello, HL","s.n.",NA,"Southern America","Brazil","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2017-09-11 17:09:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Celastraceae","Salacia","arborea","Salacia arborea","(Schrank) Peyr.",NA,"Riedel, L","1086",NA,"Southern America","Brazil","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
