"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","individualCount","dayIdentified","fieldNumber","typeStatus"
"52","2015-09-05 12:14:09-03","MNHN","RECOLNAT_MNHN_P","P06783350","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Warming",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Caraí","Carahy.","-41.6946983337402","-17.1888999938965","hb","Herbier de A. Glaziou donné par Mme. Simard, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06783350' target='other'> <mi>dwc_moreinfo</mi></a>","P06783350","P06783350_01",NA,NA,NA,NA,"40344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2015-09-05 12:14:09-03","MNHN","RECOLNAT_MNHN_P","P06783356","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Sucre, D.",NA,"1968","11","14",NA,"Brasil","Rio de Janeiro","Cabo Frio","Praia do Pero","-42.0186004638672","-22.8794002532959","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06783356' target='other'> <mi>dwc_moreinfo</mi></a>","P06783356","P06783356_01",NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,"3624",NA
"54","2015-09-05 12:14:09-03","MNHN","RECOLNAT_MNHN_P","P06783349","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Glaziou",NA,"1875","9","13",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Prés de la Penha","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard sa file, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06783349' target='other'> <mi>dwc_moreinfo</mi></a>","P06783349","P06783349_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,"8314",NA
"55","2015-09-05 12:14:09-03","MNHN","RECOLNAT_MNHN_P","P06783352","PreservedSpecimen",NA,NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Nadeaud",NA,"1862","7","1",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Sables maritimes de Copa-cabana","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06783352' target='other'> <mi>dwc_moreinfo</mi></a>","P06783352","P06783352_01",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-02-11 17:21:27-03","UFPR","UPCB","47290","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Cas.) Reiss.","Guimarães, O.A.","Cervi, A.C.","6003","1995","11","01",NA,"Brasil","Santa Catarina","Porto Belo","Pereque","-48.5531005859375","-27.1578006744385",NA,"Arbusto lenhosa, flores avermelhadas, planta sujeita a borrifos de água salgada, costão rochoso..",NA,NA,NA,NA,"2003","11","13032","auto",NA,NA,NA,NA,NA,"10",NA,NA
"57","2011-03-22 11:55:00-03","MO","MOBOT","1896818","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Ronald Liesner","Ludwig Riedel","Riedel s.n.","1821",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Isoneotype"
"58","2018-06-22 05:25:00-03","MO","MOBOT","2476306","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Pe. Raulino Reitz","Reitz 5138","1953","1","8","South America","Brazil","Santa Catarina",NA,"Praia Braba, restinga",NA,NA,NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2009-07-17 17:34:00-03","MO","MOBOT","3022238","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Ronald Liesner","Per Dusén","Dusén s.n.","1916",NA,NA,"South America","Brazil",NA,NA,"Sta. Catherine in cmapo hand procul a Rio Capin 1st.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","3022413","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Ronald Liesner","Gert G. Hatschbach","Hatschbach 24743","1970",NA,NA,"South America","Brazil","Paraná",NA,"Ponta da Pita ( mun. Antonina).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-01-10 20:50:48-03","INPA","INPA","213120","S","Plantae","Dicotyledon Rosids","Rosales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Mattos, M","R74458","1922","01",NA,"Southern America","Brasil","Distrito Federal",NA,"Braz de Pina.",NA,NA,NA,NA,"INPA0213120","INPA0213120 INPA0213120_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-07-10 09:49:01-03","MBML","MBML-HERBARIO","45954",NA,"Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","Reissek","F.L.Santos, J.Freitas & A.M.Assis/2010","F. L. Santos; R. Raton & A.P. Junior","164","2010","04","24",NA,"Brasil","Espírito Santo","Piúma","Ilha do Meio","-40.726389","-20.849167",NA,"Frutos jovens verdes e maduros vináceo. Restinga","MBML045954",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W43'35","20S50'57",NA,NA,NA,NA
"63","2020-11-18 11:50:01-03","UERJ","HRJ","11965","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","J. Augusto; J. Card","J. Augusto; J. Cardoso","309","1984","06","03",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Baía de Guanabara.","-43.2075004577637","-22.9027996063232",NA,NA,"HRJ00012861",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-02-09 10:13:48-03","UENF","HUENF","1232","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Gaglianone, M.C.; Bernardino, A.S.; Cesário, L.F.","114","2003","05","22",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,NA,"HUENF00001234",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"65","2021-02-09 10:13:48-03","UENF","HUENF","903","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Assumpção, J.; Nascimento, M.T.","21","1995","12","03",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,NA,"HUENF00000905",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"66","2021-02-09 10:13:49-03","UENF","HUENF","9163","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Endriger, F.B.",NA,"2010","08","11",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,NA,"HUENF00009167",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''w","21º44'24''s",NA,NA,NA,NA
"67","2021-02-09 10:13:48-03","UENF","HUENF","181","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Assumpção, J.; Nascimento, M.T.","21","1995","12","03",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,"Planta de aproximadamente encontrada no centro de um moita na formação de clusia. Presença de fruto e flor.","HUENF00000183",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"68","2021-02-09 10:13:48-03","UENF","HUENF","5968","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Evaristo, V.T.","117","2003","05","22",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,"(sp.079-1232)","HUENF00005971",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"69","2021-02-09 10:13:48-03","UENF","HUENF","222","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Nascimento, M.T.; Assumpção, J.","45","1996","03","04",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,"Arbustos, com poucos frutos, localizada na parte exposta ao sol da moita. Localizada na formação pós-praia a aproximadamente 550m do mar.","HUENF00000224",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"70","2021-02-09 10:13:48-03","UENF","HUENF","1231","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Gaglianone, M.C.; Bernardino, A.S.; Cesário, L.F.","113","2003","05","22",NA,"Brasil","Rio de Janeiro","São João da Barra","Restinga de Iquipari Reserva Particular do Patrimônio Natural Fazenda Caruara","-41.031111","-21.74",NA,NA,"HUENF00001233",NA,"4","4",NA,NA,NA,NA,NA,NA,"41º1'52''W","21º44'24''S",NA,NA,NA,NA
"71","2021-02-09 10:13:48-03","UENF","HUENF","7765","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Fraga, M.M.A.C.","25","2007","11","14",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Restinga do Xexé","-41.3244018554688","-21.7541999816895",NA,"Moita P4;","HUENF00007769",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-09 10:13:48-03","UENF","HUENF","7646","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Fraga, M.M.A.C.",NA,"2007","10","30",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Restinga do Xexé","-41.3244018554688","-21.7541999816895",NA,"Mata P1 03","HUENF00007650",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-09 10:13:48-03","UENF","HUENF","3071","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Fraga, M.M.A.C","9","2007","11","16",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Restinga do Xexé","-41.3244018554688","-21.7541999816895",NA,"formação de moita ; L5,M1","HUENF00003073",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-02-09 10:13:48-03","UENF","HUENF","8106","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Fraga, M.M.A.C.","50","2007","11","14",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Restinga do Xexé","-41.3244018554688","-21.7541999816895",NA,"Moita P3","HUENF00008110",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-02-09 10:13:48-03","UENF","HUENF","8107","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Fraga, M.M.A.C.","23","2007","11","07",NA,"Brasil","Rio de Janeiro","Campos dos Goytacazes","Restinga do Xexé","-41.3244018554688","-21.7541999816895",NA,"Mata P2","HUENF00008111",NA,NA,NA,NA,NA,"62761","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-09-12 05:00:02-03","US","US","2622777","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"D. Sucre & P. I. S. Braga","2610","1968","3","31","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Ilha Siri Pestana, Bahia de Sepetiba",NA,NA,NA,NA,"US01875516","US01875516_01 US01875516_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"77","2020-09-12 05:00:02-03","US","US","594469","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"-. Sellow","2047",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01875518","US01875518_01 US01875518_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"78","2020-09-12 05:00:02-03","US","US","2123348","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"R. Reitz","5138","1953","1","8","South America - Neotropics","Brazil","Itajaí",NA,"Praia Braba",NA,NA,NA,NA,"US01875515","US01875515_01 US01875515_02","5",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"79","2020-09-12 05:00:02-03","US","US","2123434","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"R. Reitz","5527","1953","2","5","South America - Neotropics","Brazil","Palhoça",NA,NA,NA,NA,NA,NA,"US01875512","US01875512_01 US01875512_02","5",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"80","2020-09-12 05:00:02-03","US","US","2142461","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"R. Reitz & Klein, R.","955/a","1953","9","24","South America - Neotropics","Brazil","Palhoça",NA,NA,NA,NA,NA,NA,"US01875513","US01875513_01 US01875513_02","2",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"81","2020-09-12 05:00:02-03","US","US","2622793","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"D. Sucre","3624","1968","11","14","South America - Neotropics","Brazil","Cabo Frio",NA,"Dunas da praia do Pero",NA,NA,NA,NA,"US01875519","US01875519_01 US01875519_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"82","2020-09-12 05:00:02-03","US","US","1483286","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"P. K. Dusén","14623","1914","3","23","South America - Neotropics","Brazil","Paranaguá",NA,"Paraná. Jacahehý.",NA,NA,NA,NA,"US01875514","US01875514_01 US01875514_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"83","2020-09-12 05:00:02-03","US","US","2592240A","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"G. Hatschbach","24743","1970","11","23","South America - Neotropics","Brazil","Antonina",NA,"Ponta da Pita",NA,NA,NA,NA,"US01875511","US01875511_01 US01875511_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","17134","PreservedSpecimen","Plantae",NA,"Rhamnales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"L. Riedel","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,"US01875517","US01875517_01 US01875517_02",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA,NA,NA
"85","2020-09-02 16:38:36-03","Cenargen","CEN","46551","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","M. Mathos","M. Mathos",NA,"1922","01","01",NA,"Brasil","RJ","RIO DE JANEIRO","Distrito Federal , Braz de Pina.","-43.2075004577637","-22.9027996063232","Exsicatas","Doação Museu Nacional Rio de janeiro - Cat. geral Nº 74458","CEN00046551","CEN00046551",NA,NA,"1922","01","57442","auto",NA,NA,NA,NA,"1",NA,NA,NA
"86","2019-11-13 11:29:41-03","USP","SPF","168725","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Guimarães, EF","Reis, RCC","230","2002","01","08",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00168725",NA,NA,NA,"2002","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:29:41-03","USP","SPF","198912","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Farney, C","Farney, C","4334","2000","12","05",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,"SPF00198912",NA,NA,NA,"2004","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-13 11:29:41-03","USP","SPF","81750","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Pirani, JR","Pirani, JR","2891","1993","05","16",NA,"Brasil","Rio de Janeiro","Arraial do Cabo",NA,"-42.0278015136719","-22.966100692749",NA,NA,"SPF00081750",NA,NA,NA,"1993",NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-13 11:29:41-03","USP","SPF","113263","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Anônimo","Lima, HC","2697","1986","10","07",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"SPF00113263",NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-13 11:29:41-03","USP","SPF","48155","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Pirani, JR","Oliveira Filho, EC","s.n.","1987","09",NA,NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"SPF00048155",NA,NA,NA,"1987",NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-13 11:29:41-03","USP","SPF","171670","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Lima, RB","Queiroz, LP","2577","1991","09","23",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"SPF00171670",NA,NA,NA,"2001","08","41977","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-10-07 09:36:34-03","UEFS","HUEFS","10101","PreservedSpecimen","Plantae","Angiospermae","Rosales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","R.Lima","Queiroz, L.P.de","2577","1991","09","23",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"HUEFS0010101","HUEFS0010101",NA,NA,"1998","12","41977","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA
"93","2019-09-04 18:49:10-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"94","2020-07-23 12:19:46-03","CEPLAC","CEPEC","45000","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola",NA,"O. J. Pereira","O. J. Pereira","1784","1988","08","30",NA,"Brasil","Espírito Santo","guarapari","Camburi.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,"30/12/1988",NA,NA,NA,NA,NA,NA
"95","2020-11-05 13:53:57-03","UNIRIO","HUNI","3521","PreservedSpecimen","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","C.F.C. de Sá","F.S.P. Silva; C.M.Patreze; O.J.Saggin Jr.","27","2014","05","16",NA,"Brasil","Rio de Janeiro","Cabo Frio","Restinga do Peró.","-41.983889","-22.836111",NA,"Amostragem em transecto. Material testemunho da dissertação de mestrado (PPGBIO-UNIRIO) de F.S.P Silva. Habitat: Restinga Habito: Arbusto","HUNI00003521",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41º59'2''W","22º50'10''S",NA,NA,NA,NA
"96","2020-08-20 20:42:00-03","UFSC","FLOR","18306","PreservedSpecimen","Plantae",NA,"Rosales","Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek","Falkenberg, D.B.","Falkenberg, D.B.; Souza, M.L.","4820","1989","06","06",NA,"Brasil","Santa Catarina","Florianópolis","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"arbusto espinhento, flor perianto verde-amarelado, anteras amarelas, Fruto Imaturo, imaturo verde, maduro roxo, 1,5m altura. Várias plantas na região. Flora Ilust. Cat. registra floração apenas no verão","FLOR0018306",NA,"2","2","1989",NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Gardner, G","1414","1838",NA,NA,"Southern America","Brazil","Alagoas",NA,"ad Alagoas",NA,NA,NA,NA,NA,"P11P1N0024 P11P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Luschnath, B","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arenosis maritimis et campestribus circa Rio de Janeiro",NA,NA,NA,NA,NA,"P11P1N0024 P11P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arenosis maritimis et campestribus circa Rio de Janeiro",NA,NA,NA,NA,NA,"P11P1N0024 P11P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:13:14-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Gaudichaud Beaupré, C","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arenosis maritimis et campestribus circa Rio de Janeiro",NA,NA,NA,NA,NA,"P11P1N0024 P11P1N0030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-11-26 10:01:03-03","IBt","SP","372029","S","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Reis, RCC","230","2002","01","08",NA,"Brasil","Rio de Janeiro","Armação de Búzios",NA,"-41.8816986083984","-22.7469005584717",NA,NA,NA,NA,NA,NA,NA,NA,"12927","auto",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-21 10:17:23-03","IBt","SP","13950","S","Plantae",NA,NA,"Rhamnaceae","Scutia","arenicola","Scutia arenicola","(Casar.) Reissek",NA,"Loefgren, A","CGG3146","1895","07","27",NA,"Brasil","São Paulo","São Sebastião","Beira praia.","-45.4099998474121","-23.7600002288818",NA,"Arbusto spinos. fol. subcrassa, fr. parvo.","SP007764","SP007764",NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA
