"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"140","2019-05-06 11:53:58-03","UFU","HUFU","58378","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Hemsing, P.K.B.; Hemsing, P.K.B.; Soares, P.N.; Deus, F.F. & Marzinek, J.","268","2010","09","22",NA,"Brasil","Minas Gerais","Estrada Diamantina-ConselheiroMata, Estrada Diamantina-Conselheiro, km 172.","-43.844444","-18.304167","1227","1227",NA,"Subarbusto, 1,5 m alt. Brácteas involucrais marrons. Flores e estilete lilases.; Campo rupestre.","HUFU00049587","HUFU00049587","Diamantina",NA,NA,NA,NA,NA,"-43.844444","-18.304167",NA,NA,NA,NA,NA
"141","2019-05-06 11:53:58-03","UFU","HUFU","58609","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, B.","Quaresma, A.S.; Costa, F.N.; Araújo, I.M.; Silva, B.G. & Andrino, C.O.","42","2009","12","11",NA,"Brasil","Minas Gerais","Parque Estadual Serra do Cabral, Lapa Pintada","-44.253333","-17.912222","1070","1070",NA,"Arbusto ca. de 2 metros de altura. Brácteas involucrais verdes com ápice vináceo. Flor lilás e branca, estigmas e antera lilás e branca.; Afloramento rochoso","HUFU00049586","HUFU00049586","Buenópolis",NA,NA,NA,NA,NA,"-44.253333","-17.912222",NA,NA,NA,NA,NA
"142","2019-08-08 09:59:28-03","UFU","HUFU","59527","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Sartori, M.A.","s.n","2005","09","19",NA,"Brasil","Minas Gerais","Serra de Minas",NA,NA,NA,NA,NA,NA,"HUFU00072440","HUFU00072440","Curumataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-27 11:33:30-03","UFU","HUFU","62032","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Marques, D.; Araújo, I.M. & Franco, I.M.","439","2012","03","14",NA,"Brasil","Minas Gerais","Parque Estadual do Birbiri, Morro do beija flor.","-43.602222","-18.181667","1395","1395",NA,"Subarbusto rosulados basais, ca. 1,5m. Brácteas involucrais enegrecidas com ápice verde, corola e estiletes púrpuros.; Campo rupestre, sobre afloramentos rochosos.","HUFU00049585","HUFU00049585","Diamantina",NA,NA,NA,NA,NA,"-43.602222","-18.181667",NA,NA,NA,NA,NA
"144","2020-11-27 11:33:30-03","UFU","HUFU","62034","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Marques, D.; Araújo, I.M. & Franco, I.M.","441","2012","03","14",NA,"Brasil","Minas Gerais","Parque Estadual do Birbiri, Vargem do cocho.","-43.602222","-18.181667","1239","1239",NA,"Subarbusto, ca. 1,5m. Brácteas subinvolucrais prateadas, brácteas involucrais marrons com o ápice esverdeado, corola, antera e estilete roxos. Planta visitada por formigas.; Campo rupestre sobre rocha.","HUFU00049583","HUFU00049583","Diamantina",NA,NA,NA,NA,NA,"-43.602222","-18.181667",NA,NA,NA,NA,NA
"145","2019-05-06 11:53:58-03","UFU","HUFU","63607","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Marques, D.; Franco, I.M. & Silva, K.R.","472","2012","06","27",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Estrada para o P.E. do Biribiri-Alto da Mãe Rita atrás da Casa dos Ventos.","-43.6125","-18.185278","1396","1396",NA,"Subarbusto, ca. 0,7 m alt. Roseta, ca. 0,2 m. Brácteas involucrais, cipsela e papus marrons.; Camop rupestre, afloramentos rochoso.","HUFU00049584","HUFU00049584","Diamantina",NA,NA,NA,NA,NA,"-43.6125","-18.185278",NA,NA,NA,NA,NA
"146","2019-05-06 11:53:58-03","UFU","HUFU","64566","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Marques, D.; Araújo, I.M.; Franco, I.M.; Silva, K.R.; Andrino, C.O. & Costa, L.B.","498","2012","09","19",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Trilha que vai da entrada do P.E. do Biribiri e vai até a Cachoeira dos Cristais-Varjão.","-43.608889","-18.210833","1231","1231",NA,"Subarbusto, ca. 1,2 m. alt. Brácteas involucrais e frutos marrons.; Campo rupestre.","HUFU00049588","HUFU00049588","Diamantina",NA,NA,NA,NA,NA,"-43.608889","-18.210833",NA,NA,NA,NA,NA
"147","2020-11-27 11:33:30-03","UFU","HUFU","75275","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Duarte, D.V.","Romero, R.","9004","2017","10","17",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, Km 187.","-43.706944","-19.066111",NA,NA,NA,"Arbusto ca. 2 m alt., inflorescências secas.; Campo rupestre, próximo a grande inselberg.","HUFU00072857","HUFU00072857","Diamantina","2017",NA,NA,"11","01","-43.706944","-19.066111",NA,NA,NA,NA,NA
"148","2019-05-06 11:53:58-03","UFU","HUFU","71616","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Chaves, D.A.","Chaves, D.A.; Rocha, T.; Brilhante, M. & Gomes, V.F.","190","2014","02","03",NA,"Brasil","Minas Gerais","Cadeia do Espinhaço, Módulo RAPELD Sempre Vivas. I e entorno, próximo à casa da brigada.","-43.802778","-17.904167","1274","1274",NA,"Sempre Vivas.; Complexo Rupestre.","HUFU00049578","HUFU00049578",NA,"2014",NA,NA,"07","29","-43.802778","-17.904167",NA,NA,NA,NA,NA
"149","2019-05-10 16:39:37-03","UFU","HUFU","72577","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Nakajima, J.N.","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","146","2016","06","17",NA,"Brasil","Minas Gerais","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 17km de Joaquim Felício.","-44.272778","-17.699722","1141","1141",NA,"Arbusto ca. 1,0 m de alt., capitulos com flores senescentes.; Campo rupestre.","HUFU00069215","HUFU00069215","Joaquim Felício","2019",NA,NA,"04",NA,"-44.272778","-17.699722",NA,NA,NA,NA,NA
"150","2020-11-27 11:33:30-03","UFU","HUFU","75159","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Duarte, D.V.","Zanuzzo, A.V.; Paranhos, G.M.; Chagas, L.F. & Machado, P.M.S.F.","30","2017","10","17",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, Km 187, próximo a grande inselberg.","-43.623056","-18.188611",NA,NA,NA,"Arbusto, brácteas involucrais creme, fruto creme, ca. 1m.; Campo rupestre.","HUFU00072841","HUFU00072841","Diamantina","2017",NA,NA,"11",NA,"-43.623056","-18.188611",NA,NA,NA,NA,NA
"151","2020-03-16 13:44:20-03","UFU","HUFU","79307","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Matinelli, G.; Pougy, N.; Fernandez, E. & Baez, C.","20468","2018","10","23",NA,"Brasil","Minas Gerais","Pico da Formosa","-42.821111","-15.238889","1800","1800",NA,"Saxícola, heliófila; folhas verde-claro com pelos alvacentos; inflorescência passada de cor castanha; capítulos castanhos.; Campo rupestre.","HUFU00077268",NA,"Monte Azul","2019",NA,NA,"11",NA,"-42.821111","-15.238889",NA,NA,NA,NA,NA
"152","2019-05-06 11:53:58-03","UFU","HUFU","70471","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Marques, D.","Machado, F.A.; Echternacht, L.; Sano, P.T.; Cota, M.M.T.; Roque, N.; Trovó, M.; et al .","12","2014","11","26",NA,"Brasil","Minas Gerais","Parque Nacional das Sempre-vivas., Fazenda dos álamos, cabeceira do córrego dos confins.","-43.761111","-17.6225","1172","1172",NA,"Erva com roseta de aproximadamente 20cm de diâmetro e capítulo roxo.; Afloramentos quatzídicos.","HUFU00059356","HUFU00059356","Olhos d'água","2017",NA,NA,"03",NA,"-43.761111","-17.6225",NA,NA,NA,NA,NA
"153","2019-05-06 11:53:58-03","UFU","HUFU","52488","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Soares, P.N.","Rosa, P.O.; Romero, R.; Mello, F.N.A. & Soares, P.N.","1214","2008","09","24",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, km 187.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Herbácea ca. de 2 m. Brácteas involucrais verdes, corola e filetes lilases.; Campo rupestre.","HUFU00049576","HUFU00049576","Diamantina","2009","101169","auto","09",NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-05-06 11:53:58-03","UFU","HUFU","25001","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Nakajima, J.N.; Romero, R.","3079","2001","03","29",NA,"Brasil","Minas Gerais","Estrada para Dostrito de Capivari","-43.3793983459473","-18.604700088501",NA,NA,NA,"Subarbusto ca. de 1,6 m. Brácteas involucrais prateadas, corola e ramos do estilete lilás, anteras arroxeadas.; Campo rupestre.","HUFU00049582","HUFU00049582","Serro",NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-05-06 11:53:58-03","UFU","HUFU","49978","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Santos, A.P.M.; Rosa, P.O.; Nakajima, J.N. & Mello, F.N.A.","488","2007","10","22",NA,"Brasil","Minas Gerais","Estrada para Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Arvoreta, ca. 1,5 m. Brácteas involucrais marrom.; Campo rupestre.","HUFU00049580","HUFU00049580","Joaquim Felício",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2019-05-06 11:53:58-03","UFU","HUFU","59529","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Guarçoni, E.; Sartori, M.A.","1003","2004","05","15",NA,"Brasil","Minas Gerais","Serra do Cabral, Pedra alta.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Subarbusto. Pétala lilás.; Campo graminóide úmido.","HUFU00049579","HUFU00049579","Joaquim Felício",NA,"37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-05-06 11:53:58-03","UFU","HUFU","67620","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Nakajima, J.N.","Andrade, I.R.; et al.","350","2012","05","15",NA,"Brasil","Minas Gerais","Brumas do Espinhaço e Ermo do Gerais, Levantamento florítico do RPPN Brumas do Espinhaço.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Herbáceo. Face abaxial das folhas com muitos tricomas brancos. Flores roxas.; Cerrado. Campo rupestre.","HUFU00049581","HUFU00049581","Santana do Riacho","2013","26557","auto","02",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-05-06 11:53:58-03","UFU","HUFU","57332","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Nakajima, J.N.","Souza, V.C.; Souza, J.P.; Capellari-Jr, L. & Scalon, V.R.","11723","1996","07","05",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo-Horizonte-Conceição do Mato Dentro, próximo à bifurcação para o morro do Pilar.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva até 50 cm de altura. Folhas acincentadas em roseta basal, flores liláses.; Campo rupestre.","HUFU00049577","HUFU00049577","Santana do Riacho","2010","26557","auto","08",NA,NA,NA,NA,NA,NA,NA,NA
"159","2017-09-11 17:08:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Martius, C","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in campis siccis montosis Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,"P06P2N0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2017-09-11 17:08:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"Habitat prov. Minas Geraes in campis siccis montosis Serra de Piedade",NA,NA,NA,NA,NA,NA,NA,"P06P2N0035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2014-09-23 11:01:12-03","G","G-DC","G00326681","S","Plantae",NA,NA,"Asteraceae","Vernonia","proteopsis","Vernonia proteopsis","DC.","CAT.HERB.PRODR.","Anon.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00326681",NA,NA,"2013",NA,NA,"01","01","-53.08972222","-10.77305556",NA,"ISOTYPUS of Vernonia proteopsis DC.",NA,NA,NA
"162","2019-11-21 10:01:13-03","IBt","SP","179421","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Cordeiro, I","Pirani, JR; Cordeiro, I; Wagner, HL; Hensold, N","CFSC8127","1982","03","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Fazenda Inhame (Serra Mineira)","-43.9","-15.916667",NA,NA,NA,NA,NA,NA,"Santana de Pirapama","1987",NA,NA,"11","13","-43.9","-15.916667",NA,NA,NA,NA,NA
"163","2019-11-21 10:01:13-03","IBt","SP","275574","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Simão Bianchini, R","Barros, F","2776","1993","05","01",NA,"Brasil","Minas Gerais","Serra do Cipó, Retiro do Alto do Palácio",NA,NA,"1300","1300",NA,NA,NA,NA,NA,"1995",NA,NA,"05","19",NA,NA,NA,NA,NA,NA,NA
"164","2019-11-21 10:01:13-03","IBt","SP","488403","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Otoni, TJO; Machado, ELM","Mello, TRB; et al.","168","2010","05","03",NA,"Brasil","Minas Gerais","Parque Nacional das Sempre Vivas, Fazenda do Seu Geraldão, acesso por Inhaí","-43.530833","-17.553889",NA,NA,NA,NA,NA,NA,"Diamantina","2015",NA,NA,"05","06","-43.530833","-17.553889",NA,NA,NA,NA,NA
"165","2019-11-21 10:01:13-03","IBt","SP","179396","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Simão Bianchini, R","Amaral, MCE; Furlan, A; Hensold, N","CFSC8422","1982","04","22",NA,"Brasil","Minas Gerais","Serra do Cipó, Retiro do Barbado, morro à esquerda do Rio Preto","-43.6814002990723","-18.8071994781494",NA,NA,NA,NA,NA,NA,"Congonhas do Norte","1995","30386","auto","05","19",NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 10:01:13-03","IBt","SP","361717","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, B","Vidal, J","s.n.","1949","07",NA,NA,"Brasil","Minas Gerais","Serra do Cipó","-43.7449989318848","-19.513599395752","1200","1200",NA,NA,NA,NA,"Jaboticatubas","2007","31264","auto","11","23",NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 10:01:13-03","IBt","SP","143477","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, B","Joly, AB; Semir, J; Ugadim, Y","CFSC345","1970","06","08",NA,"Brasil","Minas Gerais","Serra do Cipó, Entre Km 137-138 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752","1240","1240",NA,NA,NA,NA,"Jaboticatubas","2011","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 10:01:13-03","IBt","SP","143478","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Leitão Filho, HF","Joly, AB; Gemtchújnicov, I; Semir, J; Giulietti, AM; Joly, AM; Martins, F","CFSC1241","1972","03","06",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 131 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Jaboticatubas",NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-21 10:01:13-03","IBt","SP","121751","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Barroso, G","Irwin, HS; Fonseca, SF; Souza, R; Reis dos Santos, R; Ramos, J","27117","1970","03","07",NA,"Brasil","Minas Gerais","Serra do Cabral, Ca. 8 km W of Joaquim Felício","-44.1721992492676","-17.7574996948242","1200","1200",NA,NA,NA,NA,"Joaquim Felício","1972","37503","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-11-21 10:01:13-03","IBt","SP","199454","S","Plantae",NA,NA,"Asteraceae","Proteopsis","argentea","Proteopsis argentea","Mart. & Zucc. ex Sch.Bip.","Loeuille, BPF","Giulietti, AM; Wanderley, MGL; Varanda, E; Furlan, A; Harley, RM","CFCR4473","1984","07","14",NA,"Brasil","Minas Gerais","Pedra Menina, Morro do Ambrósio","-43.0092010498047","-18.2936000823975",NA,NA,NA,NA,NA,NA,"Rio Vermelho","2011","26996","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
