"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"136","2020-08-04 12:48:56-03","UFU","HUFU","45247","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Silva, M.A.O.; Grisi, P.U.; Caixeta, F.; et al.","1926","2006","07","12",NA,"Brasil",NA,NA,"Erva, ca. 1,5 m. Corola amarela com labelo marrom.","HUFU00030460",NA,NA,"Lindl.","Romero, R.","Minas Gerais","Capitólio","Região da represa de Furnas, Trilha da Pedreira Souza, ca. de 2 Km da BR MG 050.","-46.0499992370605","-20.6152992248535",NA,NA,"HUFU00030460","2007","11",NA,NA,NA,NA,"26","29474","auto",NA,NA,NA
"137","2019-05-06 12:01:20-03","UFU","HUFU","48326","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","4444","2007","05","22",NA,"Brasil",NA,NA,"Subarbusto, ca. 1 m. Brácteas verde, corola verde com detalhes vinho, labelo amarelo, fruto verde.; Cerrado rupestre.","HUFU00030461",NA,NA,"Lindl.","Romero, R.","Minas Gerais","Capitólio","Região de Furnas., Estrada para pereira, próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535",NA,NA,"HUFU00030461","2007","11",NA,NA,NA,NA,"26","29474","auto",NA,NA,NA
"138","2019-05-06 12:01:20-03","UFU","HUFU","24180","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mello-Silva, R.; Farinaccio, M.A. & Costa, F.N.","1712","1999","10","02",NA,"Brasil",NA,NA,"Pétalas amarelas com manchas cor de vinho. àpice ginostégio verde, poucos indivíduos floridos, alguns com frutos secos.; Campo limpo.","HUFU00035596",NA,NA,"Lindl.","Andrade, T.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Campo nos sopés da Serra Brava.","-46.3657989501953","-20.2453002929688","1400","1400","HUFU00035596","2005","02",NA,NA,NA,NA,"23","57119","auto",NA,NA,NA
"139","2019-05-06 12:01:20-03","UFU","HUFU","15996","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","2675","1997","08","20",NA,"Brasil",NA,NA,"Terrestre, ca. 0,6 m. Cálice e corola vinho, base amarelada, labelo amarelado, borda vinho e coluna esverdeada.; Campo rupestre.","HUFU00035597",NA,NA,"Lindl.","Batista, J.A.N.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque - Sacramento, morro após a nascente do rio São Francisco.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00035597","2000","02",NA,NA,NA,NA,"24","57119","auto",NA,NA,NA
"140","2019-05-06 12:01:20-03","UFU","HUFU","6082","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Romero, R.; Nakajima, J.N. & Simão, D.","1121","1994","08","20",NA,"Brasil",NA,NA,"Herbácea, ca. 0,6 m. Brácteas amarelas, tépalas amarelas rajadas de vinho, labelo com as bordas rajadas de vinho.","HUFU00035598",NA,NA,"Lindl.","Ribeiro, J.E.L.S.","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Na base do morro.","-46.3657989501953","-20.2453002929688",NA,NA,"HUFU00035598","2001","07",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA
"141","2020-08-20 20:37:53-03","UFSC","FLOR","3300","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum",NA,"Bresolin, A.","479","1971","12","17",NA,"Brasil",NA,NA,"terrícola, flor amarelo-esverdeada","FLOR0003300",NA,"Asparagales","Hoehne & Schltr.","Pabst, G.","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736","150","150",NA,"1974",NA,NA,NA,NA,NA,NA,"13751","auto",NA,NA,NA
"142","2020-08-20 20:37:53-03","UFSC","FLOR","63829","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Lozano, E.D.; Canestraro, B.K.","1737","2013","11","09",NA,"Brasil",NA,NA,"Herbácea; Flores amarelas; campo limpo","FLOR0063829",NA,"Asparagales","Lindl.","Smidt, E.C.","Paraná","Pontal do Paraná","Balneário Santa Terezinha.","-48.460556","-25.684444",NA,NA,"FLOR0063829","2013",NA,"48º27'38''W","25º41'4''S",NA,NA,NA,NA,NA,NA,NA,NA
"143","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Kappler, A","1658?",NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"Etiam in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, MR","630",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, MR","1678?",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Kappler, A","1658",NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"Etiam in Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Thurn, EF","55",NA,NA,NA,NA,"?",NA,NA,"Floret Junio",NA,NA,NA,"Lindl.",NA,NA,NA,"in mont. Roraima altit. 1300m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Thurn, EF","55?",NA,NA,NA,NA,"?",NA,NA,"Floret Junio",NA,NA,NA,"Lindl.",NA,NA,NA,"in mont. Roraima altit. 1300m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Gardner, G","4361?",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Lindl.",NA,"Goiás",NA,"Habitat in prov. Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Gardner, G","4361",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"Lindl.",NA,"Goiás",NA,"Habitat in prov. Goyaz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, MR","630?",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, RH","617?",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, RH","617",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Schomburgk, MR","1678",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,NA,"Lindl.",NA,NA,NA,"in Guiana anglica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-08 12:52:13-03","UFRGS","ICN","015940","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Herbácea de 0,20-0,30 cm, com flor vermelho-escuro com manchas amarelas. Frequência regular e indivíduos isolados. Floresce em agosto.; Campo arenoso","ICN00039636","Monocotyledon",NA,"Lindl.","Batista, JAN","MG",NA,"Serra do Cipó para Conceição",NA,NA,NA,NA,NA,"2016","08",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA
"156","2021-02-08 12:52:13-03","UFRGS","ICN","145973","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Magalhães, M","s.n.",NA,NA,NA,"América do Sul","Brasil",NA,NA,"Herbácea, 04 cm alt., flores vermelho-escuro com ponta do labelo amarelado no interior, no centro amarelo. Indivíduos isolados, muito frequentes. Floresce em setembro.; Nas pedras do campo, alpina das pedras e terrenos arenosos.","ICN00039765","Monocotyledon",NA,"Lindl.","Batista, JAN","MG",NA,"Serra do Cipó km 131, Jabotocat",NA,NA,NA,NA,NA,"2016","08",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA
"157","2021-02-08 12:52:13-03","UFRGS","ICN","186232","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Lozano, ED","s.n.Canest","2013","11","09","América do Sul","Brasil",NA,NA,"Doação MBM 387627; Herbácea com 80cm e flores amarelas.; Campo limpo. Restinga herbácea.","ICN00039637","Monocotyledon",NA,"Lindl.","Smith, EC","PR","Pontal do Paraná","Balneário Santa Terezinha","-48.460556","-25.684444",NA,NA,NA,"2013",NA,"-48.460556","-25.684444",NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 10:13:06-03","IBt","SP","818","S","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum","Isotype","Hoehne, FC","s.n.","1917","10","30",NA,"Brasil",NA,NA,"Brejos","SP002025",NA,NA,"Hoehne & Schltr.","Hoehne, FC","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,"SP002025","1921",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"159","2019-11-21 10:13:06-03","IBt","SP","292359","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Harley, RM; Hind, DJN; Simão, R","25764","1988","10","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.",NA,"Bahia","Rio de Contas","Pico das Almas, vertente leste, trilha Faz Silvina-Queiroz","-41.933333","-13.533333","1350","1450",NA,NA,NA,"-41.933333","-13.533333",NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 10:13:06-03","IBt","SP","36492","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Archer, WA","s.n.","1936","11","25",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Barros, F","Minas Gerais","Guinda",NA,NA,NA,NA,NA,NA,"1983","08",NA,NA,NA,NA,"17",NA,NA,NA,NA,NA
"161","2019-11-21 10:13:06-03","IBt","SP","369185","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, JAN; Pansarin, ER","1170A","2002","09","22",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Bianchetti, LB; Batista, J","Distrito Federal","Brasília","Núcleo Bandeirante, Mansões Park Way","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2002","09",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"162","2019-11-21 10:13:06-03","IBt","SP","195351","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Giulietti, AM","CFCR1850","1981","08","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Batista, JAN","Minas Gerais","Diamantina","24 km na estrada Diamantina-Conselheiro","-43.6002998352051","-18.2493991851807",NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA
"163","2019-11-21 10:13:06-03","IBt","SP","396416","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Mello-Silva, R; Cordeiro, I","CFCR10024","1986","09","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Barros, F","Minas Gerais","Grão Mogol","Ribeirão dos Bois","-42.8897018432617","-16.5594005584717","950","950",NA,"1997","12",NA,NA,NA,NA,"30","67219","auto",NA,NA,NA
"164","2019-11-21 10:13:06-03","IBt","SP","146196","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Joly, AB; Semir, J","CFSC2972","1972","08","20",NA,"Brasil",NA,NA,NA,"SP050563",NA,NA,"Lindl.","Batista, JAN","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 128","-43.7449989318848","-19.513599395752",NA,NA,"SP050563","2018","05",NA,NA,NA,NA,"22","31264","auto",NA,NA,NA
"165","2019-11-21 10:13:06-03","IBt","SP","183034","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Barros, F","334","1980","09","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Batista, JAN","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,NA,"2018","05",NA,NA,NA,NA,"22","26557","auto",NA,NA,NA
"166","2019-11-21 10:13:06-03","IBt","SP","36202","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Araújo, P","s.n.","1938","09","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Barros, F","São Paulo","Amparo",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,"1983","06",NA,NA,NA,NA,"17","18036","auto",NA,NA,NA
"167","2019-11-21 10:13:06-03","IBt","SP","47400","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Gonçalves, P","s.n.","1942","10","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Lindl.","Barros, F","São Paulo","São Miguel Arcanjo","VIlaLimoeiro","-47.9900016784668","-23.8700008392334",NA,NA,NA,"1983","06",NA,NA,NA,NA,"17","27904","auto",NA,NA,NA
"168","2010-08-16 16:36:21-03","AMES","HU-HERB","AMES 00217827","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum","Isolectotype","A. Gehrt","sn",NA,NA,NA,"South America","Brazil","Sheet",NA,NA,NA,NA,NA,"Hoehne & Schlechter",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sn",NA,"undetermined"
