"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"46","2021-04-07 11:43:32-03","UFMS","CGMS","29633","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","T.R.F. Sinani","A.K.D. Salomão; V.J. Pott","332","2009","01","20",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda flores.",NA,"Papilionoideae. Flor amarela. Habitat: Chaco. ChacoFlorestado. Habito: Erva.","CGMS1059018",NA,"-57.8975","-21.7175",NA,NA,NA,NA,"-57,8975","-21,7175","2018","02","01",NA,NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:43:32-03","UFMS","CGMS","52910","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","F.M. Valls; A. Pott; A.B. Bianchetti","9460","1985","10","29",NA,"Brasil","Mato Grosso do Sul","Rio Verde","Ao sul da ponte sobre Rio Negro, Fazenda Rancho Grande.",NA,"Papilionoideae. Flor creme amarelada. Fruto castanho. Flores com peças da corola raiadas de vermelho. Habitat: Caixa de coleta dominada por Hymenachne e Paspalum. Solo limo-arenoso. Relevo plano. Ocasional. Habito: Subarbusto ramific","CGMS1082879",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","02","20",NA,NA,NA,NA,NA,NA,NA
"48","2021-04-07 11:43:32-03","UFMS","CGMS","70226","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","L.C.P. Lima; V.J. Pott; A. Pott",NA,"2001","09","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Sede da Fazenda Acurizal, Serra do Amolar.",NA,NA,"CGMS1069610",NA,"-57.5530556","-17.8311111",NA,NA,NA,NA,"-57,5530556","-17,8311111","2001","12","18",NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:43:32-03","UFMS","CGMS","55022","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","V.J. Pott; A. Pott","8019","2005","08","25",NA,"Brasil","Mato Grosso do Sul","Aquidauana","Fazenda Santana, Pousada das Amoras, Retiro São Lourenço, sede, cerca de 21Km sul da MS-419, sub-região de Aquidauana, Pantanal.",NA,"Papilionoideae. Flor amarela. Fruto verde, imaturo. Estandarte e alas com estrias longitudinais vinosas. Habitat: Borda úmida de lagoa. Solo arenoso. Relevo plano. Frequente. Habito: Erva 20-40cm de altura.","CGMS1084990",NA,"-55.6063889","-19.6286111","110","110",NA,NA,"-55,6063889","-19,6286111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:43:32-03","UFMS","CGMS","34916","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","G.A. Damasceno-Junior; C.A. Carolo; L. Marques; E. Anjos-dos-Santos; D.R. Espirito-Santo","5175","2012","03","10",NA,"Brasil","Mato Grosso do Sul","Corumbá","Ao lado da sede da Base de Estudos do Pantanal (BEP - UFMS), Passo do Lontra.",NA,"Papilionoideae. Flor amarela. Habitat: Campo inundável. Solo argiloso. Relevo plano. Habito: Erva ereta. 1,00 m de altura.","CGMS1064311",NA,"-57.0166667","-19.5772223","100","100",NA,NA,"-57,0166667","-19,5772223","2013","10","15",NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:43:32-03","UFMS","CGMS","19829","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","260","2007","02","16",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro Comercial Aubi.",NA,"Papilionoideae. Apresenta o estandarte com nervuras avermelhadas e com prelo imaturo acastanhado. Habitat: Chaco. Comum. Planície. Solo argiloso ou siltoso. Habito: Herbáceo. 0,50 m de altura.","CGMS1049132",NA,"-57.6880555","-21.6844444",NA,NA,NA,NA,"-57,6880555","-21,6844444","2013","10","29",NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:43:32-03","UFMS","CGMS","70230","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","A.L.B. Sartori","L.C.P. Lima; V.J. Pott; S.V. Boff; A. Pott","195","2003","09","04",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Retiro Primavera, 2 Km S da sede.",NA,NA,"CGMS1069614",NA,"-57.8091667","-21.8663889",NA,NA,NA,NA,"-57,8091667","-21,8663889","2019","02","25",NA,NA,NA,NA,NA,NA,NA
"53","2021-04-07 11:43:32-03","UFMS","CGMS","71681","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","V.J. Pott","M.R. Oliveira; V.J. Pott, J.P.S.P. Bento","121","2018","11","02",NA,"Brasil","Mato Grosso do Sul","Jardim","Fazenda Santa Fé. Próximo ao Parque Nacional da Serra da Bodoquena",NA,"Flor papilionada amarela Habitat: Lagoa pequena antropisada com plantas ruderais no entorno da lagoa. Habito: Erva anfibia","CGMS1104484",NA,"-56.7575","-21.5105556","498","498",NA,NA,"-56,7575","-21,5105556","2018","11","02",NA,NA,NA,NA,NA,NA,NA
"54","2021-04-07 11:43:32-03","UFMS","CGMS","19864","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","T.R.F. Sinani","F. Matos-Alves; A.L.B. Sartori","487","2007","12","04",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro Comercial Aubi.",NA,"Papilionoideae. Flores amarelas com estandarte com estrias vináceas. Fruto imaturo verde. Habitat: Chaco. Solo argiloso ou siltoso. Planície. Habito: Subarbusto ereto. Cerca de 1,00 m de altura.","CGMS1049167",NA,"-57.6880555","-21.6844444",NA,NA,NA,NA,"-57,6880555","-21,6844444","2018","02","01",NA,NA,NA,NA,NA,NA,NA
"55","2021-04-07 11:43:32-03","UFMS","CGMS","52857","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","V.J. Pott; A. Pott; A. Boock","6545","2003","10","02",NA,"Brasil","Mato Grosso do Sul","Miranda","Sede da Fazenda Bodoquena, (ex Guaiacurus).",NA,"Papilionoideae. Flor amarela. Habitat: Barranco de córrego. Solo argiloso. Relevo plano. Mancha ocasional. Habito: Erva 1m.","CGMS1082825",NA,"-56.7966666","-20.1033333","130","130",NA,NA,"-56,7966666","-20,1033333","2006","09","02",NA,NA,NA,NA,NA,NA,NA
"56","2021-04-07 11:43:32-03","UFMS","CGMS","52850","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","V.J. Pott; A. Pott","5510","2002","05","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Lagoa Itatiaia.",NA,"Papilionoideae. Flor avermelhado. Fruto castanho claro. Estandarte vermelho ou amarelo com veias vermelhas, base do caule engrossada (aerênquima) com raízes adventíceas. Habitat: Borda de lagoa, campo inundável a água 15cm profundid","CGMS1082819",NA,"-54.5769445","-20.48","500","500",NA,NA,"-54,5769445","-20,48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-04-07 11:43:32-03","UFMS","CGMS","50234","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","F.M. Leme","G. Catian","43","2013","03","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda São João Lagoa permanente Sub-região Abobral.",NA,"Papilionoideae. Flor amarela. Fruto preto. Presença de galhas. Habitat: Pantanal, margem de lagoas. Habito: Subarbusto aquático emergente, anfíbio.","CGMS1080221",NA,"-57.0494444","-19.3858333","92","92",NA,NA,"-57,0494444","-19,3858333","2013","03","15",NA,NA,NA,NA,NA,NA,NA
"58","2021-04-07 11:43:32-03","UFMS","CGMS","70228","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","L.C.P. Lima; V.J. Pott; A. Pott","148","2001","09","22",NA,"Brasil","Mato Grosso","Poconé","Porto do Jofre, Rio Cuiabá, Pantanal.",NA,NA,"CGMS1069612",NA,"-56.7844444","-17.3663889",NA,NA,NA,NA,"-56,7844444","-17,3663889","2001","12","18",NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:43:32-03","UFMS","CGMS","52859","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P.Lima","A. Pott; V.J. Pott; P.R. Souza; R.A. Mauro","8916","2001","04","17",NA,"Paraguai",NA,"Bahia Negra","Forte Coimbra, Rio Paraguai, sub-região do Nabileque, Pantanal.",NA,"Papilionoideae. Flor amarela. Fruto imaturo. Flor com venação castanho -avermelhada; também na água, então de porte maior, inclusive aFolha; muito pastada fora da água. Habitat: Campo secundário úmido de borda de corixo e de morro. S","CGMS1082827",NA,"-57.7894444","-19.9188889",NA,NA,NA,NA,"-57,7894444","-19,9188889","2001","10","24",NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:43:32-03","UFMS","CGMS","19843","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","F. Matos-Alves; G.M. Silva; A.L.B. Sartori","343","2007","05","08",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro Comercial Aubi.",NA,"Papilionoideae. Flor amarela com nervuras vináceas. Fruto imaturo verde. Habitat: Chaco. Incomum. Relevo plano. Solo argiloso ou siltoso. Habito: Herbáceo. 0,50 m de altura.","CGMS1049146",NA,"-57.6880555","-21.6844444",NA,NA,NA,NA,"-57,6880555","-21,6844444","2013","10","29",NA,NA,NA,NA,NA,NA,NA
"61","2021-04-07 11:43:32-03","UFMS","CGMS","30776","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","T.R.F. Sinani","M.V. Martins; C.A. Polido; V.A. Assunção","214","2010","11","17",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Entrada da Fazenda Flores.",NA,"Papilionoideae. Flor amarela. Habitat: Chaco florestado. Habito: Arbusto. 0,80 m de altura.","CGMS1060189",NA,"-57.8833333","-21.7138889","97","97",NA,NA,"-57,8833333","-21,7138889","2018","02","01",NA,NA,NA,NA,NA,NA,NA
"62","2021-04-07 11:43:32-03","UFMS","CGMS","52852","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"V.J. Pott; A. Pott; G. Hatschbach; J. Silva","6026","2002","11","19",NA,"Brasil","Mato Grosso do Sul","Aquidauana",NA,NA,"Papilionoideae. Flor amarela.","CGMS1082694",NA,"-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA
"63","2021-04-07 11:43:32-03","UFMS","CGMS","37184","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","F.M. Leme","G. Catian","22","2013","08","05",NA,"Brasil","Mato Grosso do Sul","Miranda",NA,NA,"Papilionoideae. Habitat: Pantanal. Lagoa temporária. Solo arenoso. Habito: Subarbusto aquático emergente.","CGMS1066594",NA,"-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"64","2021-04-07 11:43:32-03","UFMS","CGMS","52858","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","V.J. Pott; A. Pott","4248","2000","09","19",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Santa Ana de irmão Jacintho.",NA,"Papilionoideae. Flor amarela. coordenadas originais: 221°12#?#99'S 57°40#?#88'W Habitat: Caixa de empréstimo, velha, rasa (20 cm de profundidade), próximo a sede da Fazenda. Solo argiloso. Relevo plano. Esparsa. Habito: Erva ereta.","CGMS1082826",NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"2001","10","25","185577","auto",NA,NA,NA,NA,NA
"65","2021-04-07 11:43:32-03","UFMS","CGMS","52909","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","L.C.P. Lima","L.C.P. Lima; A.L.B. Sartori; V.J. Pott; A. Pott; S. Aragaki; M. de Moraes","85","2001","04","05",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Rodovia BR 267.",NA,"Papilionoideae. Flor amarela. Habitat: Vegetação remanescente de brejo. Solo argiloso, vértico. Relevo íngreme. Raro. Habito: Erva prostrada, 30cm de altura.","CGMS1082878",NA,"-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"2001","05","25","185577","auto",NA,NA,NA,NA,NA
"66","2021-03-01 16:29:50-03","UNICAMP","UEC","169614","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Arenas, P","3717","2009","12","15",NA,"Paraguay","Pte Hayes","Quemkuket","Comunidad Makó, desvio a Puerto Falcón de la Ruta nº 9.",NA,"Herbácea. Crece en pastizal.","UEC010876","UEC010876",NA,NA,NA,NA,NA,NA,NA,NA,"2017","03","15",NA,NA,NA,NA,NA,NA,NA
"67","2019-08-20 10:11:54-03","UNICAMP","UEC","55757","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Cunha, CN","4714","1982","02","26",NA,"Brazil","Mato Grosso","Poconé","Fazenda Bela Vista, Campo inundado com pouca profundidade.",NA,"Plantas herbáceas, 40 cm de altura, flroes com o estandarte alaranjado.","UEC135682","UEC135682","-56.6227989196777","-16.2567005157471",NA,NA,NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA
"68","2019-08-20 10:11:54-03","UNICAMP","UEC","7399","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Joly, CA","Shepherd, GJ; Monteiro, R; Andrade, JB","4093","1976","12","12",NA,"Brazil","Mato Grosso do Sul","Miranda","Estrada Miranda / Campão.",NA,"Subarbusto até 50 cm; flores lilás-esverdeadas.","UEC150523","UEC150523","-56.3782997131348","-20.2406005859375",NA,NA,NA,NA,NA,NA,NA,NA,NA,"92112","auto",NA,NA,NA,NA,NA
"69","2021-03-01 16:29:50-03","UNICAMP","UEC","100419","S","Plantae","Magnoliopsida",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Fernandes, A","Faria, AD; Aona, LYS; Matsumoto, K; Feres, FR; Pansarin, ER; Belinello, R","97/165","1997","01","21",NA,"Brazil","São Paulo","Aguaí","Sítio Rachel Cristina, SP 340, próximo Rio Jaguari-Mirim",NA,"Pétalas amarelas com riscos avermelhados.","UEC135679","UEC135679","-46.9700012207031","-22.0499992370605",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25812","auto",NA,NA,NA,NA,NA
"70","2020-06-12 17:27:35-03","UFRPE","PEUFR","53383","PreservedSpecimen","Plantae",NA,NA,"Leguminosae-Pap.","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"M.C. Tonizza",NA,"2014","03","27",NA,"Brasil","Pernambuco","Lagoa Grande",NA,NA,NA,"PEUFR053383",NA,"-40.435556","-8.169722",NA,NA,NA,NA,"40º26'08W","08º10'11S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-04 13:19:08-03","UDESC","LUSC","457","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tomazoni, M.C.",NA,"2006","09","22",NA,"Brasil","Santa Catarina","Pouso Redondo",NA,NA,NA,"LUSC000662","LUSC000662","-49.9338989257812","-27.2581005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18527","auto",NA,NA,NA,NA,NA
"72","2019-01-17 11:25:16-02","PUCRS","MPUC","10923","S","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd.","S.T. Miotto",NA,NA,"1989","02","22","South America","Argentina","Misiones","Apóstoles","Porto Azara, arroio Chimiray I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"73","2019-01-17 11:25:16-02","PUCRS","MPUC","5633","S","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd.","Equipe do Projeto",NA,NA,"1988","03","02","South America","Brasil","RS","Uruguaiana",".",NA,NA,NA,NA,"-57.0880556","-29.755",NA,NA,NA,NA,"-57.0880556000","-29.7550000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA
"74","2021-03-16 17:51:58-03","UCS","HUCS","44761","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, M.L.","Miotto, S.T.S.","2037","2002","01","14",NA,"Brasil","Rio Grande do Sul","Jaguari",NA,NA,NA,NA,NA,"-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"2002","09","10","27649","auto",NA,NA,NA,NA,NA
"75","2021-03-16 17:51:58-03","UCS","HUCS","38158","PreservedSpecimen","Plantae","Angiospermae","Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Gonzatti, F.; Valduga, F.","Valduga, E.","216","2011","12","16",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","Horto Florestal",NA,"na beira da estrada do Horto",NA,NA,"-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,NA,NA,"2018","04",NA,"17849","auto",NA,NA,NA,NA,NA
"76","2019-02-21 19:34:09-03","UNEMAT","HERBAM","4391","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Assunção, PACL; Soares, CRA","Soares, C.R.A.; Piva, J.H.; Rocha Filho, J.A.; Rodrigues, L.; Melo, J.A.M. & Cabral, F.F.","2224","2009","05","25",NA,"Brasil","Mato Grosso","Paranaíta","UHE São Manoel",NA,NA,"HERBAM004391",NA,"-56.777778","-9.315",NA,NA,NA,NA,"-56.777778","-9.315","2009","05",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-04-27 16:09:44-03","UFES","VIES","28921","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Gonzatti, F.; Valduga, F.","Valduga, E.","216","2011","12","16",NA,"Brasil","Rio Grande do Sul","Balneário Pinhal","Horto Florestal.",NA,NA,"VIES028921","VIES028921","-50.2327995300293","-30.2474994659424",NA,NA,NA,NA,NA,NA,"2018","04",NA,"17849","auto",NA,NA,NA,NA,NA
"78","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","599","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","R. Barneby","Nee, M.","45139",NA,NA,NA,NA,"Bolivia","SC.Ll",NA,NA,NA,NA,"BOTUW000599",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-12-01 11:41:39-03","UTFPR","HCF","29945","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","F. Marinero","F. Marinero","1257","2019","02","25",NA,"Brasil","ES","Linhares","Litoral norte, próximo à foz do Rio Doce",NA,"subarbusto 70 cm. Flores amarelas. Frutos castanhos. Várzea.",NA,NA,"-39.773056","-19.540278","1","1",NA,NA,"39°46'23 W","19°32'25 S","2019","03","13",NA,NA,NA,NA,NA,NA,NA
"80","2019-08-16 08:39:17-03","UTFPR","HCF","22634","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","M.L. Abruzzi","S.T.S. Miotto","2037","2002","01","14",NA,"Brasil","RS","Juquiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2002","09","10",NA,NA,NA,NA,NA,NA,NA
"81","2021-03-21 19:34:34-03","UFC","EAC","21449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, M.L.","Abruzzi, M.L.","957","1984","01","01","Southern America","Brasil","Rio Grande do Sul","Pelotas","à beira da estrada, BR 116 km 519, em baixa úmida.",NA,"Flores com estrias vermelhas no estandarte e na quadrilha, cor amarelo-alaranjada.","EAC0021449","EAC0021449","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"1988",NA,NA,"51462","auto",NA,NA,NA,NA,NA
"82","2019-11-25 12:11:52-03","UFSM","SMDB","3643","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ; et al.","700","1990","12","08",NA,"Brasil","Rio Grande do Sul","Bagé","Estrada Bagé, Serrilhado",NA,NA,"SMDB003643",NA,"-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,NA,NA,"1991","10",NA,"74087","auto",NA,NA,NA,NA,NA
"83","2019-11-25 12:11:52-03","UFSM","SMDB","3639","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ","158","1989","01","15",NA,"Brasil","Rio Grande do Sul","Jaguari","Trevo da cidade",NA,NA,"SMDB003639",NA,"-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"1991","10",NA,"27649","auto",NA,NA,NA,NA,NA
"84","2019-11-25 12:11:53-03","UFSM","SMDB","9385","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Dambros, VS","Dambros, VS","s.n.","2003","02","13",NA,"Brasil","Rio Grande do Sul","Santa Maria","UFSM, Açude da psicultura",NA,"Erva ereta, pilosa","SMDB009385",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"85","2019-11-25 12:11:53-03","UFSM","SMDB","9384","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Dambros, VS","Dambros, VS","s.n.","2003","01","28",NA,"Brasil","Rio Grande do Sul","Santa Maria","UFSM, Jardim Botânico",NA,"Erva ereta","SMDB009384",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"86","2019-11-25 12:11:53-03","UFSM","SMDB","9386","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Dambros, VS","Dambros, VS","s.n.","2003","03","17",NA,"Brasil","Rio Grande do Sul","Santa Maria","UFSM, Posto de combustível",NA,"Erva ereta, pilosa","SMDB009386",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA
"87","2021-02-11 16:53:05-03","UFSM","SMDB","12076","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Záchia, R.A","5571","2003","03","27",NA,"Brasil","Rio Grande do Sul","São Borja","Estância das Bonitas",NA,"Na plantação de arroz; flor amarela; planta glutinosa; ca. 1m de altura. angiquinho","SMDB012076",NA,"-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75549","auto",NA,NA,NA,NA,NA
"88","2019-11-25 12:11:52-03","UFSM","SMDB","3642","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ; et al.","1356","1991","03","29",NA,"Brasil","Rio Grande do Sul","São Gabriel","Ponte Branca",NA,NA,"SMDB003642",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"1991","10",NA,"56206","auto",NA,NA,NA,NA,NA
"89","2019-11-25 12:11:52-03","UFSM","SMDB","3641","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ; et al.","1342","1991","03","29",NA,"Brasil","Rio Grande do Sul","São Gabriel","Vila Guabiju",NA,NA,"SMDB003641",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"1991","10",NA,"56206","auto",NA,NA,NA,NA,NA
"90","2019-11-25 12:11:52-03","UFSM","SMDB","3644","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ","666","1990","12","07",NA,"Brasil","Rio Grande do Sul","São Lourenço do Sul",NA,NA,NA,"SMDB003644",NA,"-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,NA,"1991","10",NA,"48842","auto",NA,NA,NA,NA,NA
"91","2019-11-25 12:11:52-03","UFSM","SMDB","3636","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LA Z","Machado, LAZ","670","1990","12","08",NA,"Brasil","Rio Grande do Sul","São Lourenço do Sul",NA,NA,NA,"SMDB003636",NA,"-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,NA,"1991","10",NA,"48842","auto",NA,NA,NA,NA,NA
"92","2019-11-25 12:11:52-03","UFSM","SMDB","3640","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LAZ","Machado, LAZ; et al.","885","1991","01","13",NA,"Brasil","Rio Grande do Sul","São Luiz Gonzaga",NA,NA,NA,"SMDB003640",NA,"-54.9608001708984","-28.4083003997803",NA,NA,NA,NA,NA,NA,"1991","10",NA,"39496","auto",NA,NA,NA,NA,NA
"93","2019-11-25 12:11:52-03","UFSM","SMDB","3637","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, LA Z","Machado, LAZ; Barreto, IL","569","1990","10","04",NA,"Brasil","Rio Grande do Sul","São Vicente do Sul",NA,NA,NA,"SMDB003637",NA,"-54.6794013977051","-29.6916999816895",NA,NA,NA,NA,NA,NA,"1991","10",NA,"42672","auto",NA,NA,NA,NA,NA
