"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class"
"92","2017-03-01 11:46:15-03","CAS","CAS-BOT","328257","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A. St. -Hilaire","Almeda, Frank; Martins, A. B.; Belinello, R.; Almeda, M. B.","9182","2005","9",NA,"South America","Brazil","Minas Gerais","Municipio of Santana do Riacho","Serra do Cipó. 20 km from the bridge over the Rio Cipó on the road from Serra do Cipó (formerly called Cardeal Mota) to Conceição do Mato Dentro.","-43.5511932373","-19.2730026245","1130",NA,NA,"Wiry shrub 0.5 m tall with leaves appressed to stems. Petals 5, pink-magenta like the filaments, style, and pedoconnective. Large anthers pink with a white apical rostrum. Small anthers and appendages yellow. Locally common. photo",NA,NA,"F. Almeda",NA,NA,NA,NA,NA,"43°33'4.3W","19°16'22.8S",NA,NA,NA,"Magnoliopsida"
"93","2019-11-21 10:10:25-03","IBt","SP","78294","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Joly, AB","1037","1951","01","17",NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,"Pacífico, RB","2016",NA,NA,"05",NA,NA,NA,NA,NA,NA,NA
"94","2019-11-21 10:10:25-03","IBt","SP","54770","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Williams, LO; Assis, V","7285","1945","06","03",NA,"Brasil","Minas Gerais","Betim","Slopes of Serra da Mutuca above Barreiros","-44.198299407959","-19.9678001403809","1000","1200",NA,NA,NA,NA,NA,NA,"15199","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-21 10:10:25-03","IBt","SP","68927","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Macedo, A","3772","1952","09","05",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Serra do Cipó","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,"Romero, R","1999","60318","auto","01","20",NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:10:25-03","IBt","SP","143056","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Joly, AM; Müller, C","CFSC3456","1972","09","09",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Estrada da Usina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Pacífico, RB","2016","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-21 10:10:25-03","IBt","SP","144832","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, P","CFSC4521","1973","10","18",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 113 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"SP034977","SP034977","Pacífico, R","2016","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"98","2019-11-21 10:10:25-03","IBt","SP","143295","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Semir, J; Sazima, M","CFSC606","1971","12","15",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 115 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Pacífico, RB","2016","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"99","2019-11-21 10:10:25-03","IBt","SP","144859","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Semir, J; Sazima, M","CFSC4711","1973","10","29",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,NA,NA,"Pacífico, RB","2016","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"100","2019-11-21 10:10:25-03","IBt","SP","184499","S","Plantae",NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Forero, E; Wanderley, MGL; Melo, MMRF; et al.","7735","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 109 (antigo 114) da estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328","1100","1250",NA,NA,NA,NA,"Pacífico, RB","2016","26557","auto","05",NA,NA,NA,NA,NA,NA,NA
"101","2009-08-05 09:41:06-03","UM","RECOLNAT_UM_MPU","MPU013285","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Microlicia","juniperina","Microlicia juniperina","A.St.-Hil.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Serra de Sapa. Peu commun (?)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu013285' target='other'> <mi>dwc_moreinfo</mi></a>","MPU013285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA
