"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"52","2019-08-27 13:26:07-03","IAP","PACA-AGP","1068","PreservedSpecimen","Plantae","Gramineae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","L. Parodi",NA,"Orth","1934","10","05","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"conf. Swallen Habitat: ad rivum in dumetosis Fenofase: flor","PACA001068",NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","10287","auto","Liliatae",NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:36:48-03","IAP","PACA-AGP","7013","PreservedSpecimen","Plantae","Gramineae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","J.R. Swallen",NA,"Bruxel, A.","1935",NA,NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Habitat: ad viam in dumetosis Fenofase: flor","PACA007013",NA,NA,NA,NA,NA,"Magnoliophyta","Cyperales","70701","auto","Liliatae",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:20:38-03","UNICAMP","UEC","73653","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Boldrini, IJ","1998","Moreira, JLA; Koch, I","1995","04","05","Brazil","São Paulo","Cruzeiro","Estrada da Fazenda Boa Vista","-44.9599990844727","-22.5699996948242",NA,NA,NA,NA,"Beira da estrada de asfalto. Erva de 3m alt.","UEC048029","UEC048029","33",NA,NA,NA,"Liliopsida",NA,"17702","auto",NA,"04","14",NA,NA,NA,NA
"55","2021-03-01 16:20:38-03","UNICAMP","UEC","90781","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Boldrini, IJ","1998","Moreira, JLA; Koch, I","1995","04","05","Brazil","São Paulo","Cruzeiro","Estrada da Fazenda Boa Vista","-44.9599990844727","-22.5699996948242",NA,NA,NA,NA,"Beira da estrada de asfalto. Erva de 3m alt.","UEC048010","UEC048010","33",NA,NA,NA,"Liliopsida",NA,"17702","auto",NA,"04","14",NA,NA,NA,NA
"56","2019-08-20 10:01:37-03","UNICAMP","UEC","109893","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Lerina, R","2000","Ferreira, MCC; Belinello, R; Galvão, JC; Pansarin, ER; Faria, AD","2000","01","15","Brazil","São Paulo","Ouro Verde","Lagoa da margem do Rio do Peixe sentido Ouro Verde","-51.7000007629395","-21.4799995422363",NA,NA,NA,NA,NA,"UEC048030","UEC048030","26",NA,NA,NA,"Liliopsida",NA,"17733","auto",NA,"06",NA,NA,NA,NA,NA
"57","2019-11-19 14:08:53-03","UFRPE","PEUFR","546","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Swallen","1950","D. B. Juckel","1949","04","14","Brasil","São Paulo","Juqueri","Num Campo Fresco",NA,NA,NA,NA,NA,NA,NA,"PEUFR000546",NA,"5928",NA,NA,NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"58","2020-05-23 15:29:08-03","UFPB","JPB","3710","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"Sousa, MA","1976","05","06","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"717","Southern America",NA,NA,"Angiosperma","Monocotyledon","29946","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-01-17 11:23:41-02","PUCRS","MPUC","17588","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","P.J.S. Silva Filho","2012",NA,"2011","01","01","Brasil","RS","Viamão","Entorno do lago de Tarumã","-51.0155556","-30.2766667","-51.0155556000","-30.2766667000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Poales",NA,NA,"Liliopsida","01","01",NA,NA,"1680","1"
"60","2020-10-14 10:04:54-03","FURB","FURB","11319","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2010","Stival-Santos, A.; Silveira, S.","2009","01","20","Brasil","Santa Catarina","Guatambú","Linha Feliz.","-52.83","-27.09","-52.8300000","-27.0900000","480","480","Florística IFFSC 537(Erva Terrícola) Habitat: Floresta Estacional Decidual; Estágio Avançado; entorno da parcela Habito: herbácea;","FURB03155","FURB03155","373",NA,NA,NA,NA,NA,NA,NA,NA,"01","25",NA,NA,NA,NA
"61","2020-10-14 10:04:54-03","FURB","FURB","46062","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.","2015","Funez, L.A.","2015","02","02","Brasil","Santa Catarina","Rodeio","Ipiranga, Eremitério.","-49.4016667","-26.8780556","-49.4016667","-26.8780556","829","829",NA,"FURB38924","FURB38924","3308",NA,NA,NA,NA,NA,NA,NA,NA,"02",NA,NA,NA,NA,NA
"62","2020-10-14 10:04:54-03","FURB","FURB","49747","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.","2016","Schwirkowski, P.","2016","04","02","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Linha férrea, próximo à Estrada Saraiva.","-49.3591667","-26.2822223","-49.3591667","-26.2822223","836","836",NA,"FURB49747","FURB49747","1679",NA,NA,NA,NA,NA,NA,NA,NA,"07","22",NA,NA,NA,NA
"63","2020-10-14 10:04:54-03","FURB","FURB","49977","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.",NA,"Funez, L.A.","2016","04","22","Brasil","Santa Catarina","Rio dos Cedros","Estrada Palmeiras-Rio Bonito, próximo à Cascata Formosa.","-49.3725","-26.5594444","-49.3725000","-26.5594444","789","789",NA,"FURB49977","FURB49977","4741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-10-14 10:04:54-03","FURB","FURB","53317","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.","2017","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","03","29","Brasil","Santa Catarina","Mafra",NA,"-49.9508333","-26.1494444","-49.9508333","-26.1494444","879","879","inflorescência amarela Habitat: borda da U.A. Habito: erva","FURB53317","FURB53317","149",NA,NA,NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"65","2020-10-14 10:04:54-03","FURB","FURB","57563","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Cordeiro, J.","2017","Caxambu, M.G.; Siqueira, E.L.; Peixoto, J.C.B.","2017","03","03","Brasil","Paraná","Céu Azul",NA,"-53.8691667","-25.2244445","-53.8691667","-25.2244445","579","579","Sementes verdes. Relevo suave ondulado Habitat: Orla da floresta Habito: erva entouceirada","FURB57563","FURB57563","7765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-08 08:55:01-03","FURB","FURB","58634","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","FUNEZ, L.A.","2019","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","03","13","Brasil","Santa Catarina","Urubici",NA,"-49.4066667","-28.0802778","-49.4066667","-28.0802778","113","113",NA,"FURB58634","FURB58634","2375",NA,NA,NA,NA,NA,NA,NA,NA,"05","13",NA,NA,NA,NA
"67","2020-10-14 10:04:54-03","FURB","FURB","58231","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.","2018","Funez, L.A.","2018","02","13","Brasil","Santa Catarina","Xanxerê","SC-155, próximo ao Rio Irani.","-52.4042015075684","-26.8768997192383",NA,NA,NA,NA,NA,"FURB58231","FURB58231","7335",NA,NA,NA,NA,NA,"16278","auto",NA,"02","13",NA,NA,NA,NA
"68","2019-08-16 08:40:36-03","UTFPR","HCF","14247","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"A.T. Hunziker","1971","04","09","Argentina",NA,"Ambato","Prov. de Catamarca, Cuesta de la Loma",NA,NA,NA,NA,"1800","1800","abundante, a la sombra del bosquecillo de alisos.",NA,NA,"21239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-08-16 08:40:36-03","UTFPR","HCF","22405","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","J. Cordeiro","2017","M.G. Caxambu","2017","03","03","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Estrada de","-53.869111","-25.2245","53°52'08,8 W","25°13'28,2 S","579","579","erva entouceirada, ca. 1,60 m. Sementes verdes. Orla de floresta.",NA,NA,"7765",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:40:09-03","MBM","MBM","322392","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Morrone, O.","2003","Morrone, O.; Múlgura de Romero, M.E.; Denham, S.S.; Múlgura de Romero, M.E.; Denham, S.S.","2003","04","27","Argentina","Jujuy","Doutor Manuel Belgrano","Ruta Provincial 4, Termas de Reyes, camino de Termas de Reyes a Laguna de Yala","-65.483333","-24.166667","-65.483333","-24.166667","2000","2000","Hierba perenne de 1-1,5 m de alto.; Sobre ladera rocosa, próximo al puente sobre el río Reyes","MBM322392","MBM322392","4427","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:40:09-03","MBM","MBM","427327","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Funez, L.A.","2017","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.; Santos, D.; Bollmann, G.; Silva, D.A.","2017","03","29","Brazil","Santa Catarina","Mafra",NA,"-49.950833","-26.149444","-49.950833","-26.149444","879","879","Erva, inflorescência amarela; Borda da unidade amostral.","MBM427327",NA,"149","Southern America",NA,NA,NA,NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"72","2020-12-21 16:40:54-03","MBM","MBM","217683","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","López, M.G.",NA,"Vanni, R.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM217683","MBM217683","3929","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:40:54-03","MBM","MBM","242611","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","López, M.G.",NA,"Tressens, S.G.; et al.; et al.",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM242611","MBM242611","6170","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:40:54-03","MBM","MBM","300289","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Lopez, G.J.","2004","Pedersen, T.M.","1997","04","08","Uruguay","Artigas","Cruces Chico","Highroad ROU - 4, by the bridge on the arroyo Tres",NA,NA,NA,NA,NA,NA,"More or lass 2 m high.; Low, evidently floodable ground by the stream.","MBM300289","MBM300289","s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:40:54-03","MBM","MBM","193035","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Cordeiro, J.","2009","Cervi, A.C.; Cordeiro, J.; Martin, L.A.; Cordeiro, J.; Martin, L.A.","2009","04","06","Brazil","Paraná","Balsa Nova","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Planta ereta, 1,70. Beira da floresta","MBM193035","MBM193035","9390","Southern America",NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:40:54-03","MBM","MBM","10574","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Lindeman, J.",NA,"Lindeman, J.; Haas, H.; Haas, H.",NA,NA,NA,"Brazil","Paraná","Curitiba","Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM010574","MBM010574","535","Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:40:54-03","MBM","MBM","305259","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Longhi-Wagner, H.","2008","Cordeiro, J.","2003","11","02","Brazil","Paraná","Curitiba","Boqueirão.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Planta ruderal.","MBM305259","MBM305259","2204","Southern America",NA,NA,NA,NA,"25180","auto",NA,"10",NA,NA,NA,NA,NA
"78","2020-12-21 16:40:54-03","MBM","MBM","251887","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"Dusén, P.",NA,NA,NA,"Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"MBM251887",NA,"22","Southern America",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:40:54-03","MBM","MBM","71617","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Davidse, G.",NA,"Davidse, G.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Guaraniaçu","14km W of Guaraniaçu along Rod. BR-277 to Foz do Iguaçu","-52.878101348877","-25.1007995605469",NA,NA,NA,NA,NA,"MBM071617","MBM071617","11297","Southern America",NA,NA,NA,NA,"38806","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:40:54-03","MBM","MBM","26364","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Parodi, L.R.",NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM026364","MBM026364","3717","Southern America",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:40:54-03","MBM","MBM","2835","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Swallen, J.R.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Brazil","Santa Catarina","Lauro Müller","Rio do Meio","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,NA,"MBM002835","MBM002835","8690","Southern America",NA,NA,NA,NA,"15992","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:40:54-03","MBM","MBM","2833","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Swallen, J.R.",NA,"Reitz, R.; Klein, R.M.; Klein, R.M.",NA,NA,NA,"Brazil","Santa Catarina","Papanduva","Serra do Espigão","-50.144401550293","-26.3703002929688",NA,NA,NA,NA,NA,"MBM002833","MBM002833","12504","Southern America",NA,NA,NA,NA,"49621","auto",NA,NA,NA,NA,NA,NA,NA
"83","2021-02-11 17:21:20-03","UFPR","UPCB","30130","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Kozera, C.","1997","Kozera, C.","1997","03","19","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Herbácea. Orla da floresta com Araucaria..","UPCB0040461","UPCB0040461","530",NA,NA,NA,NA,NA,"25180","auto",NA,"03",NA,NA,NA,NA,NA
"84","2021-02-11 17:21:20-03","UFPR","UPCB","30129","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Kozera, C.","1997","Kozera, C.","1996","03","26","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Herbácea terrestre. Orla da floresta com Araucaria..","UPCB0040471","UPCB0040471","121",NA,NA,NA,NA,NA,"25180","auto",NA,"03",NA,NA,NA,NA,NA
"85","2021-02-11 17:21:20-03","UFPR","UPCB","46645","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Kozera, C.","2002","Kozera, C.","2002","03","08","Brasil","Paraná","Araucária","REPAR","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"Herbácea ca. 1,5m, floresta ciliar..","UPCB0040469","UPCB0040469","1882",NA,NA,NA,NA,NA,"21346","auto",NA,"03",NA,NA,NA,NA,NA
"86","2021-02-11 17:21:20-03","UFPR","UPCB","64602","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Cordeiro, J.","2009","Cervi, A.C.","2009","04","06","Brasil","Paraná","Balsa Nova","Serra São Luís do Purunã.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Planta ereta 1,7m, beira da floresta..","UPCB0040468","UPCB0040468","9390",NA,NA,NA,NA,NA,"27346","auto",NA,"01","01",NA,NA,NA,NA
"87","2015-03-26 09:09:00-03","MO","MOBOT","2976509","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Agnes Chase","1925","4","19","Brazil","Minas Gerais","Araponga","East of Araponga. Serra da Gramma.","-42.5208015441895","-20.6667003631592",NA,NA,"1100.00000000",NA,NA,NA,NA,"Chase 9544","South America",NA,NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,"1"
"88","2015-03-26 08:50:00-03","MO","MOBOT","2975945","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"C. Orth","1934","10",NA,"Brazil","Rio Grande do Sul","São Leopoldo","S. Leopoldo. Brasilia.","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,NA,NA,NA,"Orth 1068","South America",NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA,NA,NA,"1"
"89","2015-03-26 08:42:00-03","MO","MOBOT","100159920","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Troels M. Pedersen","1997","4","8","Uruguay","Artigas",NA,"Highroad ROU-4 by the bridge on the arroyo Tres Cruces Chico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pedersen 16290","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"90","2015-03-26 09:46:00-03","MO","MOBOT","100176938","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Osvaldo Morrone|Manuel J. Belgrano","2004","3","24","Bolivia","La Paz","Larecaja","1 km de Sorata vía el camino por Altai Oasis [600 m lineales al NW de Sorata].","-68.6533333","-15.7691667",NA,NA,"2600.00000000",NA,NA,NA,NA,"Morrone 4940","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2015-03-26 09:57:00-03","MO","MOBOT","100474496","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"José F. Pensiero","2005","3","19","Argentina","Salta","Rosario de Lerma","Campo Quijano.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pensiero 7004","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2015-03-26 09:59:00-03","MO","MOBOT","100508978","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Ariel Lliully|Reinaldo Lozano|J. Alberto Peñaranda","2008","4","27","Bolivia","Chuquisaca","Azurduy","Hacia la comunidad de la Muralla, a 15 km de la comunidad de Sopachuy.","-64.5188889","-19.6597222",NA,NA,"2394.00000000",NA,NA,NA,NA,"Lliully 1226","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"93","2015-03-26 09:26:00-03","MO","MOBOT","1722213","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Israel G. Vargas C.","1993","5","17","Bolivia","Santa Cruz","Vallegrande","Huasacañada, 5 km al S de la ciudad de Vallegrande.","-64.0966667","-18.525",NA,NA,"2050.00000000",NA,NA,NA,NA,"Vargas Caballero 2518","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"94","2015-03-26 09:51:00-03","MO","MOBOT","1805535","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","9","Brazil","Paraná",NA,"Near Boquierão, just south of Curitiba.",NA,NA,NA,NA,"850.00000000",NA,NA,NA,NA,"Davidse 11000","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1143","1"
"95","2015-03-26 09:46:00-03","MO","MOBOT","1807655","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","12","Brazil","Rio Grande do Sul",NA,"Mun. Palmeira das Missões; 26 km NW of Sarandi along the road to Seberi.",NA,NA,NA,NA,"410.00000000",NA,NA,NA,NA,"Davidse 11193","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1162","1"
"96","2015-03-26 09:30:00-03","MO","MOBOT","1808481","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","14","Brazil","Paraná",NA,"14 km W of Guaraniaçu along Highway BR-277 to Foz do Iguaçu. Grassy roadside besides forest remnant.",NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,"Davidse 11297","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1171","1"
"97","2015-03-26 09:52:00-03","MO","MOBOT","210190","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon","1983","5","10","Bolivia","Tarija","Mendez","10.4 km SW of Tomatas (5 km N of Tarija). Rincón de la Victoria. Heavily disturbed pockets of Podocarpus, Myrtaceae forest.","-64.8333333","-21.5333333",NA,NA,"2200.00000000","2300.00000000",NA,NA,NA,"Solomon 10631","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83-75","4"
"98","2015-03-26 09:15:00-03","MO","MOBOT","2920940","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Zulma E. Rúgolo de Agrasar|C.E. Trucco Aleman","1996","3","19","Argentina","Buenos Aires","La Plata","Isla Martín García.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rúgolo de Agrasar 2031","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"99","2015-03-26 09:56:00-03","MO","MOBOT","213697","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon","1985","5","5","Argentina","Tucumán",NA,"37.1 km N of Route 38 (Acheral) on Route 307 to Tafi del Valle (15.5 km S of the road to El Mollar). Moist sub-tropical forest, with a predominance of Myrtaceae.","-65.7","-26.8333333",NA,NA,"1500.00000000",NA,NA,NA,NA,"Solomon 13621","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-49","1"
"100","2015-03-26 09:10:00-03","MO","MOBOT","213852","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Marko Lewis","1988","5","15","Bolivia","La Paz","Inquisivi","Trail to Chichipata.","-67.2166667","-16.9666667",NA,NA,"3100.00000000",NA,NA,NA,NA,"Lewis 88614","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88-16","5"
"101","2015-03-26 09:17:00-03","MO","MOBOT","214633","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Marko Lewis","1991","4","6","Bolivia","La Paz","Inquisivi","Carabuco - - Across the Río Miguillas from the Carabuco Power Station, 2 km S. of Choquetanga. This area has been extensively burned and cleared, leaving herbs and shrubs with a few scattered trees on the lower slope and along the mouth of the Río Mina Jahuira.","-67.3333333","-16.8166667",NA,NA,"3000.00000000",NA,NA,NA,NA,"Lewis 38462","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100","8"
"102","2015-03-26 09:55:00-03","MO","MOBOT","214643","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"James C. Solomon","1980","3","1","Bolivia","La Paz","Murillo","45.6 km NE from junction with road to Chacaltaya. Upper valle de Zongo.","-68.0666667","-16.1166667",NA,NA,"2400.00000000",NA,NA,NA,NA,"Solomon 5272","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","3"
"103","2015-03-26 09:20:00-03","MO","MOBOT","219603","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Gerrit Davidse (MO)",NA,"Francesca T. Grifo|James C. Solomon","1988","1","21","Bolivia","La Paz","Nor Yungas","2.6 km NE of Chuspipata.",NA,NA,NA,NA,"2900.00000000",NA,NA,NA,NA,"Grifo 724","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
