"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","class","sex"
"44","2020-09-02 16:34:59-03","Cenargen","CEN","108593","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","L. B. Bianchetti","Glocimar Pereira-Silva","17000","2018","04","03",NA,"Brasil","MT","ALTO ARAGUAIA","Rodovia vicinal Alto Araguaia - Araguainha, km 4.","-53.2153015136719","-17.3146991729736","700","700","Exsicatas",NA,"CEN00108593","CEN00108593","2018","05",NA,"100273","auto",NA,NA,NA,"4",NA,NA,NA
"45","2020-09-02 16:34:59-03","Cenargen","CEN","30747","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","J. A. N. Batista","João Aguiar Nogueira Batista","787","1998","04","01",NA,"Brasil","TO","PORTO NACIONAL","Próximoa Porto Nacional, abaixo da cidade (direção Norte) no caminho em direção a draga e ao Rio Tocantins","-48.4171981811523","-10.7081003189087",NA,NA,"Exsicatas","Em campo limpo úmido a borda de mata e com alguns babaçus no campo área não queimada, cobertura graminosa densa e mais ou menos alta, alguns ponmtos do campo com grande quantidade de herbaceas mais altase algumas lenhosas baixas, em plena floração, sépalos verde claro, pétalos e labelo com a base branca e os segmentos anmarelo claro, demais informações na exsicata, Doção Flora do Brasil - Estado do Tocantins","CEN00030747","CEN00030747 CEN00030747_1","1998","04",NA,"77281","auto",NA,NA,NA,"1",NA,NA,NA
"46","2019-11-01 15:15:26-03","UnB","UB","15592","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Rocha, DMS","Rocha, DMS","S1P2s.n.","2000","03","22","Southern America","Brasil","Goiás","Santa Rita do Araguaia","Margem direita do Rio Babilônia, próximo à ponte","-53.2052993774414","-17.3255996704102",NA,NA,NA,"Código fitossociológico 46.; Campo úmido.","UB0018527","UB0018527","2000",NA,NA,"61711","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:15:26-03","UnB","UB","87265","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Batista, JAN","787","1998","04","01","Southern America","Brasil","Tocantins","Porto Nacional",NA,"-48.4171981811523","-10.7081003189087",NA,NA,NA,"Erva terrestre. Sépalos verde claro, pétalos e labelo com base branca e os segmentos amaarelo claro. Lobo mediano do roseto verde, estames amarelos, canais das anteras brancos. Ovário verde claro ou verde amarelado. Calcar esbranquiçad","UB0018529","UB0018529","1998",NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:15:26-03","UnB","UB","202353","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Lima, JH","Munhoz, CBR; Turma de Vegetação do Cerrado","8117","2014","04","12","Southern America","Brasil","Goiás","Paraúna","Borda de estrada.","-50.627222","-16.992056","716","716",NA,"Erva 0,8m; raiz tuberosa e branca, sépalas esverdeadas, pétalas amareladas.; Cerrado sensu stricto","UB0031379","UB0031379","2014","05","08",NA,NA,"-50.627222","-16.992056",NA,NA,NA,NA,NA
"49","2019-11-01 15:15:26-03","UnB","UB","87266","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Pabst, GFJ","Irwin, HS","21375","1968","03","18","Southern America","Brasil","Goiás",NA,"10km ao S de Guará",NA,NA,NA,NA,NA,"Terrestrial, simple, erect 35cm. Perianth yellow; Gallery forest and adjacent cerrado","UB0018528","UB0018528","1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-01 15:15:26-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Batista, JAN","788","1998","04","02","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.3602981567383","-10.2128000259399",NA,NA,NA,"Erva terrestre. Sépalos verde-claro, pétalos e labelo com a base branca e os segmentos amarelo-claro. Anteras amarelas. Lobo mediano do rostelo amarelado. Estigma verde amarelado. Estaminódios e canais das anteras brancos. Ovário verde","UB0018526","UB0018526","1998",NA,NA,"62375","auto",NA,NA,NA,NA,NA,NA,NA
"51","2019-11-01 15:15:26-03","UnB","UB","87264","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Batista, JAN","788","1998","04","02","Southern America","Brasil","Tocantins","Palmas","Serra do Lajeado","-48.3602981567383","-10.2128000259399",NA,NA,NA,"Erva terrestre. Sépalos verde-claro, pétalos e labelo com a base branca e os segmentos amarelo-claro. Anteras amarelas. Lobo mediano do rostelo amarelado. Estigma verde amarelado. Estaminódios e canais das anteras brancos. Ovário verde","UB0018525","UB0018525","1998",NA,NA,"62375","auto",NA,NA,NA,NA,NA,NA,NA
"52","2019-05-06 12:01:20-03","UFU","HUFU","32590","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.",NA,"Mendes, S.; Araújo, G.M.; Arruda, R. & Amorim, E.H.","693","2003","04","12",NA,"Brasil","Minas Gerais","Perdizes","Estação Ambiental Galheiro, EPDA - Galheiro, Trilha dos Primatas.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Erva ca. de 1 m. Flor verde.; Cerrado.","HUFU00030538","HUFU00030538",NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"53","2019-05-06 12:01:20-03","UFU","HUFU","879","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Batista, J.A.N.","Schiavini, I.","91","1987","03","27",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Planta terrestre, ca. 0,60 m. Flores amarelas.; Campo úmido.","HUFU00030544","HUFU00030544","1997","08","25","58223","auto",NA,NA,NA,NA,NA,NA,NA
"54","2019-05-06 12:01:20-03","UFU","HUFU","19951","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.",NA,"Araújo, G.M.","2537","1999","04","23",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 3 (direito, meio).","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva com flor amarela; Vereda.","HUFU00030543","HUFU00030543",NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"55","2019-08-08 10:00:09-03","UFU","HUFU","78690","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.",NA,"Cardoso, J.C.F.","s.n.","2018","04","20",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Peca Itororó","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Erva terrestre, ca. de 36 cm; Flores amarelas, ca. de 3 cm.; Vereda.","HUFU00075903",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA
"56","2019-11-28 15:45:53-03","UFU","HUFU","79656","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.",NA,"Hemsing, P.K.B.; Dias, A.G.","1027","2019","04","03",NA,"Brasil","Minas Gerais","Uberlândia","Bacia do Rio Uberabinha, Ponto 06. Parte alta da Bacia Hidrográfica do Uberabinha.","-48.93","-19.361389",NA,NA,NA,"Cálice verde, corola amarela.; Campo com murundum.","HUFU00077185",NA,NA,NA,NA,NA,NA,"-48.93","-19.361389",NA,NA,NA,NA,NA
"57","2020-08-04 12:48:56-03","UFU","HUFU","44518","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.",NA,"Arantes, A.A.A.; Romero, R.; Bernardes, P.H.N.; Hattori, E.K.O. & Freitas, F.S.","1634","2006","02","15",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas., Estrada para Cachoeira Feixo da Serra, Rio Turvo, próximo ao trecho de asfalto.",NA,NA,NA,NA,NA,"Erva, ca. de 0,6 m. Cálice verde, corola amarelo-esverdeada.","HUFU00030541","HUFU00030541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 12:01:20-03","UFU","HUFU","51772","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Pansarim, E.R.","Camacho, G.P.; Mello, F.N.A.; Dorneles, I.; Franco, M.M.; Silva, M.S. & Pereira, S.R.R.","6","2008","04","15",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,6 m. Cálice verde e corola amarela.; Cerrado.","HUFU00030540","HUFU00030540","2012","04","17","58223","auto",NA,NA,NA,NA,NA,NA,NA
"59","2019-05-06 12:01:20-03","UFU","HUFU","4063","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Batista, J.A.N.","FEEP","449","1993","03","25",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbáceo, ca. 30 cm. Corola amarela e cálice esverdeado.; Camp úmido.","HUFU00030539","HUFU00030539","1997","08","25","58223","auto",NA,NA,NA,NA,NA,NA,NA
"60","2019-05-06 12:01:20-03","UFU","HUFU","2989","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Batista, J.A.N.","FEEP","14","1992","04","10",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbáceo, ca. de 0,30 m. Flores amarelas.; Campo úmido.","HUFU00030542","HUFU00030542","1997","08","25","58223","auto",NA,NA,NA,NA,NA,NA,NA
"61","2021-02-23 13:22:55-03","MN","R-TIPOS","32127","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","odorifera","Habenaria odorifera","Hoehne","Batista, J.A.N.","Hoehne, F.C.","4096","1911","04",NA,NA,"Brasil","Mato Grosso","Marimbondo","São Lourenço",NA,NA,NA,NA,NA,NA,"R000032127","R000032127_001","1997","09","08",NA,NA,NA,NA,NA,NA,"Syntypus",NA,NA
"62","2021-02-23 13:22:55-03","MN","R-TIPOS","32128","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","odorifera","Habenaria odorifera","Hoehne","Batista, J.A.N.","Hoehne, F.C.","4097","1911","04",NA,NA,"Brasil","Mato Grosso",NA,"Marimbondo",NA,NA,NA,NA,NA,NA,"R000032128","R000032128_001","1997","09","08",NA,NA,NA,NA,NA,NA,"Syntypus",NA,NA
"63","2021-02-23 13:22:55-03","MN","R-TIPOS","44775","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","odorifera","Habenaria odorifera","Hoehne","Batista, J.A.N.","Hoehne, F.C.","4101","1911","05",NA,NA,"Brasil","Mato Grosso","Coxim",NA,NA,NA,NA,NA,NA,NA,"R000044775","R000044775_001","1997","09","08",NA,NA,NA,NA,NA,NA,"Syntypus",NA,NA
"64","2021-02-23 13:22:55-03","MN","R-TIPOS","32129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","odorifera","Habenaria odorifera","Hoehne","Batista, J.A.N.","Hoehne, F.C.","4099","1911","05",NA,NA,"Brasil","Mato Grosso",NA,"Marimbondo",NA,NA,NA,NA,NA,NA,"R000032129","R000032129_001","1997","09","08",NA,NA,NA,NA,NA,NA,"Syntypus",NA,NA
"65","2020-05-08 12:16:29-03","UFMT","UFMT","866","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Bianchetti, L.B.","Macedo, M.; Assumpção, S.","829","1978","03","18",NA,"Brasil","Mato Grosso","Poxoréu","Proximidades da Ponte do Corguinho.","-54.304167","-15.7",NA,NA,NA,"Muito frequente no local. Solo argilo-arenoso-úmido.; Herbácea terrestre. Presença de flores.; Cerrado.","UFMT00000866",NA,"2001","02",NA,NA,NA,"-54.304167","-15.7",NA,NA,NA,NA,NA
"66","2020-09-17 10:41:24-03","UEPA","MFS","007932","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Cardoso, A","Cardoso, A","2529","2017","05","12",NA,"Brasil","Pará","Conceição do Araguaia","Canga","-49.266414","-8.262992",NA,NA,NA,"Erva ereta, crescendo em drenagem de canga. Flor amarela.","MFS007932","MFS007932 MFS007932_e",NA,NA,NA,NA,NA,"-49.266414","-8.262992",NA,NA,NA,NA,NA
"67","2020-03-04 16:03:56-03","UNESP-IS","HISA","5005","PreservedSpecimen","Plantae","Magnoliophyta","Asparagales","Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.ex Cogn.","Batista,J.A.N","Caliente,A.D","211","1993","04","30",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Horto Barra do Moeda","-51.766667","-20.983333",NA,NA,NA,"Campo cerrado. Erva ca de 50 cm, caule com 2 cm, flores amarelas, odor suave, frequente.",NA,NA,"1999","07",NA,NA,NA,"51w46'","20s59'",NA,NA,NA,"Liliopsida",NA
"68","2020-04-30 16:07:34-03","UFMT","CNMT","3198","S","Plantae","Angiosperma",NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl.","Batista, J.A.N.","Pereira-Silva, G.","9840","2005","03","07",NA,"Brasil","Tocantins","Palmeirante","Estrada Palmeirante - Barra Ouro km 6","-47.953333","-7.869167",NA,NA,NA,"Flor amarelaDoação Embrapa - CENARGEM. Herbário CEN","CNMT003198",NA,"2009","08",NA,NA,NA,"47°57'12W","07°52'09S",NA,NA,NA,NA,NA
"69","2019-11-21 10:13:23-03","IBt","SP","259744","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Barros, F","Thomas, WW; et al.","9150","1992","05","05",NA,"Brasil","Bahia","Ilhéus","Rd. from Ilhéus to Serra Grande, 30km N of the Ponte de Itaipe (leaving Ilhéus)","-39.1","-14.616667",NA,NA,NA,NA,NA,NA,"1995","03","15",NA,NA,"-39.1","-14.616667",NA,NA,NA,NA,NA
"70","2019-11-21 10:13:24-03","IBt","SP","288527","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Marcondes Ferreira, W; Silva, AA; Zanini, E; Belinello, R; Torres Jr, AH; Rizzatti, ACS","1143","1995","05","04",NA,"Brasil","São Paulo","Igaçaba","Morro Solteiro",NA,NA,NA,NA,NA,NA,NA,NA,"1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:13:24-03","IBt","SP","304928","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Souza, JP; Souza, VC; Duarte, AR; Elias, SI","505","1996","04","27",NA,"Brasil","São Paulo","Itatinga","Estrada Itatinga - Angatuba, ca. 15 km de Itatinga","-48.526111","-23.301944","560","560",NA,NA,NA,NA,"1998","09",NA,NA,NA,"-48.526111","-23.301944",NA,NA,NA,NA,NA
"72","2019-11-21 10:13:24-03","IBt","SP","331829","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Harley, RM; França, F; Melo, E; Giulietti, AM","28535","1997","03","29",NA,"Brasil","São Paulo","Bocaina","Guará, São José","-47.78","-20.51","600","600",NA,NA,NA,NA,"1998","05",NA,NA,NA,"-47.78","-20.51",NA,NA,NA,NA,NA
"73","2019-11-21 10:13:24-03","IBt","SP","392608","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Bianchetti, LB","Pastore, JFB","1548","2006","08","15",NA,"Brasil","Bahia","Salvador","Imbassaí. Litoral Norte a 100 m da praia. 50 km de Salvador","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,"2006","09",NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA
"74","2019-11-21 10:13:24-03","IBt","SP","335131","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Assis, MA; et al.","1151","1998","03","30",NA,"Brasil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"2016","10","21","22843","auto",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:13:24-03","IBt","SP","348110","S","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzl. ex Cogn.","Batista, JAN","Batista, JAN; Oliveira, RS","787","1998","04","01",NA,"Brasil","Tocantins","Porto Nacional","Próximo a Porto Nacional. Abaixo da cidade (direção norte), no caminho em direção a draga e ao Rio Tocantins","-48.4171981811523","-10.7081003189087",NA,NA,NA,NA,NA,NA,"1998",NA,NA,"77281","auto",NA,NA,NA,NA,NA,NA,NA
"76","2019-11-21 10:13:26-03","IBt","SP","9984","S","Plantae",NA,NA,"Orchidaceae","Habenaria","odorifera","Habenaria odorifera","Hoehne","Hoehne, FC","Hoehne, FC","CRONDON4102","1911","05",NA,NA,"Brasil","Mato Grosso do Sul","Coxim",NA,"-54.7599983215332","-18.5067005157471",NA,NA,NA,NA,"SP002153","SP002153",NA,NA,NA,"102528","auto",NA,NA,NA,NA,"Syntype",NA,NA
"77","2019-12-04 18:59:26-03","AMES","HU-HERB","AMES 01947861","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","glazioviana","Habenaria glazioviana","Kraenzlin ex Cogniaux",NA,"A. P. Duarte","5908","1961","8","18","South America","Brazil",NA,NA,"Bahia, pr. Aeroporto de Caravellas.",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5908",NA,NA,NA,"undetermined"
