"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"326","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452414","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Anderson WR; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452414 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452414","1973","04","13",NA,"Malpighiales","Cambess.",NA,NA,NA,"The Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Rocky cerrado and spare woods by Rio Jequiti, 2 km from Mendanha.",NA,NA,NA,"NL-L2452414",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"327","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452415","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Anderson WR; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452415 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452415","1973","04","05",NA,"Malpighiales","Cambess.",NA,NA,NA,"The Planalto do Brasil. Estado de Goiás. Serra dos Cristais. 5 km by road E of Cristalina.",NA,NA,NA,"NL-L2452415",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"328","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452416","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Prance GT; Ramos J",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452416 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452416","1973","11","28",NA,"Malpighiales","Cambess.",NA,NA,NA,"Brazilian Amazonia. State of Amazonas. Campus of INPA, Estrada do Aleixo, Manaus. Capoeira.",NA,NA,NA,"NL-L2452416",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"329","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452418","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Anderson WR; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452418 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452418","1973","03","07",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Estado de Goiás. Chapada dos Veadeiros. 6-7 km E of Alto Paraíso on road to Nova Roma.",NA,NA,NA,"NL-L2452418",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"330","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452419","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452419","1975","05","27",NA,"Malpighiales","Cambess.",NA,NA,NA,"Rio Almas (mun. Cavalcante) Goias.",NA,NA,NA,"NL-L2452419",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"331","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452421","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Pires JM; Leite P; Andrade-Lima D de",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452421","1974","06","21",NA,"Malpighiales","Cambess.",NA,NA,NA,"Território de Roraima. Rodovia BR-174 à 7km de Santa Helena.",NA,NA,NA,"NL-L2452421",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"332","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452422","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kubitzki K",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452422","1971","03","18",NA,"Malpighiales","Cambess.",NA,NA,NA,"Distrito Federal. 5 km E Brasília Cerradão. 3 m hoher, streng monokor-mischer Baum, Seitenzweige fast rechtwinkl. abstehend, ähnl. Xylopia.",NA,NA,NA,"NL-L2452422",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"333","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452423","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ribeiro BGS; Pinheiro",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452423 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452423","1976","01","21",NA,"Malpighiales","Cambess.",NA,NA,NA,"Estado do Maranhão - Anajatuba.",NA,NA,NA,"NL-L2452423",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"334","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452424","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Davidse G; Llanos F",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452424","1973","12","28",NA,"Malpighiales","Cambess.",NA,NA,NA,"Vichada: Ca. 25 km E of Cumaribo along unimproved dirt road between Las Gaviotas and Santa Rita.",NA,NA,NA,"NL-L2452424",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"335","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452425","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Davidse G; Llanos F",NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452425","1973","12","26",NA,"Malpighiales","Cambess.",NA,NA,NA,"Vichada: Ca. 35 km E of Las Gaviotas along unimproved dirt road to Santa Rita.",NA,NA,NA,"NL-L2452425",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"336","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452426","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Castellanos A",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452426 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452426","1964","07","25",NA,"Malpighiales","Cambess.",NA,NA,NA,"Ceará, enter Cratc e aeroporto, subida de Guariba.",NA,NA,NA,"NL-L2452426",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"337","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452428","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Maguire B; Pires JM; Maguire CK; Silva NT",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452428","1963","10","16",NA,"Malpighiales","Cambess.",NA,NA,NA,"Belém-Brasília-Acre Highways. Estados Pará, Goiás, Mato Grosso, Terr. Rondónia, Brasíl. In Cerrado along road to Rio Corumba, 30 km from Gama, Goias.",NA,NA,NA,"NL-L2452428",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"338","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452429","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452429",NA,NA,NA,NA,"Malpighiales","Cambess.",NA,NA,NA,"Cerrado and gallery woods ca 27 km N.E. of Catalão.",NA,NA,NA,"NL-L2452429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"339","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452430","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452430","1965","10","16",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Distrito Federal. Corolla and anther white. Cerrado, ca. 5 km N.E. of Planaltina, D.F., on roadf to São Gabriel de Goiás, Goias.",NA,NA,NA,"NL-L2452430",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"340","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452431","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452431","1965","12","01",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Serra dos Pirineus, Estado de Goiás. Cerrado ca. 12 km S. of Corumbá de Goiás.","-49","-16",NA,"NL-L2452431",NA,NA,NA,NA,"-49.0","-16.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"341","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452432","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452432","1966","03","01",NA,"Malpighiales","Cambess.",NA,NA,NA,"Serra dos Cristais, Estado de Goiás. Rocky hillside, ca. 10 km S. of Cristalina, Goiás.","-48","-17",NA,"NL-L2452432",NA,NA,NA,NA,"-48.0","-17.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"342","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452433","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452433","1966","03","01",NA,"Malpighiales","Cambess.",NA,NA,NA,"Serra dos Cristais, Estado de Goiás. Rocky hillside, ca. 10 km S. of Cristalina, Goiás.","-48","-17",NA,"NL-L2452433",NA,NA,NA,NA,"-48.0","-17.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"343","2020-02-08 09:51:16-03","NBC","NL-BOTANY","L.2452434","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452434","1966","03","08",NA,"Malpighiales","Cambess.",NA,NA,NA,"Serra dos Cristais, Estado de Goiás. Cerrado, ca. 25 Km, S. of Cristalina, Goiás.","-48","-17",NA,"NL-L2452434",NA,NA,NA,NA,"-48.0","-17.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"344","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452435","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452435","1966","03","03",NA,"Malpighiales","Cambess.",NA,NA,NA,"Serra dos Cristais, Estado de Goiás. Creek margin, ca. 5 km S. of Cristalina, Goiás.","-48","-17",NA,"NL-L2452435",NA,NA,NA,NA,"-48.0","-17.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"345","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452436","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Soderstrom TR",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452436","1964","08","26",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Distrito. Gallery forest, ca. 30km S. of Brasília on road to Belo Horizonte.",NA,NA,NA,"NL-L2452436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"346","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452437","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Pires JM; Silva NT; Souza R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452437 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452437","1963","04","26",NA,"Malpighiales","Cambess.",NA,NA,NA,"entre Bras. e a sons de calcáreo. Cerrado.",NA,NA,NA,"NL-L2452437",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"347","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452438","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Grear JW; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452438","1966","03","18",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Distrito Federal. Cerrado. Occasional. Cerrado and wooded talus, Corrego Alogado, Parque Manicipal do Gama, ca. 20 km S.W. of Brasília, D.F.",NA,NA,NA,"NL-L2452438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"348","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452439","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Irwin HS; Souza R; Reis dos Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452439","1965","10","27",NA,"Malpighiales","Cambess.",NA,NA,NA,"Planalto do Brasil. Distrito Federal. Steep cerrado hillside, Chapada da Contagem, ca. 20 km N. E. of Brasília, D. F.",NA,NA,NA,"NL-L2452439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"349","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452440","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Duarte L; Santos R",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452440","1962","09","08",NA,"Malpighiales","Cambess.",NA,NA,NA,"DF, Brasilia, Gama, arredores do Convênio.",NA,NA,NA,"NL-L2452440",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"350","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452441","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Andrade AG de; Emmerich M",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452441 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452441","1960","09","05",NA,"Malpighiales","Cambess.",NA,NA,NA,"Chá de bugre. Distrito Federal, Brasilia, em campo.",NA,NA,NA,"NL-L2452441",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"351","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452442","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Daly DC; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452442 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452442","1980","11","13",NA,"Malpighiales","Cambess.",NA,NA,NA,"Brazilian Amazonia-State of pará. Estrada de São Caetano, 5 km NE of Vigia.","-48.066667","-0.85",NA,"NL-L2452442",NA,NA,NA,NA,"-48.066667","-0.85",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"352","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452443","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Daly DC; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452443 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452443","1980","09","30",NA,"Malpighiales","Cambess.",NA,NA,NA,"Fazenda São Raimundo, 32 km from Bacabal, on Bacabal-Lago da Pedra road (MA 245). Partially disturbes vegetation on dry hillsides dominated bosally by Orbignya palm.","-45.133333","-4.283333",NA,"NL-L2452443",NA,NA,NA,NA,"-45.133333","-4.283333",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"353","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452444","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Daly DC; et al.",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452444 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452444","1980","10","20",NA,"Malpighiales","Cambess.",NA,NA,NA,"Capoeira in white sandy soil. Approx. 60 km W of Caxias on BR 135 near km 490.","-43.783333","-4.7",NA,"NL-L2452444",NA,NA,NA,NA,"-43.783333","-4.7",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"354","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452445","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Heringer EP",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452445","1982","04","20",NA,"Malpighiales","Cambess.",NA,NA,NA,"Luziania - Go. (15km ao sul da cidade). Arbusto de 4m, forma moitas, nas margens da mata ripária flores axiais, cremes, frutos adorados pelos passarinhos.",NA,NA,NA,"NL-L2452445",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"355","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452446","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Jangoux J",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452446","1979","08","08",NA,"Malpighiales","Cambess.",NA,NA,NA,"Do Nordeste. Piauí, Cerrado, Estrada Br-343(Teresina-Fortaleza) entre Campo Major e Piripiri, a 46 km ao NE de Campo Maior.","-42","-4.666667",NA,"NL-L2452446",NA,NA,NA,NA,"-42.0","-4.666667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"356","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452447","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Bunting GS; Luis Alfonzo G",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452447","1978","01","22",NA,"Malpighiales","Cambess.",NA,NA,NA,"Edo. Zulia: Dtto. Colón: en la hacienda El Rosario, situada 18 km al este de la carretera Machiques-La Fria, desviando de la misma a la izquierda unos 12 km al norte del río Catatumbo.",NA,NA,NA,"NL-L2452447",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"357","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452448","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Bunting GS",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452448","1979","01","21",NA,"Malpighiales","Cambess.",NA,NA,NA,"Edo. Zulia: Dtto. Colón: elrededores de casigua El Cubo: sector Estación Concordia: desviando hacia el oeste desde la carretera Machiques-La Fría, en el km 14 al sur del desvío hacia Casigua, cerca del ríoChiquito; en bosque macrotérmico e higrófilo.",NA,NA,NA,"NL-L2452448",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"358","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452449","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Bunting GS",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452449","1979","10","10",NA,"Malpighiales","Cambess.",NA,NA,NA,"Edo. Zulia: Dtto. Colón:carretera Machiques-La Fría, entre el río Lora (Santa Ana) y el río Catatumbo, al lado de la carretera.",NA,NA,NA,"NL-L2452449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"359","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452450","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Heringer EP; Filgueiras TS; Mendonça RC; Pereira BAS",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452450","1980","05","19",NA,"Malpighiales","Cambess.",NA,NA,NA,"Brasília DF. Bacia do Rio São Bertolomeu.",NA,NA,NA,"NL-L2452450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"360","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452451","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Pereira BAS",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452451","1983","03","31",NA,"Malpighiales","Cambess.",NA,NA,NA,"Estado De Minas Gerais. Município de Paracatu, Fazenda Ponte Nova, sítio do Sr. Dozinho.",NA,NA,NA,"NL-L2452451",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"361","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452452","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Marcano-Berti L; Peña I",NA,"Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452452","1980","11","30",NA,"Malpighiales","Cambess.",NA,NA,NA,"Carretera: Rural pintadera - San Rafaeli de Catalina (Pio de filo). carretera Barinas - San Cristóbal. Estado Barinas.",NA,NA,NA,"NL-L2452452",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"362","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452453","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Heringer EP; Filgueiras TS; Mendonça RC; Pereira BAS",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452453","1981","03","11",NA,"Malpighiales","Cambess.",NA,NA,NA,"Brasília, DF, Bacia do Rio São Bartolomeu, afluente do lado direito do córrego Taboca.",NA,NA,NA,"NL-L2452453",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"363","2020-02-08 09:51:17-03","NBC","NL-BOTANY","L.2452454","PreservedSpecimen","Plantae","Flacourtiaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Pereira E",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2452454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2452454","1963","03","29",NA,"Malpighiales","Cambess.",NA,NA,NA,"Goias, Brasilia, mata do Catetinho. Pequena árvore de 3-4 m, fl. alva.",NA,NA,NA,"NL-L2452454",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
