"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","imagecode","identifiedBy","county","locality","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus","relatedCatalogItem"
"47","2021-03-01 16:31:50-03","UNICAMP","UEC","116116","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Oliveira, AA; Matteo, BC; Giarola, N; Nogueira, L; Passold, AJ; Gandolfi, S; Rodrigues, RR; T","3679","2000","04","24",NA,"Brazil",NA,NA,"Árvore com 5 metros de altura. Frutos imaturos verdes.; Floresta Ombrófila densa com perturbação.","UEC068826","Magnoliopsida",NA,"(Casar.) Cuatrec.","São Paulo","UEC068826","Stella, A","Mogi das Cruzes","Estrada Usaca. Represa Casa GrandePlanalto Paulistano.","-45.9595","-23.654806","2000","04",NA,NA,NA,NA,"-45.9595","-23.654806","800","800",NA,NA,NA
"48","2021-03-01 16:31:50-03","UNICAMP","UEC","107707","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","826","1999","01","10",NA,"Brazil",NA,NA,"Árvore de 7m.; Floresta Ombrófila Densa. Floresta de Restinga Alta , com exploração de palmito e madeira.","UEC068819","Magnoliopsida",NA,"(Casar.) Cuatrec.","São Paulo","UEC068819","Rodrigues, RR; Souza, VC","Iguape","Estação Ecologica de Chauás Trilha de Capuava do Mumuna.","-47.683333","-24.733333","1999","01",NA,NA,NA,NA,"-47.683333","-24.733333",NA,NA,NA,NA,NA
"49","2021-03-01 16:31:50-03","UNICAMP","UEC","121635","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; Gandolfi, S; So","2159","2001","04","12",NA,"Brazil",NA,NA,"Árvore, 6m alt. Frutos castanhos. Interior de mata.; Transição Floresta Altomontana-Floresta de encosta com campos adjacentes.","UEC068823","Magnoliopsida",NA,"(Casar.) Cuatrec.","São Paulo","UEC068823",NA,"São Paulo","Parque Estadual da Serra do Mar Núcleo Curutucu.Trilha do Rio Branco.","-46.7","-23.983333",NA,NA,NA,NA,NA,NA,"-46.7","-23.983333","700","800",NA,NA,NA
"50","2021-03-01 16:31:50-03","UNICAMP","UEC","146839","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Giordano, LC; Bovini, MG; Lobão, A; Temponi, LG","2808","2006","10","20",NA,"Brazil",NA,NA,"Árvore com 10m de altura, heliófila. Folhas cartáceas, discolores. Botões verdes- claros. Flores aromáticas, com pétalas verdes-alvacentas; anteras alvo-amareladas, teças amarelas.; Floresta Estacional.","UEC068824","Magnoliopsida",NA,"(Casar.) Cuatrec.","Minas Gerais","UEC068824","Giordano, LC","Marliéria","Parque Estadual do Rio Doce Estrada do restaurante, em frente à entrada para o Centro de Informações e Educação Ambiental ( e Mirante).","-42.603","-19.775944","2006","10","20",NA,NA,NA,"-42.603","-19.775944","300","300",NA,NA,NA
"51","2021-03-01 16:31:50-03","UNICAMP","UEC","75600","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Britez, RM; et al.","1800","1987","10","19",NA,"Brazil",NA,NA,"Árvore de 10m, inflorescências alvecentes.; Encosta de morro.","UEC068822","Magnoliopsida",NA,"(Casar.) Cuatrec.","Paraná","UEC068822","Silva, SM","Paranaguá","Ilha do Mel, Morro do Meio-Ilha do Mel.","-48.5092010498047","-25.5200004577637","1995","05",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:31:50-03","UNICAMP","UEC","150201","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Bertoncello, R; Pansonato, M","424","2007","05","19",NA,"Brazil",NA,NA,NA,"UEC068821","Magnoliopsida",NA,"(Casar.) Cuatrec.","São Paulo","UEC068821","Bertoncello, R","Ubatuba","Parque Estadual da Serra do Mar Morro do Cuscuzeiro","-45.0699996948242","-23.4300003051758","2008",NA,NA,"34265","auto",NA,NA,NA,"1120","1120",NA,NA,NA
"53","2020-06-04 14:48:40-03","UFPB","JPB","32883","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, MM da; Oliveira, RP; França, F; Santos, MA","368","2000","05","06","Southern America","Brasil",NA,NA,"; DESC: Árvore com ca. 10m. Folhas concolores, papiráceas. Botões jovens.",NA,"Angiosperma",NA,"(Casar.) Cuatr.","Bahia",NA,"França, F","Ilhéus","Olivença, Porto da Lancha (Loteamento Praia do Vila Rica). Capoeira no meio da mata destruída, solo arenoso.","-39.25","-14.916111",NA,NA,NA,NA,NA,NA,"-39.25","-14.916111","50","50",NA,NA,NA
"54","2019-11-06 09:55:48-03","UFOP","OUPR","7434","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Messias, M.C.T.B.; Silva, J.L.","111","1997","09","08",NA,"Indisponível",NA,NA,"Arbusto. Campo rupestre",NA,NA,NA,"(Casar.) Cuatrec.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-06 09:55:48-03","UFOP","OUPR","17607","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.; Zurlo, M.A.","s.n.","1980","04","25",NA,"Brasil",NA,NA,"Arbusto, flores amarelas. Capão de mata",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Itabirito","Serra de Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-06 09:55:48-03","UFOP","OUPR","7441","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Roschel, M.B.; Craig, J.","450","1997","01","22",NA,"Brasil",NA,NA,"Arbusto ca. 5,5m, DAP 20cm, flores brancas. Campo ferruginoso",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Mariana","Alegria Sul, Córrego do Macaco Barbado, SAmarco Mineração","-43.4160995483398","-20.377799987793",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-06 09:55:48-03","UFOP","OUPR","7440","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Roschel, M.B.; Craig, J.","300","1996","10","29",NA,"Brasil",NA,NA,"Arbusto ca. 4m, frutos maduros de cor verde (drupa). Orla da mata",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Mariana","Estrada da Torre, Samarco Mineração","-43.4160995483398","-20.377799987793",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-06 09:55:48-03","UFOP","OUPR","8564","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, J.L.","s.n.","1999","02","15",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-06 09:55:48-03","UFOP","OUPR","17613","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03","11",NA,"Brasil",NA,NA,"Arbusto. Sobre fendas de rochas de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-06 09:55:48-03","UFOP","OUPR","17606","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03",NA,NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Sobre rochas de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-06 09:55:48-03","UFOP","OUPR","18407","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Messias, M.C.T.B.","727","2002","10","25",NA,"Brasil",NA,NA,"Arbusto ca. 4m, frutos castanhos. Campo rupestre",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-06 09:55:48-03","UFOP","OUPR","17614","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03","09",NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Entre rochedos de itacolomito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-06 09:55:48-03","UFOP","OUPR","17609","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03","11",NA,"Brasil",NA,NA,"Arbusto, flores amarelas. Sobre fendas de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-11-06 09:55:48-03","UFOP","OUPR","17612","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03","11",NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Sobre fendas de rochas de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Campo Grande","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"65","2019-11-06 09:55:48-03","UFOP","OUPR","7551","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Messias, M.C.T.B.","s.n.","1998","11","03",NA,"Brasil",NA,NA,"Arbusto ca. 4m, flores alvas, cálice arroxeado, em botões florais. Capoeira",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Estrada para Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-06 09:55:48-03","UFOP","OUPR","3563","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Da Silva, A.G.","s.n.","1893","05","05",NA,"Brasil",NA,NA,"Árvore pequena, flores brancas",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Itaculumy","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-06 09:55:48-03","UFOP","OUPR","12739","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Roschel, M.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Santo Antônio do Leite, Curral de Pedra","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-06 09:55:48-03","UFOP","OUPR","17615","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.","s.n.","1977","03","11",NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Sobre fendas de rochas de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Serra da Brígida","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-11-06 09:55:48-03","UFOP","OUPR","17611","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.; Ingliom, I.","s.n.","1977","03","09",NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Entre rochedos de quartzito",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Serra da Brígida","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-06 09:55:48-03","UFOP","OUPR","9102","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Messias, M.C.T.B.","286","1999","10","18",NA,"Brasil",NA,NA,"Arvoreta, frutos imaturos verdes. Mata na orla",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Serra da Brígida, Estrada após a mata","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-06 09:55:48-03","UFOP","OUPR","17610","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Badini, J.; Zurlo, M.A. & Silva, J.L.","s.n.","1977","03","09",NA,"Brasil",NA,NA,"Arbusto, flores amareladas. Capoeira entre rochedo",NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-11-06 09:55:48-03","UFOP","OUPR","17608","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:53:20-03","UCS","HUCS","43831","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, J.M.","8698","2014","11","28",NA,"Brasil",NA,NA,"Árvore, 6m, flor creme.; Restinga arbórea.",NA,"Angiospermae","Malpighiales","(Casar.) Cuatrec.","Paraná",NA,"Silva, J.M.; Cordeiro, J.","Pontal do Paraná","Estrada para Sambaqui - Rio Guaraguaçú","-48.497222","-25.650278","2015","01","16",NA,NA,NA,"-48.497222","-25.650278","13","13",NA,NA,NA
"74","2021-03-16 17:53:20-03","UCS","HUCS","35876","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.","56145","1991","12","06",NA,"Brasil",NA,NA,"Árvore 10m, flor creme esverdeada, anteras amarelas. Ramos muito rijos.; Mata pluvial da encosta do morro",NA,"Angiospermae","Malpighiales","(Casar.) Cuatrec.","Paraná",NA,"Cuatrecasas, J.","Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076","1992",NA,NA,"37295","auto",NA,NA,NA,"50","50",NA,NA,NA
"75","2021-03-16 17:53:20-03","UCS","HUCS","10198","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.","59751","1993","11","29",NA,"Brasil",NA,NA,NA,NA,"Angiospermae","Malpighiales","(Casar.) Cuatrec.","Paraná",NA,"Hatschbach, G.","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637","1994",NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-02-12 18:12:10-03","UFES","VIES","44887","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Firmino, A.D.; Gudin, G.; Penha, J.; Pereira, O.J.","1302","2019","08","20",NA,"Brasil",NA,NA,NA,"VIES044887",NA,NA,"(Casar.) Cuatrec.","Espírito Santo","VIES044887","Nichio-Amaral, R. e Nepomuceno, A.","Linhares","Cacimbas, ponto de amostragem 6.","-39.743611","-19.476944","2020","03","04",NA,NA,NA,"39º44'37''W","19º28'37''S","6","6",NA,NA,NA
"77","2019-08-16 08:39:36-03","UTFPR","HCF","19341","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","J.M. Silva","8698","2014","11","28",NA,"Brasil",NA,NA,"árvore, 6 m, flor creme. Restinga arbórea.",NA,NA,NA,"(Casar.) Cuatrec.","PR",NA,"J. Cordeiro & J.T. Motta","Pontal do Paraná","Rio Guaraguaçu, estrada para o Sambaqui","-48.497222","-25.650278","2015","01","16",NA,NA,NA,"48°29'50 W","25°39'01 S","13","13",NA,NA,NA
"78","2019-08-16 08:39:36-03","UTFPR","HCF","17383","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","J.M. Silva","8451","2012","05","08",NA,"Brasil",NA,NA,"árvore, 6 m, frutos imaturos. Restinga.",NA,NA,NA,"(Casar.) Cuatrec.","PR",NA,"J. Cordeiro","Pontal do Paraná","Rio Guaraguaçu, estrada para o Sambaqui","-48.511100769043","-25.6735992431641","2012",NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-29 09:30:33-03","UFRRJ","RBR","46338","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","C. Baez; E.P. Fernandez, T. Lima, R.C. Gomes","1616","2018","04","18",NA,"Brasil",NA,NA,NA,"RBR00046338",NA,NA,"(Casar.) Cuatrec.","Rio de Janeiro","RBR00046338","M. Gomes","Resende","Bosque do Visconde. Trilha da Família. Bosque do Visconde. Trilha da Família. Parque Estadual da Pedra Selada","-44.537778","-22.335","2018","07","24",NA,NA,NA,"44º32'16''W","22º20'6''S","1085","1085",NA,NA,NA
"80","2013-04-01 09:17:45-03","IPT","BCTW","19833","S","Plantae",NA,"Humiriastrum","dentatum","Humiriastrum dentatum","Lorenzi, H.","235",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Magnoliophyta",NA,"(Casar.) Cuatrec.",NA,NA,"Instituto Plantarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:29:24-03","MBM","MBM","264732","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Dombrowski, L.T.","12635","1982","09","21","Southern America","Brazil",NA,NA,NA,"MBM264732",NA,NA,"(Casar.) Cuatrec.","Paraná","MBM264732","Ribas, O.S.","Paranaguá","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:29:24-03","MBM","MBM","388965","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Bonaldi, R.A.","592","2012","11","26","Southern America","Brazil",NA,NA,"Árvore de 9m.; Floresta Ombrófila Densa das Terras Baixas.","MBM388965",NA,NA,"(Casar.) Cuatrec.","Paraná","MBM388965","Bonaldi, R.A.","Pontal do Paraná","Guaraguaçu","-48.511100769043","-25.6735992431641","2012","11","26","19508","auto",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:29:24-03","MBM","MBM","299357","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Melo, M.R.F.; et al.; et al.","643","1986","02","25","Southern America","Brazil",NA,NA,NA,"MBM299357",NA,NA,"(Casar.) Cuatrec.","São Paulo","MBM299357","Rossi, L.","Cananéia","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:29:24-03","MBM","MBM","239991","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Kozera, C.; et al.; et al.","826",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM239991",NA,NA,"(Casar.) Cuatrec.","São Paulo","MBM239991","Souza, V.C.","Iguape","Estação Ecológica de Chauás","-47.5499992370605","-24.7000007629395",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:29:24-03","MBM","MBM","153627","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Sobral, M.; et al.; et al.","7333",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM153627",NA,NA,"(Casar.) Cuatrec.","São Paulo","MBM153627","Sobral, M.","Peruíbe","Estação Ecológica da Juréia","-46.9900016784668","-24.3199996948242",NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:29:24-03","MBM","MBM","394934","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Silva, J.M.; Motta, J.T.; Motta, J.T.","8698","2014","11","28","Southern America","Brazil",NA,NA,"Árvore, 6m, flor creme.; Restinga arbórea.","MBM394934",NA,NA,"(Casar.) Cuatrec.","Paraná","MBM394934","Cordeiro, J.; Silva, J.M.","Pontal do Paraná","Estrada para o Sambaqui, Rio Guaraguaçu","-48.497222","-25.650278","2015","01","16",NA,NA,NA,"-48.497222","-25.650278","13","13",NA,NA,NA
"87","2020-12-21 16:29:24-03","MBM","MBM","295619","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Lombardi, J.A.","2834","1999","05","13","Southern America","Brazil",NA,NA,NA,"MBM295619",NA,NA,"(Casar.) Cuatrec.","Minas Gerais","MBM295619","Hatschbach, G.","Itabirito","Condomínio Aconchego da Serra","-43.801399230957","-20.2532997131348",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:29:24-03","MBM","MBM","149905","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.; Silva, J.M.; Silva, J.M.","56145",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM149905",NA,NA,"(Casar.) Cuatrec.","Paraná","MBM149905","Cuatrecasas, J.","Guaraqueçaba","Estrada para Paruquara","-48.3288993835449","-25.3066997528076",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:29:24-03","MBM","MBM","164032","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G.; Barboza, E.; Barboza, E.","59751",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM164032",NA,NA,"(Casar.) Cuatrec.","Paraná","MBM164032","Hatschbach, G.","Paranaguá","Pontal do Sul, 5-6km sudoeste","-48.5092010498047","-25.5200004577637",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:29:24-03","MBM","MBM","250369","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Oliveira, A.A. de; et al.; et al.","3679","2000","05","24","Southern America","Brazil",NA,NA,NA,"MBM250369",NA,NA,"(Casar.) Cuatrec.","São Paulo","MBM250369","Stella, A.","Mogi das Cruzes","Represa Casa Grande da Sabesp","-46.1883010864258","-23.5228004455566",NA,NA,NA,"28666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:29:24-03","MBM","MBM","264490","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Barreto, M.","9938","1937","11","20","Southern America","Brazil",NA,NA,NA,"MBM264490",NA,NA,"(Casar.) Urb.","Minas Gerais","MBM264490","Kuhlmann, J.G.","Diamantina","Fazenda do Gavião","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:29:24-03","MBM","MBM","264491","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Barreto, M.","9872","1937","11","20","Southern America","Brazil",NA,NA,NA,"MBM264491",NA,NA,"(Casar.) Urb.","Minas Gerais","MBM264491","Kuhlmann, J.G.","Diamantina","Fazenda Santa Cruz","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:29:24-03","MBM","MBM","264490","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Barreto, M.","9938","1937","11","20","Southern America","Brazil",NA,NA,NA,"MBM264490",NA,NA,"(Casar.) Urb.","Minas Gerais","MBM264490","Kuhlmann, J.G.","Diamantina","Fazenda do Gavião","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:29:24-03","MBM","MBM","264491","PreservedSpecimen","Plantae","Humiriaceae","Sacoglottis","dentata","Sacoglottis dentata","Barreto, M.","9872","1937","11","20","Southern America","Brazil",NA,NA,NA,"MBM264491",NA,NA,"(Casar.) Urb.","Minas Gerais","MBM264491","Kuhlmann, J.G.","Diamantina","Fazenda Santa Cruz","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-01 14:22:28-03","JBB","HEPH","17293","S","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Hatschbach, G","56145","1991","12","05","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","(Casar.) Cuatrec.","Paraná",NA,"Cuatrecasas, J","Guaraquecaba","Estrada para Paruquara",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-12-11 11:36:44-03","UFMG","BHCB","150552","PreservedSpecimen","Plantae","Humiriaceae","Humiriastrum","dentatum","Humiriastrum dentatum","Giordano, LC; Bovini, MG; Lobão, A; Temponi, LG","2808","2006","10","25","Southern America","Brasil",NA,NA,"Árvore com 10m de altura, heliófila. Folhas cartáceas, discolores. Botões verde-claros. Flores aromáticas, com pétalas verde-alvacentas; anteras alvo-amarelas, teças amarelas.; Árvore com 10m de altura, heliófila. Folhas cartáceas, di","BHCB004879","Dicotyledon",NA,"(Casar.) Cuatrec.","Minas Gerais",NA,NA,"Marliéria","Parque Estadual do Rio Doce, Estrada do restaurante, em frente à entrada para o Centro de Informação e Educação Ambiental (e Mirante)","-42.603","-19.775944",NA,NA,NA,NA,NA,NA,"-42.603","-19.775944","300","300",NA,NA,NA
