"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","identifiedBy","recordNumber","year","month","day","continentOcean","locality","preparationType","barcode","imagecode","yearIdentified","monthIdentified","typeStatus","dayIdentified","fieldNumber","individualCount"
"53","2020-09-02 16:20:18-03","Cenargen","CEN","44644","PreservedSpecimen","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Luciano de Bem Bianchetti","Brasil","GO","COLINAS DO SUL","-48.0783004760742","-14.1513996124268",NA,NA,"58154",NA,NA,"Rizomas subterrâneos com 50 cm de altura. Espata verde na parte mais dilatada e branco no ápice (internos). Base da espata cor de vinho. Flores masculinas brancas e femininas creme-amarelada.&nf;Det. in dupl.","auto","L. G. Tamponi","1199","1991","12","11",NA,"Interior da mata.","Exsicatas","CEN00044644","CEN00044644","2009","08",NA,NA,NA,"8"
"54","2021-03-04 11:15:54-03","UEFS","HUEFS","115678","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Bianchetti, L.de B.","Brasil","Goiás","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,"58154",NA,NA,"Mata da galeria.","auto","L.G.Tamponi","1199","1991","12","11",NA,"Beira de córrego afluente do Tocantinzinho.",NA,"HUEFS0115678","HUEFS0115678 HUEFS0115678_e1","2009","08",NA,NA,NA,NA
"55","2019-10-07 09:19:39-03","UEFS","HUEFS","207363","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Pontes, T.A.","Brasil","Bahia","Cachoeira","-38.991667","-12.576111","38W59'30''","12S34'34''",NA,NA,NA,"Floresta Estacional Semidecidual",NA,NA,"319","2013","09","16",NA,"Entrada para Capoeiruçu, estrada de terra em frente à empresa Mastrotto Brasil, Fazenda Paraíso (antiga Favela), proprietária Dona Altamira Góes (D. Mira) e João Góes (S. Joca).",NA,"HUEFS0207363","HUEFS0207363",NA,NA,NA,NA,NA,NA
"56","2020-09-09 09:33:37-03","UEFS","HUEFS","255043","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Carvalho, D.N.","Brasil","Bahia","Conceição do Coité","-39.282778","-11.563889","39W16'58''","11S33'50''",NA,NA,NA,NA,NA,NA,"640","2018","06","03",NA,"Serra do Mucambo, Salgadália. Área da toca da Onça.",NA,"HUEFS0255043",NA,NA,NA,NA,NA,NA,NA
"57","2020-09-09 09:33:37-03","UEFS","HUEFS","255044","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Carvalho, D.N.","Brasil","Bahia","Conceição do Coité","-39.282778","-11.563889","39W16'58''","11S33'50''",NA,NA,NA,NA,NA,NA,"641","2018","06","03",NA,"Serra do Mucambo, Salgadália. Área da toca da Onça.",NA,"HUEFS0255044",NA,NA,NA,NA,NA,NA,NA
"58","2019-10-07 09:19:39-03","UEFS","HUEFS","3420","PreservedSpecimen","Plantae","Angiospermae","Lilianae","Alismatales","Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Noblick, L.R.","Brasil","Bahia","Feira de Santana","-38.966667","-12.25","38W58'","12S15'",NA,NA,NA,NA,NA,"D.Simpson","3264","1984","05","24",NA,NA,NA,"HUEFS0003420","HUEFS0003420","1987",NA,NA,NA,NA,NA
"59","2019-09-04 19:48:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum",NA,"J. E. B. Warming","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"60","2019-09-04 19:48:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Monocotyledoneae",NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum",NA,"F. Sellow","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA
"61","2020-11-04 17:28:29-03","UEM","HUEM","20904","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Schott) Engl.","L.B.Bianchetti; G.Pereira-Silva","Brasil","Goiás","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,"58154",NA,NA,"Erva com rizomas subterraneo com 50cm de altura. Esparta verde na parte mais dilatada e branco no ápice (internos). Base da espata vinácea. Flores masculinas brancas e femininas creme-amareladas. Frequente no local.; mata de galeri","auto","Temponi, LG","1199","1991","12","11",NA,"beira de córrego afluente do Tocantinzinho",NA,"HUEM000000928","HUEM000000928","2009","08",NA,"19",NA,NA
"62","2019-11-01 15:13:03-03","UnB","UB","34611","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Fonseca, ML; Oliveira, FCA; Silva, MA; Cardoso, E","Brasil","Goiás","São Domingos","-46.3575","-13.735556","-46.3575","-13.735556",NA,"575","575","Erva heliófita ca. 0,70 m alt.; folhas cor verde, membranáceas, bráctea verde, espádice com botões florais brancos. Comum; Mata ciliar. Solo: arenoso/pedregoso. Relevo: ondulado",NA,"Gonçalves, EG","2343","2000","10","29","Southern America","São Domingos, Gruta Terra Ronca",NA,"UB0001974","UB0001974","2001","09",NA,NA,NA,NA
"63","2019-11-01 15:13:03-03","UnB","UB","7992","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG; Oliveira, RS","Brasil","Maranhão","Pastos Bons","-43.951667","-6.554167","-43.951667","-6.554167",NA,NA,NA,"Planta crescendo na margem da rodovia. Folhas com aspecto aveludado abaxialmente. Estéril.; Erva tuberosa; Remanescente de mata mesofítica.",NA,"Gonçalves, EG","170","1998","01","19","Southern America","Proximidades de Orozinho",NA,"UB0001969","UB0001969","1998","01",NA,"19",NA,NA
"64","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Heringer, EP","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Planta de bulbos superficiais que vive acima do solo na camada de folhas em decomposição; Mata Virgem",NA,NA,"5853B","1958","03","10","Southern America","Fazenda São Sebastião, 30 km de Paraopeba",NA,"UB0001970","UB0001970",NA,NA,NA,NA,NA,NA
"65","2020-09-30 10:53:45-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG; Lorenzi, H; Andrade, M","Brasil","Ceará ","Ipu","-40.7108001708984","-4.32221984863281",NA,NA,"29540",NA,NA,"Erva latescente, látex branco. Tubera até 4 x 6 cm, cobertas com tubérculos facilmente destacáveis. Pecíolo verde. Folha verde escuro aveludado adax., mais claro e brilhante abax.. Pistilos de estiletes coerentes. Espata vinácea apenas","auto","Gonçalves, EG","837","2001","04","06","Southern America","Curva do Boqueirão, subida para a serra de Ibiapaba",NA,"UB0001973","UB0001973","2001","04",NA,NA,NA,NA
"66","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG; Batista, JAN; Oliveira, RS","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Terrestre ocasional. Folhas verde aveludado adaxialmente, mais claro e fosco abaxialmente. Estéril; Floresta mesofítica nas margens da rodovia","auto","Gonçalves, EG","641","2000","12","21","Southern America","APA do Cafuringa, 3.5 Km na estrada para o Rio do Ouro",NA,NA,NA,"2000","12",NA,NA,NA,NA
"67","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,NA,"auto","Gonçalves, EG","638","2000","12","21","Southern America","Fercal",NA,"UB0002367","UB0002367","2000","12",NA,NA,NA,NA
"68","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,NA,"auto","Gonçalves, EG","638","2000","12","21","Southern America","Fercal",NA,"UB0002366","UB0002366","2000","12",NA,NA,NA,NA
"69","2019-11-01 15:13:03-03","UnB","UB","34643","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,NA,"auto","Gonçalves, EG","638","2000","12","21","Southern America","Fercal",NA,"UB0002365","UB0002365","2000","12",NA,NA,NA,NA
"70","2019-11-01 15:13:03-03","UnB","UB","7190","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Latescente, espádice branco, espata branca por dentro, verde por fora.; Planta com tuberas; Afloramento calcário, mata decídua.","auto","Gonçalves, EG","30","1995","12","12","Southern America","FERCAL",NA,"UB0002363","UB0002363","1995","12",NA,"15",NA,NA
"71","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Latescente, espádice branco, espata branca por dentro, verde por fora.; Planta com tuberas; Afloramento calcário, mata decídua.","auto","Gonçalves, EG","30","1995","12","12","Southern America","FERCAL",NA,"UB0002364","UB0002364","1995","12",NA,"15",NA,NA
"72","2019-11-01 15:13:03-03","UnB","UB","7191","PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,"70570",NA,NA,"Latescente, material estéril.; Planta com tuberas; Mata, solo bem drenado.","auto","Gonçalves, EG","62","1996","02","04","Southern America","Ribeirão do Gama, entre Vargem Bonita e MSPW",NA,"UB0002362","UB0002362","1996","02",NA,"04",NA,NA
"73","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Heringer, EP","Brasil","Minas Gerais","Curvelo","-44.4308013916016","-18.7563991546631",NA,NA,"57661",NA,NA,"Planta pequena, de solos férteis, descrita para Lagoa Santa","auto","Barroso, GM","6976","1959","02","25","Southern America","Faz. São Sebastião",NA,"UB0001972","UB0001972",NA,NA,NA,NA,NA,NA
"74","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Heringer, EP","Brasil","Minas Gerais","Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,"26090",NA,NA,"Planta rara na região. Até agora desconhecida o seu paradeiro; Mata","auto","Barroso, GM","5853A","1957","12","06","Southern America","Faz. São Sebastião",NA,"UB0001971","UB0001971",NA,NA,NA,NA,NA,NA
"75","2019-11-01 15:13:03-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Gonçalves, EG","Brasil","Tocantins","Conceição do Tocantins","-47.2983016967773","-12.2186002731323",NA,NA,"42635",NA,NA,"Planta muito comum no local. Túbera 2-4 x 2,4-3 cm, coberta de pequenos tubérculos. Bagas maduras verdes; Floresta mesofítica","auto","Gonçalves, EG","668","2000","12","28","Southern America","6 km na estrada para Taipas do Tocantins",NA,"UB0001976","UB0001976","2000","12",NA,NA,NA,NA
"76","2015-04-17 16:11:41-03","UFMT","UFMT","166","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott.","Silva, D.A.F.; Silva, R.L.","Brasil","Mato Grosso","Cuiabá","-56.0966987609863","-15.5960998535156",NA,NA,"74875",NA,NA,"flores sesseis, inflorescência em espádice protegido por bráctea branca, folha com pecíolo muito longo.; Vegetação terrestre. Solo argiloso.","auto","Gonçalves, E.G.","05","1981","10","26",NA,"Serra de São Vicente, cerca de 60 Km de Cuiabá Rodovia BR-364.",NA,"UFMT00000166",NA,"1998","01",NA,"01",NA,NA
"77","2017-09-11 17:07:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","Engl.","Sello, HL","Brazil","?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:07:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Araceae","Xanthosoma","platylobum","Xanthosoma platylobum","(Schott) Engl.","Lindberg, GA","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,"25710",NA,NA,NA,"auto",NA,"577",NA,NA,NA,"Southern America",NA,NA,NA,"P03P2N0045",NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:07:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,NA,"Araceae","Xanthosoma","platylobum","Xanthosoma platylobum","(Schott) Engl.","Regnell, AF","Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,"25710",NA,NA,NA,"auto",NA,"III1296",NA,NA,NA,"Southern America",NA,NA,NA,"P03P2N0045",NA,NA,NA,NA,NA,NA
"80","2019-11-21 09:59:18-03","IBt","SP","130521","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Eiten, G; Eiten, LT","Brasil","Mato Grosso","Barra do Garças","-52.3","-15.166667","-52.3","-15.166667",NA,NA,NA,NA,NA,"Mayo, S","9454","1969","11","19",NA,"Serra do Roncador, 87 km north of city of Barra do Garças along road to Xavantina.",NA,"SP049945","SP049945","1981","02",NA,"23",NA,NA
"81","2019-11-21 09:59:18-03","IBt","SP","154069","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Eiten, G; Eiten, LT","Brasil","Mato Grosso","Barra do Garças","-51.75","-12.85","-51.75","-12.85",NA,"450","450",NA,NA,"Mayo, S","9598","1969","11","27",NA,"Serra do Roncador, 236 km along new road NNE of village of Xavantina. (24 km due S of Royal Society - Royal Geographic Society Base Camp.) At Córrego dos Porcos.",NA,"SP049944","SP049944","1981","02",NA,"23",NA,NA
"82","2019-11-21 09:59:18-03","IBt","SP","397267","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Bianchetti, LB; Pereira da Silva, G","Brasil","Goiás","Colinas do Sul","-48.0783004760742","-14.1513996124268",NA,NA,"58154",NA,NA,NA,"auto","Temponi, LG","1199","1991","12","11",NA,"Beira de córrego afluente do Tocantinzinho.",NA,"SP049941","SP049941",NA,NA,NA,NA,NA,NA
"83","2019-11-21 09:59:18-03","IBt","SP","78023","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Heringer, EP","Brasil","Minas Gerais","Paraopeba","-44.4042015075684","-19.2744007110596",NA,NA,"26090",NA,NA,NA,"auto","Mayo, S","s.n.","1958","12","12",NA,NA,NA,"SP049943","SP049943","1981","02",NA,"23",NA,NA
"84","2019-11-21 09:59:18-03","IBt","SP","24114","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Hoehne, FC","Brasil","São Paulo","Nova Europa","-48.560001373291","-21.7700004577637",NA,NA,"12872",NA,NA,NA,"auto","Mayo, S","s.n.","1928","12","20",NA,NA,NA,"SP049942","SP049942","1981","02",NA,"23",NA,NA
"85","2019-11-21 09:59:18-03","IBt","SP","30005","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Hoehne, FC","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto","Mayo, S","s.n.","1933","01","02",NA,"Jardim Botânico",NA,"SP049939","SP049939","1981","02",NA,"20",NA,NA
"86","2019-11-21 09:59:18-03","IBt","SP","50471","S","Plantae",NA,NA,NA,"Araceae","Xanthosoma","pentaphyllum","Xanthosoma pentaphyllum","(Vell.) Schott","Roth, L","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584",NA,NA,NA,"auto","Mayo, S","s.n.","1943","12","22",NA,"Santo Amaro.",NA,"SP049940","SP049940","1981","02",NA,"23",NA,NA
