"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"56","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Martius, CFP","s.n.",NA,NA,NA,"Brazil",NA,NA,"in nemoribus prope Caxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Spruce, R","15",NA,NA,NA,"Brazil","Pará ","Santarém","prope Santarem","-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"205258","auto",NA,NA,NA
"58","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Riedel, L","s.n.",NA,NA,NA,"Brazil","São Paulo","São Carlos","et in paludosis prope S. Carlos","-47.89","-22.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"45913","auto",NA,NA,NA
"59","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Spruce, R","Panicum2",NA,NA,NA,"Brazil","Pará ","Santarém","prope Santarem","-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"205258","auto",NA,NA,NA
"60","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Spruce, R","3",NA,NA,NA,"Brazil","Pará ","Santarém","prope Santarem","-54.7083","-2.44306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"205258","auto",NA,NA,NA
"61","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"62","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Maly, FP","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"63","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"64","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Wawra, H","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"65","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Wawra, H","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"66","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Beyrich, HC","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Santa Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Riedel, L","s.n.",NA,NA,NA,"Brazil","São Paulo","São Carlos","ad fossas et in paludosis prope S. Carlos","-47.89","-22.01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"45913","auto",NA,NA,NA
"68","2021-02-08 12:53:57-03","UFRGS","ICN","131618","S","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Pansarin, ER; et al.","21","1997","01","24","Brasil","SP","Mococa","SP 340","-47","-21.4599990844727",NA,NA,"doação Campinas",NA,NA,"Guglieri, A","2000",NA,NA,"Monocotyledon",NA,"América do Sul",NA,NA,"08","07",NA,"24370","auto",NA,NA,NA
"69","2019-11-21 10:15:42-03","IBt","SP","159889","S","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Davidse, G; D'Arcy, WG","11494","1976","03","28","Brasil","Minas Gerais",NA,"Ca. 1 km S of São Pedro de Suaçuá along Highway MG-3.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"520","520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:15:42-03","IBt","SP","31154","S","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Brade, AC","7848","1917","11",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"SP033445","SP033445","Chase, A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:15:42-03","IBt","SP","9795","S","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Usteri, A","s.n.","1907","01","06","Brasil","São Paulo","Santo André","Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"Silva, TS","1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA
