"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","order","year","month","day","continentOcean","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","infraspecificEpithet","preparationType","fieldNumber","sex"
"54","2019-04-02 09:30:51-03","URICER","HPBR","11256","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011256",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","20",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"55","2019-04-02 09:30:51-03","URICER","HPBR","11282","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011282",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"56","2019-04-02 09:30:51-03","URICER","HPBR","11255","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011255",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"57","2019-04-02 09:30:51-03","URICER","HPBR","11257","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011257",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"58","2019-04-02 09:30:51-03","URICER","HPBR","11261","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011261",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"59","2019-04-02 09:30:51-03","URICER","HPBR","11264","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011264",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"60","2019-04-02 09:30:51-03","URICER","HPBR","11259","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011259",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"61","2019-04-02 09:30:51-03","URICER","HPBR","11263","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011263",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"62","2019-04-02 09:30:51-03","URICER","HPBR","11258","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011258",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","20",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"63","2019-04-02 09:30:51-03","URICER","HPBR","11266","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011266",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","06","07",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"64","2019-04-02 09:30:51-03","URICER","HPBR","11265","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011265",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"65","2019-04-02 09:30:51-03","URICER","HPBR","9622","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Equipe de Ed. Ambiental",NA,"Brasil","HPBR009622","HPBR009622_1 HPBR009622_2",NA,NA,NA,NA,"SC","Lages",NA,"-50.326099395752","-27.8160991668701","70701","auto",NA,NA,"1995","10","20",NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA
"66","2020-08-20 20:41:00-03","UFSC","FLOR","36278","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Voltolini, C.H.","9","Brasil","FLOR0036278","FLOR0036278_01 FLOR0036278_02 FLOR0036278_1 FLOR0036278_e","Reis, A.","2007",NA,NA,"Rio Grande do Sul","Vacaria","População Encanados, no estreito do Rio Pelotas.","-50.869167","-28.111389",NA,NA,NA,"Poales","2007","10","22",NA,"herbáceo, flor cálice amarelo/alaranjado e sépalas amarelas, 0,2m altura. Folha c/ espinhos marginais. Foi retirada do ambiente natural devido à construção de hidrelétrica e inundação permanente das margens do rio Pelotas. Encontrava-",NA,NA,"50º52'9''W","28º6'41''S",NA,NA,NA,NA,NA,NA
"67","2020-08-20 14:58:50-03","UFSC","FLOR","36279","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Voltolini, C.H.","10","Brasil","FLOR0036279","FLOR0036279_01 FLOR0036279_02 FLOR0036279_1 FLOR0036279_e","Reis, A.",NA,NA,NA,"Rio Grande do Sul","Vacaria","População Encanados, no estreito do Rio Pelotas.","-50.869167","-28.111389",NA,NA,NA,"Poales","2007","10","22",NA,"herbáceo, flor cálice amarelo/alaranjado e sépalas amarelas, 0,2m altura. Folha c/ espinhos marginais. Foi retirada do ambiente natural devido à construção de hidrelétrica e inundação permanente das margens do rio Pelotas, e encontrav",NA,NA,"50º52'9''W","28º6'41''S",NA,NA,NA,NA,NA,NA
"68","2020-08-20 14:58:50-03","UFSC","FLOR","46783","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Klem, L.","s.n.","Brasil","FLOR0046783",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Linha Tigre.","-51.6678009033203","-27.5669002532959","14933","auto",NA,"Poales","2000","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:50:44-03","UFRGS","ICN","181215","S","Plantae","Monocotyledon","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Mariath, JEA","s.n.","Brasil","ICN00029972",NA,"Waecheter, JL","2013","04","19","SC","Capão Alto","Encanados","-50.8675","-28.109444",NA,NA,NA,NA,"2012","12","19","América do Sul","Coleção Viva LAVeg - CV 922; rupícula",NA,NA,"-50.8675","-28.109444",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:50:44-03","UFRGS","ICN","187471","S","Plantae","Monocotyledon","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Bourscheid/BAESA; Santos, RP","s.n.","Brasil","ICN00029971",NA,"Waechter, JL","2013","04","19","SC","Capão Alto","Às margens do Rio Pelotas (Encanados 3.2)","-50.868056","-28.109722",NA,NA,NA,NA,"2005",NA,NA,"América do Sul","Doada à coleção ex-situ da casa de vegetação do LAVeg (Campus do Vale da UFRGS) em 19/12/2012, sob número de registro CV912.; Flores alaranjadas, rupícula; Beira do Rio Pelotas","650","650","-50.868056","-28.109722",NA,NA,NA,NA,NA,NA
"71","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","103124","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Strehl, T.","s.n.","Brasil","HAS0103124",NA,NA,NA,NA,NA,"Rio Grande do Sul","Bento Gonçalves (Pinto Bandeira)","Bento Gonçalves, Pinto Bandeira","-51.450594","-29.099283",NA,NA,NA,NA,"2000","10",NA,NA,"gravatá;",NA,NA,"-51,450594","-29,099283",NA,NA,NA,NA,NA,NA
"72","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","93446","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassler","Silveira, N.","s.n.","Brasil","HAS0093446",NA,"Strehl, T.",NA,NA,NA,"Rio Grande do Sul","Derrubadas","Yucumâ, Rio Uruguai","-53.8608016967773","-27.2646999359131","18158","auto",NA,NA,"1986","12",NA,NA,"sobre os lajedos no leito do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-08-26 10:48:26-03","MCN-FZBRS","HAS","101047","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","cf. distachya","Dyckia cf. distachya","Hassl.","Nilson, A.D.","s.n.","Brasil","HAS0101047",NA,"Strehl, T.",NA,NA,NA,"Rio Grande do Sul","Farroupilha","Nova Roma","-51.3478012084961","-29.2250003814697","19545","auto",NA,NA,"1999","05",NA,NA,"sobre pedras da margem do leito do Rio das Antas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","93451","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassler","Bourscheid S/A","s.n.","Brasil","HAS0093451",NA,"H.M Buneker","2017","06","19","Rio Grande do Sul","Machadinho",NA,"-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","39089","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0039089",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Linha Tigre. rio Tigre","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","11",NA,NA,"gravatáerva; Erva-rupícula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","39090","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0039090",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Balsa da praia Bonita","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","11",NA,NA,"gravatáerva; Erva-rupícula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","39132","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0039132",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Balsa da Praia Bonita","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","11",NA,NA,"gravatáerva; Erva rupícula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","37763","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0037763",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Balsa para Capinzal, área abrangida pela UHE- Machadinho","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","05",NA,NA,"gravatáerva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","39149","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0039149",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Linha Tigre, rio Tigre","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","11",NA,NA,"gravatáerva; Erva-rupícula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","39173","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","Kern, L.S.","s.n.","Brasil","HAS0039173",NA,NA,NA,NA,NA,"Rio Grande do Sul","Machadinho","Machadinho, Linha Tigre, rio Tigre","-51.6678009033203","-27.5669002532959","14933","auto",NA,NA,"2000","11",NA,NA,"gravatáerva;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","93448","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassler","Pompelli, M.","s.n.","Brasil","HAS0093448",NA,"Strehl, T.",NA,NA,NA,"Rio Grande do Sul","Marcelino Ramos","margem do Rio Uruguai","-51.9063987731934","-27.4617004394531","18635","auto",NA,NA,"2000","01",NA,NA,"sobre rochas no leito do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2019-10-04 16:06:58-03","MCN-FZBRS","HAS","17393","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassler","Strehl, T.","455","Brasil","HAS0017393",NA,"Strehl, T.",NA,NA,NA,"Rio Grande do Sul","Tenente Portela",NA,"-53.75830078125","-27.3710994720459","14404","auto",NA,NA,"1982","10",NA,NA,"Roseta espinhosa de flor amarela; Altura de 15 cm; No cactário do Jardim Botânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2010-08-16 16:41:46-03","GH","HU-HERB","GH 00029060","PreservedSpecimen","Plantae",NA,"Bromeliaceae","Dyckia","interrupta","Dyckia interrupta","Mez","K. Fiebrig","5824","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"In regione fluminis Alto Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Type",NA,NA,"Sheet","5824","undetermined"
