"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"526","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310641","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Peña M; et al.","1998","05","12","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310641 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310641",NA,"Fabales","DC.","Poncy O",NA,"Beni","NL-U1310641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0136937",NA,NA,NA
"527","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310642","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Peña M; et al.","1997","02","14","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310642",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0016434",NA,NA,NA
"528","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310643","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Schultes RE; Cabrera I","1952","05","08","Southern America","Colombia","Amazonas. Rio Miritiparaná: Caño Guacayá.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310643 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310643",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310643",NA,NA,"-70.666667","-0.5",NA,NA,NA,NA,NA,"-70.666667","-0.5",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"529","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310646","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Solomon JC","1982","05","27","Southern America","Bolivia","Province of Vaca Diez. Departamento of Beni: 3 km E f Riberalta on road to Guayaramerín, then 2 km SE on side road.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310646",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310646",NA,NA,"-66.083333","-11",NA,NA,NA,NA,NA,"-66.083333","-11.0",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"530","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310650","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Pennington RT; Harrison GJ; Monro AK; Rowe EC","1988","08","04","Southern America","Bolivia","Pando, 54km SW Cobija, Triunfo.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310650 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310650",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310650",NA,NA,"-69.116667","-11.166667",NA,NA,NA,NA,NA,"-69.116667","-11.166667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"531","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310651","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Pennington RT; Harrison GJ; Monro AK; Rowe EC","1988","08","09","Southern America","Bolivia","Pando, 74 km SW Cobija. Puerto oro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310651",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310651",NA,NA,"-69.083333","-11.416667",NA,NA,NA,NA,NA,"-69.083333","-11.416667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"532","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310653","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Cornejo JC; Lawrance A; Arroyo L; Lino R","1991","08","31","Southern America","Bolivia","NV: Pacay. Prov: Carrasco. Valle del sacta entre 1° y 2° campamento.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310653 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310653",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"533","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310659","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Gasché J; Desplats J","1973","12","20","Southern America","Colombia","Com. Amazonas, rio Iagara-Parana (affl. rio putumayo), coor. La Chorrera, territoire des indiens WITOTO Jito,agaro, famille Kuiru (17 Km en aval de La Chorrera).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310659",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"534","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310660","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Uribe Uribe AL","1944","12","01","Southern America","Colombia","Meta: Acacías (Llanos Orientales).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310660 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310660",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"535","2020-02-08 09:10:00-03","NBC","NL-BOTANY","WAG.1706058","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Niel F van","1913","09","26","Southern America","Surinam","Zanderij I.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706058",NA,"Fabales","DC.",NA,NA,NA,"NL-WAG1706058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"536","2020-02-08 09:10:00-03","NBC","NL-BOTANY","WAG.1706060","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Niel F van","1913","09","26","Southern America","Surinam","Zanderij I.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706060",NA,"Fabales","DC.",NA,NA,NA,"NL-WAG1706060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"537","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304733","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Andel TR van; Samuels R; Jagher A de; Smeets MAJP","1996","08","15","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304733",NA,"Fabales","DC.","Poncy O",NA,"North West District","NL-U1304733",NA,NA,"-59.7","7.366667",NA,NA,NA,NA,NA,"-59.7","7.366667",NA,NA,"Magnoliopsidae","U 0088053",NA,NA,NA
"538","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304774","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Andel TR van; Samuels A; John W","1996","08","03","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304774",NA,"Fabales","DC.","Andel TR van",NA,"North West District","NL-U1304774",NA,NA,"-59.7","7.366667",NA,NA,NA,NA,NA,"-59.7","7.366667",NA,NA,"Magnoliopsidae","U 0101532",NA,NA,NA
"539","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304775","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Andel TR van; Samuels A; Samuels L","1996","07","03","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304775",NA,"Fabales","DC.","Andel TR van",NA,"North West District","NL-U1304775",NA,NA,"-59.7","7.366667",NA,NA,NA,NA,NA,"-59.7","7.366667",NA,NA,"Magnoliopsidae","U 0101533",NA,NA,NA
"540","2020-02-08 09:10:00-03","NBC","NL-BOTANY","L 0573512","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Cuatrecasas J",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573512",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"541","2020-02-08 09:10:00-03","NBC","NL-BOTANY","L.3892602","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Guillén R; Choré R","1994","10","18","Southern America","Bolivia","Santa Cruz: Velasco. Campamento Los Fierros, en bosque de altura, camino al aserradero Moira. En el campo de la Pista.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3892602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3892602",NA,"Fabales","DC.",NA,NA,NA,"NL-L3892602","thibaudiana",NA,"-60.796667","-14.554444",NA,NA,NA,NA,NA,"-60.796667","-14.554444",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"542","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270305","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC; Görts-van Rijn ARA; et al.",NA,NA,NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270305",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","26382",NA,NA,NA
"543","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270306","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Jansen-Jacobs MJ; et al.",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270306",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw33168",NA,NA,NA
"544","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270307","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC; Görts-van Rijn ARA; et al.",NA,NA,NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270307 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270307",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw26382a",NA,NA,NA
"545","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270308","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Donselaar J van","1969","01","01","Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270308 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270308",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw15455",NA,NA,NA
"546","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270310","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Jansen-Jacobs MJ; et al.",NA,NA,NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270310 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270310",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw33212",NA,NA,NA
"547","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270311","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Heyligers PC","1956","01","01","Southern America","Surinam",NA,NA,NA,"dry savanna<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270311 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270311",NA,"Fabales","DC.",NA,NA,"Para",NA,"thibaudiana",NA,"-54.966667","5.416667",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,"Magnoliopsidae","Uw6729",NA,NA,NA
"548","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270313","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Williams L",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270313 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270313",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35827",NA,NA,NA
"549","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270314","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Williams L",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270314 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270314",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35568",NA,NA,NA
"550","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270315","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Williams L",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270315 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270315",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw35516",NA,NA,NA
"551","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0270317","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC; Görts-van Rijn ARA; et al.",NA,NA,NA,"Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270317",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw26331",NA,NA,NA
"552","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278181","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,NA,"savanna forest, white sand<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278181",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4174",NA,NA,NA
"553","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278199","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Maas PJM; Maas PJM","1965","01","01","Southern America","Surinam","Maratakka Sneki Cr.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278199 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278199",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw11238",NA,NA,NA
"554","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278225","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","Jodensavanne/Mapanekreek",NA,NA,"rain forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278225",NA,"Fabales","DC.",NA,NA,"Para",NA,"thibaudiana",NA,"-54.966667","5.416667",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,"Magnoliopsidae","Uw2424",NA,NA,NA
"555","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278238","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","ridge forest S of Capoerica ridge",NA,NA,"ridge forest, yellow sand<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278238",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3643",NA,NA,NA
"556","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278262","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","Rijsdijkweg",NA,NA,"savanna forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278262",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3133",NA,NA,NA
"557","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278267","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Schulz JP","1955","01","01","Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278267 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278267",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw4936",NA,NA,NA
"558","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278282","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278282 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278282",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw2381",NA,NA,NA
"559","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278317","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","Capoerica",NA,NA,"ridge forest on yellow sand<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278317 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278317",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3653",NA,NA,NA
"560","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278330","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Heyligers PC","1956","01","01","Southern America","Surinam",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278330",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw6594",NA,NA,NA
"561","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278365","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","Rijsdijkweg",NA,NA,"savanna forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278365",NA,"Fabales","DC.",NA,NA,NA,NA,"thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw3144",NA,NA,NA
"562","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U 0278390","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Lindeman JC","1953","01","01","Southern America","Surinam","Jodensavanne/Mapanekreek",NA,NA,"transition rain forest to high savanna forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200278390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0278390",NA,"Fabales","DC.",NA,NA,"Para",NA,"thibaudiana",NA,"-54.966667","5.416667",NA,NA,NA,NA,NA,"-54.966667","5.416667",NA,NA,"Magnoliopsidae","Uw3356",NA,NA,NA
"563","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304813","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Pacheco M; Palheta E; Souza S","1989","01","07","Southern America","Brazil","Amazonas: Distrito Agropecuário, Reserva 1501 ('km 41') of the WWF/INPA MCS project.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304813 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304813",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304813","thibaudiana",NA,"-59.740833","-2.413083",NA,NA,NA,NA,NA,"-59.740833","-2.413083",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"564","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304873","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; Steward WC; Ramos JF; Monteiro OP","1971","03","26","Southern America","Brazil","Brazilian Amazõnia. Território do Roralma. Posto Mucajaí, Rio Mucajai. 'Tastiik'(Ucaicá-Mucajaí).?",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304873",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304873","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"565","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304876","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; Silva NT; Pires JM","1964","09","29","Southern America","Brazil","Serra do roncador, Mato Grosso. Track, Garapu to Rio Sete Septembro.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304876",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304876","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"566","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304885","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; Steward JR; Ramos JM; Farias LG","1989","02","17","Southern America","Brazil","Plants of Brazilian Amazonia. Territory of Roraima. NE of mission station.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304885 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304885",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304885","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"567","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304886","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Krukoff BA","1936","10","26","Southern America","Brazil","Basin of Rio Solimoes. State of Amazonas: Municipality São Paulo de Olivença; basin of creek Belem.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304886",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304886","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
